Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap,MaxAnnualGeneration,AnnualGeneration,CapacityFactor,AnnualEmissions
NE_natural_gas_fired_combined_cycle_2,3,21225.12,8.455864152471065e-6,0.0,21225.119991544136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8593205112592664e8,1.1670355623073231e7,0.06276677717694418,4.862599613891983e6
NE_natural_gas_fired_combined_cycle_3,3,19.5,9.005318337066969e-6,0.0,19.499990994681664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170819.92111341137,4.816904907677674,2.8198730430741845e-5,5.168483943017228
NE_natural_gas_fired_combustion_turbine_1,3,1413.201,8.823675073594612e-6,0.0,1413.200991176325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2379640682704607e7,9.14793795583594,7.389501997918546e-7,5.818049571821598
NE_natural_gas_fired_combustion_turbine_2,3,2341.199,8.51206412504238e-6,0.0,2341.198991487936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050890316543432e7,11.139003501898571,5.431301426529837e-7,6.305297820028963
NE_nuclear_1,3,3395.7,2.977191504566686e-6,0.0,3395.6999970228085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97463319739198e7,2.3139777920355283e7,0.7779035728049819,0.0
NE_nuclear_2,3,2104.7,4.747282153914864e-6,0.0,2104.6999952527176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8437171958413806e7,1.433832014867008e7,0.7776854379300175,0.0
NE_onshore_wind_turbine_1,3,3654.5,7.294461919276675e-6,0.0,3654.4999927055383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2013419936100516e7,9.71338007683628e6,0.30341588297109146,0.0
NE_small_hydroelectric_1,3,834.494,0.0,0.0,834.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31016744e6,3.4577918902981556e6,0.4730113118035714,0.0
NE_solar_photovoltaic_1,3,1629.6,2.2898576023965e-5,0.0,1629.599977101424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4275295799408475e7,2.440345425811382e6,0.17094885178578945,0.0
SE_conventional_hydroelectric_1,1,11123.215,0.0,0.0,11123.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74393634e7,1.3689802158857033e7,0.14049560343142628,0.0
SE_hydroelectric_pumped_storage_1,1,6261.984,0.0,0.0,6261.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.485497984e7,0.0,0.0,0.0
SE_natural_gas_fired_combined_cycle_1,1,26218.712,1.0808084398013313e-5,0.0,26218.711989191914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2967591702532116e8,32.506657360848415,1.4153272046047667e-7,12.914466275187264
SE_natural_gas_fired_combined_cycle_2,1,4637.5,1.177722049584434e-5,0.0,4637.499988222779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.062449989683155e7,22.89044003256126,5.634639217884025e-7,9.656864260211787
SE_natural_gas_fired_combined_cycle_3,1,42679.32,1.1160624166347323e-5,0.0,42679.31998883937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.738708431022329e8,57.21609303685595,1.5303705569040733e-7,21.73551848551982
SE_natural_gas_fired_combined_cycle_4,1,6088.5,1.112278641713752e-5,0.0,6088.499988877214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333525990256439e7,11.978676263296355,2.24592066958699e-7,6.663472706938709
SE_natural_gas_fired_combustion_turbine_1,1,24934.14,1.0811058642247634e-5,0.0,24934.13998918894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1842306630529514e8,9.265895635901366,4.2421781694751055e-8,5.780379356948716
SE_natural_gas_fired_combustion_turbine_2,1,683.209,1.1378078595853882e-5,0.0,683.2089886219213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.984910740328031e6,10.113156645863437,1.6897756849936143e-6,5.865216703723922
SE_nuclear_1,1,33632.288,4.887796995488266e-6,0.0,33632.2879951122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.946188428371829e8,2.313718425692898e8,0.7853260176476707,0.0
SE_nuclear_2,1,2228.0,4.417192967163798e-6,0.0,2227.999995582807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951727996130539e7,1.5567291204453086e7,0.797615817128028,0.0
SE_small_hydroelectric_1,1,249.895,0.0,0.0,249.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1890802e6,337833.7338700068,0.15432679619047615,0.0
SE_solar_photovoltaic_1,1,8502.2,2.3489953020422363e-5,0.0,8502.199976510048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.447927179422802e7,1.4865894311522063e7,0.19959773979253834,0.0
SE_naturalgas_ccccsavgcf_conservative_0,1,0.0,0.0,0.007793882733137763,0.007793882733137763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.27441274228681,21.858467390083693,0.3201560659714809,0.8327389909470274
SE_naturalgas_ccavgcf_moderate_0,1,0.0,0.0,95481.71084083847,95481.71084083847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36419786965745e8,2.2939292957428497e8,0.27425574233059075,7.765915522233766e7
SE_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,232756.6995073591,232756.6995073591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0389486876844656e9,8.622072125996029,4.228685193538487e-9,4.467351637575289
SE_battery_moderate_0,1,0.0,0.0,785429.397941653,785429.397941653,0.0,0.0,6.181784328135148e6,6.181784328135148e6,0.0,0.0,0.0,0.0,6.880361525968881e9,2.096680044672863e9,0.30473399352043673,0.0
SE_nuclear_mid_0,1,0.0,0.0,0.0124877551352062,0.0124877551352062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.39273498440632,75.45888422289742,0.6897979489556955,0.0
MIDAT_naturalgas_ccccsavgcf_conservative_0,2,0.0,0.0,0.007858735589686593,0.007858735589686593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84252376565456,22.41802303625921,0.32564208587953497,0.854021239007911
MIDAT_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,88756.46666104392,88756.46666104392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775066479507447e8,2.2524083958978766e8,0.289696352029207,7.6238668861979e7
MIDAT_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,234358.83321029984,234358.83321029984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0529833789222267e9,9.715492883971772,4.732377759956441e-9,5.03201755444545
MIDAT_battery_moderate_0,2,0.0,0.0,666142.9350607392,666142.9350607392,0.0,0.0,6.129103225041126e6,6.129103225041126e6,0.0,0.0,0.0,0.0,5.835412111132075e9,1.843869526181812e9,0.3159793157820519,0.0
MIDAT_nuclear_mid_0,2,0.0,0.0,0.022008911036508396,0.022008911036508396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.79806067981355,132.9295805122756,0.6894757138301115,0.0
NE_naturalgas_ccccsavgcf_conservative_0,3,0.0,0.0,0.007184604297942965,0.007184604297942965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.937133649980375,18.90977180319352,0.3004549255191481,0.7205433657944751
NE_naturalgas_ccavgcf_moderate_0,3,0.0,0.0,24032.886915256775,24032.886915256775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1052808937764934e8,6.057481325962137e7,0.28772793900656696,2.050310749584268e7
NE_naturalgas_ctavgcf_moderate_0,3,0.0,0.0,70996.50503271382,70996.50503271382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21929384086573e8,9.245535229997069,1.486589228064208e-8,4.789352159975134
NE_battery_moderate_0,3,0.0,0.0,264487.58101600263,264487.58101600263,0.0,0.0,1.8426541067479528e6,1.8426541067479528e6,0.0,0.0,0.0,0.0,2.316911209700183e9,6.076019707195776e8,0.26224654970623734,0.0
NE_nuclear_mid_0,3,0.0,0.0,0.01911550177663055,0.01911550177663055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.45179556328364,117.73590670859515,0.7031032800367926,0.0
NE_offshorewind_class10_moderate_floating_1_1,3,0.0,0.0,32928.49297409249,32928.49297409249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8845359845305026e8,1.4407760611967322e8,0.4994827829929943,0.0
SE_utilitypv_class1_moderate_70_0_2_1,1,0.0,0.0,0.025668753460898586,0.025668753460898586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.8582803174716,37.67486466888958,0.1675493765037134,0.0
SE_utilitypv_class1_moderate_70_0_2_2,1,0.0,0.0,0.03665618498474554,0.03665618498474554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.108180466371,56.65744643783745,0.17644348504466417,0.0
SE_utilitypv_class1_moderate_70_0_2_3,1,0.0,0.0,0.012580180174263822,0.012580180174263822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.20237832655108,17.290235689462946,0.15689530436655927,0.0
SE_utilitypv_class1_moderate_70_0_2_4,1,0.0,0.0,375600.6541975401,375600.6541975401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.290261730770451e9,9.34876517643213e8,0.2841343923798735,0.0
SE_utilitypv_class1_moderate_70_0_2_5,1,0.0,0.0,955444.999761203,955444.999761203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.369698197908138e9,2.796459802350098e9,0.3341171612435231,0.0
SE_utilitypv_class1_moderate_70_0_2_6,1,0.0,0.0,0.017963036942688526,0.017963036942688526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.35620361795148,25.16476622703895,0.15992230143107053,0.0
SE_utilitypv_class1_moderate_70_0_2_7,1,0.0,0.0,0.02748302929945945,0.02748302929945945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.75133666326477,40.43459542632249,0.1679516964961974,0.0
SE_utilitypv_class1_moderate_70_0_2_8,1,0.0,0.0,989512.9997064902,989512.9997064902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.668133877428854e9,2.8687764199983644e9,0.33095663502249717,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_1,2,0.0,0.0,26782.999862805962,26782.999862805962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3461907879818022e8,5.9106367211066335e7,0.2519248115448861,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_2,2,0.0,0.0,288616.9997942177,288616.9997942177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.528284918197347e9,7.159952846753173e8,0.28319406547969994,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_3,2,0.0,0.0,115698.99986994502,115698.99986994502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0135232388607184e9,2.7601994036377645e8,0.27233706123408186,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_4,2,0.0,0.0,996251.999578475,996251.999578475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.727167516307442e9,2.4458069977107487e9,0.2802520970452961,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_5,2,0.0,0.0,329682.3117088747,329682.3117088747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8880170505697427e9,7.222241213887165e8,0.2500761279252965,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_6,2,0.0,0.0,0.0787538174243525,0.0787538174243525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.8834406373279,126.6435306947852,0.18357235908980424,0.0
MIDAT_utilitypv_class1_moderate_70_0_2_7,2,0.0,0.0,465155.4140525305,465155.4140525305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.074761427100167e9,1.0955056302145205e9,0.26885147751929733,0.0
NE_utilitypv_class1_moderate_70_0_2_1,3,0.0,0.0,0.05001854917145332,0.05001854917145332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.1624907419311,69.85767133756156,0.15943325321908106,0.0
NE_utilitypv_class1_moderate_70_0_2_2,3,0.0,0.0,0.015238228679837262,0.015238228679837262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.48688323537442,20.783273860109627,0.15569525152117716,0.0
NE_utilitypv_class1_moderate_70_0_2_3,3,0.0,0.0,0.006526312468611378,0.006526312468611378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.170497225035675,6.499833239591357,0.11369208866605762,0.0
NE_utilitypv_class1_moderate_70_0_2_4,3,0.0,0.0,0.008891919294965356,0.008891919294965356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.89321302389652,10.55789180138717,0.13554315442281423,0.0
NE_utilitypv_class1_moderate_70_0_2_5,3,0.0,0.0,755170.9211258063,755170.9211258063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615297269062063e9,1.6685912224177732e9,0.252232236066143,0.0
NE_utilitypv_class1_moderate_70_0_2_6,3,0.0,0.0,0.02289883119155145,0.02289883119155145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.5937612379907,32.96904758188723,0.16435729296073034,0.0
NE_utilitypv_class1_moderate_70_0_2_7,3,0.0,0.0,30554.226989157178,30554.226989157178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6765502842501688e8,5.2450888416364916e7,0.19596451718096133,0.0
SE_landbasedwind_class4_moderate_70_1,1,0.0,0.0,84057.9999734507,84057.9999734507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363480797674282e8,1.94918065993956e8,0.264709138720807,0.0
SE_landbasedwind_class4_moderate_70_2,1,0.0,0.0,20181.999982323367,20181.999982323367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.767943198451527e8,4.259044342396367e7,0.24090391287043042,0.0
SE_landbasedwind_class4_moderate_70_3,1,0.0,0.0,105300.99998568493,105300.99998568493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.224367598746e8,2.687149682787439e8,0.2913099086763131,0.0
SE_landbasedwind_class4_moderate_70_4,1,0.0,0.0,95535.99998480183,95535.99998480183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.368953598668641e8,3.000299581050702e8,0.3585035507339889,0.0
SE_landbasedwind_class4_moderate_70_5,1,0.0,0.0,79806.99998763409,79806.99998763409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991093198916746e8,2.3518852844344106e8,0.33641166231324593,0.0
SE_landbasedwind_class4_moderate_70_6,1,0.0,0.0,117167.99999170982,117167.99999170982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026391679927378e9,4.090838639936143e8,0.39856506243557904,0.0
SE_landbasedwind_class4_moderate_70_7,1,0.0,0.0,66200.99998894038,66200.99998894038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.799207599031178e8,1.9193258378864008e8,0.3309634644234922,0.0
SE_landbasedwind_class4_moderate_70_8,1,0.0,0.0,102848.99997767189,102848.99997767189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.009572398044058e8,2.9591341454259455e8,0.3284433505488409,0.0
MIDAT_landbasedwind_class4_moderate_70_1,2,0.0,0.0,1383.9999935454214,1383.9999935454214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2123839943457892e7,4.320764438165897e6,0.3563858033689575,0.0
MIDAT_landbasedwind_class4_moderate_70_2,2,0.0,0.0,25175.99998985198,25175.99998985198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2054175991110337e8,6.774420486261813e7,0.3071717795755537,0.0
MIDAT_landbasedwind_class4_moderate_70_3,2,0.0,0.0,10378.999987003906,10378.999987003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.092003988615422e7,2.693847660393999e7,0.29628755814087937,0.0
MIDAT_landbasedwind_class4_moderate_70_4,2,0.0,0.0,94296.9999736014,94296.9999736014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.260417197687483e8,2.27422796936315e8,0.27531635690263,0.0
MIDAT_landbasedwind_class4_moderate_70_5,2,0.0,0.0,0.3643653075362572,0.3643653075362572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191.840094017613,662.5346497892435,0.20757137897697817,0.0
MIDAT_landbasedwind_class4_moderate_70_6,2,0.0,0.0,86256.99999174099,86256.99999174099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55611319927651e8,2.583371855831901e8,0.341891629691209,0.0
MIDAT_landbasedwind_class4_moderate_70_7,2,0.0,0.0,42062.99999111614,42062.99999111614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6847187992217743e8,1.0710746491493076e8,0.2906801597385185,0.0
NE_landbasedwind_class4_moderate_70_1,3,0.0,0.0,6840.9999887814965,6840.9999887814965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992715990172591e7,1.8570846654521935e7,0.3098903182626396,0.0
NE_landbasedwind_class4_moderate_70_2,3,0.0,0.0,10959.999990120737,10959.999990120737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.600959991345766e7,3.389280848628592e7,0.3530147872383245,0.0
NE_landbasedwind_class4_moderate_70_3,3,0.0,0.0,65323.99999005431,65323.99999005431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722382399128758e8,1.984762315327788e8,0.3468419579282173,0.0
NE_landbasedwind_class4_moderate_70_4,3,0.0,0.0,17701.999985793726,17701.999985793726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5506951987555304e8,4.7367459490642734e7,0.30545950957129575,0.0
NE_landbasedwind_class4_moderate_70_5,3,0.0,0.0,0.01920915305554116,0.01920915305554116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.27218076654057,31.959475553518473,0.1899272678819013,0.0
NE_landbasedwind_class4_moderate_70_6,3,0.0,0.0,1110.9999913617623,1110.9999913617623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.732359924329039e6,3.309220968169084e6,0.3400224605233376,0.0
NE_landbasedwind_class4_moderate_70_7,3,0.0,0.0,13216.999932756848,13216.999932756848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1578091941094999e8,3.0886605343838084e7,0.26676766345419933,0.0
Total,n/a,325671.816,0.00027177270739835245,8.869657798187686e6,9.195329613915911e6,0.0,0.0,1.4153541659924228e7,1.4153541659924228e7,0.0,0.0,0.0,0.0,8.05510874179034e10,2.2381665895515427e10,-,2.0206463814700773e8
SE_CCGT-H2,1,0.0,0.0,0.012241643610173483,0.012241643610173483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.23679802511971,30.341348370574952,0.28293784343941,0.0
MIDAT_CCGT-H2,2,0.0,0.0,0.017500948684778216,0.017500948684778216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.30831047865718,56.043239827512224,0.3655590466853021,0.0
NE_CCGT-H2,3,0.0,0.0,0.01506164264661602,0.01506164264661602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.93998958435634,44.5947198259237,0.3379924461598649,0.0
SE_OCGT-H2,1,0.0,0.0,0.00991563104521407,0.00991563104521407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.86092795607524,11.502250170924574,0.1324214516421141,0.0
MIDAT_OCGT-H2,2,0.0,0.0,0.010279528813821109,0.010279528813821109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.04867240907292,13.239270923185273,0.14702349928094377,0.0
NE_OCGT-H2,3,0.0,0.0,0.00995779248927191,0.00995779248927191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.23026220602193,11.935529607651134,0.13682785429971075,0.0
SE_BECCS_Electricity_Herb,1,0.0,0.0,0.0009951542280990544,0.0009951542280990544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.717551038147716,6.112764327815455,0.7012020120176182,0.0
MIDAT_BECCS_Electricity_Herb,2,0.0,0.0,0.0010534549958434612,0.0010534549958434612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22826576358872,6.501723459966947,0.7045444535874024,0.0
NE_BECCS_Electricity_Herb,3,0.0,0.0,0.0009132544082608236,0.0009132544082608236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000108616364814,5.559468139135953,0.694924082376038,0.0
SE_BECCS_Electricity_Wood,1,0.0,0.0,0.0009950302152430786,0.0009950302152430786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.716464685529369,6.10822551740239,0.7007686875096225,0.0
MIDAT_BECCS_Electricity_Wood,2,0.0,0.0,0.001037241933013068,0.001037241933013068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.086239333194476,6.383035215231489,0.7024947264940012,0.0
NE_BECCS_Electricity_Wood,3,0.0,0.0,0.0008986351256945415,0.0008986351256945415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.872043701084184,5.454388812620105,0.6928809112008479,0.0
SE_BECCS_H2_Herb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDAT_BECCS_H2_Herb,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE_BECCS_H2_Herb,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_H2_Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDAT_BECCS_H2_Wood,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE_BECCS_H2_Wood,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Pyrolysis_Herb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDAT_BECCS_Gasoline_Pyrolysis_Herb,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE_BECCS_Gasoline_Pyrolysis_Herb,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Pyrolysis_Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDAT_BECCS_Gasoline_Pyrolysis_Wood,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE_BECCS_Gasoline_Pyrolysis_Wood,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Gasification_Herb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDAT_BECCS_Gasoline_Gasification_Herb,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
