Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_5,2,5,0.0,3.1931802565959538e10,0.0,3.1931802565959538e10
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_6,2,6,0.0,1.0042644805881754e10,0.0,1.0042644805881754e10
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_7,2,7,0.0,1.4227719636732662e10,0.0,1.4227719636732662e10
NE,NE_utilitypv_class1_moderate_70_0_2_1,3,1,0.0,0.0,2229.6653840420454,2229.6653840420454
NE,NE_utilitypv_class1_moderate_70_0_2_2,3,2,0.0,0.0,214.33827944589396,214.33827944589396
NE,NE_utilitypv_class1_moderate_70_0_2_3,3,3,0.0,0.0,111.43460576287843,111.43460576287843
NE,NE_utilitypv_class1_moderate_70_0_2_4,3,4,0.0,0.0,148.82491625451715,148.82491625451715
NE,NE_utilitypv_class1_moderate_70_0_2_5,3,5,0.0,0.0,3.5598827985241714e10,3.5598827985241714e10
NE,NE_utilitypv_class1_moderate_70_0_2_6,3,6,0.0,0.0,286.1551056989367,286.1551056989367
NE,NE_utilitypv_class1_moderate_70_0_2_7,3,7,0.0,0.0,8.007619124225969e9,8.007619124225969e9
SE,SE_landbasedwind_class4_moderate_70_1,1,1,1.7101837765128944e9,0.0,0.0,1.7101837765128944e9
SE,SE_landbasedwind_class4_moderate_70_2,1,2,5.873200133519325e8,0.0,0.0,5.873200133519325e8
SE,SE_landbasedwind_class4_moderate_70_3,1,3,2.861805946517305e9,0.0,0.0,2.861805946517305e9
SE,SE_landbasedwind_class4_moderate_70_4,1,4,2.4282572127391653e9,0.0,0.0,2.4282572127391653e9
SE,SE_landbasedwind_class4_moderate_70_5,1,5,1.6234868227096875e9,0.0,0.0,1.6234868227096875e9
SE,SE_landbasedwind_class4_moderate_70_6,1,6,4.34532142713037e9,0.0,0.0,4.34532142713037e9
SE,SE_landbasedwind_class4_moderate_70_7,1,7,1.9008047974848258e9,0.0,0.0,1.9008047974848258e9
SE,SE_landbasedwind_class4_moderate_70_8,1,8,2.2632520381646576e9,0.0,0.0,2.2632520381646576e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_1,2,1,0.0,4.784341764690034e7,0.0,4.784341764690034e7
MIDAT,MIDAT_landbasedwind_class4_moderate_70_2,2,2,0.0,7.226616605980612e8,0.0,7.226616605980612e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_3,2,3,0.0,2.9224451763844264e8,0.0,2.9224451763844264e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_4,2,4,0.0,2.219312488885181e9,0.0,2.219312488885181e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_5,2,5,0.0,1.1982048382680974e9,0.0,1.1982048382680974e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_6,2,6,0.0,2.535063252128586e9,0.0,2.535063252128586e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_7,2,7,0.0,1.1041117690096216e9,1.63640601900779e9,2.7405177880174117e9
NE,NE_landbasedwind_class4_moderate_70_1,3,1,0.0,0.0,2.5502004069485047e8,2.5502004069485047e8
NE,NE_landbasedwind_class4_moderate_70_2,3,2,0.0,0.0,4.097567821797933e8,4.097567821797933e8
NE,NE_landbasedwind_class4_moderate_70_3,3,3,0.0,0.0,2.3795478246798563e9,2.3795478246798563e9
NE,NE_landbasedwind_class4_moderate_70_4,3,4,0.0,0.0,4.9671576118541116e8,4.9671576118541116e8
NE,NE_landbasedwind_class4_moderate_70_5,3,5,0.0,0.0,632.0296451162955,632.0296451162955
NE,NE_landbasedwind_class4_moderate_70_6,3,6,0.0,0.0,4.3567241892104834e7,4.3567241892104834e7
NE,NE_landbasedwind_class4_moderate_70_7,3,7,0.0,0.0,0.0,0.0
