Segment,1,1,1,Total
Zone,1,2,3,0
AnnualSum,0.0009023523308353209,0.0009285592740281046,0.0008828275664814335,0.002713739171344859
t1,1.034296278049021e-7,1.0364702312802072e-7,9.71096343408972e-8,3.0418628527382e-7
t2,1.0453108422271134e-7,1.0420769144708415e-7,9.737518682712905e-8,3.0611396249692454e-7
t3,1.050276945755603e-7,1.0452132905892998e-7,9.760254970665964e-8,3.071515733411499e-7
t4,1.0534606903042014e-7,1.0497280898563241e-7,9.783181158397122e-8,3.0815068960002377e-7
t5,1.0556533420549202e-7,1.057098686287046e-7,9.83296067829926e-8,3.0960480961718923e-7
t6,1.0644278194277014e-7,1.0645548782943896e-7,9.917122400969646e-8,3.1206949378190557e-7
t7,1.0597539480520288e-7,1.0668676470023285e-7,9.977372314802912e-8,3.1243588265346485e-7
t8,1.0566609766868068e-7,1.0738765661127332e-7,1.0077526392183072e-7,3.138290182017847e-7
t9,1.050990777269025e-7,1.0749644052187651e-7,1.0126705900753714e-7,3.1386257725631615e-7
t10,1.0467013082526578e-7,1.0762128434982223e-7,1.0159578490158776e-7,3.1388720007667577e-7
t11,1.0410329258354224e-7,1.0773674770057697e-7,1.0189336521466208e-7,3.137334054987813e-7
t12,1.034241572155953e-7,1.0755925404544272e-7,1.0191638983422568e-7,3.128998010952637e-7
t13,1.0301747976624813e-7,1.0758721611025302e-7,1.0199576101277348e-7,3.1260045688927463e-7
t14,1.0259500883250144e-7,1.0764530839888821e-7,1.0203292537689487e-7,3.122732426082845e-7
t15,1.0237184846366119e-7,1.0762023894714755e-7,1.0198014843357205e-7,3.119722358443808e-7
t16,1.0225408287519927e-7,1.0757728836639789e-7,1.0188665935002178e-7,3.1171803059161894e-7
t17,1.0138542649546839e-7,1.0684450953224837e-7,1.0111601692317808e-7,3.0934595295089484e-7
t18,1.0161243436764026e-7,1.0642795303089343e-7,1.0056268710366434e-7,3.0860307450219803e-7
t19,1.0147626123119338e-7,1.061666948734549e-7,1.001142959404505e-7,3.0775725204509877e-7
t20,1.0205382334009573e-7,1.0652334060239133e-7,1.0009500772289042e-7,3.086721716653775e-7
t21,1.0262054862751004e-7,1.0622235354249582e-7,1.0000903064751331e-7,3.088519328175192e-7
t22,1.0304079409754608e-7,1.0579476380760829e-7,9.956892983299858e-8,3.0840448773815296e-7
t23,1.0400428213771003e-7,1.056862771969883e-7,9.903589057024014e-8,3.0872644990493847e-7
t24,1.0512673144529342e-7,1.0571913991858073e-7,9.87658867228409e-8,3.0961175808671505e-7
t25,1.0541764582090307e-7,1.054078459468425e-7,9.836173304969434e-8,3.091872248174399e-7
t26,1.0547857974363267e-7,1.0522974787506114e-7,9.81194304962922e-8,3.08827758114986e-7
t27,1.0520999049549171e-7,1.0479690428108199e-7,9.787908442618747e-8,3.0788597920276117e-7
t28,1.0536292662994037e-7,1.0494536875861698e-7,9.796709740349783e-8,3.082753927920552e-7
t29,1.0556119777924919e-7,1.0563004291901362e-7,9.846689001406747e-8,3.096581307123303e-7
t30,1.0647557457562524e-7,1.0656230410109721e-7,9.932994629036463e-8,3.123678249670871e-7
t31,1.067021187749348e-7,1.0702029655838268e-7,1.0000787564251745e-7,3.1373029097583493e-7
t32,1.0642808968769513e-7,1.0744993816564885e-7,1.006970909861386e-7,3.145751188394826e-7
t33,1.0607374396951716e-7,1.0773598397013693e-7,1.0117627185100975e-7,3.1498599979066384e-7
t34,1.0560842783001147e-7,1.0785426422444633e-7,1.0151190816993366e-7,3.1497460022439145e-7
t35,1.0500493992660076e-7,1.077777311386854e-7,1.0182673644794747e-7,3.146094075132336e-7
t36,1.0439971717458444e-7,1.0764877052279818e-7,1.0206012144559006e-7,3.141086091429727e-7
t37,1.0361955818683192e-7,1.0733614733737466e-7,1.019705225198517e-7,3.1292622804405827e-7
t38,1.0296968126229914e-7,1.0725452118677447e-7,1.0225277565010643e-7,3.1247697809918004e-7
t39,1.0245590065816068e-7,1.0706566064056501e-7,1.0233182253624161e-7,3.118533838349673e-7
t40,1.0164291275359487e-7,1.0701760596462336e-7,1.0225391087594361e-7,3.1091442959416184e-7
t41,1.0089528926690889e-7,1.0644923854337041e-7,1.0178990900987656e-7,3.0913443682015586e-7
t42,1.005987993238689e-7,1.0587590900293569e-7,1.0100065938563412e-7,3.074753677124387e-7
t43,1.0045025430852444e-7,1.0583191763480837e-7,1.0022849946659281e-7,3.0651067140992563e-7
t44,1.0145410318209838e-7,1.0624651994940685e-7,1.0067389262100421e-7,3.0837451575250944e-7
t45,1.0219011284502651e-7,1.0639912537162856e-7,1.0062898311139345e-7,3.092182213280485e-7
t46,1.0300623988161729e-7,1.0646666169127443e-7,1.0033041124541849e-7,3.098033128183102e-7
t47,1.0391785301994364e-7,1.0616502355126154e-7,9.955486307132793e-8,3.096377396425331e-7
t48,1.0516726483953513e-7,1.0610009737810149e-7,9.920525086795045e-8,3.1047261308558707e-7
t49,1.0558007279824641e-7,1.0594364156303924e-7,9.859978249113982e-8,3.101234968524255e-7
t50,1.0567200687317661e-7,1.0580467349963617e-7,9.836763757947811e-8,3.098443179522909e-7
t51,1.0575966024147438e-7,1.0577321559704032e-7,9.816001176814037e-8,3.0969288760665506e-7
t52,1.0546999649513066e-7,1.0538636108216543e-7,9.791782343222091e-8,3.08774181009517e-7
t53,1.056849078525684e-7,1.0597654129675953e-7,9.841552094944702e-8,3.1007697009877495e-7
t54,1.065418267522191e-7,1.0676692104980993e-7,9.889244446085298e-8,3.12201192262882e-7
t55,1.0681561292402387e-7,1.0708812010619368e-7,9.967378985192178e-8,3.1357752288213933e-7
t56,1.0657601063420996e-7,1.0764902775600539e-7,1.0061008872596113e-7,3.148351271161765e-7
t57,1.0584483041699612e-7,1.0699731029487057e-7,1.0068765409711492e-7,3.135297948089816e-7
t58,1.0511454044168689e-7,1.0651680738358505e-7,1.0096136058772989e-7,3.1259270841300183e-7
