Time_Index,HSC_elec_price_z1,HSC_elec_price_z2,HSC_elec_price_z3
1,2000,3000,4000
2,2000,3000,4000
3,2000,3000,4000
4,2000,3000,4000
5,2000,3000,4000
6,2000,3000,4000
7,2000,3000,4000
8,2000,3000,4000
9,2000,3000,4000
10,2000,3000,4000
11,2000,3000,4000
12,2000,3000,4000
13,2000,3000,4000
14,2000,3000,4000
15,2000,3000,4000
16,2000,3000,4000
17,2000,3000,4000
18,2000,3000,4000
19,2000,3000,4000
20,2000,3000,4000
21,2000,3000,4000
22,2000,3000,4000
23,2000,3000,4000
24,2000,3000,4000
25,2000,3000,4000
26,2000,3000,4000
27,2000,3000,4000
28,2000,3000,4000
29,2000,3000,4000
30,2000,3000,4000
31,2000,3000,4000
32,2000,3000,4000
33,2000,3000,4000
34,2000,3000,4000
35,2000,3000,4000
36,2000,3000,4000
37,2000,3000,4000
38,2000,3000,4000
39,2000,3000,4000
40,2000,3000,4000
41,2000,3000,4000
42,2000,3000,4000
43,2000,3000,4000
44,2000,3000,4000
45,2000,3000,4000
46,2000,3000,4000
47,2000,3000,4000
48,2000,3000,4000
49,2000,3000,4000
50,2000,3000,4000
51,2000,3000,4000
52,2000,3000,4000
53,2000,3000,4000
54,2000,3000,4000
55,2000,3000,4000
56,2000,3000,4000
57,2000,3000,4000
58,2000,3000,4000
59,2000,3000,4000
60,2000,3000,4000
61,2000,3000,4000
62,2000,3000,4000
63,2000,3000,4000
64,2000,3000,4000
65,2000,3000,4000
66,2000,3000,4000
67,2000,3000,4000
68,2000,3000,4000
69,2000,3000,4000
70,2000,3000,4000
71,2000,3000,4000
72,2000,3000,4000
73,2000,3000,4000
74,2000,3000,4000
75,2000,3000,4000
76,2000,3000,4000
77,2000,3000,4000
78,2000,3000,4000
79,2000,3000,4000
80,2000,3000,4000
81,2000,3000,4000
82,2000,3000,4000
83,2000,3000,4000
84,2000,3000,4000
85,2000,3000,4000
86,2000,3000,4000
87,2000,3000,4000
88,2000,3000,4000
89,2000,3000,4000
90,2000,3000,4000
91,2000,3000,4000
92,2000,3000,4000
93,2000,3000,4000
94,2000,3000,4000
95,2000,3000,4000
96,2000,3000,4000
97,2000,3000,4000
98,2000,3000,4000
99,2000,3000,4000
100,2000,3000,4000
101,2000,3000,4000
102,2000,3000,4000
103,2000,3000,4000
104,2000,3000,4000
105,2000,3000,4000
106,2000,3000,4000
107,2000,3000,4000
108,2000,3000,4000
109,2000,3000,4000
110,2000,3000,4000
111,2000,3000,4000
112,2000,3000,4000
113,2000,3000,4000
114,2000,3000,4000
115,2000,3000,4000
116,2000,3000,4000
117,2000,3000,4000
118,2000,3000,4000
119,2000,3000,4000
120,2000,3000,4000
121,2000,3000,4000
122,2000,3000,4000
123,2000,3000,4000
124,2000,3000,4000
125,2000,3000,4000
126,2000,3000,4000
127,2000,3000,4000
128,2000,3000,4000
129,2000,3000,4000
130,2000,3000,4000
131,2000,3000,4000
132,2000,3000,4000
133,2000,3000,4000
134,2000,3000,4000
135,2000,3000,4000
136,2000,3000,4000
137,2000,3000,4000
138,2000,3000,4000
139,2000,3000,4000
140,2000,3000,4000
141,2000,3000,4000
142,2000,3000,4000
143,2000,3000,4000
144,2000,3000,4000
145,2000,3000,4000
146,2000,3000,4000
147,2000,3000,4000
148,2000,3000,4000
149,2000,3000,4000
150,2000,3000,4000
151,2000,3000,4000
152,2000,3000,4000
153,2000,3000,4000
154,2000,3000,4000
155,2000,3000,4000
156,2000,3000,4000
157,2000,3000,4000
158,2000,3000,4000
159,2000,3000,4000
160,2000,3000,4000
161,2000,3000,4000
162,2000,3000,4000
163,2000,3000,4000
164,2000,3000,4000
165,2000,3000,4000
166,2000,3000,4000
167,2000,3000,4000
168,2000,3000,4000
169,2000,3000,4000
170,2000,3000,4000
171,2000,3000,4000
172,2000,3000,4000
173,2000,3000,4000
174,2000,3000,4000
175,2000,3000,4000
176,2000,3000,4000
177,2000,3000,4000
178,2000,3000,4000
179,2000,3000,4000
180,2000,3000,4000
181,2000,3000,4000
182,2000,3000,4000
183,2000,3000,4000
184,2000,3000,4000
185,2000,3000,4000
186,2000,3000,4000
187,2000,3000,4000
188,2000,3000,4000
189,2000,3000,4000
190,2000,3000,4000
191,2000,3000,4000
192,2000,3000,4000
193,2000,3000,4000
194,2000,3000,4000
195,2000,3000,4000
196,2000,3000,4000
197,2000,3000,4000
198,2000,3000,4000
199,2000,3000,4000
200,2000,3000,4000
201,2000,3000,4000
202,2000,3000,4000
203,2000,3000,4000
204,2000,3000,4000
205,2000,3000,4000
206,2000,3000,4000
207,2000,3000,4000
208,2000,3000,4000
209,2000,3000,4000
210,2000,3000,4000
211,2000,3000,4000
212,2000,3000,4000
213,2000,3000,4000
214,2000,3000,4000
215,2000,3000,4000
216,2000,3000,4000
217,2000,3000,4000
218,2000,3000,4000
219,2000,3000,4000
220,2000,3000,4000
221,2000,3000,4000
222,2000,3000,4000
223,2000,3000,4000
224,2000,3000,4000
225,2000,3000,4000
226,2000,3000,4000
227,2000,3000,4000
228,2000,3000,4000
229,2000,3000,4000
230,2000,3000,4000
231,2000,3000,4000
232,2000,3000,4000
233,2000,3000,4000
234,2000,3000,4000
235,2000,3000,4000
236,2000,3000,4000
237,2000,3000,4000
238,2000,3000,4000
239,2000,3000,4000
240,2000,3000,4000
241,2000,3000,4000
242,2000,3000,4000
243,2000,3000,4000
244,2000,3000,4000
245,2000,3000,4000
246,2000,3000,4000
247,2000,3000,4000
248,2000,3000,4000
249,2000,3000,4000
250,2000,3000,4000
251,2000,3000,4000
252,2000,3000,4000
253,2000,3000,4000
254,2000,3000,4000
255,2000,3000,4000
256,2000,3000,4000
257,2000,3000,4000
258,2000,3000,4000
259,2000,3000,4000
260,2000,3000,4000
261,2000,3000,4000
262,2000,3000,4000
263,2000,3000,4000
264,2000,3000,4000
265,2000,3000,4000
266,2000,3000,4000
267,2000,3000,4000
268,2000,3000,4000
269,2000,3000,4000
270,2000,3000,4000
271,2000,3000,4000
272,2000,3000,4000
273,2000,3000,4000
274,2000,3000,4000
275,2000,3000,4000
276,2000,3000,4000
277,2000,3000,4000
278,2000,3000,4000
279,2000,3000,4000
280,2000,3000,4000
281,2000,3000,4000
282,2000,3000,4000
283,2000,3000,4000
284,2000,3000,4000
285,2000,3000,4000
286,2000,3000,4000
287,2000,3000,4000
288,2000,3000,4000
289,2000,3000,4000
290,2000,3000,4000
291,2000,3000,4000
292,2000,3000,4000
293,2000,3000,4000
294,2000,3000,4000
295,2000,3000,4000
296,2000,3000,4000
297,2000,3000,4000
298,2000,3000,4000
299,2000,3000,4000
300,2000,3000,4000
301,2000,3000,4000
302,2000,3000,4000
303,2000,3000,4000
304,2000,3000,4000
305,2000,3000,4000
306,2000,3000,4000
307,2000,3000,4000
308,2000,3000,4000
309,2000,3000,4000
310,2000,3000,4000
311,2000,3000,4000
312,2000,3000,4000
313,2000,3000,4000
314,2000,3000,4000
315,2000,3000,4000
316,2000,3000,4000
317,2000,3000,4000
318,2000,3000,4000
319,2000,3000,4000
320,2000,3000,4000
321,2000,3000,4000
322,2000,3000,4000
323,2000,3000,4000
324,2000,3000,4000
325,2000,3000,4000
326,2000,3000,4000
327,2000,3000,4000
328,2000,3000,4000
329,2000,3000,4000
330,2000,3000,4000
331,2000,3000,4000
332,2000,3000,4000
333,2000,3000,4000
334,2000,3000,4000
335,2000,3000,4000
336,2000,3000,4000
337,2000,3000,4000
338,2000,3000,4000
339,2000,3000,4000
340,2000,3000,4000
341,2000,3000,4000
342,2000,3000,4000
343,2000,3000,4000
344,2000,3000,4000
345,2000,3000,4000
346,2000,3000,4000
347,2000,3000,4000
348,2000,3000,4000
349,2000,3000,4000
350,2000,3000,4000
351,2000,3000,4000
352,2000,3000,4000
353,2000,3000,4000
354,2000,3000,4000
355,2000,3000,4000
356,2000,3000,4000
357,2000,3000,4000
358,2000,3000,4000
359,2000,3000,4000
360,2000,3000,4000
361,2000,3000,4000
362,2000,3000,4000
363,2000,3000,4000
364,2000,3000,4000
365,2000,3000,4000
366,2000,3000,4000
367,2000,3000,4000
368,2000,3000,4000
369,2000,3000,4000
370,2000,3000,4000
371,2000,3000,4000
372,2000,3000,4000
373,2000,3000,4000
374,2000,3000,4000
375,2000,3000,4000
376,2000,3000,4000
377,2000,3000,4000
378,2000,3000,4000
379,2000,3000,4000
380,2000,3000,4000
381,2000,3000,4000
382,2000,3000,4000
383,2000,3000,4000
384,2000,3000,4000
385,2000,3000,4000
386,2000,3000,4000
387,2000,3000,4000
388,2000,3000,4000
389,2000,3000,4000
390,2000,3000,4000
391,2000,3000,4000
392,2000,3000,4000
393,2000,3000,4000
394,2000,3000,4000
395,2000,3000,4000
396,2000,3000,4000
397,2000,3000,4000
398,2000,3000,4000
399,2000,3000,4000
400,2000,3000,4000
401,2000,3000,4000
402,2000,3000,4000
403,2000,3000,4000
404,2000,3000,4000
405,2000,3000,4000
406,2000,3000,4000
407,2000,3000,4000
408,2000,3000,4000
409,2000,3000,4000
410,2000,3000,4000
411,2000,3000,4000
412,2000,3000,4000
413,2000,3000,4000
414,2000,3000,4000
415,2000,3000,4000
416,2000,3000,4000
417,2000,3000,4000
418,2000,3000,4000
419,2000,3000,4000
420,2000,3000,4000
421,2000,3000,4000
422,2000,3000,4000
423,2000,3000,4000
424,2000,3000,4000
425,2000,3000,4000
426,2000,3000,4000
427,2000,3000,4000
428,2000,3000,4000
429,2000,3000,4000
430,2000,3000,4000
431,2000,3000,4000
432,2000,3000,4000
433,2000,3000,4000
434,2000,3000,4000
435,2000,3000,4000
436,2000,3000,4000
437,2000,3000,4000
438,2000,3000,4000
439,2000,3000,4000
440,2000,3000,4000
441,2000,3000,4000
442,2000,3000,4000
443,2000,3000,4000
444,2000,3000,4000
445,2000,3000,4000
446,2000,3000,4000
447,2000,3000,4000
448,2000,3000,4000
449,2000,3000,4000
450,2000,3000,4000
451,2000,3000,4000
452,2000,3000,4000
453,2000,3000,4000
454,2000,3000,4000
455,2000,3000,4000
456,2000,3000,4000
457,2000,3000,4000
458,2000,3000,4000
459,2000,3000,4000
460,2000,3000,4000
461,2000,3000,4000
462,2000,3000,4000
