Time_Index,NG,None,coal,uranium
2191,2.031,0,2.467,0.699
2192,2.031,0,2.467,0.699
2193,2.031,0,2.467,0.699
2194,2.031,0,2.467,0.699
2195,2.031,0,2.467,0.699
2196,2.031,0,2.467,0.699
2197,2.031,0,2.467,0.699
2198,2.031,0,2.467,0.699
2199,2.031,0,2.467,0.699
2200,2.031,0,2.467,0.699
2201,2.031,0,2.467,0.699
2202,2.031,0,2.467,0.699
2203,2.031,0,2.467,0.699
2204,2.031,0,2.467,0.699
2205,2.031,0,2.467,0.699
2206,2.031,0,2.467,0.699
2207,2.031,0,2.467,0.699
2208,2.031,0,2.467,0.699
2209,2.031,0,2.467,0.699
2210,2.031,0,2.467,0.699
2211,2.031,0,2.467,0.699
2212,2.031,0,2.467,0.699
2213,2.031,0,2.467,0.699
2214,2.031,0,2.467,0.699
2215,2.031,0,2.467,0.699
2216,2.031,0,2.467,0.699
2217,2.031,0,2.467,0.699
2218,2.031,0,2.467,0.699
2219,2.031,0,2.467,0.699
2220,2.031,0,2.467,0.699
2221,2.031,0,2.467,0.699
2222,2.031,0,2.467,0.699
2223,2.031,0,2.467,0.699
2224,2.031,0,2.467,0.699
2225,2.031,0,2.467,0.699
2226,2.031,0,2.467,0.699
2227,2.031,0,2.467,0.699
2228,2.031,0,2.467,0.699
2229,2.031,0,2.467,0.699
2230,2.031,0,2.467,0.699
2231,2.031,0,2.467,0.699
2232,2.031,0,2.467,0.699
2233,2.031,0,2.467,0.699
2234,2.031,0,2.467,0.699
2235,2.031,0,2.467,0.699
2236,2.031,0,2.467,0.699
2237,2.031,0,2.467,0.699
2238,2.031,0,2.467,0.699
2239,2.031,0,2.467,0.699
2240,2.031,0,2.467,0.699
2241,2.031,0,2.467,0.699
2242,2.031,0,2.467,0.699
2243,2.031,0,2.467,0.699
2244,2.031,0,2.467,0.699
2245,2.031,0,2.467,0.699
2246,2.031,0,2.467,0.699
2247,2.031,0,2.467,0.699
2248,2.031,0,2.467,0.699
2249,2.031,0,2.467,0.699
2250,2.031,0,2.467,0.699
2251,2.031,0,2.467,0.699
2252,2.031,0,2.467,0.699
2253,2.031,0,2.467,0.699
2254,2.031,0,2.467,0.699
2255,2.031,0,2.467,0.699
2256,2.031,0,2.467,0.699
2257,2.031,0,2.467,0.699
2258,2.031,0,2.467,0.699
2259,2.031,0,2.467,0.699
2260,2.031,0,2.467,0.699
2261,2.031,0,2.467,0.699
2262,2.031,0,2.467,0.699
2263,2.031,0,2.467,0.699
2264,2.031,0,2.467,0.699
2265,2.031,0,2.467,0.699
2266,2.031,0,2.467,0.699
2267,2.031,0,2.467,0.699
2268,2.031,0,2.467,0.699
2269,2.031,0,2.467,0.699
2270,2.031,0,2.467,0.699
2271,2.031,0,2.467,0.699
2272,2.031,0,2.467,0.699
2273,2.031,0,2.467,0.699
2274,2.031,0,2.467,0.699
2275,2.031,0,2.467,0.699
2276,2.031,0,2.467,0.699
2277,2.031,0,2.467,0.699
2278,2.031,0,2.467,0.699
2279,2.031,0,2.467,0.699
2280,2.031,0,2.467,0.699
2281,2.031,0,2.467,0.699
2282,2.031,0,2.467,0.699
2283,2.031,0,2.467,0.699
2284,2.031,0,2.467,0.699
2285,2.031,0,2.467,0.699
2286,2.031,0,2.467,0.699
2287,2.031,0,2.467,0.699
2288,2.031,0,2.467,0.699
2289,2.031,0,2.467,0.699
2290,2.031,0,2.467,0.699
2291,2.031,0,2.467,0.699
2292,2.031,0,2.467,0.699
2293,2.031,0,2.467,0.699
2294,2.031,0,2.467,0.699
2295,2.031,0,2.467,0.699
2296,2.031,0,2.467,0.699
2297,2.031,0,2.467,0.699
2298,2.031,0,2.467,0.699
2299,2.031,0,2.467,0.699
2300,2.031,0,2.467,0.699
2301,2.031,0,2.467,0.699
2302,2.031,0,2.467,0.699
2303,2.031,0,2.467,0.699
2304,2.031,0,2.467,0.699
2305,2.031,0,2.467,0.699
2306,2.031,0,2.467,0.699
2307,2.031,0,2.467,0.699
2308,2.031,0,2.467,0.699
2309,2.031,0,2.467,0.699
2310,2.031,0,2.467,0.699
2311,2.031,0,2.467,0.699
2312,2.031,0,2.467,0.699
2313,2.031,0,2.467,0.699
2314,2.031,0,2.467,0.699
2315,2.031,0,2.467,0.699
2316,2.031,0,2.467,0.699
2317,2.031,0,2.467,0.699
2318,2.031,0,2.467,0.699
2319,2.031,0,2.467,0.699
2320,2.031,0,2.467,0.699
2321,2.031,0,2.467,0.699
2322,2.031,0,2.467,0.699
2323,2.031,0,2.467,0.699
2324,2.031,0,2.467,0.699
2325,2.031,0,2.467,0.699
2326,2.031,0,2.467,0.699
2327,2.031,0,2.467,0.699
2328,2.031,0,2.467,0.699
2329,2.031,0,2.467,0.699
2330,2.031,0,2.467,0.699
2331,2.031,0,2.467,0.699
2332,2.031,0,2.467,0.699
2333,2.031,0,2.467,0.699
2334,2.031,0,2.467,0.699
2335,2.031,0,2.467,0.699
2336,2.031,0,2.467,0.699
2337,2.031,0,2.467,0.699
2338,2.031,0,2.467,0.699
2339,2.031,0,2.467,0.699
2340,2.031,0,2.467,0.699
2341,2.031,0,2.467,0.699
2342,2.031,0,2.467,0.699
2343,2.031,0,2.467,0.699
2344,2.031,0,2.467,0.699
2345,2.031,0,2.467,0.699
2346,2.031,0,2.467,0.699
2347,2.031,0,2.467,0.699
2348,2.031,0,2.467,0.699
2349,2.031,0,2.467,0.699
2350,2.031,0,2.467,0.699
2351,2.031,0,2.467,0.699
2352,2.031,0,2.467,0.699
2353,2.031,0,2.467,0.699
2354,2.031,0,2.467,0.699
2355,2.031,0,2.467,0.699
2356,2.031,0,2.467,0.699
2357,2.031,0,2.467,0.699
2358,2.031,0,2.467,0.699
2359,2.031,0,2.467,0.699
2360,2.031,0,2.467,0.699
2361,2.031,0,2.467,0.699
2362,2.031,0,2.467,0.699
2363,2.031,0,2.467,0.699
2364,2.031,0,2.467,0.699
2365,2.031,0,2.467,0.699
2366,2.031,0,2.467,0.699
2367,2.031,0,2.467,0.699
2368,2.031,0,2.467,0.699
2369,2.031,0,2.467,0.699
2370,2.031,0,2.467,0.699
2371,2.031,0,2.467,0.699
2372,2.031,0,2.467,0.699
2373,2.031,0,2.467,0.699
2374,2.031,0,2.467,0.699
2375,2.031,0,2.467,0.699
2376,2.031,0,2.467,0.699
2377,2.031,0,2.467,0.699
2378,2.031,0,2.467,0.699
2379,2.031,0,2.467,0.699
2380,2.031,0,2.467,0.699
2381,2.031,0,2.467,0.699
2382,2.031,0,2.467,0.699
2383,2.031,0,2.467,0.699
2384,2.031,0,2.467,0.699
2385,2.031,0,2.467,0.699
2386,2.031,0,2.467,0.699
2387,2.031,0,2.467,0.699
2388,2.031,0,2.467,0.699
2389,2.031,0,2.467,0.699
2390,2.031,0,2.467,0.699
2391,2.031,0,2.467,0.699
2392,2.031,0,2.467,0.699
2393,2.031,0,2.467,0.699
2394,2.031,0,2.467,0.699
2395,2.031,0,2.467,0.699
2396,2.031,0,2.467,0.699
2397,2.031,0,2.467,0.699
2398,2.031,0,2.467,0.699
2399,2.031,0,2.467,0.699
2400,2.031,0,2.467,0.699
2401,2.031,0,2.467,0.699
2402,2.031,0,2.467,0.699
2403,2.031,0,2.467,0.699
2404,2.031,0,2.467,0.699
2405,2.031,0,2.467,0.699
2406,2.031,0,2.467,0.699
2407,2.031,0,2.467,0.699
2408,2.031,0,2.467,0.699
2409,2.031,0,2.467,0.699
2410,2.031,0,2.467,0.699
2411,2.031,0,2.467,0.699
2412,2.031,0,2.467,0.699
2413,2.031,0,2.467,0.699
2414,2.031,0,2.467,0.699
2415,2.031,0,2.467,0.699
2416,2.031,0,2.467,0.699
2417,2.031,0,2.467,0.699
2418,2.031,0,2.467,0.699
2419,2.031,0,2.467,0.699
2420,2.031,0,2.467,0.699
2421,2.031,0,2.467,0.699
2422,2.031,0,2.467,0.699
2423,2.031,0,2.467,0.699
2424,2.031,0,2.467,0.699
2425,2.031,0,2.467,0.699
2426,2.031,0,2.467,0.699
2427,2.031,0,2.467,0.699
2428,2.031,0,2.467,0.699
2429,2.031,0,2.467,0.699
2430,2.031,0,2.467,0.699
2431,2.031,0,2.467,0.699
2432,2.031,0,2.467,0.699
2433,2.031,0,2.467,0.699
2434,2.031,0,2.467,0.699
2435,2.031,0,2.467,0.699
2436,2.031,0,2.467,0.699
2437,2.031,0,2.467,0.699
2438,2.031,0,2.467,0.699
2439,2.031,0,2.467,0.699
2440,2.031,0,2.467,0.699
2441,2.031,0,2.467,0.699
2442,2.031,0,2.467,0.699
2443,2.031,0,2.467,0.699
2444,2.031,0,2.467,0.699
2445,2.031,0,2.467,0.699
2446,2.031,0,2.467,0.699
2447,2.031,0,2.467,0.699
2448,2.031,0,2.467,0.699
2449,2.031,0,2.467,0.699
2450,2.031,0,2.467,0.699
2451,2.031,0,2.467,0.699
2452,2.031,0,2.467,0.699
2453,2.031,0,2.467,0.699
2454,2.031,0,2.467,0.699
2455,2.031,0,2.467,0.699
2456,2.031,0,2.467,0.699
2457,2.031,0,2.467,0.699
2458,2.031,0,2.467,0.699
2459,2.031,0,2.467,0.699
2460,2.031,0,2.467,0.699
2461,2.031,0,2.467,0.699
2462,2.031,0,2.467,0.699
2463,2.031,0,2.467,0.699
2464,2.031,0,2.467,0.699
2465,2.031,0,2.467,0.699
2466,2.031,0,2.467,0.699
2467,2.031,0,2.467,0.699
2468,2.031,0,2.467,0.699
2469,2.031,0,2.467,0.699
2470,2.031,0,2.467,0.699
2471,2.031,0,2.467,0.699
2472,2.031,0,2.467,0.699
2473,2.031,0,2.467,0.699
2474,2.031,0,2.467,0.699
2475,2.031,0,2.467,0.699
2476,2.031,0,2.467,0.699
2477,2.031,0,2.467,0.699
2478,2.031,0,2.467,0.699
2479,2.031,0,2.467,0.699
2480,2.031,0,2.467,0.699
2481,2.031,0,2.467,0.699
2482,2.031,0,2.467,0.699
2483,2.031,0,2.467,0.699
2484,2.031,0,2.467,0.699
2485,2.031,0,2.467,0.699
2486,2.031,0,2.467,0.699
2487,2.031,0,2.467,0.699
2488,2.031,0,2.467,0.699
2489,2.031,0,2.467,0.699
2490,2.031,0,2.467,0.699
2491,2.031,0,2.467,0.699
2492,2.031,0,2.467,0.699
2493,2.031,0,2.467,0.699
2494,2.031,0,2.467,0.699
2495,2.031,0,2.467,0.699
2496,2.031,0,2.467,0.699
2497,2.031,0,2.467,0.699
2498,2.031,0,2.467,0.699
2499,2.031,0,2.467,0.699
2500,2.031,0,2.467,0.699
2501,2.031,0,2.467,0.699
2502,2.031,0,2.467,0.699
2503,2.031,0,2.467,0.699
2504,2.031,0,2.467,0.699
2505,2.031,0,2.467,0.699
2506,2.031,0,2.467,0.699
2507,2.031,0,2.467,0.699
2508,2.031,0,2.467,0.699
2509,2.031,0,2.467,0.699
2510,2.031,0,2.467,0.699
2511,2.031,0,2.467,0.699
2512,2.031,0,2.467,0.699
2513,2.031,0,2.467,0.699
2514,2.031,0,2.467,0.699
2515,2.031,0,2.467,0.699
2516,2.031,0,2.467,0.699
2517,2.031,0,2.467,0.699
2518,2.031,0,2.467,0.699
2519,2.031,0,2.467,0.699
2520,2.031,0,2.467,0.699
2521,2.031,0,2.467,0.699
2522,2.031,0,2.467,0.699
2523,2.031,0,2.467,0.699
2524,2.031,0,2.467,0.699
2525,2.031,0,2.467,0.699
2526,2.031,0,2.467,0.699
2527,2.031,0,2.467,0.699
2528,2.031,0,2.467,0.699
2529,2.031,0,2.467,0.699
2530,2.031,0,2.467,0.699
2531,2.031,0,2.467,0.699
2532,2.031,0,2.467,0.699
2533,2.031,0,2.467,0.699
2534,2.031,0,2.467,0.699
2535,2.031,0,2.467,0.699
2536,2.031,0,2.467,0.699
2537,2.031,0,2.467,0.699
2538,2.031,0,2.467,0.699
2539,2.031,0,2.467,0.699
2540,2.031,0,2.467,0.699
2541,2.031,0,2.467,0.699
2542,2.031,0,2.467,0.699
2543,2.031,0,2.467,0.699
2544,2.031,0,2.467,0.699
2545,2.031,0,2.467,0.699
2546,2.031,0,2.467,0.699
2547,2.031,0,2.467,0.699
2548,2.031,0,2.467,0.699
2549,2.031,0,2.467,0.699
2550,2.031,0,2.467,0.699
2551,2.031,0,2.467,0.699
2552,2.031,0,2.467,0.699
2553,2.031,0,2.467,0.699
2554,2.031,0,2.467,0.699
2555,2.031,0,2.467,0.699
2556,2.031,0,2.467,0.699
2557,2.031,0,2.467,0.699
2558,2.031,0,2.467,0.699
2559,2.031,0,2.467,0.699
2560,2.031,0,2.467,0.699
2561,2.031,0,2.467,0.699
2562,2.031,0,2.467,0.699
2563,2.031,0,2.467,0.699
2564,2.031,0,2.467,0.699
2565,2.031,0,2.467,0.699
2566,2.031,0,2.467,0.699
2567,2.031,0,2.467,0.699
2568,2.031,0,2.467,0.699
2569,2.031,0,2.467,0.699
2570,2.031,0,2.467,0.699
2571,2.031,0,2.467,0.699
2572,2.031,0,2.467,0.699
2573,2.031,0,2.467,0.699
2574,2.031,0,2.467,0.699
2575,2.031,0,2.467,0.699
2576,2.031,0,2.467,0.699
2577,2.031,0,2.467,0.699
2578,2.031,0,2.467,0.699
2579,2.031,0,2.467,0.699
2580,2.031,0,2.467,0.699
2581,2.031,0,2.467,0.699
2582,2.031,0,2.467,0.699
2583,2.031,0,2.467,0.699
2584,2.031,0,2.467,0.699
2585,2.031,0,2.467,0.699
2586,2.031,0,2.467,0.699
2587,2.031,0,2.467,0.699
2588,2.031,0,2.467,0.699
2589,2.031,0,2.467,0.699
2590,2.031,0,2.467,0.699
2591,2.031,0,2.467,0.699
2592,2.031,0,2.467,0.699
2593,2.031,0,2.467,0.699
2594,2.031,0,2.467,0.699
2595,2.031,0,2.467,0.699
2596,2.031,0,2.467,0.699
2597,2.031,0,2.467,0.699
2598,2.031,0,2.467,0.699
2599,2.031,0,2.467,0.699
2600,2.031,0,2.467,0.699
2601,2.031,0,2.467,0.699
2602,2.031,0,2.467,0.699
2603,2.031,0,2.467,0.699
2604,2.031,0,2.467,0.699
2605,2.031,0,2.467,0.699
2606,2.031,0,2.467,0.699
2607,2.031,0,2.467,0.699
2608,2.031,0,2.467,0.699
2609,2.031,0,2.467,0.699
2610,2.031,0,2.467,0.699
2611,2.031,0,2.467,0.699
2612,2.031,0,2.467,0.699
2613,2.031,0,2.467,0.699
2614,2.031,0,2.467,0.699
2615,2.031,0,2.467,0.699
2616,2.031,0,2.467,0.699
2617,2.031,0,2.467,0.699
2618,2.031,0,2.467,0.699
2619,2.031,0,2.467,0.699
2620,2.031,0,2.467,0.699
2621,2.031,0,2.467,0.699
2622,2.031,0,2.467,0.699
2623,2.031,0,2.467,0.699
2624,2.031,0,2.467,0.699
2625,2.031,0,2.467,0.699
2626,2.031,0,2.467,0.699
2627,2.031,0,2.467,0.699
2628,2.031,0,2.467,0.699
2629,2.031,0,2.467,0.699
2630,2.031,0,2.467,0.699
2631,2.031,0,2.467,0.699
2632,2.031,0,2.467,0.699
2633,2.031,0,2.467,0.699
2634,2.031,0,2.467,0.699
2635,2.031,0,2.467,0.699
2636,2.031,0,2.467,0.699
2637,2.031,0,2.467,0.699
2638,2.031,0,2.467,0.699
2639,2.031,0,2.467,0.699
2640,2.031,0,2.467,0.699
2641,2.031,0,2.467,0.699
2642,2.031,0,2.467,0.699
2643,2.031,0,2.467,0.699
2644,2.031,0,2.467,0.699
2645,2.031,0,2.467,0.699
2646,2.031,0,2.467,0.699
2647,2.031,0,2.467,0.699
2648,2.031,0,2.467,0.699
2649,2.031,0,2.467,0.699
2650,2.031,0,2.467,0.699
2651,2.031,0,2.467,0.699
2652,2.031,0,2.467,0.699
2653,2.031,0,2.467,0.699
2654,2.031,0,2.467,0.699
2655,2.031,0,2.467,0.699
2656,2.031,0,2.467,0.699
2657,2.031,0,2.467,0.699
2658,2.031,0,2.467,0.699
2659,2.031,0,2.467,0.699
2660,2.031,0,2.467,0.699
2661,2.031,0,2.467,0.699
2662,2.031,0,2.467,0.699
2663,2.031,0,2.467,0.699
2664,2.031,0,2.467,0.699
2665,2.031,0,2.467,0.699
2666,2.031,0,2.467,0.699
2667,2.031,0,2.467,0.699
2668,2.031,0,2.467,0.699
2669,2.031,0,2.467,0.699
2670,2.031,0,2.467,0.699
2671,2.031,0,2.467,0.699
2672,2.031,0,2.467,0.699
2673,2.031,0,2.467,0.699
2674,2.031,0,2.467,0.699
2675,2.031,0,2.467,0.699
2676,2.031,0,2.467,0.699
2677,2.031,0,2.467,0.699
2678,2.031,0,2.467,0.699
2679,2.031,0,2.467,0.699
2680,2.031,0,2.467,0.699
2681,2.031,0,2.467,0.699
2682,2.031,0,2.467,0.699
2683,2.031,0,2.467,0.699
2684,2.031,0,2.467,0.699
2685,2.031,0,2.467,0.699
2686,2.031,0,2.467,0.699
2687,2.031,0,2.467,0.699
2688,2.031,0,2.467,0.699
2689,2.031,0,2.467,0.699
2690,2.031,0,2.467,0.699
2691,2.031,0,2.467,0.699
2692,2.031,0,2.467,0.699
2693,2.031,0,2.467,0.699
2694,2.031,0,2.467,0.699
2695,2.031,0,2.467,0.699
2696,2.031,0,2.467,0.699
2697,2.031,0,2.467,0.699
2698,2.031,0,2.467,0.699
2699,2.031,0,2.467,0.699
2700,2.031,0,2.467,0.699
2701,2.031,0,2.467,0.699
2702,2.031,0,2.467,0.699
2703,2.031,0,2.467,0.699
2704,2.031,0,2.467,0.699
2705,2.031,0,2.467,0.699
2706,2.031,0,2.467,0.699
2707,2.031,0,2.467,0.699
2708,2.031,0,2.467,0.699
2709,2.031,0,2.467,0.699
2710,2.031,0,2.467,0.699
2711,2.031,0,2.467,0.699
2712,2.031,0,2.467,0.699
2713,2.031,0,2.467,0.699
2714,2.031,0,2.467,0.699
2715,2.031,0,2.467,0.699
2716,2.031,0,2.467,0.699
2717,2.031,0,2.467,0.699
2718,2.031,0,2.467,0.699
2719,2.031,0,2.467,0.699
2720,2.031,0,2.467,0.699
2721,2.031,0,2.467,0.699
2722,2.031,0,2.467,0.699
2723,2.031,0,2.467,0.699
2724,2.031,0,2.467,0.699
2725,2.031,0,2.467,0.699
2726,2.031,0,2.467,0.699
2727,2.031,0,2.467,0.699
2728,2.031,0,2.467,0.699
2729,2.031,0,2.467,0.699
2730,2.031,0,2.467,0.699
2731,2.031,0,2.467,0.699
2732,2.031,0,2.467,0.699
2733,2.031,0,2.467,0.699
2734,2.031,0,2.467,0.699
2735,2.031,0,2.467,0.699
2736,2.031,0,2.467,0.699
2737,2.031,0,2.467,0.699
2738,2.031,0,2.467,0.699
2739,2.031,0,2.467,0.699
2740,2.031,0,2.467,0.699
2741,2.031,0,2.467,0.699
2742,2.031,0,2.467,0.699
2743,2.031,0,2.467,0.699
2744,2.031,0,2.467,0.699
2745,2.031,0,2.467,0.699
2746,2.031,0,2.467,0.699
2747,2.031,0,2.467,0.699
2748,2.031,0,2.467,0.699
2749,2.031,0,2.467,0.699
2750,2.031,0,2.467,0.699
2751,2.031,0,2.467,0.699
2752,2.031,0,2.467,0.699
2753,2.031,0,2.467,0.699
2754,2.031,0,2.467,0.699
2755,2.031,0,2.467,0.699
2756,2.031,0,2.467,0.699
2757,2.031,0,2.467,0.699
2758,2.031,0,2.467,0.699
2759,2.031,0,2.467,0.699
2760,2.031,0,2.467,0.699
2761,2.031,0,2.467,0.699
2762,2.031,0,2.467,0.699
2763,2.031,0,2.467,0.699
2764,2.031,0,2.467,0.699
2765,2.031,0,2.467,0.699
2766,2.031,0,2.467,0.699
2767,2.031,0,2.467,0.699
2768,2.031,0,2.467,0.699
2769,2.031,0,2.467,0.699
2770,2.031,0,2.467,0.699
2771,2.031,0,2.467,0.699
2772,2.031,0,2.467,0.699
2773,2.031,0,2.467,0.699
2774,2.031,0,2.467,0.699
2775,2.031,0,2.467,0.699
2776,2.031,0,2.467,0.699
2777,2.031,0,2.467,0.699
2778,2.031,0,2.467,0.699
2779,2.031,0,2.467,0.699
2780,2.031,0,2.467,0.699
2781,2.031,0,2.467,0.699
2782,2.031,0,2.467,0.699
2783,2.031,0,2.467,0.699
2784,2.031,0,2.467,0.699
2785,2.031,0,2.467,0.699
2786,2.031,0,2.467,0.699
2787,2.031,0,2.467,0.699
2788,2.031,0,2.467,0.699
2789,2.031,0,2.467,0.699
2790,2.031,0,2.467,0.699
2791,2.031,0,2.467,0.699
2792,2.031,0,2.467,0.699
2793,2.031,0,2.467,0.699
2794,2.031,0,2.467,0.699
2795,2.031,0,2.467,0.699
2796,2.031,0,2.467,0.699
2797,2.031,0,2.467,0.699
2798,2.031,0,2.467,0.699
2799,2.031,0,2.467,0.699
2800,2.031,0,2.467,0.699
2801,2.031,0,2.467,0.699
2802,2.031,0,2.467,0.699
2803,2.031,0,2.467,0.699
2804,2.031,0,2.467,0.699
2805,2.031,0,2.467,0.699
2806,2.031,0,2.467,0.699
2807,2.031,0,2.467,0.699
2808,2.031,0,2.467,0.699
2809,2.031,0,2.467,0.699
2810,2.031,0,2.467,0.699
2811,2.031,0,2.467,0.699
2812,2.031,0,2.467,0.699
2813,2.031,0,2.467,0.699
2814,2.031,0,2.467,0.699
2815,2.031,0,2.467,0.699
2816,2.031,0,2.467,0.699
2817,2.031,0,2.467,0.699
2818,2.031,0,2.467,0.699
2819,2.031,0,2.467,0.699
2820,2.031,0,2.467,0.699
2821,2.031,0,2.467,0.699
2822,2.031,0,2.467,0.699
2823,2.031,0,2.467,0.699
2824,2.031,0,2.467,0.699
2825,2.031,0,2.467,0.699
2826,2.031,0,2.467,0.699
2827,2.031,0,2.467,0.699
2828,2.031,0,2.467,0.699
2829,2.031,0,2.467,0.699
2830,2.031,0,2.467,0.699
2831,2.031,0,2.467,0.699
2832,2.031,0,2.467,0.699
2833,2.031,0,2.467,0.699
2834,2.031,0,2.467,0.699
2835,2.031,0,2.467,0.699
2836,2.031,0,2.467,0.699
2837,2.031,0,2.467,0.699
2838,2.031,0,2.467,0.699
2839,2.031,0,2.467,0.699
2840,2.031,0,2.467,0.699
2841,2.031,0,2.467,0.699
2842,2.031,0,2.467,0.699
2843,2.031,0,2.467,0.699
2844,2.031,0,2.467,0.699
2845,2.031,0,2.467,0.699
2846,2.031,0,2.467,0.699
2847,2.031,0,2.467,0.699
2848,2.031,0,2.467,0.699
2849,2.031,0,2.467,0.699
2850,2.031,0,2.467,0.699
2851,2.031,0,2.467,0.699
2852,2.031,0,2.467,0.699
2853,2.031,0,2.467,0.699
2854,2.031,0,2.467,0.699
2855,2.031,0,2.467,0.699
2856,2.031,0,2.467,0.699
2857,2.031,0,2.467,0.699
2858,2.031,0,2.467,0.699
2859,2.031,0,2.467,0.699
2860,2.031,0,2.467,0.699
2861,2.031,0,2.467,0.699
2862,2.031,0,2.467,0.699
2863,2.031,0,2.467,0.699
2864,2.031,0,2.467,0.699
2865,2.031,0,2.467,0.699
2866,2.031,0,2.467,0.699
2867,2.031,0,2.467,0.699
2868,2.031,0,2.467,0.699
2869,2.031,0,2.467,0.699
2870,2.031,0,2.467,0.699
2871,2.031,0,2.467,0.699
2872,2.031,0,2.467,0.699
2873,2.031,0,2.467,0.699
2874,2.031,0,2.467,0.699
2875,2.031,0,2.467,0.699
2876,2.031,0,2.467,0.699
2877,2.031,0,2.467,0.699
2878,2.031,0,2.467,0.699
2879,2.031,0,2.467,0.699
2880,2.031,0,2.467,0.699
2881,2.031,0,2.467,0.699
2882,2.031,0,2.467,0.699
2883,2.031,0,2.467,0.699
2884,2.031,0,2.467,0.699
2885,2.031,0,2.467,0.699
2886,2.031,0,2.467,0.699
2887,2.031,0,2.467,0.699
2888,2.031,0,2.467,0.699
2889,2.031,0,2.467,0.699
2890,2.031,0,2.467,0.699
2891,2.031,0,2.467,0.699
2892,2.031,0,2.467,0.699
2893,2.031,0,2.467,0.699
2894,2.031,0,2.467,0.699
2895,2.031,0,2.467,0.699
2896,2.031,0,2.467,0.699
2897,2.031,0,2.467,0.699
2898,2.031,0,2.467,0.699
2899,2.031,0,2.467,0.699
2900,2.031,0,2.467,0.699
2901,2.031,0,2.467,0.699
2902,2.031,0,2.467,0.699
2903,2.031,0,2.467,0.699
2904,2.031,0,2.467,0.699
2905,2.031,0,2.467,0.699
2906,2.031,0,2.467,0.699
2907,2.031,0,2.467,0.699
2908,2.031,0,2.467,0.699
2909,2.031,0,2.467,0.699
2910,2.031,0,2.467,0.699
2911,2.031,0,2.467,0.699
2912,2.031,0,2.467,0.699
2913,2.031,0,2.467,0.699
2914,2.031,0,2.467,0.699
2915,2.031,0,2.467,0.699
2916,2.031,0,2.467,0.699
2917,2.031,0,2.467,0.699
2918,2.031,0,2.467,0.699
2919,2.031,0,2.467,0.699
2920,2.031,0,2.467,0.699
2921,2.031,0,2.467,0.699
2922,2.031,0,2.467,0.699
2923,2.031,0,2.467,0.699
2924,2.031,0,2.467,0.699
2925,2.031,0,2.467,0.699
2926,2.031,0,2.467,0.699
2927,2.031,0,2.467,0.699
2928,2.031,0,2.467,0.699
2929,2.031,0,2.467,0.699
2930,2.031,0,2.467,0.699
2931,2.031,0,2.467,0.699
2932,2.031,0,2.467,0.699
2933,2.031,0,2.467,0.699
2934,2.031,0,2.467,0.699
2935,2.031,0,2.467,0.699
2936,2.031,0,2.467,0.699
2937,2.031,0,2.467,0.699
2938,2.031,0,2.467,0.699
2939,2.031,0,2.467,0.699
2940,2.031,0,2.467,0.699
2941,2.031,0,2.467,0.699
2942,2.031,0,2.467,0.699
2943,2.031,0,2.467,0.699
2944,2.031,0,2.467,0.699
2945,2.031,0,2.467,0.699
2946,2.031,0,2.467,0.699
2947,2.031,0,2.467,0.699
2948,2.031,0,2.467,0.699
2949,2.031,0,2.467,0.699
2950,2.031,0,2.467,0.699
2951,2.031,0,2.467,0.699
2952,2.031,0,2.467,0.699
2953,2.031,0,2.467,0.699
2954,2.031,0,2.467,0.699
2955,2.031,0,2.467,0.699
2956,2.031,0,2.467,0.699
2957,2.031,0,2.467,0.699
2958,2.031,0,2.467,0.699
2959,2.031,0,2.467,0.699
2960,2.031,0,2.467,0.699
2961,2.031,0,2.467,0.699
2962,2.031,0,2.467,0.699
2963,2.031,0,2.467,0.699
2964,2.031,0,2.467,0.699
2965,2.031,0,2.467,0.699
2966,2.031,0,2.467,0.699
2967,2.031,0,2.467,0.699
2968,2.031,0,2.467,0.699
2969,2.031,0,2.467,0.699
2970,2.031,0,2.467,0.699
2971,2.031,0,2.467,0.699
2972,2.031,0,2.467,0.699
2973,2.031,0,2.467,0.699
2974,2.031,0,2.467,0.699
2975,2.031,0,2.467,0.699
2976,2.031,0,2.467,0.699
2977,2.031,0,2.467,0.699
2978,2.031,0,2.467,0.699
2979,2.031,0,2.467,0.699
2980,2.031,0,2.467,0.699
2981,2.031,0,2.467,0.699
2982,2.031,0,2.467,0.699
2983,2.031,0,2.467,0.699
2984,2.031,0,2.467,0.699
2985,2.031,0,2.467,0.699
2986,2.031,0,2.467,0.699
2987,2.031,0,2.467,0.699
2988,2.031,0,2.467,0.699
2989,2.031,0,2.467,0.699
2990,2.031,0,2.467,0.699
2991,2.031,0,2.467,0.699
2992,2.031,0,2.467,0.699
2993,2.031,0,2.467,0.699
2994,2.031,0,2.467,0.699
2995,2.031,0,2.467,0.699
2996,2.031,0,2.467,0.699
2997,2.031,0,2.467,0.699
2998,2.031,0,2.467,0.699
2999,2.031,0,2.467,0.699
3000,2.031,0,2.467,0.699
3001,2.031,0,2.467,0.699
3002,2.031,0,2.467,0.699
3003,2.031,0,2.467,0.699
3004,2.031,0,2.467,0.699
3005,2.031,0,2.467,0.699
3006,2.031,0,2.467,0.699
3007,2.031,0,2.467,0.699
3008,2.031,0,2.467,0.699
3009,2.031,0,2.467,0.699
3010,2.031,0,2.467,0.699
3011,2.031,0,2.467,0.699
3012,2.031,0,2.467,0.699
