Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1
,,,,,,,908,725.22208
,,,,,,,909,725.22208
,,,,,,,910,725.22208
,,,,,,,911,725.22208
,,,,,,,912,725.22208
,,,,,,,913,725.22208
,,,,,,,914,725.22208
,,,,,,,915,725.22208
,,,,,,,916,725.22208
,,,,,,,917,725.22208
,,,,,,,918,725.22208
,,,,,,,919,725.22208
,,,,,,,920,725.22208
,,,,,,,921,725.22208
,,,,,,,922,725.22208
,,,,,,,923,725.22208
,,,,,,,924,725.22208
,,,,,,,925,725.22208
,,,,,,,926,725.22208
,,,,,,,927,725.22208
,,,,,,,928,725.22208
,,,,,,,929,725.22208
,,,,,,,930,725.22208
,,,,,,,931,725.22208
,,,,,,,932,725.22208
,,,,,,,933,725.22208
,,,,,,,934,725.22208
,,,,,,,935,725.22208
,,,,,,,936,725.22208
,,,,,,,937,725.22208
,,,,,,,938,725.22208
,,,,,,,939,725.22208
,,,,,,,940,725.22208
,,,,,,,941,725.22208
,,,,,,,942,725.22208
,,,,,,,943,725.22208
,,,,,,,944,725.22208
,,,,,,,945,725.22208
,,,,,,,946,725.22208
,,,,,,,947,725.22208
,,,,,,,948,725.22208
,,,,,,,949,725.22208
,,,,,,,950,725.22208
,,,,,,,951,725.22208
,,,,,,,952,725.22208
,,,,,,,953,725.22208
,,,,,,,954,725.22208
,,,,,,,955,725.22208
,,,,,,,956,725.22208
,,,,,,,957,725.22208
,,,,,,,958,725.22208
,,,,,,,959,725.22208
,,,,,,,960,725.22208
,,,,,,,961,725.22208
,,,,,,,962,725.22208
,,,,,,,963,725.22208
,,,,,,,964,725.22208
,,,,,,,965,725.22208
,,,,,,,966,725.22208
,,,,,,,967,725.22208
,,,,,,,968,725.22208
,,,,,,,969,725.22208
,,,,,,,970,725.22208
