Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9,Load_H2_tonne_per_hr_z10
50000000,1,1,0,5,168,2190.0,1,12.21775953,212.1133646,4.361824741,3.331219019,85.08869806,4.161675024,169.5240204,38.08299395,14.94465507,30.78041636
,,,,,,1347.6923076923078,2,12.21775953,212.1133646,4.361824741,3.331219019,85.08869806,4.161675024,169.5240204,38.08299395,14.94465507,30.78041636
,,,,,,1010.7692307692308,3,12.21775953,212.1133646,4.361824741,3.331219019,85.08869806,4.161675024,169.5240204,38.08299395,14.94465507,30.78041636
,,,,,,2695.3846153846157,4,9.774207624,169.6906917,3.489459793,2.664975215,68.07095845,3.329340019,135.6192163,30.46639516,11.95572406,24.62433309
,,,,,,1516.1538461538462,5,7.330655718,127.2680188,2.617094845,1.998731412,51.05321884,2.497005014,101.7144122,22.84979637,8.966793045,18.46824981
,,,,,,,6,4.887103812,84.84534585,1.744729896,1.332487608,34.03547923,1.664670009,67.80960815,15.23319758,5.97786203,12.31216654
,,,,,,,7,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,8,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,9,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,10,3.665327859,63.63400939,1.308547422,0.999365706,25.52660942,1.248502507,50.85720611,11.42489819,4.483396522,9.234124907
,,,,,,,11,3.665327859,63.63400939,1.308547422,0.999365706,25.52660942,1.248502507,50.85720611,11.42489819,4.483396522,9.234124907
,,,,,,,12,3.665327859,63.63400939,1.308547422,0.999365706,25.52660942,1.248502507,50.85720611,11.42489819,4.483396522,9.234124907
,,,,,,,13,3.665327859,63.63400939,1.308547422,0.999365706,25.52660942,1.248502507,50.85720611,11.42489819,4.483396522,9.234124907
,,,,,,,14,3.665327859,63.63400939,1.308547422,0.999365706,25.52660942,1.248502507,50.85720611,11.42489819,4.483396522,9.234124907
,,,,,,,15,3.665327859,63.63400939,1.308547422,0.999365706,25.52660942,1.248502507,50.85720611,11.42489819,4.483396522,9.234124907
,,,,,,,16,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,17,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,18,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,19,1.221775953,21.21133646,0.436182474,0.333121902,8.508869806,0.416167502,16.95240204,3.808299395,1.494465507,3.078041636
,,,,,,,20,4.887103812,84.84534585,1.744729896,1.332487608,34.03547923,1.664670009,67.80960815,15.23319758,5.97786203,12.31216654
,,,,,,,21,4.887103812,84.84534585,1.744729896,1.332487608,34.03547923,1.664670009,67.80960815,15.23319758,5.97786203,12.31216654
,,,,,,,22,4.887103812,84.84534585,1.744729896,1.332487608,34.03547923,1.664670009,67.80960815,15.23319758,5.97786203,12.31216654
,,,,,,,23,4.887103812,84.84534585,1.744729896,1.332487608,34.03547923,1.664670009,67.80960815,15.23319758,5.97786203,12.31216654
,,,,,,,24,13.43953548,233.3247011,4.798007215,3.664340921,93.59756787,4.577842526,186.4764224,41.89129335,16.43912058,33.85845799
,,,,,,,25,13.09159149,227.2840214,4.673788799,3.569472655,91.17436568,4.459324083,181.6486252,40.80674515,16.01351857,32.98187656
,,,,,,,26,13.09159149,227.2840214,4.673788799,3.569472655,91.17436568,4.459324083,181.6486252,40.80674515,16.01351857,32.98187656
,,,,,,,27,13.09159149,227.2840214,4.673788799,3.569472655,91.17436568,4.459324083,181.6486252,40.80674515,16.01351857,32.98187656
,,,,,,,28,10.47327319,181.8272171,3.73903104,2.855578124,72.93949254,3.567459266,145.3189002,32.64539612,12.81081486,26.38550125
,,,,,,,29,7.854954891,136.3704128,2.80427328,2.141683593,54.70461941,2.67559445,108.9891751,24.48404709,9.608111143,19.78912594
,,,,,,,30,5.236636594,90.91360855,1.86951552,1.427789062,36.46974627,1.783729633,72.65945009,16.32269806,6.405407429,13.19275063
