region,BE0 0,BE0 0,BE0 0,BE0 0,BE0 0,BE0 0,BE0 0,BE0 0,BE0 0,BE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DE0 0,DK0 0,DK0 0,DK0 0,DK0 0,DK0 0,DK0 0,DK0 0,DK0 0,DK0 0,DK3 0,DK3 0,DK3 0,DK3 0,DK3 0,DK3 0,DK3 0,DK3 0,BE0 0,FR0 0,FR0 0,FR0 0,FR0 0,FR0 0,FR0 0,FR0 0,FR0 0,FR0 0,FR0 0,GB4 0,GB4 0,GB4 0,GB4 0,GB4 0,GB4 0,GB4 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,GB5 0,NL0 0,NL0 0,NL0 0,NL0 0,NL0 0,NL0 0,NL0 0,NL0 0,NO3 0,NO3 0,NO3 0,NO3 0,NO3 0,NO3 0,SE3 2,NL0 0,SE3 0,SE3 1,SE3 2,SE3 3,SE3 4,SE3 5,SE3 6,SE3 7,SE3 8,SE3 9,DE0 0,FR0 0,GB5 0,NO3 0,SE3 0,DE0 0,FR0 0,GB5 0,NO3 0,SE3 0,BE0 0,DE0 0,DK0 0,DK3 0,FR0 0,GB4 0,GB5 0,NL0 0,NO0 0,SE3 0,BE0 0,DE0 0,DK0 0,DK3 0,FR0 0,GB4 0,GB5 0,NL0 0,NO3 0,SE3 0
Resource,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,2,5,7,9,10,2,5,7,9,10,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
Cluster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
Inv_cost_MW,4.650425205040588e-6,5.331393934865636e-5,9.264009512065067e-7,0.0005544884336745186,9.11258909973813e-7,1.7928404390414096e-6,2.3269408304336663e-6,1.9618831998105058e8,0.0,6.200929241181953e-6,9.24676263580607e-6,8.971624887093036e-6,9.468352422044812e-7,9.188543129133953e-5,8.750567553696499e-5,9.777694773950542e-7,1.6384749239365073e-5,1.9260492497161832e-5,2.727421789570102e-6,0.0016495181025160378,0.0,4.6070600880394227e-5,3.6492359642470534e-6,9.208206833093469e-7,6.681718442019115e-5,4.7119252373128954e-5,6.9674147140087365e-6,2.22475046142089e9,1.7048589368239023e-5,283282.9621735765,0.0008185903641427672,1.3952834316163673e-5,5.073613267192764e-6,9.40877531982264e-7,6.616868211756665e-6,2.9841160464078797e-5,1.2285736840915147e-5,3.733778319089545e-5,4.299863759173172e8,0.0,1.2153672728685308e-5,9.120188194731573e-7,6.978517569212426e-6,2.2974248169529805e8,1.4259944375036667e-5,4.800251113972682e-6,1.8672560184606167e-5,9.916292775651577e9,0.0,2.3206821417035265e9,1.2680662421804354e-5,1.4763178730439913e-5,5.285063947203521e-6,7.154465493028125e-6,3.105398328462921e-5,1.486463692977876e9,5.568685719912586e-6,3.4795147997222816e-5,9.36705799147684e-6,9.306162191709776e-7,3.4891616824344194e-5,1.778966470959586e9,2.8168990148846423e-5,0.00015074820606995572,3.0451148591786096e-5,1.8275561466936653e10,0.0,9.628597006643843e-6,7.119471592558567e-7,1.2321873318890782e-5,1.9831208842946568e-5,3.4841999041287246e-7,2.4180724177586813e-5,2.2041382569928835e-5,1.9830943616245084e9,2.8846463371553568e-5,1.234512837711136e-5,9.300202337126669e-7,0.00043424844631353423,0.0004385751434712282,1.9730191035618283e-5,0.00040125456875776504,0.0005444676409162603,283282.9621316542,0.0007659036304242531,2.267452121491329e-5,0.0005434190643595488,5.514430515717949e-6,0.0003925690715114336,0.0004454472341695118,0.0006210104434140894,1.4445768904582548e9,0.0,6.5711195935553145e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009836047854802539,0.0029039682277767547,0.00016402851531391397,0.00020179013003307014,540442.9498515495,1.1360401733352188e7,3.4184383753600076e7,0.0009117134971738733,0.00015241061571838935,0.000156782123477927,2.5197243368954655e7,1.091447327454813e9,5.660804440568815e8,1.6862885833321393e9,2.5501120326652236e9,0.002330975345677482,5.858929043411471e8,4.2647704761861575e8,8.430019936878254e8,0.010601506985788179
Inv_cost_MWh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019129348716088429,0.005337925803579319,0.0005589137784633399,0.0006488770899303799,1.669891639441281e6,5.1635738630397774e7,1.2479308906981054e8,0.0017535929787142865,0.00050637459223898,0.0005165575177378617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed_OM_cost_MW,1.7800120799994847e8,0.0016107223586914188,9.132479999997821e7,0.0002420746185188579,131399.999992232,7.795909799999996e7,8.32841730000001e7,2.1895265628614244e8,9.79387199999583e6,6.032880000000172e7,2.736790559999709e8,0.0018592108972370625,1.1415599999999847e9,8.40744178276509e-5,8.068236638791859e-5,131399.9999923515,2.6887933800000495e8,2.872454130000048e8,0.0005335550667950884,1.765767600001124e9,2.1223765799999988e8,6.716052000000149e8,0.0007202599732636372,1.1016161284893176e8,0.0005374584361561574,2.5460492477882363e7,2.7199597155318864e7,1.5798366711177568e9,7.092819076145341e6,131400.0003588213,0.00039466169318771977,0.0016174903464616364,0.0007419578935241589,1.4424318720538777e8,0.0005025990503781941,3.3337407522141203e7,3.561455284468486e7,0.0006367415608110605,3.755077853037598e8,0.0,2.740253039999685e8,0.0019356137045178912,0.0005655942914017942,8.170583399999953e9,345870.00000410527,369495.0000007967,0.0006459713404183276,7.319358661369313e9,5.316514379999998e8,8.990166363120313e8,0.013185370926294127,0.0005525163430775137,1.007744835225359e7,1.0765798649538958e7,0.0007682648490714428,1.024376701787988e9,4.066701099301173e6,5.738943001967244e8,0.0016730276684029377,6.006107021840776e8,0.0004712528607342392,1.8840131999999366e9,4.105004716200866e8,4.385401213209433e8,0.0008552068493372644,1.2901963480559542e10,1.0422788434206179e8,1.6565529884400278e8,4.242419999999441e8,0.001842412507357949,0.0005534495358006097,131399.9999931731,8.152155900000745e7,8.708997150000554e7,1.4979936152159894e9,9.954000000000924e7,0.0010643420864653308,0.0006247355145205802,0.00014349769686440128,0.00011941087967328143,9.94032000000103e7,0.00013319341088540102,0.00023769981205420973,131400.00033937575,0.00036926017803593284,1.0736100000000161e9,0.00023724203195540472,7.530533999999942e8,0.00012972471887997045,0.00012128194420507804,0.00016107799903777775,1.309550649611835e9,0.0,2.1812333120869542e6,7.222980599999687e7,3.703307849999917e8,0.0,1.8394115849998498e9,9.08938097999997e8,1.5111003599998382e8,7.465688999999145e7,0.0030942849984683107,0.0,0.0,0.002274511186649741,0.00671520545371142,0.0003793034545159149,0.0004666243138412811,1.2497331787412413e6,2.6270064164773617e7,7.904878504462293e7,0.0021082680553745257,0.00035243794614764074,0.0003625467250478367,1.3137546991185417e7,5.690678278921673e8,2.951477003135728e8,8.792110779673969e8,1.3295984870791295e9,0.0012153431901548144,3.0547768459733903e8,2.2236012772154403e8,4.3953134648777497e8,0.005527501328767411
Fixed_OM_cost_MWh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Var_OM_cost_out,3.696061980950492e7,1.6122119216252378e-5,2.1616126808930945e7,3.164870479255823e-5,19996.440775331666,0.0,0.0,0.0,0.0,0.0,6.610418006356696e7,1.9687595295951933e-5,2.817197620339089e8,3.857161680788904e-5,3.6174103611632494e-5,20052.827604897786,0.0,0.0,0.0,0.0,0.0,0.0,8.006870495954549e-6,2.1530456192880727e7,3.360958981991975e-5,0.0,0.0,0.0,0.0,17064.985882476773,0.00010367103913284061,0.00036620232866885384,8.111397554743809e-6,3.491035853090079e7,3.347089905102514e-5,0.0,0.0,0.0,0.0,0.0,6.102800373410875e7,1.9842804682900564e-5,3.510430120554104e-5,1.1879061184256039e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0012442874939805483,3.2509540729772905e-5,0.0,0.0,0.0,0.0,0.0,6.990619627439392e7,1.8157430767321565e-5,1.1507889417524783e8,3.393116578497895e-5,2.3219976159112325e8,0.0,0.0,0.0,0.0,0.0,0.0,9.623629237505096e7,2.085375268276346e-5,3.727980690303162e-5,19996.440842826254,0.0,0.0,0.0,0.0,0.0002323746551694244,1.3802291603441429e-5,0.0,0.0,0.0,0.0,2.9357769633111413e-5,20151.503950681123,8.520339100378824e-5,1.8935583270345002e8,2.909842025495936e-5,1.1506881276597865e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.474333421193698e6,4.965345149337395e6,3.105299525082827e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.060080972389587e6,2.0924505088806653e8,5.3961481329564035e7,2.4564970718727368e8,3.479813903924435e8,0.0002607843190224968,7.760112083912542e7,3.441616371935692e7,8.055855099513386e7,0.0011676523317060733
Fuel_cost,4.83543951906507e8,0.0009123911827019347,1.1469121732703394e8,8.224289681332498e-5,36345.71381924993,0.0,0.0,0.0,0.0,0.0,8.570169315835997e8,0.0010664519668356469,1.4947535577651117e9,0.000100232901214973,8.589077365073551e-5,36448.203036886756,0.0,0.0,0.0007768982343945556,0.0,0.0,0.0,0.0005524200853186436,1.142366646992294e8,8.733848811872358e-5,0.0,0.0,0.0,0.0,31017.474568733778,0.0013134646346187153,0.004639615960685315,0.0005596317476983019,1.852279806009445e8,8.697808377769543e-5,0.0,0.0,0.0006384845804756595,0.0,0.0,7.647925720239745e8,0.0010278832937414353,9.122267216540408e-5,2.159149036047236e9,0.0,0.0,0.0006949051074889073,0.0,0.0,0.0,0.016033823586649325,8.447988065268248e-5,0.0,0.0,0.0006424403520698625,0.0,0.0,9.00807589965892e8,0.0009487665608077594,6.105875755759801e8,8.817414123898112e-5,4.220484124404908e8,0.0,0.0,0.0006798840977255837,0.0,0.0,0.0,1.2476689358969097e9,0.0010896554400399705,9.687598062678503e-5,36345.71394192873,0.0,0.0,0.0,0.0,0.0030035107635516256,0.0006908589734270883,0.0,0.0,0.0,0.0,7.628963126393338e-5,36627.558066357546,0.0010845166527983492,1.0046874332620993e9,7.561568127811988e-5,2.0915012753032014e8,0.0,0.0,0.0006082312976197175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.618422256279662e7,3.675277619168096e9,9.478046137100505e8,4.314705973445188e9,6.112107362006344e9,0.004580537351137119,1.3630222623280323e9,6.045015436137675e8,1.4149679442760608e9,0.02050918988752778
