Resource,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS,Total
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,2,5,7,9,10,2,5,7,9,10,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,0
AnnualSum,1.796490004286487e-8,6.80077418142601e-8,512.1230769196826,5.301637697380709e-10,3.83750467364292e-9,0.0,0.0,0.0,0.0,0.0,501.20330151479305,7.354651150726604e-8,6211.970710340429,5.337648070624104e-10,5.333717593117618e-10,8.493602209856901e-10,0.0,0.0,1.022746762897989e-9,0.0,0.0,0.0,3.9999480752001906e-8,170.69531620792446,5.329907950776054e-10,0.0,0.0,0.0,0.0,0.055151081530061825,1.1467529455485918e-8,1.3601669576888478e-8,4.026079533790856e-8,808.8740940729298,5.329638197161222e-10,0.0,0.0,9.134344427375973e-10,0.0,0.0,1.8110829939680714e-8,7.487138939524154e-8,5.332019391185876e-10,1.155273573058371e-8,0.0,0.0,9.61018586180942e-10,0.0,0.0,0.0,4.660087630587252e-8,5.333530930342598e-10,0.0,0.0,9.267069231287043e-10,0.0,0.0,1928.3897709114303,7.102717530428136e-8,930.6457221083123,5.335432823721988e-10,790.7564560446126,0.0,0.0,9.54359307208469e-10,0.0,0.0,0.0,2.2321362479607635e-8,7.368120006538751e-8,5.335898676270998e-10,3.255665584992477e-9,0.0,0.0,0.0,0.0,1.2842987059340017e-8,4.504433375222037e-8,0.0,0.0,0.0,0.0,5.29648899022613e-10,1.4586148147681202e-9,1.128155975921917e-8,2.2750483281384713e-8,5.296045662361424e-10,1.196664590473148e-9,0.0,0.0,8.875029334657009e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.113691116565152,1075.1713397994524,2.2257453576164553e-8,140.1551854551571,4880.028969965153,1.413423155718902e-8,1138.4191637247552,479.010106669565,1.8276015197758684e-8,1.742905308004298e-8,19579.612056701444
t1,7.811296376056894e-12,7.508365208190956e-12,6.203051712930597e-13,5.874959663479923e-14,5.910443563079537e-14,0.0,0.0,0.0,0.0,0.0,3.1985076215936493e-12,9.088866450790295e-12,6.473172108510892e-13,6.05756241253122e-14,6.035572174847774e-14,5.898982761975057e-14,0.0,0.0,2.6995423729225256e-13,0.0,0.0,0.0,6.6305205157280095e-12,6.49373755996859e-13,5.521963737140971e-14,0.0,0.0,0.0,0.0,7.015103015865336e-14,2.6416244406139173e-12,6.0376505118191905e-12,6.508982784424535e-12,6.641318087465035e-13,5.450499275789219e-14,0.0,0.0,1.6753852748667786e-13,0.0,0.0,6.212305441756999e-12,7.998350544546139e-12,5.922338425204105e-14,6.973264605615313e-14,0.0,0.0,2.23975652809464e-13,0.0,0.0,0.0,1.8820901716791063e-12,5.655691909220468e-14,0.0,0.0,1.6606110212201024e-13,0.0,0.0,3.904867052254387e-12,8.568135486826285e-12,1.0646021534924763e-12,6.614188084654246e-14,8.257179870538825e-14,0.0,0.0,2.563672437900829e-13,0.0,0.0,0.0,7.887372920161465e-12,9.009737215731048e-12,6.063306269715433e-14,5.991511695719051e-14,0.0,0.0,0.0,0.0,2.2934495362927483e-12,6.996286156394221e-12,0.0,0.0,0.0,0.0,5.3014843377350066e-14,6.125472931253706e-14,1.8799499206353737e-12,7.023624212232012e-13,5.308963987598089e-14,6.973233836207012e-14,0.0,0.0,1.5518797634814457e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51528287235311e-13,8.308798959143815e-13,6.932938353761993e-13,7.030952239304467e-13,8.256919682212813e-13,2.2558845989791308e-12,4.65371452408046e-12,7.791456534724684e-13,6.100458360832264e-13,5.176858072479411e-13,1.2533601847306957e-10
t2,5.649090337719376e-12,7.30407878436101e-12,6.177233556120869e-13,5.780429894798334e-14,5.896743475093147e-14,0.0,0.0,0.0,0.0,0.0,3.618607425922761e-12,8.921458755995168e-12,6.593343429821156e-13,6.001092868298447e-14,5.979537005448026e-14,5.938677460088679e-14,0.0,0.0,2.7093674664291086e-13,0.0,0.0,0.0,6.3687672192977155e-12,6.450183850574225e-13,5.4871599303688016e-14,0.0,0.0,0.0,0.0,6.944672082741556e-14,2.298270952690412e-12,3.778051387546376e-12,6.229682122233281e-12,6.588631684408055e-13,5.42100665048059e-14,0.0,0.0,1.6578330548665736e-13,0.0,0.0,5.292252850433496e-12,7.791857625797716e-12,5.82332288144607e-14,6.946503553501087e-14,0.0,0.0,2.185911656774438e-13,0.0,0.0,0.0,1.884828891232415e-12,5.408855154985862e-14,0.0,0.0,1.5713993399422117e-13,0.0,0.0,2.647968410348432e-12,7.140996695066442e-12,9.418180766693206e-13,6.205060251102747e-14,7.752460732863043e-14,0.0,0.0,2.2284150008106157e-13,0.0,0.0,0.0,5.997905008622416e-12,8.336072439531551e-12,5.959843625928689e-14,5.969336888407857e-14,0.0,0.0,0.0,0.0,2.3387123721492234e-12,7.0573517385439135e-12,0.0,0.0,0.0,0.0,5.2960989741998107e-14,6.128815073001466e-14,1.8647386210830304e-12,6.982485350115861e-13,5.303654168798917e-14,6.97041973642604e-14,0.0,0.0,1.5498119760684774e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.331521361250782e-13,8.091712768385403e-13,6.499372244722432e-13,6.7299167092942e-13,8.172395058619868e-13,2.047036743507466e-12,3.840929326625609e-12,7.497841868756958e-13,6.136060456674488e-13,5.08736111562353e-13,1.1242669248438285e-10
t3,4.404736663642385e-12,7.1645328111091055e-12,6.134451536994791e-13,5.6815452290777736e-14,5.879271535676515e-14,0.0,0.0,0.0,0.0,0.0,4.13268922779076e-12,8.703294489500551e-12,6.633805565651932e-13,5.914355267896173e-14,5.894172361507196e-14,5.952294040945104e-14,0.0,0.0,2.671998574323338e-13,0.0,0.0,0.0,6.20248128887057e-12,6.36696770528173e-13,5.448545041833519e-14,0.0,0.0,0.0,0.0,6.875234573175392e-14,2.068501983851332e-12,3.4254574233521362e-12,6.189689585558665e-12,6.514806386197066e-13,5.394718832961466e-14,0.0,0.0,1.6416084077627208e-13,0.0,0.0,4.527859432607549e-12,7.60241230855703e-12,5.729126736911999e-14,6.896521247141129e-14,0.0,0.0,2.1400765632013246e-13,0.0,0.0,0.0,1.8313300505345793e-12,5.1872236989497426e-14,0.0,0.0,1.4955248027739827e-13,0.0,0.0,2.147625082595018e-12,6.464407112356648e-12,8.43573300320214e-13,5.839508628394432e-14,7.30762528028347e-14,0.0,0.0,1.977103562735432e-13,0.0,0.0,0.0,5.020457701969769e-12,7.94066016081779e-12,5.847205911670178e-14,5.936920557560315e-14,0.0,0.0,0.0,0.0,2.3299482511338328e-12,7.0335454663910906e-12,0.0,0.0,0.0,0.0,5.287455854791954e-14,6.128073072936552e-14,1.8414566200497766e-12,6.940037877450369e-13,5.295668768782489e-14,6.954734930392152e-14,0.0,0.0,1.5421304271686315e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.311970436311136e-13,8.428035384425585e-13,6.381762307819098e-13,6.617984921631082e-13,8.11037752620213e-13,2.1653069772690195e-12,4.470419303093639e-12,7.470380641107259e-13,6.058417511838351e-13,5.044674826009301e-13,1.0749309875356888e-10
t4,3.703300381759657e-12,7.130440464839766e-12,6.108465886457214e-13,5.585433399490129e-14,5.8730692075772e-14,0.0,0.0,0.0,0.0,0.0,6.813420410241484e-12,8.803670742912606e-12,6.696638286803772e-13,5.822559555592915e-14,5.804110417802324e-14,5.99003822128659e-14,0.0,0.0,2.6512626034341026e-13,0.0,0.0,0.0,6.151780494328155e-12,6.330599252106221e-13,5.4148563872097975e-14,0.0,0.0,0.0,0.0,6.831057554567192e-14,1.9857285063802696e-12,3.457958499985627e-12,6.257725337242838e-12,6.515515497650033e-13,5.371830969551796e-14,0.0,0.0,1.6291924274889638e-13,0.0,0.0,4.177434573459762e-12,7.524958224903774e-12,5.636750744016026e-14,6.87938022018736e-14,0.0,0.0,2.103140731442172e-13,0.0,0.0,0.0,1.7989291951628292e-12,4.990880082178528e-14,0.0,0.0,1.4295734485900963e-13,0.0,0.0,1.9344124604838687e-12,6.184941174576134e-12,7.667174457613049e-13,5.5210238873308295e-14,6.954941081545768e-14,0.0,0.0,1.7942156396903685e-13,0.0,0.0,0.0,4.487527502841644e-12,7.744757671617854e-12,5.735753622637212e-14,5.921894688134872e-14,0.0,0.0,0.0,0.0,2.312730742388296e-12,6.996775450581127e-12,0.0,0.0,0.0,0.0,5.2793587326260115e-14,6.126806775238231e-14,1.8193731113366253e-12,6.948443658791499e-13,5.2886037982386575e-14,6.942718944876421e-14,0.0,0.0,1.5348134284657174e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.276839811181153e-13,8.999857606772723e-13,6.327061594281613e-13,6.707480720038915e-13,7.985602805835033e-13,1.95555006344798e-12,3.728133266367903e-12,7.443410073696785e-13,6.021540395001999e-13,5.044895617082849e-13,1.0671083135200151e-10
t5,2.9519826260530353e-12,6.939018127071511e-12,6.042750580871569e-13,5.481773371193106e-14,5.847802627717573e-14,0.0,0.0,0.0,0.0,0.0,3.887941244810717e-12,7.946114018488394e-12,6.610307781628539e-13,5.687560265242104e-14,5.6717876858439826e-14,5.934967652214296e-14,0.0,0.0,2.5483503984515414e-13,0.0,0.0,0.0,6.134999041615925e-12,6.294761966007274e-13,5.3830037297220956e-14,0.0,0.0,0.0,0.0,6.795116550763073e-14,1.9347991057767508e-12,2.7950590757692427e-12,6.149786818170415e-12,6.453309839092655e-13,5.336944712638791e-14,0.0,0.0,1.6039117758803294e-13,0.0,0.0,3.0932881222936688e-12,7.25850164180054e-12,5.534102482216081e-14,6.847376068292003e-14,0.0,0.0,2.054359862447834e-13,0.0,0.0,0.0,1.7326320227737207e-12,4.807791151457169e-14,0.0,0.0,1.365273510663077e-13,0.0,0.0,1.78402184393197e-12,5.9513190383894344e-12,7.027320465551571e-13,5.235434365598839e-14,6.635374712553491e-14,0.0,0.0,1.642970957652108e-13,0.0,0.0,0.0,3.2646652081373656e-12,7.393883249378862e-12,5.6162853843782015e-14,5.899743077544205e-14,0.0,0.0,0.0,0.0,2.290188424480743e-12,6.975237307352545e-12,0.0,0.0,0.0,0.0,5.2724618417166216e-14,6.126389937079845e-14,1.823382306280047e-12,6.965848379150224e-13,5.28367650757985e-14,6.943686231065088e-14,0.0,0.0,1.530600891308439e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.206058170602135e-13,8.6721917056197e-13,6.374267514846778e-13,6.652299010124113e-13,7.893631724198586e-13,1.7161367552225459e-12,3.2432080647579284e-12,7.353895218333264e-13,6.044779818245876e-13,5.064329111062854e-13,9.680969869427735e-11
t6,2.4640480197005194e-12,6.781910041909811e-12,5.975402630925261e-13,5.3795913470914404e-14,5.81537015893284e-14,0.0,0.0,0.0,0.0,0.0,2.943695036057107e-12,7.423492405682518e-12,6.501101182872156e-13,5.556022275685115e-14,5.543261262101093e-14,5.881577738232489e-14,0.0,0.0,2.458339660721251e-13,0.0,0.0,0.0,6.097380874144698e-12,6.230580885318323e-13,5.3514906097141554e-14,0.0,0.0,0.0,0.0,6.756723057594536e-14,1.8694237394807866e-12,2.32796309718861e-12,6.077070882039817e-12,6.37753126937906e-13,5.302104130269174e-14,0.0,0.0,1.5809031689511805e-13,0.0,0.0,2.4693085760883973e-12,7.020964091032059e-12,5.431187283439145e-14,6.816306514581639e-14,0.0,0.0,2.003659018026556e-13,0.0,0.0,0.0,1.6119673617810168e-12,4.6347766872675184e-14,0.0,0.0,1.2987637877525893e-13,0.0,0.0,1.6188723643087305e-12,5.6276785549424915e-12,6.472615046671619e-13,4.9768356912981907e-14,6.330365710825783e-14,0.0,0.0,1.509672740206792e-13,0.0,0.0,0.0,2.5541626307430088e-12,7.101530126133964e-12,5.498701320526907e-14,5.868201866206589e-14,0.0,0.0,0.0,0.0,2.3110719658614573e-12,6.991197838610874e-12,0.0,0.0,0.0,0.0,5.268237880320175e-14,6.124770601211752e-14,1.8205381407887457e-12,6.967963594417949e-13,5.280075655278216e-14,6.94061281826696e-14,0.0,0.0,1.5279436280977618e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.099790979171116e-13,8.426082477144354e-13,6.253055953863309e-13,6.50852064108903e-13,7.833373734233109e-13,1.0701019930775213e-12,1.3925416951603335e-12,7.200857811288598e-13,6.107594566864687e-13,5.068617617536048e-13,8.890271860027397e-11
t7,2.0977716157581117e-12,6.607631011277539e-12,5.901474189193513e-13,5.2813274171900404e-14,5.783465376627382e-14,0.0,0.0,0.0,0.0,0.0,2.340687297206648e-12,6.996016391164609e-12,6.383436517438284e-13,5.4290472151263433e-14,5.419384190750953e-14,5.842860632607448e-14,0.0,0.0,2.363549060246109e-13,0.0,0.0,0.0,6.082297173728935e-12,6.18176573021485e-13,5.3211505110362034e-14,0.0,0.0,0.0,0.0,6.71900221334512e-14,1.8147463930955497e-12,1.9814817996871957e-12,6.0068894214245204e-12,6.290360958436769e-13,5.268715856811891e-14,0.0,0.0,1.5590225512919075e-13,0.0,0.0,2.039164362876873e-12,6.783515249750735e-12,5.331148315790821e-14,6.76219501008485e-14,0.0,0.0,1.9484764153237492e-13,0.0,0.0,0.0,1.4174231692505917e-12,4.4706166348025636e-14,0.0,0.0,1.22854608955834e-13,0.0,0.0,1.401086603247429e-12,5.0768847368661514e-12,5.966411293613429e-13,4.7438609685821246e-14,6.02627714291435e-14,0.0,0.0,1.3869013077805142e-13,0.0,0.0,0.0,2.090366477508118e-12,6.8136975165262185e-12,5.3857063004159855e-14,5.837361693189037e-14,0.0,0.0,0.0,0.0,2.322642952072226e-12,7.007743810657029e-12,0.0,0.0,0.0,0.0,5.265950878957477e-14,6.124197341180848e-14,1.8191759788955675e-12,6.966385341257841e-13,5.278016365235235e-14,6.946125698351136e-14,0.0,0.0,1.526942585838248e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.911355468507381e-13,8.088264440434864e-13,6.209928230514451e-13,6.349651223859748e-13,7.652561054815049e-13,7.15820926210558e-13,8.418701154040067e-13,6.937538625199089e-13,6.130985620957965e-13,5.075348387852752e-13,8.33351676094721e-11
t8,1.8093121409005527e-12,6.395431816472704e-12,5.842810152857296e-13,5.1860742823304666e-14,5.749500907460854e-14,0.0,0.0,0.0,0.0,0.0,1.9027196901742903e-12,6.589290731607942e-12,6.289510008031278e-13,5.307485301499559e-14,5.300571566323236e-14,5.811726087653016e-14,0.0,0.0,2.2601879812046003e-13,0.0,0.0,0.0,6.005258637887835e-12,6.1366149599105e-13,5.290159671442534e-14,0.0,0.0,0.0,0.0,6.676687863295778e-14,1.69481882605433e-12,1.6905773609238598e-12,5.8822894847699894e-12,6.237635003829784e-13,5.2356610620044004e-14,0.0,0.0,1.537005183771927e-13,0.0,0.0,1.7117362169465594e-12,6.521911521377805e-12,5.233110700328379e-14,6.707804381963424e-14,0.0,0.0,1.885476633474923e-13,0.0,0.0,0.0,1.2021210473624025e-12,4.3235598893845794e-14,0.0,0.0,1.1619123054998577e-13,0.0,0.0,1.2138380545270582e-12,4.496229452679552e-12,5.58856875222949e-13,4.5522314522328015e-14,5.779818056572052e-14,0.0,0.0,1.2892043079067905e-13,0.0,0.0,0.0,1.7417180153518405e-12,6.5107665174357e-12,5.276792096237923e-14,5.804278858587459e-14,0.0,0.0,0.0,0.0,2.3320956103999577e-12,7.02269437754096e-12,0.0,0.0,0.0,0.0,5.2636157130014653e-14,6.126307339084915e-14,1.8074944376815305e-12,6.992329576357709e-13,5.275709432795752e-14,6.952365836993644e-14,0.0,0.0,1.5255458550556825e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.657633818018698e-13,7.623132769061176e-13,6.064417765464182e-13,6.138975973011273e-13,7.343105806910468e-13,5.025576120876907e-13,5.663063877316552e-13,6.605031356943651e-13,6.228763791805025e-13,5.081901382262761e-13,7.840667888326683e-11
