Zone,1,2,3,4,5,6,7,8,9,10
AnnualMean,-5.809139e-15,-8.7572545e-16,-1.9224495e-14,-2.5071576e-14,-1.1761776e-15,-5.944423e-14,-1.4617434e-15,-3.2426156e-15,-5.506318e-15,-4.5412054e-15
t1,-5.2826887474126586e-15,-7.478691445422914e-16,-1.798945845239744e-14,-2.3460906645450845e-14,-8.500751053499684e-16,-4.8991330672931764e-14,-1.2047048526497433e-15,-3.2621948652390893e-15,-5.11040190714339e-15,-4.035966422862382e-15
t2,-5.4499655554023164e-15,-7.755848044926039e-16,-1.810940703443708e-14,-2.3617337284707513e-14,-8.800074859086343e-16,-5.032513219912805e-14,-1.2375032508369961e-15,-3.3040924237917917e-15,-5.141963559090836e-15,-4.058294161887133e-15
t3,-5.556942792492443e-15,-7.961268584898278e-16,-1.818605775915495e-14,-2.3717301133076788e-14,-8.963355851136994e-16,-5.23690679227645e-14,-1.2877639653525204e-15,-3.311436934735968e-15,-5.14624214449475e-15,-4.0613187733935515e-15
t4,-5.773134854826846e-15,-8.492966502500164e-16,-1.8778356232800372e-14,-2.4489745686285808e-14,-9.798672191601552e-16,-5.847287695348024e-14,-1.4378576300382038e-15,-3.405180435719106e-15,-5.158589442976303e-15,-4.146942402667791e-15
t5,-5.816625045599018e-15,-8.960124682768703e-16,-1.8632600716768356e-14,-2.429965899949108e-14,-1.0884011842970753e-15,-6.607641792396934e-14,-1.6248299489815936e-15,-3.4120183006142837e-15,-4.9640113855654915e-15,-4.078146034750655e-15
t6,-5.550508399345056e-15,-9.38762100573056e-16,-1.7773029009768298e-14,-2.317865073643755e-14,-1.0669749382198002e-15,-6.892272006194417e-14,-1.6948209851615603e-15,-3.2748134651784603e-15,-4.6353869684071805e-15,-3.8931331303536736e-15
t7,-5.497750788720712e-15,-9.871340021938555e-16,-1.745949697388305e-14,-2.276975872649671e-14,-1.0771836512690843e-15,-6.8454084249847e-14,-1.6832971537229362e-15,-3.1559564473687296e-15,-4.468134923396957e-15,-3.858120644049021e-15
t8,-5.395454084139017e-15,-8.879997755397054e-16,-1.6869943227416803e-14,-2.2000893702287726e-14,-1.05071445625466e-15,-5.980770400070425e-14,-1.4706812459701881e-15,-2.9951404333963987e-15,-4.3782696478714925e-15,-3.78204534542357e-15
t9,-5.333370565915183e-15,-8.147405337788335e-16,-1.6545397564721552e-14,-2.1577638298859667e-14,-1.0498993863225001e-15,-5.615717134678088e-14,-1.380914049570272e-15,-2.9331637233105355e-15,-4.3316457586195755e-15,-3.742551845604966e-15
t10,-5.152372424039328e-15,-7.577980360245237e-16,-1.5804172006462032e-14,-2.061097086573035e-14,-1.020017156744527e-15,-5.1503739213884934e-14,-1.2664853905676636e-15,-2.8284071663870082e-15,-4.242115680347754e-15,-3.6064206400566306e-15
t11,-5.1033583337259e-15,-7.584649977388639e-16,-1.590457165309094e-14,-2.0741906810420407e-14,-1.0217030994784314e-15,-5.116099777041849e-14,-1.25805732228523e-15,-2.8330024824132983e-15,-4.253016917471617e-15,-3.615361974489541e-15
t12,-5.17182888165125e-15,-7.551183115132668e-16,-1.6040548358781304e-14,-2.0919240486514182e-14,-1.0148487847845176e-15,-4.9936550489014354e-14,-1.227947962905355e-15,-2.8470833661341574e-15,-4.2826677312707005e-15,-3.639673789217915e-15
t13,-5.173380243895168e-15,-7.49793845072884e-16,-1.6157280611753723e-14,-2.1071476558366974e-14,-1.0195187391109422e-15,-4.969741167164385e-14,-1.2220675001812702e-15,-2.8519931628115668e-15,-4.310527518007597e-15,-3.662506202601992e-15
t14,-5.216796510827444e-15,-7.537019313681585e-16,-1.6369716034640404e-14,-2.1348523676698907e-14,-1.0350080575247755e-15,-5.096191174374172e-14,-1.2531617642444932e-15,-2.861447792615551e-15,-4.3187309238675094e-15,-3.66922727566613e-15
t15,-5.219214049400165e-15,-7.599071172516377e-16,-1.650880608162127e-14,-2.1529917608944865e-14,-1.055850994742987e-15,-5.282454685719423e-14,-1.2989642670304956e-15,-2.858120312977909e-15,-4.291382051178661e-15,-3.646816718326883e-15
t16,-5.382944756211656e-15,-8.050895485256473e-16,-1.6571229739642992e-14,-2.1611327264330906e-14,-1.0937604487530063e-15,-5.5873465889700875e-14,-1.3739376858595438e-15,-2.9132884142058564e-15,-4.288218327354583e-15,-3.705751118615437e-15
t17,-5.139355021908291e-15,-8.076037588999743e-16,-1.5974091731903566e-14,-2.08325712450033e-14,-1.0561219693706992e-15,-5.35614881169894e-14,-1.3170857734161705e-15,-2.86415944308358e-15,-4.2516477398822696e-15,-3.674749825876605e-15
t18,-5.04396011583684e-15,-8.006551251831596e-16,-1.6323277098513843e-14,-2.1287960455857778e-14,-1.0101942106811804e-15,-5.194388530757887e-14,-1.2773086551533842e-15,-2.925818740492414e-15,-4.299672410630968e-15,-3.71545878359603e-15
t19,-5.193987409352892e-15,-7.741723989891473e-16,-1.6974737500207964e-14,-2.213756088757907e-14,-1.0336869010932163e-15,-5.196594233844828e-14,-1.2778510411601908e-15,-2.995590486085162e-15,-4.398440144010031e-15,-3.799125972833478e-15
t20,-5.180079144288042e-15,-7.2576367840674415e-16,-1.674672397654495e-14,-2.1840197628616624e-14,-9.966171236385079e-16,-4.868025932979696e-14,-1.197055557340284e-15,-2.9471897832605875e-15,-4.4485796443009464e-15,-3.7432964921369955e-15
t21,-5.42987096864241e-15,-7.438359081472046e-16,-1.757686252214375e-14,-2.292282070884105e-14,-9.975701987433467e-16,-5.020793479768545e-14,-1.2346213475297885e-15,-3.06718851610207e-15,-4.6545669125469155e-15,-3.908485230649149e-15
t22,-5.326470494514173e-15,-7.782658931893952e-16,-1.8627047407296632e-14,-2.4292416665077235e-14,-9.46702008879082e-16,-4.918649434883011e-14,-1.2095039594396533e-15,-3.2195628600622242e-15,-4.912948406699188e-15,-4.114722402489806e-15
