BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t137,6345.172849546907,1.1960750559637047e-8,-3.3913089337309794e-8,0.0,0.0,6.849934807618138e-12,8.758040930286297e-13,10443.104769921847,-265.52230486166115,-12958.724279537924,43677.596401440795,8.45301845018702e-9,-9422.000000086568,0.0,0.0,6.854462699698172e-12,8.802660374362532e-13,57690.417576803506,-440.14819351536596,-89716.67696263097,20753.865499740572,1.9718785289684325e-9,-1.246067095324029e-8,0.0,0.0,6.848318736917416e-12,8.762256880301327e-13,-7529.300542877489,-139.87675506878108,-3553.8171417960148,1625.4029776595912,3.3915814584360995e-9,-9.65561762283571e-9,0.0,0.0,6.84665012853821e-12,8.803684063192849e-13,1217.1940215641175,-56.05489075939855,-2725.011730635107,148271.68240138682,3.4432074243783504e-8,-3869.6031834469504,0.0,0.0,6.8474185291073785e-12,8.830677311818671e-13,-78751.13754961656,-738.7554150760708,-58429.82019025041,9571.84683266369,2.0155571239829495e-8,-1309.938465389109,0.0,0.0,6.799872191518704e-12,8.9504002229633e-13,5917.4846328501935,-35.59605185584801,-1176.3020983779763,111030.35906699293,2.9722344714374198e-8,-3662.7991478872523,0.0,0.0,6.8498868984362524e-12,8.802739986184559e-13,7328.810306404885,-448.2456469422108,-47836.28533403769,32780.490304266845,1.1572230270854354e-8,-3.17888965145587e-8,0.0,0.0,6.851433442815075e-12,8.774636965140927e-13,-6478.500149858782,-200.30922206215178,-24102.823238480156,12235.125180150624,4.204751624747912e-9,-4.674465688747858e-9,0.0,0.0,6.854478793242272e-12,8.77033797120852e-13,1714.184886569381,-104.71422615835027,-12782.884063817732,7707.4998525697365,3.981627731324502e-9,-5.106628732586142e-9,0.0,0.0,6.857352044169865e-12,8.772547774582486e-13,8447.742048238897,-63.498789379424366,-14940.032757304043
t138,5506.214573331937,1.0990421179913454e-8,-5.333652983046627e-8,0.0,0.0,6.8495174295197975e-12,8.759401697602272e-13,10806.91418213509,-258.82676890669563,-12496.9664874252,42763.91640144158,8.608570920038121e-9,-9422.000000085127,0.0,0.0,6.854369805204716e-12,8.803419148224915e-13,57928.62762730567,-441.9763333916831,-89037.55073338238,22478.452067350925,2.2852119310193528e-9,-1.2120534031708862e-8,0.0,0.0,6.847946687004339e-12,8.763063707615628e-13,-9380.98896491556,-122.466234311974,-3461.5363288819294,1386.425603745681,3.4849636779639104e-9,-9.706873864300873e-9,0.0,0.0,6.84656794668427e-12,8.804964559390534e-13,1381.637094230887,-54.1674864297603,-2654.252238047274,143237.01910286865,3.4500580449755745e-8,-3826.1530751760056,0.0,0.0,6.8470216673843426e-12,8.834332753272748e-13,-73249.79379413385,-659.1578969520049,-59099.14579173428,8677.351425369015,1.8474521046975337e-8,-1241.384249366411,0.0,0.0,6.798815162808971e-12,8.959838586689112e-13,6716.181818891791,-40.4005369053706,-1139.4491230476017,113324.16796384905,3.193401116172205e-8,-3834.5322174613916,0.0,0.0,6.8499119265369825e-12,8.804058312840614e-13,3530.10067412854,-359.2725761643602,-46337.59767060245,33503.61431688463,1.07731644412114e-8,-4.8305174923710774e-8,0.0,0.0,6.851250105060121e-12,8.775820920000898e-13,-7491.9524492819,-162.02312763883498,-23889.067140503477,11887.464980967092,4.098573408628091e-9,-4.786137618200005e-9,0.0,0.0,6.8545134603019445e-12,8.770561585806751e-13,1691.0438004228163,-104.8420927562936,-12411.8270452916,7658.704134740345,3.998062354309686e-9,-5.085137047128681e-9,0.0,0.0,6.857628757294364e-12,8.773647529101183e-13,8068.23001121649,-59.911111771443544,-14518.900357668332
t139,4895.291026515486,1.107351698891408e-8,-5.386457509365178e-8,0.0,0.0,6.8497269136449565e-12,8.759530426555804e-13,11073.77411005145,-263.93144759933125,-12142.693511139296,42901.18440144373,8.511842877667478e-9,-9422.0000001206,0.0,0.0,6.8543445628630615e-12,8.803653101257757e-13,57565.87014650758,-439.1923559118722,-88817.62920751054,24225.05755139512,2.2398264386199666e-9,-1.2591536371298051e-8,0.0,0.0,6.848188873283079e-12,8.763327496021548e-13,-11224.277115125133,-105.13469720332131,-3399.5167369337596,1686.3364991797746,3.2847192769269003e-9,-1.0822217168978587e-8,0.0,0.0,6.84656902023739e-12,8.805019239997852e-13,1041.573368585569,-57.86890074536123,-2606.696579203625,148420.15987405437,3.348140148143003e-8,-3344.6218238146253,0.0,0.0,6.846759303018194e-12,8.836655200772945e-13,-79418.61129477904,-749.194368544713,-58414.92737045012,7506.4562944373265,1.83785332504765e-8,-616.0632350380092,0.0,0.0,6.798029011463308e-12,8.969147882251298e-13,7218.572823064473,-43.42262100781123,-1090.221842411864,104931.25698388425,2.90430704340728e-8,-2197.7490083761777,0.0,0.0,6.8501546210562214e-12,8.805055430368089e-13,8463.478750743016,-448.8524352923717,-44335.688258082446,30879.79612914735,1.0742738875333863e-8,-5.0110299691227645e-8,0.0,0.0,6.851357993396941e-12,8.777013871788426e-13,-5182.475807131966,-146.3175726648505,-23606.136704862627,11538.643554464374,4.025363654569498e-9,-4.874345828959817e-9,0.0,0.0,6.854451492234645e-12,8.770832585619229e-13,1728.7919502669074,-104.63351449557075,-12101.170925154296,6653.604506471626,3.923180182300644e-9,-5.185613262335607e-9,0.0,0.0,6.857667261804875e-12,8.774027735742588e-13,8733.303067817136,-66.18792530615869,-14166.320158930685
t140,4433.929479975939,1.1437274538741874e-8,-1.0836557643041663e-8,0.0,0.0,6.857557482575741e-12,8.763743000305615e-13,12194.067789048098,-263.8984146258346,-12801.69170959837,44022.098401448995,1.0513174294406652e-8,-9422.00000001197,0.0,0.0,6.855640345678196e-12,8.807298683822451e-13,63936.079311761896,-498.3424190970364,-96190.45224651074,25105.862313615024,7.015705756343586e-9,-3.6641001363171214e-9,0.0,0.0,6.854382676184721e-12,8.76550539439779e-13,-11918.22471605002,-81.974037922565,-3632.695216808533,2646.7930607540943,3.5235242248248742e-9,-9.480306687312014e-9,0.0,0.0,6.848201299015968e-12,8.803831564699141e-13,437.38907964854906,-147.05329218424535,-2785.494212181809,148479.5469810591,4470.560874798667,-4.983921083530901e-8,0.0,0.0,6.8476744346406884e-12,8.840984537570422e-13,-83742.53738463532,-816.8183965690469,-61830.32303007996,5772.8375681615,1.4878348037208355e-8,-5.1667085455892726e-9,0.0,0.0,6.815047709750234e-12,8.984526584537351e-13,7814.279613723427,-47.00603712411474,-1193.512640757939,97391.46264197349,2.077710963185423e-8,-2.0438644515773818e-8,0.0,0.0,6.858715655294107e-12,8.811335051418464e-13,17601.622386334715,-442.7047452783542,-48536.18072415618,25214.648740915458,1.127356716908903e-8,-1.0680144542415238e-8,0.0,0.0,6.859277013188732e-12,8.781202500124719e-13,1411.7307571531142,-175.64816240316162,-24476.53470149181,18505.82945431273,3.863500441162803e-9,-5.076728717107131e-9,0.0,0.0,6.8545407908008154e-12,8.770509672388625e-13,-5200.918358704073,-45.74114376486526,-12256.4312574926,18861.974914816543,3.944304999438906e-9,-5.151826668803269e-9,0.0,0.0,6.857801091520622e-12,8.774152751921276e-13,-2533.4884782804043,-161.81906289849837,-14916.636745990787
t141,4038.5415681669224,1.3287646344578003e-8,-7.342071065435137e-9,0.0,0.0,6.860994206941755e-12,8.76653075126689e-13,12866.223919452044,-299.35070417612377,-13007.555349100418,43566.59040146544,1.964481335539089e-8,-5929.263938959153,0.0,0.0,6.858840904224769e-12,8.809085015348674e-13,59111.286471543026,-519.5705454921664,-94360.43121458404,25554.643574382866,6.075624233197467e-9,-4.043124531126733e-9,0.0,0.0,6.85423300540107e-12,8.766037723460796e-13,-12443.258704954793,-87.65566212496029,-3545.079240265645,3811.527638944927,5.899438186925922e-9,-4.727098464592368e-9,0.0,0.0,6.8514445372658206e-12,8.804755644114223e-13,-777.0800445374479,-156.37371938739705,-2718.311643595919,148479.50198104416,4573.197339434964,-8.38789203827361e-8,0.0,0.0,6.847467086157531e-12,8.843803829641937e-13,-83742.53738464978,-816.8183965691503,-61932.91449465414,4615.720225609753,7.520701980043175e-9,-7.294410690383813e-9,0.0,0.0,6.812962565283155e-12,8.992268318232803e-13,7814.2796137196365,-47.006037124103244,-1187.015185856825,90173.46842322315,2.0409758130071598e-8,-1.3955214123992419e-8,0.0,0.0,6.8626124057838926e-12,8.813887379424533e-13,24745.55836123584,-516.4847412198491,-48271.95089151087,24350.610565798233,1.303128155346725e-8,-7.317139045114272e-9,0.0,0.0,6.863083162519512e-12,8.783133010647122e-13,1557.5620695862308,-152.76159049199575,-23804.100982640968,17590.622395567636,4.2764077365471885e-9,-4.618955044717177e-9,0.0,0.0,6.854429168595925e-12,8.7708951512562e-13,-4671.81231974486,-51.40026776281985,-11859.011989711684,20430.150974417218,4.334948902783033e-9,-4.708613949440534e-9,0.0,0.0,6.8576261187525875e-12,8.774532769930298e-13,-4460.221981649903,-208.06650215236965,-14465.584423717419
t142,3673.5448390086103,1.1286029073529451e-8,-7.122225362897503e-9,0.0,0.0,6.8618395535127565e-12,8.767075892345958e-13,12706.569844709444,-246.54038612800645,-12588.525181288209,46389.84204226664,2.130363463918448e-8,-2.1469812594184698e-8,0.0,0.0,6.860125566606467e-12,8.80704122008134e-13,47956.01648405783,-535.0975149628517,-91926.62286788672,25993.487094145483,5.279999726837059e-9,-4.461011743884128e-9,0.0,0.0,6.854183380767471e-12,8.765596928746574e-13,-12998.409512307113,-93.66319369401113,-3416.7568895377253,5119.606712251966,4.934637746223701e-9,-5.1468508341476114e-9,0.0,0.0,6.85242550421377e-12,8.802113029828149e-13,-2160.2746048285458,-168.01376760521578,-2619.9160601755707,146446.1217983562,4655.000000017738,-8.207888588994442e-9,0.0,0.0,6.859027720122058e-12,8.852085954993016e-13,-77546.55769476225,-779.2346510271584,-66252.48415362973,3750.272683309702,5.346676302892543e-9,-1.1084146063985005e-8,0.0,0.0,6.813542456017037e-12,8.996239625278554e-13,7814.279613712739,-47.00603712407549,-1276.294487123459,87594.98797885372,2.3994577946484295e-8,-1.1039637604862679e-8,0.0,0.0,6.8646577122625695e-12,8.817590689631178e-13,31094.969242490464,-597.2322111877044,-51902.64247635398,23412.326890679018,1.1058679754293102e-8,-7.11742278267129e-9,0.0,0.0,6.864544402481121e-12,8.784136561559805e-13,1710.2901209825086,-130.70758251607546,-23062.653374872054,16471.470564724834,4.1501169085324e-9,-4.73253489235877e-9,0.0,0.0,6.854468550084699e-12,8.770289257540191e-13,-4124.687406490188,-57.45214659230636,-11274.881314464263,19759.252718503743,4.158469499627408e-9,-4.885233921337e-9,0.0,0.0,6.85755448502637e-12,8.773558105726483e-13,-4452.196087564875,-208.11084941277608,-13802.623367368473
t143,3436.4926566676477,5.342987246553685e-9,-2.39527542509987e-8,0.0,0.0,6.860909847231367e-12,8.767463581234213e-13,12112.606058129973,-199.93837825813395,-11850.713228089913,45959.62476060596,1.1387645288992119e-8,-3108.5889596971156,0.0,0.0,6.8598831612603885e-12,8.804798981908572e-13,48759.72639512329,-486.078458978768,-89289.56464958412,27755.486333833727,4.988387725962614e-9,-4.615303823552555e-9,0.0,0.0,6.854354309286559e-12,8.765178161930914e-13,-14765.324823282492,-112.78376304202705,-3373.599679555779,6716.206268263019,2.930770544681753e-9,-1.0700827088594212e-8,0.0,0.0,6.852224411755623e-12,8.797667052936078e-13,-3755.8256563601035,-185.08415864781395,-2586.823782556905,142379.45142966782,4655.00000000201,-2.7229687115583246e-8,0.0,0.0,6.8586506887015764e-12,8.8539190693165e-13,-73204.92909151637,-752.899079765335,-66580.11353065596,2597.6537703333265,4.5667873271925564e-9,-1.3901556417386382e-8,0.0,0.0,6.813794620063956e-12,9.002438096946322e-13,7814.2796137198175,-47.0060371241043,-1197.879707794939,87221.12598283961,9.52730469418343e-9,-3.52325718757559e-8,0.0,0.0,6.8639524572276916e-12,8.816444811449399e-13,28309.098489754073,-552.4198900944406,-48713.77478366084,22752.268053119555,5.3318219838492106e-9,-2.3360108461085783e-8,0.0,0.0,6.86426727304337e-12,8.784938184488147e-13,1540.3371975006692,-124.79019626486478,-22244.47638630763,14274.28201591094,4.046759690929149e-9,-4.802101132915954e-9,0.0,0.0,6.854563059367407e-12,8.769703267120582e-13,-2368.3802421085265,-76.63133149582353,-10795.641560224738,19204.847046984145,3.905046515989702e-9,-5.208615095455267e-9,0.0,0.0,6.857426925525087e-12,8.771944603268283e-13,-4441.587940960329,-208.1694649680205,-13258.70861134155
t144,2999.3861982492217,5.473587645063853e-9,-7.326416810543221e-9,0.0,0.0,6.8697462263061304e-12,8.772257648854173e-13,14074.07602021157,-214.65868617397314,-13262.482994368243,53502.25901110255,9421.999999999101,-9.283472746195686e-9,0.0,0.0,6.868200824547046e-12,8.814168678935322e-13,41355.3434284389,-551.487840531436,-101812.04787603108,31074.539963324045,1.0407479576898061e-9,-1.7593152115689973e-8,0.0,0.0,6.8449657395211625e-12,8.761751544912883e-13,-17389.999999990083,-141.1865299550331,-4011.1725984378063,8299.006053031168,3.7543135509878215e-9,-5.068298745810785e-9,0.0,0.0,6.86095906155608e-12,8.800146907774382e-13,-4824.53955172573,-196.5180542220018,-3075.7047839611455,148215.17011573067,4655.000000003898,-8.443287665653642e-9,0.0,0.0,6.8676819058966935e-12,8.862415026510657e-13,-75199.18434771766,-761.6614064675641,-71382.83990476317,2021.9998855613776,4.493782636377932e-9,-5.727160754551416e-9,0.0,0.0,6.822824904247584e-12,9.007764153042055e-13,7814.2796134213295,-47.006037122429134,-1479.4061879014848,85978.0724073733,8.132230433319601e-9,-9.342499514762686e-9,0.0,0.0,6.878873428868715e-12,8.829603251471107e-13,33251.99189047682,-631.9291515938085,-60162.5183079937,21835.197378003504,5.429599262494734e-9,-7.324419193612106e-9,0.0,0.0,6.873501948509803e-12,8.789950899871014e-13,5103.3259532897055,-133.7778006600598,-24858.764131091677,12446.858054102953,3.8820025240856155e-9,-5.028614763853222e-9,0.0,0.0,6.8548010111876695e-12,8.769511201279606e-13,255.37117393253084,-105.03920266292195,-11535.153272123805,21382.819272731067,3.93361227413105e-9,-5.140812876308503e-9,0.0,0.0,6.857739321494863e-12,8.773413769613231e-13,-4440.664180337411,-208.17456923103796,-15437.594389185939
t145,1263.947364610058,9.513624237624196e-10,-3.70394097316814e-9,0.0,0.0,2.832814640044883e-12,3.5060674476723606e-13,12690.82690944807,-324.9673690847751,-12515.877888606505,27709.03152664911,7089.247702119721,-2.1981009727875537e-9,0.0,0.0,2.8448835526172184e-12,3.4984553489444874e-13,66738.71434092344,-650.5899071908678,-98859.2622731068,19476.570066798417,1.1377541999791542e-9,-3.9048022721206566e-9,0.0,0.0,2.82059065846572e-12,3.5122991014404286e-13,-12547.424125942738,-88.78288205674151,-4189.933250132136,12246.610720551234,1.5362998606107692e-9,-2.058772759009861e-9,0.0,0.0,2.8697506560859114e-12,3.4851858226168874e-13,-8585.11932661112,-213.56348080923038,-3212.7756723628045,107985.88760953417,909.7053985150294,-2.0629070800858387e-9,0.0,0.0,2.8401221102110796e-12,3.492009167430804e-13,-33604.093938762,-816.7826055253631,-72283.78898144355,10635.829862433127,1.132903667590622e-9,-1.6421501798639858e-9,0.0,0.0,3.1037116307174e-12,3.4960392529735496e-13,-4.3227724144666596e-8,-3.493022263135929e-10,-1519.7417004284503,145052.5669788995,1.4223321250338696e-9,-1.0212074742786754e-8,0.0,0.0,2.831129975123263e-12,3.494034671273081e-13,-41066.271503880525,-584.9231144719566,-61802.82915075696,1193.7396751476808,3.2413542543956174e-9,-1.204369088825778e-9,0.0,0.0,2.8389338700871555e-12,3.502474905847993e-13,24237.551532019388,-196.09426565274816,-24523.22180510931,12001.751978872675,1.5459956295739356e-9,-1.9016916605135247e-9,0.0,0.0,2.8178193278427017e-12,3.5139381750740565e-13,91.38042744822678,-26.78392620786679,-11786.450935630557,24500.629789376664,1.5098388994532209e-9,-1.9783099652811443e-9,0.0,0.0,2.8276912230991248e-12,3.5107043589586403e-13,-7955.564314599507,-171.58485674006323,-15913.552301489759
t146,1334.9483646097601,1.6221737004172087e-9,-2.023819922869836e-9,0.0,0.0,2.833043412538708e-12,3.5071392186257474e-13,12464.613967010935,-323.5952003410914,-12359.828581972082,26518.151526643713,5138.288142524943,-2.139709600189573e-9,0.0,0.0,2.8448464168875767e-12,3.4988905216971897e-13,67410.61282982246,-653.4897011350756,-96383.52161452029,19011.225904336512,1.1419921236300503e-9,-4.066871746216466e-9,0.0,0.0,2.8203610072740063e-12,3.512620278287405e-13,-12097.613058425519,-83.91527824090903,-4184.135362819477,12194.56168461049,1.5587816249234674e-9,-2.0703360890775595e-9,0.0,0.0,2.869718682613306e-12,3.484359156567396e-13,-8536.620968255702,-214.01100694032385,-3208.3299425152895,105218.62944482183,823.0699428209934,-2.1399123696227754e-9,0.0,0.0,2.8395657431258364e-12,3.492849238364573e-13,-33377.88099632353,-815.4104367816792,-69668.54843039624,12657.82974798105,3.541035082309964e-8,-1.5436542131632814e-9,0.0,0.0,3.0866666663562254e-12,3.492878315363576e-13,-1855.5622174858597,-11.1619536020436,-1485.3406045927898,133980.4776056583,0.6187498423722797,-6.162693520969366e-9,0.0,0.0,2.8310121146128593e-12,3.495113209670746e-13,-39210.70928643774,-596.085068073649,-60403.851253440094,1747.7335127057029,3.5738777119970613e-9,-1.1828293470141635e-9,0.0,0.0,2.8385226875372646e-12,3.503455947684132e-13,23565.653043119124,-198.99405959695434,-24399.51756587834,12335.42439390534,1.5541181165217687e-9,-2.006504405383826e-9,0.0,0.0,2.8177322109481906e-12,3.51426335845461e-13,-334.9881756341007,-21.786790521488022,-11703.749018953475,24479.343784771263,1.5268000581475803e-9,-2.0549213254717334e-9,0.0,0.0,2.8278603873344357e-12,3.510540779251476e-13,-8027.505137390061,-171.9028510006026,-15819.689485572591
t147,1395.768546910951,1.9011602750010085e-9,-1.7362003757324064e-9,0.0,0.0,2.8329190189241074e-12,3.5072534631472074e-13,12410.99750960877,-323.2699721459266,-12367.73117078209,25642.847526644277,3403.0838269319515,-2.0969455277042798e-9,0.0,0.0,2.8448501470221914e-12,3.4987308627845423e-13,68350.6962413591,-657.546933334378,-94704.98224605672,17668.19470237039,1.2151281610448335e-9,-3.3923317190587642e-9,0.0,0.0,2.820459883494268e-12,3.5124234175434227e-13,-10804.424061040163,-68.07761816288647,-4165.968478415857,11694.919838475227,1.5765192358761388e-9,-2.0434966335871803e-9,0.0,0.0,2.8712626475369073e-12,3.4827907720999514e-13,-8041.776702045864,-218.57725923135058,-3194.399858007919,103760.62280555803,1084.1165204801537,-2.1459688338478107e-9,0.0,0.0,2.8395480041998993e-12,3.4929169354205837e-13,-33324.26453892185,-815.0852085865142,-68531.76993781124,12392.947815501908,3.548795603324083e-8,-1.4561871768983421e-9,0.0,0.0,3.0894933361261963e-12,3.492873029779346e-13,-1639.4772782115067,-9.862115718119622,-1439.1432874620634,130182.96343476583,0.6437829150998243,-5.053369847794757e-9,0.0,0.0,2.8311309569214572e-12,3.495411950155734e-13,-39426.79422571215,-594.7852301897259,-58525.160356790555,2728.443187822221,3.871069313800146e-9,-1.161793995304695e-9,0.0,0.0,2.8377000967310876e-12,3.503978576801787e-13,22625.5696315827,-203.0512917962545,-24432.02936505985,12878.145067750485,1.5828897157393714e-9,-1.978207289065327e-9,0.0,0.0,2.817779642760768e-12,3.5141217082679753e-13,-953.1908481903304,-14.616176423709941,-11642.608248438011,25570.930836171385,1.589292130950947e-9,-1.9275599608632152e-9,0.0,0.0,2.8282304221420924e-12,3.5101666349998204e-13,-9197.33572842869,-167.47704179836074,-15750.297564338956
t148,1426.1597292119795,2.3442468634382185e-9,-1.4505626699013547e-9,0.0,0.0,2.832355133821927e-12,3.5076545436987974e-13,11941.296156643584,-300.60705467356786,-11973.55091782301,24398.683681536408,2.2741962690327384e-9,-1.9286929271226507e-8,0.0,0.0,2.841409609415929e-12,3.498804332188781e-13,66586.74042202719,-616.6450432701845,-88375.58253478787,17216.10086126954,2.3881889725055453e-9,-1.3310269992419353e-9,0.0,0.0,2.821168463202892e-12,3.5131879622930255e-13,-10536.755064895138,-65.96610791653472,-3985.7666539670795,11621.183704218669,1.6032284229619421e-9,-1.9553459269249723e-9,0.0,0.0,2.8707670530866138e-12,3.481835267634058e-13,-8107.428142776058,-217.9714503698737,-3056.2239007450758,94507.0860461883,580.2027688915375,-2.1684283658853858e-9,0.0,0.0,2.8385159659474662e-12,3.4938806607452337e-13,-30547.500269673885,-798.2418348268767,-61602.78675883788,12101.843014554848,3.567266084469015e-8,-1.4166879746333197e-9,0.0,0.0,3.074438129238464e-12,3.4902996504946517e-13,-1514.2941435530083,-9.109088776938211,-1274.727675127808,122961.79708899271,0.6744819538930339,-4.490821850138923e-9,0.0,0.0,2.8304035758069803e-12,3.4964471928503683e-13,-39551.97736037053,-594.0322032485454,-51838.92545519752,4082.8362004908704,1.0351635010973368e-9,-8.190343104187297e-9,0.0,0.0,2.8343878188129697e-12,3.504029134667275e-13,20396.92332854762,-196.89331597896387,-23570.092026307713,12765.889363906752,1.6111908402537264e-9,-1.9509334966234883e-9,0.0,0.0,2.8175164304166988e-12,3.5145172568709045e-13,-933.5512129884333,-14.842597161814467,-11549.539338320017,23453.41514740241,1.6128767849318082e-9,-1.9057248094390918e-9,0.0,0.0,2.8280066915877625e-12,3.5104005823543125e-13,-7733.453712961329,-123.05388283851977,-15185.510208957092
t149,1557.9430938146752,4.116379806072003e-9,-1.0961334203994161e-9,0.0,0.0,2.832532499719698e-12,3.506687541463638e-13,11833.429361288307,-287.64603342086315,-12019.729815787568,22838.463526158077,2.2502687912139944e-9,-4.593316807160094e-8,0.0,0.0,2.840981207807542e-12,3.498401323844729e-13,63036.602914363204,-535.0013087173254,-83428.5123407975,17199.537959580277,2.5587676226799076e-9,-1.257945531728333e-9,0.0,0.0,2.8215364469496355e-12,3.512198380442812e-13,-10495.054410429384,-66.41736907864703,-4010.0018844203278,10829.8090470469,1.7546186300153647e-9,-1.69314487827793e-9,0.0,0.0,2.8727844994271536e-12,3.4792381492335503e-13,-7286.352757224349,-222.8563616355384,-3074.807098654457,85921.99838843082,7.150554440774265e-8,-2.1907677550527058e-9,0.0,0.0,2.837556628730402e-12,3.494249131364552e-13,-29006.673044568895,-788.8954422868732,-54013.57316837344,11817.2939307248,3.558745845274634e-8,-1.4092280371037508e-9,0.0,0.0,3.093233090105046e-12,3.493370369855926e-13,-1376.4416829446163,-8.279850740763862,-1129.6895280083827,119271.10063124636,0.7516736332917942,-3.7969281080218e-9,0.0,0.0,2.8296309291540357e-12,3.4964283634823454e-13,-39689.82982097845,-593.2029652123666,-45940.707472340895,4978.693875609332,1.0413816962764838e-9,-8.679473126682666e-9,0.0,0.0,2.834240085787456e-12,3.503336808819395e-13,19064.558035865615,-192.84453661064944,-23141.68196747938,13573.214160356198,1.6988944495930585e-9,-1.8389497574460432e-9,0.0,0.0,2.817798113802635e-12,3.5137525671451003e-13,-1037.7262447533749,-15.639061916577848,-12251.096173495196,20953.371441545794,1.690124209793669e-9,-1.7996179197913409e-9,0.0,0.0,2.828357694164023e-12,3.509432331702307e-13,-5042.512350618045,-49.964820011907015,-15522.585991097483
