Resource,Zone,THERM,MUST_RUN,STOR,FLEX,HYDRO,VRE,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Inv_Cost_per_MWyr,Min_Charge_Cap_MW,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Fixed_OM_Cost_Charge_per_MWyr,VRE_Trans_Cost_per_MWyr,Heat_Rate_MMBTU_per_MWh,Var_OM_Cost_per_MWh_In,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Hydro_Energy_to_Power_Ratio,Min_Power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Resource_Type,Reg_Cost,Rsv_Cost,CapRes_1,CapRes_2,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,CapRes_11,CapRes_12,CapRes_13,CapRes_14,CapRes_15,ESR_1,ESR_2,region,cluster,CCS_Rate
S_C_KY_conventional_hydroelectric_1,10,0,0,0,0,1,0,0,0,-1,300.8,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.777,0,None,15.04,0,0,0,0,0.083,0.083,0,0.1362,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,S_C_KY,1,0
S_C_KY_conventional_steam_coal_1,10,1,0,0,0,0,0,0,0,0,3593.002,0,0,0,-1,-1,0,0,0,0,0,59046.633,0,0,1.857,0,0,10.333,0,east_south_central_reference_coal,513.286,122.396,16.5,24,24,0.57,0.57,1,0.404,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,S_C_KY,1,0
S_C_KY_natural_gas_fired_combined_cycle_1,10,1,0,0,0,0,0,0,0,0,683,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,6.801,0,east_south_central_reference_naturalgas,683,90.959,2,6,6,0.64,0.64,1,0.334,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,S_C_KY,1,0
S_C_KY_natural_gas_fired_combustion_turbine_1,10,1,0,0,0,0,0,0,0,0,299.001,0,0,0,-1,-1,0,0,0,0,0,11379,0,0,5.06,0,0,11.603,0,east_south_central_reference_naturalgas,99.667,117.941,3.5,1,1,0.64,0.64,1,0.371,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,S_C_KY,1,0
S_C_KY_natural_gas_fired_combustion_turbine_2,10,1,0,0,0,0,0,0,0,0,1674,0,0,0,-1,-1,0,0,0,0,0,9637,0,0,5.06,0,0,11.22,0,east_south_central_reference_naturalgas,167.4,117.941,3.5,1,1,0.64,0.64,1,0.463,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,S_C_KY,2,0
S_C_KY_small_hydroelectric_1,10,0,1,0,0,0,0,0,0,-1,6.21,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.27,0,0,0,0,1,1,1,0.023,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,S_C_KY,1,0
S_C_KY_solar_photovoltaic_1,10,0,0,0,0,0,1,0,1,0,12.7,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.866,0,None,6.35,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,1,S_C_KY,1,0
MIS_LMI_1_conventional_hydroelectric_1,12,0,0,0,0,1,0,0,0,-1,8.1,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.774,0,None,8.125,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1,MIS_LMI_1,1,0
MIS_LMI_1_conventional_steam_coal_1,12,1,0,0,0,0,0,0,0,0,15.6,0,0,0,-1,-1,0,0,0,0,0,74881,0,0,1.857,0,0,12.588,0,east_north_central_reference_coal,20.767,122.396,16.5,24,24,0.57,0.57,1,0.112,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,MIS_LMI_1,1,0
MIS_LMI_1_hydroelectric_pumped_storage_1,12,0,0,1,0,0,0,1,0,-1,511.8,7932.1,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,341.167,0,0,0,0,1,1,1,0.703,0,0.866,0.866,1,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,MIS_LMI_1,1,0
MIS_LMI_1_natural_gas_fired_combined_cycle_1,12,1,0,0,0,0,0,0,0,0,95.7,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,6.707,0,east_north_central_reference_naturalgas,54.7,90.959,2,6,6,0.64,0.64,1,0.361,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,MIS_LMI_1,1,0
MIS_LMI_1_natural_gas_fired_combined_cycle_2,12,1,0,0,0,0,0,0,0,0,994.5,0,0,0,-1,-1,0,0,0,0,0,11149,0,0,3.536,0,0,7.153,0,east_north_central_reference_naturalgas,442,90.959,2,6,6,0.64,0.64,1,0.41,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,MIS_LMI_1,2,0
MIS_LMI_1_natural_gas_fired_combined_cycle_3,12,1,0,0,0,0,0,0,0,0,28.4,0,0,0,-1,-1,0,0,0,0,0,15806,0,0,4.38,0,0,8.747,0,east_north_central_reference_naturalgas,56.8,90.959,2,6,6,0.64,0.64,1,0.11,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,MIS_LMI_1,3,0
MIS_LMI_1_natural_gas_fired_combined_cycle_4,12,1,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,3.535,0,east_north_central_reference_naturalgas,12.1,90.959,2,6,6,0.64,0.64,1,0.678,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,MIS_LMI_1,4,0
MIS_LMI_1_natural_gas_fired_combustion_turbine_1,12,1,0,0,0,0,0,0,0,0,1080.8,0,0,0,-1,-1,0,0,0,0,0,10067,0,0,5.06,0,0,11.797,0,east_north_central_reference_naturalgas,108.083,117.941,3.5,1,1,1,1,1,0.472,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,MIS_LMI_1,1,0
MIS_LMI_1_natural_gas_fired_combustion_turbine_2,12,1,0,0,0,0,0,0,0,0,65.6,0,0,0,-1,-1,0,0,0,0,0,13830,0,0,5.06,0,0,12.687,0,east_north_central_reference_naturalgas,21.85,117.941,3.5,1,1,1,1,1,0.469,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,MIS_LMI_1,2,0
MIS_LMI_1_nuclear_1,12,1,0,0,0,0,0,0,0,0,290.3,0,0,0,-1,-1,0,0,0,0,0,271818,0,0,0,0,0,10.501,0,east_north_central_reference_uranium,1161,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.0417,0.0833,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,1,MIS_LMI_1,1,0
MIS_LMI_1_onshore_wind_turbine_1,12,0,0,0,0,0,1,0,1,0,784.5,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.939,0,None,87.167,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,1,MIS_LMI_1,1,0
MIS_LMI_1_small_hydroelectric_1,12,0,1,0,0,0,0,0,0,-1,12.3,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.945,0,0,0,0,1,1,1,0.062,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MIS_LMI_1,1,0
MIS_LMI_1_solar_photovoltaic_1,12,0,0,0,0,0,1,0,1,0,156,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.162,0,None,16,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,1,MIS_LMI_1,1,0
MIS_LMI_2_conventional_hydroelectric_1,13,0,0,0,0,1,0,0,0,-1,8.1,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.774,0,None,8.125,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,MIS_LMI_2,1,0
MIS_LMI_2_conventional_steam_coal_1,13,1,0,0,0,0,0,0,0,0,15.6,0,0,0,-1,-1,0,0,0,0,0,74881,0,0,1.857,0,0,12.588,0,east_north_central_reference_coal,20.767,122.396,16.5,24,24,0.57,0.57,1,0.112,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,MIS_LMI_2,1,0
MIS_LMI_2_hydroelectric_pumped_storage_1,13,0,0,1,0,0,0,1,0,-1,511.8,7932.1,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,341.167,0,0,0,0,1,1,1,0.703,0,0.866,0.866,1,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,MIS_LMI_2,1,0
MIS_LMI_2_natural_gas_fired_combined_cycle_1,13,1,0,0,0,0,0,0,0,0,95.7,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,6.707,0,east_north_central_reference_naturalgas,54.7,90.959,2,6,6,0.64,0.64,1,0.361,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,MIS_LMI_2,1,0
MIS_LMI_2_natural_gas_fired_combined_cycle_2,13,1,0,0,0,0,0,0,0,0,994.5,0,0,0,-1,-1,0,0,0,0,0,11149,0,0,3.536,0,0,7.153,0,east_north_central_reference_naturalgas,442,90.959,2,6,6,0.64,0.64,1,0.41,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,MIS_LMI_2,2,0
MIS_LMI_2_natural_gas_fired_combined_cycle_3,13,1,0,0,0,0,0,0,0,0,28.4,0,0,0,-1,-1,0,0,0,0,0,15806,0,0,4.38,0,0,8.747,0,east_north_central_reference_naturalgas,56.8,90.959,2,6,6,0.64,0.64,1,0.11,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,MIS_LMI_2,3,0
MIS_LMI_2_natural_gas_fired_combined_cycle_4,13,1,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,3.535,0,east_north_central_reference_naturalgas,12.1,90.959,2,6,6,0.64,0.64,1,0.678,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,MIS_LMI_2,4,0
MIS_LMI_2_natural_gas_fired_combustion_turbine_1,13,1,0,0,0,0,0,0,0,0,1080.8,0,0,0,-1,-1,0,0,0,0,0,10067,0,0,5.06,0,0,11.797,0,east_north_central_reference_naturalgas,108.083,117.941,3.5,1,1,1,1,1,0.472,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,MIS_LMI_2,1,0
MIS_LMI_2_natural_gas_fired_combustion_turbine_2,13,1,0,0,0,0,0,0,0,0,65.6,0,0,0,-1,-1,0,0,0,0,0,13830,0,0,5.06,0,0,12.687,0,east_north_central_reference_naturalgas,21.85,117.941,3.5,1,1,1,1,1,0.469,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,MIS_LMI_2,2,0
MIS_LMI_2_nuclear_1,13,1,0,0,0,0,0,0,0,0,290.3,0,0,0,-1,-1,0,0,0,0,0,271818,0,0,0,0,0,10.501,0,east_north_central_reference_uranium,1161,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.0417,0.0833,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,1,MIS_LMI_2,1,0
MIS_LMI_2_onshore_wind_turbine_1,13,0,0,0,0,0,1,0,1,0,784.5,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.939,0,None,87.167,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,1,MIS_LMI_2,1,0
MIS_LMI_2_small_hydroelectric_1,13,0,1,0,0,0,0,0,0,-1,12.3,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.945,0,0,0,0,1,1,1,0.062,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MIS_LMI_2,1,0
MIS_LMI_2_solar_photovoltaic_1,13,0,0,0,0,0,1,0,1,0,156,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.162,0,None,16,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,1,MIS_LMI_2,1,0
MIS_LMI_3_conventional_hydroelectric_1,14,0,0,0,0,1,0,0,0,-1,8.1,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.774,0,None,8.125,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,MIS_LMI_3,1,0
MIS_LMI_3_conventional_steam_coal_1,14,1,0,0,0,0,0,0,0,0,15.6,0,0,0,-1,-1,0,0,0,0,0,74881,0,0,1.857,0,0,12.588,0,east_north_central_reference_coal,20.767,122.396,16.5,24,24,0.57,0.57,1,0.112,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,MIS_LMI_3,1,0
MIS_LMI_3_hydroelectric_pumped_storage_1,14,0,0,1,0,0,0,1,0,-1,511.8,7932.1,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,341.167,0,0,0,0,1,1,1,0.703,0,0.866,0.866,1,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,MIS_LMI_3,1,0
MIS_LMI_3_natural_gas_fired_combined_cycle_1,14,1,0,0,0,0,0,0,0,0,95.7,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,6.707,0,east_north_central_reference_naturalgas,54.7,90.959,2,6,6,0.64,0.64,1,0.361,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,MIS_LMI_3,1,0
MIS_LMI_3_natural_gas_fired_combined_cycle_2,14,1,0,0,0,0,0,0,0,0,994.5,0,0,0,-1,-1,0,0,0,0,0,11149,0,0,3.536,0,0,7.153,0,east_north_central_reference_naturalgas,442,90.959,2,6,6,0.64,0.64,1,0.41,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,MIS_LMI_3,2,0
MIS_LMI_3_natural_gas_fired_combined_cycle_3,14,1,0,0,0,0,0,0,0,0,28.4,0,0,0,-1,-1,0,0,0,0,0,15806,0,0,4.38,0,0,8.747,0,east_north_central_reference_naturalgas,56.8,90.959,2,6,6,0.64,0.64,1,0.11,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,MIS_LMI_3,3,0
MIS_LMI_3_natural_gas_fired_combined_cycle_4,14,1,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,3.535,0,east_north_central_reference_naturalgas,12.1,90.959,2,6,6,0.64,0.64,1,0.678,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,MIS_LMI_3,4,0
MIS_LMI_3_natural_gas_fired_combustion_turbine_1,14,1,0,0,0,0,0,0,0,0,1080.8,0,0,0,-1,-1,0,0,0,0,0,10067,0,0,5.06,0,0,11.797,0,east_north_central_reference_naturalgas,108.083,117.941,3.5,1,1,1,1,1,0.472,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,MIS_LMI_3,1,0
MIS_LMI_3_natural_gas_fired_combustion_turbine_2,14,1,0,0,0,0,0,0,0,0,65.6,0,0,0,-1,-1,0,0,0,0,0,13830,0,0,5.06,0,0,12.687,0,east_north_central_reference_naturalgas,21.85,117.941,3.5,1,1,1,1,1,0.469,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,MIS_LMI_3,2,0
MIS_LMI_3_nuclear_1,14,1,0,0,0,0,0,0,0,0,290.3,0,0,0,-1,-1,0,0,0,0,0,271818,0,0,0,0,0,10.501,0,east_north_central_reference_uranium,1161,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.0417,0.0833,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,1,MIS_LMI_3,1,0
MIS_LMI_3_onshore_wind_turbine_1,14,0,0,0,0,0,1,0,1,0,784.5,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.939,0,None,87.167,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,1,MIS_LMI_3,1,0
MIS_LMI_3_small_hydroelectric_1,14,0,1,0,0,0,0,0,0,-1,12.3,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.945,0,0,0,0,1,1,1,0.062,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,1,MIS_LMI_3,1,0
MIS_LMI_3_solar_photovoltaic_1,14,0,0,0,0,0,1,0,1,0,156,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.162,0,None,16,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1,1,MIS_LMI_3,1,0
MIS_LMI_4_conventional_hydroelectric_1,15,0,0,0,0,1,0,0,0,-1,8.1,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.774,0,None,8.125,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,MIS_LMI_4,1,0
MIS_LMI_4_conventional_steam_coal_1,15,1,0,0,0,0,0,0,0,0,15.6,0,0,0,-1,-1,0,0,0,0,0,74881,0,0,1.857,0,0,12.588,0,east_north_central_reference_coal,20.767,122.396,16.5,24,24,0.57,0.57,1,0.112,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,MIS_LMI_4,1,0
MIS_LMI_4_hydroelectric_pumped_storage_1,15,0,0,1,0,0,0,1,0,-1,511.8,7932.1,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,341.167,0,0,0,0,1,1,1,0.703,0,0.866,0.866,1,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,MIS_LMI_4,1,0
MIS_LMI_4_natural_gas_fired_combined_cycle_1,15,1,0,0,0,0,0,0,0,0,95.7,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,6.707,0,east_north_central_reference_naturalgas,54.7,90.959,2,6,6,0.64,0.64,1,0.361,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,MIS_LMI_4,1,0
MIS_LMI_4_natural_gas_fired_combined_cycle_2,15,1,0,0,0,0,0,0,0,0,994.5,0,0,0,-1,-1,0,0,0,0,0,11149,0,0,3.536,0,0,7.153,0,east_north_central_reference_naturalgas,442,90.959,2,6,6,0.64,0.64,1,0.41,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,MIS_LMI_4,2,0
MIS_LMI_4_natural_gas_fired_combined_cycle_3,15,1,0,0,0,0,0,0,0,0,28.4,0,0,0,-1,-1,0,0,0,0,0,15806,0,0,4.38,0,0,8.747,0,east_north_central_reference_naturalgas,56.8,90.959,2,6,6,0.64,0.64,1,0.11,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,MIS_LMI_4,3,0
MIS_LMI_4_natural_gas_fired_combined_cycle_4,15,1,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,3.535,0,east_north_central_reference_naturalgas,12.1,90.959,2,6,6,0.64,0.64,1,0.678,0,1,1,0,0,0.1067,0.2133,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,MIS_LMI_4,4,0
MIS_LMI_4_natural_gas_fired_combustion_turbine_1,15,1,0,0,0,0,0,0,0,0,1080.8,0,0,0,-1,-1,0,0,0,0,0,10067,0,0,5.06,0,0,11.797,0,east_north_central_reference_naturalgas,108.083,117.941,3.5,1,1,1,1,1,0.472,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,MIS_LMI_4,1,0
MIS_LMI_4_natural_gas_fired_combustion_turbine_2,15,1,0,0,0,0,0,0,0,0,65.6,0,0,0,-1,-1,0,0,0,0,0,13830,0,0,5.06,0,0,12.687,0,east_north_central_reference_naturalgas,21.85,117.941,3.5,1,1,1,1,1,0.469,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,MIS_LMI_4,2,0
MIS_LMI_4_nuclear_1,15,1,0,0,0,0,0,0,0,0,290.3,0,0,0,-1,-1,0,0,0,0,0,271818,0,0,0,0,0,10.501,0,east_north_central_reference_uranium,1161,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.0417,0.0833,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,1,MIS_LMI_4,1,0
MIS_LMI_4_onshore_wind_turbine_1,15,0,0,0,0,0,1,0,1,0,784.5,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.939,0,None,87.167,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,1,MIS_LMI_4,1,0
MIS_LMI_4_small_hydroelectric_1,15,0,1,0,0,0,0,0,0,-1,12.3,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.945,0,0,0,0,1,1,1,0.062,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MIS_LMI_4,1,0
MIS_LMI_4_solar_photovoltaic_1,15,0,0,0,0,0,1,0,1,0,156,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.162,0,None,16,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,1,MIS_LMI_4,1,0
MIS_INKY_naturalgas_ccccsavgcf_conservative_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,192226,0,0,65100,0,0,5.73,0,0,7.159,0,east_north_central_reference_naturalgas_ccs90,377,97,0.2,4,4,1,1,1,0.5,0,1,1,0,0,0.106666667,0.213333333,NaturalGas_CCCCSAvgCF_Conservative,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIS_INKY,0,0.9
MIS_INKY_naturalgas_ccavgcf_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,97845,0,0,27300,0,0,1.74,0,0,6.363,0,east_north_central_reference_naturalgas,573,61,0.2,4,4,1,1,1,0.3,0,1,1,0,0,0.106666667,0.213333333,NaturalGas_CCAvgCF_Moderate,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIS_INKY,0,0
MIS_INKY_naturalgas_ctavgcf_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,82837,0,0,20900,0,0,4.94,0,0,9.717,0,east_north_central_reference_naturalgas,237,140,0.19,0,0,1,1,1,0.25,0,1,1,0,0,0.63,1.26,NaturalGas_CTAvgCF_Moderate,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIS_INKY,0,0
MIS_INKY_battery_moderate_0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,18979,0,14147,4923,0,3670,0.15,0,0,0,0.15,None,1,0,0,0,0,1,1,1,0,0,0.92,0.92,1,10,0,0,Battery_*_Moderate,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIS_INKY,0,0
