,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,279.56770727865444,17757.555652811236,32.09596332552372,48.39879309235453,2382.777050227479,289.0544097584344,43184.10177491849,56783.60584634001,22.777553697504178,2865.609541687265
t1,0.34249475278310443,21.874316928732963,0.038838068214822684,0.05915267945452344,2.933765650109618,0.3454209085845875,51.59409865681665,68.54546707488335,0.02710888524939012,3.413493686590343
t2,0.3424924710575266,21.87433424280235,0.03883959149491344,0.05915092747016659,2.93376759776542,0.3454015803820202,51.59409724273598,68.54549846971118,0.027112605060298,3.4134963989282814
t3,0.3424855634618619,21.87433456271205,0.03884015020954785,0.05914956511119346,2.933767041638088,0.34542682913679484,51.59410064718102,68.54550227511906,0.027112996827137116,3.4134972106539716
t4,0.3424817400275333,21.874334573162944,0.03884116646813165,0.059154404776402526,2.933767791443486,0.34542756135735264,51.59409193791416,68.54550464979981,0.027112589828290238,3.4134982680738037
t5,0.34248731037746194,21.874334697531236,0.038842734043477545,0.05915607728958805,2.93377071682311,0.3454309557840513,51.594084660409585,68.54550813911351,0.02711226588618415,3.4134989836585863
t6,0.3424427733530819,21.874294447190795,0.03882979213982567,0.05912970569979265,2.9337324657898165,0.34543084027013743,51.594064030929864,68.54547454486972,0.02710985914184812,3.413498267465424
t7,0.3422633587936132,21.874076913038788,0.03876761790906795,0.05896412752948174,2.933582601280222,0.345393970967448,51.59393418022301,68.54536251042497,0.027107154050701163,3.413496491276372
t8,0.34216405273525724,21.874071079595158,0.038765078018971444,0.058955135311494315,2.933492649867918,0.34534572930756163,51.59382431379653,68.54536807180159,0.02710285970139649,3.413493525787336
t9,0.3421626362366394,21.874064518474892,0.03876114670214227,0.05895062012479617,2.933486108557811,0.3452548866648501,51.59375032668485,68.54528769075307,0.027099557580020407,3.4134904837578723
t10,0.34225653410406326,21.87406312630873,0.03875952060408829,0.05894755185101756,2.933560557967221,0.3420505793361045,51.590918897006986,68.54537340043039,0.027094391632429934,3.4134858991890034
t11,0.3422790498903792,21.874064864910167,0.03874889833285174,0.05895008047101842,2.9335829517772853,0.34165273218539666,51.5904355254803,68.54541381387807,0.027090790475564452,3.4134858702387514
