,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,1600.036438863649,20211.103864416586,452.22065688063606,915.1970689575093,4997.357349161526,1922.1786486873746,1340.5096828458434,699.3357591222357,679.7902094175012,93.52592055830621
t1,1.4325463727853471,25.636852615196645,0.9434881323347439,1.9091989187371823,4.528942255663196,0.22422346964112078,0.6768040142869208,0.25527064220473883,0.8890975535290059,0.10778751351167638
t2,1.4608134053061044,25.65203741105913,0.9411865309227101,1.529272074570352,4.522587522808091,0.2143828700881622,0.6560859854788197,0.5636719527736967,0.864890636370128,0.10494983576094004
t3,1.6045015076456333,25.60903658901655,0.9432333214618792,1.5220606897378575,4.754433379937182,0.2127318744756005,0.7993453304489926,0.6779807876734286,0.8415168369026707,0.10412156960003094
t4,1.5991309545273835,25.606602065058794,0.9449224983485623,1.920578511205497,4.7767547609825245,0.21051535414295985,0.7763371403982591,0.8936970104374022,0.8267900414357904,0.10368780042601095
t5,1.438342148515123,25.632622878638927,0.948219004720996,1.8810309263665206,4.518797541283236,0.2123828397184473,0.792553632342222,0.6759937089711453,0.8466597469370154,0.10422800962209425
t6,0.5763572220998984,24.44669367999909,0.5549792096401741,0.6851502007807868,3.3127342275485296,0.23874093502381677,0.4444694869716231,0.2514041000826753,0.963890584356857,0.11207037078452092
t7,0.30685628348152943,23.960692921053163,0.3056504378262227,0.2968620222149866,2.9937081443524196,0.08918322529716036,0.10253935573852506,0.08019631171652325,1.0177155296838627,0.14787644872910782
t8,0.22853629596091055,24.00204866994695,0.31005118044294266,0.29997124881148063,2.9352390066753955,0.04806376374563014,0.058455044599495166,0.0866448878042813,1.0357803154732252,0.15687162404103666
t9,0.22884893855019472,24.001068479883138,0.30916118515955626,0.30075583302185327,2.935093711971214,0.040690626538474384,0.0542409327119339,0.060040429928643446,1.0353060643544874,0.159988556175582
t10,0.3064759611261636,23.963448561957428,0.3105911069393262,0.3034275263633369,2.988918240258777,0.008433504420849797,0.011462810734138065,0.09249087102969523,1.0237420575530978,0.1600697299446518
t11,0.31282626084357207,23.969183517512047,0.2719447261918943,0.309063485728829,2.995360063410092,0.008435282404597448,0.01201144136423303,0.09513800394128469,1.022528818767109,0.1614574416978728
t12,0.31040128981902965,23.970464621090763,0.2705073466409218,0.30721728202346377,2.9934093107696267,0.008437919559031993,0.012122836203767364,0.09511221506260667,1.021037093750606,0.16006185809200296
