Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,12.536539,9.583631,2.173104,11.8435,12.148647,10.863604,12.076093,12.504656,12.050597,12.175607,1196.9795,77192.59,136.33525,192.92175,10341.941,1240.6991,187739.11,246866.75,81.21892,12441.173
t1,0.015532838194329369,0.012080309938172091,0.002697465877295595,0.014706062163720625,0.015119551303452697,0.0131361432020721,0.014862176989051108,0.015297700600244098,0.014331125700250564,0.014565852724085896,1.4661460339001409,95.08786792762601,0.16487360789800948,0.23544616660373227,12.733152185506277,1.4824113908516652,224.30019789843638,298.00115589860553,0.09667957613610838,14.819744768105016
t2,0.01552680669102358,0.012132940816872807,0.0027013009529125312,0.014701598036617691,0.015117502000700242,0.013066423755487664,0.014858777925805783,0.015365755649449513,0.014336211819030931,0.014571961832282068,1.466145029489472,95.08786540402006,0.16487456161270947,0.23544514842485467,12.733163682979052,1.4824304187180624,224.30019677496173,298.00119179474075,0.09668823061664124,14.819747530023067
t3,0.015512576308132043,0.012134970821295096,0.002702552180948573,0.0146986777554035,0.01511596607698425,0.013143145980420212,0.01486540347804141,0.01537817088153185,0.014336534912606549,0.014574056154073997,1.4661360326830304,95.08786379405569,0.16487514116532753,0.23544354206241855,12.733163535530057,1.4824267804497913,224.3002017826021,298.0011899870406,0.09668945633413431,14.819747963311245
t4,0.015504686817349404,0.012134661414262737,0.0027044779657168297,0.014710911137904091,0.015117395251770738,0.013148583112811613,0.01484595477452509,0.015386167386533565,0.014335708585257715,0.014576629748607718,1.4661310717810194,95.08786429687868,0.16487671286864317,0.23544649995441363,12.733164682860364,1.482421926517377,224.30019266648182,298.00118849081906,0.09668890830131571,14.819748756344683
t5,0.015514290875138005,0.012133796228191022,0.0027068716979549144,0.01471485924736882,0.01512225576668583,0.013160734839330676,0.014829290104557736,0.015391749691796238,0.014334932411064307,0.014578460314797951,1.466141093390935,95.08786611658108,0.16487998985292554,0.23544793541514195,12.733170216793203,1.4824187214725169,224.3001856598871,298.00119540964477,0.09668864724531429,14.819749161528499
t6,0.015416374228143312,0.012027269724819819,0.0026789965001154984,0.014652815467667748,0.01503690360726769,0.013159353316121728,0.014777563263496676,0.01531762788532332,0.014330744029439908,0.014577746177033715,1.466092200502231,95.08784858906242,0.1648649275208104,0.23542499322080704,12.733130080710199,1.4824202614898088,224.30017243226206,298.0011589190813,0.0966843746601676,14.8197471033271
t7,0.01503627217076882,0.011491064383890897,0.0025648376881871743,0.014299063216301953,0.014713394963553242,0.01308780986575385,0.014471944416232563,0.015074110982963636,0.014325705484204946,0.014574426161228166,1.465874027198051,95.08769543977506,0.16476336128297525,0.23522802624321337,12.732956726054843,1.4823657200569202,224.30005964835428,298.00103179430766,0.09668006167857165,14.819744288615453
t8,0.014816182430918333,0.011466377016688319,0.0025562756345349743,0.014273499269254376,0.014513668802435917,0.012991644608801282,0.014210221254512554,0.015077989146122172,0.014317951497484244,0.014568907007483228,1.4657676117771523,95.08770657134556,0.16476497523143283,0.2352267198258601,12.732860880326477,1.482298131045953,224.29996886334783,298.0010502412691,0.09667285300979062,14.819739553933877
