,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,2.3691036060524384,29.882659008592533,0.6701077038504335,1.355287305108519,7.391880736281332,2.8391586455821236,1.9830676359091342,1.0359929018894762,1.006225655945908,0.1382591841090256
t1,0.0021215268471324157,0.03789925827470179,0.0013973905006806754,0.0028260212835471035,0.006701281482988887,0.00033139757930973043,0.0010014931434719964,0.0003785736837720253,0.001316004716378071,0.00015934419793441255
t2,0.0021633149957507466,0.03792162431325595,0.0013939484174813645,0.0022639712639112384,0.006691842464464362,0.0003168649620384715,0.0009707837835868702,0.0008353516901057165,0.0012801658811982743,0.00015514979512205545
t3,0.0023758824025956055,0.03785840483959742,0.0013969818658225042,0.0022533337517194395,0.007034581174269313,0.0003144244255527097,0.001182686577806772,0.0010046218138441618,0.001245588717246446,0.00015392617428137577
t4,0.0023679375355467325,0.03785483120777007,0.0013994785751417131,0.0028428187979174504,0.007067583709740995,0.0003111525735083525,0.0011486291240735548,0.0013240042964301074,0.0012237858692817271,0.00015328464739436008
t5,0.002130039796750299,0.03789296194130027,0.0014043561385367045,0.002784325056032417,0.006686235698625592,0.000313910472694469,0.001172647435748793,0.0010016539317323158,0.0012531980398947792,0.0001540831524063048
t6,0.0008549519735319094,0.03613985672258155,0.000822297475972234,0.001014867889412006,0.004903258223053017,0.0003528456494438158,0.0006577449813506887,0.00037263725988740575,0.001426565506021667,0.00016566828522567747
t7,0.0004564300052730781,0.03542172691868065,0.000453120572619242,0.00044005960833905656,0.004431738102892842,0.00013185930022995004,0.00015182481338225058,0.00011889641403869955,0.0015060603290190824,0.0002185357229209091
t8,0.0003404106575052381,0.03548247853051872,0.0004596164318637079,0.00044463117830620137,0.004345348317981275,7.107994977117147e-5,8.656955996890685e-5,0.00012842270438062037,0.0015327977540106343,0.0002318091283013832
t9,0.00034087492135226094,0.03548103622734012,0.0004582968711475918,0.0004457886421174528,0.004345136148237689,6.017573269261923e-5,8.033152277757522e-5,8.901468643317985e-5,0.0015320956058673806,0.0002364140851645401
t10,0.00045584802431940214,0.03542579551144679,0.0004604071736532936,0.0004497249623995973,0.004424665530824755,1.2475788452631443e-5,1.697908571477365e-5,0.0001370803071484248,0.00151496494487149,0.0002365295641094668
t11,0.0004652540013617704,0.03543422921268229,0.0004031865210701086,0.00045806121013450783,0.004434199836721068,1.2478414471543424e-5,1.779078427063531e-5,0.00014100238136486017,0.0015131803551180335,0.00023858153239790698
t12,0.00046166284786108055,0.03543610638705213,0.00040105648173466307,0.00045532550442362247,0.004431313571183578,1.2482310254132756e-5,1.7955572071235476e-5,0.00014096403301696987,0.0015109760488090037,0.00023651894049009717
t13,0.0004614713041633452,0.03543606993497943,0.00040120064713706317,0.0004556247788329097,0.004431212340344716,1.2439194520992506e-5,1.7536378437577824e-5,0.00013835037098513145,0.0015094352545830703,0.00023683429486445726
t14,0.0004609072128589648,0.03543621354145791,0.0004009125360547374,0.0004554251721933671,0.004430876413444004,1.559084147423387e-5,2.0184181836476898e-5,0.00013720198405959874,0.001510223088133725,0.00023641219306816792
t15,0.0004610131701804262,0.03542285075259816,0.0004601896272847299,0.00044890876942684063,0.004430996667971163,1.5007064289162112e-5,1.972327577246004e-5,0.00013790378170641497,0.001509795498859533,0.00023539897178931037
t16,0.00046095775277289806,0.03542260495334905,0.00046362883839946455,0.00044858809461988244,0.004431147990907428,1.4780757939608524e-5,1.937614765300306e-5,0.00013894541865981525,0.0015133401507294933,0.00023541186696043003
t17,0.0004642715122013202,0.035434241813844164,0.0004028471059031043,0.0004571203595352198,0.004434451843980834,1.4866554674117576e-5,1.92523907059823e-5,0.00013969966943202654,0.0015244868630321085,0.00023889288884741284
t18,0.00046834661066662747,0.035432695254582265,0.0004038933449928148,0.0004581695271952385,0.004437526211316069,2.554973637616641e-6,6.602433750986146e-6,0.00014162499339744088,0.0015326785755576727,0.0002405140427391454
t19,0.00046587605813347584,0.03542124905117947,0.00046377526177435326,0.0004490203925688181,0.004435700280651965,1.3667982632186956e-6,6.5325425181481046e-6,0.00014175351520676223,0.0015286350627249246,0.00023738846154471052
t20,0.0004655083370803069,0.03542159117596785,0.0004639490992475229,0.00044896355747621366,0.004435526334985107,3.2804231090345e-6,8.721398598042427e-6,0.00014144484311841418,0.0015288462556754922,0.0002371103465062216
t21,0.00044814548824856316,0.03548190343788169,0.0004900764913648393,0.0004802452998967492,0.004434208122796231,7.126659218716442e-5,7.538854279096063e-5,0.00013424721930306455,0.0015220361667815019,0.00022687205062180634
t22,0.0004463519953073483,0.03548319213126258,0.0004884063604712781,0.0004788846763497791,0.004433228147950426,8.997272461503311e-5,0.0001070626203991739,0.00012982417540688705,0.0015150241979036202,0.00022292782761618008
t23,0.0004742406536252245,0.035532338153842526,0.00046266894840612827,0.0005124441617409096,0.004464363432708076,9.997459886768706e-5,0.00018101455539471005,0.00011988386478934023,0.0015138834396182881,0.00021618766786263763
t24,0.00152054456965671,0.03661473613135451,0.000980057948462487,0.0012574597122354484,0.0058471913596050695,8.440106955690487e-5,0.0015969878274224995,0.0009131455541333928,0.0012779415315940154,0.00016782360382359792
t25,0.0024562426150584417,0.037845485281039024,0.0010963899895805728,0.0022113092717761214,0.00715898289345749,8.31495196243786e-5,0.0026041509731775927,0.0018059366298325066,0.001163359011590796,0.0001646244482852695
t26,0.0026962847761028423,0.03780801448017243,0.0010933602905439594,0.0022345465189227546,0.007546972901234468,8.319810563058075e-5,0.0026537128206769486,0.0020283112141494114,0.0011510490115217184,0.00016416571218584624
t27,0.002676932986473359,0.03781791600119849,0.0010372536499377019,0.0021759201481587665,0.007607445874826374,0.001787788921287587,0.002625785304956685,0.0019113306542722593,0.0010543787763502527,0.00014625374868950218
t28,0.0026729472525577765,0.03781732862734171,0.0010356730247666644,0.002172239922044191,0.00760760323002545,0.0019818808358081923,0.0026280843932231022,0.0018990962986291542,0.0010502553225901787,0.00014608148173081867
t29,0.0026347812505542615,0.03779033427911616,0.0010420695249649245,0.0021434818496896056,0.007554899574951907,0.002032093706013526,0.00262869153809838,0.0018590776170525432,0.0010501178465483056,0.00014600974799524978
