,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,254.15969302521646,15960.86523174209,29.349517876321045,46.248137214392834,2144.214641443691,262.29657181826013,38812.17091330656,51034.0856894217,23.270568760479083,2578.1403675480915
t1,0.31140827551379857,19.661160903371535,0.03553047652120972,0.05657784877796497,2.64007611936784,0.3134810227245939,46.37084601371806,61.60506832227966,0.027693097457783394,3.071076944040229
t2,0.31140482325491,19.661188694523386,0.03553273673296634,0.05657523684321595,2.640077393473047,0.31344745020828807,46.37084395296978,61.60511235222454,0.02769762241650743,3.071080801323444
t3,0.31139530838054197,19.66118945378463,0.035533529624614486,0.056573333842821226,2.6400765367451764,0.3134879708991389,46.37084855226486,61.60511865734702,0.027698049580502256,3.0710820175245184
t4,0.3113900388105298,19.661189391272625,0.035534890471605914,0.05658052618721281,2.6400775427229273,0.3134898924966788,46.37083620553275,61.605122649797885,0.027697491779321345,3.0710835659097095
t5,0.31139727678018675,19.661189301978265,0.03553685553251455,0.0565829467824319,2.6400813013008437,0.31349576703518717,46.3708257925104,61.605127082920276,0.027697020276138507,3.0710846344142864
t6,0.31133449635984084,19.66112837310767,0.03551874668578864,0.05654482817957268,2.640027089978328,0.31349534216635117,46.370795231906165,61.60507966649502,0.027693883992893843,3.0710838248136465
t7,0.3110849240361023,19.660808265486818,0.03543634121155127,0.056313814081681846,2.6398172260961794,0.3134455816530477,46.370607511813546,61.604922389886674,0.027690282014188813,3.071081457010247
t8,0.3109445306930499,19.660797285813253,0.035432068857935255,0.05629979191990067,2.639689972095753,0.31337987890450314,46.37044795257786,61.60492828913148,0.02768462072519537,3.0710775093228078
t9,0.31094272053804306,19.660787118446574,0.03542694020552311,0.05629351141515641,2.6396811794398127,0.31323497422534424,46.37030116119084,61.60481616242037,0.027680205481922196,3.0710733295528674
t10,0.3110747255112297,19.6607853713587,0.03542479095539771,0.05628957738474695,2.639786665066841,0.3088122922132705,46.36622764559897,61.60493563094427,0.027673431131117393,3.0710672008117563
t11,0.3111061944693299,19.660788090396167,0.03541072573638994,0.056292723481620205,2.639818748046479,0.3081799041299865,46.36552247785422,61.60499140748008,0.02766875851057346,3.071067164537411
t12,0.31106971358214924,19.660781342371664,0.03540454658103407,0.05627814596144641,2.639778895613543,0.30809902830164865,46.365470806976155,61.6049787665743,0.0276681416547485,3.0710590563603386
t13,0.31106066485094597,19.660781016989464,0.035406767844642764,0.0562811678749042,2.63977535050402,0.3081479006405775,46.36567320107349,61.60493531525776,0.027670256887326425,3.0710613869586814
t14,0.31105194398499725,19.66078131886503,0.03540946677940022,0.0562842163024474,2.639774689075815,0.3099022118037782,46.3664922383526,61.60491282529255,0.027672805363575064,3.0710635931558268
t15,0.31105098232113526,19.660784013211206,0.035428005647813454,0.05628482373081048,2.6397764251744755,0.3097727313022249,46.36655628336111,61.60491549733155,0.027674084364815315,3.0710645723130416
t16,0.31105411587405885,19.660784687241105,0.035432444146717486,0.056290354626241365,2.639784403539792,0.3093177514243579,46.36641471574525,61.604925596909574,0.027676655612230126,3.0710679274518093
t17,0.3110657444387517,19.660791582400893,0.03541566820670043,0.056303544239666194,2.639797099711441,0.21594347053112137,32.45719595211348,61.60494052124559,0.02767923653180311,3.071079148766405
t18,0.3110876349819316,19.660796862529082,0.035416016616909254,0.05630701112675586,2.639822508995389,0.061872182067390855,9.273048502205372,61.60495151502232,0.027682149522703724,3.071083122423248
t19,0.3110876783710864,19.660796369583473,0.03543103622525952,0.05629412271932005,2.6398158591490835,0.06156899032543583,9.27341343751264,61.60495392253016,0.027680822403852015,3.0710745043564134
