,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions
t63,1.1692886704732273,75.4028179776115,0.13154038765049336,0.19277855673175254,10.10337930662253,1.1818008436997913,177.9438994827344,236.4110384519298,0.08176067790077447,11.762996868644615
t64,1.1693394396233245,75.40283497186026,0.1315401290703889,0.1927845997807548,10.103389959238367,1.181802882892167,177.94388147981368,236.41108256740176,0.08177073855612128,11.76299435023833
t65,1.1693304995058915,75.40280293665897,0.1315496085191207,0.19277668861925604,10.10339069510896,1.1817997367489752,177.94385262073857,236.41108672715634,0.08176212203720234,11.76296739973708
t66,1.1692463014732382,75.40269329713566,0.13142222624124586,0.1926021991565807,10.10334264160197,1.181790223639324,177.94381947735832,236.4110870141899,0.08175547512156434,11.762812972296302
t67,1.1693284710515874,75.40280162786223,0.13153590977425264,0.19274064313215608,10.103402654376653,1.181798824494803,177.94383407783977,236.41108264819638,0.08176604725557693,11.762984907908166
t68,1.1693320419321847,75.40283686937121,0.13155551469234417,0.19278893579411405,10.103406865521878,1.1818015410589302,177.94383148346535,236.41108448226467,0.08177856636434072,11.76300587101935
t69,1.1693568590551922,75.40291757335261,0.13152714108637875,0.19281102181744464,10.103408940634049,1.1818061235400736,177.94384499106363,236.41109929832444,0.08181559460597748,11.762998515022888
t70,1.169367901216973,75.40292830720027,0.13153981663146067,0.19283155701306853,10.103418884693278,1.1818113725731731,177.94383901084453,236.41110252240802,0.08181857547637775,11.763004563221564
t71,1.16939101857139,75.40290457189691,0.13153783107428182,0.19285207786430672,10.103425779323594,1.1818184988376852,177.943870058473,236.41110211919573,0.08181130859820981,11.762996931712722
t72,1.1693930933696977,75.40292337925389,0.1315414147643921,0.19285863830265718,10.103430558650732,1.1817898168017982,177.94387452335286,236.4111202062619,0.08182715463411246,11.76300999677212
t73,1.1693926546918711,75.40291865384668,0.13154400086190637,0.1928607710533695,10.103424864952997,1.181774817229838,177.94385839119312,236.4111189730608,0.08183033490199956,11.763013281622172
t74,1.1693897271144156,75.40291702982606,0.13154591491355877,0.19286449459069674,10.103417673403024,1.1817769195678054,177.9438537970808,236.4111168816275,0.08183229039968618,11.7630136257731
t75,1.1693797620576027,75.40290003855628,0.13155792610700665,0.19286923347137805,10.103403469603712,1.181779724733481,177.94384407777477,236.41111135883756,0.0818292295872057,11.763014981786478
t76,1.169377238092301,75.40288399089611,0.1315609283639651,0.19287036313131095,10.103396784376917,1.1817858286322351,177.94384334412328,236.41110845203957,0.08182560564995504,11.763015807326616
t77,1.1693921722115797,75.4029192048224,0.13155567456216502,0.19285867317502114,10.103409126791885,1.1799284682508921,177.9418233031184,236.41112263479567,0.08192332497000053,11.763047231624956
t78,1.1693733066551235,75.40286266745468,0.13156281226078348,0.19283412260519575,10.103413665956614,1.181786304429972,177.9438326361558,236.41111172778164,0.08179670070196823,11.763021603375336
t79,1.1693271223636257,75.4028109445713,0.13155188811462964,0.1928144589658168,10.103402282634642,1.1818223533619452,177.94385266806333,236.41109734036925,0.0817675757197751,11.762960563508694
t80,1.1693377130503892,75.40281702700729,0.13149329075452829,0.19273352351720308,10.1033979492997,1.1818408300489076,177.9438175894513,236.4110957168292,0.08176122469261429,11.762930709968645
t81,1.1693426067864068,75.40282106606523,0.0966455183055627,0.18263764412605496,10.103389955936276,1.1818497989110015,177.94383747651,236.41110477018907,0.08175850066809938,11.760850224578341
t82,1.1693246883860606,75.40265049520065,0.03419270978967413,0.08415268738960857,10.103368895836386,1.1818603117322406,177.9439518367528,236.41108236934758,0.08165076027382641,5.884387017720869
t83,1.1692962564075347,75.4027960909359,0.0965532666444951,0.18260819115214766,10.103362097618515,1.1818898960135322,177.9440033480144,236.41109106248194,0.08175425266378489,11.760767156880819
t84,1.1693260949383204,75.40281088719136,0.13146216631842206,0.19271299375992634,10.10337515734351,1.1818827107235959,177.9440148765837,236.41109665678508,0.08175105129708908,11.762875911779302
t85,1.169324522471193,75.40281168255387,0.1315411078956665,0.1927938252956511,10.10337412350191,1.181883207582601,177.94401750640657,236.41109559416364,0.0817516666540461,11.762942554324779
t86,1.1693214497975393,75.40282083706717,0.13154629285320268,0.1927951294028174,10.103366037087449,1.1818796902056576,177.9440045132741,236.41109100172943,0.08176222410437471,11.762986168727924
t87,1.1693243991180224,75.40284328217588,0.13153990937649937,0.19278625954908732,10.103366051065457,1.181897470788064,177.94398532149253,236.41109491895614,0.08177326286920879,11.76299849720019
t88,1.1693401943478032,75.40285401532628,0.1315467481434456,0.1927990432527337,10.10337296198233,1.1819105238379357,177.94394232871252,236.4110976449428,0.0817735404585059,11.76299924518039
t89,1.1693233497275601,75.40281101939841,0.13153978128591048,0.19278667153139428,10.103371654045226,1.181910308827367,177.9439308256207,236.41109546569552,0.0817512846264351,11.762946856189481
t90,1.1693279489683766,75.40282193003142,0.1315486014388474,0.1927927614149654,10.103389470407837,1.1819187331269994,177.9439407902455,236.4111029255823,0.08174883227372592,11.762948140391211
t91,1.169318179092535,75.4028360728448,0.13155729686815498,0.19277676282145614,10.103392658377764,1.1819212172125684,177.94393743645645,236.41110411282241,0.08175782485414283,11.762997866722067
t92,1.1693622109662605,75.40289986455335,0.1315448270685335,0.19281457594120383,10.10340329386081,1.1819198302023708,177.94391121402896,236.41111157325474,0.08178638394536722,11.763008747897878
t93,1.1694095306168022,75.40291043031897,0.1315817350459447,0.1928702744049172,10.10340214329972,1.1818834838256242,177.94385745791902,236.41113286155465,0.08180336671978598,11.763004318205917
t94,1.1693776032923817,75.40289654652794,0.13158622937841286,0.1929019256359712,10.10347100519818,1.1818892918118822,177.94390366713154,236.41113394685357,0.08181369416984631,11.763022406782929
t95,1.1693477063430051,75.40286781354742,0.1315782979423842,0.1928987188787026,10.103451299714674,1.1818661055106525,177.9438699285819,236.4111113556986,0.08183184081086145,11.763034613969493
t96,1.1693572767181002,75.4028673311624,0.13157870359106616,0.19290327754452913,10.103457107163123,1.1818634738001796,177.94386526507142,236.41110964059436,0.08183279050438962,11.76303659079297
t97,1.1676790415248413,75.40093097287091,0.13166298031776782,0.1913684460100217,10.100803286537417,1.1817675650943154,177.94176858488655,236.40959159734558,0.08219407298266261,11.763071390202025
t98,1.1675913553978667,75.40092944860322,0.13166223299843072,0.19137471133813105,10.100740417235937,1.1817648550168414,177.94166454357077,236.40951142045046,0.08219960723554291,11.76307389904618
t99,1.1675679725778547,75.40093987252656,0.13166309699416917,0.1913740984395244,10.100637499272649,1.1817602155256888,177.94162301659347,236.4094941210917,0.08220088337247773,11.763074504873755
t100,1.1675579381658379,75.40096417435207,0.1315531753202042,0.19137998891095992,10.100634165227337,1.1817648257701192,177.94160947147617,236.4094876656271,0.08220112244904329,11.763077045143461
t101,1.167560400292244,75.40096254815533,0.1315455641845297,0.19137539633976744,10.100637037406264,1.18176325166699,177.94160371556734,236.40948922478339,0.08219981409192424,11.763077922478075
t102,1.1675609948662742,75.40095041827338,0.13165673999853547,0.19136430486340572,10.100634397491248,1.1817500620915777,177.9416055380027,236.40948910114403,0.08219738627293854,11.763076531742191
t103,1.167565880218057,75.40095257805103,0.13165255407124887,0.1913577161145789,10.100637945388526,1.181747197460675,177.94160267530106,236.40949357236298,0.08219406326630703,11.763076410837712
t104,1.1676281522573848,75.40094049439455,0.13164833573513376,0.19135475969317634,10.100734112939154,1.1817448345390393,177.9416005085502,236.40955304793428,0.0821876358250544,11.76307695168309
t105,1.1679001259913735,75.40087599684732,0.13164797544603646,0.19130972020537057,10.101166643852482,1.1817406491986866,177.94307475975202,236.41014115305904,0.08209899496056511,11.763073044705973
t106,1.167897792277127,75.40088602220042,0.1316373291725595,0.19127896954620452,10.101156346485121,1.1817766806100862,177.94386661107438,236.41007895630554,0.08203021491445425,11.763063868400412
t107,1.1678984081660915,75.4008602110147,0.13163236629474526,0.19125574498770992,10.101171791601423,1.1817765109088343,177.94390410244077,236.40967054707454,0.08204648991211738,11.7630623351817
t108,1.1678988079177164,75.40087362804476,0.13163006821436504,0.1912627908007507,10.101168546501869,1.1817748096598655,177.94392227147807,236.40967172749947,0.08204481802924042,11.763060915725296
t109,1.1678892441551258,75.40088258467814,0.13149970168616124,0.19125812977007375,10.101155411296208,1.1817808789919793,177.94393019483084,236.40966195182688,0.0820451930080711,11.763063548109344
t110,1.1676313072252318,75.40095128146704,0.13149848368080921,0.19124134402377505,10.100722179881364,1.1817800873736337,177.94391959844768,236.4094034601037,0.08205962426741338,11.76306453384614
t111,1.1675730138983718,75.40095185512044,0.13149668461676078,0.19124213328965098,10.100722331432696,1.1817800026311753,177.94389096538606,236.40934047094726,0.08206204937189004,11.7630673019927
t112,1.1675761163729628,75.40095327073114,0.13149270460292703,0.1912420109216033,10.100713389576537,1.1817553912009544,177.9438488092366,236.4093433701163,0.08206573544094133,11.763070819998092
t113,1.1675798156953237,75.40093817405223,0.13161840010930337,0.19123688267418998,10.1007204710075,1.1817715879518997,177.94385495871566,236.40934096190253,0.08205943322138856,11.763068105229536
t114,1.1675873778431538,75.40082142917764,0.1316142635222326,0.19126775831789955,10.101497746700717,1.181774447983419,177.94385161414135,236.4093406255498,0.0820470859671658,11.763067827311827
t115,1.1675846833623824,75.40087311956721,0.13090177327844388,0.19128399161494802,10.101497662727043,1.1817904637895964,177.9438733750546,236.40933361313748,0.0820441108023267,11.763073479884381
t116,1.1675834209539264,75.40092214823785,0.1309175623674116,0.1912659519785842,10.101171096236452,1.1817887970796261,177.94386385112048,236.4093327931695,0.08204777758566295,11.763074223738759
t117,1.167577021500533,75.40091931625433,0.13090480230137047,0.1912375421397064,10.10116353126851,1.181783159962477,177.94384419265103,236.40932736623597,0.08204885770936665,11.763076352322381
t118,1.1675784310006978,75.40092726665429,0.1309129504730287,0.19082190905336685,10.101150548765133,1.1817550383048783,177.94380247653174,236.40933199750606,0.08205577366418297,11.763080107074295
t119,1.1675561144348183,75.40092181948287,0.13096584875975165,0.19106620245134887,10.101172513132708,1.1817453223674814,177.9420888369716,236.4094561010689,0.0821590554151874,11.763086753017474
t120,1.1675475134278464,75.40091694058654,0.13096720285752642,0.19107744082597408,10.101167333482179,1.1817431770390943,177.94162512232413,236.40945803775475,0.08216657454784128,11.76308697638423
t121,1.1669084282156597,75.40100934895361,0.13096494696209887,0.191058425220828,10.100635258443226,1.181740946394213,177.94164495336494,236.40885653166526,0.08218779147892498,11.763087831927228
t122,1.1668993229765203,75.40102350227072,0.13067632702374404,0.19076111447467264,10.100608488075844,1.1817399284050631,177.94166027858623,236.4088539111512,0.08218408028652593,11.763088663383838
t123,1.1668962775313008,75.40102179664107,0.1306729611848041,0.19076119340098155,10.100599552775867,1.1817375901990539,177.9416583287981,236.40884868581892,0.08218227076434866,11.763089600654896
t124,1.1669026405082252,75.40102033443594,0.1306570017304504,0.1907606330532113,10.100601883937234,1.1817351988186522,177.94166502758048,236.40885618779504,0.08218082431320001,11.763089990841308
t125,1.1669072532832636,75.40104296207214,0.13065611741602018,0.19076228122741892,10.100600792171086,1.1817331658861068,177.94166974025242,236.40886237090103,0.08217888472919233,11.763088874654233
t126,1.1669042751798304,75.40101605663455,0.1306577113094684,0.19084498579754985,10.100602266517594,1.181732537294536,177.9416743455202,236.40885621667798,0.08217743878691806,11.763086164391362
t127,1.1669060493378023,75.40101320455008,0.13067183806525529,0.19106684608938584,10.100613980143574,1.1817315594481148,177.94166742891343,236.40885563069781,0.08217752059614045,11.763087003367428
t128,1.166897034305913,75.40101152670209,0.13067387889099075,0.19106132821506802,10.100607980783682,1.1817318840583493,177.94167026000233,236.4088492235539,0.08217620765674,11.763087045213974
t129,1.1668960322573065,75.4010146987789,0.13066871393831558,0.1910617269579141,10.10060348718236,1.1817345367254573,177.94166922248195,236.4088467268098,0.0821743115883586,11.763087548579541
t130,1.1668985316796072,75.40099803379611,0.13094918058602323,0.19105767585455707,10.100605453174012,1.1817375342192902,177.9416654812659,236.40885117500102,0.08217167175387043,11.76308664419107
t131,1.1669025843980174,75.40098993282761,0.1309466625773552,0.19131067409017527,10.100612905297172,1.1817404051467235,177.94173025895836,236.40884456912391,0.08216549100184367,11.763083776346914
t132,1.1675471220067515,75.40097897159968,0.13089768503709764,0.19122779919656185,10.100619980090979,1.1817357161672006,177.94383515587842,236.40931796257328,0.0820475030099623,11.763078931242621
t133,1.1675652498993898,75.40098041040599,0.1308937479985881,0.1912251862839231,10.100615456373445,1.181761317749209,177.94386506605412,236.40933541938972,0.08204173801393155,11.763076871776361
t134,1.1671421907166024,75.40098638946506,0.13089318721415127,0.1912271779754968,10.10061533368556,1.1817638388068266,177.943864061383,236.40891591793158,0.08205388348137052,11.763077365162665
t135,1.1671304011200903,75.40098773091462,0.13089571150978294,0.1912301509089898,10.10062313393547,1.1817640208847058,177.94385250438637,236.4088990408074,0.08205677460866774,11.763078832668176
t136,1.1675626899212899,75.40098301209859,0.13089929364144678,0.19121849548425937,10.100614196657276,1.1817464255015833,177.94382450316382,236.40933661458646,0.08204986831259736,11.763078524231808
t137,1.1675628229903887,75.40097907745074,0.1308971778453564,0.1912268370176569,10.100614746203728,1.1817714022247654,177.9438484697536,236.4093224492575,0.08204909109220129,11.76307692217642
t138,1.1675706026526589,75.40091850576948,0.13091130248300298,0.1912500359673542,10.101081512835036,1.1817783643150763,177.94385968370085,236.40932650538167,0.08204402832872867,11.763074423876406
t139,1.1675690219585677,75.40091837319606,0.13089626559771558,0.1912492014924957,10.101083289055003,1.1817812940972414,177.94386815370345,236.40932615914255,0.08204406296899136,11.763073845245863
t140,1.167568792163027,75.40091762132867,0.1308994672007853,0.19125057718692645,10.101084360467791,1.181780054877229,177.9438614806745,236.4093242704594,0.08204584767108195,11.76307596049752
t141,1.1675681583507211,75.40098090311463,0.13090143029681356,0.19123886888483896,10.100639523863292,1.1817665840594327,177.94383270503474,236.40932427208776,0.08205464047678296,11.763077242522266
t142,1.1675540784477079,75.40091139430217,0.13095639793832284,0.1913363615481981,10.101093055844013,1.1817581065377714,177.94203602955415,236.4094518841443,0.08215194307201329,11.763084294226744
t143,1.1669046598224058,75.4009994229069,0.13068532993630894,0.19133772909862085,10.100635519596294,1.1817588572354312,177.94166420994884,236.40883788214552,0.08218205153241391,11.763085742949972
t144,1.1669094116544678,75.40100248185688,0.13066844866935476,0.19133957431801485,10.100635215209524,1.1817579141318144,177.94165080177336,236.40883486120813,0.08218357764994069,11.763086439105939
t145,1.1669077890507982,75.40100324584162,0.13067286256101138,0.19134421953876077,10.100639023488,1.1817562391498853,177.94164637635257,236.4088336723346,0.08218512647979705,11.763086560563519
t146,1.1668992512533636,75.40100004095736,0.13067270191037758,0.19134409505871455,10.100636577878019,1.1817590577083132,177.9416476671973,236.40883103572736,0.08218384097789207,11.763083493416929
t147,1.1668853942833304,75.40100163638849,0.13066913879469177,0.19134421347381708,10.10062363840066,1.1817568747747074,177.94164658016064,236.4088257946996,0.08218312441614513,11.76308364294759
t148,1.1668795968712509,75.40100382800168,0.13066820504033066,0.19134093369613156,10.100616711505388,1.1817546438951716,177.94164828060013,236.40882508180317,0.08218068117135392,11.763082658861888
t149,1.1668920926210347,75.40099622761913,0.13096040689531271,0.19133945977189343,10.100631457791923,1.1817495715493656,177.9416394607095,236.40883061790035,0.0821790035042287,11.763082870196033
t150,1.167551278281017,75.40085089884364,0.1309587252086526,0.19137010406477056,10.101512364125746,1.1817477987445058,177.94160579383143,236.4093831631475,0.08215232153477742,11.763082059540384
t151,1.1676072825236625,75.40092758296605,0.13094597512626907,0.19144609640847826,10.101559093367081,1.181750333298892,177.9416595611007,236.4095256138728,0.08214498740220534,11.763079647568913
t152,1.1692586895070787,75.4028083235855,0.131469581325548,0.19280534219759576,10.103247168706545,1.1817141292109368,177.9437861768044,236.41104619570098,0.0818409235724676,11.763059711243185
t153,1.1692627203084636,75.4027906960805,0.13146349901267043,0.19279518668357082,10.103313669881487,1.1817382943901378,177.9438661692045,236.41104730000137,0.08182573556307482,11.76305325822139
t154,1.1692669608789439,75.40276462384712,0.1315557527336143,0.19278102908264164,10.103326680416133,1.1817399696408144,177.94391423621482,236.4110474372172,0.08181503341470218,11.763046616788703
t155,1.1692588622935394,75.40276006110284,0.1315635491045709,0.1927784649122289,10.103372368538734,1.1817399225562408,177.9439246212377,236.411045116821,0.08181119961958015,11.763044856845271
