,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage
Zone,1,2,3,4,5,6,7,8,9,10
t87,0.0,0.0,0.0,0.0,0.0,2.005371383823758,235.95816212979113,319.44134705757375,75.17469857499081,15.89308654384456
t88,0.0,0.0,0.0,0.0,0.0,2.014612739005275,235.9614208051207,319.41857038255006,75.17445998528017,15.903677933064575
t89,0.0,0.0,0.0,0.0,0.0,1.9919106511284546,235.94882208440134,319.37333677832305,75.21986214341477,15.938456499663033
t90,0.0,0.0,0.0,0.0,0.0,1.9921402646015796,235.94921404766785,319.3717291443606,75.21850152968888,15.940930162180035
t91,0.0,0.0,0.0,0.0,0.0,2.0000512650237035,235.96163674630844,319.41503239716565,75.20311713339753,15.892824356782317
t92,0.0,0.0,0.0,0.0,0.0,2.016110189686495,235.94506111632845,319.4699598976177,75.12021252249107,15.921676613021399
t93,0.0,0.0,0.0,0.0,0.0,2.203220675416262,236.32538655836044,318.8947374799226,75.01811634597527,16.032163615277792
t94,0.0,0.0,0.0,0.0,0.0,2.173069845766073,236.23961991320047,318.8743278483807,75.01580764645765,16.17126787090282
t95,0.0,0.0,0.0,0.0,0.0,2.2299960071776135,236.32683923096553,318.6728549544768,74.95189136414935,16.2925105862644
t96,0.0,0.0,0.0,0.0,0.0,2.2198112454226773,236.3304815186148,318.6758654483563,74.95437341701631,16.29360405672128
t97,0.0,0.0,0.0,0.0,0.0,5.044017702011571,236.05115942949175,313.95094601669354,73.6812655697526,19.736536246463874
t98,0.0,0.0,0.0,0.0,0.0,5.078031850959213,236.00218125265337,313.91139503862064,73.69451870255995,19.77748827838912
t99,0.0,0.0,0.0,0.0,0.0,5.0916710537804,236.0080709757469,313.9030948159747,73.67518178167077,19.785399489100396
t100,0.0,0.0,0.0,0.0,0.0,5.102547742618663,235.9792070635168,313.895198170926,73.671509357954,19.8148659275004
t101,0.0,0.0,0.0,0.0,0.0,5.109174049352458,235.97896677437652,313.8940400075678,73.66950837687756,19.81162096812538
t102,0.0,0.0,0.0,0.0,0.0,5.10007532137494,236.01377891820897,313.89549031660033,73.67839002983406,19.775614889449294
t103,0.0,0.0,0.0,0.0,0.0,5.0936459866596095,236.0169873644588,313.8999373680271,73.67531232130959,19.777455183737512
t104,0.0,0.0,0.0,0.0,0.0,5.063642750649566,235.99600139229574,313.9676610665463,73.67294877923538,19.763274774017106
t105,0.0,0.0,0.0,0.0,0.0,4.85241541201456,236.37994856678367,314.2083834865031,73.5469141009176,19.478414314234897
t106,0.0,0.0,0.0,0.0,0.0,4.893802170152219,236.72407007449232,313.8490279336018,73.57870955681888,19.421067430772403
t107,0.0,0.0,0.0,0.0,0.0,4.987481968116105,236.79499075209878,313.3609507892315,73.76526587007781,19.557617340710017
t108,0.0,0.0,0.0,0.0,0.0,4.983943562389085,236.7810336680077,313.37445892521384,73.77675069631086,19.55015365931382
t109,0.0,0.0,0.0,0.0,0.0,5.000601279818992,236.7780721464757,313.34796759926485,73.74799617124665,19.59158217109007
t110,0.0,0.0,0.0,0.0,0.0,5.152056228890658,236.8233237026067,313.0180294324444,73.77711585393797,19.69479330456903
t111,0.0,0.0,0.0,0.0,0.0,5.160512055674612,236.85639311111112,312.9524936337417,73.78944897357297,19.706305360281746
t112,0.0,0.0,0.0,0.0,0.0,5.141460469739203,236.86429245118362,312.9706297627405,73.78240754915282,19.706282456434046
t113,0.0,0.0,0.0,0.0,0.0,5.142050375833418,236.90910952790995,312.9543272484298,73.7930136785764,19.66666068479164
t114,0.0,0.0,0.0,0.0,0.0,4.963143927319238,236.9602840722125,312.97323043851384,73.9346137118694,19.634581110984985
t115,0.0,0.0,0.0,0.0,0.0,5.010342114313487,236.8896389591741,312.9191478281993,73.86940258147935,19.776765565559586
t116,0.0,0.0,0.0,0.0,0.0,5.086080217543417,236.87176675683548,312.9124852245793,73.81088363747602,19.783779987993725
t117,0.0,0.0,0.0,0.0,0.0,5.081789622895165,236.894598088756,312.9134500169796,73.79444097800206,19.78060518052956
t118,0.0,0.0,0.0,0.0,0.0,5.075986010596443,236.8744940460562,312.9563015322362,73.76606381195336,19.791582899531818
t119,0.0,0.0,0.0,0.0,0.0,5.063075909188691,236.0497888905281,313.7057815515335,73.74142684894554,19.90323218759734
t120,0.0,0.0,0.0,0.0,0.0,5.066438707514495,235.8465881082703,313.87301160858897,73.73524694369087,19.94154970325876
t121,0.0,0.0,0.0,0.0,0.0,5.266248025641649,236.09932131013355,313.1373113776633,73.86523226106425,20.093042082561627
t122,0.0,0.0,0.0,0.0,0.0,5.2955681122499625,236.05174895346406,313.1332155792068,73.83981588018031,20.140199329967132
t123,0.0,0.0,0.0,0.0,0.0,5.298278590456833,236.06515501870402,313.12920802162495,73.8338146514139,20.13404815935094
t124,0.0,0.0,0.0,0.0,0.0,5.305552000048094,236.063097399417,313.12841087064993,73.83319344987007,20.130225877642857
t125,0.0,0.0,0.0,0.0,0.0,5.308367896547506,236.0542083207653,313.13284470879665,73.85640255688328,20.10866539965601
t126,0.0,0.0,0.0,0.0,0.0,5.309177008657773,236.0594836172125,313.1263604784838,73.8474936272157,20.118021198451682
t127,0.0,0.0,0.0,0.0,0.0,5.296705990402234,236.08003810262252,313.1173554239797,73.85963245597151,20.107039198426744
t128,0.0,0.0,0.0,0.0,0.0,5.297938856012615,236.0842587756805,313.1147490912555,73.8462286391777,20.1176064266977
t129,0.0,0.0,0.0,0.0,0.0,5.290526482439196,236.07853609665506,313.1146579466767,73.8501259196008,20.126938766111405
t130,0.0,0.0,0.0,0.0,0.0,5.271139601713089,236.0735659898112,313.13896515528,73.87568149293162,20.101711576940975
t131,0.0,0.0,0.0,0.0,0.0,5.274930179964549,236.1486366006736,313.0957359148136,73.84023977174505,20.101837760095247
t132,0.0,0.0,0.0,0.0,0.0,5.16768801189424,236.8403308829933,312.93192292260034,73.70454796289242,19.819772398123604
t133,0.0,0.0,0.0,0.0,0.0,5.175626968582281,236.84234658507285,312.94385982996545,73.69907344714069,19.8034041660391
t134,0.0,0.0,0.0,0.0,0.0,5.247934069943209,236.92491334613783,312.4892759712655,73.88685851721884,19.914505931489348
t135,0.0,0.0,0.0,0.0,0.0,5.246556429153664,236.93678768742305,312.47832958058854,73.88680956079392,19.914982449981185
t136,0.0,0.0,0.0,0.0,0.0,5.160561461047102,236.84027095085787,312.9634638738757,73.69374194392815,19.80622857049475
t137,0.0,0.0,0.0,0.0,0.0,5.180175839640464,236.86194930087566,312.92062084461935,73.6896412332596,19.811947426675548
t138,0.0,0.0,0.0,0.0,0.0,5.098964082044315,236.87614454917752,312.91339010645544,73.78135341875206,19.79498495801352
t139,0.0,0.0,0.0,0.0,0.0,5.10196178391974,236.87025716922255,312.9133493968421,73.78019354891589,19.799080791433774
t140,0.0,0.0,0.0,0.0,0.0,5.10094942090668,236.87450061332197,312.9136545277427,73.77828603090859,19.797448320936965
t141,0.0,0.0,0.0,0.0,0.0,5.171007006768708,236.88255994998858,312.917961200425,73.67970777300924,19.81316548631104
t142,0.0,0.0,0.0,0.0,0.0,5.077162555822508,236.06148090414527,313.69367818419846,73.7235265004271,19.907571570775648
t143,0.0,0.0,0.0,0.0,0.0,5.2829902921491145,236.09405031324894,313.0930624331924,73.85875864959905,20.132319712342365
t144,0.0,0.0,0.0,0.0,0.0,5.28243673068829,236.1105779268281,313.0857790636431,73.85013003305463,20.132225334336916
t145,0.0,0.0,0.0,0.0,0.0,5.280397538778021,236.1110245217075,313.0877584196906,73.85089005728754,20.131085015678217
t146,0.0,0.0,0.0,0.0,0.0,5.283567319880536,236.10836845657641,313.08828711404533,73.85057174017173,20.130343787672743
t147,0.0,0.0,0.0,0.0,0.0,5.285277830697726,236.10563764265984,313.0908355140225,73.8474563169535,20.131889870121363
t148,0.0,0.0,0.0,0.0,0.0,5.286341520894445,236.104669643995,313.09519842096336,73.84538041169306,20.12948134978218
t149,0.0,0.0,0.0,0.0,0.0,5.269726324312421,236.14319933471316,313.1087123000041,73.85956357327605,20.080169327383334
t150,0.0,0.0,0.0,0.0,0.0,5.013824008829658,235.9321800514958,313.75634439368616,73.83249982671491,19.928456017934494
t151,0.0,0.0,0.0,0.0,0.0,4.939771050772534,235.89375432519847,313.9381173425803,73.83174061109816,19.860332758577723
t152,0.0,0.0,0.0,0.0,0.0,2.4229207322458306,236.57536066334748,318.03264402513827,74.75220321374626,16.690521173204647
t153,0.0,0.0,0.0,0.0,0.0,2.407853026749854,236.5318838168485,318.07709578764445,74.78751832800398,16.6693986470675
t154,0.0,0.0,0.0,0.0,0.0,2.391668723886069,236.52135525588278,318.0864807457293,74.85121189546327,16.623138634367333
t155,0.0,0.0,0.0,0.0,0.0,2.3702722914435777,236.49619279708935,318.1299125661334,74.85597929299396,16.621542362066112
t156,0.0,0.0,0.0,0.0,0.0,2.362924534291511,236.48129079731675,318.13893896122335,74.87051482700188,16.620209875636824
t157,0.0,0.0,0.0,0.0,0.0,2.39284897163,236.5133996276837,318.089150329312,74.854365237722,16.624108701932222
t158,0.0,0.0,0.0,0.0,0.0,2.4396042927132413,236.5650073290719,318.0271667110892,74.8129575306284,16.62908530392913
t159,0.0,0.0,0.0,0.0,0.0,2.4395662505687716,236.56903976296636,318.0257904567651,74.81063093810423,16.628788947668603
t160,0.0,0.0,0.0,0.0,0.0,2.442031054823313,236.58131348367704,318.0121425719908,74.80804145963891,16.630269786861284
t161,0.0,0.0,0.0,0.0,0.0,2.436983657767977,236.580509154713,318.02289833179776,74.80563651448489,16.627771990104506
t162,0.0,0.0,0.0,0.0,0.0,2.2524653382168673,236.3880458785472,318.3794497800313,74.94949938200226,16.50450570531974
t163,0.0,0.0,0.0,0.0,0.0,2.3529318774545707,236.5038158159912,318.1506850220752,74.84909881771075,16.617392691661138
t164,0.0,0.0,0.0,0.0,0.0,2.3923037882332054,236.537614021411,318.0761878100558,74.84273132959217,16.625028043126072
t165,0.0,0.0,0.0,0.0,0.0,2.464198292744987,236.6363845503034,317.92739515803254,74.80467549374451,16.64106797366427
t166,0.0,0.0,0.0,0.0,0.0,2.547566061259736,236.64819637506696,317.6871695048715,74.66647238471916,16.924041754277116
t167,0.0,0.0,0.0,0.0,0.0,5.002655269432186,235.86250272245624,313.85225355002,73.81794222964685,19.92824004693466
t168,0.0,0.0,0.0,0.0,0.0,4.945404583960655,236.02578471856597,313.81290070293204,73.87443878673636,19.805389410736495
t169,0.0,0.0,0.0,0.0,0.0,4.3522942953054065,236.29270428808084,313.5623771412991,74.0625828453412,20.1900955029764
t170,0.0,0.0,0.0,0.0,0.0,4.348630315711484,236.29213960626964,313.5672258751399,74.06813091793137,20.183918484618708
t171,0.0,0.0,0.0,0.0,0.0,4.358831091436447,236.28824190098203,313.56905608731194,74.06666642198238,20.1772503986498
t172,0.0,0.0,0.0,0.0,0.0,4.376275393012006,236.27353196068324,313.5644631225847,74.05865326591226,20.18711837472538
t173,0.0,0.0,0.0,0.0,0.0,4.384199607902446,236.32918545420478,313.6002561638072,74.07161238969702,20.07522519646897
t174,0.0,0.0,0.0,0.0,0.0,4.4095911734705195,236.34837414193277,313.6010527535504,74.06466172501476,20.03713240450552
t175,0.0,0.0,0.0,0.0,0.0,4.269526112810216,236.14617597857742,314.3033009075237,73.84339559690375,19.89955026206024
t176,0.0,0.0,0.0,0.0,0.0,4.8603708864599815,236.0731939458866,314.3176911065144,73.73003864372309,19.483698014884023
t177,0.0,0.0,0.0,0.0,0.0,4.905360230916327,236.86928010737242,313.5333839751818,73.81667718453804,19.341754900654063
t178,0.0,0.0,0.0,0.0,0.0,4.8950853763018785,236.8588107970668,313.53934793045056,73.82881058831528,19.344390912024597
t179,0.0,0.0,0.0,0.0,0.0,4.899243623110871,236.85013310566686,313.5292966540194,73.82197036150568,19.365784978746486
t180,0.0,0.0,0.0,0.0,0.0,4.902164005936198,236.8429624666502,313.5231002394906,73.82958171958042,19.36859852091699
t181,0.0,0.0,0.0,0.0,0.0,5.080573092632843,236.85054213467092,313.08714458270333,73.8214368434756,19.625625594886795
t182,0.0,0.0,0.0,0.0,0.0,5.114155058860285,236.85274336270027,312.9899244361662,73.83298043382233,19.67527351417088
t183,0.0,0.0,0.0,0.0,0.0,5.118293547095178,236.85466242790451,312.9879724392783,73.82748859686535,19.67666102104947
t184,0.0,0.0,0.0,0.0,0.0,5.1233165401576795,236.84494430696205,312.9981405998486,73.82001739165456,19.678650334153456
t185,0.0,0.0,0.0,0.0,0.0,5.119873921145615,236.85697165613834,312.9888192079687,73.8227400120389,19.676718137450592
t186,0.0,0.0,0.0,0.0,0.0,4.9041997587369766,236.86263448768372,313.5130383323087,73.81753721553366,19.369094493355117
t187,0.0,0.0,0.0,0.0,0.0,4.894316906564258,236.88644050903542,313.5122820788011,73.80811967628891,19.36537290023824
t188,0.0,0.0,0.0,0.0,0.0,4.898717168148101,236.88167189112923,313.50713600887224,73.80557310043366,19.373375952935866
t189,0.0,0.0,0.0,0.0,0.0,5.109123020702219,236.9184041443808,312.96900215256335,73.79646259717406,19.672093130038817
t190,0.0,0.0,0.0,0.0,0.0,5.107398462998412,236.93108787611433,312.9710907215298,73.79117068132715,19.664320906364107
t191,0.0,0.0,0.0,0.0,0.0,5.079581594033507,236.0498066682501,313.8408037122636,73.68398867196473,19.80898909920996
t192,0.0,0.0,0.0,0.0,0.0,4.321196908268554,236.19141831390772,314.0484988773028,73.9422030891669,19.95840399056521
t193,0.0,0.0,0.0,0.0,0.0,4.3240706463496785,236.185997607987,314.0339029261939,73.95309674262634,19.9646138605318
t194,0.0,0.0,0.0,0.0,0.0,4.324407539634382,236.17770034531466,314.04502662338626,73.95179354954827,19.962746779264712
t195,0.0,0.0,0.0,0.0,0.0,4.351176332240151,236.1668146265846,314.0212266804966,73.95113395731431,19.971128088595123
t196,0.0,0.0,0.0,0.0,0.0,4.2389180955670085,236.11107196521525,314.32108378158995,73.87624631909802,19.91453560829355
t197,0.0,0.0,0.0,0.0,0.0,4.186537611037072,236.1047998631638,314.3989319710792,73.8695386469058,19.90209945398192
t198,0.0,0.0,0.0,0.0,0.0,4.190077524624874,236.12444365865497,314.36848598894056,73.87203380466894,19.90690718291711
t199,0.0,0.0,0.0,0.0,0.0,4.2071823412646925,236.29956658296578,314.16855395498607,73.97325780050048,19.814543109137468
t200,0.0,0.0,0.0,0.0,0.0,4.883873871813771,237.03745831223668,313.400291308702,74.04237510008161,19.103746250028674
t201,0.0,0.0,0.0,0.0,0.0,4.898098047688994,236.8192677439879,313.5497283014153,73.85704202485857,19.342544826768872
t202,0.0,0.0,0.0,0.0,0.0,4.891119938461285,236.80912346154676,313.54419807309307,73.89392760205455,19.328644681601045
t203,0.0,0.0,0.0,0.0,0.0,4.888552624537401,236.92479855241092,313.427239176407,74.04964736942821,19.177723013271432
t204,0.0,0.0,0.0,0.0,0.0,4.903023848786333,236.91681769040102,313.4048668409627,74.0454198182243,19.197780170718584
t205,0.0,0.0,0.0,0.0,0.0,4.909537084549518,236.90465613484702,313.4041618518897,74.04921061900914,19.200357820349957
t206,0.0,0.0,0.0,0.0,0.0,4.912934331332199,236.90669010845255,313.4029156803178,74.04355684911678,19.201835329784267
t207,0.0,0.0,0.0,0.0,0.0,4.914794668972783,236.74441950760843,313.5565537689788,73.87100182777912,19.379990240662842
t208,0.0,0.0,0.0,0.0,0.0,5.126681553859563,236.78452274039887,313.01035667877795,73.85502614360547,19.688786899058908
t209,0.0,0.0,0.0,0.0,0.0,5.111926866129871,236.8011736042877,313.02650227635615,73.85023061059037,19.67562459504225
t210,0.0,0.0,0.0,0.0,0.0,4.900797105393531,236.82712128635094,313.5338220774382,73.83363518564782,19.371415330992363
t211,0.0,0.0,0.0,0.0,0.0,4.888118011661364,236.84516353756652,313.5366590081007,73.82376900219911,19.373088954302016
t212,0.0,0.0,0.0,0.0,0.0,4.902031667622377,236.8006186246968,313.5431376899324,73.83593251916145,19.38525574787508
t213,0.0,0.0,0.0,0.0,0.0,5.10205972184865,236.8801896501227,312.99148460323227,73.814177521593,19.677445121124773
t214,0.0,0.0,0.0,0.0,0.0,5.103259384349538,236.90232937310503,312.9849171090462,73.80931387248535,19.66548088709946
t215,0.0,0.0,0.0,0.0,0.0,5.101783674248112,236.91130184495768,312.9876387488403,73.77577847557511,19.688637138051412
