Resource,CCGT-H2_1.0,Fuel_cell_1.0,CCGT-H2_2.0,Fuel_cell_2.0,CCGT-H2_3.0,Fuel_cell_3.0,CCGT-H2_4.0,Fuel_cell_4.0,CCGT-H2_5.0,Fuel_cell_5.0,CCGT-H2_6.0,Fuel_cell_6.0,CCGT-H2_7.0,Fuel_cell_7.0,CCGT-H2_8.0,Fuel_cell_8.0,CCGT-H2_9.0,Fuel_cell_9.0,CCGT-H2_10.0,Fuel_cell_10.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
AnnualSum,10053.776,5592.963,26605.738,7735.242,21957.63,7872.7983,10763.26,5736.5947,8898.824,4249.6504,29472.088,7209.7573,27706.023,7816.2354,16373.622,7459.489,22440.043,5896.7793,19733.432,6245.743
t1,2.078948023703766,1.2527647913518933,1.5015071403843285,0.710147435209442,1.8999851276484918,1.413399103040493,0.2768016415888864,0.243315092620665,1.1417516904214229,0.7633905634122281,8.939468166865575,1.596909081655506,9.482456801390159,1.7563526967508818,4.615865340401278,1.4164194440907325,7.233756807240136,1.588031065317081,5.182073154396514,1.4467705006646738
t2,1.6355599290982026,1.1892770201068767,1.2898088033786936,0.6419063989416935,1.5900405756592009,1.3379794741067292,0.5381247460136882,0.4740084604006247,1.0898795955370129,0.6914526307352089,5.014647424903661,1.4060351835842393,5.935898673694375,1.6732174209496566,1.9970704866015783,0.9788123375457817,7.293491101400669,1.588263947745566,5.406389026570687,1.4490554488499703
t3,1.6420027607612189,1.1755465053931686,1.2591710702318495,0.6364458355348863,1.6028038242457392,1.332496902335572,0.5488340976408818,0.4742997293744944,1.1293789179647753,0.6879823994105534,2.6405792954787763,1.0971825647398172,3.314714775805213,1.4018894805390487,1.9554782715294323,0.9182575491120404,7.337776011117798,1.588279156472674,5.560131550018122,1.4532998349067152
t4,1.567110361904412,1.1545512181969675,1.3333324544495866,0.6600831022943943,1.6267919433718732,1.338400192957899,0.29738876912418777,0.24460448620008812,1.2922190607871977,0.7496675249893986,2.2293184818987086,0.9612845969344965,3.536776402357391,1.331438280209248,1.8848359821693224,0.9002756139002814,7.381144504686034,1.5886499093870488,6.0325127413954025,1.4953199610411034
t5,1.7949518201489458,1.2000179254551153,1.449505103875349,0.6989164079601962,1.758796647116398,1.3918696158016122,0.5328252437750995,0.44923662778699447,1.411377220679476,0.813932129874364,2.2735659288261774,0.957604521052398,3.970391890746418,1.386608496720091,2.0246492867174943,0.9626498951413968,7.4107189747572,1.588713146490618,6.098186077704643,1.5116160759268547
t6,2.948513847465177,1.3188307651177824,1.787752644683743,0.8115314365581188,4.101018462435085,1.66463763003844,0.5700578801793463,0.5399212934639939,1.6082823791022243,0.9336292585906732,2.744116763035475,1.0740476595348654,4.5815395208811065,1.4526924603877764,2.3155718590292804,1.1808290510319348,7.402776129437601,1.589032312278101,6.06142979659225,1.519900025881769
t7,4.4570571950241575,1.4400450980983888,2.8208228174558005,1.0283022306199268,4.662957542049129,1.7041934825062537,0.6361067698789773,0.6312987981625156,2.196056793591623,1.0775702877009512,11.761642655147217,1.730589797800397,8.151235188256138,1.7674888717152561,6.279939072264135,1.6543963808490112,7.4684455469379625,1.5895541940372504,6.145405911266941,1.5250410130367773
t8,4.888996369319673,1.477901642696569,3.3473417500422356,1.1883871806689341,5.249701876874015,1.734855711510738,0.6831589215782585,0.7005843165892311,2.5597965913799525,1.1279528658956282,14.139077103003316,1.8993228518749707,8.440782606714203,1.8000047249923559,5.610328510526447,1.7243335648824345,7.4706890489371105,1.5896877108786989,6.18687283295904,1.52570591073476
