,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,32211.49052258051,0.0,0.0,6247.921887314703,-6247.921887314642,0.0,20086.883997319703,0.0,849.5793800526851,-51448.79513905071,878522.7713400603,0.0,0.0,58368.094694438216,-58368.09469443904,0.0,16577.946214207353,0.0,1894.6419531389824,-893206.0756003318,22119.58587746985,0.0,0.0,7511.082942618902,-7511.082942618867,0.0,-2113.8470123873803,0.0,1638.1627968484925,-18367.576067437156,24311.69261153935,0.0,0.0,7697.018542344838,-7697.018542344869,0.0,-9387.013361977615,0.0,896.9678283785404,-14027.711420386255,282559.0289282069,0.0,0.0,31520.90511567937,-31520.905115679692,0.0,76465.06015583186,0.0,716.9064591785652,-358307.1826240625,31113.09454905171,0.0,0.0,7852.558555175801,-7852.558555175901,0.0,-11557.59577516266,0.0,2030.750049904396,-17524.748723187517,675739.9516992175,0.0,0.0,98248.67754009149,-98248.67754009982,0.0,40084.096775047154,0.0,1961.0382980265745,-713863.010175434,33939.736959113456,0.0,0.0,6174.965785125246,-6174.965785125271,0.0,127728.24188614839,0.0,1301.084299181461,-160366.89454528363,410932.21772653714,0.0,0.0,18212.045027638174,-18212.045027638174,0.0,-346433.9112494657,0.0,1566.5966602600804,-62931.709816014554,42496.42015039989,0.0,0.0,13302.86452915504,-13302.864529155024,0.0,88550.13837043037,0.0,1430.7045190815195,-129615.85400095176
t1,3.50767914094725,0,0,0.3933062343134144,-0.3839281458589213,0.0,8.881197338523302,0,0.18049503783394366,-12.21775953,117.44711139536071,0,0,0.5509737383513762,-0.34415713600637826,0.0,94.5800555633184,0,0.12061896093183763,-212.1133646,2.5569845716583863,0,0,0.5044192672944257,-0.4921899262767151,0.0,1.971005506225086,0,0.1783946778099379,-4.361824741,3.088800302504632,0,0,1.4408023090047664,-2.6976937075823653,0.0,1.527171748877211,0,0.027861633713173954,-3.331219019,35.93992723137382,0,0,3.3136938992642593,-0.24818766041829549,0.0,46.18616447209888,0,0.10289988222763656,-85.08869806,3.2833201051948664,0,0,0.4627333154443235,-0.37262789282172704,0.0,1.3746890219686885,0,0.5864395256952012,-4.161675024,92.32074894672566,0,0,29.044815099011345,-0.19799397802986812,0.0,48.98163599069428,0,0.6251856583103916,-169.5240204,3.7872415117365037,0,0,0.45927814546216716,-0.314959158780789,0.0,34.483862249301836,0,0.33242879762865274,-38.08299395,1.9607251623848376,0,0,0.41549037495541985,-0.393469046393612,0.0,13.451257413730136,0,0.4893488345857304,-14.94465507,6.0213055351824085,0,0,1.048524072135057,-0.27882881548735783,0.0,24.355445018276043,0,0.36602945001512693,-30.78041636
t2,3.509848790687079,0,0,0.410815623815426,-0.38652801112344537,0.0,8.835818036538443,0,0.15219490982638922,-12.21775953,117.40276249639871,0,0,0.5436999600947627,-0.3619625422776788,0.0,94.6340732598719,0,0.1052085739953457,-212.1133646,2.5573069302790836,0,0,0.46679506164228834,-0.4801524077154977,0.0,1.97493348565461,0,0.15705832876953243,-4.361824741,2.749498915177054,0,0,0.8646093266189006,-0.3461844039037205,0.0,0.11750971003122102,0,0.054214528832657566,-3.331219019,35.94526024258836,0,0,3.2912496683671035,-0.2554758919946075,0.0,46.20402433081712,0,0.09636028968703311,-85.08869806,3.2862863618660674,0,0,0.4581640066456921,-0.4281169221856041,0.0,1.199845808622262,0,0.3545042308574464,-4.161675024,92.34831191210395,0,0,28.82010172593899,-0.2027615582771907,0.0,48.97844353113246,0,0.42007521080702803,-169.5240204,3.789799398338843,0,0,0.44951629036806867,-0.4151060237524634,0.0,34.420928772157424,0,0.16214448702100318,-38.08299395,1.9605735481306157,0,0,0.40851848016804604,-0.39295134631863227,0.0,13.461259449506837,0,0.4927450613958818,-14.94465507,6.0215548950332,0,0,1.0440030475270374,-0.27864355292441784,0.0,24.372355616916014,0,0.37885364646088504,-30.78041636
t3,3.5089448687984,0,0,0.4042031442692168,-0.3814311103156934,0.0,8.837915377855253,0,0.15187275051609256,-12.21775953,117.23155548841007,0,0,0.5498065594371682,-0.35639315895650364,0.0,94.79159503646545,0,0.10319932526607734,-212.1133646,2.5573398300548655,0,0,0.47150202353716275,-0.4901607613773362,0.0,1.9806507458589713,0,0.15750709698238774,-4.361824741,2.7481011045394172,0,0,0.8465577403789661,-0.35659706510759365,0.0,0.14799314265097596,0,0.05483590337063583,-3.331219019,35.844886893112346,0,0,3.36948236336444,-0.25376647060625795,0.0,46.22651992740835,0,0.09842465318775931,-85.08869806,3.2895074969287497,0,0,0.4570097866348045,-0.5105698058532318,0.0,1.1302579576031488,0,0.2045304112224837,-4.161675024,92.26776646359491,0,0,28.71931723730838,-0.22730469110860738,0.0,49.02221920680785,0,0.2579778165116837,-169.5240204,3.7832599878397843,0,0,0.44576869012838194,-0.3955063715124444,0.0,34.40622872750651,0,0.156757083871328,-38.08299395,1.960636007978111,0,0,0.40559395056737296,-0.3924442418891375,0.0,13.466124378232935,0,0.4952550247984962,-14.94465507,5.974677747624277,0,0,1.0673575762666208,-0.27632118567399694,0.0,24.402479418175332,0,0.3877771963011532,-30.78041636
t4,3.506008607086489,0,0,0.39289946973585915,-0.39744162535720384,0.0,6.419319672142908,0,0.14657849951716242,-9.774207624,116.31690750495206,0,0,0.27451255706235655,-0.9760902806638236,0.0,54.1839463066073,0,0.10858438786765831,-169.6906917,2.5572601244773168,0,0,0.4668976132904771,-0.49750373288792515,0.0,1.1219675224258343,0,0.1591617342144796,-3.489459793,3.0864993606799023,0,0,1.1970213772877674,-2.3815314858966423,0.0,0.7920786065277992,0,0.029092643507711423,-2.664975215,35.18293814892358,0,0,0.3129849961223624,-0.764053364203919,0.0,33.44982725922733,0,0.11073858997834626,-68.07095845,3.290224968619335,0,0,0.4494435064528919,-0.5427974102472436,0.0,0.30689544920566303,0,0.17442649493970463,-3.329340019,91.75290116262224,0,0,0.5302819327560786,-0.34755615461993217,0.0,43.95062319788126,0,0.26703383854848584,-135.6192163,3.7685501759276576,0,0,0.4028931868162256,-0.4328286894511981,0.0,26.879634951137145,0,0.1518544643387484,-30.46639516,1.9602077574569603,0,0,0.401611959887538,-0.3934115368120715,0.0,10.485046738227338,0,0.49773085866874,-11.95572406,5.803086349710995,0,0,0.3915293801510513,-0.45749422951322494,0.0,19.303857218785225,0,0.41664562904310215,-24.62433309
t5,3.501063909060644,0,0,0.37559141248705863,-0.3845659233018768,0.0,4.000330026247985,0,0.16176370640268367,-7.330655718,115.23317969426432,0,0,0.26116219734683194,-1.17732208138451,0.0,13.06810937936212,0,0.11711038949743265,-127.2680188,2.557177507253882,0,0,0.4626894640561077,-0.5093654605885083,0.0,0.2759106596802301,0,0.16931732531065907,-2.617094845,2.7558774988573944,0,0,0.684367803443473,-0.43845149726594046,0.0,-0.9503879676702929,0,0.05267442527359121,-1.998731412,34.326139253242886,0,0,0.2686229453484731,-1.3720388296142816,0.0,17.9512020608396,0,0.12070658972567835,-51.05321884,3.2890414587497605,0,0,0.43397044140034835,-0.5403005305696746,0.0,-0.508956968984696,0,0.17674938650475733,-2.497005014,87.65491528288975,0,0,0.2965327801881303,-0.9004796446888932,0.0,14.95780773411815,0,0.29436395241557584,-101.7144122,3.753558402189987,0,0,0.37211391775986924,-0.4373835376900006,0.0,19.324405770585088,0,0.16289818275402165,-22.84979637,1.9595481109401167,0,0,0.3946108809625271,-0.39190633509398554,0.0,7.503950114281389,0,0.49940972599905065,-8.966793045,5.633213622830013,0,0,0.3216626248921249,-0.6216581292691961,0.0,13.556214021785525,0,0.4211823301475077,-18.46824981
t6,3.495578143927987,0,0,0.3993788528889868,-0.3579969014381902,0.0,1.5832153368221444,0,0.23307162010987692,-4.887103812,113.32332514545487,0,0,0.24554252901495682,-1.1954021572457303,0.0,-27.38620763734943,0,0.141912029783184,-84.84534585,2.5548795948606964,0,0,0.4544393951261748,-0.45871201011223317,0.0,-0.4901964010836348,0,0.31568068269981525,-1.744729896,2.730704152170521,0,0,0.595993621382984,-0.528525105312017,0.0,-1.4063622454824376,0,0.059322814667830515,-1.332487608,33.4394049537993,0,0,0.2596894458235891,-1.2893452614742178,0.0,1.763584260687757,0,0.13785416874557493,-34.03547923,3.287923588071761,0,0,0.4161967337775865,-0.5895850416374966,0.0,-1.240626285212742,0,0.20923898590805556,-1.664670009,76.14842558608203,0,0,0.29530480253949415,-1.3644249591298618,0.0,-6.937397931322926,0,0.33229934807771777,-67.80960815,3.741830019773391,0,0,0.3813043319521568,-0.44460762977567725,0.0,11.744972717780637,0,0.1903018596393085,-15.23319758,1.96023921166874,0,0,0.39675774927415264,-0.4043256951651267,0.0,4.524166419512843,0,0.4989756551995348,-5.97786203,5.498641416212139,0,0,0.30421344131074374,-0.727167389363551,0.0,7.655993387348333,0,0.41951431541661355,-12.31216654
t7,3.4880999260454875,0,0,0.33775021020679286,-0.36921766721612065,0.0,-1.9102433915936183,0,0.32461312435139295,-1.221775953,108.40002837412487,0,0,0.2086479060256347,-3.0423593774526143,0.0,-84.14368481936991,0,0.21129562323663675,-21.21133646,2.553242567920848,0,0,0.46559574775535595,-0.4302405687807953,0.0,-1.802915105565797,0,0.3495001672387285,-0.436182474,2.7217751423588328,0,0,0.5879658102514298,-0.44459428136981494,0.0,-2.4643861470409947,0,0.06763862210828939,-0.333121902,32.45343769302372,0,0,0.2386256895088078,-1.339377360036086,0.0,-22.665454238518414,0,0.17836197788698865,-8.508869806,3.276690282418191,0,0,0.41211831423150735,-0.3460176220841297,0.0,-2.173587588862482,0,0.7530358836121537,-0.416167502,62.051558202543966,0,0,0.22011140913358465,-2.6844195059402134,0.0,-42.08453263559714,0,0.5503154300491782,-16.95240204,3.7276165830975945,0,0,0.36257229384772516,-0.32133298217685785,0.0,0.47807019543337437,0,0.4386266951110031,-3.808299395,1.9574365611150113,0,0,0.4043981891087496,-0.39270390921546783,0.0,0.028057299187798534,0,0.5027226331050408,-1.494465507,5.394421998922277,0,0,0.295499576440571,-0.7998969357810166,0.0,-1.3874532583051478,0,0.4245297451857193,-3.078041636
t8,3.485405873062631,0,0,0.3540592308279036,-0.33542347231424946,0.0,-1.9312839710966632,0,0.3509817073886137,-1.221775953,107.6719133435378,0,0,0.2279293445130288,-1.631157131006516,0.0,-84.80820842271436,0,0.24914067423837766,-21.21133646,2.5528677657262895,0,0,0.4522333768531829,-0.4315357450473929,0.0,-1.753102921437038,0,0.3842800020043723,-0.436182474,2.7178053463609,0,0,0.5072841839848539,-0.41035111555816495,0.0,-2.407844151586482,0,0.07377236111009572,-0.333121902,32.090060004209434,0,0,0.23727688972136607,-1.1018330914342993,0.0,-22.515140713145662,0,0.20149328325992544,-8.508869806,3.2742478967735784,0,0,0.3883424965196524,-0.30845045049460507,0.0,-2.041784991626873,0,0.8961874490807529,-0.416167502,61.12586285735004,0,0,0.18550602908114366,-2.1620704857856463,0.0,-41.62854762802213,0,0.5683487325320102,-16.95240204,3.7230149375396513,0,0,0.36029345081462827,-0.3332752986887598,0.0,0.4624529350462113,0,0.4041866296205222,-3.808299395,1.9574878848252628,0,0,0.3988964922646254,-0.395738843603486,0.0,0.036676407031215774,0,0.5028564334266319,-1.494465507,5.339310102772708,0,0,0.2970164657485987,-0.7952521889881342,0.0,-1.3361201863129564,0,0.42691255712928455,-3.078041636
