,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,856.1943127696343,0.0,0.0,139.89562163275312,-139.89562163275275,0.0,4169.336823768521,0.0,75.81439841175963,-4949.716735156999,125306.82370783518,0.0,0.0,800.3938421984113,-800.393842198412,0.0,-39317.04308894609,0.0,57.407498019528,-85932.3731179,305.28988506262294,0.0,0.0,87.62205229661583,-87.62205229661717,0.0,1575.3800131877904,0.0,113.58675174701578,-1767.083143534,337.95367346629047,0.0,0.0,108.01974681810835,-108.01974681810857,0.0,1072.0578540302417,0.0,60.45226301313518,-1349.5592615139994,48101.72398895506,0.0,0.0,389.0926196625703,-389.0926196625698,0.0,-13610.73558294452,0.0,19.451151723142726,-34471.53725131799,1638.1772906841513,0.0,0.0,73.53087732721065,-73.53087732719942,0.0,19460.00850820773,0.0,19412.1882560295,-1685.9975398930003,98855.6609805028,0.0,0.0,646.7254949308184,-646.7254949308136,0.0,-20176.03415538869,0.0,10001.251001104707,-68678.37582104001,36829.17956555179,0.0,0.0,119.58726731271075,-119.58726731271081,0.0,47839.76086592201,0.0,69240.57714895681,-15428.363279546002,14661.944263037482,0.0,0.0,195.21299241727192,-195.21299241727198,0.0,-8601.034919029613,0.0,6.459739057465656,-6054.449601981,5011.218441186653,0.0,0.0,2029.8636127130533,-2029.8636127130694,0.0,7588.3036811914235,0.0,129.61373855966153,-12469.908380848998
t1,1.1899237891591152,0,0,0.08249164813368819,-0.019259550551112295,0.0,11.154590928095901,0,0.1899872813025858,-12.21775953,156.39503718723088,0,0,4.4099439124387665,-0.23713934977446532,0.0,51.548365564368986,0,0.002842710729919267,-212.1133646,0.4293630135371826,0,0,0.2296246351311339,-0.18026813621285293,0.0,3.8870728873526286,0,0.003967655273053486,-4.361824741,0.46921986429029,0,0,0.27038449863666436,-0.20110611817425803,0.0,2.7967645488231674,0,0.0040437710408423415,-3.331219019,54.39927947520914,0,0,0.2927752993880608,-0.022544542716587908,0.0,30.433594739362967,0,0.014406907708650005,-85.08869806,2.3445671261448857,0,0,0.070692077593427,-0.0123357863217094,0.0,49.46438027028368,0,47.70562866016524,-4.161675024,126.94532179975259,0,0,0.9162732752184755,-0.012175076555433768,0.0,76.37451516398042,0,34.69991475886114,-169.5240204,58.18115449428362,0,0,0.8359073057147919,-0.013657036521481886,0.0,135.14119851581717,0,156.0616093257583,-38.08299395,22.85530318154706,0,0,0.2759680868980866,-0.2103604070155862,0.0,-7.970579442712468,0,0.005676345182334962,-14.94465507,6.150353651633728,0,0,13.37045953123931,-0.03425707990070452,0.0,11.308776472990536,0,0.014916212427939377,-30.78041636
t2,1.192079789161442,0,0,0.05785179711786578,-0.028929959392904166,0.0,11.017755996175664,0,0.020998089527099327,-12.21775953,156.39706114621265,0,0,3.8522376361303454,-0.27654375147092247,0.0,52.143383735772325,0,0.002774163109343929,-212.1133646,0.4312898813731528,0,0,0.20077081425054033,-0.18502692129170964,0.0,3.9187724845115115,0,0.003981514308467909,-4.361824741,0.4716716546418795,0,0,0.23975583633855158,-0.22869899046436776,0.0,2.85243199649237,0,0.0039414744734433665,-3.331219019,54.40170916818689,0,0,0.23754731604886606,-0.027248048811112938,0.0,30.486284462584543,0,0.009594834474202393,-85.08869806,2.346676798778139,0,0,0.046539002810134525,-0.015431747773572292,0.0,49.48985137441869,0,47.70596040069873,-4.161675024,126.94746440295731,0,0,0.7411933432774117,-0.015290501305783718,0.0,76.53472876602363,0,34.68407560741719,-169.5240204,58.181832802366394,0,0,0.01809290479397307,-0.19078379347546465,0.0,85.4147833154897,0,105.34093127563918,-38.08299395,22.85706681291773,0,0,0.24183861410782664,-0.22467274464835718,0.0,-7.923895520585747,0,0.00568208825634591,-14.94465507,6.153069916286177,0,0,13.65957821245374,-0.034191136884474796,0.0,11.01669481499056,0,0.01473544331094462,-30.78041636
t3,1.1930427838098898,0,0,0.04767875582245035,-0.03225167934112291,0.0,11.027784347929877,0,0.018494674686051694,-12.21775953,156.39790562365863,0,0,3.8361082617722206,-0.27755974900779656,0.0,52.159717141185105,0,0.002806674071716908,-212.1133646,0.43214001869337676,0,0,0.1939167740793759,-0.19016452005370016,0.0,3.929946352564285,0,0.004013880748329668,-4.361824741,0.47301937867765886,0,0,0.23049084045916785,-0.2337445409283031,0.0,2.8653998481786997,0,0.003946503852201253,-3.331219019,54.402536046535424,0,0,0.20815664965134018,-0.02708486205881288,0.0,30.51472667054309,0,0.009636441135862803,-85.08869806,2.3476332932980655,0,0,0.03772885754239006,-0.016346086196598192,0.0,49.5006306163637,0,47.707971653472725,-4.161675024,126.94827556290063,0,0,0.4773461416607942,-0.01536759124747358,0.0,76.79731224416795,0,34.683545953946734,-169.5240204,58.18236686827355,0,0,0.019254619785592546,-0.11589465491453896,0.0,-13.117751082216719,0,6.88498179739302,-38.08299395,22.857913716164777,0,0,0.23386599588546542,-0.22965525174818652,0.0,-7.9117806487859905,0,0.005688737981172514,-14.94465507,6.1541399454698,0,0,13.848668806443989,-0.0340960080816046,0.0,10.826496746737556,0,0.01479312703470224,-30.78041636
t4,1.1934314518548343,0,0,0.041438141416764496,-0.035628048825220075,0.0,8.593796674670914,0,0.018830591582327694,-9.774207624,156.39786317464305,0,0,4.0346419719775035,-0.2790726301170845,0.0,9.540059119593636,0,0.0027999325629073013,-169.6906917,0.4324270245216611,0,0,0.17522955434559087,-0.202656026477069,0.0,3.088484663970187,0,0.004025419825387086,-3.489459793,0.47344846030601806,0,0,0.21190646127791016,-0.2422584396062739,0.0,2.2258317715742146,0,0.0039530350168454015,-2.664975215,54.402878534916994,0,0,0.18087991628474914,-0.027933131278886497,0.0,13.524912880324347,0,0.009779746712198356,-68.07095845,2.348228293360718,0,0,0.033145925798038954,-0.022621726858656103,0.0,44.72675734187101,0,43.75616981163594,-3.329340019,126.94880455490735,0,0,0.5575107292525774,-0.023345302948707843,0.0,8.168237320352722,0,0.03199099802822013,-135.6192163,58.182463121285394,0,0,0.019839646437639514,-0.0951186756952995,0.0,-23.45717664099665,0,4.1836122874965325,-30.46639516,22.858200084822183,0,0,0.23180184020702943,-0.23040320179614363,0.0,-10.89818140527484,0,0.0056932544230507195,-11.95572406,6.154162135259187,0,0,7.913832772533411,-0.034515260749133206,0.0,10.605752816200418,0,0.014899369708894616,-24.62433309
t5,1.1935233640963556,0,0,0.03703305515706977,-0.03976085580952162,0.0,6.168742603834985,0,0.02888244574387983,-7.330655718,156.39603873771225,0,0,4.808320779016844,-0.2812510985855662,0.0,-33.652387639842054,0,0.002701974768070268,-127.2680188,0.4304717383638506,0,0,0.14052883634876306,-0.23174558963125205,0.0,2.2818898696936927,0,0.004050006240083065,-2.617094845,0.47143903115001773,0,0,0.16121670645038275,-0.27905428431349527,0.0,1.6496034126897587,0,0.00447345044170657,-1.998731412,54.403113551211554,0,0,0.16623658504978195,-0.02880612729365587,0.0,-3.475172367023171,0,0.012152798409610524,-51.05321884,2.348350239123211,0,0,0.02963056087393528,-0.02503745338442514,0.0,42.88362060802636,0,42.739558937104015,-2.497005014,126.94881699469296,0,0,0.5234427571976624,-0.02806842211993102,0.0,-25.7087771950889,0,0.021001931147540658,-101.7144122,58.18245751076436,0,0,0.02020084275326581,-0.08672639924912884,0.0,-16.190339702396535,0,19.07579587833704,-22.84979637,22.858170956013517,0,0,0.2312648645489903,-0.22706548063258825,0.0,-13.889879040489117,0,0.00569825090580328,-8.966793045,6.15339150583421,0,0,2.183771748368535,-0.03489712104119337,0.0,10.181132253969142,0,0.0151485735956838,-18.46824981
t6,1.1930124232184636,0,0,0.03573455809298162,-0.019920925693461957,0.0,3.92086068345386,0,0.24258292353684108,-4.887103812,156.35845722902346,0,0,2.8297887977681486,-0.018060294474175283,0.0,-74.2443300069053,0,0.0805098718778093,-84.84534585,0.41485048177011263,0,0,0.08390299596552395,-0.04001582952764621,0.0,1.3047040546534225,0,0.01871180332640994,-1.744729896,0.44707259282787776,0,0,0.07099626669429616,-0.026999420715277084,0.0,1.0034804110674325,0,0.16206223833933703,-1.332487608,54.40254485225612,0,0,0.15492249728552515,-0.018936826287585144,0.0,-20.429466461708287,0,0.07358482801072085,-34.03547923,2.348181569703825,0,0,0.02859692351528747,-0.021222757152145093,0.0,47.01485210714026,0,47.70573783067291,-1.664670009,126.94847534838716,0,0,0.47472230314522035,-0.019038812757044707,0.0,-51.20745071432668,0,8.387099970912868,-67.80960815,58.18245583298192,0,0,0.021861241393475117,-0.04437140747039739,0.0,130.42277275635354,0,173.34952083972135,-15.23319758,22.858009506936355,0,0,0.38080766877613537,-0.18278238061698854,0.0,-17.072455318465156,0,0.005717443095275058,-5.97786203,6.151580614027422,0,0,0.06361142776378798,-0.06412827911052664,0.0,6.180579048089833,0,0.019476267235472015,-12.31216654
t7,1.1929024318462522,0,0,0.03288784993208885,-0.01686596828707674,0.0,0.2592960369767382,0,0.24644439393296247,-1.221775953,156.3541830065273,0,0,0.006436914948018348,-5.363828115263942,0.0,-129.58862298276998,0,0.19683235992865042,-21.21133646,0.41453618022724353,0,0,0.059282599383334855,-0.04937486170553087,0.0,0.03159935577066664,0,0.019860796140686206,-0.436182474,0.4467440969338606,0,0,0.05266738450140689,-0.025216904864273325,0.0,0.035332758314425505,0,0.17640542935041986,-0.333121902,54.40244625627379,0,0,0.185505223190671,-0.019311467426987573,0.0,-45.97483204814113,0,0.08493815436154087,-8.508869806,2.3481784701862325,0,0,0.02719991513629975,-0.02282224502456421,0.0,45.76970732527324,0,47.70609596003623,-0.416167502,126.94823843095926,0,0,0.3108520925496403,-0.016960827573912735,0.0,-75.5930851576564,0,34.69664249474324,-16.95240204,58.18238422226484,0,0,0.021255687668726913,-0.031565104435932516,0.0,118.99181853544445,0,173.35559394240397,-3.808299395,22.8562190932035,0,0,0.15806508500946717,-0.29888668590649103,0.0,-21.214862848239278,0,0.006069133532221031,-1.494465507,6.146467510333536,0,0,0.011926422887623831,-7.8674088575083765,0.0,4.934682467666745,0,0.14762590384455831,-3.078041636
t8,1.1929015509619816,0,0,0.031050035940312477,-0.01729568105138103,0.0,0.26167920877620504,0,0.2465591580921337,-1.221775953,156.35366151785678,0,0,0.006408154855238989,-5.363799562915965,0.0,-129.58776332969785,0,0.197170316560488,-21.21133646,0.4144715904485195,0,0,0.05226595426349023,-0.054509672079216885,0.0,0.05277133680378197,0,0.028816731901562025,-0.436182474,0.4467540937891403,0,0,0.04531813255466335,-0.026915452888203746,0.0,0.046219614478351476,0,0.17825448239899014,-0.333121902,54.40244642985599,0,0,0.26077843844298415,-0.0237836654354523,0.0,-46.045309451601035,0,0.08526194172748683,-8.508869806,2.347982192054032,0,0,0.026253471234199702,-0.01787659282520213,0.0,45.772088828856,0,47.71228039378454,-0.416167502,126.94823153089098,0,0,0.3044017362821398,-0.017204029252741615,0.0,-75.58657783502504,0,34.69644935936064,-16.95240204,58.18243824582443,0,0,0.02107185094684945,-0.031145569263600292,0.0,118.99185527424895,0,173.35592040322157,-3.808299395,22.85596356969364,0,0,0.17184170368801088,-0.2808604830636947,0.0,-21.246370829674873,0,0.006108450108225682,-1.494465507,6.145622995805556,0,0,0.011978328814439299,-7.867400439475979,0.0,4.952995316602837,0,0.16515456221183855,-3.078041636
