Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,115,173687,132586,74357
,,,,,,,,116,159671,128079,71432
,,,,,,,,117,147125,114501,61789
,,,,,,,,118,135650,106180,56907
,,,,,,,,119,126125,100622,53302
,,,,,,,,120,119504,97143,52722
,,,,,,,,121,118093,97009,52292
,,,,,,,,122,118436,96416,51377
,,,,,,,,123,120245,97717,51935
,,,,,,,,124,124075,100874,53520
,,,,,,,,125,134048,110378,59030
,,,,,,,,126,167305,148122,79424
,,,,,,,,127,186342,159781,88983
,,,,,,,,128,186519,154876,86662
,,,,,,,,129,174333,141233,78410
,,,,,,,,130,172911,143354,79444
,,,,,,,,131,171562,139419,77624
,,,,,,,,132,169462,137686,76670
,,,,,,,,133,166097,134558,74855
,,,,,,,,134,164790,133779,74328
,,,,,,,,135,169040,138136,76806
,,,,,,,,136,179641,147505,83088
,,,,,,,,137,195598,160805,91963
,,,,,,,,138,190244,149441,85378
,,,,,,,,139,168098,134526,76706
,,,,,,,,140,154497,130102,74231
,,,,,,,,141,143074,116300,63942
,,,,,,,,142,132372,107638,58348
,,,,,,,,143,123373,101905,54536
,,,,,,,,144,117735,97539,51577
,,,,,,,,145,116494,97210,51122
,,,,,,,,146,117292,96456,50250
,,,,,,,,147,119954,97778,50710
,,,,,,,,148,124584,100846,52191
,,,,,,,,149,135198,110298,57470
,,,,,,,,150,168683,150223,78163
,,,,,,,,151,187359,162434,87689
,,,,,,,,152,188640,157166,85230
,,,,,,,,153,176815,143301,76993
,,,,,,,,154,175518,145305,78354
,,,,,,,,155,173802,141547,76707
,,,,,,,,156,171709,139873,75627
,,,,,,,,157,167985,136886,73676
,,,,,,,,158,166320,136032,73302
,,,,,,,,159,170699,140359,75877
,,,,,,,,160,181125,149747,81920
,,,,,,,,161,196834,163204,90410
,,,,,,,,162,190857,152030,83803
,,,,,,,,163,169102,137103,75236
,,,,,,,,164,155547,132696,72606
,,,,,,,,165,144161,118512,62561
,,,,,,,,166,134226,109939,57462
,,,,,,,,167,126203,104453,53922
,,,,,,,,168,116273,97156,51786
,,,,,,,,169,110182,93460,49369
,,,,,,,,170,107948,91534,48111
,,,,,,,,171,108547,91861,48059
,,,,,,,,172,109864,91880,47889
,,,,,,,,173,113747,96815,50715
,,,,,,,,174,126600,106701,56157
,,,,,,,,175,132423,116067,62390
,,,,,,,,176,141350,125264,68077
,,,,,,,,177,148906,127385,69220
,,,,,,,,178,155210,129157,70084
,,,,,,,,179,155264,124285,67398
,,,,,,,,180,157208,125606,68350
,,,,,,,,181,156732,123906,67217
,,,,,,,,182,152165,118786,64254
,,,,,,,,183,151848,119130,64403
,,,,,,,,184,157957,125151,68003
,,,,,,,,185,166622,133356,72611
,,,,,,,,186,169212,128154,69481
,,,,,,,,187,168331,127133,68645
,,,,,,,,188,160652,121072,64758
,,,,,,,,189,153163,116751,62029
,,,,,,,,190,145372,109784,57434
,,,,,,,,191,139419,105297,54104
,,,,,,,,192,137805,100617,50715
,,,,,,,,193,136654,97040,48389
,,,,,,,,194,135812,94971,47231
,,,,,,,,195,137109,95270,47202
,,,,,,,,196,139110,95084,46911
,,,,,,,,197,143144,97622,48089
,,,,,,,,198,157612,105761,52103
,,,,,,,,199,165941,115259,58158
,,,,,,,,200,174055,125143,64105
,,,,,,,,201,178976,127322,66050
,,,,,,,,202,183077,129155,67133
,,,,,,,,203,178226,124465,64669
,,,,,,,,204,176983,125439,65637
,,,,,,,,205,175017,123449,64662
,,,,,,,,206,168993,117984,61891
,,,,,,,,207,167153,118573,62097
,,,,,,,,208,172124,124426,65510
,,,,,,,,209,181742,132216,70079
,,,,,,,,210,181976,128702,68491
,,,,,,,,211,179194,125786,67078
,,,,,,,,212,171580,119628,63055
,,,,,,,,213,163244,115089,59996
,,,,,,,,214,156173,109812,56623
,,,,,,,,215,149903,104900,53457
,,,,,,,,216,148727,103396,50255
,,,,,,,,217,149519,102823,49710
,,,,,,,,218,149643,102175,49055
,,,,,,,,219,151424,103206,49710
,,,,,,,,220,155522,106195,51341
,,,,,,,,221,165431,116121,56914
,,,,,,,,222,210982,162746,79379
,,,,,,,,223,233723,174734,88336
,,,,,,,,224,227519,167145,85727
,,,,,,,,225,209635,151475,77815
,,,,,,,,226,207551,152333,79217
,,,,,,,,227,203229,148421,77720
,,,,,,,,228,199119,146308,77053
,,,,,,,,229,194507,142391,75172
,,,,,,,,230,191191,140991,74813
,,,,,,,,231,193662,145167,77519
,,,,,,,,232,202984,154265,83427
,,,,,,,,233,220337,167786,91604
,,,,,,,,234,213997,156099,84963
,,,,,,,,235,191967,139929,76272
,,,,,,,,236,178636,135080,73505
,,,,,,,,237,165916,120372,63020
,,,,,,,,238,154996,111699,57872
,,,,,,,,239,146907,106270,54548
,,,,,,,,240,138733,103721,53599
,,,,,,,,241,136218,103142,53067
,,,,,,,,242,136503,102198,52100
,,,,,,,,243,138480,103320,52628
,,,,,,,,244,142436,106367,54199
,,,,,,,,245,152266,116047,59906
,,,,,,,,246,200705,160138,81608
,,,,,,,,247,221532,172052,91364
,,,,,,,,248,214248,165270,88681
,,,,,,,,249,199447,150047,80030
,,,,,,,,250,199180,151317,80761
,,,,,,,,251,196623,147374,78743
,,,,,,,,252,194052,145172,77931
,,,,,,,,253,190205,141052,75892
,,,,,,,,254,188261,139856,75352
,,,,,,,,255,192076,143779,77621
,,,,,,,,256,202403,152977,83698
,,,,,,,,257,219414,166689,92767
,,,,,,,,258,212859,155127,86109
,,,,,,,,259,191819,139454,77453
,,,,,,,,260,179640,134718,74912
,,,,,,,,261,167134,120268,64279
,,,,,,,,262,156469,111224,58805
,,,,,,,,263,148909,105601,54806
,,,,,,,,264,146722,101751,52178
,,,,,,,,265,147679,101331,51702
,,,,,,,,266,148839,100445,50725
,,,,,,,,267,151496,101490,51135
,,,,,,,,268,156835,104503,52550
,,,,,,,,269,168929,114039,57905
,,,,,,,,270,218625,155836,78405
,,,,,,,,271,239189,167197,87661
,,,,,,,,272,232077,161460,85374
,,,,,,,,273,216658,147117,77324
,,,,,,,,274,214770,148654,78575
,,,,,,,,275,209525,145048,76831
,,,,,,,,276,205427,142961,76039
,,,,,,,,277,200275,139263,74309
,,,,,,,,278,196858,138230,73934
,,,,,,,,279,200567,142388,76336
,,,,,,,,280,211742,151461,82456
,,,,,,,,281,230996,164679,91130
,,,,,,,,282,225241,153365,84528
,,,,,,,,283,204263,137887,75884
,,,,,,,,284,192287,133307,73282
,,,,,,,,285,179786,119231,62955
,,,,,,,,286,168936,110286,57536
,,,,,,,,287,161779,104863,53937
,,,,,,,,288,160498,101549,51309
,,,,,,,,289,162104,101209,50699
,,,,,,,,290,164621,100490,49813
,,,,,,,,291,168364,101706,50379
,,,,,,,,292,174654,104742,51878
,,,,,,,,293,187236,114287,57356
,,,,,,,,294,239628,156199,78150
,,,,,,,,295,261753,168311,87744
,,,,,,,,296,248656,162235,85781
,,,,,,,,297,226950,147920,78137
,,,,,,,,298,222702,149360,79415
,,,,,,,,299,214197,145296,78184
,,,,,,,,300,207422,143198,77496
,,,,,,,,301,200374,139526,76085
,,,,,,,,302,195749,138442,75924
,,,,,,,,303,198310,142790,78715
,,,,,,,,304,208656,152108,84994
,,,,,,,,305,228251,165651,93566
,,,,,,,,306,223030,154777,87099
,,,,,,,,307,203072,139560,78324
,,,,,,,,308,191790,135249,75774
,,,,,,,,309,179867,121025,65287
,,,,,,,,310,169828,111917,59561
,,,,,,,,311,163450,106524,55964
,,,,,,,,312,161953,104582,54818
,,,,,,,,313,164345,104709,53954
,,,,,,,,314,167179,103979,52803
,,,,,,,,315,171161,105195,53408
,,,,,,,,316,177413,108117,55110
,,,,,,,,317,189990,117693,61061
,,,,,,,,318,246845,161084,85545
,,,,,,,,319,267582,173551,96831
,,,,,,,,320,246964,166069,93679
,,,,,,,,321,220064,149728,84349
,,,,,,,,322,213618,150091,84050
,,,,,,,,323,203632,145112,82371
,,,,,,,,324,195909,142077,81512
,,,,,,,,325,188314,137746,79595
,,,,,,,,326,183064,135676,78906
,,,,,,,,327,184513,139172,81059
,,,,,,,,328,193482,148352,87358
,,,,,,,,329,211926,162813,96735
,,,,,,,,330,207198,151305,90337
,,,,,,,,331,187194,136323,81030
,,,,,,,,332,175838,131584,78533
,,,,,,,,333,164538,117486,67294
,,,,,,,,334,154826,108908,61521
,,,,,,,,335,148211,103232,57514
,,,,,,,,336,141103,94773,54567
,,,,,,,,337,136400,91159,52015
,,,,,,,,338,135967,88995,50740
,,,,,,,,339,137802,88919,50610
,,,,,,,,340,140160,88629,50377
,,,,,,,,341,145188,92621,53534
,,,,,,,,342,171555,102468,59162
,,,,,,,,343,177316,109660,66241
,,,,,,,,344,171654,117888,72037
,,,,,,,,345,167487,119844,73012
,,,,,,,,346,168231,121597,73384
,,,,,,,,347,160120,116403,70589
,,,,,,,,348,156336,117461,71351
,,,,,,,,349,152202,115317,70281
,,,,,,,,350,144475,110100,67111
,,,,,,,,351,141197,110340,66865
,,,,,,,,352,144652,115447,70408
,,,,,,,,353,153313,122226,75611
,,,,,,,,354,155312,118524,72004
,,,,,,,,355,154774,117755,71173
,,,,,,,,356,148186,111276,67507
,,,,,,,,357,140642,106948,64788
,,,,,,,,358,133041,100339,59793
,,,,,,,,359,127256,96271,56105
,,,,,,,,360,122043,92563,50965
,,,,,,,,361,118454,88833,48241
,,,,,,,,362,116800,86796,46807
,,,,,,,,363,117668,86981,46733
,,,,,,,,364,119175,86774,46552
,,,,,,,,365,122550,88889,47884
,,,,,,,,366,140033,97065,52512
,,,,,,,,367,144485,104980,59311
,,,,,,,,368,147088,113954,65782
,,,,,,,,369,149829,117295,68470
,,,,,,,,370,152673,119413,69721
,,,,,,,,371,148295,115286,67769
,,,,,,,,372,147109,116625,69221
,,,,,,,,373,145309,114618,68727
,,,,,,,,374,139270,109875,66060
,,,,,,,,375,136983,110435,66622
,,,,,,,,376,140867,115966,70219
,,,,,,,,377,148322,123177,74426
,,,,,,,,378,151167,120745,72762
,,,,,,,,379,150005,118800,71109
,,,,,,,,380,142455,112454,67163
,,,,,,,,381,134083,107915,64151
,,,,,,,,382,126335,102921,60925
,,,,,,,,383,120000,98738,57526
,,,,,,,,384,120812,98755,54398
,,,,,,,,385,122769,98908,53619
,,,,,,,,386,123907,98281,52782
,,,,,,,,387,126527,99729,53378
,,,,,,,,388,130928,102262,54670
,,,,,,,,389,139930,109263,58691
,,,,,,,,390,166774,128783,69454
,,,,,,,,391,183681,144179,80061
,,,,,,,,392,186456,145731,81862
,,,,,,,,393,176997,134519,75866
,,,,,,,,394,176351,137916,77337
,,,,,,,,395,174471,134402,75958
,,,,,,,,396,172205,132230,75222
,,,,,,,,397,168273,128591,73404
,,,,,,,,398,166027,127069,72768
,,,,,,,,399,169591,130747,74868
,,,,,,,,400,179281,139131,80418
,,,,,,,,401,195150,152118,88944
,,,,,,,,402,188559,139299,81412
,,,,,,,,403,165776,121981,70755
,,,,,,,,404,151130,115969,67220
,,,,,,,,405,142191,110768,63892
,,,,,,,,406,132521,105054,60073
,,,,,,,,407,123797,98936,55974
,,,,,,,,408,118547,95610,53046
,,,,,,,,409,116736,95225,52392
,,,,,,,,410,117178,94594,51524
,,,,,,,,411,119028,95363,51967
,,,,,,,,412,123048,97943,53348
,,,,,,,,413,133019,107001,58864
,,,,,,,,414,166516,144457,79755
,,,,,,,,415,183445,152156,89483
,,,,,,,,416,183599,146542,86500
,,,,,,,,417,171888,133298,77668
,,,,,,,,418,170431,135702,78481
,,,,,,,,419,169424,131521,76315
,,,,,,,,420,167774,129349,74923
,,,,,,,,421,164431,125962,73094
,,,,,,,,422,163018,124532,72363
,,,,,,,,423,167169,127768,74192
,,,,,,,,424,177660,136356,79662
,,,,,,,,425,193180,148724,87728
,,,,,,,,426,187501,137365,81018
,,,,,,,,427,164969,122168,72019
,,,,,,,,428,150851,117181,69051
,,,,,,,,429,139009,104609,59126
,,,,,,,,430,128023,97234,53985
,,,,,,,,431,118256,91420,50323
,,,,,,,,432,110700,86520,46262
,,,,,,,,433,108853,86244,45668
,,,,,,,,434,108617,85619,44963
,,,,,,,,435,110208,86659,45602
,,,,,,,,436,113776,89297,47084
,,,,,,,,437,123050,97862,52097
,,,,,,,,438,151416,126094,69039
,,,,,,,,439,171882,138379,77916
,,,,,,,,440,175776,136409,76746
,,,,,,,,441,166312,125277,70198
,,,,,,,,442,166041,128548,72254
,,,,,,,,443,167332,126676,71218
,,,,,,,,444,166693,125150,70851
,,,,,,,,445,164893,122602,69590
,,,,,,,,446,164832,122186,69499
,,,,,,,,447,169799,126511,72282
,,,,,,,,448,180623,135032,77984
,,,,,,,,449,195234,146495,85293
,,,,,,,,450,190267,136191,79005
,,,,,,,,451,167398,121147,70025
,,,,,,,,452,153073,115746,66662
,,,,,,,,453,141502,104215,57849
,,,,,,,,454,130035,97089,53254
,,,,,,,,455,120329,91548,49918
,,,,,,,,456,114153,88663,49009
,,,,,,,,457,111786,88875,48758
,,,,,,,,458,112200,88509,48103
,,,,,,,,459,114509,90095,48830
,,,,,,,,460,118700,93223,50443
,,,,,,,,461,128739,102418,55886
,,,,,,,,462,158514,134586,74170
,,,,,,,,463,179614,146535,83982
,,,,,,,,464,183961,143863,82351
,,,,,,,,465,174742,132594,74874
,,,,,,,,466,174425,135950,76650
,,,,,,,,467,175093,133728,75306
,,,,,,,,468,174765,132406,74675
,,,,,,,,469,172823,130040,73294
,,,,,,,,470,172314,129531,73168
,,,,,,,,471,177577,134063,75953
,,,,,,,,472,188773,143001,81880
,,,,,,,,473,204425,155537,90269
,,,,,,,,474,199061,145148,83675
,,,,,,,,475,176939,130256,74765
,,,,,,,,476,163149,125623,71866
,,,,,,,,477,151300,112913,61990
,,,,,,,,478,140147,105276,56961
,,,,,,,,479,130997,99513,53516
,,,,,,,,480,124266,93712,50039
,,,,,,,,481,124137,93466,49618
,,,,,,,,482,124506,92824,48685
,,,,,,,,483,127005,93893,49224
,,,,,,,,484,131430,96836,50868
,,,,,,,,485,141358,106706,56352
,,,,,,,,486,174280,144206,76477
,,,,,,,,487,197703,157828,85812
,,,,,,,,488,200864,154930,84228
,,,,,,,,489,189774,143268,76878
,,,,,,,,490,188907,144597,78831
,,,,,,,,491,188456,142897,77803
,,,,,,,,492,186538,142217,77228
,,,,,,,,493,183629,139834,75884
,,,,,,,,494,182403,139511,75865
,,,,,,,,495,186626,144777,78832
,,,,,,,,496,197184,154630,85105
,,,,,,,,497,213682,168011,93513
,,,,,,,,498,208233,158970,87134
,,,,,,,,499,185835,143727,78599
,,,,,,,,500,172343,138897,76088
,,,,,,,,501,160628,125388,65633
,,,,,,,,502,149761,116684,60401
,,,,,,,,503,141079,111248,57076
,,,,,,,,504,134846,104347,55046
,,,,,,,,505,129393,100406,52403
,,,,,,,,506,127867,98075,50962
,,,,,,,,507,128959,98068,50812
,,,,,,,,508,130365,97939,50664
,,,,,,,,509,134161,103470,54078
,,,,,,,,510,149024,113561,59924
,,,,,,,,511,159077,123647,67181
,,,,,,,,512,165694,133648,73413
,,,,,,,,513,168348,136398,74891
,,,,,,,,514,172496,137437,75366
,,,,,,,,515,167708,132712,73383
,,,,,,,,516,165655,134000,74720
,,,,,,,,517,162928,132280,73934
,,,,,,,,518,156175,126927,70969
,,,,,,,,519,153039,126443,70876
,,,,,,,,520,156410,132697,74627
,,,,,,,,521,165512,141832,79935
,,,,,,,,522,167241,135510,76145
,,,,,,,,523,166890,134330,75491
,,,,,,,,524,160626,128150,71734
,,,,,,,,525,153282,123471,68762
,,,,,,,,526,146103,115754,63407
,,,,,,,,527,140882,110495,59594
,,,,,,,,528,138783,104053,54979
,,,,,,,,529,137067,99836,52070
,,,,,,,,530,136919,97385,50523
,,,,,,,,531,139168,97340,50187
,,,,,,,,532,142099,97174,50005
,,,,,,,,533,147452,99904,52142
,,,,,,,,534,167520,108345,56987
,,,,,,,,535,177444,118146,63587
,,,,,,,,536,173981,128809,70617
,,,,,,,,537,171225,131697,73087
,,,,,,,,538,172400,132866,73765
,,,,,,,,539,164268,128606,72594
,,,,,,,,540,160739,130009,74341
,,,,,,,,541,156681,128164,73790
,,,,,,,,542,149059,122934,71202
,,,,,,,,543,145692,122856,71414
,,,,,,,,544,148872,128915,75093
,,,,,,,,545,157931,137503,79934
,,,,,,,,546,160182,133896,77749
,,,,,,,,547,159997,131409,75242
,,,,,,,,548,153844,125393,70758
,,,,,,,,549,146168,120492,67581
,,,,,,,,550,139512,114947,63381
,,,,,,,,551,134585,109401,59081
,,,,,,,,552,134834,109238,54200
,,,,,,,,553,138164,108158,53042
,,,,,,,,554,140617,107140,51732
,,,,,,,,555,144339,108284,51698
,,,,,,,,556,150227,111097,53161
,,,,,,,,557,162902,120944,59457
,,,,,,,,558,213745,172546,87940
,,,,,,,,559,227675,188147,102555
,,,,,,,,560,212941,179603,100682
,,,,,,,,561,192221,161809,91486
,,,,,,,,562,187219,157973,89419
,,,,,,,,563,180911,152874,87935
,,,,,,,,564,175905,150263,87151
,,,,,,,,565,170645,146076,85084
,,,,,,,,566,167178,144167,84420
,,,,,,,,567,170100,146692,86384
,,,,,,,,568,179975,155793,93187
,,,,,,,,569,196577,171646,103026
,,,,,,,,570,191297,161345,97468
,,,,,,,,571,170285,144096,84872
,,,,,,,,572,157138,139518,81289
,,,,,,,,573,145114,123761,67380
,,,,,,,,574,134699,113488,60313
,,,,,,,,575,126798,107169,56016
,,,,,,,,576,121797,102972,54840
,,,,,,,,577,120799,102056,53751
,,,,,,,,578,121344,101071,52907
,,,,,,,,579,123266,101773,53365
,,,,,,,,580,127266,104300,54778
,,,,,,,,581,137529,113788,60454
,,,,,,,,582,173358,157709,86140
,,,,,,,,583,190577,167488,98224
,,,,,,,,584,189475,160084,95688
,,,,,,,,585,177599,144803,86406
,,,,,,,,586,176206,145445,85592
,,,,,,,,587,174358,140872,83564
,,,,,,,,588,172459,138488,82531
,,,,,,,,589,169052,134972,80342
,,,,,,,,590,167240,133305,79578
,,,,,,,,591,171378,136528,81471
,,,,,,,,592,181804,145244,87502
,,,,,,,,593,197532,158006,96748
,,,,,,,,594,191233,146018,90629
,,,,,,,,595,168977,130670,80391
,,,,,,,,596,154966,125650,77650
,,,,,,,,597,142979,111496,65901
,,,,,,,,598,131989,102919,59787
,,,,,,,,599,122736,96708,55743
,,,,,,,,600,116852,94498,53460
,,,,,,,,601,115414,93952,52640
,,,,,,,,602,115544,93013,51812
,,,,,,,,603,117297,93615,52290
,,,,,,,,604,121048,96217,53761
,,,,,,,,605,130748,105153,59334
,,,,,,,,606,162208,142462,81460
,,,,,,,,607,182041,150126,91128
,,,,,,,,608,183872,145633,88289
,,,,,,,,609,173208,133475,79744
,,,,,,,,610,172526,136084,80273
,,,,,,,,611,172489,132842,78121
,,,,,,,,612,170797,131341,77071
,,,,,,,,613,167841,128267,75211
,,,,,,,,614,166763,127796,74656
,,,,,,,,615,171188,131633,76717
,,,,,,,,616,181788,140219,82350
,,,,,,,,617,197508,152014,90613
,,,,,,,,618,192794,140337,83885
,,,,,,,,619,170695,125209,74783
,,,,,,,,620,157185,120097,71766
,,,,,,,,621,145996,107505,61583
,,,,,,,,622,135330,99954,56267
,,,,,,,,623,126479,94230,52392
,,,,,,,,624,124369,92475,49330
,,,,,,,,625,124372,92390,48783
,,,,,,,,626,126288,91858,48092
,,,,,,,,627,129703,92886,48618
,,,,,,,,628,134898,95753,50032
,,,,,,,,629,146680,104848,55131
,,,,,,,,630,182056,138845,73359
,,,,,,,,631,202144,149258,82390
,,,,,,,,632,201023,145884,80940
,,,,,,,,633,186901,134037,74098
,,,,,,,,634,183778,136648,75823
,,,,,,,,635,179502,133692,74569
,,,,,,,,636,175758,132345,74040
,,,,,,,,637,170562,129199,72413
,,,,,,,,638,167344,128680,72235
,,,,,,,,639,170537,132896,74906
,,,,,,,,640,180088,141557,80560
,,,,,,,,641,196224,153727,88270
,,,,,,,,642,191057,142411,81687
,,,,,,,,643,170146,127775,72748
,,,,,,,,644,157799,123065,69811
,,,,,,,,645,146475,110405,60320
,,,,,,,,646,136626,102645,55387
,,,,,,,,647,129139,97140,51951
,,,,,,,,648,124112,94949,51762
,,,,,,,,649,124211,95067,51422
,,,,,,,,650,125688,94607,50691
,,,,,,,,651,128667,95809,51270
,,,,,,,,652,133709,98670,52838
,,,,,,,,653,144844,107923,58334
,,,,,,,,654,180145,143679,78068
,,,,,,,,655,196780,154442,87315
,,,,,,,,656,193050,149999,85096
,,,,,,,,657,176591,137093,77223
,,,,,,,,658,172688,139652,78603
,,,,,,,,659,168960,136229,76804
,,,,,,,,660,165401,134690,75823
,,,,,,,,661,161038,131662,74021
,,,,,,,,662,158882,130899,73649
,,,,,,,,663,162592,135091,76076
,,,,,,,,664,172443,143724,81893
,,,,,,,,665,187171,156005,90145
,,,,,,,,666,181695,144747,83433
,,,,,,,,667,159983,130188,74518
,,,,,,,,668,146656,125752,71731
,,,,,,,,669,135913,112717,61917
,,,,,,,,670,126160,104597,56715
,,,,,,,,671,117880,99156,53202
,,,,,,,,672,109665,93021,50178
,,,,,,,,673,103606,89864,47885
,,,,,,,,674,102251,88094,46733
,,,,,,,,675,103262,88378,46858
,,,,,,,,676,105094,88435,46651
,,,,,,,,677,109468,92960,49296
,,,,,,,,678,123782,102597,54993
,,,,,,,,679,127146,109716,60947
,,,,,,,,680,131558,117760,66194
,,,,,,,,681,133905,118868,67225
,,,,,,,,682,136534,120524,68303
,,,,,,,,683,133739,114973,65330
,,,,,,,,684,134041,115895,66262
,,,,,,,,685,133061,113681,65270
,,,,,,,,686,128616,108100,62517
,,,,,,,,687,127199,108060,62858
,,,,,,,,688,131417,112793,66160
,,,,,,,,689,136942,119430,70352
,,,,,,,,690,139833,115797,67691
,,,,,,,,691,138873,115138,66985
,,,,,,,,692,130466,108082,62974
,,,,,,,,693,120804,103738,60342
,,,,,,,,694,111218,97233,55970
,,,,,,,,695,103295,93138,53150
,,,,,,,,696,96585,87089,49475
,,,,,,,,697,92092,83522,47052
,,,,,,,,698,89810,81756,45862
,,,,,,,,699,90309,81852,45897
,,,,,,,,700,91831,81497,45526
,,,,,,,,701,94963,83280,46596
,,,,,,,,702,106560,91716,51070
,,,,,,,,703,111350,99314,57013
,,,,,,,,704,119160,108398,63093
,,,,,,,,705,125144,112453,65682
,,,,,,,,706,129188,115516,67390
,,,,,,,,707,128531,111723,65522
,,,,,,,,708,130339,113722,66851
,,,,,,,,709,130556,112499,66280
,,,,,,,,710,126861,108054,63876
,,,,,,,,711,125845,109140,64818
,,,,,,,,712,130506,114654,68681
,,,,,,,,713,136300,120764,72993
,,,,,,,,714,139752,119342,71392
,,,,,,,,715,138764,118210,69976
,,,,,,,,716,130050,111885,65967
,,,,,,,,717,119917,107176,63038
,,,,,,,,718,109975,102371,59768
,,,,,,,,719,101313,98513,56720
,,,,,,,,720,99727,100071,53936
,,,,,,,,721,99532,99842,53230
,,,,,,,,722,100309,99204,52172
,,,,,,,,723,103158,100580,52709
,,,,,,,,724,108215,103754,54492
