t,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
892,1874.5295759999997,0.0,5.443473780296505e-14,7.462009800399267e-14,2.3869052867204765e-14,6.575280843020944e-14,2.6566786446836778e-14,2.857039097529967e-14,1.139785293614042e-12,17770.208000000006,943.7342015076,68.076567639288,0.0,4729.48,0.0,4.2983118520286695e-14,5.43649684837777e-14,1.3011754162462402e-14,2.3689109826646337e-14,2.827270671689209e-14,3395.6999999999994,1.3443187625260275e-12,1021.308080387,505.982608223738,0.0,7430.30762,0.0,5.97981295780575e-14,5.2839825806700564e-14,6.762303620380247e-14,3.404606676891652e-14,2.800562521654916e-14,2.6661405774730412e-14,33632.287999999986,2228.0,83.54345400606,0.0,3.1723735072206726e-12,6.486497030826293e-14,2.5321041713163196e-14,8.353437943606971e-14,2.6774912409640383e-13,9.806883504259639e-13,6.542752420003797e-14,2.619743649064393e-14,8.012511952625669e-14,2.2633651929665913e-13,7.055236504106823e-13,6.32675029351037e-14,2.5267574947129675e-14,8.200554983587314e-14,2.2798903662095184e-13,1.1922290680095866e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31854.529653882,1.7212662846800648e-13,5.871937206305406e-15,15041.499148958988,35598.550486772,7.285163803411772e-15,2.2562597776741818e-14,3775.2454937593366,3.66149534003002e-15,6.023257104294921e-14,3.312780468630919e-14,33471.100544098,28541.294209866,3.567128515221739e-14,8083.442216944503,1.781153878430855e-14,1.9556794373178842e-12,2824.9147380976965,1.4083693458115213e-13,35101.18922857,1.6970482518237185e-13,1225.4185761809874
893,2107.442682,0.0,8.473146724002053e-14,1.7656544125119778e-13,2.803251570562551e-14,1.2318463412695185e-13,3.2743654557021564e-14,3.629247974967822e-14,1.2020126118554328e-12,17770.207999999995,888.9723158075998,67.98678508997999,0.0,4729.48,0.0,5.749280089038774e-14,8.076106467536606e-14,1.4042836492573179e-14,2.8786359840959414e-14,3.526718756508394e-14,3395.7,1.2906058754916835e-12,1049.9911947365003,505.939163631604,0.0,8353.534465,0.0,9.001910845785444e-14,7.314456656525286e-14,1.0775695617737043e-13,4.108986593892742e-14,3.4193725166213594e-14,3.27605293899514e-14,33632.28799999997,2228.0,83.48392451895,0.0,5.308269121074224e-12,2.589975518359442e-13,3.453360659649267e-14,7969.91577702132,2.8361411545545533e-13,1.2874766489554245e-12,3.040268831592419e-13,3.711174023392666e-14,1416.8368111823838,2.402791694312138e-13,1.6710071058265105e-12,3.18323986261964e-13,3.4202697871436425e-14,1.4026262605425255e-13,2.4150624757220966e-13,1.3917183726645673e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33237.334524914,2.4314053755275015e-13,9.005941003483354e-15,12994.443615024491,33871.543606628,4.495982362879157e-15,1.0129088743174061e-14,3507.2562391764045,6.640324750391228e-15,6.62739392632172e-14,2.785828348508065e-14,29709.074957786,29721.456635770002,3.5044322719691145e-14,8095.9518244681685,1.4815125879333527e-14,1.5004113583478304e-12,2536.7937915754806,1.4519213017572415e-13,38668.16194048,1.4142533136821823e-13,1234.1954972350788
894,2340.355788,0.0,9.537169754077612e-14,2.1293803089814198e-13,2.918540744515171e-14,1.423605809333819e-13,3.529107431005229e-14,3.900202514940898e-14,1.2125812811932089e-12,17770.208000000002,838.2863114603999,67.90887961322399,0.0,4729.48,0.0,6.616853556300848e-14,9.812139960407044e-14,1.458861353883812e-14,3.1517269452721916e-14,3.90900157078386e-14,3395.6999999999994,1.3704148174993592e-12,1111.5737297204996,505.89822085248204,0.0,9276.76131,0.0,1.0107199735620502e-13,8.180934614739935e-14,1.2360192676418422e-13,4.4303299728428004e-14,3.687612638336445e-14,3.4805491102795925e-14,33632.28800000001,2227.9999999999995,83.416520090705,0.0,5.323538293029979e-12,3.0811058354608265e-13,3.425897346257361e-14,52499.98491035829,2.848133845954855e-13,1.3000094543442374e-12,3.4351295173897624e-13,3.6622891247477445e-14,35794.0367208257,2.4137684449374717e-13,1.694095848128346e-12,4.91779388779659e-13,3.606685994138155e-14,1854.7512256381606,2.427628276455106e-13,1.3012361766515033e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.739347196845785,0.0,0.0,0.0,0.0,33505.144657842,2.751402693790021e-13,1.2100118740507806e-14,11330.893269050934,33016.749105431,1.9300614843864005e-15,2.960553419989687e-15,3523.855849808925,1.2164951247701233e-14,6.43604561500614e-14,3.007076233629632e-14,26463.158163596003,31026.143529592,2.5030254261247672e-14,7978.984412693572,1.5270653787374638e-14,1.3197958317366907e-12,2444.443349553834,1.373386044820207e-13,42807.23346554,8.235427755616661e-14,1267.6757795265441
895,2573.268894,0.0,1.0339380226987915e-13,2.3403238106795284e-13,3.023756446239742e-14,1.5649541825128142e-13,3.6935257597336534e-14,4.0826793686991975e-14,1.203504901339848e-12,17770.208,798.1833156048,67.825526068476,113.3666552998,4729.48,0.0,7.024506824344597e-14,1.047521374308211e-13,1.4883664889725334e-14,3.274506947729206e-14,4.0790909196138913e-14,3395.7,1.4125505955068896e-12,1168.0078489585,505.868870864008,97.11176363279998,10199.988155000001,0.0,1.1039400757840815e-13,8.795247981766432e-14,1.3384227101677536e-13,4.659416812423198e-14,3.871420954718016e-14,3.632110762293748e-14,33632.288000000015,2228.0,83.36447795758501,119.0787013948,5.3280067804233545e-12,3.3365219647104364e-13,3.7807318440342115e-14,60898.75621215466,2.856158462648527e-13,1.3036050068975755e-12,3.5834109623221457e-13,4.079295214862866e-14,35917.272581871825,2.4212789328610293e-13,1.700109730989571e-12,5.134913660610573e-13,3.942302398303271e-14,3338.153094916763,2.431072205688836e-13,1.3050711784725128e-13,3.3806452951345493e-14,2509.0181155585574,8.239264036233484e-16,0.0,7.174245119875804e-15,1097.1388716945378,9.084392353466397e-15,247.7498665381834,1349.7229439003834,1.0149852905750625e-12,14130.402288979,0.0,3.8341945524550535e-15,1.2889379780709739e-13,4.562333868910431e-15,6.411101977380342e-14,7.666272390753973e-14,1617.9348484746135,1.901170772860222e-14,3.400670749028916e-15,2676.545604495,8.468397539024131e-16,34738.68664552,3.1498961301758185e-13,1.489037375116242e-14,10905.951411772754,35759.904758214005,1.392403949878937e-15,1.383531546047617e-15,3644.950000864723,1.893016515897803e-14,6.179537473929367e-14,6.669671154019284e-14,23827.804543221002,31384.951016876,1.7969793717525745e-14,8122.591775014832,2.052590060481137e-14,1.4154874052009556e-12,2343.7444498102413,1.3115992366942867e-13,45963.96275911,3.380751771830849e-14,1369.915438941684
896,2806.182,0.0,9.705862484760995e-14,1.860523044073587e-13,2.9888559014848906e-14,1.361968150331834e-13,3.6564757621255175e-14,4.020570382413358e-14,1.193898145500257e-12,17770.208000000013,750.2198857835999,67.73619397071599,660.1847972962,4729.48,0.0,7.020648380494767e-14,1.0048501755772488e-13,1.4959700184452344e-14,3.266410816524209e-14,4.0586985968163045e-14,3395.6999999999994,1.3936967483426317e-12,1135.3929274944999,505.81184404753,310.6312280567999,11123.215,0.0,1.08688972298616e-13,8.875869684970433e-14,1.3474290653525314e-13,4.7208414621685e-14,3.893273876135551e-14,3.649028277313149e-14,33632.28800000001,2227.9999999999995,83.30494872036999,913.7311364230001,5.32911741767631e-12,3.15876662369133e-13,3.814950784570664e-14,7969.600693428713,2.8581517795599523e-13,1.302929073817396e-12,2.732078739651695e-13,3.878904697470761e-14,6.060766333095053e-14,2.416841845975244e-13,1.699134626726044e-12,3.920077965854306e-13,3.839947559839572e-14,5.1804286083313344e-14,2.426287574233163e-13,1.3460292732218429e-13,9.536607808854335e-13,11072.499295051522,6.9279721731182276e-15,8.745834807202735e-15,4.3512823629249703e-13,6813.036898520356,8.74010830734278e-14,4149.601241209883,6202.944081740694,5.287728736194696e-12,66578.766945124,3.4668204200358187e-15,3.5040651680545643e-14,7.1700347033922e-13,7.746443830864507e-14,1.9993735096083585e-13,2.32366024872175e-13,5391.335640996105,7.806351608051851e-14,1.1277514729733707e-14,4536.239273433,6.7475613875797575e-15,34522.565289836,3.0709873466463756e-13,1.8690643829832584e-14,11410.107987325166,40379.33008382,8.2751414290902e-16,1.5803992240083651e-15,3902.592946103937,2.7765878419531567e-14,5.6251780789265555e-14,1.2893382638814934e-13,22640.215489423,29704.572748014,1.222320163046422e-14,7925.860352301715,2.8849274786678893e-14,1.4566758334147503e-12,1982.8831908573677,1.2497460272971324e-13,45405.304138315005,1.4360513082881063e-14,1392.424297053595
897,2806.182,0.0,9.527660884792671e-14,1.7287647109036035e-13,2.9788708663814137e-14,1.3059460010804217e-13,3.6160949740470486e-14,3.98856870341344e-14,1.1904137374852583e-12,17770.208000000006,457.57506052559995,67.64457933939599,1028.6127208074,4729.48,0.0,7.030259652081067e-14,9.894253498338674e-14,1.4980231401708183e-14,3.251995009482262e-14,4.041757121335034e-14,3395.6999999999994,1.3934356654924592e-12,833.8201851550001,505.78971326665,505.38767689199994,11123.215,0.0,9.814142018339728e-14,8.496298054425765e-14,1.2599085037385064e-13,4.628431674010553e-14,3.7781075112805645e-14,3.5218539955671847e-14,33632.288,2227.9999999999995,83.24574359697,1701.6553214724,5.323371194772372e-12,1.6151876474670976e-13,3.3904017064614513e-14,3.4687461608518894e-14,2.849811922770787e-13,1.3004629969820723e-12,1.8390061264375568e-13,3.631895104463487e-14,3.2730745798626916e-14,2.415627650989096e-13,1.6973090176897772e-12,2.387008715167478e-13,3.6185821643944617e-14,3.040483905577842e-14,2.4234206945264933e-13,1.2607015596050696e-13,2.5727761941832567e-12,20584.293119698545,1.4457696616911878e-14,2.13621554918555e-14,8.109375277345484e-13,11617.7937155726,1.0902766513827061e-13,11396.534756268722,7605.894656479163,6.608866664732882e-12,84313.9223349,1.530702027573056e-14,7.481095458394365e-14,1.0088007484063517e-12,1.6242237100272339e-13,3.672372500851293e-13,3.373354224165708e-13,7476.298782307203,1.5907713203762571e-13,2.958627458997686e-14,7447.163026275,2.3388628242287062e-14,30105.111615851998,3.404245019770441e-13,1.4127572167462846e-14,10098.838306190599,47348.773959123,3.435590441678533e-16,2.3813297003986923e-15,3566.9269004740763,1.429212070430118e-14,2.1591304965511555e-14,5.652273565756243e-14,14738.225241194,20640.51663215,3.5545337843245946e-15,4121.5982968686785,1.4234082841818378e-14,8.56079432253778e-13,1115.9151567426898,8.520831803777148e-14,34430.77791571,4.201075992906063e-15,1174.0295618974333
898,2806.182,0.0,9.69335931321641e-14,1.761537706713218e-13,3.000926229582019e-14,1.3311967432147002e-13,3.618731235560816e-14,4.016296975263208e-14,1.1840553699182097e-12,17770.207999999984,298.9916682684,67.56235231842,1074.3098586282,4729.48,0.0,7.1531198822863e-14,1.010866616674862e-13,1.504475327740559e-14,3.2761641498697725e-14,4.084980150576185e-14,3395.6999999999994,1.3937658387607124e-12,664.604132113,505.76320890271603,571.613341656,11123.215,0.0,9.813467379996521e-14,8.50676679564629e-14,1.2578801207575815e-13,4.6252957241719164e-14,3.754264415396062e-14,3.520976295210559e-14,33632.28799999999,2228.0,83.18646200570001,2095.1596172892,5.321979813192584e-12,1.5630263107898263e-13,3.494466919066302e-14,3.394031969159219e-14,2.8500351466469426e-13,1.3006628124686235e-12,1.80887948843105e-13,3.756657794541795e-14,3.11780085330469e-14,2.4170393217487347e-13,1.6981952851577869e-12,2.3699679748348426e-13,3.7478367709194365e-14,814.7711793020383,2.423326972983075e-13,9.674327069942309e-14,3.0473723290250087e-12,35020.90592225641,2.5036062414463356e-14,4.1255314950072915e-14,6.234168732525058e-13,13630.949868757598,1.0144506473456553e-13,15227.506831425797,6475.735291336457,6.246461806404469e-12,69998.9131512,3.183950388536196e-14,9.736005857036454e-14,8.935654042974937e-13,1.8777447629258308e-13,4.568981528497652e-13,3.9732636223287297e-13,7065.356201290182,1.8292426074483e-13,4.600319115348009e-14,9721.223180351999,3.9679077370250866e-14,23874.819823998,4.1050335864658017e-13,9.925300580700836e-15,8079.055192616992,52932.865200124004,9.552545086942528e-16,0.0,3178.8295224185968,4.267727075295991e-14,1.5891758500278062e-14,4.6669725546816554e-14,6655.304793046,15467.483318921999,2.718254898738891e-15,2893.005479661621,1.4001190502533165e-14,6.659601917815699e-13,772.821637033876,7.090414741023927e-14,26714.485569415,9.108859595313979e-15,1183.2836212570053
899,2806.182,0.0,9.850574377573161e-14,1.7971517610259541e-13,3.016302799205649e-14,1.3565259230770942e-13,3.634720934392631e-14,4.0445895517204366e-14,1.2051150568134138e-12,17770.208000000006,305.2631503668,67.481292891024,1121.1095973802,4729.48,0.0,7.260319482161472e-14,1.0301074160884547e-13,1.5104023000893166e-14,3.299868363522396e-14,4.121976604147439e-14,3395.699999999999,1.4109251409813844e-12,698.9568377625001,505.71976347608796,579.7181833295999,11123.215,0.0,9.813934898630565e-14,8.473436535997301e-14,1.2542548310022705e-13,4.6131135724082234e-14,3.739268937437923e-14,3.5182760081432044e-14,33632.28799999998,2228.0,83.134496590345,2238.2089792496004,5.319380390721316e-12,1.5531210579534263e-13,3.539370333883137e-14,3.339066433362768e-14,2.849882137925329e-13,1.3006563450613904e-12,1.8237568417935475e-13,3.8224181568027927e-14,3.156951696562638e-14,2.4176543940858934e-13,1.6988095483958781e-12,2.399958930315569e-13,3.82195745883205e-14,379.54969642832856,2.4222435367517183e-13,6.511144742843759e-14,3.3945095456585955e-12,45412.25093480291,3.8326172263578e-14,7.135211741148758e-14,7.193768999595044e-13,11730.319169649196,8.222568226275652e-14,15120.784427218565,6498.72628725848,5.584129429982694e-12,64624.071677784,4.516229614752736e-14,1.2724360842475924e-13,7.971483261101353e-13,1.9861445603596585e-13,4.4369960078789316e-13,3.6715342178639854e-13,6749.942065399973,2.0132831038373166e-13,4.854496025960287e-14,9204.85353996,5.325124529886471e-14,22034.697992372,3.729156723156809e-13,1.756870425629899e-14,9640.368240108231,56663.164250238,2.619504387364714e-15,1.110974086134595e-15,3501.5894493728015,6.2976087001225e-14,1.6500936358416757e-14,1.4150012703384793e-13,5228.141857841,16299.187719398,4.677342254111533e-15,2857.716389673327,2.8531217904858277e-14,1.0640705863272585e-12,1036.3075831033175,9.457314968287466e-14,26238.885658854997,4.672241652559906e-14,1226.357475296669
900,2806.182,0.0,9.998729170053967e-14,1.8320706655625876e-13,3.0254822238685e-14,1.380502495949471e-13,3.6646862175738763e-14,4.0733560776431376e-14,1.1913268587743983e-12,17770.20800000001,359.40998502839994,67.38966641264399,1155.4387034064,4729.48,0.0,7.362297894044298e-14,1.0478014360373208e-13,1.517045593289403e-14,3.325975654316505e-14,4.155452447358807e-14,3395.7,1.27646352055892e-12,767.115444499,505.68488329587603,557.653389552,11123.215,0.0,9.759949866533094e-14,8.434542827326559e-14,1.2457300570534661e-13,4.5889785376011196e-14,3.723041378309965e-14,3.5044686405262936e-14,33632.288000000015,2228.0,83.066767548495,2273.7650181078,5.317168681966135e-12,1.53902046330967e-13,3.3774409203934894e-14,3.2869733295807574e-14,2.8495137455387343e-13,1.3009271608794296e-12,1.8505140411560513e-13,3.697940284865144e-14,3.194060183188952e-14,2.4178425068554783e-13,1.6998399706598958e-12,2.4442645854662105e-13,3.710142111455919e-14,308.8724759165996,2.420421375568159e-13,5.845974612843485e-14,3.7911405622761825e-12,47603.88336546544,5.666624671760905e-14,9.807009347575414e-14,8.05969538346941e-13,8659.269460387412,7.591767758906019e-14,16392.18921471877,5355.559379191872,4.9845100507323805e-12,61596.302316648995,5.6615972921385507e-14,1.5654798614120946e-13,7.514572273698023e-13,1.7327315269072354e-13,3.8555083159048174e-13,3.2351458599206946e-13,6787.02356365567,1.6399659009289917e-13,4.901371665430433e-14,7976.090608506,5.829677547937784e-14,21867.624227514,5.233188978889721e-13,2.7306032408640268e-14,11943.252360437731,59861.905185537,7.73810379083126e-15,2.6256794387417684e-14,4251.279548944294,6.259068775701329e-14,1.8145484488908785e-14,2.479439882678144e-13,6409.7608742719995,17428.322605196,1.3574444562843743e-14,2687.1188834932523,4.4626704382072595e-14,1.5570906254414e-12,1639.5453200219788,1.2511833036974879e-13,26212.260854449996,6.908357395630283e-14,1245.2504328498342
901,2806.182,0.0,1.0167992562082426e-13,1.8760741395785942e-13,3.034026291518944e-14,1.409456827774992e-13,3.7200366356595654e-14,4.113177651155148e-14,1.1849566314672883e-12,17770.207999999984,435.77742085920005,67.300334314884,1017.0380257031999,4729.48,0.0,7.477402376697487e-14,1.066702161796983e-13,1.525564272153911e-14,3.3652691791488874e-14,4.1982618247261695e-14,3395.6999999999994,1.392937848894269e-12,842.318556798,505.655533307402,542.4763592807999,11123.215,0.0,9.705075497953735e-14,8.367423046577358e-14,1.2369189426474207e-13,4.5597005477287043e-14,3.714999417765619e-14,3.4906637775463484e-14,33632.28799999999,2227.9999999999995,83.007562425095,2141.9642452936005,5.317084855839286e-12,1.5378307912893232e-13,3.4661753433397285e-14,3.382226647900173e-14,2.8494421753202997e-13,1.301327955991835e-12,1.9099423703267067e-13,3.8217564747351597e-14,3.192782436085051e-14,2.4182899879816687e-13,1.701254571140461e-12,2.5283088742790135e-13,3.834093648909134e-14,2.5865110945431346e-14,2.4189501224100836e-13,4.129431595203733e-14,3.4122831908210004e-12,43692.10640284693,8.154690132518133e-14,1.1334718281354575e-13,7.560824434104833e-13,6185.692974280045,6.539311939468346e-14,15726.172860716091,5223.347941176493,4.830708614698637e-12,57249.86794969,5.5779493702713684e-14,1.5521036143805833e-13,5.652400680391432e-13,1.2250229375872401e-13,3.5946449692258796e-13,2.714009647942791e-13,7107.270877991737,1.2121116365000997e-13,5.2524899704789684e-14,7336.4437394999995,4.801338758063865e-14,24647.57333974,7.879889442986402e-13,3.3603114266688917e-14,15460.524105426857,60861.340616622,2.3063224697271635e-14,6.189953612522512e-14,5115.660279513415,1.1787870945781708e-13,3.099778531972811e-14,3.140607005218007e-13,8909.671187291,18252.663576058,2.601786824314761e-14,2499.57083602316,6.08097270474714e-14,2.0217028672028903e-12,2464.174077142942,1.481389220117438e-13,25988.208276780002,1.0666376319116718e-13,1251.3083411312145
902,2806.182,0.0,1.0445790609786805e-13,2.015293495051686e-13,3.032141656116949e-14,1.4827940014677812e-13,3.801022475144227e-14,4.1629091518897855e-14,1.165985562119929e-12,17770.208000000002,552.0461877792,67.22197864984798,709.7638238121998,4729.48,0.0,7.602032874020264e-14,1.1027317132488855e-13,1.5347480599866315e-14,3.41563991365771e-14,4.249460865535306e-14,3395.699999999999,1.3685388890755881e-12,892.6599776895,505.59190480889004,486.62631371759994,10199.988155000001,0.0,9.571895113868656e-14,8.239734472034303e-14,1.2190830892709348e-13,4.5082304824392555e-14,3.698275889240891e-14,3.459534349424757e-14,33632.288,2228.0,82.94828108372,1886.420141081,5.316999687804921e-12,1.5272469307635082e-13,3.489048927204377e-14,3.37711275293087e-14,2.847940350209406e-13,1.3027532799106055e-12,2.087108141962362e-13,3.891688697596919e-14,3.0977669054537773e-14,2.4168297981557657e-13,1.703343343061966e-12,2.7512239616617484e-13,3.9136055382830494e-14,2.5311746974394878e-14,2.4153150630558664e-13,3.883814441405943e-14,2.9540697271321513e-12,38772.33492646813,8.134450266501953e-14,1.1310504351417464e-13,6.921422695437644e-13,4096.783601698688,6.180400347545618e-14,13853.972878712255,3813.2151701881835,3.085928927763514e-12,47432.708529947995,4.55905247240342e-14,1.1858383167821145e-13,2.9621357574784e-13,7.77880936252041e-14,3.408076250025517e-13,1.996233240908427e-13,6911.008124739126,7.383403140769504e-14,4.9523813071649814e-14,6543.9199044629995,3.158846280965089e-14,31055.283662338003,1.1582217944415273e-12,4.120858644055852e-14,19541.24365308732,61765.339884247995,3.951732740631918e-14,5.414365602636144e-14,5833.127859703693,1.209493493458704e-13,3.7998849288909604e-14,4.604761802522272e-13,12884.774518168,18231.79207749,5.0163977099026676e-14,2467.0856508018333,7.210128244269165e-14,2.3190184364878418e-12,3213.5225733228754,1.5809342346904676e-13,25113.647329045,1.4649447664354393e-13,1276.7770330636638
903,2635.878498936966,0.0,1.5340821981381605e-13,3.9028410811428544e-13,3.32043572974878e-14,2.6702832332782694e-13,4.140459536302814e-14,4.7210590395922646e-14,1.187137586911694e-12,17770.208,673.1978796779999,67.13035217146799,389.94781594119996,4729.48,0.0,9.031656287898045e-14,1.7402512677343318e-13,1.580247868258197e-14,3.781866370462984e-14,4.8889958941283507e-14,3395.6999999999994,1.3654413047268404e-12,935.8771664464999,505.546172868702,267.99576207599995,9276.76131,0.0,9.407145532729838e-14,8.082216198496458e-14,1.1965852886916549e-13,4.4367371961275586e-14,3.6767533439040505e-14,3.417214150219989e-14,33632.28799999999,2228.0,82.89631541847,1377.8668380792,5.315939717747016e-12,1.5488593624071712e-13,3.2946677244915146e-14,3.263452770890687e-14,2.84484645516479e-13,1.3087363723412481e-12,4.589601240426351e-13,4.735410410685452e-14,15921.773866814028,2.4329568370311045e-13,1.7122421375067754e-12,6.947109336561516e-13,4.765886291060659e-14,10271.913162620405,2.4277064177749403e-13,6.632711654873904e-14,2.166987773462059e-12,27082.903329804867,6.210384486222179e-14,8.06120297092442e-14,5.581586989456252e-13,2839.396435938672,5.005098061014281e-14,9073.74426682327,1435.9608121466472,1.1784608813276024e-12,20803.419169513003,3.2430601149283084e-14,6.06003853281765e-14,1.413515755209377e-13,5.23518555800002e-14,2.054736136466864e-13,9.061762316871271e-14,3249.178075671682,3.7156945567419474e-14,3.33261431428032e-14,4107.844286271,1.8686684194476716e-14,37340.507189076,1.367729519869617e-12,4.7607522162334514e-14,22941.649496759044,62451.911045706,3.991979689508021e-14,4.3120708281922046e-14,6372.588034225199,1.7565045762780181e-13,5.634143315483252e-14,4.570984960451005e-13,18620.103068882,17578.36441883,7.165490788592799e-14,2836.2877280163552,7.126453543187685e-14,2.1329952546786486e-12,4181.268694093605,1.6241216811473918e-13,24005.246517465,1.3939366803904126e-13,1287.2729027915243
