t,SE_Electrolyzer,MIDAT_Electrolyzer,NE_Electrolyzer,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Above_ground_storage,MIDAT_Above_ground_storage,NE_Above_ground_storage
3744,2616.012998158182,1156.2776296769798,335.04905660377386,8.673409438001375e-13,8.693146073146996e-13,7.098747925987553e-13,7.934133624834226e-13,8.038776021726698e-13,7.049808929299255e-13,12154.987001841824,6209.722370323034,1476.9509433962253
3745,2616.012998158182,1156.2776296769798,335.04905660377386,8.673027095547278e-13,8.693085411477255e-13,7.129337417485003e-13,7.986738477986452e-13,8.085867813731899e-13,7.132840399159011e-13,12154.987001841822,6209.722370323036,1476.9509433962257
3746,2616.012998158182,1156.2776296769798,335.04905660377386,8.674600760905951e-13,8.697556364476538e-13,7.230071638341559e-13,8.038809476242216e-13,8.13620436976661e-13,7.233631550953636e-13,12154.987001841824,6209.722370323034,1476.9509433962257
3747,2616.012998158182,1156.2776296769798,335.04905660377386,8.690676661670659e-13,8.72119426928423e-13,7.427950960786439e-13,8.092848049174741e-13,8.192174318644098e-13,7.35715086564733e-13,12154.987001841826,6209.722370323034,1476.9509433962269
3748,2616.012998158182,1156.2776296769798,335.04905660377386,8.71598616895577e-13,8.759679290822601e-13,7.73066081281198e-13,8.14725150567796e-13,8.251439113452284e-13,7.506602599974889e-13,12154.987001841826,6209.722370323034,1476.9509433962244
3749,2616.012998158182,1156.2776296769798,3015.4415094339647,8.765846044436981e-13,8.827734037741839e-13,8.18875885038818e-13,8.206904373885331e-13,8.319829797398794e-13,7.707263716103601e-13,12154.98700184182,6209.722370323034,9.074220476991636e-13
3750,23544.11698342364,10406.49866709282,3015.4415094339647,8.846809089382606e-13,8.929447208164475e-13,8.438769110005777e-13,8.280959359664654e-13,8.405827617464055e-13,7.851511122479994e-13,1.0770411027975576e-12,1.154040207835987e-12,9.291064802251245e-13
3751,23544.11698342364,10406.49866709282,3015.4415094339647,8.889852395493953e-13,8.984289432753489e-13,8.565707236339412e-13,8.326371539421715e-13,8.458704125943564e-13,7.946735220757298e-13,1.0071667433138173e-12,1.0908375726733565e-12,9.035411221302492e-13
3752,23544.11698342364,10406.49866709282,3015.4415094339647,8.919103764268676e-13,9.020883217538659e-13,8.632996161349271e-13,8.361637531359216e-13,8.498178912013087e-13,8.013019580707326e-13,9.80663974802163e-13,1.0689902020546185e-12,8.872130330212295e-13
3753,23544.11698342364,10406.49866709282,3015.4415094339647,8.930949841403196e-13,9.034532091612272e-13,8.661369672333108e-13,8.379200593157794e-13,8.51726188068347e-13,8.049314672045364e-13,1.0062381767960598e-12,1.1064575481916385e-12,9.145235592088954e-13
3754,23544.11698342364,10406.49866709282,3015.4415094339647,8.931546279515283e-13,9.035987877844904e-13,8.668269989240719e-13,8.383891955435214e-13,8.521170211348584e-13,8.061369286183974e-13,9.636511509084686e-13,1.0607014006488252e-12,8.829349886710254e-13
3755,23544.11698342364,10406.49866709282,3015.4415094339647,8.931000512102104e-13,9.035357649143579e-13,8.66819784248418e-13,8.376978561375511e-13,8.511165348660567e-13,8.051683468720094e-13,9.688150422996277e-13,1.0672739929261314e-12,8.880310858314229e-13
3756,23544.11698342364,10406.49866709282,3015.4415094339647,8.927618661192221e-13,9.031222094126939e-13,8.659709956116287e-13,8.356603640472202e-13,8.485271489999353e-13,8.017853987241601e-13,9.764910858642795e-13,1.0753508947218978e-12,8.953425426734843e-13
3757,23544.116983423635,10406.498667092821,3015.4415094339643,8.928918829878967e-13,9.030731925698019e-13,8.644909331193556e-13,8.326313463219272e-13,8.446713119291198e-13,7.961886036745107e-13,9.82760094450263e-13,1.082167825421466e-12,8.995300385024008e-13
3758,23544.11698342364,10406.49866709282,3015.4415094339647,8.911970653284962e-13,9.008912014606531e-13,8.591725006519227e-13,8.275954972552942e-13,8.384456691868222e-13,7.869579209199528e-13,1.0426970070062451e-12,1.1488480433079612e-12,9.465410113325851e-13
3759,23544.11698342364,10406.49866709282,3015.4415094339647,8.875235310005988e-13,8.961788362059432e-13,8.473742100665325e-13,8.208576636034379e-13,8.300337094663031e-13,7.736731528195412e-13,1.0316339207623832e-12,1.1366743369694954e-12,9.384498630867344e-13
3760,23544.11698342364,10406.49866709282,3015.4415094339647,8.802002988897683e-13,8.867850374178666e-13,8.234116719853937e-13,8.119088902668899e-13,8.186849308361137e-13,7.540442221297192e-13,1.1073881655043425e-12,1.185839964133061e-12,9.949486124224598e-13
3761,2616.012998158182,1156.2776296769798,3015.4415094339643,8.67585050833947e-13,8.703867483139611e-13,7.742941291196347e-13,7.997984372549674e-13,8.0306919810493e-13,7.220225825322218e-13,12154.98700184183,6209.722370323037,7.834557466033175e-13
3762,2616.012998158182,1156.2776296769798,335.0490566037739,8.480261365849021e-13,8.463084704216526e-13,6.581897602081398e-13,7.837772791971164e-13,7.825363634815452e-13,6.673867796147389e-13,12154.98700184183,6209.722370323037,1476.9509433962364
3763,2616.012998158182,1156.2776296769798,335.04905660377386,8.283630956749317e-13,8.247009527345139e-13,6.288637458493435e-13,7.673024068888827e-13,7.626779879933532e-13,6.435152271085156e-13,12154.987001841828,6209.7223703230375,1476.9509433962392
3764,2616.012998158182,1156.2776296769798,335.04905660377386,8.30653497590458e-13,8.275739349289045e-13,6.32834874130028e-13,7.6195396373791e-13,7.550910943443414e-13,6.341221127367583e-13,12154.98700184183,6209.722370323039,1476.950943396239
3765,2616.012998158182,1156.2776296769798,335.04905660377386,8.336306161689599e-13,8.317090505200413e-13,6.417931343735692e-13,7.551678199036053e-13,7.460673749458565e-13,6.251915049950055e-13,12154.98700184183,6209.722370323035,1476.9509433962369
3766,2616.012998158182,1156.2776296769798,335.04905660377386,8.384072608935709e-13,8.379418713208064e-13,6.543298533742112e-13,7.487909975312764e-13,7.372961252196523e-13,6.179553150850763e-13,12154.98700184183,6209.722370323036,1476.9509433962385
3767,2616.012998158182,1156.2776296769798,335.04905660377386,8.453440177109742e-13,8.463933055348205e-13,6.636241194340883e-13,7.429857066026638e-13,7.290813683833887e-13,6.125675403507289e-13,12154.987001841828,6209.722370323038,1476.9509433962376
3768,2616.012998158182,1156.2776296769798,335.04905660377386,8.530602992881634e-13,8.542260544592682e-13,6.688115717445381e-13,7.373585412096488e-13,7.204297835698427e-13,6.086592441048736e-13,12154.987001841831,6209.722370323037,1476.9509433962376
3769,2616.012998158182,1156.27762967698,335.04905660377386,8.635700647715289e-13,8.631965158789754e-13,6.731988747793587e-13,7.329730570724256e-13,7.125979324702608e-13,6.065072251431859e-13,12154.98700184182,6209.722370323023,1476.9509433962373
3770,2616.012998158182,1156.27762967698,335.04905660377386,8.675574595700743e-13,8.593594887221842e-13,6.756141768605116e-13,7.251855413303772e-13,7.002192557461133e-13,6.057503803340307e-13,12154.987001841824,6209.722370323021,1476.9509433962385
3771,2616.012998158182,3144.7181882318273,335.04905660377386,8.653951538396665e-13,8.390724755675436e-13,6.786307813140629e-13,7.142869157778861e-13,6.825831444449567e-13,6.065312527757855e-13,12154.98700184182,4221.281811768174,1476.9509433962367
3772,2616.012998158182,5144.28523500537,335.04905660377386,8.551123456844055e-13,7.891785132773376e-13,6.825080632806712e-13,6.993670773555548e-13,6.542274555992483e-13,6.085219329150236e-13,12154.987001841817,2221.714764994632,1476.9509433962355
3773,2616.012998158182,10406.49866709282,3015.4415094339643,8.327820484200282e-13,6.066529485349737e-13,6.869387688777421e-13,6.796578996698674e-13,5.974338014630473e-13,6.124041123165794e-13,12154.98700184182,2.0384125924508697e-12,1.3175969076920038e-12
3774,14770.999999999996,10406.49866709282,3015.4415094339647,7.857969282216698e-13,5.441867328324877e-13,6.926319733561948e-13,6.521696656556764e-13,5.643539335535595e-13,6.163057375086409e-13,5.1538557808189595e-12,1.9611240229737067e-12,1.1902341915247257e-12
3775,23544.11698342364,10406.49866709282,3015.4415094339647,6.162975646652338e-13,5.104357985012258e-13,6.949870253360176e-13,5.983931684666488e-13,5.403282077940241e-13,6.193027967791428e-13,1.8576513398241047e-12,1.8912994196638804e-12,1.1716607182498598e-12
3776,23544.116983423635,10406.49866709282,3015.4415094339647,5.501743006363581e-13,4.94020367017286e-13,6.953290968152937e-13,5.656143929451691e-13,5.21417906870218e-13,6.21362151999565e-13,1.881742210261155e-12,1.9116619314667816e-12,1.1661096917189034e-12
3777,23544.116983423635,10406.49866709282,3015.4415094339643,5.16930960856496e-13,4.925667536262098e-13,6.962998850586754e-13,5.419159307001391e-13,5.064738014339783e-13,6.230133863431332e-13,1.8877449811652366e-12,1.912183121778979e-12,1.154000014158022e-12
3778,23544.11698342364,10406.49866709282,3015.4415094339647,5.003181035000116e-13,4.922464248618914e-13,6.959795703623821e-13,5.23243613960154e-13,4.938104841904522e-13,6.238555730229015e-13,1.992880910514379e-12,2.020456205671717e-12,1.2115788472021037e-12
3779,23544.11698342364,10406.49866709282,3015.4415094339643,4.963218231506891e-13,4.927460566901215e-13,6.952538145738024e-13,5.077442264750114e-13,4.82877933958157e-13,6.235798282215399e-13,1.932220726004441e-12,1.953925310926131e-12,1.1601068834867873e-12
3780,23544.11698342364,10406.49866709282,3015.4415094339647,4.961022719759535e-13,4.934503912094729e-13,6.945007221933482e-13,4.947439591652861e-13,4.734061833771802e-13,6.224500928443821e-13,1.957525250671152e-12,1.9812275798002994e-12,1.1674765931217822e-12
3781,23544.11698342364,10406.49866709282,3015.4415094339647,4.967533735232919e-13,4.933397159608578e-13,6.927130403098948e-13,4.834864756267471e-13,4.649528749524321e-13,6.202663990329549e-13,1.9870829222448974e-12,2.016516017948802e-12,1.178452260339636e-12
3782,23544.116983423635,10406.49866709282,3015.4415094339647,4.988345790098884e-13,4.941197188563666e-13,6.904558185353535e-13,4.741180430676965e-13,4.578399238244933e-13,6.176394825349539e-13,2.007813170459722e-12,2.053949030843243e-12,1.1869327655245337e-12
3783,23544.116983423635,10406.49866709282,3015.4415094339647,4.97976029668107e-13,4.912664199133547e-13,6.828023231389239e-13,4.654613204783129e-13,4.5095273368297065e-13,6.134939719454208e-13,2.1385629847103255e-12,2.2686177620644615e-12,1.2731436357275402e-12
3784,17002.157865820864,10406.49866709282,3015.4415094339647,4.935824558433002e-13,4.839504450548076e-13,6.662053530292843e-13,4.576507845658252e-13,4.445167419595584e-13,6.081722202148628e-13,6.3727580574168145e-12,2.2669550920874514e-12,1.22939218596656e-12
3785,2902.6787299123594,7100.841927202433,660.2692930048871,4.840520826367977e-13,4.738135116406648e-13,6.423535222179026e-13,4.5036226632903996e-13,4.385960280547411e-13,6.018693400233722e-13,11868.321270087652,265.1580727975764,1151.7307069951196
3786,3174.5908190327004,4785.5562325665405,854.6206962607665,4.668412367591844e-13,4.507690479761104e-13,5.973983602873323e-13,4.4329433497917274e-13,4.3232547530942406e-13,5.932956636421901e-13,11596.409180967306,2580.4437674334713,957.3793037392389
3787,2616.012998158182,1156.2776296769798,335.0490566037738,4.4037638448485424e-13,4.21816715919035e-13,5.351555827885233e-13,4.3566874834141905e-13,4.256011304530422e-13,5.815233261621123e-13,12154.98700184183,6209.72237032304,1476.9509433962437
3788,2776.0109037967836,7012.015020967619,642.9835433067548,4.654323854787246e-13,4.4714412319179263e-13,5.900184895552686e-13,4.379412270594831e-13,4.288418912966242e-13,5.899649045289023e-13,11994.989096203226,353.98497903239127,1169.0164566932633
3789,2881.341861435531,7059.273374815847,657.0051045917099,4.803374572739839e-13,4.647316333076612e-13,6.25769164036223e-13,4.391703550309946e-13,4.311695179808629e-13,5.945586434768129e-13,11889.658138564477,306.7266251841619,1154.9948954083006
3790,2838.4509631036835,7099.718113059754,652.6819726259881,4.89346510406023e-13,4.78869973766093e-13,6.532104635161074e-13,4.40495536646848e-13,4.337068553218504e-13,5.987855596588184e-13,11932.54903689632,266.2818869402539,1159.3180273740163
3791,14839.108593221541,9601.407013626764,637.472032433635,4.941246474390455e-13,4.862243014898116e-13,6.699089510773121e-13,4.418749702595127e-13,4.3610885717414537e-13,6.021563940365538e-13,2.59937017251876e-12,4.605104736598472e-12,1174.527967566363
3792,23544.11698342364,10406.49866709282,614.0960564871507,4.977447952799411e-13,4.920170504358606e-13,6.789130070149254e-13,4.4367359011554976e-13,4.3891537722151487e-13,6.05184766465296e-13,1.8185975043258676e-12,2.0170338612465065e-12,1197.9039435128516
3793,23544.11698342364,10406.498667092821,592.6898150294436,4.993243374861799e-13,4.950168434494124e-13,6.812448060268615e-13,4.4531269918581577e-13,4.414629649204661e-13,6.074875168564958e-13,1.92825359196167e-12,2.173566115271844e-12,1219.3101849705488
3794,23544.11698342364,10406.49866709282,578.8648848724486,4.996293341434035e-13,4.96243997936576e-13,6.792211833127216e-13,4.468843478257766e-13,4.438589094815552e-13,6.093374347144363e-13,1.824883186990008e-12,2.051469048897946e-12,1233.1351151275476
3795,23544.11698342364,10406.49866709282,551.8980568847926,4.994502528555959e-13,4.967719460431723e-13,6.734723932332867e-13,4.483806072856397e-13,4.4610746940997043e-13,6.107017003357722e-13,1.7865550327359641e-12,2.0026658348190083e-12,1260.1019431152197
3796,23544.11698342364,10406.49866709282,525.0713746910986,4.993560856787487e-13,4.972072756561292e-13,6.635377613063432e-13,4.4980064655062214e-13,4.481921607534065e-13,6.115826960085893e-13,1.753316324089232e-12,1.964036502616054e-12,1286.9286253089078
3797,23544.116983423635,10406.49866709282,2249.276958191666,5.02085814272004e-13,5.003595152180161e-13,6.498845334248601e-13,4.5160236871271464e-13,4.5060821184164326e-13,6.120787023170139e-13,1.746974180399328e-12,1.9280239625745226e-12,2.349004076378795e-12
3798,23544.11698342364,10406.49866709282,3015.4415094339643,5.051935815168447e-13,5.041008255517341e-13,6.434932340550226e-13,4.5339893921461284e-13,4.5302625517263254e-13,6.138011492372515e-13,1.7718809136897168e-12,1.956967819496999e-12,1.149190489579151e-12
3799,23544.11698342364,10406.49866709282,3015.4415094339643,5.054233710710687e-13,5.048259091593395e-13,6.408825612035071e-13,4.5460529706809803e-13,4.54694674122963e-13,6.152716652645199e-13,1.693389517282007e-12,1.870417219216377e-12,1.0825407235932394e-12
3800,23544.11698342364,10406.49866709282,3015.4415094339643,5.047154404033136e-13,5.043050633884893e-13,6.429782709888389e-13,4.554472441415963e-13,4.559088137773159e-13,6.170685658534949e-13,1.6860022097456115e-12,1.8623196526083665e-12,1.3194405640404858e-12
3801,23544.11698342364,10406.49866709282,3015.4415094339643,5.043291132030721e-13,5.040371503570988e-13,6.450578593122854e-13,4.562166166077034e-13,4.569518844968421e-13,6.184466295590276e-13,1.6855926952884714e-12,1.8628820862389674e-12,1.3371830223134617e-12
3802,23544.11698342364,10406.49866709282,3015.4415094339643,5.054488712159905e-13,5.053063341523148e-13,6.477114072157551e-13,4.570394103563009e-13,4.580455392738598e-13,6.197778733389483e-13,1.671386106073412e-12,1.8506122655872594e-12,1.3336758813240945e-12
3803,23544.11698342364,10406.49866709282,3015.4415094339643,5.05286332752145e-13,5.050662034946009e-13,6.486662972689193e-13,4.575392182249167e-13,4.585802617277975e-13,6.204956328756403e-13,1.7358162374316902e-12,1.922013440519245e-12,1.3774791231494536e-12
3804,23544.11698342364,10406.49866709282,3015.4415094339643,5.05010079740675e-13,5.046584953999472e-13,6.489814443050672e-13,4.57724831636889e-13,4.588179173766608e-13,6.207235343190637e-13,1.68020543029793e-12,1.861380347179184e-12,1.3219356023206593e-12
3805,23544.11698342364,10406.49866709282,3015.4415094339643,5.048185940074827e-13,5.042210671547035e-13,6.490498779342826e-13,4.576822232281024e-13,4.587558747720705e-13,6.205345042371861e-13,1.685379908989091e-12,1.8679201051025767e-12,1.3253833323882571e-12
3806,23544.11698342364,10406.49866709282,3015.441509433964,5.048399945962861e-13,5.03790110183075e-13,6.490193558117677e-13,4.574226633857851e-13,4.584197769528909e-13,6.198747704655624e-13,1.6929580081968614e-12,1.8761595252013447e-12,1.3253507677578163e-12
3807,23544.11698342364,10406.49866709282,3015.4415094339643,5.064180881399811e-13,5.047032923751363e-13,6.499411832379007e-13,4.571223019106501e-13,4.580415730456995e-13,6.188534368801389e-13,1.6900795193287364e-12,1.8760745828859295e-12,1.312177779064992e-12
3808,10301.248596182777,7978.054778668508,2986.692947901107,5.057682275047471e-13,5.025870903037464e-13,6.490425087644276e-13,4.565388936292869e-13,4.571059110811813e-13,6.173912379074723e-13,4469.7514038172285,4.9923297284315905e-12,4.349216590954351e-12
3809,2806.8284293479496,6027.048320020772,982.6885440782521,5.039757400906443e-13,5.007484688253991e-13,6.479624291524954e-13,4.556573568105611e-13,4.559981604570599e-13,6.154026789185991e-13,11964.171570652059,1338.9516799792339,829.3114559217533
3810,2819.158512204133,3243.3803366209804,852.2327081139507,4.99732347444759e-13,4.961849718844717e-13,6.438414049419753e-13,4.5439027156153374e-13,4.5446038388474966e-13,6.125048856453045e-13,11951.841487795875,4122.619663379026,959.7672918860536
3811,2616.0129981581827,1156.2776296769803,911.7281271000783,4.957489567940795e-13,4.917546024952225e-13,6.382390295442694e-13,4.532081954407576e-13,4.5297222650529525e-13,6.092215595908375e-13,12154.987001841824,6209.722370323025,900.271872899923
3812,2809.249469700337,5408.112107924979,856.5176496533418,4.971527312574784e-13,4.935118326465e-13,6.37513499969191e-13,4.530461192489252e-13,4.5267042490049934e-13,6.065948749803182e-13,11961.750530299667,1957.8878920750262,955.48235034666
3813,2806.0589571286814,5688.042949654188,845.2261797761646,4.974731030069068e-13,4.940880327799709e-13,6.370088740157704e-13,4.5276543913766644e-13,4.5224954374664307e-13,6.037396249975775e-13,11964.941042871325,1677.957050345818,966.7738202238345
3814,2795.6738100596544,6398.316112639515,830.2894577653727,4.968890523265795e-13,4.937441604276859e-13,6.365836091185942e-13,4.525526288178817e-13,4.5190656649434277e-13,6.00750014254745e-13,11975.32618994035,967.6838873604904,981.7105422346294
3815,19740.71494207702,10252.630307867448,799.1621061824545,4.952716853400826e-13,4.92379846191108e-13,6.360771267580857e-13,4.5245382040503527e-13,4.51694913787141e-13,5.975952907233119e-13,4.8234672587536185e-12,4.711083893876767e-12,1012.8378938175467
3816,23544.11698342364,10406.49866709282,802.2068231943385,4.931110306976299e-13,4.906528499742983e-13,6.349335342551973e-13,4.525045797116555e-13,4.5166716795242135e-13,5.942112736344251e-13,1.6290373877949834e-12,1.7913731569467255e-12,1009.7931768056623
3817,23544.116983423635,10406.49866709282,1497.105868513966,4.926620465653864e-13,4.906477768800284e-13,6.341563475774693e-13,4.5300261220784306e-13,4.5210356845112355e-13,5.90796503402067e-13,1.6758666045998672e-12,1.819788117406124e-12,314.8941314860354
3818,23544.11698342364,10406.49866709282,3015.4415094339643,4.914836318438784e-13,4.898571811822735e-13,6.315337465283693e-13,4.5354547401188377e-13,4.525761873925479e-13,5.869841849137322e-13,1.7534270478795448e-12,1.884843387084176e-12,1.155110860833658e-12
3819,23544.11698342364,10406.49866709282,1763.1078498037914,4.905006292796818e-13,4.894198366936038e-13,6.312933065287072e-13,4.543774615713462e-13,4.5333821042527915e-13,5.831061795725702e-13,1.6954602492593204e-12,1.7890295984528918e-12,48.892150196209556
3820,23544.116983423635,7365.999999999996,959.1157231217074,4.901119398392349e-13,4.899436957910143e-13,6.304080045465949e-13,4.555586076633741e-13,4.544437359241913e-13,5.78879425905049e-13,1.6971349523197185e-12,1.53544269042761e-11,852.8842768782937
3821,23544.11698342364,10406.49866709282,3015.4415094339643,4.91409183716591e-13,4.904423893852829e-13,6.297038572305268e-13,4.572702830752343e-13,4.560451447147951e-13,5.743314324346979e-13,1.6709912160359061e-12,1.7694483305840198e-12,1.0895161108706196e-12
3822,23544.11698342364,10406.49866709282,3015.4415094339643,4.958185842150861e-13,4.947779424353549e-13,6.339211442305038e-13,4.599988487846045e-13,4.587530093498753e-13,5.701235806685926e-13,1.6979478032616971e-12,1.8221646783078297e-12,1.0912166117054685e-12
3823,23544.11698342364,10406.49866709282,3015.4415094339643,4.964407680391569e-13,4.953904330692494e-13,6.369947937459676e-13,4.623055935564525e-13,4.610058152814566e-13,5.649151129229455e-13,1.7794203435735697e-12,1.9086623186149482e-12,1.3185378437445722e-12
3824,23544.11698342364,10406.49866709282,3015.4415094339643,4.957538609880824e-13,4.945314805713354e-13,6.379550639469881e-13,4.64904146240784e-13,4.634044977252874e-13,5.586472701340646e-13,1.7125911219612552e-12,1.8252468545206926e-12,1.2143443363889988e-12
3825,23544.11698342364,10406.49866709282,3015.4415094339647,4.956852190537141e-13,4.940952144072338e-13,6.390907986144826e-13,4.679858032521612e-13,4.662819610328304e-13,5.514387916780116e-13,1.7208244001703128e-12,1.8297016530115925e-12,1.2006105966202834e-12
3826,23544.11698342364,10406.49866709282,3015.4415094339643,4.964188360013476e-13,4.93716300287959e-13,6.393784612105019e-13,4.714331865214668e-13,4.694795024292356e-13,5.428912189239989e-13,1.7438762517535113e-12,1.8542876272479643e-12,1.2871049497905505e-12
3827,23544.116983423635,10406.49866709282,3015.4415094339643,5.014729962939833e-13,4.961639018930371e-13,6.390699765757425e-13,4.758419113516e-13,4.736332230462752e-13,5.331383369556319e-13,1.7488659867940384e-12,1.8623529830145894e-12,1.308345003505616e-12
3828,23544.11698342364,10406.49866709282,3015.4415094339643,5.110752702856104e-13,4.99527928396536e-13,6.339971359593069e-13,4.804451427862911e-13,4.778560630277532e-13,5.213776921629679e-13,1.8464545697535257e-12,1.9704616981498444e-12,1.3976386435207604e-12
3829,23544.116983423635,10406.49866709282,3015.4415094339643,5.29892072398542e-13,5.085367013853978e-13,6.211177912192586e-13,4.857819673936817e-13,4.82810205916759e-13,5.07602783260147e-13,1.7917764873516712e-12,1.9188325704197015e-12,1.4068325170721873e-12
3830,20600.527425523367,10406.49866709282,335.0490566037739,5.651430073005072e-13,5.27568396928718e-13,5.974959094147243e-13,4.921025067240425e-13,4.886717973804622e-13,4.914179203329259e-13,6.004613659401496e-12,1.967387386015328e-12,1476.9509433962455
3831,6311.928062947293,9883.853763543837,335.04905660377386,6.312006050525908e-13,5.627992112983352e-13,5.490438653025244e-13,5.001097421247432e-13,4.955426269019974e-13,4.709497741840939e-13,8459.071937052711,4.427678513178584e-12,1476.9509433962446
3832,2616.012998158182,1156.2776296769798,335.04905660377386,6.431197028879146e-13,6.222027973594364e-13,4.4294469119856606e-13,5.034820928488318e-13,5.036222183220071e-13,4.4369346895033203e-13,12154.987001841828,6209.722370323038,1476.9509433962412
3833,2616.012998158182,1156.2776296769798,335.04905660377386,6.459391917984998e-13,6.477479376512787e-13,4.243066437743995e-13,5.074567163795178e-13,5.108686755483556e-13,4.3126692039915053e-13,12154.98700184183,6209.722370323039,1476.9509433962414
3834,2616.012998158182,1156.2776296769798,335.04905660377386,6.370865106015327e-13,6.508486068257411e-13,3.994362985425765e-13,5.107519059081302e-13,5.169381516097088e-13,4.2056511565259943e-13,12154.987001841831,6209.722370323038,1476.950943396241
3835,2616.012998158182,1156.2776296769798,335.04905660377386,6.299683416183773e-13,6.514389873942454e-13,3.9932447316643923e-13,5.156186105975589e-13,5.245182688309731e-13,4.1779471109062366e-13,12154.98700184183,6209.7223703230375,1476.9509433962414
3836,2616.012998158182,1156.2776296769798,335.04905660377386,6.269834413020564e-13,6.521040111100109e-13,4.027038446370822e-13,5.221246170926775e-13,5.337053205905728e-13,4.178937265464577e-13,12154.98700184183,6209.7223703230375,1476.9509433962414
3837,2616.012998158182,1156.2776296769798,335.04905660377386,6.293197142925114e-13,6.563999714754399e-13,4.0977023514954434e-13,5.304937869569172e-13,5.448355377687203e-13,4.211400234859155e-13,12154.987001841833,6209.722370323038,1476.9509433962414
3838,2616.012998158182,1156.2776296769798,335.04905660377386,6.356715032919412e-13,6.643439838256273e-13,4.2174842197607824e-13,5.404463404191727e-13,5.575260558852692e-13,4.2738326886603476e-13,12154.987001841831,6209.722370323039,1476.9509433962419
3839,2616.012998158182,1156.2776296769798,335.04905660377386,6.487522305604289e-13,6.793215331722784e-13,4.4512047448679193e-13,5.526930115816769e-13,5.727662825856905e-13,4.37350948838301e-13,12154.98700184183,6209.722370323038,1476.9509433962412
3840,2616.012998158182,1156.2776296769798,335.04905660377386,6.714901747372446e-13,7.045496617929652e-13,4.921240553141007e-13,5.680456231100637e-13,5.917089255381421e-13,4.524865602515959e-13,12154.987001841831,6209.7223703230375,1476.9509433962405
3841,2616.0129981581845,7419.998706298187,1210.2792452831432,7.022363177557672e-13,7.375978034631905e-13,5.869192557520575e-13,5.862692121306683e-13,6.137120886381695e-13,4.740575163136192e-13,12154.987001841819,9.035589581441517e-11,601.7207547168924
3842,2616.0129981581836,9465.201591152589,1924.9046437069771,7.200025505527045e-13,7.587851264800454e-13,6.270354326904021e-13,6.010430981564744e-13,6.314338566546978e-13,4.898992399268911e-13,12154.987001841822,2.623917171667664e-12,2.3147935290276923e-12
3843,5041.733649342177,7431.484286512794,2354.187716540519,7.292249577363374e-13,7.703009871799509e-13,6.465948059060987e-13,6.134250665155508e-13,6.456459608761665e-13,5.025471007427322e-13,9729.266350657826,2.5240922766416095e-12,2.384377038950222e-12
3844,3618.5214486540667,5942.9286083191155,2410.6143457906255,7.336559826002927e-13,7.771887745878024e-13,6.556083706745498e-13,6.241092582510359e-13,6.576203381076342e-13,5.129158547979001e-13,11152.478551345936,1423.0713916808884,2.285643549486261e-12
3845,2616.012998158183,4372.4970272637875,2540.481013191776,7.363699701510949e-13,7.806757102527361e-13,6.599025231055913e-13,6.335731168911168e-13,6.677636474149827e-13,5.215494610525544e-13,12154.987001841822,2993.5029727362157,2.2710321319375875e-12
3846,11248.91682492411,10252.190663937587,2501.395765780876,7.385500718524954e-13,7.821061928245293e-13,6.626442760168354e-13,6.420282515878692e-13,6.762216579389284e-13,5.287420525306702e-13,3522.083175075895,2.267345557371113e-12,2.31365676091297e-12
3847,23544.11698342364,10216.526178656537,2458.663555160789,7.396980494368245e-13,7.836566153886438e-13,6.644444651508282e-13,6.494090234736061e-13,6.83403984950759e-13,5.344536580375088e-13,1.2919643711664716e-12,2.3594296845458747e-12,2.354011238002424e-12
3848,23544.11698342364,10213.778472358837,2450.5337799112376,7.390603393297939e-13,7.831960599881886e-13,6.641330700486049e-13,6.54897855741303e-13,6.884167613518819e-13,5.382594749357436e-13,1.321561125086925e-12,2.4584466531128236e-12,2.468586817646237e-12
3849,23544.11698342364,10210.855760521845,2437.230527690398,7.383055190008812e-13,7.828220419606786e-13,6.63672233038114e-13,6.592812360696186e-13,6.922718486012887e-13,5.407483854277676e-13,1.2541131884069016e-12,2.2854431758843476e-12,2.305869004505414e-12
3850,23544.11698342364,10406.498667092577,2418.456822509694,7.375306688884973e-13,7.828860892247349e-13,6.63460840965629e-13,6.6248771133598e-13,6.948559532119189e-13,5.418780587586179e-13,1.2541204988153604e-12,2.3537758919960834e-12,2.306403903086667e-12
3851,23544.11698342364,10406.498667092581,2421.9318297172804,7.369595826930816e-13,7.833286197916478e-13,6.636408327144798e-13,6.646230445762599e-13,6.962018189954767e-13,5.417049014513018e-13,1.2602843046938978e-12,2.3756557410389686e-12,2.316751889343394e-12
3852,23544.11698342364,10406.498667092732,3015.441509433916,7.378877015862589e-13,7.854212885950585e-13,6.650246984453561e-13,6.662295772838333e-13,6.967590171359256e-13,5.406097127420391e-13,1.2569238620293488e-12,1.9176241610097005e-12,1.924290954751214e-12
3853,23544.11698342364,10406.49866709281,3015.4415094339574,7.374332691666511e-13,7.879704604438136e-13,6.662168043331115e-13,6.662777188170943e-13,6.962310140234055e-13,5.381273641865469e-13,1.3125829992314973e-12,3.640914689787862e-12,3.651398891244431e-12
