Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
4867,0.109311313,1,1,1,1,1,1,1,1,1,0.385474907,0.109311313,0.015685703,0.413299478,1,1,1,1,1,1,1,1,0.394299362,0.413299478,0.006964295,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.034921688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.018761389,0.049916408,0.003545379,0.023582422,0.064880932,0.046988913,0.007499262,0.012330857,0.08048049,0.002047198,0.002882093,0.001437852,0.046588286,0.008379903,0.006245748,0.005778928,0.005210267,0.003995936,0.001547387,0.002921513,0.014007272,0.003058723,0.006093705,0.238448804,0.266205783,0.289420267,0.170899667,0.212728874,0.520574945,0.385963392,0.177112523,0.587639632,0.424230488,0.320279982,0.484712766,0.290634908,0.419264087,0.257140319,0.551136266,0.638499715,0.548370451,0.573166403,0.183346861,0.583843374,0.538643765
4868,0.109311313,1,1,1,1,1,1,1,1,1,0.434075997,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.383738958,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.00E+00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026396589,0,0,0,0.00E+00,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305355438,0.129031182,0.416968611,0.299353722,0.273635638,0.586109813,0.470333793,0.282232088,0.329974924,0.232151216,0.492356693,0.601964807,0.340218286,0.445493205,0.319545784,0.572724961,0.64825797,0.531511304,0.571642269,0.181366646,0.623872705,0.450596942
4869,0.109311313,1,1,1,1,1,1,1,1,1,0.41941139,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.347217119,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03340359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3132414,0.088956215,0.442686514,0.358017187,0.269794579,0.558103338,0.527782765,0.342558462,0.077936647,0.259182831,0.556711737,0.571454472,0.391562937,0.393455879,0.257074216,0.420372534,0.617221505,0.483583762,0.505486336,0.17486798,0.531223002,0.364603689
4870,0.109311313,1,1,1,1,1,1,1,1,1,0.337201155,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.319246171,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127105519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322296607,0.084932096,0.429180195,0.3447763,0.287216071,0.525662161,0.579594069,0.402077254,0.273730162,0.269945716,0.186209016,0.402136992,0.438215329,0.298958928,0.160925552,0.300519433,0.557070079,0.426089456,0.434867076,0.192083728,0.384909705,0.31433637
4871,0.109311313,1,1,1,1,1,1,1,1,1,0.277617276,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.323293505,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.152432829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339598253,0.082245429,0.407686113,0.365581313,0.309973587,0.519471938,0.609601248,0.422482415,0.093504207,0.216257319,0.126797314,0.322033802,0.434439167,0.194975906,0.134522816,0.317114961,0.464269177,0.394402086,0.386816799,0.246887992,0.318590984,0.296826488
4872,0.109311313,1,1,1,1,1,1,1,1,1,0.253526536,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.319681142,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.119316295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353373319,0.097294559,0.39058006,0.405454974,0.340164965,0.510143433,0.622692979,0.400163454,0.035451164,0.189606524,0.231819111,0.234803424,0.419750053,0.201495427,0.142433825,0.286746909,0.372362639,0.368411908,0.332490109,0.282879893,0.285026357,0.29003625
4873,0.109311313,1,1,1,1,1,1,1,1,1,0.288913137,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.307701242,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.170261279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351019047,0.125070344,0.373088608,0.41088278,0.381821396,0.5325213,0.599943219,0.380507906,0.08587735,0.167281392,0.3048452,0.250447621,0.45142256,0.269630779,0.186621312,0.199455793,0.305562001,0.33072055,0.286248947,0.305493384,0.265886454,0.299101195
4874,0.109311313,1,1,1,1,1,1,1,1,1,0.302778127,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.317108541,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.201494977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353015073,0.140505574,0.367885158,0.39662603,0.420655555,0.549428277,0.584821093,0.371687812,0.25037411,0.184876024,0.307825809,0.235304826,0.462716848,0.316456176,0.198225405,0.126291312,0.241813185,0.316128614,0.290374638,0.356586735,0.183101831,0.259803345
4875,0.109311313,1,1,1,1,1,1,1,1,1,0.315239147,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.327302347,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14930822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347291271,0.142544568,0.363677914,0.389459453,0.459172658,0.546060124,0.574785452,0.361585821,0.35360577,0.243232091,0.353699498,0.2365853,0.462687731,0.348642191,0.179936182,0.088440316,0.165360318,0.309860821,0.264947781,0.40177983,0.114212684,0.262689678
4876,0.109311313,1,1,1,1,1,1,1,1,1,0.326511715,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.327552505,0.413299478,0.004329095,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160884991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002715609,0.003905958,0.011123597,0.001963726,0,0.002464101,0,0.328858803,0.146002305,0.349823126,0.379305402,0.456651036,0.549935698,0.570806477,0.356762879,0.471171235,0.320427042,0.431172963,0.243936415,0.437119979,0.378803585,0.170804849,0.050053711,0.128223419,0.287994229,0.217795633,0.428952018,0.022401207,0.310064062
4877,0.109311313,1,1,1,1,1,1,1,1,1,0.330539008,0.109311313,0.028566544,0.413299478,1,1,1,1,1,1,1,1,0.327459185,0.413299478,0.0567626,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.008080553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.146996111,0,0.005046112,0.005845367,0.00379603,0,0.024021221,0.014276334,0.002378887,0.084218255,0.057881718,0.093119604,0.009693359,0.03027613,0.037541975,0.011494235,0.075558403,0.046862099,0.095459927,0.028986326,0.038723496,0.061229185,0.014544662,0.282163058,0.109050344,0.337994552,0.375067538,0.436173592,0.547881344,0.550126766,0.346656131,0.54877984,0.329047956,0.545165391,0.241954506,0.428715298,0.390391851,0.163720913,0.056304353,0.128169732,0.266103978,0.275378994,0.421063612,0.00E+00,0.392404972
4878,0.109311313,1,1,1,1,1,1,1,1,1,0.308072521,0.109311313,0.21802924,0.413299478,1,1,1,1,1,1,1,1,0.314989353,0.413299478,0.156248849,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.176880865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.227809697,0.109692343,0.223427214,0.216985933,0.15129868,0.0214865,0.271583477,0.227602982,0.135187764,0.401297521,0.312134119,0.437816046,0.167821973,0.175703626,0.299523143,0.145367511,0.126539943,0.111046209,0.172380318,0.058202282,0.187915714,0.197382675,0.130549924,0.234567219,0.07178115,0.303257036,0.385127282,0.392887617,0.500382206,0.503946262,0.32295756,0.304679321,0.315949109,0.381145178,0.243406503,0.413833789,0.348701719,0.149497949,0.088491523,0.1477482,0.196332311,0.367799373,0.40846863,0,0.472782432
4879,0.109311313,1,1,1,1,1,1,1,1,1,0.177474066,0.109311313,0.433252489,0.413299478,1,1,1,1,1,1,1,1,0.237904847,0.413299478,0.274026996,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.505278006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.206602782,0.422925216,0.649693038,0.625760346,0.508301506,0.140196343,0.589230693,0.535948934,0.494632729,0.569974587,0.47751438,0.662634966,0.424154747,0.338075186,0.558342576,0.345039774,0.132953058,0.168480604,0.190134259,0.091042811,0.404617861,0.214512186,0.436165573,0.109773883,0.038374349,0.080604476,0.197700544,0.295173493,0.290905467,0.245085848,0.216783715,0.144168677,0.205402523,0.262036255,0.137953575,0.243559791,0.183163378,0.094451096,0.071639403,0.099226304,0.138458902,0.277185003,0.316828024,0.001135221,0.357141404
4880,0.109311313,1,1,1,1,1,1,1,1,1,0.154428178,0.109311313,0.573801009,0.413299478,1,1,1,1,1,1,1,1,0.22153804,0.413299478,0.429626525,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.664120843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.248260319,0.560135713,0.803463399,0.770986092,0.706887887,0.244927891,0.736775089,0.716220503,0.714689802,0.559333937,0.605519774,0.772283411,0.577107862,0.514589285,0.683291178,0.439787157,0.229438267,0.256172555,0.284656456,0.242968254,0.613234316,0.311938821,0.688491038,0.045039064,0.031991948,0.039517838,0.099765457,0.181697563,0.247481219,0.176549161,0.112473226,0.150033381,0.178163972,0.27760601,0.115239845,0.20685604,0.160956834,0.086486071,0.040816326,0.058238883,0.170669592,0.213657042,0.276739619,0,0.352957396
4881,0.109311313,1,1,1,1,1,1,1,1,1,0.171850056,0.109311313,0.653697038,0.413299478,1,1,1,1,1,1,1,1,0.247173409,0.413299478,0.598240406,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.732037142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.146296188,0.654408894,0.837902135,0.814694757,0.799995333,0.306225199,0.798265717,0.824150809,0.781431781,0.74877746,0.73019138,0.752086596,0.715766571,0.573082044,0.741506775,0.497557845,0.297093914,0.492858715,0.508001972,0.591668494,0.704737067,0.364412499,0.778210484,0.039875783,0.058584927,0.030012404,0.112320935,0.168283787,0.247106371,0.15674962,0.114095919,0.133226725,0.156050648,0.332273364,0.164359848,0.219513669,0.160879785,0.093231346,0.019762839,0.034222754,0.236267479,0.265059499,0.282576531,0.017601299,0.348201423
4882,0.109311313,1,1,1,1,1,1,1,1,1,0.163018815,0.109311313,0.695902852,0.413299478,1,1,1,1,1,1,1,1,0.289948254,0.413299478,0.706779584,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.760529767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184208959,0.700461646,0.843940607,0.81171688,0.829817817,0.418687564,0.818910416,0.845132563,0.786971578,0.816130929,0.788658276,0.71037658,0.76545952,0.612821461,0.754908857,0.590702582,0.454764934,0.623391095,0.725103256,0.692942776,0.718972713,0.356403024,0.843976464,0.02551146,0.080531912,0.020576902,0.108619564,0.157245281,0.265854551,0.142050754,0.101929079,0.130821912,0.110554005,0.307613018,0.151034504,0.232688926,0.145780849,0.091853086,0.027443253,0.026649121,0.36163734,0.257225446,0.277578555,0.086015229,0.43553778
4883,0.109311313,1,1,1,1,1,1,1,1,1,0.144383649,0.109311313,0.702205346,0.413299478,1,1,1,1,1,1,1,1,0.347971385,0.413299478,0.754096986,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.760513344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.239942074,0.733084274,0.813418129,0.780056937,0.82080272,0.499067118,0.809193486,0.82803895,0.779115638,0.831880936,0.786640375,0.738022164,0.738341919,0.654567186,0.746540872,0.606635401,0.670911071,0.641318005,0.78965649,0.759305549,0.736751014,0.575343082,0.820550934,0.031463689,0.115706026,0.016554966,0.103356292,0.167383305,0.272083507,0.152464215,0.087383061,0.101054043,0.094503852,0.255463699,0.096795276,0.243243054,0.134585083,0.09033407,0.061887853,0.097514053,0.450827955,0.327998129,0.306693521,0.16101158,0.520588286
4884,0.109311313,1,1,1,1,1,1,1,1,1,0.140768181,0.109311313,0.703367234,0.413299478,1,1,1,1,1,1,1,1,0.419558683,0.413299478,0.77034813,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.758341143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.311868966,0.744288004,0.778034522,0.775959093,0.831945101,0.574642344,0.766679025,0.805302402,0.789466354,0.811926258,0.797606481,0.742789705,0.698191065,0.698797379,0.740282521,0.598404646,0.72837436,0.696681786,0.7963391,0.834842474,0.756312172,0.732880876,0.722716797,0.06703331,0.12021716,0.017188065,0.096705233,0.226113738,0.274738892,0.152396103,0.079544457,0.087490767,0.081305074,0.213169136,0.083450277,0.275274913,0.122868555,0.07415044,0.122612566,0.169736907,0.558467765,0.453252599,0.34599415,0.217311511,0.569650991
4885,0.109311313,1,1,1,1,1,1,1,1,1,0.150023827,0.109311313,0.695345417,0.413299478,1,1,1,1,1,1,1,1,0.482597788,0.413299478,0.787670834,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.732961018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.417583764,0.728244829,0.723853258,0.751699629,0.836887419,0.562236737,0.694658713,0.788204681,0.810733027,0.774464243,0.787534777,0.703471674,0.677668236,0.724360488,0.727661204,0.560319664,0.756005355,0.749763725,0.819702967,0.8145606,0.76887081,0.760386413,0.756505202,0.096383139,0.116930585,0.050505911,0.138117959,0.27340226,0.281522222,0.16497743,0.090882536,0.143231002,0.087807705,0.229597758,0.07389076,0.316905257,0.127203613,0.073539398,0.224017231,0.288908092,0.608567537,0.543825961,0.401691137,0.314105919,0.640815065
4886,0.109311313,1,1,1,1,1,1,1,1,1,0.166218593,0.109311313,0.672451321,0.413299478,1,1,1,1,1,1,1,1,0.532318592,0.413299478,0.772119397,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.681439036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.546005845,0.702282965,0.609833921,0.704682233,0.831879088,0.50707689,0.59653883,0.73408179,0.820612875,0.678119946,0.760324733,0.706201541,0.693974521,0.730805168,0.662847107,0.489601414,0.731492502,0.746050062,0.777088311,0.784242685,0.767009719,0.756780286,0.803215409,0.089324717,0.1291427,0.099392332,0.165234116,0.260675929,0.335969204,0.191157707,0.116106104,0.144255862,0.110298655,0.300882303,0.103145397,0.312317632,0.13920965,0.091011081,0.305515725,0.403502854,0.650192476,0.60922743,0.442710964,0.42804956,0.693506032
4887,0.109311313,1,1,1,1,1,1,1,1,1,0.184958252,0.109311313,0.620754632,0.413299478,1,1,1,1,1,1,1,1,0.556585559,0.413299478,0.722060622,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.615711437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712173283,0.654747403,0.497967121,0.635043518,0.820643992,0.434218467,0.490411253,0.651886668,0.812677759,0.700268101,0.716656204,0.739216533,0.680341235,0.700800901,0.53845493,0.438247575,0.674953719,0.767713585,0.66560477,0.786403628,0.742611207,0.713053044,0.772010479,0.101038754,0.16203627,0.152560337,0.157302445,0.198614698,0.417365414,0.212879791,0.145003386,0.213890613,0.138387062,0.298078795,0.109860903,0.310163384,0.176334473,0.136086356,0.369332141,0.476223598,0.68905679,0.619776919,0.448701155,0.513701444,0.72338304
4888,0.109311313,1,1,1,1,1,1,1,1,1,0.232300167,0.109311313,0.531547206,0.413299478,1,1,1,1,1,1,1,1,0.559526236,0.413299478,0.657290241,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.55771134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.810598791,0.590119793,0.391193302,0.591489866,0.80000258,0.406194852,0.399040571,0.598652909,0.774597457,0.651009954,0.620339415,0.652338098,0.610316879,0.641785098,0.382351673,0.377416339,0.603915573,0.693588345,0.617121598,0.734828151,0.675994269,0.587543085,0.649535022,0.147016704,0.190498594,0.23604678,0.174097175,0.143006604,0.470667314,0.244629825,0.154383065,0.41393336,0.162356953,0.287256718,0.146916152,0.311593659,0.274926477,0.210485186,0.409750657,0.477954286,0.707878464,0.613007687,0.439181375,0.475196846,0.731279706
4889,0.109311313,1,1,1,1,1,1,1,1,1,0.266115673,0.109311313,0.389288276,0.413299478,1,1,1,1,1,1,1,1,0.512948882,0.413299478,0.471009901,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.474994371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.950911164,0.48592398,0.360722516,0.53390958,0.719268375,0.355692248,0.276975595,0.47977845,0.694217931,0.373365999,0.431548903,0.438545533,0.47512044,0.470925054,0.237416661,0.32698516,0.42713129,0.463574495,0.446513121,0.484814673,0.475935352,0.310138619,0.569992525,0.212195518,0.26421339,0.322357924,0.165086555,0.135357484,0.470596731,0.269022807,0.145996435,0.201347239,0.207358405,0.27929065,0.188456938,0.317919177,0.347320562,0.210951634,0.486648954,0.497061038,0.639480656,0.59307193,0.385054535,0.565790932,0.678671516
4890,0.109311313,1,1,1,1,1,1,1,1,1,0.282644333,0.109311313,0.159252805,0.413299478,1,1,1,1,1,1,1,1,0.465759099,0.413299478,0.146892773,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.265071517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90579474,0.260167705,0.144694855,0.309514339,0.47400436,0.238458549,0.102824467,0.201896165,0.452134206,0.111032966,0.132736684,0.120231613,0.250484815,0.170926574,0.075628228,0.157186043,0.112595941,0.127825138,0.11810748,0.157208768,0.161500514,0.087613176,0.21969038,0.230133487,0.224621823,0.320390572,0.146831119,0.12083078,0.385678863,0.310391359,0.150255142,0.180024809,0.301073977,0.275404287,0.241431919,0.270960822,0.383251746,0.184683156,0.433366819,0.497753794,0.628847358,0.529974939,0.308810818,0.572491636,0.630042998
4891,0.109311313,1,1,1,1,1,1,1,1,1,0.33328246,0.109311313,0.014493106,0.413299478,1,1,1,1,1,1,1,1,0.516182343,0.413299478,0.004979348,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.039651418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.879908442,0.037181827,0.005551028,0.031758257,0.09712005,0.047464511,0.005723832,0.013333498,0.090624429,0.001918511,0.003696882,0.001770256,0.037877571,0.010060325,0.003315575,0.012970828,0.002409011,0.001815955,0.001306611,0.004403798,0.008360246,0.001163248,0.009235456,0.246722895,0.165546421,0.239205613,0.153365891,0.161893101,0.335461075,0.454731595,0.1806259,0.486996862,0.341117791,0.397623229,0.340537189,0.315618742,0.39722357,0.193274797,0.52354785,0.639893136,0.672365882,0.587132689,0.349627601,0.64952309,0.672506604
4892,0.109311313,1,1,1,1,1,1,1,1,1,0.367964348,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.536060147,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0.00E+00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92719847,0,0,0,0.00E+00,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284335246,0.14111497,0.242632667,0.20329385,0.284098768,0.317139658,0.536224666,0.236853571,0.382033907,0.276539047,0.431736337,0.46653381,0.31851102,0.375090713,0.26329272,0.516310434,0.688835249,0.672788817,0.604050898,0.388755618,0.59312677,0.656985565
4893,0.109311313,1,1,1,1,1,1,1,1,1,0.371873088,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.53395265,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.927363276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283471475,0.102786526,0.255551424,0.252725628,0.316931406,0.320049813,0.564976533,0.27746565,0.188329088,0.39714441,0.368456676,0.487050001,0.314995044,0.325440169,0.306908579,0.565792717,0.694496214,0.663443162,0.621689587,0.389527741,0.536717727,0.615900479
4894,0.109311313,1,1,1,1,1,1,1,1,1,0.356598285,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.524560467,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.961328506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281861377,0.106200958,0.265391196,0.259714774,0.312249454,0.337337957,0.570119581,0.306713614,0.282424133,0.432190421,0.433940472,0.430841964,0.345955215,0.277632771,0.310086699,0.560571982,0.681296748,0.642075469,0.587909477,0.388687912,0.618611052,0.633101959
4895,0.109311313,1,1,1,1,1,1,1,1,1,0.339192259,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.516696728,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901387572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292142738,0.119476091,0.280471127,0.253226393,0.327271674,0.384791776,0.549240354,0.299887217,0.736965855,0.415213042,0.37275331,0.326238943,0.36537143,0.307807616,0.316810112,0.587641874,0.636781867,0.625457311,0.573690576,0.386847448,0.646104022,0.645098245
4896,0.109311313,1,1,1,1,1,1,1,1,1,0.354506634,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.495589437,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.832140863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291675427,0.114873463,0.291938229,0.2491578,0.346605555,0.416325954,0.527173846,0.302838292,0.545513736,0.313227869,0.4314278,0.284550715,0.41953301,0.379261267,0.338524078,0.585818636,0.614493007,0.607600519,0.585135033,0.360204732,0.622042493,0.593491818
4897,0.109311313,1,1,1,1,1,1,1,1,1,0.36670201,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.481854247,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.910656273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274734133,0.106862612,0.304280324,0.262268262,0.361046392,0.453121542,0.545526709,0.278143028,0.395607998,0.327995629,0.420445377,0.299064636,0.40925677,0.41029563,0.358385956,0.515781365,0.561128375,0.614414366,0.587551587,0.340740711,0.577755849,0.560375534
4898,0.109311313,1,1,1,1,1,1,1,1,1,0.37193452,0.109311313,0,0.413299478,1,1,1,1,1,1,1,1,0.469509566,0.413299478,0,0.153761529,1,1,1,1,1,1,1,1,1,0.153761529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997211397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25109455,0.083542933,0.309606683,0.268521997,0.360700066,0.504409509,0.55094385,0.277575114,0.439086227,0.403281129,0.438083217,0.292526369,0.374492737,0.448303639,0.351271747,0.432662431,0.527482664,0.634737378,0.567743403,0.317653547,0.549129375,0.525818576
