Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
2301,0.263515545,1,1,1,1,1,1,1,1,1,0.530232507,0.263515545,0,0.570851346,1,1,1,1,1,1,1,1,0.393698238,0.570851346,0,0.151322578,1,1,1,1,1,1,1,1,1,0.151322578,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.146967322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777108629,0.471089114,0.635743274,0.805678827,0.796918159,0.785021368,0.695275463,0.803614018,0.804817609,0.746036552,0.416643354,0.442484499,0.153885545,0.791263838,0.784613557,0.387024911,0.484804119,0.722388592,0.587755726,0.104844473,0.567996041,0.401134735
2302,0.263361185,1,1,1,1,1,1,1,1,1,0.514699877,0.263361185,0,0.570489399,1,1,1,1,1,1,1,1,0.346688994,0.570489399,0,0.15082314,1,1,1,1,1,1,1,1,1,0.15082314,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121513672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774368249,0.471605345,0.651103455,0.805814739,0.794462593,0.78370687,0.685050373,0.802266459,0.806123993,0.69807487,0.307503798,0.424701719,0.143333794,0.788748657,0.780078331,0.290131253,0.356626472,0.690288319,0.527320617,0.060526212,0.497681794,0.375074251
2303,0.263235485,1,1,1,1,1,1,1,1,1,0.506523628,0.263235485,0,0.570205221,1,1,1,1,1,1,1,1,0.311385003,0.570205221,0,0.150385484,1,1,1,1,1,1,1,1,1,0.150385484,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.108562753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764338777,0.465379816,0.649215313,0.805915268,0.791304509,0.776174443,0.659105129,0.800025501,0.80845476,0.652822004,0.198353864,0.431022103,0.139260723,0.784553577,0.770334436,0.195694397,0.286986393,0.654930689,0.427943281,0.047726609,0.349064613,0.340302741
2304,0.263081125,1,1,1,1,1,1,1,1,1,0.499573188,0.263081125,0,0.569883874,1,1,1,1,1,1,1,1,0.29203549,0.569883874,0,0.149915322,1,1,1,1,1,1,1,1,1,0.149915322,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115031622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754645362,0.456015901,0.629328599,0.805800219,0.787867814,0.762306106,0.632793979,0.796791035,0.804138995,0.650763643,0.157469679,0.422333886,0.144886554,0.773498642,0.757558892,0.180766215,0.220140909,0.614315269,0.349579398,0.0619488,0.37451629,0.308466869
2305,0.26295538,1,1,1,1,1,1,1,1,1,0.494611899,0.26295538,0,0.569564834,1,1,1,1,1,1,1,1,0.279632919,0.569564834,0,0.149415883,1,1,1,1,1,1,1,1,1,0.149415883,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076523691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728971998,0.440508428,0.588484666,0.805050619,0.780138745,0.753083247,0.615758329,0.793697077,0.753162738,0.661030042,0.193829668,0.403271352,0.158425753,0.760567612,0.748192563,0.164921343,0.191492031,0.579229247,0.276982646,0.084647526,0.383475401,0.261813758
2306,0.262825492,1,1,1,1,1,1,1,1,1,0.490342205,0.262825492,0,0.569251104,1,1,1,1,1,1,1,1,0.275014338,0.569251104,0,0.148978227,1,1,1,1,1,1,1,1,1,0.148978227,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.084902167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682334381,0.414242563,0.540795783,0.804016533,0.763316854,0.750339127,0.609360818,0.791968931,0.684430945,0.640730511,0.25195054,0.383983901,0.176900791,0.749040016,0.746299964,0.248043129,0.190283945,0.548324773,0.221288437,0.111425695,0.328578102,0.196438913
2307,0.262691078,1,1,1,1,1,1,1,1,1,0.483723298,0.262691078,0,0.568957665,1,1,1,1,1,1,1,1,0.276668605,0.568957665,0,0.148507759,1,1,1,1,1,1,1,1,1,0.148507759,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184471935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613655728,0.364465528,0.474939433,0.801961655,0.731337557,0.750022739,0.611649815,0.790486499,0.60446108,0.58978519,0.320883214,0.372565556,0.187454717,0.73642059,0.740963533,0.371646903,0.173664138,0.522292619,0.220868975,0.136813279,0.322722081,0.127802809
2308,0.262545432,1,1,1,1,1,1,1,1,1,0.472705313,0.262545432,0,0.568616339,1,1,1,1,1,1,1,1,0.272015274,0.568616339,0,0.148068806,1,1,1,1,1,1,1,1,1,0.148068806,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.353793859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529340485,0.311360081,0.38820968,0.797956542,0.682486598,0.748080676,0.612442581,0.784672788,0.639986031,0.543241133,0.37777272,0.355441059,0.184005317,0.724563536,0.734191406,0.412532175,0.164123243,0.488743065,0.210820484,0.155543751,0.376249327,0.088608279
2309,0.262412683,1,1,1,1,1,1,1,1,1,0.463081719,0.262412683,0,0.568333522,1,1,1,1,1,1,1,1,0.267378223,0.568333522,0.055940847,0.147569367,1,1,1,1,1,1,1,1,1,0.147569367,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.344188392,0,0,0,0,0,0,0,0,0.003140279,0.004054119,0.00322473,0,0,0.002130357,0.00E+00,0.003859667,0.032260469,0.117340161,0.06397001,0.012506755,0.004433076,0.048338145,0.454823674,0.254763389,0.302532018,0.791903432,0.630283355,0.746462191,0.604820662,0.770410142,0.667573675,0.50340545,0.391121724,0.34231507,0.185186036,0.712923602,0.727558748,0.440573215,0.187996371,0.460030447,0.165367731,0.171093905,0.45947713,0.071407346
2310,0.262280032,1,1,1,1,1,1,1,1,1,0.452753673,0.262280032,0.085043371,0.568003548,1,1,1,1,1,1,1,1,0.245708869,0.568003548,0.4166918,0.147098899,1,1,1,1,1,1,1,1,1,0.147098899,0.087556062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.276569784,0.034164061,0.091448569,0.087058343,0.048094945,0.010004564,0.188295407,0.150132932,0.041994646,0.10411914,0.114651098,0.089755038,0.0545547,0.02557677,0.15314197,0.11677385,0.082756498,0.388001797,0.653274061,0.549629661,0.202336641,0.191603566,0.50935001,0.377074234,0.210037768,0.224939557,0.782532486,0.576029739,0.747096775,0.591295941,0.751105392,0.595144459,0.474762452,0.39593966,0.320808393,0.184698496,0.710043188,0.717901599,0.44424717,0.188515081,0.393690801,0.113614922,0.182546024,0.451081161,0.051298503
2311,0.262132623,1,1,1,1,1,1,1,1,1,0.398354718,0.262132623,0.370705358,0.5677004,1,1,1,1,1,1,1,1,0.16862002,0.5677004,0.762700405,0.146697857,1,1,1,1,1,1,1,1,1,0.146697857,0.498805628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.247139156,0.315840875,0.521672702,0.584282539,0.454038272,0.212046408,0.697712103,0.684871552,0.4237087,0.388767491,0.494618572,0.325735831,0.314251997,0.124002287,0.563702318,0.561045378,0.280865745,0.859173861,0.986961052,0.960080248,0.523639476,0.554395528,0.947027325,0.302083402,0.169235119,0.161341545,0.761737295,0.52153246,0.67834115,0.47919461,0.719222858,0.333270308,0.336584795,0.301278737,0.287022528,0.140030219,0.650227992,0.677124554,0.210632235,0.074096566,0.324864722,0.048826165,0.109561843,0.185619382,0.016586964
2312,0.262024444,1,1,1,1,1,1,1,1,1,0.251979202,0.262024444,0.571835554,0.567380052,1,1,1,1,1,1,1,1,0.139690527,0.567380052,0.833900624,0.146198419,1,1,1,1,1,1,1,1,1,0.146198419,0.759564788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.386781514,0.500434613,0.696218539,0.884088241,0.805860487,0.504726536,0.912952182,0.929425836,0.756474648,0.623525685,0.730326057,0.371057452,0.502770115,0.259828955,0.81921527,0.828148371,0.461645522,0.959743268,0.996975355,0.99751646,0.64259641,0.724375527,0.99480542,0.175289078,0.074160463,0.045700097,0.493993681,0.386291072,0.374357153,0.145034882,0.45260831,0.118691254,0.183139781,0.256750542,0.197246363,0.07733828,0.384628271,0.473352217,0.174117575,0.059235961,0.324092164,0.045984604,0.050599992,0.189796886,0.008748533
2313,0.261920438,1,1,1,1,1,1,1,1,1,0.190695948,0.261920438,0.665278393,0.567078336,1,1,1,1,1,1,1,1,0.129066619,0.567078336,0.851101983,0.145760763,1,1,1,1,1,1,1,1,1,0.145760763,0.831183818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.415807784,0.625497267,0.793668903,0.923058026,0.861998842,0.659464036,0.954765417,0.962223411,0.801864549,0.649659576,0.749749984,0.458356035,0.610025424,0.399376634,0.891882157,0.883237809,0.605182092,0.95281074,0.994592083,0.992414877,0.670729797,0.858882681,0.991602775,0.086746999,0.041466652,0.011065552,0.243541406,0.241077232,0.310719347,0.134443311,0.291079513,0.093162138,0.136841282,0.237348427,0.149630351,0.050017616,0.293429345,0.358845179,0.105521134,0.033086234,0.33110467,0.053320072,0.028489497,0.116670491,0.013720713
2314,0.261787742,1,1,1,1,1,1,1,1,1,0.163649773,0.261787742,0.726269393,0.566768788,1,1,1,1,1,1,1,1,0.129980085,0.566768788,0.85127687,0.145290295,1,1,1,1,1,1,1,1,1,0.145290295,0.835838813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98594451,0.686079346,0.816334555,0.912446809,0.849503007,0.656682414,0.94090571,0.950998643,0.818071164,0.752460214,0.794532793,0.571523816,0.682047933,0.52421934,0.899868425,0.888965345,0.691742157,0.921927294,0.96818961,0.967636126,0.697320831,0.919683993,0.970084818,0.071171898,0.04295246,0.013964502,0.171940641,0.270674071,0.288851349,0.148883504,0.272211392,0.113843848,0.105192145,0.207586319,0.132422827,0.030822307,0.269892642,0.289732993,0.042942872,0.028718104,0.353532659,0.061474538,0.016596369,0.07251912,0.027356474
2315,0.261640333,1,1,1,1,1,1,1,1,1,0.146439003,0.261640333,0.74331305,0.566447458,1,1,1,1,1,1,1,1,0.137544278,0.566447458,0.844157781,0.144852639,1,1,1,1,1,1,1,1,1,0.144852639,0.822661218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986266136,0.689305136,0.759703582,0.897009676,0.835067314,0.681930039,0.918547113,0.933277479,0.812656289,0.817371169,0.829307365,0.632071443,0.700388213,0.589074386,0.872748313,0.868234738,0.71480943,0.902875147,0.941721133,0.94091775,0.715829664,0.900137487,0.940795129,0.086368437,0.04905724,0.018703043,0.129895977,0.325697775,0.278346545,0.156765038,0.275700423,0.176707099,0.088871015,0.174167388,0.136132054,0.020917977,0.234091285,0.25092833,0.013943526,0.029672653,0.376002001,0.07773745,0.01283665,0.053601852,0.053802056
2316,0.261498968,1,1,1,1,1,1,1,1,1,0.135496893,0.261498968,0.729021099,0.566126758,1,1,1,1,1,1,1,1,0.151705774,0.566126758,0.862936734,0.144351902,1,1,1,1,1,1,1,1,1,0.144351902,0.825625733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.838600636,0.727194971,0.735869982,0.900253348,0.798131055,0.739998202,0.90634999,0.923273031,0.825959219,0.803331406,0.826415403,0.653099959,0.634398712,0.612806752,0.860785861,0.846567048,0.759858265,0.91394941,0.948302223,0.943061812,0.752274666,0.90438272,0.940361832,0.096474099,0.074684718,0.023885559,0.108325147,0.364498244,0.241637533,0.157336972,0.265028151,0.242294046,0.081631223,0.151934814,0.165577807,0.022840438,0.180040765,0.211862466,0.016625446,0.03220199,0.405340466,0.096077407,0.015589998,0.050032137,0.082578727
2317,0.261360273,1,1,1,1,1,1,1,1,1,0.129848492,0.261360273,0.716171344,0.565841933,1,1,1,1,1,1,1,1,0.170106544,0.565841933,0.896279524,0.143881435,1,1,1,1,1,1,1,1,1,0.143881435,0.822042843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.784284592,0.787143058,0.754117801,0.899847013,0.724364195,0.746118162,0.896593283,0.926208962,0.803017059,0.838288378,0.839807677,0.640087857,0.587057663,0.608377551,0.867560476,0.824055543,0.846549918,0.948708659,0.97856943,0.969664041,0.783529686,0.93052487,0.966918975,0.128567239,0.128364728,0.034512848,0.09570849,0.400387357,0.200826903,0.155460469,0.274345022,0.284312392,0.090625412,0.160919889,0.186510238,0.02449918,0.14422745,0.180887994,0.024791358,0.042357855,0.42926039,0.112786753,0.029422778,0.052511773,0.120729866
2318,0.261243335,1,1,1,1,1,1,1,1,1,0.126800299,0.261243335,0.697285617,0.565503261,1,1,1,1,1,1,1,1,0.195100559,0.565503261,0.928362637,0.143443778,1,1,1,1,1,1,1,1,1,0.143443778,0.803715505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.681415081,0.808603194,0.747254515,0.898975494,0.644059838,0.732065223,0.883784649,0.930633819,0.747799013,0.835690301,0.858700427,0.615744878,0.565026963,0.591785588,0.854521104,0.777763316,0.907820593,0.975361448,0.995266739,0.990410676,0.832092488,0.954472666,0.986475533,0.177598474,0.177616653,0.055652771,0.121048884,0.46747848,0.175661153,0.166240179,0.326644261,0.335026244,0.111499648,0.163161074,0.197044961,0.025594847,0.128224349,0.148821379,0.041752297,0.064345688,0.449967747,0.137162721,0.05719229,0.062330274,0.156652586
2319,0.26110464,1,1,1,1,1,1,1,1,1,0.127822007,0.26110464,0.618893185,0.56517162,1,1,1,1,1,1,1,1,0.220886382,0.56517162,0.93389114,0.14294434,1,1,1,1,1,1,1,1,1,0.14294434,0.76012005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.648205876,0.759858469,0.736309867,0.876761004,0.505456157,0.723512905,0.86336709,0.917644973,0.659850816,0.729720415,0.76810535,0.58415636,0.476172365,0.505094269,0.818146665,0.656532969,0.930547652,0.968264663,0.987087238,0.984353816,0.854917864,0.947249033,0.982572047,0.246093011,0.230187723,0.082183664,0.163850668,0.533539801,0.168687436,0.189376582,0.391485746,0.427240488,0.135455815,0.177755682,0.20784944,0.02893591,0.125430122,0.111327394,0.06592672,0.096236671,0.46104514,0.165860228,0.090384466,0.078562003,0.197075797
2320,0.260963275,1,1,1,1,1,1,1,1,1,0.138488307,0.260963275,0.495464342,0.564897736,1,1,1,1,1,1,1,1,0.240847083,0.564897736,0.800893457,0.142506684,1,1,1,1,1,1,1,1,1,0.142506684,0.680541064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.52512145,0.676846424,0.657417849,0.816018845,0.381458941,0.682306396,0.783961144,0.844841243,0.564779373,0.413389561,0.486422887,0.380768751,0.345390578,0.439570357,0.679849951,0.554950544,0.810360086,0.823576841,0.784582681,0.841877632,0.784935371,0.809288681,0.857879838,0.31440825,0.269958293,0.112666322,0.221762477,0.598768437,0.17376732,0.215958731,0.443770343,0.475897261,0.180982916,0.164828132,0.238633015,0.037595891,0.128819939,0.079271206,0.083196326,0.11300906,0.462691746,0.2093366,0.118614995,0.095423512,0.223706969
2321,0.26082458,1,1,1,1,1,1,1,1,1,0.166683949,0.26082458,0.245107903,0.564548124,1,1,1,1,1,1,1,1,0.238050815,0.564548124,0.31529259,0.142036216,1,1,1,1,1,1,1,1,1,0.142036216,0.466644583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.673161507,0.485834289,0.418587505,0.567374448,0.284238532,0.552006039,0.45867512,0.50887369,0.460405466,0.121168932,0.187405636,0.12568865,0.142530704,0.234862709,0.339905362,0.320749153,0.314798752,0.298692835,0.242855303,0.307728387,0.378377799,0.290396684,0.345180846,0.368426363,0.292867609,0.147914793,0.278770727,0.640307289,0.186249402,0.250301552,0.5135549,0.518365378,0.265455253,0.145353951,0.299084907,0.056531835,0.146779067,0.051055651,0.111636665,0.11259439,0.408644326,0.253142058,0.140608497,0.116679502,0.221828494
2322,0.26068317,1,1,1,1,1,1,1,1,1,0.229428006,0.26068317,0.028873418,0.564248076,1,1,1,1,1,1,1,1,0.330872762,0.564248076,0.016179182,0.141602362,1,1,1,1,1,1,1,1,1,0.141602362,0.10957037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.632435203,0.131243669,0.06778707,0.114042553,0.087626755,0.221659289,0.056317347,0.076091762,0.147598122,0.00769355,0.014784238,0.006627118,0.028710336,0.019794946,0.035069109,0.048079493,0.013047334,0.009889527,0.003860903,0.011271162,0.029787942,0.008797166,0.017988984,0.373524816,0.275773887,0.182016116,0.262940944,0.62268799,0.242485508,0.293906666,0.502486077,0.509398565,0.386159491,0.140066161,0.381321379,0.108744777,0.220522606,0.051675853,0.158190304,0.157785609,0.540070386,0.407542889,0.202550632,0.207254594,0.316535136
2323,0.26055918,1,1,1,1,1,1,1,1,1,0.333081825,0.26055918,0,0.563940955,1,1,1,1,1,1,1,1,0.397608899,0.563940955,0,0.141135735,1,1,1,1,1,1,1,1,1,0.141135735,0.001701159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.621763885,0,0.00E+00,0,0.0012353,0.008575876,0,0,0.00414219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515039456,0.335807453,0.289805384,0.351940337,0.63657284,0.370145948,0.438751541,0.604023375,0.51649226,0.501716949,0.169077,0.498384197,0.229605303,0.318797719,0.118622576,0.256345199,0.185336297,0.612899522,0.482250191,0.2750779,0.270136827,0.319368248
2324,0.260427582,1,1,1,1,1,1,1,1,1,0.392160863,0.260427582,0,0.563629179,1,1,1,1,1,1,1,1,0.39996665,0.563629179,0,0.14066397,1,1,1,1,1,1,1,1,1,0.14066397,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.487959266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622936685,0.407098164,0.368474396,0.476557022,0.707301189,0.459345885,0.532707444,0.674545028,0.4461404,0.509564791,0.184792572,0.533786184,0.328662878,0.384784479,0.187545905,0.267821697,0.220513364,0.633109583,0.48928935,0.264214165,0.314937523,0.282285704
2325,0.260294878,1,1,1,1,1,1,1,1,1,0.427659711,0.260294878,0,0.563294829,1,1,1,1,1,1,1,1,0.372266501,0.563294829,0,0.140226314,1,1,1,1,1,1,1,1,1,0.140226314,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.36220926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670909727,0.429084623,0.421451232,0.564245181,0.74300486,0.525779856,0.5801493,0.719083332,0.309442148,0.443893913,0.176903682,0.544001996,0.38135416,0.43693532,0.290381127,0.227314371,0.24052937,0.617197188,0.475523654,0.222605117,0.300497961,0.238883319
2326,0.260147521,1,1,1,1,1,1,1,1,1,0.465008352,0.260147521,0,0.563010651,1,1,1,1,1,1,1,1,0.332794368,0.563010651,0,0.139726875,1,1,1,1,1,1,1,1,1,0.139726875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.167220637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681479126,0.441239266,0.455570612,0.638761478,0.75784123,0.575738228,0.61966753,0.738962982,0.325655266,0.394357563,0.131924003,0.574065989,0.425728335,0.484383777,0.38323665,0.186900593,0.278106279,0.58283035,0.444634731,0.170700984,0.264076302,0.184179901
2327,0.260014773,1,1,1,1,1,1,1,1,1,0.478038616,0.260014773,0,0.562689304,1,1,1,1,1,1,1,1,0.295079379,0.562689304,0,0.139256407,1,1,1,1,1,1,1,1,1,0.139256407,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.136206791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672692306,0.445150718,0.488617505,0.673778394,0.74794391,0.602705796,0.641791466,0.751906681,0.2689603,0.33656145,0.094690496,0.59439644,0.445750715,0.499367506,0.419920573,0.136643737,0.302810098,0.539985812,0.405004911,0.132226229,0.2158424,0.135202112
2328,0.259867417,1,1,1,1,1,1,1,1,1,0.490914894,0.259867417,0,0.562370264,1,1,1,1,1,1,1,1,0.268045478,0.562370264,0,0.138818751,1,1,1,1,1,1,1,1,1,0.138818751,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.273566753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658447975,0.433485052,0.517430953,0.686753453,0.738557705,0.627194731,0.630844386,0.738042735,0.218092111,0.30563099,0.091498813,0.630037577,0.433591008,0.489435878,0.507590185,0.161154072,0.360120726,0.489261173,0.336109206,0.117906152,0.152163052,0.100696642
2329,0.259734712,1,1,1,1,1,1,1,1,1,0.49156511,0.259734712,0,0.562065807,1,1,1,1,1,1,1,1,0.246653554,0.562065807,0,0.138348284,1,1,1,1,1,1,1,1,1,0.138348284,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278237402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643241183,0.42866734,0.526520119,0.68419291,0.737524863,0.605487466,0.63631947,0.719761153,0.175829105,0.22038642,0.085899293,0.65704665,0.417430003,0.481005451,0.553543383,0.238175655,0.382833936,0.434231344,0.264639903,0.118300045,0.21786386,0.068565091
2330,0.259655232,1,1,1,1,1,1,1,1,1,0.488514351,0.259655232,0,0.561764738,1,1,1,1,1,1,1,1,0.232421704,0.561764738,0,0.137881657,1,1,1,1,1,1,1,1,1,0.137881657,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20340094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612691138,0.414864931,0.522164392,0.664766107,0.738233792,0.584622537,0.662645583,0.708123323,0.111636556,0.197646235,0.069173473,0.647766126,0.411656596,0.478168469,0.586277635,0.355866169,0.398637741,0.383321897,0.190575442,0.127451273,0.333262836,0.051488853
2331,0.259522483,1,1,1,1,1,1,1,1,1,0.482636424,0.259522483,0,0.561414504,1,1,1,1,1,1,1,1,0.224008981,0.561414504,0,0.137411189,1,1,1,1,1,1,1,1,1,0.137411189,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059558772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576449377,0.388566861,0.525141733,0.657163194,0.719390805,0.556275313,0.672815822,0.698958971,0.101208444,0.229149062,0.097436284,0.638189176,0.414391232,0.445106289,0.597699114,0.452039099,0.357379895,0.335672518,0.138555761,0.149201951,0.440739712,0.052150876
2332,0.259366413,1,1,1,1,1,1,1,1,1,0.476889817,0.259366413,0,0.561139598,1,1,1,1,1,1,1,1,0.225891184,0.561139598,0,0.136939423,1,1,1,1,1,1,1,1,1,0.136939423,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014797564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526580171,0.351239986,0.52126123,0.663995009,0.678864009,0.522675984,0.66540102,0.699184507,0.205693863,0.223541964,0.123679674,0.628434942,0.418384665,0.40583492,0.63988357,0.518505589,0.294801761,0.307758068,0.091722253,0.184393409,0.547653398,0.049578421
