Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
SE_Energy_Crops_Herb,1,0,86.4192,7963.12
MIDAT_Energy_Crops_Herb,2,0,86.4192,1364.89
NE_Energy_Crops_Herb,3,0,86.4192,297.76
