t,SE_Electrolyzer,MIDAT_Electrolyzer,NE_Electrolyzer,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Above_ground_storage,MIDAT_Above_ground_storage,NE_Above_ground_storage
1275,19475.56982482527,1114.9768305952443,3205.703666333688,8.797123059569923e-11,8.699019805404046e-11,6.24248649436586e-11,8.390259328650312e-11,7.930795158244541e-11,5.961764559387263e-11,2.329795205954783e-10,6251.023169405771,2.651806738094955e-10
1276,19475.569824825274,1114.976830595228,3205.7036663338513,8.77520968160749e-11,8.564872834160144e-11,6.210755491203325e-11,8.412319601562129e-11,7.906918223854901e-11,5.969157811600409e-11,2.334680619927828e-10,6251.023169407742,2.6956097080958775e-10
1277,19475.56982482518,1114.976830595228,3205.703666333707,8.749014238677567e-11,8.430910085636821e-11,6.157478900034146e-11,8.417010123818967e-11,7.881415814159616e-11,5.961982381513523e-11,2.1315681299385633e-10,6251.0231694077975,2.791832198653488e-10
1278,2163.9522027583726,1114.9768305952243,356.1892962593071,8.700777659295805e-11,8.252123015771058e-11,6.067515373782601e-11,8.394855296628986e-11,7.814733619397843e-11,5.935032888682292e-11,12607.04779724197,6251.023169407907,1455.8107037411692
1279,2163.9522027583726,1114.9768305952286,356.18929625930843,8.675412282303909e-11,8.416891251592778e-11,6.033140703871741e-11,8.377673572509826e-11,7.875559693261148e-11,5.908564609018986e-11,12607.047797241983,6251.023169407492,1455.8107037409638
1280,2163.952202758377,1114.976830595233,356.18929625932253,8.682982099900236e-11,8.553290559014105e-11,6.045330319341457e-11,8.35898790730804e-11,7.897659227599131e-11,5.87897020865618e-11,12607.047797242007,6251.023169405907,1455.810703741107
1281,2163.9522027583753,1114.9768305952327,356.18929625931963,8.692271287942863e-11,8.652031901201993e-11,6.064865106325393e-11,8.330862688970238e-11,7.903108809466169e-11,5.839722336362642e-11,12607.04779724175,6251.023169405699,1455.8107037410393
1282,2163.952202758375,1114.9768305952325,356.18929625932134,8.704663291041824e-11,8.723520311873829e-11,6.067991294673027e-11,8.296738171094733e-11,7.89479247405761e-11,5.79075326965827e-11,12607.04779724221,6251.0231694056965,1455.81070374101
1283,2163.952202758375,1114.9768305952325,356.1892962593206,8.70482424133497e-11,8.753337736521875e-11,6.063185343173784e-11,8.256012715614696e-11,7.872386343767153e-11,5.731607075144285e-11,12607.04779724183,6251.023169405674,1455.8107037410061
1284,2163.952202758375,1114.9768305952325,356.18929625932014,8.690481614923163e-11,8.75146719708315e-11,6.041999934914582e-11,8.207708546763756e-11,7.834919708741284e-11,5.660551180779956e-11,12607.047797241952,6251.0231694057375,1455.8107037410505
1285,2163.952202758373,1114.9768305952325,356.1892962593234,8.65061112814434e-11,8.71775215459216e-11,5.986384394493765e-11,8.151140971991174e-11,7.781941203437827e-11,5.5753488936441225e-11,12607.047797242178,6251.023169406051,1455.810703740951
1286,2163.9522027583735,1114.9768305952325,356.1892962593247,8.574809998582383e-11,8.634129934609439e-11,5.878896197188115e-11,8.089699469833244e-11,7.712408521627945e-11,5.473986726920672e-11,12607.04779724211,6251.023169405693,1455.8107037410828
1287,2163.9522027583744,1114.9768305952327,356.18929625932014,8.437630551089843e-11,8.473386019551729e-11,5.691760007852082e-11,8.023674879090822e-11,7.624869743069729e-11,5.353388658550167e-11,12607.047797242045,6251.023169405587,1455.8107037412342
1288,2163.9522027583685,1114.9768305952264,356.18929625930116,8.195617741482069e-11,8.194469461079317e-11,5.35330553049933e-11,7.938778013628136e-11,7.508304514235882e-11,5.2026996070685664e-11,12607.047797242745,6251.023169407798,4117.549171247301
1289,2163.952202758367,1114.976830595225,356.1892962592999,7.932050522673848e-11,7.899176484317428e-11,5.118509175027678e-11,7.867303463122223e-11,7.401040062206264e-11,5.075756061033424e-11,12607.047797242736,6251.023169408265,4117.549171247375
1290,2163.952202758366,1114.976830595224,356.1892962593004,7.743636505436209e-11,7.683464146221168e-11,5.0552504326739664e-11,7.813474294940836e-11,7.319931739193114e-11,4.992259593105081e-11,12607.047797243433,6251.023169408119,4117.549171248196
1291,2163.9522027583666,1114.9768305952246,356.18929625930025,7.96024998525553e-11,7.856788766060722e-11,5.049749218840787e-11,7.905910049154932e-11,7.366408994413728e-11,4.922291687590533e-11,12607.047797242785,6251.023169408126,4117.54917124739
1292,2163.9522027583685,1114.9768305952257,356.1892962593003,8.232650906659565e-11,8.068604092140451e-11,5.081709176955768e-11,8.0074694432231e-11,7.423636343664182e-11,4.86792637707793e-11,12607.047797242827,6251.023169407857,4117.549171247745
1293,2163.9522027583866,1114.9768305952261,356.18929625930105,8.491078955363104e-11,8.233983825583344e-11,5.140682993493439e-11,8.126229630156382e-11,7.4824656067668e-11,4.8285727147900014e-11,12607.047797241992,6251.023169407634,4117.549171247142
1294,7918.638515752837,1114.9768305952264,356.18929625930105,8.675117224278396e-11,8.351763089898376e-11,5.1886531470808285e-11,8.23650805064643e-11,7.544840712900835e-11,4.7986004276384734e-11,6852.361484247512,6251.023169407808,4117.549171247934
1295,14437.758436712287,1114.9768305952268,356.189296259301,8.767939521120645e-11,8.433052150982015e-11,5.217047391478485e-11,8.327433088542003e-11,7.613620499869747e-11,4.778389968339194e-11,333.241563288049,6251.023169407708,4117.549171246799
1296,14474.897775935497,1114.9768305952289,356.18929625930105,8.813780277579877e-11,8.501946102690688e-11,5.22628593602285e-11,8.406219369599234e-11,7.689982709334835e-11,4.767604963197993e-11,296.10222406483643,6251.0231694075965,4117.54917124134
1297,14489.990568444266,1114.9768305952289,356.1892962593009,8.837332398595717e-11,8.535780215632151e-11,5.2146699459755925e-11,8.473473480780664e-11,7.759565657405354e-11,4.7660174604419804e-11,281.0094315560486,6251.0231694077875,4117.54917124739
1298,14487.661710430752,1114.976830595229,356.18929625930076,8.841940440513175e-11,8.548874422441342e-11,5.1718497412375244e-11,8.530795839888206e-11,7.827469869210498e-11,4.774073970562823e-11,283.3382895695629,6251.023169407765,4117.549171247751
1299,14481.23132134914,1114.976830595229,356.18929625930053,8.837850462389282e-11,8.547618638793493e-11,5.0862816984006247e-11,8.578162826061518e-11,7.894062634532587e-11,4.791663379012207e-11,289.7686786511651,6251.023169407529,4117.5491712468465
1300,14477.252533960538,1114.9768305952293,356.1892962593006,8.828580477577008e-11,8.540806338322879e-11,4.960747405384997e-11,8.616239359051948e-11,7.959531115153572e-11,4.819450812661426e-11,293.74746603975285,6251.023169407976,4117.549171248212
1301,5268.526293651009,1114.976830595229,356.1892962593001,8.81777751952092e-11,8.535801395960539e-11,4.783611587518042e-11,8.645831456759584e-11,8.024050531408814e-11,4.854930175216505e-11,9502.473706349227,6251.023169407806,4117.54917124775
1302,2163.9522027584003,1114.9768305952273,356.18929625929877,8.815184632877952e-11,8.54094251611099e-11,4.5959908872598516e-11,8.665131063221223e-11,8.08400041268668e-11,4.8891496870595584e-11,12607.047797241607,6251.023169407523,4117.549171245615
1303,2163.9522027583994,1114.976830595228,356.1892962593006,8.817011302782496e-11,8.592970776491778e-11,4.924658246125674e-11,8.676533620648864e-11,8.151858486340985e-11,5.074198019528711e-11,12607.047797241827,6251.023169407547,4117.549171247584
1304,14562.748119629608,10034.791475356798,356.18929625930116,8.829794610689585e-11,8.719880449259775e-11,5.328641969751213e-11,8.679626573958588e-11,8.237345831326338e-11,5.282026994948797e-11,208.2518803706796,2.0560749058652675e-10,4117.549171245994
1305,14610.167254838414,10034.791475356815,356.1892962594592,8.838189895576183e-11,8.813407516016668e-11,5.890087971585665e-11,8.670692037627475e-11,8.292670286857803e-11,5.5461909914150025e-11,160.83274516188138,2.021580171780745e-10,1455.8107037410766
1306,14611.227060114445,10034.791475356795,356.1892962593363,8.842962198053175e-11,8.875845833413065e-11,6.170496365045573e-11,8.651042911880029e-11,8.329376901307522e-11,5.737582598579438e-11,159.7729398858618,2.0526577024681915e-10,1455.810703741013
1307,14619.54960127105,10034.791475356784,356.18929625935664,8.84903085739987e-11,8.916427870282013e-11,6.311058444870348e-11,8.619060655661262e-11,8.348354448153933e-11,5.891724864899998e-11,151.45039872925912,2.040704523207113e-10,1455.81070374094
1308,14617.222907911022,10034.791475356798,356.189296259364,8.850351495622755e-11,8.937224836050648e-11,6.378404674675145e-11,8.572793824053583e-11,8.349669724547084e-11,6.019574006824193e-11,153.77709208928593,2.0227296342223388e-10,1455.8107037409054
1309,14592.622800425968,10034.79147535682,356.18929625936727,8.848371816800508e-11,8.946326769892102e-11,6.397403962975968e-11,8.511063069244229e-11,8.332561022504698e-11,6.125240953990568e-11,178.37719957433134,2.0292733045232029e-10,1455.8107037409834
1310,14568.307060493655,10034.791475356786,356.1892962593726,8.842600965778683e-11,8.944535809295144e-11,6.389639936074266e-11,8.431594682829977e-11,8.296494367689914e-11,6.212890959675515e-11,202.69293950665366,2.0463995844825472e-10,1455.8107037409247
1311,13915.504209541517,10034.79147535677,356.1892962593676,8.827965300764118e-11,8.928622850296942e-11,6.363618681628288e-11,8.332352066526463e-11,8.240482323676767e-11,6.285441837704614e-11,855.4957904587734,2.2406485401663773e-10,1455.810703740989
1312,2163.9522027584067,1114.9768305952657,356.1892962593215,8.793528428291499e-11,8.89062915847391e-11,6.31468194187798e-11,8.209052430350151e-11,8.161300552274966e-11,6.342817141740201e-11,12607.047797241568,6251.023169405054,1455.8107037409388
1313,2163.952202758402,1114.9768305952637,356.1892962593201,8.737722942691922e-11,8.83945102312413e-11,6.3075089178116e-11,8.059557809986058e-11,8.062303016266847e-11,6.396992760926039e-11,12607.047797241805,6251.023169405105,1455.810703740937
1314,2163.9522027584007,1114.9768305952646,356.18929625933345,8.610058884306227e-11,8.731842237310348e-11,6.34096159869476e-11,7.874421994703889e-11,7.937966959385708e-11,6.446163171682949e-11,12607.047797241848,6251.023169404637,1455.8107037408488
1315,2163.9522027584067,1114.976830595269,1042.1274081060171,8.364616572896455e-11,8.531111975159209e-11,6.421829681224773e-11,7.640041814907313e-11,7.780939768034407e-11,6.489355847406359e-11,12607.04779724178,6251.023169403911,769.8725918943362
1316,8588.212767671368,7365.999999999796,3205.7036663330477,7.86141422539413e-11,8.143971370501825e-11,6.55297698749176e-11,7.330788360404651e-11,7.583012547436968e-11,6.529643981714615e-11,6182.787232328889,6.766915453932824e-10,2.3671003491314723e-10
1317,19475.569824825263,10034.791475357459,3205.7036663334184,6.468418093890797e-11,7.115935399058051e-11,6.663227874221066e-11,6.856575551522972e-11,7.286185988834166e-11,6.552254119497683e-11,3.1235795881075784e-10,3.330088770407401e-10,2.0995620840504424e-10
1318,19475.569824825256,10034.791475357018,3205.7036663336085,5.870027974068466e-11,6.603940627218558e-11,6.73027876665157e-11,6.541472943930777e-11,7.068903912268608e-11,6.55622850386631e-11,3.2184883612969996e-10,3.430123932541394e-10,2.1129160797078651e-10
1319,19475.569824825285,10034.791475357,3205.703666333812,5.554463853941754e-11,6.315549346814547e-11,6.768337010327605e-11,6.299854512159455e-11,6.889772535605975e-11,6.543219041111554e-11,3.2726971482571214e-10,3.4626210841483666e-10,2.1146427269327423e-10
1320,19475.569824825292,10034.791475356998,3205.7036663335616,5.412025573131269e-11,6.176020195862718e-11,6.785921711909685e-11,6.10724866162369e-11,6.739376205900693e-11,6.512418762561302e-11,3.313255863092106e-10,3.4747769565892783e-10,2.117506197074048e-10
1321,19475.569824825267,10034.791475357042,3205.703666333198,5.38549655124209e-11,6.146492552203122e-11,6.788839637536936e-11,5.950562172008056e-11,6.611663868023531e-11,6.462379192587384e-11,3.3409720912432437e-10,3.4950238244746565e-10,2.1296756485232774e-10
1322,19475.569824825183,10034.791475357,3205.703666333796,5.39791082476371e-11,6.151739750680024e-11,6.76625691785601e-11,5.821239656821789e-11,6.502124111655383e-11,6.389839435299523e-11,3.348881391411494e-10,3.4924466968127846e-10,2.1345939350284124e-10
1323,19475.569824825267,10034.791475357,3205.7036663336467,5.411758800228895e-11,6.161504703284898e-11,6.692843217162384e-11,5.713565300833499e-11,6.408957927764522e-11,6.291261501389548e-11,3.401543845253678e-10,3.501455737214314e-10,2.1019290520810467e-10
1324,19475.56982482528,10034.791475357,3205.7036663336603,5.423131155798803e-11,6.170357854447347e-11,6.538708237663201e-11,5.623316306511871e-11,6.329197413277767e-11,6.158462536009458e-11,3.431410680274134e-10,3.5252804056841637e-10,2.2272718133244648e-10
1325,19475.569824825274,10034.791475357277,3205.7036663340077,5.429769150564806e-11,6.168546862432443e-11,6.248963249863717e-11,5.548328562402839e-11,6.261094521614699e-11,5.9751116785507e-11,3.408302896946465e-10,3.536996676892297e-10,2.00582999675731e-10
1326,19475.569824825197,10034.791475357,356.18929625930065,5.4329148867697025e-11,6.154600481931051e-11,5.695605487984889e-11,5.48620805718376e-11,6.202367493546111e-11,5.698987738505154e-11,3.3559966112921165e-10,3.4683612653225367e-10,4117.549171245024
1327,19475.569824825274,10034.791475356991,356.18929625929906,5.45196885523076e-11,6.150528474690288e-11,5.302922693321048e-11,5.4349320446516974e-11,6.152652934030177e-11,5.450867613742395e-11,3.3052244231556714e-10,3.492085267947365e-10,4117.549171247325
1328,19475.569824825277,10034.791475357,356.18929625930105,5.4698626315564354e-11,6.148358316564538e-11,5.312668832924147e-11,5.391419523262417e-11,6.110735330096673e-11,5.345223779342558e-11,3.4179884952917897e-10,3.4575854218668045e-10,4117.549171250378
1329,19475.569824825263,10034.791475356998,356.18929625930235,5.484043153884878e-11,6.153113672295336e-11,5.289815268599864e-11,5.3539496212035093e-11,6.075971021236154e-11,5.229402602833716e-11,3.410486261104012e-10,3.5345486030035093e-10,4117.549171247
1330,19475.569824825277,10034.791475357008,356.1892962593024,5.4933273422567265e-11,6.16024623710653e-11,5.154852964887526e-11,5.32196333318237e-11,6.046299794100053e-11,5.111360090994829e-11,3.4193387726338026e-10,3.539788400403766e-10,4117.549171246684
1331,19475.56982482528,10034.791475357024,3205.7036663331323,5.4998390650109773e-11,6.169700929499156e-11,4.748958356309814e-11,5.29354094907942e-11,6.02022552182181e-11,4.9791907997086863e-11,3.423316645917916e-10,3.163703808012438e-10,3.5888403804629753e-10
1332,19475.569824825274,10034.791475356984,3205.703666333692,5.508881095976076e-11,6.180932758810009e-11,4.537286464222363e-11,5.2673582238321614e-11,5.995898581211036e-11,4.8698078804467253e-11,3.407410764978249e-10,3.1502847119406117e-10,3.3645740098992415e-10
1333,19475.56982482529,10034.791475357002,3205.7036663342515,5.505257897195083e-11,6.180403210491293e-11,4.416719342509404e-11,5.242108216486472e-11,5.973007951961648e-11,4.775309090913361e-11,3.440496710482325e-10,3.166652288906606e-10,3.341419520007543e-10
1334,19475.569824825263,10034.791475357002,3205.7036663336817,5.490213797323488e-11,6.16896418849997e-11,4.3518960028448056e-11,5.216907732483436e-11,5.950895060490229e-11,4.6931751354453086e-11,3.466148330610585e-10,3.1722605307861955e-10,3.3191808812258104e-10
1335,19475.569824825277,10034.791475357006,3205.703666334762,5.458591705015271e-11,6.145313618878219e-11,4.322223923996295e-11,5.191677924430205e-11,5.929158371957858e-11,4.621612645850509e-11,3.507133933407847e-10,3.169906019932827e-10,3.273224934655962e-10
1336,19475.569824825277,10034.791475357,3205.7036663332724,5.4074020163124205e-11,6.108703343942409e-11,4.3070966680415186e-11,5.1669215721877865e-11,5.907582639312511e-11,4.5592705883519896e-11,3.5577321271824653e-10,3.186649736975294e-10,3.2487457249553094e-10
1337,2163.9522027584408,9404.777324230954,3205.7036663331646,5.330344488728498e-11,6.0592324947655e-11,4.3025357200986414e-11,5.141999511471838e-11,5.885506649981522e-11,4.5051727941407254e-11,12607.047797242312,7.052335174293229e-10,3.2019784515154694e-10
1338,2163.9522027583694,1114.9768305952368,3205.703666311557,5.227514298658611e-11,6.004886370360975e-11,4.2960701807902086e-11,5.114782229562337e-11,5.865392571086848e-11,4.459365322464072e-11,12607.047797242409,6251.023169405543,3.3521378768697455e-10
1339,2163.9522027584276,9368.090182372829,3205.703666333679,5.2894960590102614e-11,6.034732155233379e-11,4.2942620841617915e-11,5.116579153174284e-11,5.862909216418094e-11,4.4194847467627745e-11,12607.04779724243,7.543299208025127e-10,3.3495660238270906e-10
1340,2163.9522027584617,9384.034566487271,3205.703666333678,5.3274388744163364e-11,6.057107790390923e-11,4.2920021555642264e-11,5.114903424551005e-11,5.859785660108669e-11,4.385172849380887e-11,12607.047797242596,7.709798777900146e-10,3.355805993465066e-10
1341,19475.569824825263,10034.791475357002,3205.703666333603,5.353566940887181e-11,6.08026415682601e-11,4.289359348909764e-11,5.115169718942971e-11,5.859845511734144e-11,4.3560151420648845e-11,3.6256027390272147e-10,3.1235065315878755e-10,3.3479838217231023e-10
1342,19475.56982482528,10034.791475357051,3205.7036663335844,5.384008444247137e-11,6.109060032145905e-11,4.292800427190005e-11,5.116186614769522e-11,5.859821036643269e-11,4.331098117243776e-11,3.6404673872988253e-10,3.215346835851269e-10,3.3225620189007283e-10
1343,19475.5698248253,10034.791475357006,3205.7036663332638,5.396565608087449e-11,6.124515438866362e-11,4.2938833806036694e-11,5.117031913571261e-11,5.859808627638414e-11,4.311163240129326e-11,3.623571419952383e-10,3.224615161879918e-10,3.3169629528972925e-10
1344,19475.569824825237,10034.791475356897,3205.703666333604,5.403385069702989e-11,6.132361512767974e-11,4.294419449396059e-11,5.117831241936516e-11,5.859647823669383e-11,4.295149074207525e-11,3.6121885402441914e-10,3.2399117911884515e-10,3.3044962118452036e-10
1345,19843.35480279205,9361.349134747888,6658.760666145539,2.565037160785442e-11,2.2369950826760666e-11,2.2072275879389554e-11,2.5662172819108857e-11,2.345217916044663e-11,2.286950018417401e-11,5.222404789270108e-11,6.089106511395001e-11,3.625624832843083e-11
1346,19843.354802819365,8848.301156459202,6658.7606661456,2.5878820407486365e-11,2.3036051345989498e-11,2.208722894640912e-11,2.5699568607450663e-11,2.3736224049853573e-11,2.284753203258999e-11,4.6835408045797593e-11,1.0644093580994076e-10,3.6709558212937575e-11
1347,13538.73057213206,7365.999999999716,6658.760666145616,2.633161905622763e-11,2.422255843870482e-11,2.2102016558202826e-11,2.5777644117508668e-11,2.4127141888638583e-11,2.2800537562514987e-11,1232.2694278686251,2.834334530450773e-10,4.383592453829377e-11
1348,3240.668050228831,7366.000000000211,6658.760666145599,2.6570971034144798e-11,2.494149757589188e-11,2.2110722119496765e-11,2.579504212802762e-11,2.440475360314814e-11,2.2727383218477477e-11,11530.331949767147,1.176699008915109e-10,4.426228990352571e-11
1349,2204.8172003133304,1040.1499038571596,6658.760666145603,2.664635713362043e-11,2.5463080817779814e-11,2.210948802596828e-11,2.575756464993192e-11,2.4631597143900095e-11,2.2625596588939546e-11,12566.182799692951,6325.850096197104,4.7106181741173544e-11
1350,2204.8172003133304,1040.1499038571596,6658.760666145608,2.6687235297858753e-11,2.5729924755096487e-11,2.2083143766162263e-11,2.571055842915212e-11,2.4792673629728003e-11,2.2486060296491124e-11,12566.182799683838,6325.850096144174,4.690288970947e-11
1351,2204.8172003133304,1040.1499038571599,6658.760666145483,2.6723459488794206e-11,2.586454921991644e-11,2.2057156634164026e-11,2.5646354621395853e-11,2.4907337350618463e-11,2.231912403115273e-11,12566.182799684282,6325.8500961480595,4.7270644469796866e-11
1352,2204.8172003133345,1040.1499038571594,6658.760666145806,2.6781299781413446e-11,2.594091398454093e-11,2.2014995288541463e-11,2.5568289858516372e-11,2.4977400482570173e-11,2.2112856606899688e-11,12566.18279968927,6325.850096138483,4.748200719615676e-11
1353,2204.817200313334,1040.1499038571599,3688.9531762844385,2.6804150912484698e-11,2.5979128870951952e-11,2.191735741388521e-11,2.544638101895459e-11,2.5004607209309835e-11,2.184111780168531e-11,12566.182799686247,6325.850096146987,7.739131078469496e-11
1354,2204.8172003133323,1040.1499038571599,739.8622962384084,2.6807162708474277e-11,2.600184176645016e-11,2.1849332043767477e-11,2.5284620679234387e-11,2.4986325526411038e-11,2.1547779779744283e-11,12566.182799687222,6325.850096131895,1072.1377037616428
1355,2204.8172003133304,1040.1499038571596,739.8622962384086,2.676886801494897e-11,2.6008372904208708e-11,2.1785734139284613e-11,2.5066977746258735e-11,2.4917928112507338e-11,2.1221127462785768e-11,12566.182799690185,6325.850096156702,1072.1377037616119
1356,2204.8172003133304,1040.1499038571596,739.8622962384085,2.6749797318466914e-11,2.6011149044545847e-11,2.172069003950825e-11,2.4817458902087427e-11,2.480270249913151e-11,2.086241717046109e-11,12566.182799675511,6325.850096167943,1072.137703761643
1357,2204.8172003133327,1040.1499038571628,1483.905637718099,2.672311602199164e-11,2.6002464188475434e-11,2.1598102364644205e-11,2.4524767842653496e-11,2.4640277570175797e-11,2.0458685480418234e-11,12566.182799687896,6325.850096152737,328.09436228195915
1358,2204.817200313333,1040.149903857163,1877.0961076447363,2.6604104245413655e-11,2.5920637823470338e-11,2.128608553628019e-11,2.4154424770798334e-11,2.4400953064028828e-11,1.9975906029659398e-11,12566.182799679355,6325.850096140923,1.2862611333625517e-10
1359,2204.817200313333,1040.1499038571633,1855.1454790677212,2.6355068889362477e-11,2.5743476644550804e-11,2.0710526028980982e-11,2.3695007740226194e-11,2.4077830739612827e-11,1.9404316583822185e-11,12566.182799693519,6325.850096143955,1.3393075010073297e-10
1360,2204.8172003133327,1040.149903857163,739.8622962384052,2.5925519041206877e-11,2.5440185078949538e-11,1.9636362604984203e-11,2.3125696492799944e-11,2.365178195122448e-11,1.869500014003179e-11,12566.18279968286,6325.850096121853,1072.137703761627
1361,2204.817200313328,1040.1499038571574,739.8622962384015,2.5155176228873777e-11,2.4893322635391142e-11,1.776939812190828e-11,2.2345335863218957e-11,2.302151665782223e-11,1.781829349826137e-11,12566.182799695904,6325.850096135929,11534.777848478761
1362,2204.817200313328,1040.1499038571574,739.8622962384015,2.470152874006082e-11,2.4561083754033537e-11,1.690244015189076e-11,2.172626984218552e-11,2.2507084475251385e-11,1.7288982017933405e-11,12566.18279968784,6325.850096134788,11534.777848526752
1363,2204.817200313328,1040.1499038571574,739.8622962384015,2.4462748218034526e-11,2.4365214612709888e-11,1.6485882742138636e-11,2.1182853699472302e-11,2.2032266637852405e-11,1.6926275288574027e-11,12566.182799687547,6325.850096152826,11534.77784852546
1364,2204.817200313328,1040.1499038571574,739.8622962384015,2.4359687724559142e-11,2.4230338737609374e-11,1.636420870165218e-11,2.069385944997491e-11,2.1580644760859673e-11,1.6680535287686854e-11,12566.182799683722,6325.850096138205,11534.777848526723
1365,2204.817200313328,1040.1499038571574,739.8622962384015,2.428104994920302e-11,2.4064527060394157e-11,1.645510526566368e-11,2.0243960632938524e-11,2.1145234570675376e-11,1.653080248277525e-11,12566.182799688164,6325.850096120179,11534.777848527521
1366,2204.81720031333,1040.1499038571596,739.8622962384017,2.4156706878416783e-11,2.3753564676203217e-11,1.6679688038537917e-11,1.98628519918847e-11,2.074634334990283e-11,1.647828770613675e-11,12566.182799690627,6325.850096127917,11534.777848513968
1367,11139.513653264878,7366.000000000494,739.8622962384017,2.3109783453862227e-11,2.2497360158410688e-11,1.6764035633252362e-11,1.9334097867401025e-11,2.0150634255862923e-11,1.6458897788426936e-11,3631.4863467355394,1.6968524027376765e-10,11534.77784850239
1368,19843.35480282022,9361.349134713248,739.8622962384015,1.920391461025853e-11,1.890350805062895e-11,1.6734105098332215e-11,1.845786657041178e-11,1.920001692748455e-11,1.647347744215168e-11,7.722390206294742e-11,7.72043457366257e-11,11534.777848504671
1369,19843.35480282773,9361.349134723752,739.8622962384015,1.7511230655545394e-11,1.727887251077e-11,1.680396963504849e-11,1.7803143155143906e-11,1.852614589261733e-11,1.6557754263497872e-11,7.695137414618058e-11,7.71104642205343e-11,11534.777848491134
1370,19843.35480282174,9361.34913470905,739.8622962384015,1.6610377830397882e-11,1.638195153520782e-11,1.7005941328464258e-11,1.725477451713053e-11,1.7975492123640577e-11,1.6700400067093113e-11,7.666399434186632e-11,7.705838536455178e-11,11534.777848521255
1371,19843.354802822876,9361.34913471408,739.8622962384015,1.6183340999475353e-11,1.5946848395827737e-11,1.7416995741476795e-11,1.6785943569007923e-11,1.7521781715819974e-11,1.6908577978109405e-11,7.682369571999806e-11,7.759432498507502e-11,11534.777848507452
1372,19843.354802818867,9361.34913471547,739.8622962384025,1.6062187715965497e-11,1.584237462212397e-11,1.818386225980273e-11,1.6376195088982336e-11,1.7148322255991824e-11,1.721373031560706e-11,7.701353627982389e-11,7.810710756316909e-11,10115.079491098693
1373,11496.6324114302,8663.652149858463,739.8622962384025,1.600708941384727e-11,1.5846786965875613e-11,1.875543606414773e-11,1.6007981490833627e-11,1.683408503329882e-11,1.747376997611675e-11,3274.36758858005,1.9686277032819767e-10,7416.51912971389
1374,3002.0893749736447,7839.70741689718,739.8622962384025,1.5845957443815432e-11,1.587211288812104e-11,1.9249814712852624e-11,1.5670767462780462e-11,1.6572944929388487e-11,1.7710589524874986e-11,11768.910625146566,2.0327272490613736e-10,9563.58843054077
1375,4452.504199963654,8345.11079872746,739.862296238404,1.550237387622556e-11,1.58938632626716e-11,1.9753297580833466e-11,1.535351300326459e-11,1.6353953690609088e-11,1.793367849205253e-11,10318.495800088907,1.8938279706382802e-10,1072.137703761638
1376,19843.354802819827,9361.349134717126,739.862296238404,1.4885491981141205e-11,1.5912344863097695e-11,2.004237707512159e-11,1.5046767685608467e-11,1.6175120547976146e-11,1.809396529954804e-11,8.41439454160347e-11,7.300097907293269e-11,1072.1377037616626
1377,19843.354802819693,8046.38695814995,739.8622962384042,1.457092138479185e-11,1.5941926753896817e-11,2.0209882531191886e-11,1.4800581763764998e-11,1.6025426933658934e-11,1.820513785952504e-11,8.438402703669929e-11,1.86662201958251e-10,1072.1377037616573
1378,14706.908641176597,7888.4054535809255,739.8622962384042,1.4435561168417613e-11,1.5966593453645605e-11,2.03033373311338e-11,1.4596465539907696e-11,1.590704477932099e-11,1.8270700817965102e-11,64.09135882532263,1.943364683517092e-10,1072.137703761641
1379,13843.794945986996,7887.649203046827,739.862296238404,1.4369792267574088e-11,1.5979189688013736e-11,2.0343558143898427e-11,1.4424893530083269e-11,1.5809542849192446e-11,1.8291029917787374e-11,927.2050540140068,1.9505877062826668e-10,1072.1377037616517
1380,14357.146457690735,7884.035285182697,739.862296238404,1.4321213871549942e-11,1.598197892475438e-11,2.0347031154385524e-11,1.427817266157093e-11,1.5732995311339435e-11,1.826628183811548e-11,413.85354230950037,1.9561239804497232e-10,1072.1377037616544
1381,19843.354802819875,7950.072446262255,739.862296238404,1.4266895085356902e-11,1.5980717677687514e-11,2.0318340298594784e-11,1.4154623099479239e-11,1.5673590604615297e-11,1.819724071050525e-11,8.377994270670589e-11,1.9500411088651144e-10,1072.1377037616319
1382,19843.354802819933,8337.693185330023,739.862296238404,1.4244862008789905e-11,1.59740099907697e-11,2.0259297836214893e-11,1.4052466551090991e-11,1.56311020031168e-11,1.808364435380623e-11,8.366196245919181e-11,1.9255252830880633e-10,1072.1377037616317
1383,19843.354802819955,8746.991205090202,739.8622962384032,1.4241937099366791e-11,1.5961382220509997e-11,2.0140756193999058e-11,1.3967970181871349e-11,1.5600483764806012e-11,1.7915973742089108e-11,8.355449225119809e-11,1.889757439890913e-10,1072.137703761642
1384,19843.354802820137,8844.029664241343,739.862296238403,1.4259277137159267e-11,1.5943742492702303e-11,2.0062710433184364e-11,1.3899434208850062e-11,1.5582687333179775e-11,1.7715705764467495e-11,8.330661944979939e-11,1.8635969047816533e-10,1072.13770376163
1385,11094.417548711368,9361.34913471697,739.8622962384029,1.431550719539037e-11,1.5939752809554038e-11,1.9968624844960944e-11,1.3847877224302549e-11,1.558010695110668e-11,1.7475125105189516e-11,3676.58245128858,7.65006364365518e-11,1072.1377037616305
