t,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
1120,1238.3998629369496,0.0,1.166040535756108e-13,138.55630028847997,2.6938291974456562e-14,3.2007005505035946e-13,3.715612411792375e-14,3.7719746447447816e-14,5.016306713027261e-13,3.4473864901164804e-12,1840.1890835243998,65.682966048912,1343.0350263046,4729.48,0.0,1.200289717613522e-13,364.479630415686,1.7759644574888042e-14,4.55812172618008e-14,5.801498032502714e-14,4.374255828876779e-12,4.4253796567158317e-13,1979.5763098615,504.941873204108,271.3722232031999,9276.761310000024,0.0,4072.359153861355,1.3456619790273392e-13,5.181618644735747e-13,4.5522807427581497e-14,4.3879594286710103e-14,3.778343678026618e-14,1.550371900252788e-12,2.6133887862190637e-12,81.901334735945,4607.992088168,5.506382441215866e-13,9.640393156425302e-14,3.524554836543712e-14,1.4013840681841236e-13,1.290403630403137e-13,8.97374613791923e-13,9.835007785222378e-14,3.437920553221629e-14,1.3587358767638693e-13,1.352763567394781e-13,5.883062818588196e-13,2.1020630282003683e-13,4.880220117862495e-14,1.3324642283914536e-13,1.414076748626991e-13,1.3882311840822738e-15,4511.902819285583,82435.72994841922,3.799220168555076e-13,1.3001331320542962e-13,3.3629750731389933e-13,2.2757283905391415e-13,2.2024854197927224e-13,1.952155582551162e-13,9.578410811913373e-12,7.745954667057293e-12,26418.798600259266,1.4947773515265549e-13,7.823965536904388e-13,1.324420438817241e-12,1.505498366128701e-13,1.1896749239278106e-11,1099.752835969608,3.17096982370587e-14,4.0785147586076843e-14,9.03001560638448e-14,1881.4628897909997,6.236637676397335e-14,5.911060955156569e-14,3.524975458255488e-14,4.495168545776495e-13,59733.75884784001,1.1746241420982955e-13,2.1311914934911383e-12,6880.0809261449995,7680.969557261955,761.660426352,14210.846546087998,5536.84693528,64835.993574568995,9282.918229120653,6.331178873367393e-13,5.070094575153599e-13,4099.158100797,7593.8069212,11270.543852630062,524.019067462087,17415.441633999242,754.427936328,8587.885599076999
1121,1471.3129689369655,0.0,2.8613100021897717e-13,364.6218428644185,5.636207160866423e-14,8.724900271916202e-13,6.90676127423187e-14,8.715369965669386e-14,5.278625109164165e-13,3.5685003578256236e-12,2120.343202789217,65.682966048912,285.7230553388026,4729.48,0.0,1.8626648464705542e-13,891.1482406250697,1.893751678863347e-14,6.202731981990481e-14,9.287996604119935e-14,4.3829977228396245e-12,4.435395702009148e-13,2334.8555805465,504.941873204108,16.7975142888002,10199.988154999997,0.0,9932.583302100873,2.7181376167568673e-13,1.023043416574947e-12,7.744326163270539e-14,9.97407511809417e-14,1.0713377846687793e-13,1.6016401852332635e-12,2.6504876205008744e-12,81.901334735945,2014.307852865,9.135205513722036e-13,5.117062601773421e-13,2.0827459024223914e-13,38428.578378908875,1.4826393536375633e-13,1.5227063219361997e-12,5.008669839486667e-13,1.6254798580196178e-13,15582.656627893673,1.5443321776363768e-13,5.98140530964313e-13,3.9349758080409235e-13,1.2154418700204727e-13,13040.831151614788,1.4289025434427458e-13,8.380488794518968e-16,2442.729729710125,34726.03943988117,1.7656350330148766e-13,5.3796304973681844e-14,2.5371407294764703e-13,5.909716550694976e-14,7.106647201987707e-14,1.0611936647429466e-13,1.0030781749675981e-12,1.0426390130879185e-12,2363.4885635322407,4.6967898585883196e-14,1.005586363683892e-13,2.70267008891127e-13,4.3128477752163555e-14,6.80355459000114e-13,36.50605774382204,0.0,1.261206522170317e-15,6.9118460942537585e-15,56.90288815199996,1.572595795220266e-15,7.547353459646953e-14,5.406579796352373e-14,5.03104701633498e-13,59089.960182288,1.52204699914636e-13,2.1382462858391243e-12,9410.226676692,7545.186345099553,985.3447110640195,17890.402480056022,7564.709230021005,69317.96223414301,10472.747968252712,7.986541519208168e-13,6.350835946335133e-13,5004.806245941995,8336.98699616,17906.45974699894,646.4028721297659,18464.267102790018,861.035077880977,9179.251636055013
1122,1704.2260749368434,0.0,2.990297057817356e-13,364.621842864353,5.608990156104225e-14,8.940437568893368e-13,7.390947989718799e-14,9.666326393426485e-14,5.265568579695816e-13,3.588353802473173e-12,2359.9547413452037,65.682966048912,0.0,4729.48,0.0,1.7850276488866332e-13,891.1482406250768,1.8677571809442852e-14,5.889766448269698e-14,8.699416562577425e-14,4.380269896070147e-12,4.418979759236227e-13,2495.4047383324896,504.941873204108,0.0,11123.215,0.0,9932.583302100873,2.7765482254872795e-13,1.0295342115883369e-12,8.050409500784916e-14,1.081484871940568e-13,1.2434817405703314e-13,1.5877857488052632e-12,2.6450701612019624e-12,81.901334735945,149.55181051160002,9.163550459376434e-13,5.221045468177852e-13,2.222687986289522e-13,35083.57099165487,1.4816034477607594e-13,1.5256583126964306e-12,5.022723692552096e-13,1.7140005669476315e-13,15124.44700078847,1.541429933722361e-13,5.993877376047294e-13,3.935023187479725e-13,1.0374695936650807e-13,11595.605141082087,1.4214499590821183e-13,1.3316338839037082e-15,204.19322518312842,1093.0294622668748,5.330875193960564e-15,1.7588751965758995e-15,4.73596015174403e-14,0.0,2.630220965425541e-16,7.834196478505107e-15,0.0,0.0,0.0,1.9545703586282132e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0727478738823948e-13,7.308211407991773e-14,7.686091843298124e-13,71750.755467664,1.908429796279149e-13,2.9648465119969605e-12,12685.179091125,9687.486438352274,1109.7293873280003,19738.210936464013,8235.99327646001,72547.19506012299,11051.109644925795,9.875766321984365e-13,7.663678214740138e-13,5181.641368810997,8572.162862080004,21621.60734344824,664.2370553390496,18867.329349615156,888.2892433029954,9395.375967187001
1123,1471.3129689369778,0.0,2.7389295716562416e-13,364.6218428643163,4.5017390760300515e-14,8.451618667158817e-13,6.322320682432223e-14,7.800256862901151e-14,5.238274120555887e-13,3.5707769556879044e-12,2446.7208228876098,65.682966048912,0.0,4729.48,0.0,1.4864072105487978e-13,570.3348740003562,1.7878332218890252e-14,5.2354968937502016e-14,7.355397062067073e-14,4.377774609465025e-12,4.3824148014249493e-13,2551.9310204060043,504.941873204108,0.0,10199.988154999988,0.0,9932.583302100873,2.7602776113665666e-13,1.0267730180971277e-12,7.752053976551381e-14,9.845169926300108e-14,1.0672018407552533e-13,1.6187660573436207e-12,2.646237528121542e-12,81.901334735945,0.0,9.145330363548941e-13,5.20649096257119e-13,2.173980463976308e-13,9682.689273856358,1.473701677645012e-13,1.5222361224734816e-12,5.000658890284777e-13,1.512412749466218e-13,112.53776158579478,1.5294490338457955e-13,5.94204044330276e-13,3.8269331354713624e-13,9.707923528002757e-14,1246.7898157573452,1.4055399878397448e-13,4.748797190487178e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.404906071278972e-13,9.107689248218948e-14,1.0185931268059823e-12,76022.053664816,2.6789068824632247e-13,3.575917209575815e-12,15522.981543383998,10985.26884970142,1119.018113015996,20081.589245352006,8321.425607031992,74033.8571392,11264.687476759858,1.0550107932495564e-12,8.203151822925749e-13,5158.619549899989,8583.845608320004,23532.634597956214,669.9714510748055,18801.698816882054,888.7086191390005,9296.460824726008
1124,1238.3998629369557,0.0,1.1042675328140265e-13,138.55630028843925,2.602600483400683e-14,3.0461468310853537e-13,3.549416202812974e-14,3.59160822779157e-14,4.688619858539174e-13,3.444736438961365e-12,2475.1579721868,65.682966048912,0.0,4729.48,0.0,5.704563282253165e-14,8.382673867363594e-14,1.539775698317188e-14,3.05424148433075e-14,3.527562801784156e-14,4.198847586053021e-12,3.849598588632047e-13,2551.253476106,504.941873204108,0.0,9276.761309999998,0.0,4072.359153861361,1.3626400170790052e-13,5.378517573959439e-13,4.558516899205825e-14,4.3781252175365034e-14,3.751296714415861e-14,1.54776752636747e-12,2.6049990657862797e-12,81.901334735945,0.0,5.916733587640896e-13,9.663329741437962e-14,3.4972369546744724e-14,5.139464091747741e-15,1.3178090758614225e-13,7.473397799736382e-13,9.198935266313471e-14,3.215690340207104e-14,5.6937892850706195e-15,1.3148923041921356e-13,2.489289503632568e-13,6.029965072135437e-14,2.8335578482797247e-14,6.196182914766142e-15,1.2000785416159512e-13,2.27511687426358e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4291751899589877e-13,7.548686180443473e-14,1.2452902021636435e-12,76667.610670448,2.866393113432716e-13,3.93575060359181e-12,18498.963290712,11156.033568129205,1119.121387096,20146.121904288,8336.873461535999,74979.74836596301,11373.612227790469,1.0436862269599025e-12,8.209010323549888e-13,5111.135984193,8529.442448,24463.24016158938,656.7867357160122,18482.739807934227,888.1166916709999,9037.831004887
1125,1005.4867569369598,0.0,7.815033921940559e-14,2.207549418887917e-12,2.3471942284141713e-14,1.7657111384850482e-13,2.819578448990625e-14,2.833826300181599e-14,3.7448922524606216e-13,2.627226681819443e-12,2067.1555539770156,65.682966048912,0.0,4336.93316,0.0,4.196697846419709e-14,5.158411619384222e-14,1.4291592253730123e-14,2.5152924329672538e-14,2.829253887033358e-14,3.1389813664491056e-12,3.10258547873284e-13,1799.978331212589,504.941873204108,0.0,8353.534465000015,0.0,4072.3591538613587,1.0568158307637694e-13,4.3618442025812493e-13,3.822570991711469e-14,3.467819190922984e-14,3.018549948329115e-14,1.4719520802348682e-12,2.562862147648683e-12,81.901334735945,0.0,4.1124381117683035e-13,5.802463443270154e-14,2.758732317193767e-14,1.054870631927465e-13,1.1769658652171922e-13,2.1256711080662363e-13,4.9559509435719394e-14,2.4823299418760344e-14,2.1252258844700817e-14,1.078847233640921e-13,1.4573350355426633e-13,4.2859240378638257e-14,2.2601589469688475e-14,2.2455609417547575e-14,9.862453739674974e-14,5.360270721853978e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505360319495345e-13,6.981386320420686e-14,1.4674608570844873e-12,76583.020038896,2.9825601070564583e-13,4.2693545485340736e-12,21750.024558656998,11121.853709826375,860.2348324566575,19643.069516463926,7880.114042326014,74732.09835217064,10854.939149671058,5.479587568208216e-13,4.488142374791428e-13,4102.016913133085,7386.786489175202,23093.366107318874,372.260478907403,17008.11134870536,521.124527353635,7459.116290920115
1126,772.5736509369589,0.0,5.361869404290354e-14,1.4612859551988234e-13,2.2099106944268367e-14,6.97611623147294e-14,2.5371650694731642e-14,2.537600246282781e-14,3.2045251158098664e-13,1.8991349512868033e-12,1733.8405900734792,65.682966048912,0.0,3944.38632,0.0,3.604361824516238e-14,4.3013401425230224e-14,1.3668460069954407e-14,2.2890199475215587e-14,2.5381824915956518e-14,2.250236864997802e-12,2.7064389542904424e-13,1531.022698212582,504.941873204108,0.0,7430.307620000012,0.0,1.930939286728945e-13,6.354204595849373e-14,1.3452969529790671e-13,3.161253801521186e-14,2.957991799672208e-14,2.5711132132997786e-14,1.110422070988693e-12,1.969345891524762e-12,81.901334735945,0.0,1.9524418692009018e-13,4.382668301392289e-14,2.331742218484757e-14,2.8801789595814614e-14,9.70275170449042e-14,1.8071913744423162e-13,4.172441345764588e-14,2.2415104215226996e-14,2.7935878074230743e-13,9.189585004008367e-14,1.269954472740415e-13,3.7430994526816915e-14,2.072363929269589e-14,2.9741109887938663e-13,8.435592659460217e-14,6.086117221280824e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.112036023926507e-14,4.533312382769358e-14,7.938791732563152e-13,76289.9692640721,1.4706970979536207e-13,2.6475660874881428e-12,23873.25637939691,10869.68317648812,671.8746975526569,18873.61655509207,7276.24872368836,74142.04662338184,10018.644852062482,4.734048147801669e-13,4.0602529305874433e-13,3610.870981103855,6483.828742018917,21447.35881983436,329.20251507327026,15614.4642840002,475.6015425399518,6365.903536379411
1127,539.6605449369664,0.0,4.2372149357803614e-14,5.724874624692585e-14,2.1086938585164673e-14,4.826993242905371e-14,2.398243912969764e-14,2.3720743991708407e-14,3.0211732959875525e-13,1.8176336935937654e-12,1573.5078158205165,65.682966048912,0.0,3551.839480000001,0.0,3.269933264543256e-14,3.8503353445139803e-14,1.3253503791351042e-14,2.1653169859602655e-14,2.3712070834650798e-14,2.1773453951700096e-12,2.5688811858845447e-13,1404.464384340214,504.941873204108,0.0,6507.080775000016,0.0,5.569470488759327e-14,4.4082141082512585e-14,6.043614542826016e-14,2.7812328831638097e-14,2.7119618623743948e-14,2.3558654988180963e-14,8.919627044970564e-13,1.4234476381750361e-12,81.901334735945,0.0,1.684488351674219e-13,3.876777272356043e-14,2.1496960883900445e-14,2.991559402538743e-13,8.399837349683081e-14,1.6418670719073205e-13,3.784610624451378e-14,2.0974791625362566e-14,3.0033034181554543e-13,8.309346016529288e-14,1.1642451645125842e-13,3.454979065122305e-14,1.95483992320417e-14,3.012996025222309e-13,7.646597809203947e-14,1.1560985629117553e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.985189281148685e-14,4.536936317309669e-14,8.354324402029492e-13,76112.50946679727,1.47294869698235e-13,2.7055884210531254e-12,24822.484739588075,10684.775189220169,604.3505947932794,18160.09551434791,6796.635486500002,73852.65248583029,9385.862508835276,4.709455311150635e-13,4.0626834917159265e-13,3408.085635550506,6141.700585904009,19819.872790796526,315.3422924313595,14678.868310902051,460.02314994627244,5690.839834518922
1128,306.7474389369664,0.0,3.7606154513568084e-14,4.813482035430618e-14,2.0375375952329524e-14,4.189053895386918e-14,2.327397478265352e-14,2.27329601426336e-14,2.9582803919865693e-13,1.8025859575906744e-12,1488.2318152096518,65.682966048912,0.0,3159.292640000002,0.0,3.069259843670777e-14,3.590732534335966e-14,1.2981610715529196e-14,2.0911655980611e-14,2.2683925047784212e-14,2.1576371602903175e-12,2.516155143148512e-13,1315.8039621207254,504.941873204108,0.0,5583.853930000033,0.0,4.565668140127657e-14,3.79545145479421e-14,4.921774859834624e-14,2.5748962803797966e-14,2.57005717353734e-14,2.224905594086852e-14,8.567162682675963e-13,1.372219847202131e-12,81.901334735945,0.0,1.544938077113176e-13,3.6359150001860106e-14,1.980887607786598e-14,3.0238322158092973e-13,7.730442538068236e-14,1.5399018657898547e-13,3.5942123798418326e-14,1.9538406446156978e-14,3.0566041358180075e-13,7.883222736135635e-14,1.099141927458268e-13,3.307118022899193e-14,1.8246213265771926e-14,3.0143018332235215e-13,7.260559687725122e-14,3.719476445719464e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87515072987908e-14,4.2774190034540994e-14,8.481048331618973e-13,75696.07677631192,1.4712166992668243e-13,2.7522666242612332e-12,25559.613278616758,10410.206747090466,562.2677953287513,17437.066658994332,6434.610806285141,73587.69286352633,8863.051919182446,4.74615805223912e-13,4.087808460476154e-13,3265.38492743583,6003.838115472182,18380.34589958173,306.5015624118907,13749.250436851893,436.7701380747585,5089.83008216815
1129,233.16728109435903,0.0,3.5088311483251546e-14,4.410711109279204e-14,1.992651269962495e-14,3.8822806738397674e-14,2.3017920973832393e-14,2.2207601910793757e-14,2.964685720987743e-13,1.7918547216792087e-12,1479.633499723416,65.682966048912,0.0,2766.7458000000033,0.0,2.956661798665449e-14,3.457428998874304e-14,1.2823208728320284e-14,2.0581770424131478e-14,2.2161579355209355e-14,2.1683477580578047e-12,2.498404033970052e-13,1286.5892461794188,504.941873204108,0.0,4660.627085000035,0.0,4.1569128032207486e-14,3.5090872210152406e-14,4.459021942474561e-14,2.4611232723148635e-14,2.5336407566215977e-14,2.148483507225634e-14,8.52661896080142e-13,1.3741865777877367e-12,81.901334735945,0.0,1.459486156889925e-13,3.510536345428443e-14,1.9649723631495173e-14,3.0045169334100277e-13,7.432817009886559e-14,1.4739167810206543e-13,3.497842218020884e-14,1.9504442847479317e-14,3.0079036531903656e-13,7.682074608547694e-14,1.0590583461166401e-13,3.2439367951533174e-14,1.834151467338532e-14,3.005573742489953e-13,7.0796227208868e-14,1.6882076467632685e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.805025579067646e-14,3.838836108978031e-14,8.220431527783205e-13,75019.92068348269,1.434382013907877e-13,2.673467438457288e-12,25744.648603566555,10187.930179262028,600.8362969060151,17144.34569303837,6350.95123922744,73548.27705562662,8592.636624260698,4.684658967039914e-13,4.0589378622625673e-13,3296.7735926873124,6069.287872234995,17814.72490089028,316.27778973859455,13304.978034466507,451.4825469511891,4940.643008504013
1130,214.21090413869965,0.0,3.347059655990106e-14,4.1582402092038656e-14,1.9600953859202015e-14,3.686891327398603e-14,2.2834692564715315e-14,2.1860563050043304e-14,2.9433071119432936e-13,1.7948336508158717e-12,1461.3892146766104,65.682966048912,0.0,2766.7458000000033,0.0,2.880607553556697e-14,3.361476993160819e-14,1.273142529884645e-14,2.0356952056199357e-14,2.180178629678069e-14,2.174606250751106e-12,2.477284096218435e-13,1265.812134478264,504.941873204108,0.0,3737.4002400000477,0.0,3.910983801409367e-14,3.331833801282188e-14,4.1865842761456363e-14,2.3899006160446877e-14,2.4981517572745922e-14,2.0952725222951485e-14,8.470527447899207e-13,1.3713911860501872e-12,81.901334735945,0.0,1.393526790897234e-13,3.428161489766193e-14,1.9218032798849923e-14,3.003554994830541e-13,7.296179927380887e-14,1.4202425359076985e-13,3.425339412064136e-14,1.915548002229e-14,3.001316378216961e-13,7.592658617315918e-14,1.0274388888480414e-13,3.195805796833608e-14,1.808003859719761e-14,3.015750265163339e-13,6.994343090033854e-14,1.522969275156367e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66186160990747e-14,3.619435906435113e-14,7.44411511473156e-13,74556.58464538393,1.3788105038119012e-13,2.5122967753320596e-12,25846.24476938554,10032.91423764468,594.4006641883439,16840.364044234666,6281.623639519897,73663.31594977222,8509.818944302859,4.5434591509673163e-13,4.0319784374621983e-13,3272.962711592399,6022.846997167846,17690.412659853537,316.0265354139158,12939.349662069055,422.6773553572457,4920.663837038829
1131,211.7123846031079,0.0,3.245327701922428e-14,4.000560719530207e-14,1.937460747807424e-14,3.564857105833235e-14,2.2745435711457033e-14,2.1652523170443194e-14,2.904251999358061e-13,1.8124987111485223e-12,1461.2040783564573,65.682966048912,0.0,3159.292640000002,0.0,2.8371306574370826e-14,3.303355898355957e-14,1.2683293365842927e-14,2.0217338913030815e-14,2.1576441947910418e-14,2.1568865786946064e-12,2.457636195187902e-13,1254.623769823331,504.941873204108,0.0,2814.173395000045,0.0,3.7634420971811077e-14,3.2295030070155714e-14,4.027032059916068e-14,2.3476539115157444e-14,2.4743195713080127e-14,2.061253305409868e-14,8.44439984461872e-13,1.3629597074445265e-12,81.901334735945,0.0,1.345888491401171e-13,3.389095605952531e-14,1.837998331920353e-14,3.0099377430959264e-13,7.246320655324537e-14,1.3788639464188353e-13,3.3955510685243024e-14,1.8381760551044994e-14,3.015077962965956e-13,7.565162177141584e-14,1.0049217733771223e-13,3.1700381710486944e-14,1.7367372640188745e-14,3.017828574988462e-13,6.959102873533701e-14,2.2161510714418004e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432815186520049e-14,3.24260431246834e-14,6.429078016553844e-13,74226.2780420577,1.3283479457594276e-13,2.318665669480073e-12,25567.48145560173,9929.368956778892,596.1056863652261,16455.580806866266,6297.5122970498105,73819.55136115402,8613.132347771161,4.3653834018485654e-13,4.0090741436041793e-13,3234.1621451553942,6097.723096257137,17880.689005235694,303.574488345726,12706.815706205063,394.59668660035703,4799.24009802255
1132,216.4803863009374,0.0,3.1879297019719774e-14,3.90893315984437e-14,1.926597130383694e-14,3.496872872662753e-14,2.2746505246114627e-14,2.158532680831811e-14,2.8893092037913574e-13,1.7621661436373226e-12,1480.7340041830626,65.682966048912,0.0,3551.839480000001,0.0,2.8205134120007348e-14,3.275642432360864e-14,1.2670267012160952e-14,2.01993792441594e-14,2.151613982684992e-14,2.164046361671086e-12,2.4586265166569006e-13,1269.6188780496357,504.941873204108,0.0,1890.9465500000454,0.0,3.681050859445485e-14,3.1777262427618776e-14,3.943798749796738e-14,2.3276545310433944e-14,2.4692110435883035e-14,2.0445014977273837e-14,8.40600267217788e-13,1.3584197218171843e-12,81.901334735945,0.0,1.313451036122177e-13,3.3767591960841584e-14,1.8840361042116138e-14,3.0270606453444686e-13,7.254329450320076e-14,1.3531374853931228e-13,3.3825350926440295e-14,1.8855578467863895e-14,3.0380868621240467e-13,7.586540835479604e-14,9.923587288805947e-14,3.1660366923874775e-14,1.7856458603711192e-14,3.0184728856425876e-13,6.970104623065337e-14,2.5188656802857197e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.954370656632554e-14,2.8870464260346085e-14,5.31980722109368e-13,74125.44746439399,1.2854355170227126e-13,2.0788196700684385e-12,24981.78461226162,9844.8047511133,622.2616839246286,16098.759183028964,6313.286557042505,74065.6148302612,8795.207747800701,4.1317674981593475e-13,3.973342076205685e-13,3176.81506924994,6092.509855676415,18413.143552293852,283.98978536312956,12822.723517520933,410.68667314297693,4780.202358599255
1133,238.9184050207424,0.0,3.157076199389117e-14,3.85573938154119e-14,1.9212958280486388e-14,3.4602398744147186e-14,2.2833397738571697e-14,2.159031396881582e-14,2.9133211464754145e-13,1.775413404189769e-12,1765.6773612772718,65.682966048912,0.0,3944.3863200000005,0.0,2.8180971925616473e-14,3.2656555038850597e-14,1.2674002403261419e-14,2.024043444007676e-14,2.15450878879351e-14,2.1852840419579934e-12,2.489867184948667e-13,1473.5632955863746,504.941873204108,0.0,1377.833226509217,0.0,3.635454425935164e-14,3.151789899307918e-14,3.906362975350127e-14,2.3213238717851897e-14,2.4738417684275302e-14,2.0386454797137365e-14,8.477216765770143e-13,1.365674193705459e-12,81.901334735945,0.0,1.2906689171275048e-13,3.3723342821643053e-14,1.884019793078797e-14,3.307947164360371e-13,7.344628859436936e-14,1.3342390281929717e-13,3.381710748428021e-14,1.8861693834104387e-14,3.132122004206307e-13,7.66280323229095e-14,9.859351217731996e-14,3.1790786519455515e-14,1.7905284268772395e-14,3.1186477409915323e-13,7.039342561426854e-14,2.8352295630183437e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.379799929907373e-14,2.5469166968025987e-14,4.4470891343539204e-13,74268.57113341136,1.235365973512915e-13,1.9145242569732705e-12,25227.06644541271,9798.327517624683,787.8619034370407,16407.24437392596,6689.061981690921,74991.29788669985,9546.92982021978,3.992969480372583e-13,3.988693044244953e-13,3376.9269148174167,6723.892718925512,19484.796439068985,291.40884794478376,13734.101191972393,480.89364419313137,5332.527064068683
