t,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
4844,306.74743893696547,0.0,2.7094050082818807e-13,3.057220111166803e-13,1.5028233759683817e-13,2.961271330969916e-13,1.5169495720217805e-13,1.7154820836201075e-13,2439.9999999999977,17770.207999999995,1637.2989299519995,28.778170750883994,0.0,2412.034799999979,0.0,2.289711433546528e-13,2.504751087284458e-13,8.88742377016934e-14,1.5581007708645272e-13,1.5804549781119934e-13,3395.6999999999903,1.473582305771121e-11,2556.6610909190013,344.89593459413203,0.0,1503.070488108252,0.0,2.9140986626086646e-13,2.92782200352345e-13,3.334208872391651e-13,2.0983189220991305e-13,1.541163897000355e-13,1.698089030358575e-13,33632.288,2227.999999999996,38.424237289455,0.0,15749.85688416124,3.873672374268365e-13,1.8128641469787157e-13,35613.747958580156,2.703914407091415e-12,9.079165377239638e-12,3.5645549479434617e-13,1.7555386109442516e-13,49360.719804338,3.1907252661088846e-12,1.6811814005487468e-12,3.2671732280981195e-13,1.6150401228999928e-13,6254.399090474954,2.208765041307884e-12,2.1917320929735136e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4294237813702636e-13,1.0292895158283612e-12,4815.6354716323385,3.7227275104484176e-13,4.384984272134201e-13,61185.43107326399,21051.251422131,3.2516738234374443e-13,962.6729946320006,17449.499723735997,6959.209735025999,41363.93992987564,4.671937979382868e-12,2.2698347828701935e-12,3.1814543338764776e-13,5188.678459234993,8695.10201504,42850.510202584,8.630956592451463e-12,1.4408809381164115e-12,892.3026741419989,1.824154394737497e-12
4845,306.74743893696444,0.0,2.685491930498927e-13,2.9973187760212184e-13,1.4990059470023916e-13,2.9185747991569274e-13,1.4768283982581065e-13,1.6882839986673262e-13,2439.999999999994,17770.208,1747.912933317599,28.778170750883994,0.0,2019.4879599999836,0.0,2.2680969119056457e-13,2.4617492328365523e-13,8.863072489337187e-14,1.5351556965187037e-13,1.555173960533386e-13,3395.699999999996,1.4926299586165388e-11,2440.0334171299983,344.89593459413203,0.0,1503.0704881083207,0.0,2.8508216939062667e-13,2.8926814622186733e-13,3.283102087681887e-13,2.0769335051675813e-13,1.4995564866606508e-13,1.6781472794206222e-13,33632.28800000001,2228.000000000004,38.424237289455,0.0,15749.85688416124,3.7569005012958485e-13,1.5091545591828314e-13,22262.8746705666,2.1946954432946592e-12,6.117939681913475e-12,3.4817621306112554e-13,1.4674181115793518e-13,45661.745449334325,2.4511790800330502e-12,1.6191701211917537e-12,3.1773189016959066e-13,1.3868942073708332e-13,1.4834431030744613e-12,1.94258110663312e-12,4.40297932694983e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2636362261429997e-13,7.333199373969141e-13,5543.208752594908,4.050549461476246e-13,4.664409854147966e-13,57828.168096048,16761.134013711,1.7868227308456707e-13,984.7745888720011,17808.006291024,7369.080440941001,42589.752832701044,4.675361185507643e-12,2.778182506447031e-12,3.102093804967725e-13,5031.831452257991,8400.93082552,38216.616258016,7.775207858218365e-12,1.4059653040736097e-12,878.620791356001,1.7441040394768677e-12
4846,306.7474389369621,0.0,2.6791494407736606e-13,2.994436736486125e-13,1.4971229907559496e-13,2.912136909378759e-13,1.460221029505193e-13,1.67586880806046e-13,2439.999999999993,17770.20799999999,1770.3758850972004,28.778170750883994,0.0,1829.3168076802936,0.0,2.2621443713114436e-13,2.466433362376009e-13,8.851363924926334e-14,1.5249410639671332e-13,1.5470018650750738e-13,3395.7,1.5141266509711116e-11,2311.735422841499,344.89593459413203,0.0,1503.0704881083138,0.0,2.8253912611065065e-13,2.8548931868324277e-13,3.2436974743600674e-13,2.0579137538460272e-13,1.4780761585427606e-13,1.6603292737770247e-13,33632.28800000001,2228.0000000000045,38.424237289455,0.0,15749.85688416124,3.685834110664931e-13,1.7147238411150525e-13,9824.25321273308,2.3061682589894506e-12,5.92642110122177e-12,3.51609217224171e-13,1.6611614842903559e-13,36860.38677766187,2.392572605980535e-12,1.6133176477602509e-12,3.161159635930836e-13,1.5422492952243283e-13,1.4834431030746164e-12,1.8381487810027062e-12,4.421450986438901e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0635185351349457e-13,6.997266293869705e-13,5947.987957174437,3.893904101702832e-13,5.93586431092693e-13,50430.600857664,19129.543505349,1.350328190312837e-13,979.783588695999,17006.560531128,7545.240893423999,40412.4052683122,4.698771775349269e-12,3.3479803065667306e-12,3.478187252087921e-13,4911.196608362994,8105.864313600001,33051.345149984,7.352763523076644e-12,1.3983200378715799e-12,871.8757170420001,1.7445125502545407e-12
4847,306.7474389369697,0.0,2.670961353700759e-13,2.994156926071276e-13,1.4951874339850126e-13,2.9070409426732267e-13,1.454197884398717e-13,1.6694188077718676e-13,2439.9999999999923,17770.208,1730.976159728399,28.778170750883994,0.0,2221.8636476802867,0.0,2.2621999656632013e-13,2.4901085662555237e-13,8.846710297018847e-14,1.5311280976030632e-13,1.5456294623461873e-13,3395.6999999999957,1.5581611061415397e-11,2160.7904883984993,344.89593459413203,0.0,1503.0704881083159,0.0,2.777319688545411e-13,2.8034111588726996e-13,3.1839696324983655e-13,2.0305825435647738e-13,1.4554433645208205e-13,1.637246887870241e-13,33632.28800000001,2227.999999999997,38.424237289455,0.0,15749.856884161221,3.5762255147603166e-13,1.681076079851112e-13,1.6616404070800828e-12,2.33946646137924e-12,5.762020872186602e-12,3.399360069823121e-13,1.6582150850799674e-13,19969.80621531793,2.537630465550748e-12,1.6216014584562693e-12,3.191012584182483e-13,1.5641673040892038e-13,1.4834431030744693e-12,1.6492202072855066e-12,7.470692037510857e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1216289306101735e-13,7.325347029345022e-13,6478.315792815361,3.8534301687439237e-13,5.358732834666008e-13,47019.053477376,22685.558819181002,1.437734732245384e-13,996.6881798960014,16393.138202592003,7439.422639623,37634.53789291388,4.529010051649093e-12,3.484710619218261e-12,3.6919717395510414e-13,4916.020279554993,7971.398320400001,28008.380428448,7.81044441351559e-12,1.3590050872931542e-12,843.2953709179982,1.7811338827500542e-12
4848,306.7474389369668,0.0,2.6580508139160636e-13,2.986688325559315e-13,1.4921708152167827e-13,2.8975150139979554e-13,1.45174306352814e-13,1.6628827549302825e-13,2440.000000000004,17770.20799999999,1649.2383443748004,28.778170750883994,0.0,2614.410487680283,0.0,2.251403738328738e-13,2.4610814325813504e-13,8.825059917853897e-14,1.5182935495510328e-13,1.5427646625491336e-13,3395.6999999999925,1.541999586652384e-11,1980.7241736934998,344.89593459413203,0.0,1503.0704881083152,0.0,2.735969540597212e-13,2.7565471675558665e-13,3.127665237336872e-13,2.005049694397758e-13,1.4403885366073801e-13,1.618075888826021e-13,33632.28800000001,2228.0,38.424237289455,0.0,8818.24831186222,3.489219307722364e-13,1.4468075539637634e-13,1.0649558760230144e-12,2.3873849711621703e-12,1.1918986575570372e-11,3.3706251038224306e-13,1.4488047351043796e-13,1103.3157140380356,2.712930061056664e-12,1.7665711826333862e-12,3.1457789454666647e-13,1.3798267212486043e-13,1.4834431030736333e-12,1.9999793222698477e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.337730888384586e-13,7.458471202688392e-13,6734.318959939564,3.599609117616318e-13,4.684758668246821e-13,48281.686894896,24430.770831702,1.8545676875971165e-13,974.8361776000008,15476.311690680002,7331.444785775998,34976.0944866799,4.1392164017508115e-12,3.3731190697734273e-12,3.7198966798875627e-13,4706.705162722995,7553.7157892000005,23730.795131372,7.554432397310686e-12,1.2003355186586553e-12,829.5800925829997,1.6397074760981657e-12
4849,306.74743893695864,0.0,2.6403748440102137e-13,2.972766069563557e-13,1.4871109732209254e-13,2.879943118489748e-13,1.4494000786971692e-13,1.6576628578925073e-13,2439.9999999999945,17770.207999999995,1518.171551072401,28.778170750883994,0.0,3006.9573276802835,0.0,2.2474038103668628e-13,2.456972677305267e-13,8.817002128434137e-14,1.521692412162009e-13,1.5472294513931083e-13,3395.699999999999,1.490627749174661e-11,1796.040292257999,344.89593459413203,0.0,1503.070488108317,0.0,2.702924002388309e-13,2.712735885850825e-13,3.0740903253297303e-13,1.9841164951686016e-13,1.4318453143372173e-13,1.6034858457938763e-13,33632.288,2228.000000000001,38.424237289455,0.0,7.736913757674341e-11,3.441104991499103e-13,1.6485763207617502e-13,1.167837512585073e-12,2.4970758756331318e-12,1.229539017846645e-11,3.35510673919353e-13,1.6467874805344383e-13,4173.379102905051,2.671672542795647e-12,1.790799400060867e-12,3.15232087615917e-13,1.5346002752498694e-13,888.1611396353459,1.956871529654966e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5889073090637506e-13,7.812166886286256e-13,6488.72340284202,3.7719297841148554e-13,5.751817102168181e-13,53608.36245888,28136.598942333003,1.7466178364175286e-13,970.7042497520011,15420.430361328,7114.229368473,29272.08658147987,3.8725789303753785e-12,3.1264789182474456e-12,3.646997388352118e-13,4408.277709075994,7119.425668640002,18024.400388428,7.96705220306297e-12,1.1370930124044506e-12,787.1822983419988,1.6147279956333786e-12
4850,306.74743893696314,0.0,2.618107020116444e-13,2.9225158101402416e-13,1.481968935118125e-13,2.8346670260682695e-13,1.4433413529301303e-13,1.6553656312612724e-13,2440.0000000000086,17770.208000000006,1419.6570976043997,28.778170750883994,0.0,3159.292640001057,0.0,2.2297684981607313e-13,2.4190895656848163e-13,8.806712400922885e-14,1.5200147322195526e-13,1.5435859741390358e-13,3395.7000000000025,1.4571532940650994e-11,1660.2409835614992,344.89593459413203,0.0,1503.0704881083109,0.0,2.633223018458718e-13,2.668006701360094e-13,3.0062531446037673e-13,1.9607055717114643e-13,1.4161571811572583e-13,1.5908858878282766e-13,33632.28800000001,2227.999999999992,38.424237289455,0.0,4.144129980659155e-11,3.38054043914198e-13,1.6101334641806243e-13,1.2221758426505204e-12,2.659285807095506e-12,1.1853213515985181e-11,3.3461815311117283e-13,1.6370366480448206e-13,734.6440797435738,2.5901921778128793e-12,1.7686004129350172e-12,3.134491094145788e-13,1.5607923384108646e-13,2023.5534286245581,1.8299452474862744e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7565149294306834e-13,6.642238387987713e-13,6256.6827428178185,3.850175225100134e-13,6.095146849191288e-13,58560.406817184004,30407.183481074997,1.5843291442661616e-13,953.5895230640001,14509.157121143999,6909.813199042999,26972.06257016378,3.2733948688558765e-12,2.774859723544384e-12,3.566213008224955e-13,4231.487586304994,7198.647464000001,13533.15740224,7.768380127432535e-12,1.0675514940964058e-12,827.4032725090001,1.5054834586615206e-12
4851,306.7474389369628,0.0,2.5978809393251814e-13,2.907932617483517e-13,1.4759419189456364e-13,2.817774152433538e-13,1.4431694406587802e-13,1.650334702428724e-13,2440.000000000003,17770.208,1324.2610282619994,28.778170750883994,0.0,2766.7458000010633,0.0,2.2211423023371026e-13,2.4127421654341383e-13,8.785684668694919e-14,1.5200278656178958e-13,1.5417051872646782e-13,3395.700000000001,1.440635097306302e-11,1572.6802270210007,344.89593459413203,0.0,1503.0704881083145,0.0,2.601830698070416e-13,2.6312806469168077e-13,2.95698513396921e-13,1.9396944422953455e-13,1.4121786979923363e-13,1.5804642614411112e-13,33632.28799999999,2227.9999999999973,38.424237289455,0.0,3.426043341124378e-11,3.342063914066889e-13,1.4134513914808363e-13,1.4654532181281339e-12,2.7287573658195435e-12,1.1819860126665223e-11,3.402103541294936e-13,1.4365915107901258e-13,2.5637291178970323e-10,2.68495299591042e-12,1.7637337337596903e-12,3.135239462021715e-13,1.3783608254808837e-13,2.4451042775742203e-10,1.7885577538471067e-12,1.1054461543227926e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7001001023924994e-13,5.839823451631052e-13,6075.469106651478,4.135376897300714e-13,5.956786007725885e-13,61849.044731136,32201.378672712002,1.7188385987360793e-13,926.325689096001,13795.681692912,6568.817215378998,26634.144541523023,2.9051606502530293e-12,2.5017383445182237e-12,3.435725107266443e-13,3904.8252801989956,7034.310199039999,11640.178671743999,7.623308364409632e-12,1.028422742813966e-12,770.6437090330013,1.4523232748006033e-12
4852,306.7474389369627,0.0,2.5735986723507086e-13,2.884194026290448e-13,1.4685332110968292e-13,2.7896566423053585e-13,1.4404718499838994e-13,1.6434898799334225e-13,2439.9999999999977,17770.208,1227.9421238339996,28.778170750883994,0.0,2374.1989600010593,0.0,2.2033333370205504e-13,2.3951274459305217e-13,8.760209643700484e-14,1.5162211797523633e-13,1.5366048886800638e-13,3395.7,1.4214175016121698e-11,1534.6547452169984,344.89593459413203,21.090226163999862,1503.0704881083159,0.0,2.565077271077691e-13,2.586507653746088e-13,2.9000562215915733e-13,1.9155690815480727e-13,1.4072887184483896e-13,1.5689028421421312e-13,33632.288,2228.000000000001,38.424237289455,0.0,2.934803581421081e-11,3.288064023705085e-13,1.6003297840994724e-13,1.8250540240404387e-12,2.6054484964153025e-12,1.1787895130852331e-11,3.3058018695462105e-13,1.616550594237752e-13,2.5637291175173895e-10,2.745872004412596e-12,1.7344662105697722e-12,3.127927340170559e-13,1.5244444822527455e-13,2.4451042773395657e-10,1.8263039523925624e-12,4.421013041491737e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6121764167926436e-14,1.1297640520869122e-13,3.054317509135673e-13,6.843110009157483e-14,128.92202250904646,9.595220336011101e-14,2.6809090549447743e-14,2.779954546246382e-13,4.627631298127918e-13,5849.567576877171,4.3575413323966725e-13,5.644927749729189e-13,63087.37902864,32829.406573995,1.8857781119622284e-13,951.3829897200008,12889.110146256002,5956.919066884001,26811.526462104444,2.5430277054606375e-12,2.263753653913777e-12,3.306483438409996e-13,3656.686161212996,6582.802170560002,12654.219520068,7.869479413571188e-12,9.78714479461568e-13,731.466620467,1.4976366490749065e-12
4853,306.7474389369653,0.0,2.542908192800441e-13,2.841121401752345e-13,1.459855210290749e-13,2.746951250107125e-13,1.4344329144563794e-13,1.634102980810609e-13,2440.0000000000014,17770.208,1123.2821301828,28.778170750883994,153.66752069239982,1981.6521200010623,0.0,2.17845150519788e-13,2.3585746521374974e-13,8.724283120750672e-14,1.50715223518327e-13,1.5271727753490238e-13,3395.6999999999985,1.4208812010818921e-11,1462.723506767999,344.89593459413203,331.9933448327995,1503.0704881083175,0.0,2.517376970326596e-13,2.5327434333986753e-13,2.832508600816838e-13,1.8868071520653998e-13,1.3991453218081237e-13,1.5545689583267897e-13,33632.28800000001,2227.9999999999977,38.424237289455,65.69460340939989,2.4961363700973032e-11,3.178086401037002e-13,1.61549823080108e-13,2.513182463705032e-12,2.453618152125178e-12,1.1654330227171449e-11,3.275485738525008e-13,1.6371862945265936e-13,1137.672989882519,2.7537351912156355e-12,1.7116053575158872e-12,3.0921543738728716e-13,1.5393033256330383e-13,1329.4298692424595,1.804679442360417e-12,4.588431188521751e-15,0.0,1.394042706516296e-14,8.694682954178353e-15,1.1393869386672382e-13,0.0,4.266617795676129e-14,3.033377020981971e-14,450.45689565334834,9.73482514237647e-13,6.132150573182697e-13,1.2503032750806795e-12,3764.191285117645,2.444552497640407e-12,9.609506202443143e-13,4.4089137759273284e-14,1.8270507859862086e-12,3.495479120491101e-12,5.304021404447012e-12,2.0538887318952923e-12,7055.40839851687,2.65133070328543e-12,7.928784928242321e-13,2.6044224151784356e-13,2.999277456382828e-13,5408.23258340902,4.1993968839829366e-13,5.33956734978207e-13,64460.486638320006,32770.934871749996,1.9214825204476083e-13,925.5470077920007,11922.303937032,5651.2396857620015,25917.638116633887,2.141131994077438e-12,2.0057577345868125e-12,3.0636035885283883e-13,3384.729423467994,6077.210641119998,13330.16111252,8.06655380327206e-12,8.848745597562208e-13,659.3993768009996,1.4159248349121051e-12
4854,306.7474389369672,0.0,2.4995182238708776e-13,2.762574741033794e-13,1.4480577637832176e-13,2.673120252874846e-13,1.4171630773203991e-13,1.6184002620311283e-13,2439.999999999998,17770.207999999995,787.7298619571986,28.778170750883994,999.5031186297985,1589.1052800010752,0.0,2.140127615953822e-13,2.3145364132131807e-13,8.672959216564351e-14,1.4967791704498813e-13,1.5067460068624091e-13,3395.7000000000016,1.3436697650108074e-11,1180.4481470265,344.89593459413203,945.8329224287984,1503.070488108316,0.0,2.4325729719472017e-13,2.461081009059672e-13,2.742026005575412e-13,1.846324117765998e-13,1.3781387356713745e-13,1.5349440826664834e-13,33632.28800000001,2228.000000000002,38.424237289455,1420.9303110351989,1.9678934237838594e-11,3.1766800205282555e-13,1.37195533781304e-13,4.709504397543542e-12,2.3251043640616947e-12,1.1306021710546698e-11,3.205461164134588e-13,1.4012043564848854e-13,4.514550624145968e-10,2.6846523950277314e-12,1.6283355334820852e-12,3.031376294898399e-13,1.343299182234075e-13,2.3431685242049223e-12,1.784255078596674e-12,9.226721848919659e-15,5.850764837321476e-13,1.822016118643905e-12,1.028930732207594e-12,6.73903847964635e-12,7.536704555529212e-14,1.2535427468038617e-12,1.2511399176952789e-12,24771.918868452354,4.7223550625044425e-12,4.3746784942767725e-12,6.496869710173442e-12,53506.0667797985,1.5598021387481977e-11,1.1123142243097713e-11,7.049968382265539e-13,7.850672466873935e-12,1.18304996285211e-11,1.479480697003827e-11,6.97192623180387e-12,26379.9109159154,7.44813487848259e-12,2.8792665009849367e-12,2.2231225299035472e-13,1.573358040753536e-13,4931.185566156673,4.2588437688151934e-13,4.660232681891775e-13,54316.06948152,30335.592594258,1.540139020717425e-13,589.9945622160003,7665.072825168,2993.770893717,16636.068743346965,1.4429778751518736e-12,1.3330589098480967e-12,2.7188505472495394e-13,2069.768931323996,4364.803318879998,11779.484388084,7.239716036511096e-12,6.385649174545377e-13,375.5193831949997,1.3178409431578141e-12
4855,306.74743893693926,0.0,2.414334374509671e-13,2.613419087285943e-13,1.4210721085330645e-13,2.5356030754086327e-13,1.3721597296775602e-13,1.5807831509823535e-13,2440.0000000000528,17770.208000000115,281.5747435511975,28.778170750883994,1821.1259544524053,1196.5584400009961,0.0,2.0824611605734657e-13,2.2310001980275892e-13,8.603359907026398e-14,1.4723506099311665e-13,1.476269228888478e-13,3395.7000000000285,1.2346519282350567e-11,837.0887078284939,344.89593459413203,1271.301790483202,1503.0704881082906,0.0,2.2897930679291266e-13,2.352809341605819e-13,2.593030898617716e-13,1.783345152799138e-13,1.3254519355066475e-13,1.4951834633704635e-13,33632.28800000002,2227.99999999998,38.424237289455,4127.3783152027845,5.1030055037399545e-12,2.9933221473220167e-13,1.4233319410452322e-13,1.0830442668888598e-12,2.057917304822577e-12,9.821066278201076e-12,3.019309375478332e-13,1.4712375687267175e-13,5.781521795537908e-13,2.6127990309782776e-12,1.4845276955101083e-12,2.893154829146566e-13,1.400596353381465e-13,6.60458774421984e-13,1.700795564094444e-12,1.27236144867532e-14,4.4069488800014875e-12,6.592942887921104e-12,4.002443618970771e-12,3.5856061242465766e-11,8.443196773315204e-13,2.9081050793934747e-12,4.175361246933748e-12,99624.563462846,6.52201016524783e-12,8.39236640574005e-12,1.0720193592869152e-11,124438.42263367376,2.7774430932202368e-11,2.2605248061653568e-11,1.925424056198158e-12,1.1530895421701353e-11,1.706331636853514e-11,2.0680802328175136e-11,9.415126326219311e-12,37586.63956076571,9.21753448622152e-12,4.0716478025241496e-12,7.92315308832875e-14,2.4863649229395854e-14,1485.8264272382128,2.08781475002852e-13,2.7262238133253173e-13,25644.280011312,13403.645701130992,8.48538554582637e-14,238.02763997600695,3030.309844224004,1152.9415521510018,2225.170803388542,6.105863465024696e-13,4.2168519405401053e-13,9.090650077921324e-14,1286.464429782018,3362.488960479989,10258.857879479998,6.007782247790434e-12,2.9985171661803604e-13,270.85972465200337,9.063004104717924e-13
4856,306.74743893693176,0.0,2.3744139432067167e-13,2.5752703518640765e-13,1.4089741610998086e-13,2.4976386339893217e-13,1.3510156683203533e-13,1.5576819821871903e-13,2439.9999999999845,17770.207999999904,206.72823763919934,28.778170750883994,2197.1681311357943,804.0116000010706,0.0,2.0584184184919097e-13,2.2133485139754043e-13,8.5600659779028e-14,1.459681464073887e-13,1.4631529587493408e-13,3395.6999999999807,1.2146478525744758e-11,892.0697759395022,344.89593459413203,1375.7568527472117,1503.0704881083147,0.0,2.185077927591677e-13,2.2544541735916632e-13,2.467007922788687e-13,1.7270979648053957e-13,1.274839052676416e-13,1.444533649174492e-13,30942.46792090945,2227.999999999995,38.424237289455,5694.188719168601,4.0795830614782575e-12,2.8211230457006157e-13,1.3858339475994536e-13,4.093735791058216e-13,2.106064202198874e-12,9.662476638305117e-12,2.9536363479855317e-13,1.47817746357909e-13,5.015471871889748e-13,2.7032378686281987e-12,1.466707304642363e-12,2.8464009039530757e-13,1.4214115384598776e-13,6.706910864857648e-13,1.7093349977742648e-12,1.890148941219419e-15,6.361984777524708e-12,8.018852595505086e-12,5.058093154006859e-12,5.195069441756009e-11,1.7695145812750018e-12,3.2994716951141087e-12,5.410331786668942e-12,161519.2595748452,7.760896796644524e-12,1.0510793604222101e-11,1.2862307969503223e-11,152706.86413414625,3.2410370614731294e-11,2.7068358393052083e-11,2.9282396044083846e-12,1.2988978118048228e-11,1.9838573961040863e-11,2.3250018180524758e-11,1.055256964407548e-11,40950.066644174534,1.013964549854607e-11,4.372104134488888e-12,1.5503118096766958e-14,6.1422118236697294e-15,484.74072202267723,1.235009737165802e-13,9.528894780522674e-14,22735.044149663998,8741.426638724999,1.8793758944269388e-14,245.16664275199605,3199.51416523201,969.044644963002,133.04548085474454,5.063495331226861e-13,2.7760839569318695e-13,6.074337816141166e-14,1708.7414568850045,4148.189067839994,11461.526350484002,6.14146921831847e-12,2.9158334987149516e-13,260.82836233300293,1.1390509906007995e-12
