,Power Emissions,HSC Emissions,CSC Emissions,BSEC Emissions,Total
t147,4351.859269622278,802.8255357859633,0.8313004915698683,-5484.7421981045345,-329.2260922047235
t148,3075.5838211171385,802.8255357859633,0.8313004915698683,-5484.7421981045345,-1605.5015407098626
t149,686.6968488120062,802.8255357859633,0.8313004915698683,-5484.7421981045345,-3994.388513014995
t150,387.1184377200001,802.8255357859633,0.8313004915698683,-5484.7421981045345,-4293.966924107001
t151,668.8569641826181,802.8255357859633,0.8313004915698683,-5484.7421981045345,-4012.228397644383
t152,1038.2124994124906,802.8255357859633,0.8313004915698683,-5484.7421981045345,-3642.8728624145106
t153,881.1028903507776,802.8255357859633,0.8313004915698683,-5484.7421981045345,-3799.9824714762235
t154,795.9604627442758,802.8255357859633,0.8313004915698683,-5484.7421981045345,-3885.1248990827253
t155,1439.775445876243,802.8255357859633,0.8313004915698683,-5484.7421981045345,-3241.3099159507583
t156,2722.018158289086,802.8255357859633,0.8313004915698683,-5484.7421981045345,-1959.0672035379152
t157,3186.2208907940603,802.8255357859633,0.8313004915698683,-5484.7421981045345,-1494.8644710329409
t158,7672.794214613477,802.8255357859633,0.8313004915698683,-5484.7421981045345,2991.7088527864753
t159,10196.4917092619,771.8702924111158,0.7956529104951072,-5484.7421981045345,5484.415456478978
t160,7710.286548760405,802.8255357859633,0.8313004915698683,-5484.7421981045345,3029.201186933403
t161,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t162,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t163,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t164,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t165,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t166,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t167,10196.4917092619,802.8255357859633,0.8313004915698683,-5484.7421981045345,5515.406347434898
t168,9642.847501914404,802.8255357859633,0.8313004915698683,-5484.7421981045345,4961.762140087402
