Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3
,,,,,,,1889,25.67,151.02,56.87
,,,,,,,1890,23.24,136.75,51.5
,,,,,,,1891,19.29,113.52,42.75
,,,,,,,1892,14.93,87.84,33.08
,,,,,,,1893,11.4,67.05,25.25
,,,,,,,1894,8.83,51.97,19.57
,,,,,,,1895,6.2,36.48,13.74
,,,,,,,1896,3.95,23.23,8.75
,,,,,,,1897,1.69,9.92,3.74
,,,,,,,1898,1.24,7.28,2.74
,,,,,,,1899,1.74,10.25,3.86
,,,,,,,1900,4.05,23.82,8.97
,,,,,,,1901,8.71,51.27,19.31
,,,,,,,1902,14,82.37,31.02
,,,,,,,1903,17.32,101.88,38.37
,,,,,,,1904,19.85,116.77,43.97
,,,,,,,1905,20.91,123.06,46.34
,,,,,,,1906,20.01,117.76,44.35
,,,,,,,1907,19.9,117.1,44.1
,,,,,,,1908,20.63,121.4,45.72
,,,,,,,1909,21.93,129.01,48.58
,,,,,,,1910,22.77,133.97,50.45
,,,,,,,1911,24.62,144.89,54.56
,,,,,,,1912,26.14,153.82,57.93
,,,,,,,1913,25.41,149.52,56.31
,,,,,,,1914,23.89,140.59,52.94
,,,,,,,1915,19.68,115.78,43.6
,,,,,,,1916,14.45,85.01,32.02
,,,,,,,1917,10.46,61.53,23.17
,,,,,,,1918,7.87,46.31,17.44
,,,,,,,1919,4.67,27.46,10.34
,,,,,,,1920,2.64,15.55,5.85
,,,,,,,1921,1.76,10.36,3.9
,,,,,,,1922,1.29,7.6,2.86
,,,,,,,1923,1.82,10.71,4.03
,,,,,,,1924,4.23,24.87,9.36
,,,,,,,1925,9.1,53.54,20.16
,,,,,,,1926,14.62,86,32.39
,,,,,,,1927,18.08,106.38,40.06
,,,,,,,1928,20.72,121.92,45.91
,,,,,,,1929,21.84,128.48,48.39
,,,,,,,1930,20.9,122.96,46.3
,,,,,,,1931,20.78,122.27,46.04
,,,,,,,1932,21.54,126.76,47.74
,,,,,,,1933,22.89,134.7,50.73
,,,,,,,1934,23.77,139.88,52.68
,,,,,,,1935,25.71,151.28,56.97
,,,,,,,1936,27.3,160.61,60.48
,,,,,,,1937,26.53,156.12,58.79
,,,,,,,1938,24.95,146.79,55.28
,,,,,,,1939,20.54,120.89,45.52
,,,,,,,1940,15.09,88.76,33.43
,,,,,,,1941,10.92,64.24,24.19
,,,,,,,1942,8.22,48.35,18.21
,,,,,,,1943,4.87,28.67,10.8
,,,,,,,1944,2.76,16.23,6.11
,,,,,,,1945,1.86,10.95,4.12
,,,,,,,1946,1.36,8.03,3.02
,,,,,,,1947,1.92,11.31,4.26
,,,,,,,1948,4.46,26.27,9.89
,,,,,,,1949,9.61,56.55,21.3
,,,,,,,1950,15.44,90.85,34.21
,,,,,,,1951,19.1,112.37,42.32
,,,,,,,1952,21.89,128.79,48.5
,,,,,,,1953,23.07,135.72,51.11
,,,,,,,1954,22.07,129.89,48.91
,,,,,,,1955,21.95,129.16,48.64
,,,,,,,1956,22.76,133.9,50.42
,,,,,,,1957,24.18,142.29,53.58
,,,,,,,1958,25.11,147.76,55.65
,,,,,,,1959,27.16,159.8,60.18
,,,,,,,1960,28.83,169.65,63.89
,,,,,,,1961,28.03,164.91,62.1
,,,,,,,1962,26.35,155.06,58.39
,,,,,,,1963,21.7,127.7,48.09
,,,,,,,1964,15.94,93.77,35.31
,,,,,,,1965,11.53,67.86,25.56
,,,,,,,1966,8.68,51.08,19.24
,,,,,,,1967,5.15,30.28,11.4
,,,,,,,1968,2.91,17.15,6.46
,,,,,,,1969,2.86,16.85,6.35
,,,,,,,1970,2.02,11.89,4.48
,,,,,,,1971,1.96,11.51,4.34
,,,,,,,1972,2.74,16.15,6.08
,,,,,,,1973,5.09,29.95,11.28
,,,,,,,1974,8.36,49.18,18.52
,,,,,,,1975,12.69,74.67,28.12
,,,,,,,1976,17.24,101.41,38.19
,,,,,,,1977,21.85,128.57,48.42
,,,,,,,1978,24.2,142.38,53.62
,,,,,,,1979,24.98,147.01,55.36
,,,,,,,1980,26.13,153.73,57.89
,,,,,,,1981,27.76,163.36,61.52
,,,,,,,1982,28.98,170.5,64.21
,,,,,,,1983,30.4,178.88,67.36
,,,,,,,1984,31.19,183.51,69.11
,,,,,,,1985,29.64,174.38,65.67
,,,,,,,1986,26.81,157.73,59.4
,,,,,,,1987,22.28,131.07,49.36
,,,,,,,1988,17.32,101.91,38.38
,,,,,,,1989,13.22,77.76,29.28
,,,,,,,1990,10.32,60.7,22.86
,,,,,,,1991,7.2,42.38,15.96
,,,,,,,1992,4.66,27.41,10.32
,,,,,,,1993,2.88,16.96,6.39
,,,,,,,1994,3.71,21.82,8.22
,,,,,,,1995,1.36,7.99,3.01
,,,,,,,1996,2.12,12.48,4.7
,,,,,,,1997,3.96,23.31,8.78
,,,,,,,1998,6.5,38.25,14.4
,,,,,,,1999,9.93,58.42,22
,,,,,,,2000,14.06,82.7,31.15
,,,,,,,2001,18.37,108.1,40.71
,,,,,,,2002,23.64,139.11,52.39
,,,,,,,2003,27.01,158.91,59.84
,,,,,,,2004,27.7,163.02,61.39
,,,,,,,2005,27.58,162.27,61.11
,,,,,,,2006,26.75,157.41,59.28
,,,,,,,2007,26.18,154.05,58.01
,,,,,,,2008,25.04,147.33,55.48
,,,,,,,2009,23.83,140.23,52.81
,,,,,,,2010,21.36,125.66,47.32
,,,,,,,2011,18.37,108.1,40.71
,,,,,,,2012,14.69,86.44,32.55
,,,,,,,2013,11.71,68.88,25.94
,,,,,,,2014,9.1,53.57,20.17
,,,,,,,2015,6.56,38.62,14.55
,,,,,,,2016,4.47,26.3,9.9
,,,,,,,2017,1.62,9.51,3.58
,,,,,,,2018,1.22,7.17,2.7
,,,,,,,2019,1.75,10.29,3.88
,,,,,,,2020,4,23.55,8.87
,,,,,,,2021,8.24,48.5,18.27
,,,,,,,2022,13.41,78.92,29.72
,,,,,,,2023,16.79,98.8,37.21
,,,,,,,2024,19.24,113.23,42.64
,,,,,,,2025,20.24,119.08,44.84
,,,,,,,2026,21.43,126.1,47.49
,,,,,,,2027,25.41,149.49,56.3
,,,,,,,2028,27.06,159.24,59.97
,,,,,,,2029,27.86,163.92,61.73
,,,,,,,2030,27.33,160.8,60.55
,,,,,,,2031,27.06,159.24,59.97
,,,,,,,2032,25.94,152.61,57.47
,,,,,,,2033,24.61,144.81,54.53
,,,,,,,2034,21.76,128.04,48.22
,,,,,,,2035,18.12,106.6,40.14
,,,,,,,2036,13.81,81.26,30.6
,,,,,,,2037,10.5,61.76,23.26
,,,,,,,2038,7.32,43.05,16.21
,,,,,,,2039,4.53,26.67,10.04
,,,,,,,2040,2.68,15.75,5.93
,,,,,,,2041,2.49,14.67,5.53
,,,,,,,2042,1.8,10.6,3.99
,,,,,,,2043,1.66,9.78,3.68
,,,,,,,2044,2.46,14.47,5.45
,,,,,,,2045,4.43,26.09,9.82
,,,,,,,2046,7.27,42.8,16.12
,,,,,,,2047,10.98,64.61,24.33
,,,,,,,2048,15,88.25,33.23
,,,,,,,2049,18.95,111.48,41.98
,,,,,,,2050,21.02,123.71,46.59
,,,,,,,2051,21.68,127.58,48.05
,,,,,,,2052,22.62,133.08,50.12
,,,,,,,2053,24.07,141.64,53.34
,,,,,,,2054,25.15,147.96,55.72
,,,,,,,2055,26.32,154.89,58.33
,,,,,,,2056,26.98,158.76,59.79
,,,,,,,2057,25.67,151.02,56.87
,,,,,,,2058,23.24,136.75,51.5
,,,,,,,2059,19.29,113.52,42.75
,,,,,,,2060,14.93,87.84,33.08
,,,,,,,2061,11.4,67.05,25.25
,,,,,,,2062,8.83,51.97,19.57
,,,,,,,2063,6.2,36.48,13.74
,,,,,,,2064,3.95,23.23,8.75
,,,,,,,2065,1.69,9.92,3.74
,,,,,,,2066,1.24,7.28,2.74
,,,,,,,2067,1.74,10.25,3.86
,,,,,,,2068,4.05,23.82,8.97
,,,,,,,2069,8.71,51.27,19.31
,,,,,,,2070,14,82.37,31.02
,,,,,,,2071,17.32,101.88,38.37
,,,,,,,2072,19.85,116.77,43.97
,,,,,,,2073,20.91,123.06,46.34
,,,,,,,2074,20.01,117.76,44.35
,,,,,,,2075,19.9,117.1,44.1
,,,,,,,2076,20.63,121.4,45.72
,,,,,,,2077,21.93,129.01,48.58
,,,,,,,2078,22.77,133.97,50.45
,,,,,,,2079,24.62,144.89,54.56
,,,,,,,2080,26.14,153.82,57.93
,,,,,,,2081,25.41,149.52,56.31
,,,,,,,2082,23.89,140.59,52.94
,,,,,,,2083,19.68,115.78,43.6
,,,,,,,2084,14.45,85.01,32.02
,,,,,,,2085,10.46,61.53,23.17
,,,,,,,2086,7.87,46.31,17.44
,,,,,,,2087,4.67,27.46,10.34
,,,,,,,2088,2.64,15.55,5.85
,,,,,,,2089,1.76,10.36,3.9
,,,,,,,2090,1.29,7.6,2.86
,,,,,,,2091,1.82,10.71,4.03
,,,,,,,2092,4.23,24.87,9.36
,,,,,,,2093,9.1,53.54,20.16
,,,,,,,2094,14.62,86,32.39
,,,,,,,2095,18.08,106.38,40.06
,,,,,,,2096,20.72,121.92,45.91
,,,,,,,2097,21.84,128.48,48.39
,,,,,,,2098,20.9,122.96,46.3
,,,,,,,2099,20.78,122.27,46.04
,,,,,,,2100,21.54,126.76,47.74
,,,,,,,2101,22.89,134.7,50.73
,,,,,,,2102,23.77,139.88,52.68
,,,,,,,2103,25.71,151.28,56.97
,,,,,,,2104,27.3,160.61,60.48
,,,,,,,2105,26.53,156.12,58.79
,,,,,,,2106,24.95,146.79,55.28
,,,,,,,2107,20.54,120.89,45.52
,,,,,,,2108,15.09,88.76,33.43
,,,,,,,2109,10.92,64.24,24.19
,,,,,,,2110,8.22,48.35,18.21
,,,,,,,2111,4.87,28.67,10.8
,,,,,,,2112,2.76,16.23,6.11
,,,,,,,2113,1.86,10.95,4.12
,,,,,,,2114,1.36,8.03,3.02
,,,,,,,2115,1.92,11.31,4.26
,,,,,,,2116,4.46,26.27,9.89
,,,,,,,2117,9.61,56.55,21.3
,,,,,,,2118,15.44,90.85,34.21
,,,,,,,2119,19.1,112.37,42.32
,,,,,,,2120,21.89,128.79,48.5
,,,,,,,2121,23.07,135.72,51.11
,,,,,,,2122,22.07,129.89,48.91
,,,,,,,2123,21.95,129.16,48.64
,,,,,,,2124,22.76,133.9,50.42
,,,,,,,2125,24.18,142.29,53.58
,,,,,,,2126,25.11,147.76,55.65
,,,,,,,2127,27.16,159.8,60.18
,,,,,,,2128,28.83,169.65,63.89
,,,,,,,2129,28.03,164.91,62.1
,,,,,,,2130,26.35,155.06,58.39
,,,,,,,2131,21.7,127.7,48.09
,,,,,,,2132,15.94,93.77,35.31
,,,,,,,2133,11.53,67.86,25.56
,,,,,,,2134,8.68,51.08,19.24
,,,,,,,2135,5.15,30.28,11.4
,,,,,,,2136,2.91,17.15,6.46
,,,,,,,2137,2.86,16.85,6.35
,,,,,,,2138,2.02,11.89,4.48
,,,,,,,2139,1.96,11.51,4.34
,,,,,,,2140,2.74,16.15,6.08
,,,,,,,2141,5.09,29.95,11.28
,,,,,,,2142,8.36,49.18,18.52
,,,,,,,2143,12.69,74.67,28.12
,,,,,,,2144,17.24,101.41,38.19
,,,,,,,2145,21.85,128.57,48.42
,,,,,,,2146,24.2,142.38,53.62
,,,,,,,2147,24.98,147.01,55.36
,,,,,,,2148,26.13,153.73,57.89
,,,,,,,2149,27.76,163.36,61.52
,,,,,,,2150,28.98,170.5,64.21
,,,,,,,2151,30.4,178.88,67.36
,,,,,,,2152,31.19,183.51,69.11
,,,,,,,2153,29.64,174.38,65.67
,,,,,,,2154,26.81,157.73,59.4
,,,,,,,2155,22.28,131.07,49.36
,,,,,,,2156,17.32,101.91,38.38
,,,,,,,2157,13.22,77.76,29.28
,,,,,,,2158,10.32,60.7,22.86
,,,,,,,2159,7.2,42.38,15.96
,,,,,,,2160,4.66,27.41,10.32
,,,,,,,2161,2.88,16.96,6.39
,,,,,,,2162,3.71,21.82,8.22
,,,,,,,2163,1.36,7.99,3.01
,,,,,,,2164,2.12,12.48,4.7
,,,,,,,2165,3.96,23.31,8.78
,,,,,,,2166,6.5,38.25,14.4
,,,,,,,2167,9.93,58.42,22
,,,,,,,2168,14.06,82.7,31.15
,,,,,,,2169,18.37,108.1,40.71
,,,,,,,2170,23.64,139.11,52.39
,,,,,,,2171,27.01,158.91,59.84
,,,,,,,2172,27.7,163.02,61.39
,,,,,,,2173,27.58,162.27,61.11
,,,,,,,2174,26.75,157.41,59.28
,,,,,,,2175,26.18,154.05,58.01
,,,,,,,2176,25.04,147.33,55.48
,,,,,,,2177,23.83,140.23,52.81
,,,,,,,2178,21.36,125.66,47.32
,,,,,,,2179,18.37,108.1,40.71
,,,,,,,2180,14.69,86.44,32.55
,,,,,,,2181,11.71,68.88,25.94
,,,,,,,2182,9.1,53.57,20.17
,,,,,,,2183,6.56,38.62,14.55
,,,,,,,2184,4.47,26.3,9.9
,,,,,,,2185,1.62,9.51,3.58
,,,,,,,2186,1.22,7.17,2.7
,,,,,,,2187,1.75,10.29,3.88
,,,,,,,2188,4,23.55,8.87
,,,,,,,2189,8.24,48.5,18.27
,,,,,,,2190,13.41,78.92,29.72
,,,,,,,2191,16.79,98.8,37.21
,,,,,,,2192,19.24,113.23,42.64
,,,,,,,2193,20.24,119.08,44.84
,,,,,,,2194,21.43,126.1,47.49
,,,,,,,2195,25.41,149.49,56.3
,,,,,,,2196,27.06,159.24,59.97
,,,,,,,2197,27.86,163.92,61.73
,,,,,,,2198,27.33,160.8,60.55
,,,,,,,2199,27.06,159.24,59.97
,,,,,,,2200,25.94,152.61,57.47
,,,,,,,2201,24.61,144.81,54.53
,,,,,,,2202,21.76,128.04,48.22
,,,,,,,2203,18.12,106.6,40.14
,,,,,,,2204,13.81,81.26,30.6
,,,,,,,2205,10.5,61.76,23.26
,,,,,,,2206,7.32,43.05,16.21
,,,,,,,2207,4.53,26.67,10.04
,,,,,,,2208,2.68,15.75,5.93
,,,,,,,2209,2.49,14.67,5.53
,,,,,,,2210,1.8,10.6,3.99
,,,,,,,2211,1.66,9.78,3.68
,,,,,,,2212,2.46,14.47,5.45
,,,,,,,2213,4.43,26.09,9.82
,,,,,,,2214,7.27,42.8,16.12
,,,,,,,2215,10.98,64.61,24.33
,,,,,,,2216,15,88.25,33.23
,,,,,,,2217,18.95,111.48,41.98
,,,,,,,2218,21.02,123.71,46.59
,,,,,,,2219,21.68,127.58,48.05
,,,,,,,2220,22.62,133.08,50.12
,,,,,,,2221,24.07,141.64,53.34
,,,,,,,2222,25.15,147.96,55.72
,,,,,,,2223,26.32,154.89,58.33
,,,,,,,2224,26.98,158.76,59.79
,,,,,,,2225,25.67,151.02,56.87
,,,,,,,2226,23.24,136.75,51.5
,,,,,,,2227,19.29,113.52,42.75
,,,,,,,2228,14.93,87.84,33.08
,,,,,,,2229,11.4,67.05,25.25
,,,,,,,2230,8.83,51.97,19.57
,,,,,,,2231,6.2,36.48,13.74
,,,,,,,2232,3.95,23.23,8.75
,,,,,,,2233,1.69,9.92,3.74
,,,,,,,2234,1.24,7.28,2.74
,,,,,,,2235,1.74,10.25,3.86
,,,,,,,2236,4.05,23.82,8.97
,,,,,,,2237,8.71,51.27,19.31
,,,,,,,2238,14,82.37,31.02
,,,,,,,2239,17.32,101.88,38.37
,,,,,,,2240,19.85,116.77,43.97
,,,,,,,2241,20.91,123.06,46.34
,,,,,,,2242,20.01,117.76,44.35
,,,,,,,2243,19.9,117.1,44.1
,,,,,,,2244,20.63,121.4,45.72
,,,,,,,2245,21.93,129.01,48.58
,,,,,,,2246,22.77,133.97,50.45
,,,,,,,2247,24.62,144.89,54.56
,,,,,,,2248,26.14,153.82,57.93
,,,,,,,2249,25.41,149.52,56.31
,,,,,,,2250,23.89,140.59,52.94
,,,,,,,2251,19.68,115.78,43.6
,,,,,,,2252,14.45,85.01,32.02
,,,,,,,2253,10.46,61.53,23.17
,,,,,,,2254,7.87,46.31,17.44
,,,,,,,2255,4.67,27.46,10.34
,,,,,,,2256,2.64,15.55,5.85
,,,,,,,2257,1.76,10.36,3.9
,,,,,,,2258,1.29,7.6,2.86
,,,,,,,2259,1.82,10.71,4.03
,,,,,,,2260,4.23,24.87,9.36
,,,,,,,2261,9.1,53.54,20.16
,,,,,,,2262,14.62,86,32.39
,,,,,,,2263,18.08,106.38,40.06
,,,,,,,2264,20.72,121.92,45.91
,,,,,,,2265,21.84,128.48,48.39
,,,,,,,2266,20.9,122.96,46.3
,,,,,,,2267,20.78,122.27,46.04
,,,,,,,2268,21.54,126.76,47.74
,,,,,,,2269,22.89,134.7,50.73
,,,,,,,2270,23.77,139.88,52.68
,,,,,,,2271,25.71,151.28,56.97
,,,,,,,2272,27.3,160.61,60.48
,,,,,,,2273,26.53,156.12,58.79
,,,,,,,2274,24.95,146.79,55.28
,,,,,,,2275,20.54,120.89,45.52
,,,,,,,2276,15.09,88.76,33.43
,,,,,,,2277,10.92,64.24,24.19
,,,,,,,2278,8.22,48.35,18.21
,,,,,,,2279,4.87,28.67,10.8
,,,,,,,2280,2.76,16.23,6.11
,,,,,,,2281,1.86,10.95,4.12
,,,,,,,2282,1.36,8.03,3.02
,,,,,,,2283,1.92,11.31,4.26
,,,,,,,2284,4.46,26.27,9.89
,,,,,,,2285,9.61,56.55,21.3
,,,,,,,2286,15.44,90.85,34.21
,,,,,,,2287,19.1,112.37,42.32
,,,,,,,2288,21.89,128.79,48.5
,,,,,,,2289,23.07,135.72,51.11
,,,,,,,2290,22.07,129.89,48.91
,,,,,,,2291,21.95,129.16,48.64
,,,,,,,2292,22.76,133.9,50.42
,,,,,,,2293,24.18,142.29,53.58
,,,,,,,2294,25.11,147.76,55.65
,,,,,,,2295,27.16,159.8,60.18
,,,,,,,2296,28.83,169.65,63.89
,,,,,,,2297,28.03,164.91,62.1
,,,,,,,2298,26.35,155.06,58.39
,,,,,,,2299,21.7,127.7,48.09
,,,,,,,2300,15.94,93.77,35.31
,,,,,,,2301,11.53,67.86,25.56
,,,,,,,2302,8.68,51.08,19.24
,,,,,,,2303,5.15,30.28,11.4
,,,,,,,2304,2.91,17.15,6.46
,,,,,,,2305,2.86,16.85,6.35
,,,,,,,2306,2.02,11.89,4.48
,,,,,,,2307,1.96,11.51,4.34
,,,,,,,2308,2.74,16.15,6.08
,,,,,,,2309,5.09,29.95,11.28
,,,,,,,2310,8.36,49.18,18.52
,,,,,,,2311,12.69,74.67,28.12
,,,,,,,2312,17.24,101.41,38.19
,,,,,,,2313,21.85,128.57,48.42
,,,,,,,2314,24.2,142.38,53.62
,,,,,,,2315,24.98,147.01,55.36
,,,,,,,2316,26.13,153.73,57.89
,,,,,,,2317,27.76,163.36,61.52
,,,,,,,2318,28.98,170.5,64.21
,,,,,,,2319,30.4,178.88,67.36
,,,,,,,2320,31.19,183.51,69.11
,,,,,,,2321,29.64,174.38,65.67
,,,,,,,2322,26.81,157.73,59.4
,,,,,,,2323,22.28,131.07,49.36
,,,,,,,2324,17.32,101.91,38.38
,,,,,,,2325,13.22,77.76,29.28
,,,,,,,2326,10.32,60.7,22.86
,,,,,,,2327,7.2,42.38,15.96
,,,,,,,2328,4.66,27.41,10.32
,,,,,,,2329,2.88,16.96,6.39
,,,,,,,2330,3.71,21.82,8.22
,,,,,,,2331,1.36,7.99,3.01
,,,,,,,2332,2.12,12.48,4.7
,,,,,,,2333,3.96,23.31,8.78
,,,,,,,2334,6.5,38.25,14.4
,,,,,,,2335,9.93,58.42,22
,,,,,,,2336,14.06,82.7,31.15
,,,,,,,2337,18.37,108.1,40.71
,,,,,,,2338,23.64,139.11,52.39
,,,,,,,2339,27.01,158.91,59.84
,,,,,,,2340,27.7,163.02,61.39
,,,,,,,2341,27.58,162.27,61.11
,,,,,,,2342,26.75,157.41,59.28
,,,,,,,2343,26.18,154.05,58.01
,,,,,,,2344,25.04,147.33,55.48
,,,,,,,2345,23.83,140.23,52.81
,,,,,,,2346,21.36,125.66,47.32
,,,,,,,2347,18.37,108.1,40.71
,,,,,,,2348,14.69,86.44,32.55
,,,,,,,2349,11.71,68.88,25.94
,,,,,,,2350,9.1,53.57,20.17
,,,,,,,2351,6.56,38.62,14.55
,,,,,,,2352,4.47,26.3,9.9
,,,,,,,2353,1.62,9.51,3.58
,,,,,,,2354,1.22,7.17,2.7
,,,,,,,2355,1.75,10.29,3.88
,,,,,,,2356,4,23.55,8.87
,,,,,,,2357,8.24,48.5,18.27
,,,,,,,2358,13.41,78.92,29.72
,,,,,,,2359,16.79,98.8,37.21
,,,,,,,2360,19.24,113.23,42.64
,,,,,,,2361,20.24,119.08,44.84
,,,,,,,2362,21.43,126.1,47.49
,,,,,,,2363,25.41,149.49,56.3
,,,,,,,2364,27.06,159.24,59.97
,,,,,,,2365,27.86,163.92,61.73
,,,,,,,2366,27.33,160.8,60.55
,,,,,,,2367,27.06,159.24,59.97
,,,,,,,2368,25.94,152.61,57.47
,,,,,,,2369,24.61,144.81,54.53
,,,,,,,2370,21.76,128.04,48.22
,,,,,,,2371,18.12,106.6,40.14
,,,,,,,2372,13.81,81.26,30.6
,,,,,,,2373,10.5,61.76,23.26
,,,,,,,2374,7.32,43.05,16.21
,,,,,,,2375,4.53,26.67,10.04
,,,,,,,2376,2.68,15.75,5.93
,,,,,,,2377,2.49,14.67,5.53
,,,,,,,2378,1.8,10.6,3.99
,,,,,,,2379,1.66,9.78,3.68
,,,,,,,2380,2.46,14.47,5.45
,,,,,,,2381,4.43,26.09,9.82
,,,,,,,2382,7.27,42.8,16.12
,,,,,,,2383,10.98,64.61,24.33
,,,,,,,2384,15,88.25,33.23
,,,,,,,2385,18.95,111.48,41.98
,,,,,,,2386,21.02,123.71,46.59
,,,,,,,2387,21.68,127.58,48.05
,,,,,,,2388,22.62,133.08,50.12
,,,,,,,2389,24.07,141.64,53.34
,,,,,,,2390,25.15,147.96,55.72
,,,,,,,2391,26.32,154.89,58.33
,,,,,,,2392,26.98,158.76,59.79
,,,,,,,2393,25.67,151.02,56.87
,,,,,,,2394,23.24,136.75,51.5
,,,,,,,2395,19.29,113.52,42.75
,,,,,,,2396,14.93,87.84,33.08
,,,,,,,2397,11.4,67.05,25.25
,,,,,,,2398,8.83,51.97,19.57
,,,,,,,2399,6.2,36.48,13.74
,,,,,,,2400,3.95,23.23,8.75
,,,,,,,2401,1.69,9.92,3.74
,,,,,,,2402,1.24,7.28,2.74
,,,,,,,2403,1.74,10.25,3.86
,,,,,,,2404,4.05,23.82,8.97
,,,,,,,2405,8.71,51.27,19.31
,,,,,,,2406,14,82.37,31.02
,,,,,,,2407,17.32,101.88,38.37
,,,,,,,2408,19.85,116.77,43.97
,,,,,,,2409,20.91,123.06,46.34
,,,,,,,2410,20.01,117.76,44.35
,,,,,,,2411,19.9,117.1,44.1
,,,,,,,2412,20.63,121.4,45.72
,,,,,,,2413,21.93,129.01,48.58
,,,,,,,2414,22.77,133.97,50.45
,,,,,,,2415,24.62,144.89,54.56
,,,,,,,2416,26.14,153.82,57.93
,,,,,,,2417,25.41,149.52,56.31
,,,,,,,2418,23.89,140.59,52.94
,,,,,,,2419,19.68,115.78,43.6
,,,,,,,2420,14.45,85.01,32.02
,,,,,,,2421,10.46,61.53,23.17
,,,,,,,2422,7.87,46.31,17.44
,,,,,,,2423,4.67,27.46,10.34
,,,,,,,2424,2.64,15.55,5.85
,,,,,,,2425,1.76,10.36,3.9
,,,,,,,2426,1.29,7.6,2.86
,,,,,,,2427,1.82,10.71,4.03
,,,,,,,2428,4.23,24.87,9.36
,,,,,,,2429,9.1,53.54,20.16
,,,,,,,2430,14.62,86,32.39
,,,,,,,2431,18.08,106.38,40.06
,,,,,,,2432,20.72,121.92,45.91
,,,,,,,2433,21.84,128.48,48.39
,,,,,,,2434,20.9,122.96,46.3
,,,,,,,2435,20.78,122.27,46.04
,,,,,,,2436,21.54,126.76,47.74
,,,,,,,2437,22.89,134.7,50.73
,,,,,,,2438,23.77,139.88,52.68
,,,,,,,2439,25.71,151.28,56.97
,,,,,,,2440,27.3,160.61,60.48
,,,,,,,2441,26.53,156.12,58.79
,,,,,,,2442,24.95,146.79,55.28
,,,,,,,2443,20.54,120.89,45.52
,,,,,,,2444,15.09,88.76,33.43
,,,,,,,2445,10.92,64.24,24.19
,,,,,,,2446,8.22,48.35,18.21
,,,,,,,2447,4.87,28.67,10.8
,,,,,,,2448,2.76,16.23,6.11
,,,,,,,2449,1.86,10.95,4.12
,,,,,,,2450,1.36,8.03,3.02
,,,,,,,2451,1.92,11.31,4.26
,,,,,,,2452,4.46,26.27,9.89
,,,,,,,2453,9.61,56.55,21.3
,,,,,,,2454,15.44,90.85,34.21
,,,,,,,2455,19.1,112.37,42.32
,,,,,,,2456,21.89,128.79,48.5
,,,,,,,2457,23.07,135.72,51.11
,,,,,,,2458,22.07,129.89,48.91
,,,,,,,2459,21.95,129.16,48.64
,,,,,,,2460,22.76,133.9,50.42
,,,,,,,2461,24.18,142.29,53.58
,,,,,,,2462,25.11,147.76,55.65
,,,,,,,2463,27.16,159.8,60.18
,,,,,,,2464,28.83,169.65,63.89
,,,,,,,2465,28.03,164.91,62.1
,,,,,,,2466,26.35,155.06,58.39
,,,,,,,2467,21.7,127.7,48.09
,,,,,,,2468,15.94,93.77,35.31
,,,,,,,2469,11.53,67.86,25.56
,,,,,,,2470,8.68,51.08,19.24
,,,,,,,2471,5.15,30.28,11.4
,,,,,,,2472,2.91,17.15,6.46
,,,,,,,2473,2.86,16.85,6.35
,,,,,,,2474,2.02,11.89,4.48
,,,,,,,2475,1.96,11.51,4.34
,,,,,,,2476,2.74,16.15,6.08
,,,,,,,2477,5.09,29.95,11.28
,,,,,,,2478,8.36,49.18,18.52
,,,,,,,2479,12.69,74.67,28.12
,,,,,,,2480,17.24,101.41,38.19
,,,,,,,2481,21.85,128.57,48.42
,,,,,,,2482,24.2,142.38,53.62
,,,,,,,2483,24.98,147.01,55.36
,,,,,,,2484,26.13,153.73,57.89
,,,,,,,2485,27.76,163.36,61.52
,,,,,,,2486,28.98,170.5,64.21
,,,,,,,2487,30.4,178.88,67.36
,,,,,,,2488,31.19,183.51,69.11
,,,,,,,2489,29.64,174.38,65.67
,,,,,,,2490,26.81,157.73,59.4
,,,,,,,2491,22.28,131.07,49.36
,,,,,,,2492,17.32,101.91,38.38
,,,,,,,2493,13.22,77.76,29.28
,,,,,,,2494,10.32,60.7,22.86
,,,,,,,2495,7.2,42.38,15.96
,,,,,,,2496,4.66,27.41,10.32
,,,,,,,2497,2.88,16.96,6.39
,,,,,,,2498,3.71,21.82,8.22
,,,,,,,2499,1.36,7.99,3.01
,,,,,,,2500,2.12,12.48,4.7
,,,,,,,2501,3.96,23.31,8.78
,,,,,,,2502,6.5,38.25,14.4
,,,,,,,2503,9.93,58.42,22
,,,,,,,2504,14.06,82.7,31.15
,,,,,,,2505,18.37,108.1,40.71
,,,,,,,2506,23.64,139.11,52.39
,,,,,,,2507,27.01,158.91,59.84
,,,,,,,2508,27.7,163.02,61.39
,,,,,,,2509,27.58,162.27,61.11
,,,,,,,2510,26.75,157.41,59.28
,,,,,,,2511,26.18,154.05,58.01
,,,,,,,2512,25.04,147.33,55.48
,,,,,,,2513,23.83,140.23,52.81
,,,,,,,2514,21.36,125.66,47.32
,,,,,,,2515,18.37,108.1,40.71
,,,,,,,2516,14.69,86.44,32.55
,,,,,,,2517,11.71,68.88,25.94
,,,,,,,2518,9.1,53.57,20.17
,,,,,,,2519,6.56,38.62,14.55
