Region,Resource,Zone,Cluster,AnnualSum
GB4 0,GB4 0 offwind-dc,6,1,1.8143766e7
GB4 0,GB4 0 oil,6,1,5358.6445
GB4 0,GB4 0 onwind,6,1,1.8594464e8
GB4 0,GB4 0 solar,6,1,8707.019
GB5 0,GB5 0 CCGT,7,1,57527.617
GB5 0,GB5 0 OCGT,7,1,13658.615
GB5 0,GB5 0 biomass,7,1,9.282006e9
GB5 0,GB5 0 coal,7,1,3797.8542
GB5 0,GB5 0 nuclear,7,1,1.9965372e9
GB5 0,GB5 0 offwind-ac,7,1,5.4075526e8
GB5 0,GB5 0 offwind-dc,7,1,6.2002477e8
GB5 0,GB5 0 oil,7,1,5693.979
GB5 0,GB5 0 onwind,7,1,9.1583e8
GB5 0,GB5 0 ror,7,1,2.88705e8
GB5 0,GB5 0 solar,7,1,12366.549
NL0 0,NL0 0 CCGT,8,1,365588.97
NL0 0,NL0 0 OCGT,8,1,20338.244
NL0 0,NL0 0 coal,8,1,4860.589
NL0 0,NL0 0 nuclear,8,1,1.4018317e8
NL0 0,NL0 0 offwind-ac,8,1,1.0178523e8
NL0 0,NL0 0 offwind-dc,8,1,2.4532114e9
NL0 0,NL0 0 onwind,8,1,2.4644459e8
NL0 0,NL0 0 solar,8,1,5339.135
NO3 0,NO3 0 CCGT,9,1,1055.9961
NO3 0,NO3 0 OCGT,9,1,890.6947
NO3 0,NO3 0 offwind-ac,9,1,414.5656
NO3 0,NO3 0 offwind-dc,9,1,529.23663
NO3 0,NO3 0 onwind,9,1,1181.7977
NO3 0,NO3 0 solar,9,1,95.72551
SE3 2,NO3 0 coal,9,1,459.6317
NL0 0,NO3 0 nuclear,9,1,2617.241
SE3 0,SE3 0 CCGT,10,1,6437.548
SE3 1,SE3 0 biomass,10,1,9.975648e7
SE3 2,SE3 0 coal,10,1,2642.4932
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,8460.543
SE3 5,SE3 0 offwind-dc,10,1,14967.458
SE3 6,SE3 0 oil,10,1,3751.0925
SE3 7,SE3 0 onwind,10,1,4.6028154e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,1108.151
DE0 0,DE0 0 hydro,2,1,3.5243968e8
FR0 0,FR0 0 hydro,5,1,1.6060861e9
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,5.2408288e8
SE3 0,SE3 0 hydro,10,1,2.0943508e9
DE0 0,DE0 0 PHS,2,1,1.284494e9
FR0 0,FR0 0 PHS,5,1,6.896393e8
GB5 0,GB5 0 PHS,7,1,38182.902
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,106445.34
DE0 0,DE0 0 Battery,2,1,61288.04
DK0 0,DK0 0 Battery,3,1,363087.28
DK3 0,DK3 0 Battery,4,1,70968.5
FR0 0,FR0 0 Battery,5,1,50525.605
GB4 0,GB4 0 Battery,6,1,809190.56
GB5 0,GB5 0 Battery,7,1,3.6722285e8
NL0 0,NL0 0 Battery,8,1,2.7649922e7
NO0 0,NO0 0 Battery,9,1,2070.5635
SE3 0,SE3 0 Battery,10,1,10874.02
