Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,6.374488e8
BE0 0,BE0 0 OCGT,1,1,1.23968056e8
BE0 0,BE0 0 biomass,1,1,3.8401036e7
BE0 0,BE0 0 coal,1,1,2.922478e6
BE0 0,BE0 0 nuclear,1,1,1.6155564e9
BE0 0,BE0 0 offwind-ac,1,1,1.1701562e8
BE0 0,BE0 0 offwind-dc,1,1,1.3574331e8
BE0 0,BE0 0 onwind,1,1,1.5640534e8
BE0 0,BE0 0 ror,1,1,3.0203622e7
BE0 0,BE0 0 solar,1,1,1.2438376e8
DE0 0,DE0 0 CCGT,2,1,4.1269599e9
DE0 0,DE0 0 OCGT,2,1,1.2813324e9
DE0 0,DE0 0 biomass,2,1,2.2611814e9
DE0 0,DE0 0 coal,2,1,1.5706925e7
DE0 0,DE0 0 lignite,2,1,1.3752401e7
DE0 0,DE0 0 nuclear,2,1,2.3874767e9
DE0 0,DE0 0 offwind-ac,2,1,4.8806566e8
DE0 0,DE0 0 offwind-dc,2,1,8.469891e9
DE0 0,DE0 0 oil,2,1,4.89286e7
DE0 0,DE0 0 onwind,2,1,2.4338644e9
DE0 0,DE0 0 ror,2,1,8.3022445e8
DE0 0,DE0 0 solar,2,1,9.203584e8
DK0 0,DK0 0 OCGT,3,1,5.0279304e7
DK0 0,DK0 0 biomass,3,1,2.1691274e8
DK0 0,DK0 0 coal,3,1,2.4263762e8
DK0 0,DK0 0 offwind-ac,3,1,4.365412e7
DK0 0,DK0 0 offwind-dc,3,1,5.4099124e7
DK0 0,DK0 0 onwind,3,1,3.1860218e8
DK0 0,DK0 0 solar,3,1,1.5242244e7
BE0 0,DK0 0 nuclear,3,1,1.1628773e7
DK3 0,DK3 0 CCGT,4,1,8.8104056e7
DK3 0,DK3 0 OCGT,4,1,3.923094e7
DK3 0,DK3 0 biomass,4,1,5.1234096e7
DK3 0,DK3 0 coal,4,1,8.140186e6
DK3 0,DK3 0 offwind-ac,4,1,4.956114e7
DK3 0,DK3 0 offwind-dc,4,1,6.4864376e7
DK3 0,DK3 0 oil,4,1,5.4250795e6
DK3 0,DK3 0 onwind,4,1,6.799364e8
BE0 0,DK3 0 nuclear,4,1,8.437646e6
FR0 0,FR0 0 CCGT,5,1,7.324872e8
FR0 0,FR0 0 OCGT,5,1,1.9659712e7
FR0 0,FR0 0 coal,5,1,6.2460425e6
FR0 0,FR0 0 nuclear,5,1,1.3185287e10
FR0 0,FR0 0 offwind-ac,5,1,951997.7
FR0 0,FR0 0 offwind-dc,5,1,1.1925072e6
FR0 0,FR0 0 oil,5,1,2.1953578e6
FR0 0,FR0 0 onwind,5,1,7.507462e8
FR0 0,FR0 0 ror,5,1,8.8145606e8
FR0 0,FR0 0 solar,5,1,8.2845785e6
GB4 0,GB4 0 CCGT,6,1,2.0210162e8
GB4 0,GB4 0 coal,6,1,1.7374932e7
GB4 0,GB4 0 offwind-ac,6,1,1.7652908e7
GB4 0,GB4 0 offwind-dc,6,1,2.0261632e7
GB4 0,GB4 0 oil,6,1,3.7738315e6
GB4 0,GB4 0 onwind,6,1,1.6779862e8
GB4 0,GB4 0 solar,6,1,8.572095e6
GB5 0,GB5 0 CCGT,7,1,5.9704863e9
GB5 0,GB5 0 OCGT,7,1,1.1343164e9
GB5 0,GB5 0 biomass,7,1,1.4008636e9
GB5 0,GB5 0 coal,7,1,6.0321504e8
GB5 0,GB5 0 nuclear,7,1,2.6429706e9
GB5 0,GB5 0 offwind-ac,7,1,7.376329e8
GB5 0,GB5 0 offwind-dc,7,1,2.8587287e9
GB5 0,GB5 0 oil,7,1,1.1199757e7
GB5 0,GB5 0 onwind,7,1,1.8995313e9
GB5 0,GB5 0 ror,7,1,2.851181e8
GB5 0,GB5 0 solar,7,1,3.873852e8
NL0 0,NL0 0 CCGT,8,1,1.9896992e9
NL0 0,NL0 0 OCGT,8,1,4.6275142e8
NL0 0,NL0 0 coal,8,1,1.1636268e7
NL0 0,NL0 0 nuclear,8,1,1.433275e8
NL0 0,NL0 0 offwind-ac,8,1,1.4384467e8
NL0 0,NL0 0 offwind-dc,8,1,2.5224786e9
NL0 0,NL0 0 onwind,8,1,3.7478637e8
NL0 0,NL0 0 solar,8,1,2.103619e8
NO3 0,NO3 0 CCGT,9,1,1.8902469e9
NO3 0,NO3 0 OCGT,9,1,4.9018796e7
NO3 0,NO3 0 offwind-ac,9,1,1.5959051e6
NO3 0,NO3 0 offwind-dc,9,1,3.9461045e6
NO3 0,NO3 0 onwind,9,1,1.2684528e8
NO3 0,NO3 0 solar,9,1,93354.71
SE3 2,NO3 0 coal,9,1,4.830007e6
NL0 0,NO3 0 nuclear,9,1,7.379506e6
SE3 0,SE3 0 CCGT,10,1,8.575957e8
SE3 1,SE3 0 biomass,10,1,5.812786e6
SE3 2,SE3 0 coal,10,1,4.736411e6
SE3 3,SE3 0 nuclear,10,1,1.6086323e9
SE3 4,SE3 0 offwind-ac,10,1,1.5982929e6
SE3 5,SE3 0 offwind-dc,10,1,6.2270295e6
SE3 6,SE3 0 oil,10,1,752275.06
SE3 7,SE3 0 onwind,10,1,5.643622e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,160006.11
DE0 0,DE0 0 hydro,2,1,3.5337968e8
FR0 0,FR0 0 hydro,5,1,7.59541e8
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,2.543176e9
SE3 0,SE3 0 hydro,10,1,1.7612942e9
DE0 0,DE0 0 PHS,2,1,7.5527866e8
FR0 0,FR0 0 PHS,5,1,2.3324083e8
GB5 0,GB5 0 PHS,7,1,2.4436345e6
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,3.9788632e6
DE0 0,DE0 0 Battery,2,1,4.750825e6
DK0 0,DK0 0 Battery,3,1,4.942113e6
DK3 0,DK3 0 Battery,4,1,3.9803488e6
FR0 0,FR0 0 Battery,5,1,3.4211868e6
GB4 0,GB4 0 Battery,6,1,1.0269666e7
GB5 0,GB5 0 Battery,7,1,1.0790898e7
NL0 0,NL0 0 Battery,8,1,4.184408e6
NO0 0,NO0 0 Battery,9,1,1.9897646e6
SE3 0,SE3 0 Battery,10,1,2.0401426e6
