,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,7.948756558788061e7,48308.26551682608,-101982.45833238559,0.0,0.0,0.0,80.82368708596151,6.277464341403373,1.5111612426778356e7,-3.6981227395963464e6,-9.079620837641801e7,6.19673144515517e8,69837.59027858549,-1.348120334916628e7,0.0,0.0,0.0,78.52587542081687,6.6664965800608575,2.5840556304578695e7,-5.048970986170961e6,-6.3840222272675e8,2.3710929673033617e7,71370.56014052607,-109392.1575958122,0.0,0.0,0.0,68.2176930892897,5.3032676034307595,4.286395879180017e6,-925531.3929661119,-2.6962210842130404e7,3.3296633177676894e7,54408.82656525613,-103518.34084980706,0.0,0.0,0.0,64.15940684512019,5.108275636522997,-1.003704734329516e7,-2.520168411237284e6,-2.0591618162012193e7,5.476280436770897e8,39546.005604981605,-4.895366939526067e6,0.0,0.0,0.0,78.67361498322866,6.276259575336753,-5.6695928144711286e7,-6.085706638430969e6,-4.830712189209801e8,1.1367813463392602e7,65204.3028199596,-179127.4177895633,0.0,0.0,0.0,56.00559132141457,4.678720921121564,-954164.120662198,-132101.3985331921,-1.0201388131877797e7,4.076193345699369e8,80151.04565944821,-209598.814323813,0.0,0.0,0.0,79.78023066120622,6.329879043760029,9.643196792554852e6,-1.4519549363278407e6,-4.155491045687199e8,1.4762692252191997e8,58050.00280118,-99028.35278394025,0.0,0.0,0.0,84.78192875503147,6.0149170610793705,1.8099530354807567e7,-3.1939942383826585e6,-1.6248105400673005e8,1.525281820210101e8,63923.36098448141,-84306.7174311881,0.0,0.0,0.0,83.02079671956159,6.007589542973211,-2.1970465783854894e7,-2.2211081328150285e6,-1.2586443247586402e8,1.2912366461765882e8,58847.950566609325,-81683.13834220057,0.0,0.0,0.0,84.30732026478358,5.97457689077333,1.6676313634624038e7,-2.8742173321134266e6,-1.4216708159512803e8
t1,8942.77834946921,9.662547779801159,-6.361773637127393,0,0,-0.0,0.009696288593074323,0.0007722376917768235,1849.4410902456439,-187.77558002217987,-10618.38970539754,73930.3478419619,5.076553383800395,-52.40252228419736,0,0,-0.0,0.008896422517032869,0.0007426931906001314,-6954.0449750209,-741.3107605979783,-66200.47363893499,4088.1850905243364,6.650882365509758,-53.80984229266339,0,0,-0.0,0.007926884241963736,0.0006251760511673792,-1220.9581608223275,-176.03300045498224,-2638.2713028513717,6740.723517456782,4.724857892024308,-16.16610487633977,0,0,-0.0,0.007429585225722582,0.0005949455731926519,-4377.955375945702,-330.34621513560086,-2014.90432692503,67471.98081467196,5.89835130671276,-29.114073411209652,0,0,-0.0,0.008892651994611358,0.0007479328671537805,-501.57133814136546,-588.2860981315504,-66370.12154637692,1456.2347800772363,20.646485478075252,-6.15058779430613,0,0,-0.0,0.006638376887110181,0.0005376130698270319,-377.4652096298096,-28.782804247063385,-1158.5873177248616,44396.53518932143,26.080348938987445,-5.8565775140928755,0,0,-0.0,0.009403168768501747,0.0007100389088065295,2850.2997180849484,-214.7714450986328,-47194.55003422566,12375.87399349022,13.948500792402964,-3.6252757056733937,0,0,-0.0,0.009891775314117774,0.0007285389529439486,3999.5223441698104,-460.85185820862773,-15968.348749720946,14301.030791340192,21.891337092415302,-7.04963657306213,0,0,-0.0,0.009909674501102817,0.0007313095000907871,1522.734593282226,-115.36038331834462,-15726.042625243019,14562.005680579801,17.233215466664188,-7.133748657053495,0,0,-0.0,0.009929900766312446,0.0006749558763693233,3209.997313777476,-242.53784655772844,-17542.26840890313
t2,8942.0574885592,8.91202085579138,-9.010563068008787,0,0,-0.0,0.00965977024038358,0.0007698064442350457,1415.5779421993902,-107.69349166564137,-10252.457384432519,79532.86823968512,4.754511512225652,-7723.831517191688,0,0,-0.0,0.008892845515548014,0.000737461861893961,-6369.428912640245,-586.5605492346755,-64864.79387481403,3959.7948769513605,9.087248756133748,-9.769163083384532,0,0,-0.0,0.007906539996597906,0.0006238504657381326,-1180.3128265004993,-177.90277335948514,-2603.7258450733466,5954.438055125657,4.343688557236902,-17.29636915895807,0,0,-0.0,0.007405330255678907,0.0005934541729583469,-3669.7454227367675,-277.00503629975816,-1988.5212192114354,67276.59540880074,5.407911122717109,-2198.6551811680984,0,0,-0.0,0.008888632168113635,0.0007449168220910764,-46.076514757759696,-466.62744624945935,-64577.27451421298,1350.7775686566138,13.651745404502686,-10.943099123385263,0,0,-0.0,0.0066275557764820915,0.0005369972639604327,-194.5027738564387,-15.133135803212161,-1149.7681850281729,43880.89334721039,19.594102917421946,-10.721708494556076,0,0,-0.0,0.009409681970684727,0.0007096966941993832,3175.0396452907635,-239.1679130340537,-46835.3064769033,13970.845889097545,7.102302977402475,-17.086111962055895,0,0,-0.0,0.009897677009403711,0.000739710391187223,2031.6860849760787,-449.5884398165749,-15542.173168737918,14173.14902542363,21.932119724609088,-7.31261022396065,0,0,-0.0,0.009910523621717307,0.0007319576826852422,1632.2533227505874,-123.48377575069286,-15698.853472971956,14477.383872378618,17.245551376830726,-7.35098115573614,0,0,-0.0,0.00992509703824371,0.0006767110526511107,3205.5094552748897,-242.28639599890658,-17452.851910511403
t3,8940.894894323075,8.26800241036741,-11.746669146158078,0,0,-0.0,0.009633703058052756,0.0007679168490943378,1141.3515425615897,-87.17394203881723,-9991.946013247585,80774.48197566828,4.585276290069102,-9367.469402178805,0,0,-0.0,0.008891748463355945,0.0007361452133544012,-6328.752040002458,-563.4052984939614,-64523.98683418666,3998.902254801842,9.450547033039543,-10.61504977166051,0,0,-0.0,0.007932774712088,0.0006254413618653388,-1179.28782214267,-177.9208353647813,-2642.2882167069183,5841.253742227285,4.225875159379012,-18.210260059458122,0,0,-0.0,0.007431916611271327,0.0005950839957828022,-3536.024102380355,-266.9958283536557,-2017.9721289787158,66893.64474952324,5.19587824024453,-4566.339449738284,0,0,-0.0,0.0088847665460451,0.0007413575055896221,953.8492761808595,-474.88102636368205,-62816.01528529723,1261.0865446969756,9.872848607224903,-20.06626395432205,0,0,-0.0,0.0066069100049083685,0.0005358763737441291,-113.5424097710673,-9.114774355297138,-1129.3964960295357,43146.97566752505,13.678209919101098,-14.806586757990235,0,0,-0.0,0.009437925639190286,0.0007066289357745515,3087.6786160571,-232.75096221446074,-46005.474604128285,14766.719114292418,6.1914018963643525,-18.873066916409964,0,0,-0.0,0.009898961146532386,0.0007411531552285386,1136.9136251447421,-407.3266538997381,-15482.674639173314,14153.980783975563,21.976819055627136,-7.550710096209226,0,0,-0.0,0.009911139639033548,0.0007324964490410211,1632.484067774181,-123.49620323345286,-15679.432662795265,14519.9451651088,17.48991927273167,-7.535803306092146,0,0,-0.0,0.009928164351221415,0.0006744261101374848,3205.3292465780787,-242.27901650770985,-17495.103660653847
t4,8965.818238536578,8.326054421340814,-13.848216347384396,0,0,-0.0,0.009622427221204478,0.0007671101212697922,994.073311570176,-76.13279462198578,-9877.7534664414,80579.45203156707,4.863608341387051,-9372.185971648058,0,0,-0.0,0.008890703380535945,0.0007357081346109273,-6082.119543099796,-657.1857196826777,-64474.31921849142,4017.234792523591,9.458572941337483,-12.705525346934692,0,0,-0.0,0.007942600710038755,0.0006260389160876226,-1179.4301862334823,-177.9364693869858,-2657.077988446824,6658.589188718735,4.207892691314969,-19.11212274324398,0,0,-0.0,0.00744189480750563,0.0005956208126085827,-4284.686411606596,-323.1441570022185,-2029.267395699793,65917.62024044488,5.538644535566125,-4571.285665228305,0,0,-0.0,0.008882817262164291,0.0007404588373296332,1602.5861258086943,-495.6395831153617,-62461.54722585724,1170.7952936228512,8.191046720220804,-66.76553517476653,0,0,-0.0,0.006568804368273377,0.0005332704606729735,-28.355942746459334,-2.9316633786140995,-1080.2711544432582,41422.30459545006,11.573726448697018,-74.72439538884738,0,0,-0.0,0.009518188002893037,0.0006983041509271931,2859.1840520773294,-216.0485463273355,-44004.37520745823,14516.610598829979,6.2069086298305205,-19.519236118363338,0,0,-0.0,0.009902648360162612,0.0007436967550875403,1280.6699261837045,-402.6438956891875,-15380.161500277361,14277.505021731966,22.16699277959917,-7.834798244338496,0,0,-0.0,0.009906098358911538,0.0007283746601877306,1632.5684999105233,-123.49992838755733,-15802.55332455225,14712.131555731068,18.7311543159446,-7.867543230410803,0,0,-0.0,0.009940228135830287,0.0006668147883216886,3205.5101681359065,-242.2873352421621,-17687.70676708215
t5,8973.79893781798,9.502824565487622,-14.353582990411411,0,0,-0.0,0.009658543021768414,0.0007699433762493796,1377.391676450853,-104.81629778092139,-10240.996153196913,79256.58805401495,5.304048465343376,-7553.545871674181,0,0,-0.0,0.008897292677554148,0.0007448262508170899,-4325.890707660413,-512.6395156314214,-66864.7329141109,4147.3237344217,9.72262883895964,-16.54864460343393,0,0,-0.0,0.008022962862740523,0.0006309608405634661,-1179.8986078360344,-177.91997056858355,-2781.931197266448,6662.151451418856,4.367387178163646,-19.767937315622316,0,0,-0.0,0.0075264233056521294,0.0006007301606868022,-4199.347220766133,-316.6968313917745,-2124.6204660882076,67126.72119828021,6.340907660193382,-2500.7308256953515,0,0,-0.0,0.008891685036199009,0.0007475860746063584,1227.6983802369482,-371.9647903962792,-65488.365223701505,1131.1186622619248,8.559183030630791,-49.49708844743131,0,0,-0.0,0.006542469304832245,0.0005312339855912102,-44.44596334799343,-4.186239533332059,-1041.6781194464306,41012.961571824286,13.536764206371942,-46.5579268135252,0,0,-0.0,0.009593599250643238,0.0006927735051185182,1574.0251097348837,-119.7510172919745,-42432.304717693776,15409.090561390018,6.833948079889866,-19.33399103583484,0,0,-0.0,0.009887214478375235,0.0007311460324874255,732.7126829990011,-319.3096363852137,-15808.984152734254,14716.248535777628,22.35411580840034,-8.204787615842248,0,0,-0.0,0.009886716610153539,0.0007141046040747233,1632.077261512839,-123.46649929694208,-16240.291235334871,15429.626049380415,19.967210096594386,-8.239544727554701,0,0,-0.0,0.009988709793447228,0.000642792979365661,3205.6773886760484,-242.26421731320423,-18405.017644703476
t6,8993.092625067507,13.585099871448513,-7.892388121390345,0,0,-0.0,0.00974610635138874,0.0007756854538856224,2294.9806199493196,-173.47120408303394,-11124.24793642419,82701.11384323628,6.736071896015117,-27.48641874043662,0,0,-0.0,0.008983807113360059,0.0007752748319082836,-7005.417633661997,-588.8073126758634,-75092.6896507494,4602.809125881366,13.60906748848824,-10.15183490788592,0,0,-0.0,0.008281417935679738,0.0006526426333072831,-1171.458553577222,-177.3560106644269,-3259.469433536615,6122.543215870668,5.107318077446856,-13.384449225020552,0,0,-0.0,0.00782115123106251,0.0006185397043535416,-3368.33402380124,-254.23344556080866,-2489.32664903117,69969.17688879886,8.364386762884132,-18.123675797957162,0,0,-0.0,0.008913290045605905,0.0007569378650331862,1682.7190471228682,-418.7727410977573,-71237.58894320656,1105.276779380431,11.271254702045727,-39.14957739431564,0,0,-0.0,0.006551925964583434,0.0005323052669608976,-22.064522290661614,-2.6216084962596407,-1053.4457172639848,42931.67697973263,14.8639897088359,-51.7526004750449,0,0,-0.0,0.009570643937495123,0.0006957974840022252,39.11534914312978,-5.272906346646829,-42911.652684907895,15305.249950633439,9.782238701870591,-11.702167308869909,0,0,-0.0,0.009911229575460274,0.0006743177616791691,2723.489261299461,-366.7351273905003,-17661.620659861892,15902.513334137795,22.468657405996026,-7.211813912283985,0,0,-0.0,0.009917743125153419,0.0006763261544454116,1627.1536442330662,-123.15848692695445,-17423.78847518944,17201.106119909135,20.571093511168538,-7.181303491940717,0,0,-0.0,0.010046536073924717,0.0006603890622427245,3199.816811583275,-241.78813558215813,-20172.726686058093
t7,9082.074148736436,16.66502939131808,-6.808451519944899,0,0,-0.0,0.009800362564957109,0.0007788690247926219,2792.6090648412683,-211.13147995771314,-11679.755431291474,86321.82669559492,9.063254611864833,-20.323711077702924,0,0,-0.0,0.008885828856589399,0.0007963651169978216,-4962.679016077991,-376.1816458376952,-80973.51856862295,4649.6668673850745,19.95208176409765,-7.093623431468399,0,0,-0.0,0.008504746493630512,0.0006735374862718778,-744.3368016157463,-144.94374641071892,-3780.1530879070674,6071.548614534554,7.034286478363825,-7.9061698068342405,0,0,-0.0,0.008085200279952508,0.000634576665764051,-2964.828827001239,-224.4729350668348,-2886.983914255659,73806.73999151895,10.137598566555674,-14.461311453915158,0,0,-0.0,0.008940394047940638,0.0007650269039675825,-2782.3203948169585,-246.03022647040393,-73428.41016905231,1137.5352070457427,29.50448971375225,-8.290545203522267,0,0,-0.0,0.006663440014288275,0.0005397645594529057,10.170014687730998,-1.3170698825538305,-1179.0412740055285,47811.38567502936,25.015574176463797,-10.98830049344464,0,0,-0.0,0.009367117372596196,0.0007133245224590107,217.00069729801345,-19.309915902971145,-48027.73302119365,16805.757541712297,16.71462356219617,-6.4531499811838415,0,0,-0.0,0.010004547782611978,0.0006571271756273629,4069.5101935150947,-407.1567178743865,-20486.928938802834,17192.419772568846,22.658142063271818,-7.411459810321211,0,0,-0.0,0.009993057203944293,0.0006407486928791189,1578.2736093666044,-119.6432295416915,-18667.87502443868,18789.279430268674,21.059721466276283,-7.438335346149858,0,0,-0.0,0.010175177833501331,0.0006892508317504464,2786.6014598032225,-210.90025152445824,-21375.939563591044
t8,9182.692149105818,17.065649268497317,-7.521001417700323,0,0,-0.0,0.009800425405901002,0.0007790298262659516,2683.2073868809593,-203.07742828957882,-11676.714437961184,80156.17121504364,11.269328226610623,-16.809881030075836,0,0,-0.0,0.00893323690999388,0.0008084676855308795,-4675.121434089591,-360.1134430144639,-83898.00560987295,4640.2528570058685,21.294057253208827,-7.945996236133882,0,0,-0.0,0.008579388719594912,0.0006795667012649217,-573.5971572346016,-132.26257876795583,-3952.076995799949,6250.61034347539,7.279051631825729,-10.431973902018223,0,0,-0.0,0.008158740997753745,0.0006412057618699558,-3002.8994377894614,-226.88502856465337,-3018.2858870913024,73656.86778871165,10.349504554903646,-15.405457082281966,0,0,-0.0,0.008965378206205531,0.0007674529023832697,-2909.2614965643747,-221.36053788363787,-74079.25716798687,1122.8913153576893,32.297727069842544,-8.1931435118073,0,0,-0.0,0.006817968145514464,0.000548948631683384,190.77485596778752,-14.841991650842058,-1336.6704263950205,54426.867553574295,25.551035293629603,-10.92280644274772,0,0,-0.0,0.009095101780958507,0.0007361281720202656,40.958807199168064,-33.23874858478267,-54448.6879192078,18724.96793149891,18.346161702528626,-7.535060610939911,0,0,-0.0,0.010205470134518162,0.0006955003248459831,4055.5537722228164,-405.4297428925031,-22390.88216451745,17878.711738463553,22.725279440800126,-7.4788708740554135,0,0,-0.0,0.010076921886501868,0.000638739884896979,1572.313547338994,-119.21351652439044,-19348.57463741607,19397.810109725906,21.131375475833703,-7.661632155342742,0,0,-0.0,0.010222550562193969,0.0006992183265115005,2618.0711560683035,-198.26301947842845,-21828.917625626793
