Zone,1,2,3,4,5,6,7,8,9,10,Total
CO2_Price_1,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,-19.180784397291667,0.0
AnnualSum,5592.170678834387,37789.69686669492,4791.903151399645,1124.8402513078156,5543.073153964254,1658.8569243495585,58343.20969969444,18187.68310623886,11683.86083236165,5309.516760731709,150024.81142557724
t1,1.1418092768129005,0.1857217411397047,0.8222639489568965,0.05175903662413897,1.8977155250455182,0.428939882421819,12.62759632760758,2.919967231184034,3.6497550086322468,1.536774874005684,25.262302852430523
t2,1.1405363895436782,0.18062232117191113,0.8028954554719104,0.0398143315833889,1.8868262347644227,0.4182320426890792,12.522814417431697,2.8749766688034337,3.6497536695827715,1.5367626639617389,25.05323419500403
t3,1.140205671082847,0.17937986301302694,0.8640006129729553,0.03881672118696608,1.7570652010415344,0.3936655598270419,12.261507284360714,2.744258382130134,3.6497587383968346,1.5367674633939603,24.565425497406014
t4,1.1412105801329375,0.17997257419559373,0.8417280022484891,0.038870382835931194,1.4233335291534306,0.379665208794987,10.72227880431829,2.4860613201755997,3.6497731972668435,1.5367685556835065,22.399662154805608
t5,1.1448667528757357,0.18385499750004095,0.8620905267429954,0.04020722237636017,1.890196335635124,0.38286515610798044,10.564000535675174,2.874636849897343,3.6497898247389085,1.5367797069232243,23.129287908472886
t6,1.1552573896886378,3.5388863921145504,1.2413508573975145,0.04913273683854015,1.9063839692216684,0.39766317630313924,12.07926164367304,2.8964903301711513,3.649778441633528,1.5368040947563175,28.451009031798087
t7,1.1746272532670954,6.322136706847063,1.2772118255036748,0.15629575574369056,1.9110686254941596,0.4361709724274755,15.54016191444571,4.165678461872338,3.649767109107567,1.5368257119612085,36.16994433666998
t8,1.1768468745417437,5.994249849831671,1.2854247778428107,0.15743675924005898,1.912003403444593,0.4371956631322717,18.794625372324944,5.212808821030975,3.6497580305428756,1.5368388491455056,40.15718840107745
t9,1.1765360879919478,6.005338855679467,1.2967359780885463,0.17130783967771407,1.9119365596357498,0.4377192212230586,19.997427637720605,5.980016165615098,3.649767963112195,1.5368375361252709,42.163623844869655
t10,1.1803596749198138,5.994913541096438,1.301332696565855,0.14297148490766765,1.911592686997996,0.43815509376506384,19.856302860262705,6.273617429817462,3.64977292799823,1.5368391370182537,42.285857533349485
t11,1.1812335667546408,5.986304597131328,1.3223497570826956,0.17465039584335953,1.9113308257370887,0.43852473073939907,19.394813533149318,6.266029265590107,3.6497684330800086,1.5368383302732453,41.86184343538119
t12,1.1868915272850602,5.99288225375539,1.3235834549978347,0.12040987682864321,1.9122737640196046,0.4388792550392965,18.21364560483112,6.248987514290305,3.649763025276912,1.536840942590295,40.62415721891446
t13,1.157934286424008,5.993706914494139,1.327134986745705,0.11879623785500153,1.9074719471196806,0.43923023530187444,17.396517697546965,6.024683463628748,3.6497738127842143,1.5368376084544473,39.55208719035478
t14,1.1575164603087262,5.993252615351656,1.3274876094998926,0.1270180482857132,1.9064456122245848,0.4396091483447682,16.952324518830544,5.40172218167648,3.649777671632806,1.5368355351305294,38.4919894012857
t15,1.1577899027492262,5.990668611387476,1.3129017274989918,0.12367549115860833,1.9058523315751068,0.44001676966547193,17.051855841369328,4.718801608798681,3.6497776117181657,1.5368378986828308,37.888177794603884
t16,1.1537442496552843,5.925403255968667,1.3085625747981147,0.16570596892546544,1.9004837385162976,0.44047851491488377,17.447170855507505,3.626024414911846,3.6497640652532226,1.5368392593122573,37.15417689776355
t17,1.155439807608839,5.99085465500595,1.3313738876705308,0.17652552384599488,1.9053579942521828,0.4414077621879122,19.327567978408798,2.9886091406793485,3.6497703456298436,1.5368409925230875,38.5037480878125
t18,1.1699350474659405,5.992441665124236,1.3315888419546704,0.12222060726048559,1.9101741278765232,0.4493145839847019,21.631495589414314,2.9414874879109703,3.649770354782889,1.5368417718899017,40.73527007766463
t19,1.1698636016283663,5.987797526751153,1.314627335781763,0.06886316232330696,1.91009423103773,0.47088144655851605,21.82222603085948,2.914551465517833,3.649770991951702,1.5368405379137524,40.845516330323605
t20,1.1536504579289895,5.67994345225122,1.299817659965361,0.04641213887359118,1.9067106375022527,0.44656700749768335,20.23042843650603,2.8975508378380543,3.6497625347788607,1.5368421337327085,38.84768529687476
t21,1.1520588345160085,4.9288374855175165,1.2925851943260627,0.04450370469186951,1.9049990733371083,0.43146460670821407,16.983963921935615,2.893548968657149,3.64976659859844,1.536827750260584,34.81855613854857
t22,1.1506822932555911,5.076687268471603,1.2834204118082388,0.04367983970140585,1.9049435399329784,0.4149657941954701,13.29163499108065,2.891409638310581,3.6497738765721626,1.5368134331416132,31.244011086470294
t23,1.1485913321277803,4.046317631270582,1.285049695766827,0.04346636259002925,1.9032236018372126,0.358939528418539,10.11260255257441,2.887928485685332,3.649778622217294,1.5368025309493056,26.972700343437314
t24,1.143708407870026,4.207869502671044,1.2819109626387737,0.04328654955269566,1.8976027315696016,0.33020907334207117,8.311039258752032,2.8785244423239433,3.649767031880424,1.5368061049495172,25.280724065550128
t25,1.1386478782801197,4.1014991232600595,1.278137896445809,0.043516277980618474,1.8958758153022024,0.29771043994206925,7.48554963628067,2.480616091052487,3.6497830466599113,1.5367966766226717,23.908132881826617
t26,1.1049873811583468,4.243711453384256,1.2799373751627159,0.04412365360444337,1.8937859351228858,0.2570957993399072,6.893614101697127,2.099753705375077,3.6497799644066324,1.5367850387084663,23.00357440795986
t27,0.9360703273108354,4.4435230716627885,1.27650330930459,0.04506971066625928,1.8139502570295174,0.2188914635438151,6.2029221074980425,2.0203671197288626,3.649784218591988,1.5367904177729659,22.143872003109667
t28,0.8154851655708684,4.738985289981919,1.2761739026433605,0.0472617438085942,1.6808262141048291,0.1787223523355789,5.267194305532388,2.1640634076393948,3.649774594677125,1.5368051483496479,21.355292124643707
t29,0.8272354648346192,5.183545582011925,1.287687414257535,0.0660133149514199,1.8953387551919276,0.14517607634150426,5.068788921857933,2.3457073323566657,3.649784663609888,1.536817508250987,22.00609503366441
t30,1.1444486172708777,6.036170091869761,1.311548927679035,0.18663844384758066,1.9061695762111297,0.14183669349955352,5.141484405210643,2.896253213617787,3.6497767767597,1.5368383408858595,23.95116508685193
t31,1.1587289167102808,6.10795497750634,1.3505800010153917,0.18551957694155993,1.910913233536856,0.14119467852118356,6.739421686146819,4.620266815935434,3.649764233478683,1.5368474810676607,27.40119160086021
t32,1.159253493711077,6.109484530566729,1.3551590193374239,0.18710709350033342,1.9111703870040146,0.15309272276980143,8.774712211750078,5.215057142668089,3.6497587674920515,1.536854356123608,30.051649724923205
t33,1.145772483337602,6.056458950231142,1.3592833973799767,0.1874776971059238,1.9081861014345063,0.15349343931616402,9.647928354462323,4.370316560546632,3.649768563542738,1.5368524920215545,30.01553803937857
t34,1.1455134148879904,6.060491702800063,1.3599471909676346,0.18335711580717043,1.9080575309801038,0.15875271575512237,9.837937328452501,3.766417767613653,3.6497726069990195,1.536849838358067,29.607097212621323
t35,1.1456099013575956,7.03587143520309,1.3623329115881977,0.1876733899272431,1.9114566432809688,0.18834096916749174,10.005605010083228,4.396050219802124,3.649773383313869,1.536851894246235,31.41956575797004
t36,1.145955163012773,6.9298583371084,1.3644955211699217,0.18855270181403905,1.9138802244386408,0.22769789979134852,10.045837858708133,4.723508344713389,3.6497633008193664,1.5368498413447684,31.72639919292078
