Conventional_ethanol_co2_per_mmbtu,Conventional_ethanol_price_per_mmbtu,Bio_ethanol_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,3806,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3807,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3808,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3809,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3810,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3811,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3812,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3813,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3814,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3815,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3816,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3817,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3818,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3819,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3820,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3821,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3822,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3823,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3824,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3825,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3826,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3827,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3828,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3829,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3830,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3831,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3832,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3833,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3834,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3835,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3836,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3837,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3838,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3839,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3840,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3841,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3842,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3843,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3844,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3845,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3846,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3847,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3848,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3849,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3850,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3851,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3852,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3853,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3854,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3855,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3856,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3857,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3858,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3859,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3860,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3861,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3862,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3863,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3864,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3865,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3866,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3867,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3868,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3869,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3870,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3871,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3872,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3873,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3874,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3875,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3876,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3877,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3878,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3879,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3880,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3881,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3882,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3883,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3884,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3885,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3886,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3887,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3888,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3889,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3890,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3891,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3892,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3893,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3894,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3895,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3896,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3897,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3898,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3899,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3900,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3901,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3902,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3903,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3904,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3905,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3906,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3907,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3908,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3909,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3910,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3911,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3912,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3913,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3914,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3915,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3916,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3917,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3918,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3919,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3920,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3921,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3922,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3923,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3924,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3925,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3926,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3927,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3928,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3929,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3930,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3931,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3932,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3933,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3934,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3935,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3936,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3937,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3938,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3939,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3940,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3941,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3942,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3943,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3944,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3945,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3946,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3947,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3948,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3949,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3950,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3951,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3952,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3953,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3954,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3955,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3956,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3957,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3958,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3959,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3960,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3961,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3962,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3963,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3964,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3965,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3966,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3967,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3968,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3969,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3970,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3971,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3972,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3973,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3974,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3975,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3976,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3977,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3978,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3979,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3980,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3981,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3982,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3983,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3984,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3985,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3986,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3987,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3988,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3989,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3990,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3991,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3992,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3993,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3994,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3995,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3996,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3997,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3998,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,3999,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4000,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4001,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4002,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4003,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4004,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4005,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4006,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4007,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4008,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4009,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4010,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4011,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4012,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4013,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4014,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4015,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4016,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4017,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4018,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4019,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4020,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4021,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4022,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4023,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4024,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4025,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4026,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4027,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4028,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4029,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4030,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4031,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4032,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4033,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4034,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4035,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4036,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4037,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4038,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4039,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4040,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4041,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4042,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4043,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4044,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4045,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4046,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4047,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4048,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4049,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4050,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4051,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4052,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4053,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4054,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4055,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4056,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4057,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4058,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4059,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4060,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4061,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4062,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4063,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4064,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4065,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4066,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4067,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4068,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4069,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4070,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4071,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4072,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4073,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4074,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4075,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4076,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4077,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4078,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4079,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4080,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4081,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4082,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4083,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4084,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4085,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4086,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4087,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4088,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4089,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4090,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4091,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4092,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4093,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4094,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4095,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4096,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4097,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4098,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4099,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4100,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4101,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4102,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4103,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4104,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4105,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4106,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4107,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4108,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4109,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4110,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4111,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4112,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4113,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4114,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4115,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4116,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4117,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4118,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,4119,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
