Conventional_ethanol_co2_per_mmbtu,Conventional_ethanol_price_per_mmbtu,Bio_ethanol_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,1188,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1189,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1190,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1191,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1192,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1193,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1194,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1195,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1196,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1197,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1198,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1199,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1200,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1201,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1202,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1203,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1204,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1205,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1206,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1207,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1208,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1209,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1210,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1211,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1212,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1213,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1214,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1215,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1216,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1217,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1218,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1219,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1220,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1221,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1222,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1223,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1224,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1225,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1226,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1227,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1228,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1229,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1230,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1231,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1232,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1233,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1234,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1235,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1236,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1237,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1238,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1239,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1240,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1241,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1242,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1243,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1244,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1245,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1246,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1247,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1248,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1249,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1250,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1251,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1252,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1253,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1254,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1255,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1256,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1257,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1258,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1259,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1260,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1261,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1262,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1263,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1264,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1265,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1266,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1267,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1268,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1269,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1270,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1271,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1272,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1273,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1274,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1275,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1276,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1277,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1278,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1279,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1280,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1281,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1282,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1283,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1284,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1285,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1286,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1287,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1288,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1289,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1290,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1291,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1292,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1293,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1294,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1295,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1296,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1297,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1298,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1299,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1300,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1301,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1302,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1303,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1304,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1305,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1306,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1307,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1308,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1309,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1310,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1311,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1312,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1313,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1314,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1315,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1316,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1317,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1318,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1319,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1320,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1321,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1322,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1323,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1324,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1325,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1326,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1327,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1328,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1329,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1330,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1331,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1332,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1333,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1334,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1335,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1336,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1337,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1338,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1339,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1340,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1341,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1342,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1343,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1344,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1345,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1346,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1347,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1348,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1349,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1350,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1351,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1352,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1353,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1354,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1355,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1356,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1357,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1358,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1359,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1360,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1361,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1362,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1363,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1364,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1365,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1366,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1367,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1368,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1369,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1370,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1371,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1372,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1373,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1374,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1375,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1376,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1377,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1378,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1379,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1380,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1381,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1382,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1383,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1384,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1385,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1386,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1387,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1388,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1389,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1390,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1391,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1392,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1393,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1394,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1395,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1396,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1397,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1398,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1399,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1400,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1401,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1402,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1403,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1404,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1405,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1406,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1407,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1408,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1409,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1410,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1411,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1412,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1413,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1414,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1415,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1416,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1417,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1418,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1419,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1420,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1421,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1422,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1423,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1424,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1425,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1426,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1427,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1428,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1429,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1430,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1431,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1432,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1433,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1434,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1435,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1436,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1437,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1438,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1439,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1440,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1441,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1442,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1443,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1444,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1445,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1446,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1447,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1448,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1449,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1450,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1451,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1452,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1453,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1454,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1455,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1456,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1457,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1458,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1459,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1460,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1461,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1462,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1463,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1464,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1465,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1466,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1467,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1468,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1469,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1470,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1471,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1472,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1473,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1474,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1475,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1476,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1477,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1478,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1479,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1480,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1481,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1482,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1483,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1484,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1485,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1486,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1487,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1488,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1489,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1490,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1491,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1492,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1493,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1494,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1495,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1496,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1497,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1498,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1499,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1500,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
,,,1501,692.65,415.8,397.95,938.38,997.58,1040.24,1569.36,881.63,315.01
