Biorefinery,Zone,Biomass_type,BioH2_Production,BioH2_yield_tonne_per_tonne,BioElectricity_Production,BioElectricity_yield_MWh_per_tonne,BioGasoline_Production,BioGasoline_yield_MMBtu_per_tonne,BioJetfuel_Production,BioJetfuel_yield_MMBtu_per_tonne,BioDiesel_Production,BioDiesel_yield_MMBtu_per_tonne,BioEthanol_Production,BioEthanol_yield_MMBtu_per_tonne,Inv_Cost_per_tonne_per_hr_yr,Fixed_OM_Cost_per_tonne_per_hr_yr,Var_OM_per_tonne,Power_consumption_MWh_per_tonne,H2_consumption_tonne_per_tonne,CO2_emissions_tonne_per_tonne,CO2_capture_tonne_per_tonne,Min_capacity_tonne_per_hr,Max_capacity_tonne_per_hr,Biomass_min_consumption,Biomass_max_consumption,Ref_capacity_tonne_per_hr,Ref_CAPEX_per_yr_s1,Ref_CAPEX_per_yr_s2,Ref_CAPEX_per_yr_s3,Ref_CAPEX_per_yr_s4,Ref_CAPEX_per_yr_s5,Ref_CAPEX_per_yr_s6,Ref_CAPEX_per_yr_s7,Ref_CAPEX_per_yr_s8,Ref_CAPEX_per_yr_s9,Ref_Fixed_OM_per_yr
NCEN_Bio_FT_Herb,5,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
CEN_Bio_FT_Herb,6,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
SE_Bio_FT_Herb,7,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
MIDAT_Bio_FT_Herb,8,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
NE_Bio_FT_Herb,9,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
CA_Bio_FT_Wood,1,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
NW_Bio_FT_Wood,2,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
SW_Bio_FT_Wood,3,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
TX_Bio_FT_Wood,4,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
NCEN_Bio_FT_Wood,5,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
CEN_Bio_FT_Wood,6,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
SE_Bio_FT_Wood,7,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
MIDAT_Bio_FT_Wood,8,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
NE_Bio_FT_Wood,9,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,352725.8387,188235.2941,37.60408273,0,0,0.399,0,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,14990848.14,0,8000000
CA_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,1,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
NW_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,2,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
SW_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,3,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
TX_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,4,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
NCEN_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,5,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
CEN_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,6,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
SE_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,7,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
MIDAT_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,8,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
NE_Bio_Electricity_Combustion_Plant_Herb_wCCS_85pct,9,1,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
CA_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,1,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
NW_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,2,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
SW_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,3,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
TX_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,4,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
NCEN_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,5,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
CEN_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,6,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
SE_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,7,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
MIDAT_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,8,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
NE_Bio_Electricity_Combustion_Plant_Wood_wCCS_85pct,9,2,0,0,1,1.043369957,0,0,0,0,0,0,0,0,366901.8359,190936.7021,11.47706952,0,0,0.009,1.46,0,100000,0.4,0.9,83.33333333,0,0,0,0,0,0,0,498035259.3,0,15911391.84
CA_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,1,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
NW_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,2,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
SW_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,3,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
TX_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,4,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
NCEN_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,5,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
CEN_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,6,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
SE_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,7,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
MIDAT_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,8,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
NE_Bio_Electricity_Gasification_Plant_Herb_wCCS_49pct,9,1,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
CA_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,1,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
NW_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,2,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
SW_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,3,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
TX_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,4,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
NCEN_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,5,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
CEN_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,6,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
SE_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,7,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
MIDAT_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,8,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
NE_Bio_Electricity_Gasification_Plant_Wood_wCCS_49pct,9,2,0,0,1,2.15,0,0,0,0,0,0,0,0,153681.2038,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,7581241.634,0,299345.1632,813437.9435,18020001.06
CA_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,1,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
NW_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,2,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
SW_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,3,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
TX_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,4,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
NCEN_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,5,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
CEN_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,6,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
SE_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,7,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
MIDAT_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,8,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
NE_Bio_Electricity_Gasification_Plant_Herb_wCCS_92pct,9,1,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
CA_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,1,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
NW_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,2,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
SW_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,3,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
TX_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,4,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
NCEN_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,5,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
CEN_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,6,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
SE_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,7,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
MIDAT_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,8,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
NE_Bio_Electricity_Gasification_Plant_Wood_wCCS_92pct,9,2,0,0,1,1.468,0,0,0,0,0,0,0,0,198582.9783,216240,31.164,0,0,0.009,1.6,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,5921828.229,0,0,7581241.634,0,299345.1632,813437.9435,18020002.12
CA_Bio_Hydrogen_Herb_wCCS_51pct,1,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
NW_Bio_Hydrogen_Herb_wCCS_51pct,2,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
SW_Bio_Hydrogen_Herb_wCCS_51pct,3,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
TX_Bio_Hydrogen_Herb_wCCS_51pct,4,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
NCEN_Bio_Hydrogen_Herb_wCCS_51pct,5,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
CEN_Bio_Hydrogen_Herb_wCCS_51pct,6,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
SE_Bio_Hydrogen_Herb_wCCS_51pct,7,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
MIDAT_Bio_Hydrogen_Herb_wCCS_51pct,8,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
NE_Bio_Hydrogen_Herb_wCCS_51pct,9,1,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
CA_Bio_Hydrogen_Wood_wCCS_51pct,1,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
NW_Bio_Hydrogen_Wood_wCCS_51pct,2,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
SW_Bio_Hydrogen_Wood_wCCS_51pct,3,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
TX_Bio_Hydrogen_Wood_wCCS_51pct,4,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
NCEN_Bio_Hydrogen_Wood_wCCS_51pct,5,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
CEN_Bio_Hydrogen_Wood_wCCS_51pct,6,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
SE_Bio_Hydrogen_Wood_wCCS_51pct,7,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
MIDAT_Bio_Hydrogen_Wood_wCCS_51pct,8,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
NE_Bio_Hydrogen_Wood_wCCS_51pct,9,2,1,0.086816316,0,0,0,0,0,0,0,0,0,0,165707.0704,216240,28.302,0,0,0.009,0.85,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,2180013.689,0,0,8947817.379,0,299345.1632,449017.7448,18020003.18
CA_Bio_Hydrogen_Herb_wCCS_92pct,1,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
NW_Bio_Hydrogen_Herb_wCCS_92pct,2,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
SW_Bio_Hydrogen_Herb_wCCS_92pct,3,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
TX_Bio_Hydrogen_Herb_wCCS_92pct,4,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
NCEN_Bio_Hydrogen_Herb_wCCS_92pct,5,1,1,0.061216633,0,0,0,0,0,0,0,0,0,0,194678.4762,216240,31.058,0,0,0.009,1.56,0,100000,0.85,0.9,83.33333333,761377.9152,1171350.639,4860000,0,0,8520000,0,299345.1632,592000,18000000
