Resource,Zone,Investment_Cost,Fixed_OM_Cost,Var_OM_Cost,Startup_Cost
Liquid_DAC_1,1,989.8002446254131,337.0440488164122,0.029633306162692146,0.0
Liquid_DAC_2,2,1023.567105473989,348.54224712260833,0.03247916262358952,0.0
Liquid_DAC_3,3,1069.9867868861359,364.348948982779,0.03054208976666617,0.0
Liquid_DAC_4,4,869.7662955611345,296.1704196091794,0.025774889600691634,0.0
Liquid_DAC_5,5,973.068920295879,331.3467444110967,0.029899799486890734,0.0
Liquid_DAC_6,6,883.7077524254344,300.9177260414194,0.02261642792321916,0.0
Liquid_DAC_7,7,948.1133079663801,322.84892814372427,0.02924019840894761,0.0
Liquid_DAC_8,8,933.6741043446474,317.9321303587377,0.028249881835428762,0.0
Liquid_DAC_9,9,1030.547950247381,350.919345127341,0.03232565703179054,0.0
Liquid_DAC_10,10,989.6426427334497,336.9903826549247,0.029544565673429456,0.0
Solid_DAC_1,1,4793.002099062165,526.1491026038166,0.0583147202572377,0.0
Solid_DAC_2,2,5661.502573705455,621.488252451877,0.07013718310592791,0.0
Solid_DAC_3,3,4907.505233298822,538.718619595209,0.0598180094634339,0.0
Solid_DAC_4,4,5422.071841926484,595.2048788881704,0.06687272002466828,0.0
Solid_DAC_5,5,5666.7249737846505,622.0615384756082,0.0700441222497123,0.0
Solid_DAC_6,6,4059.7199565242786,445.65346891168775,0.04825117385850199,0.0
Solid_DAC_7,7,5589.260844046613,613.5579573163951,0.0691358195985652,0.0
Solid_DAC_8,8,4832.790865898199,530.5168920459677,0.05918908912982446,0.0
Solid_DAC_9,9,1.5458129748834856e6,169690.74761878865,19.655157087968636,0.0
Solid_DAC_10,10,5050.892905348666,554.4589204367709,0.061585593829041906,0.0
