,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage,Injection to Storage
t13,0.06008889037231381,0.0751679798854739,0.04308603310077239,0.049085698515974246,0.06770767859626056,0.09799864331822603,0.07792320343955195,0.06298564968325653,0.0438675980316535,0.05452353994743612
t14,0.059069115637598604,0.07422125428741007,0.04207359536707141,0.04807147849967723,0.06666470061042915,0.09677110302345666,0.07634327023449994,0.061938484077921734,0.04275060020734765,0.053457947880062015
t15,0.06053987039957266,0.07558972128153797,0.04355554044975792,0.049598234752611714,0.0681214489274758,0.09842960309381275,0.07857453995454618,0.06337546374841538,0.044425412642500856,0.055064215557137995
t16,0.059126546897964434,0.0742256792453048,0.042068392915966236,0.04808110139025688,0.06671880629564511,0.09706021166872798,0.07630477739782814,0.06187662719389364,0.042805114285598175,0.05350760804704406
t17,0.06145189029106409,0.07638597412482717,0.04447228593819579,0.050529735787458036,0.06904258260243637,0.0997690951802849,0.07972129586394315,0.06416683704136199,0.04548986021015939,0.05601890988765296
t18,0.06366087472952764,0.0784246718608713,0.04694073690536529,0.0529771750049473,0.0712305629322507,0.10212785787657824,0.08279804780385411,0.06636807174969457,0.048152083449119705,0.0584225033934406
t19,0.06239284318584845,0.07727880278658263,0.04550528553025442,0.05155580132359745,0.06999389414257894,0.10070772569067744,0.08118773656658615,0.06509563787841463,0.04659003763185621,0.05707975302538918
t20,0.06571696888713598,0.08037358755625632,0.04927920049260296,0.055288938036066874,0.07324435952017107,0.10452940832827248,0.08611977943369968,0.06843492062579862,0.05060680333566445,0.06067729612146204
t21,0.06228700448611097,0.07723532443425178,0.045208023504232434,0.051347467780243815,0.06988473957330626,0.1011635529889998,0.08232513203091524,0.0650117537201332,0.04629567366755051,0.05696807224151407
t22,0.05675949574835388,0.07207669326991363,0.03944130198551176,0.04561630009239112,0.06445972385746178,0.09485720459424989,0.07457948410474374,0.05943210545390117,0.03978350233818987,0.05094947940567593
t23,0.04922404076939646,0.06457823709080045,0.033082229979735915,0.03899107532151343,0.05692298815626508,0.08619137349198353,0.06361758903345037,0.05165037606946809,0.0326119770856379,0.043193579337626326
t24,0.04686234365610347,0.06209584932357645,0.03138180521207689,0.03709045638494363,0.05456962050447677,0.08448447418222856,0.06209043071064085,0.049191520590581454,0.030850482402960174,0.040949424035661555
t25,0.044620352472249665,0.0596868475136424,0.029883487152790583,0.035412484852739345,0.05228905912316117,0.08159764152040862,0.05877538708300603,0.04689869833706872,0.02914985768915709,0.03883593780821452
t26,0.0421009616467044,0.05864976746333055,0.029541347996505846,0.035224115858913996,0.051379444858884696,0.08172649004293557,0.05794859913661586,0.04394788315528129,0.028238405023642783,0.03798117504513095
t27,0.04274985107593996,0.0594476767030619,0.02998670805517231,0.03573345021238136,0.052126073516900476,0.0823418194460228,0.05934259240117152,0.04473115417763578,0.028697729390861657,0.03865311291167234
t28,0.04322388519183135,0.060754741924491734,0.03088872261526228,0.03685804873427944,0.053402518472826684,0.08203499770099988,0.05974101227727793,0.0453443805212649,0.029298485634285488,0.03971274369963934
t29,0.049043181889577854,0.06482802485210105,0.03296821664772663,0.03887390776563008,0.05719240853787571,0.08559855700089286,0.06565924376328211,0.05207487516448327,0.032323140630976695,0.04309988365016987
t30,0.06284688569475587,0.07793222734456656,0.045729739597895044,0.05203365151087185,0.07065053372613458,0.1017866047443018,0.0836869580239775,0.06589769196365376,0.04666915532425625,0.05762648847929216
t31,0.07067365885204978,0.0850200923380313,0.05536193171660489,0.061228509323492275,0.07815298288138844,0.11004251119533673,0.09170052023112128,0.07344420765332102,0.05646322286449987,0.06591885956303824
t32,0.07296853064399496,0.08715763293607294,0.05823377698768931,0.06399921567385544,0.08039065217251344,0.1124432456824045,0.09391860947903101,0.0756716725938937,0.05922677966363323,0.06832217207336104
t33,0.07296991145466976,0.08715359731126893,0.05824283778519793,0.06400678201554523,0.08037813417364177,0.11236950432306751,0.09392038726619426,0.07567135671197295,0.059239167215380674,0.06833769742989837
t34,0.07319235331016584,0.08736127050167763,0.05850003318588864,0.06425996242008422,0.08059147067520592,0.11259290697705923,0.09412100569578213,0.07588560440804874,0.059470125470148516,0.06855073410846896
t35,0.0717784464673574,0.08602886187414005,0.05673756632864697,0.06254943780729845,0.07918325035657278,0.11108740782648761,0.09275196154010125,0.07451115925104045,0.05776402016540551,0.06708206802500172
t36,0.06902927616312288,0.08346792259035192,0.053292356162614025,0.059212980428144976,0.07646806131102023,0.10812228753809484,0.09002225627843549,0.07184280346894273,0.05435703001799082,0.06418603051588538
t37,0.06645747169134131,0.08112417948914219,0.05008257641309688,0.056136070640257836,0.07395804175381566,0.10527770428070217,0.08739000976294975,0.0693564188195955,0.051103821226319096,0.0614832220872407
t38,0.06622445613991515,0.08092341120472153,0.04980144797704477,0.05589010017863607,0.07372357573210706,0.10498856741911426,0.08714126877530959,0.06913889325632293,0.05082615965711817,0.06127295927321098
t39,0.06504614776331893,0.07986733891085802,0.04834033682581891,0.054533276265692945,0.0725774473561276,0.10366777316450111,0.08589362203006638,0.06798183356334714,0.04934617385606543,0.06006904823357552
t40,0.06326526375448269,0.07827544445679732,0.046190292428419995,0.052516837624529036,0.07086047982975097,0.1016737874318003,0.08397497821530625,0.06625505560788068,0.04714224125644388,0.05824148614675105
t41,0.06748677033562095,0.08209081681736007,0.05135381621960546,0.05744760094608709,0.07495622995993566,0.10640335807733457,0.08847379636101282,0.07035651379669033,0.05251369407081935,0.06267601312145026
t42,0.06997896880404689,0.08438267852686715,0.05451552728308728,0.06045915307719561,0.07739555763401007,0.10906466982538103,0.09099120650170275,0.07277839201373972,0.055650586421217736,0.0652924712328398
t43,0.06902848985299004,0.08352594176140693,0.05333986973617071,0.059340980223292865,0.0764634612905366,0.10800596009700375,0.09006796331337527,0.07187823932039716,0.05451329903030181,0.064326903005358
t44,0.07104625510894119,0.0853961428736636,0.05584869974815564,0.061722302555517645,0.07843693238534707,0.1102178678014271,0.09215481042700652,0.07382835962459586,0.05699738070620677,0.0664183272704233
t45,0.06789172239472312,0.08250209396331365,0.051881881370185005,0.05795308126282656,0.07532470186121257,0.10679470338634424,0.08913867689535854,0.07079708070754794,0.05315775923252741,0.06317726700877098
t46,0.06258015143336652,0.07767583916056124,0.045484610330926045,0.05185235653137343,0.0700734218798664,0.10070239505355556,0.08344601960024757,0.06567490802338144,0.04642269816632116,0.057559651396565346
t47,0.055878169246511115,0.07142355550391927,0.03850919628714996,0.044929961531608914,0.06336614427148449,0.09270236191851555,0.07540417390756647,0.05907376031597176,0.038744194694055094,0.050410981987191815
t48,0.052289551504862676,0.06788473234633133,0.0353157439877374,0.041659202548536826,0.059741824451050585,0.08915316937371927,0.07169045101014274,0.05540792984571097,0.03540148373730279,0.04687272803155174
t49,0.04980636865776086,0.06541923990908113,0.03343453118445108,0.03966395145984183,0.05719983399403752,0.0858541509098934,0.06826488545238901,0.05292210781887755,0.03331236039915195,0.04447543262326001
t50,0.049185936879426635,0.06481369595274888,0.03299442458637248,0.03921728499141351,0.056566066166955586,0.08501523420562253,0.06737843472181865,0.05235651525377092,0.0328637808688212,0.043987480193393276
t51,0.0480634349875751,0.06504764200003528,0.03361545316661071,0.04004674639616985,0.05684622885377611,0.08609926078724088,0.068069078507815,0.051050299242167176,0.03294369239355583,0.04440754580428843
t52,0.049393490084720486,0.06695829077702893,0.03525451334123982,0.04194202921159482,0.05879877189999696,0.08734894940351816,0.06946806703880647,0.05238169691630934,0.034336659198172595,0.046310681598970393
t53,0.0563654849160717,0.07195976045151277,0.03908131064979706,0.04558907028896783,0.06385146467916848,0.09291245971486178,0.07602766663622593,0.05971251358731522,0.03943611612873724,0.05123586757931622
t54,0.06891369650305751,0.08339768866096221,0.05324588035724497,0.0592554591380737,0.07626589523801587,0.10759337570187018,0.0899547383713247,0.07178834623668116,0.05442597846537286,0.06424093859600469
t55,0.07722749286254899,0.09141652553884327,0.0630683052103335,0.06883168146333128,0.08465811414694993,0.1169933814811433,0.09803735333162955,0.07991184976568122,0.06376818946862298,0.07264376134668415
t56,0.07772428136068965,0.09192983206800742,0.0635968723011993,0.06938536685591301,0.08517942484881894,0.11757429985189875,0.09848536325926588,0.08040620573535909,0.064217620712936,0.07312432434277548
t57,0.07763679796765473,0.09184211182337289,0.06347283738252739,0.06928083224325227,0.08509142734285156,0.11748948667552912,0.09838751600222138,0.08031873671802676,0.06408824745012467,0.07303564930439113
t58,0.07805879719321002,0.09220108056588686,0.06403361021755476,0.06978756309600624,0.0854871089606472,0.11791780449769786,0.0988177457833049,0.08071791865171002,0.06467180449617597,0.0734834101215398
t59,0.07747830043654991,0.09163979895497325,0.06328136930254921,0.06911931133289577,0.08489596968048731,0.11727346913905601,0.09825701317414282,0.08014516618818096,0.06386217943805213,0.07289887907556246
t60,0.07602994570922172,0.09018498715616427,0.061701195324937355,0.06750805397840118,0.08341311055647439,0.11563445209327457,0.09686993069590964,0.07871005227326311,0.062448922509407416,0.07146485259082344
t61,0.0740943462830295,0.08831230119790087,0.05954013124431601,0.0653746609616713,0.08147093177960917,0.11354388463373152,0.0949794296426598,0.07680895781242257,0.060388307329176806,0.06953025436965951
t62,0.07310334506912156,0.08733368086844305,0.058364219271691956,0.06423486513012858,0.0804566537886878,0.11241887239772276,0.09401236352700731,0.07583658572314503,0.05930079270775067,0.06854925776302066
t63,0.07210172220941378,0.0863907405230437,0.05717740637730708,0.0630834905171996,0.07945368262246026,0.11132513060494607,0.09306534874853455,0.07486394535092178,0.0582135646599405,0.0675711941151365
t64,0.06937056500470419,0.08386303104249808,0.053800814782074005,0.05988107143322775,0.07674145766957195,0.10836279395289707,0.09037234962726756,0.07223442466208636,0.05502850237650564,0.0648448881879198
t65,0.07197550018036122,0.08628125860855158,0.05702348479436049,0.06293923145344106,0.0793275881609762,0.11118487946587877,0.0929349377411687,0.07474275033039313,0.05808138636225686,0.06745474096580552
t66,0.07457379038711134,0.08878683413843295,0.060065873250631785,0.06589143083978267,0.08194585506659445,0.11412305332947356,0.0954461187314827,0.07728281398147568,0.06094083597667313,0.07002499994901382
t67,0.07338576956506504,0.08762147423524369,0.05870927124248971,0.0645705554639468,0.08074138093629592,0.11278816649265655,0.09427666315418096,0.07610560855359133,0.059637841363023594,0.06883573888925276
t68,0.07349687829744056,0.08771571263176862,0.05884230409171303,0.06468179882221131,0.08084364796306885,0.11287232606632419,0.0944501047307084,0.07620358451972216,0.05982422560314865,0.0689580180031653
t69,0.06973649197823961,0.08418801064066155,0.0542433793093843,0.060273761479320946,0.07707760511754914,0.10884970227331271,0.09086848161181042,0.07255674330596382,0.05555556299098285,0.06520901575483816
t70,0.06416982223965295,0.07916496232485085,0.047355590476270484,0.05384476939697929,0.07159307541845458,0.1031371766631375,0.08538430710799802,0.06723324248641566,0.04883080023581207,0.05960350714630498
t71,0.05719908541972556,0.07278653949849907,0.039903972444238336,0.046561043019925676,0.06465008328790557,0.09540735420217192,0.07693548138549483,0.06056471155711821,0.0407159948264867,0.0524500832120723
t72,0.05476385938929616,0.07052333091505592,0.03759636145902536,0.044272086739833606,0.06222426468854425,0.0934872347833001,0.07477062591340113,0.058193822586116446,0.03836369799851127,0.05012000698051053
t73,0.051584795958862575,0.06748259028818519,0.034966749935668576,0.04157644842917024,0.05898688761688451,0.08981907826226926,0.07059854562967247,0.05506432035604933,0.03542295711807013,0.04707316075402467
t74,0.0498627968929459,0.06580983376577516,0.03370605607438434,0.04025614971148265,0.05722689183912662,0.08788508517796538,0.06819423520610103,0.05337963351643147,0.03400469256520548,0.045528974302392604
t75,0.050188675701829125,0.06622116858478815,0.033982649513841584,0.0406023324128776,0.05760104885466152,0.08843135935250138,0.0686328593444998,0.05374883068728616,0.034365675462697795,0.045943881589797425
t76,0.04900405291400052,0.06640638970946493,0.034611222673299566,0.04146029261538734,0.0578459451872781,0.08936783209500379,0.0692336563571995,0.05240795755332598,0.034430930273952484,0.04629060865648639
t77,0.05476643722227908,0.07066260920667541,0.03782083065403685,0.04457467939422402,0.06225369212695372,0.09259750155008849,0.07373551563144155,0.058354506455148406,0.03846015271333659,0.05030693602259982
t78,0.0672404293558056,0.08192338997152679,0.05122019356200527,0.05746311164304124,0.07460246368007112,0.10618756842091429,0.0882476722772411,0.07021931519058856,0.05259167342275278,0.06273124427357385
t79,0.07465762420083709,0.08886499169944258,0.06022581762338123,0.06604708983130651,0.08203083799624451,0.114229446160249,0.09553471235412068,0.07736440834793999,0.061066585192560405,0.07012725906890309
t80,0.0761771436609141,0.09036570018805824,0.061928898476252235,0.06773917068756106,0.08359046270643429,0.11592380009598015,0.09696047387854771,0.0788636143795713,0.06267524321067153,0.0716341756676281
t81,0.07613774063370618,0.09032026971058375,0.06189022080214053,0.0677022062782367,0.08354515012220325,0.11592181594195701,0.09691503002835276,0.07882493972648728,0.06263422577871083,0.07159981233788945
t82,0.07647696303854049,0.09062677782090592,0.06231373552046673,0.0680931026723584,0.08387556610791616,0.11627838983049003,0.09725620389044322,0.07914881224751129,0.06305852244804473,0.07194555446997412
t83,0.07532977810647741,0.08950840335120112,0.060982386369441026,0.06680554161900522,0.08270215489018014,0.11502760637867417,0.09612576120588034,0.078020352214282,0.06172347976263694,0.07079842463681965
t84,0.07263258766268929,0.08687973678442086,0.05785122821994551,0.06373234611891813,0.07996365899580296,0.11206126132367294,0.09354879938885555,0.07536803864413939,0.05885977975934652,0.0681281049199521
t85,0.06955740832640496,0.08403084740242957,0.054111138148175066,0.06018050778991809,0.07689962298550543,0.10879853958702713,0.09051756052803152,0.07240735735362919,0.05535153738143066,0.0650899145219948
t86,0.06840987750691542,0.0829913045134339,0.05272283378181612,0.05885847041802069,0.07575320136276316,0.10765624133307403,0.08934557488411807,0.07132245077418381,0.05398893407806963,0.0639420667563334
t87,0.06503470751205721,0.07999377601331914,0.04868069144413518,0.05508137968488612,0.07242749743312422,0.10429972498513179,0.08581439439555072,0.06812958524737424,0.049986387445063916,0.06063410491336359
t88,0.06109055125139237,0.07649665108197708,0.04422319392293972,0.05085127452101518,0.0685195156872568,0.1004253801219796,0.08131750331589196,0.06437943063604909,0.04536584185808376,0.05676029195375397
t89,0.06393976831917006,0.07897654881057119,0.04733110208859904,0.05379418041146513,0.07129715201243661,0.10307087641006989,0.0845880667983875,0.06702127506392874,0.04864253894147228,0.059526467473024126
t90,0.06717872059790239,0.08184844653940404,0.05116093570867163,0.05737619934956688,0.07450723756207078,0.10623839047202141,0.08806087783013304,0.07007629305162359,0.05250523390996275,0.06271354860643447
t91,0.06498295591592819,0.07985631161337246,0.04846580263558027,0.05480617547232872,0.07231508209764405,0.1042348824556913,0.08569284918708563,0.06794595238476153,0.049775002891587435,0.06045189282154458
t92,0.06278071314557478,0.07786396297270366,0.04582658143908527,0.05229686102284611,0.0701019862923608,0.1024014476778198,0.08366481196590353,0.0657932373405953,0.04718821331446751,0.05824926739374636
t93,0.057501654537798895,0.07308572818029958,0.04024652396676704,0.046872126871902176,0.06481068787711541,0.09759286020300678,0.07760297083206778,0.06064984643741363,0.041212585795622335,0.05293685930375099
t94,0.051820264216560635,0.06768248183807109,0.03527338240261314,0.04176907940821305,0.0590775852168222,0.09220250200904745,0.07011847835589193,0.05495968771363977,0.035683916326237713,0.04732435519236894
t95,0.04670975495077797,0.06215805441489392,0.03147220796572707,0.03766189600747599,0.05372936340240882,0.08517849568262723,0.060000009582181296,0.04955139752796613,0.031187739188441605,0.0422003326443026
t96,0.04491839531001797,0.06032989909469211,0.03032929021361651,0.03627963292028516,0.05200551100191945,0.08486846104340788,0.05903790392880525,0.047777248500115506,0.02998345273287224,0.040527938547463865
t97,0.04101300860248437,0.055893784653466665,0.027952823413551466,0.033565594222794495,0.047928946967045936,0.08013808601887618,0.05227617986943103,0.043736922252600015,0.0273190292191571,0.0369988850824034
t98,0.03833414009455018,0.05463512146695645,0.02762118143079908,0.033366940128893914,0.046822713356064485,0.07977761581289937,0.050498651550561054,0.04063724468952227,0.02649982539605193,0.036196533082055435
t99,0.03756586207832771,0.053700172197261795,0.027171957295654792,0.03280888945975706,0.04591725051067674,0.07856238387565302,0.048966495627786086,0.03980536543353575,0.025982704561553292,0.0354519940854959
t100,0.0365544004083773,0.05331457695549757,0.027090702262036255,0.03279927307397661,0.045503497623745184,0.07607133717027006,0.04635711380579042,0.03860209152694951,0.02560956197994121,0.03513741293872856
t101,0.036319020196228936,0.05307515747552994,0.02705049078399351,0.032617432817020064,0.0452618227032699,0.07564192608837503,0.04617756593250128,0.03838741078514546,0.025465648291164968,0.03479451983111786
t102,0.03742253483997903,0.054584869094523945,0.02778571737260215,0.03345473645718257,0.046590974006107115,0.07735646221504232,0.04836792661067124,0.039651442134874954,0.02625313290554918,0.035801567469609455
t103,0.03636334993671233,0.05312207808818012,0.027084900392382004,0.03254886590636467,0.045352517686879895,0.0755167046942262,0.04600465128432582,0.03834639083452625,0.025563569926233102,0.034701313087614295
t104,0.041793604976444666,0.057114503159975696,0.028714578203819605,0.03418191569748496,0.048909286910418764,0.07895140567553399,0.05142546602304202,0.04459145072349407,0.02788895437799706,0.037274582585562176
t105,0.04680162100873079,0.06280215325377472,0.0320251724746232,0.037894330272868135,0.05428369797353638,0.08569015089243386,0.06022531598068212,0.05005516982205944,0.03163052351956393,0.04200864631348638
t106,0.05089149634903215,0.06687979063631865,0.034986713517567034,0.04098334191242017,0.05832483813218359,0.09018032469167399,0.06673785594886995,0.054135560306717546,0.034877538970697786,0.04578082943115087
t107,0.04995563377120326,0.06582538313987714,0.034208889873816976,0.040141354951535466,0.05734525616069483,0.08892629246260285,0.0645629420493739,0.05298398049408422,0.03407530114535165,0.04474879092598047
t108,0.04780753926237461,0.06359454803769361,0.032651541244926155,0.03843701606394919,0.055079851255646274,0.08644616311076346,0.06086151462319695,0.05071422128545608,0.03228155012857558,0.04263163625042206
t109,0.0452128408658127,0.06081537111764791,0.03096477307690014,0.03653479473635675,0.05238864978421191,0.08332286025608031,0.05612070519613729,0.047969189216247314,0.030302964571740768,0.04017746296862284
t110,0.04436594818133348,0.05992795926972939,0.030466417731126336,0.035965773404416326,0.051474388745885044,0.08223601231457806,0.05464056101540343,0.047091472707991265,0.02970434746221394,0.039444264367314186
t111,0.04373097708433879,0.05927683299007082,0.03012245964222488,0.03549052057290049,0.05077874692549356,0.08162415090830867,0.05379437883352309,0.04646021630251604,0.02923490804172782,0.03879125193421874
t112,0.04193403229983112,0.057204621662221504,0.028922886087130964,0.03417397034298837,0.048870326048346985,0.07903763731343318,0.050675079114624794,0.044496612848290325,0.02798807169989715,0.03710645604385983
t113,0.04487090541549916,0.060531549949742455,0.03062932567359091,0.03621136899292245,0.05205709442704413,0.08321021085337504,0.056118903740302095,0.04759289719515222,0.029997450061352342,0.03976305325395468
t114,0.047917274329658775,0.06375643295841253,0.03257444901516958,0.038398551872181,0.055376754507899216,0.0869833686911375,0.061404773821994434,0.050738649461697566,0.03222902552866108,0.04264727941659357
t115,0.0471154787673812,0.06299799621719405,0.032055848052761765,0.03784108204752724,0.0547100671338791,0.08625918609015251,0.060057652384864726,0.04993049876774294,0.03158828509396679,0.04193658307122006
t116,0.04804442600202443,0.06399803217339024,0.03276263300617766,0.03857112109949476,0.05566667668734148,0.08710622599701603,0.062107464980307385,0.05096703045151353,0.03223185394533392,0.04278579757420533
t117,0.04519361913277775,0.06092378166690757,0.0307882986774145,0.03636239257249661,0.05263394887971075,0.08363177569123159,0.05741773541779138,0.047901288699123606,0.029963211670485452,0.039971632671569814
t118,0.04140358580707827,0.056434392412881694,0.028327100782000056,0.03352633538145561,0.04856652112286006,0.07812052959390858,0.05085019988252977,0.0436428255611074,0.027194832415699494,0.03622192587462238
t119,0.038295640072403436,0.052388428940628014,0.026355270296113502,0.03125357594495621,0.0451170874981921,0.07230370179616687,0.04504259374688775,0.03998401667459875,0.02507691947097295,0.033391515261561186
t120,0.03768343367467247,0.0514802857461898,0.02596403679876845,0.03076362293044501,0.044417730082219414,0.07293172552028739,0.045786015652860994,0.03923767833790195,0.024820039938247815,0.03291470042082401
t121,0.033014803171620685,0.047348206357831595,0.024348962988531456,0.02890307447614082,0.04089219841192272,0.06860956869106705,0.04071462915687663,0.033826556207480374,0.02270115779034124,0.030173192152952777
t122,0.03220907863443798,0.04628015177232201,0.023890857894396305,0.028333770678996145,0.039936183385926485,0.06707996466341437,0.03944187765185346,0.032982039543187326,0.02220960862307162,0.029439043817882274
t123,0.03168852754193375,0.04630374542757275,0.024063227203728645,0.028539789296764904,0.0399489398302563,0.06450025224123768,0.03823316253015609,0.03240741188431309,0.022125510132368877,0.029477159068837674
t124,0.0313454818986542,0.04576129343994443,0.023935351031735518,0.028305548722985067,0.03950084223430993,0.06332683361083977,0.037827827088101854,0.03206017781313402,0.021939774591181026,0.02918264953163617
t125,0.03199699137473992,0.04674851575803358,0.024383452367409814,0.02884130341294163,0.04030500213609785,0.06500300507440165,0.03939590290655529,0.03284108800633,0.022388215178885094,0.029963238371652236
t126,0.03127684412376077,0.045883740472094446,0.023864852994394475,0.028233251733887087,0.0394725934101355,0.06387435435862839,0.03855148000780427,0.03210811083865253,0.021850218893331958,0.029158087777253424
t127,0.028409561831438477,0.04152015996890525,0.022032559741341003,0.02598522083599557,0.03590503367403238,0.05680406210549432,0.03355258204881523,0.028882299426889753,0.020142564971570708,0.026597210576332204
t128,0.030281394364664503,0.04426520668122037,0.023254645667561833,0.027453588670005868,0.03827472758167159,0.061310820962542145,0.03689022722349133,0.030932348536333525,0.021313816679611186,0.02831636557087007
t129,0.03435262232147349,0.0470873503194377,0.0243435558628651,0.0285129105512418,0.04059128329281117,0.06403859021688484,0.040179763683606484,0.035744759025807975,0.02269076818796421,0.029966362349493007
t130,0.03751702095639716,0.05132523761680521,0.02626350409852856,0.030806252988290463,0.0441685250628571,0.06966750697229647,0.045223631132206794,0.03935114224643077,0.024764273965630492,0.03292859048345625
t131,0.03626932750708366,0.05022688064234415,0.02573651797627001,0.030209213800115115,0.043201782059519994,0.06775556971751362,0.04331625568147135,0.03846948209091516,0.02418639563199677,0.03209285689202841
t132,0.03533374380969722,0.04876299672050117,0.02513322279310145,0.029488373095340456,0.041958054405968545,0.06546643741351914,0.04159969159897392,0.03725888326904404,0.02354926563837384,0.031219240421311654
t133,0.03357939933741809,0.046349049750392925,0.024130376632310487,0.028296352048412455,0.03986997953183918,0.062175666238477374,0.0385457036286543,0.03527298129184756,0.02251609859932514,0.029749575844910885
t134,0.03282905298576616,0.04525182435726309,0.02369917040854713,0.027777991595299305,0.038864055284246087,0.059967931843445836,0.03727181958352093,0.03437476359209243,0.022056208215856354,0.029105459160126114
t135,0.032884155041340034,0.045293547975403275,0.023645924297278603,0.027811627190759754,0.03886306890170866,0.06064356291393734,0.03742585681709103,0.034408924648269536,0.022097160386209014,0.02918303816458767
t136,0.03135583636555429,0.04285443461431035,0.022632675230911604,0.02649381084604482,0.03686911734153307,0.058252781032539516,0.034592378713656634,0.032432041041400864,0.021021248005394164,0.027565858378690144
t137,0.03450368814281828,0.04687213866272359,0.024311266306036326,0.028604914659475712,0.04041863336777348,0.06562716316682442,0.039229087442352095,0.03573594896147705,0.022910833993674353,0.030229027597022107
t138,0.03754483712184633,0.050775151732689906,0.0260134286613913,0.030641827234908277,0.04398160062365203,0.07171075515642082,0.043986642081185696,0.03904568520685671,0.02482225491278189,0.03292367044152537
t139,0.039167596265325934,0.05292992651077119,0.027023456884961522,0.0318494059171097,0.045867503191617545,0.07443658098585439,0.04681917345029448,0.040907386725411,0.025922186573045545,0.03446644331920801
t140,0.04354471205409576,0.058307218117825216,0.029694965320666455,0.03501170676076068,0.05069200405472912,0.08083832253463492,0.05499699958656126,0.04579976427463616,0.028845432674639508,0.03848812753039472
t141,0.04367603335245799,0.0584127143180189,0.029688706464068022,0.03500339316660363,0.050785453098833526,0.08118949419657498,0.05565691714750493,0.045926828392188694,0.02876935653615898,0.038452091361381474
t142,0.04148752560719094,0.05561896872025826,0.02822378881709388,0.033372323840698825,0.04834138863495652,0.07788358747210256,0.05202783084894214,0.04341650903106097,0.027157691582004654,0.03641359720550011
t143,0.03699032494681427,0.04960003544074914,0.025453351156503976,0.030148420285965993,0.043288199716776526,0.07005363197114207,0.04417619478679287,0.03829205630226896,0.02411525096980393,0.03229681495971836
t144,0.03480960561462108,0.0466456027037391,0.024037121669408,0.028436119384484072,0.04085084039712918,0.07498780038258825,0.047105605248152986,0.03587758590759362,0.02311002991154258,0.030594360537003377
t145,0.03449646373623856,0.04638108792645388,0.023848545208525775,0.028275038454978176,0.04053893046445285,0.07453616920889217,0.04654261935761276,0.03557492177575128,0.022932085881113597,0.03040336207557706
t146,0.03383999318021673,0.04550938906018364,0.02349511382273873,0.02778696015591986,0.03979996384322243,0.07356294441703333,0.045371724951214394,0.03489239037923905,0.022510782216549823,0.029769164857634492
t147,0.03430714828821012,0.04909458012719807,0.025358848468257936,0.030304338212865274,0.042807256424084505,0.07041431274649644,0.04366342004142901,0.035070279666692766,0.023594479799459875,0.0320603242762587
