,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,2.827121254086954,3.4116833356208978,2.76680928818427,3.1677400049278757,3.3710199631544224,2.3384236569482417,3.2981486828616573,2.8704880436980638,2.092800295157088,2.687390122811112
t1,0.003337745418071791,0.004043721471491919,0.0034274017025466667,0.00374912210899545,0.00398631436953576,0.0027717838338964435,0.003905226508418103,0.0033983877023858636,0.06740976077121007,0.003434675079395328
t2,0.0033218037712425532,0.004044022226342895,0.003427650830137116,0.003748955727840025,0.003988498857801278,0.0027667866998230066,0.0039059742096448106,0.003387849162788147,0.06483543976103903,0.0034360081997748355
t3,0.0033213886955221496,0.004044358347351105,0.00342757986664326,0.0037489440359118145,0.003991173252222441,0.002774164486071858,0.00390589894592069,0.0033879976293640754,0.06299843219315182,0.003436165219042523
t4,0.003315181656878387,0.0040448779637610455,0.003427567052148332,0.0037493266775061925,0.00399252416075084,0.0027648985710245055,0.003899337773833162,0.0033836960692985663,0.07465114533431041,0.003436496777860537
t5,0.0033184223586009013,0.004045174437330615,0.003427605078303586,0.0037495687130110968,0.003990220512412368,0.0027556928182704324,0.0038996819505429125,0.0033863605994547885,0.11608257040919605,0.003435952001944118
t6,0.003334865813385878,0.004045574292697339,0.0034284312926797403,0.003750488001924681,0.003987410133097066,0.0027622810201600977,0.0039014912433599307,0.003399048544636379,0.22601279647420988,0.0034335048525107634
t7,0.003334050825546242,0.004045691082377051,0.0034290735289101994,0.0037507426953283596,0.003986714455094767,0.002757807710663589,0.0039036542625742925,0.003398872787999157,0.29977376501377506,0.003431391258616301
t8,0.0033332449635211313,0.004045860155300459,0.0034297356446855716,0.003751496608412875,0.003986064227047663,0.00275777249625588,0.0039044969896168354,0.0033986219546937864,0.34965128897388736,0.003430957161474365
t9,0.0033330962682064026,0.004045992177160045,0.00343009501405179,0.003751719975052221,0.003986023282885186,0.002755116443978884,0.003904769620061652,0.0033984687449053067,0.3599098357167598,0.003430979632047704
t10,0.003332893441997542,0.004046596529237889,0.0034308043715610913,0.0037523455773572204,0.00398588308526266,0.0027544379694868274,0.003904824583355188,0.0033983161616555815,0.37556762557879714,0.003431704332802931
t11,0.003333436080783227,0.004046752830671713,0.0034316916203611415,0.003752325770044972,0.0039857126515595535,0.002751008925218653,0.0039046132678462104,0.003398335159886438,0.35401295512252395,0.003432877369900783
t12,0.003333984767647704,0.004047156894309677,0.0034317306563355337,0.0037521444796208025,0.003986403354642209,0.0027531124772688137,0.003904445712942436,0.0033985045159267003,0.32798650114958194,0.0034334570471440677
t13,0.003334164362575905,0.004046835133500916,0.0034315945536720544,0.0037519839650993086,0.0039866460966671525,0.0027519105941746676,0.00390432714242691,0.0033987782927540735,0.31428095375761433,0.00343372078716215
t14,0.003334219504946872,0.004046659111058713,0.0034313310838169618,0.0037517606005308874,0.0039877243609508705,0.0027509701785716897,0.003904272573695217,0.0033990246411101485,0.3032078711852884,0.0034336663355724857
t15,0.0033338515227200765,0.0040463970445382145,0.0034311634859564948,0.0037518626721781607,0.003987959718734105,0.002751342859030906,0.0039044729219337416,0.003399278772224731,0.3191207708946074,0.0034331131324864773
t16,0.0033340250218296176,0.0040455737932107,0.0034305644781817096,0.003751122321976182,0.003988220109131788,0.0027509317641023173,0.0039043488307003733,0.0033996291263542356,0.303625063734776,0.003431865013868888
t17,0.0033334198948662885,0.004045821710513411,0.0034306788276494277,0.003751552639433778,0.00398584345780816,0.0027521152542065615,0.0039049079421569427,0.003399271814553169,0.3289001625896366,0.0034315744658975963
t18,0.0033329174865711114,0.004046319226685662,0.0034309152766781688,0.00375213300455816,0.003984356117395613,0.0027517672520548384,0.003905323182094311,0.0033989929230319395,0.3529558246401406,0.0034317370631785763
t19,0.003333181756798427,0.0040461915370354,0.003430480815459797,0.003751773258268578,0.003984665044484423,0.0027536849351377447,0.0039052545245384287,0.0033991703681650635,0.33923786906704756,0.0034311603904561955
t20,0.003332469862751634,0.0040458098028746895,0.003430665495174783,0.0037521815155190045,0.003984305988872501,0.0027561668361772325,0.003910828104152869,0.003398806262445902,0.3761180198901334,0.0034301324647052138
t21,0.003333253652992784,0.004045576378703325,0.003430355025151348,0.003751903287889891,0.003985499136292912,0.002756097474476737,0.003909678359314561,0.003398992794244749,0.3395714448018464,0.003430848087363038
t22,0.0033346974231781585,0.004045454254510484,0.003430162616462982,0.0037515336122450516,0.003986083183347102,0.0027509214485766254,0.0039025704509238817,0.0033995345006424976,0.27980756366681936,0.0034327293005676288
t23,0.003335550009287634,0.004044575119092476,0.0034298377796532467,0.0037504274907834293,0.003986959078334145,0.0027510324225383585,0.003900735823242553,0.0033997355005466,0.20191587645157705,0.0034334469229663515
t24,0.003335654873005791,0.004044359244014544,0.0034296267953800824,0.0037500664957620085,0.0039876760488966635,0.0027560651007843824,0.0039051816273989477,0.003399502798914189,0.18140932378478714,0.0034330989892220345
t25,0.003335817376020016,0.004044406984118367,0.0034294759504875888,0.0037498033449874153,0.003988299722359022,0.002756622162928904,0.0039041766745244026,0.0033996382348938717,0.15899129856185784,0.003433387627783417
t26,0.0033215818032348264,0.004044560523112209,0.0034293505457833086,0.0037496163477534466,0.0039898417091634355,0.002755995605577855,0.0039038232129491573,0.0033884489693692217,0.1486040848496469,0.003434496030650757
t27,0.003321134822575149,0.004044580433488408,0.003429562423889658,0.003749636031864746,0.00399085495334189,0.0027539061194410304,0.0039031993607780147,0.0033877983730677425,0.15567968379466315,0.0034343267982419896
t28,0.0033154743077192877,0.00404493900473137,0.003429689314134607,0.0037498200182856036,0.003991552104533148,0.0027496552654999755,0.0038966476820969146,0.003384248398600113,0.1631471455045544,0.003434878473634278
t29,0.0033366550671458947,0.004044878198513367,0.003429952496439429,0.003750193555548641,0.003989013026274886,0.002748405465153365,0.00389605401738755,0.003400147091433718,0.20351970419299384,0.00343251382096153
t30,0.003334707207347726,0.004045656831131175,0.0034315630948797728,0.003752566457378566,0.0039859778378588465,0.0027469517329552005,0.003896669593262482,0.0033994579724681423,0.3467245479383328,0.0034322493031902494
t31,0.0033329681596896946,0.004045463869657974,0.0034319138304543476,0.0037525644872253437,0.0039847102187385965,0.002744027823216273,0.003897235310022197,0.0033984226637847896,0.4298871288260702,0.0034283626594296414
t32,0.0033319676993826285,0.004045196518219532,0.0034320007891052513,0.003752608403008142,0.00398401477732952,0.002741564875401528,0.0038978730919268707,0.0033980967978422803,0.4542210289709627,0.0034278717972021106
t33,0.0033320579203148844,0.004045547890743803,0.003432385378471513,0.0037525440617042385,0.003984621914466338,0.0027393103362921864,0.0038979682941055714,0.003399133639253399,0.4541782847361488,0.003428063862761549
t34,0.003332101534038503,0.004046815661863916,0.0034328791599804345,0.0037527784598848906,0.003985166268516616,0.002737642906396935,0.003898282161785192,0.0033996830854816887,0.4564130451072415,0.0034283245722957624
t35,0.0033327893008001383,0.004045862583110221,0.0034340077296807865,0.00375309852000609,0.0039833049836104336,0.0027387482964514823,0.003898519002858877,0.0034000284636622148,0.44135555273065885,0.0034303435842794657
t36,0.0033336803054785304,0.004046395703855118,0.003433967291429008,0.003752973080998943,0.003983813918533477,0.0027549172672673063,0.0038989171004739118,0.0033997455380985523,0.4118525163914878,0.0034309413973929023
t37,0.0033342977315975334,0.004046425637150888,0.003433627224678621,0.003752666926610473,0.003984468067772341,0.0027524126143594926,0.00389925404127776,0.00339954273093131,0.3842217662989563,0.0034315719621523777
t38,0.003334275945929389,0.004046190572211941,0.0034335474590690205,0.00375246932257687,0.003984907345147747,0.0027577176833284336,0.0038993507709581955,0.003399235507482845,0.3817751588914088,0.003431312090638027
t39,0.003334338662823322,0.0040461389307226096,0.0034335197977061827,0.003752282376093659,0.003985465393592312,0.0027547155839706466,0.0038995143135422345,0.003399082607321992,0.36917072624368874,0.0034314558854977037
t40,0.0033344797986374344,0.00404563625394769,0.0034333942399086166,0.003751741910694317,0.003985491533223779,0.0027518341827621785,0.0038992924874866933,0.003399244264831651,0.35024877665554155,0.003430828738428663
t41,0.003333392610280199,0.004045277542529837,0.003434169048974365,0.0037524309308708138,0.003983358066850333,0.002739943043211573,0.003898989065138144,0.003398742370974315,0.39563484057286996,0.003430192401769418
t42,0.003332676539317686,0.0040455047912859275,0.0034347859408580613,0.003752973627420872,0.0039826399855966395,0.00275091321186182,0.003898829613183169,0.003398407063399313,0.42236953550871464,0.0034309514941614112
t43,0.0033329942583649854,0.00404564004678958,0.0034346788987674693,0.003752808310146476,0.0039831257622973985,0.0027457813966277156,0.0038988532792339683,0.0033984856450977844,0.4123584739405801,0.0034306607712673042
