,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,80.20299045481168,56.91359619658128,171.47273584344686,77.79834641577813,64.41083378727755,49.73326693103719,78.56187702484571,62.42959287911366,596912.1643083238,268.85608220015587
t1,0.09443033266791376,0.06820684728565209,0.09560072847408121,0.09488345795626005,0.08274894662943351,0.056049410660792914,0.09935141910385994,0.07386596932006492,666.6778134528721,0.1467731980636627
t2,0.10443074376966137,0.06786345542123312,0.09568898189151816,0.09498722353307412,0.08146743862340046,0.05498220032659531,0.09944296267279731,0.08135371489204105,668.4190806516116,0.1459689165773233
t3,0.1046173775706187,0.06752125729212788,0.09567829994053693,0.09495941358076618,0.07963817554298114,0.05460662705795799,0.09969393190356786,0.08144048034293792,669.6618539116339,0.14595029370465226
t4,0.10885692459691663,0.06709458909531407,0.09551933712006512,0.09465196175152797,0.07866364144904103,0.05669636595997056,0.10426620309600391,0.08447605168095194,661.7782330268127,0.14581968332926726
t5,0.1065445135260741,0.06681206326543676,0.09530611897551487,0.09444458473946209,0.0801245247909213,0.055414345033066234,0.1041083119702529,0.08261520404182617,633.7477132749258,0.14617475336242955
t6,0.09490371534525541,0.06641950136829346,0.09450006476431727,0.09370864094627464,0.08186375441724277,0.05380529761057096,0.10278008460148298,0.07369237749757805,559.3740880652889,0.14758341235984213
t7,0.09530772072511821,0.06620728447755951,0.09395250822734817,0.09344263759734428,0.08207701522744618,0.05331876649968396,0.10152049194310245,0.073744712226979,509.47095176860836,0.1488172578261858
t8,0.0958301916442057,0.06594603083915444,0.0934092192635037,0.09277253585574304,0.08227321638590036,0.05392835034510993,0.10110902873184621,0.07379117278300978,475.7261541015656,0.14890023274109546
t9,0.09600217605333927,0.06579451835455627,0.0932901779059143,0.09255744016723028,0.08214905286998908,0.054647578022085426,0.10102420312472506,0.07380126407242454,468.78571108502206,0.14873971174695613
t10,0.09614802722945041,0.06532616705766092,0.09295976412821717,0.09204315448004413,0.0820262522814188,0.05564299489207108,0.10073040965786959,0.0738171127021389,458.1924506392547,0.14811891108229383
t11,0.09598214454046428,0.06539489157625941,0.09304278802477978,0.09218974557189585,0.08223350623634829,0.05601078985845816,0.10076404441579481,0.07379887598132598,472.7754592622091,0.1473521369675744
t12,0.09581521406701128,0.06513692985698537,0.09326531050316815,0.09236152839527967,0.08168489849120791,0.05692748355447878,0.10085344926302688,0.07373680015085333,490.38377092551923,0.1470483743459481
t13,0.09571241327325121,0.06541873331776347,0.09334933812180413,0.0925037113666652,0.08154402041790576,0.05761595168868747,0.10092584582822675,0.07370782633100022,499.65624028644146,0.14684827721099977
t14,0.09564050793151586,0.065537211434964,0.09346865594104765,0.09265393861656841,0.08098364459673213,0.05788593209595701,0.10102368558198908,0.0737079824545715,507.1476252034769,0.1468476771243328
t15,0.0956899313373024,0.06567006203793258,0.09340241127461464,0.09252147919916257,0.08082964398179994,0.05771810784022502,0.10097362756509531,0.07373661267450105,496.38161907241863,0.14711761504363988
t16,0.095373269280347,0.06634438178385428,0.09374184406289354,0.09309217228920111,0.08081552691724316,0.05705041278896019,0.10131832446995487,0.07369238721996167,506.865238331563,0.1479409339348451
t17,0.09552612596609418,0.06608755439356659,0.09349658484271582,0.09269885417278736,0.08241271315100346,0.05637811833458115,0.10119009305792331,0.07373239672537638,489.76530791844516,0.14801977086705298
t18,0.0956904290382968,0.06566158605078776,0.09319715447850878,0.0921877016262043,0.08337380526112315,0.056580601794094784,0.10091300205986117,0.0737521669391954,473.4903681302547,0.14775756492009148
t19,0.09555664560479084,0.06577066169327735,0.09342290354882972,0.09245361260270724,0.08322774160258574,0.05741247335489022,0.10068368172182747,0.0736307298140313,482.77137087443054,0.14818583241662853
t20,0.09595868609420653,0.065904099274109,0.09311787189263104,0.09206517087837343,0.08344241948937094,0.054901704889115506,0.09609599690593076,0.07375371596311608,457.8200944199376,0.1487277431958483
t21,0.095554069156282,0.06626142268627196,0.09357546553089527,0.09244663373595122,0.08295284088758767,0.055561207301200705,0.09613031867813508,0.07368331174451773,482.5459515406503,0.14840789638005583
t22,0.0947727713319236,0.06656686567531069,0.09409028000089574,0.09291648191969054,0.08280669764747926,0.05867500060288514,0.1004172259107127,0.07339098781208744,522.9794655803769,0.1474142641862571
t23,0.09456557607098323,0.06740505354679836,0.09484704303394378,0.09390580695802388,0.08245192398421514,0.058685596001304144,0.10090494928676845,0.0734448161693998,575.6771350275228,0.1471236898825782
t24,0.09473561348294857,0.06756711489191328,0.0950838363910717,0.09419745230421447,0.08201893577189251,0.05607841775793057,0.09731273020381125,0.07347771664082654,589.550960581832,0.14740142719633698
t25,0.09483869804284904,0.06753695081488156,0.09521766772168774,0.09442267808712534,0.08163630772892576,0.05636657167355507,0.09768866776584359,0.07349116091443672,604.7182579049706,0.1472396713211964
t26,0.10471705626572217,0.06747928665250912,0.09528898340158254,0.09457784407574298,0.0806863438974308,0.056310741917671804,0.0976069165886331,0.08084085139372213,611.7457632708124,0.1465235239475682
t27,0.10513743614813169,0.06745713495187482,0.09522114511841015,0.09454587931144974,0.07995741340757495,0.057128928274210025,0.09782211150306684,0.08103832834913896,606.9587261307605,0.1466344283799298
t28,0.10914301313122036,0.06720239863817742,0.09505721017120707,0.09439083607912893,0.0793936711207574,0.06038549151701407,0.10211844477620313,0.08384538575749889,601.9063186216287,0.14622331179126302
t29,0.09468386057878778,0.06719096109578336,0.09473281792746119,0.09407488290067417,0.08100748828840135,0.0611373061801392,0.10225946512339845,0.07284200329837658,574.5921785865347,0.14768904243709036
t30,0.09567168643532023,0.06637606923691348,0.09318517183641489,0.09214441567934865,0.08270862172439519,0.06097462389721841,0.10145434014245977,0.07309283462228641,477.7066228870398,0.14736475974367386
t31,0.09627936513718707,0.0661924532580158,0.09228765043989716,0.09181424299970548,0.08317496092135253,0.06089634584609295,0.10064075317194923,0.07343159852957168,421.442678926833,0.14942885687040514
t32,0.09669848847091878,0.06617220821596029,0.09196948610549806,0.09154903969111433,0.0833220569699495,0.060954167425780394,0.0999941474026659,0.07358763741054797,404.9793730621702,0.14940770901036168
