Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.66566193,0.72193974,0.6876267,0.5766803,0.6661495,0.508022,0.6469645,0.6303454,0.7180453,0.6598072,3.325705,3.9863055,3.4071102,3.8023603,3.9815228,2.7444515,3.9272187,3.367811,1114.3907,3.504147
t1,0.0007685218228894141,0.0008423273842062271,0.000792090574486137,0.0006684561294627193,0.000775433165625744,0.0005865433414474052,0.0007583268117137774,0.0007326435520012148,0.0008383463097832323,0.0007662203921210134,0.003936005784214033,0.0047339738092827075,0.004037471674555853,0.004513635865217952,0.004727692581031372,0.003256757445880217,0.004666385856537769,0.003995022117051728,1.3266429410381706,0.004156776410245739
t2,0.000767721433007042,0.0008420817250918502,0.0007921991867259039,0.0006684315907331206,0.000776331001895485,0.0005821891454092104,0.0007596333868605809,0.0007330564915466688,0.000837929377598383,0.00076621758749625,0.003935028848494667,0.0047338546519912665,0.0040378866894587966,0.004513634283282084,0.004727533475214878,0.0032510068528204955,0.004666738412764492,0.003995465755585831,1.326642463139432,0.004156961496497432
t3,0.0007676206304746196,0.0008419009607954558,0.0007921416126869135,0.0006683451598057109,0.0007763537664869827,0.0005868014799644955,0.0007600334733505116,0.0007332655549955066,0.0008378484321489454,0.0007662640453072678,0.0039349124665385695,0.004733744626060805,0.004037810752401579,0.004513618236957311,0.0047274798391293915,0.0032569205965616637,0.004666878567555325,0.003995692973064493,1.3266424159916845,0.004157097714127734
t4,0.0007676990145588612,0.0008417843772729005,0.0007919928143513208,0.000668324721346548,0.0007762465444163988,0.0005831269745512724,0.0007602985498302203,0.0007334219839781203,0.000837851570588352,0.0007663336497470821,0.003934950056121696,0.004733671950658429,0.004037584809680002,0.004513540115761477,0.004727427883615038,0.0032512709590158772,0.0046669791325073574,0.003995842449251873,1.3266424521518856,0.004157232858151212
t5,0.000767529016769153,0.0008416540639525501,0.0007917790455182043,0.0006683139030247035,0.0007760963121483063,0.0005754928948262073,0.0007604581363488521,0.000733330674846777,0.000837716117614475,0.0007662669188510816,0.003934821575401579,0.004733594694464276,0.004037358839117832,0.004513463738904818,0.004727336831123409,0.0032417249971287408,0.004667025083262847,0.003995782807511199,1.3266423717700755,0.004157243864998918
t6,0.0007668031107707318,0.0008414832283099828,0.000791392355080136,0.0006681630284692227,0.0007759033294260287,0.000577873596682124,0.0007603123873373697,0.0007328728391084816,0.0008372683932713692,0.0007659028806412971,0.003934261296297205,0.004733467679417851,0.004037121362040664,0.004513334952424776,0.0047271508021226845,0.0032456466447384415,0.004666913009751116,0.003995397764739001,1.3266420345072436,0.004156989879616411
t7,0.0007665921495311819,0.0008412842864080545,0.0007911892283005008,0.0006680361283439064,0.0007754848380768818,0.0005744370753730553,0.0007606793814177084,0.0007328092501902563,0.0008369297227777716,0.0007656027309972534,0.003934111724634859,0.0047333360145864764,0.004037027414921708,0.004513232987934681,0.004726915584967689,0.0032411026327182567,0.004667077075232479,0.003995311675232894,1.3266418418753883,0.004156797836559305
t8,0.0007665488499760198,0.000841062465187763,0.0007909709237338827,0.0006678031571580702,0.000775052186207531,0.0005748000920738051,0.0007609824125783501,0.0007326732417990717,0.000836658948675359,0.0007652835795733774,0.003934096711715408,0.00473319183025852,0.004036975571056875,0.004513068826756263,0.004726713974875186,0.0032419813436421288,0.004667195594646021,0.003995162062853916,1.326641699720625,0.0041565908933413704
