,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,27.317223353978868,21.03567527446474,62.76017105035356,29.064647904009753,25.082209435544335,22.723321355112056,29.743689674820658,20.704264491883155,294351.58903236256,124.32177337198581
t1,0.032351405899680226,0.02532966350877766,0.03452055605076135,0.03562562308834332,0.0323064661858416,0.025629360704480127,0.03773668763541215,0.02457118782349614,328.5365713923864,0.06672544558161506
t2,0.03590355409961488,0.02520850600913324,0.03456215608865718,0.035674984013486115,0.03179364037303312,0.02518699223078692,0.03776190130444528,0.02719787689392724,329.39984058309517,0.06633800306556184
t3,0.03596981902939469,0.025088458806619487,0.03456058232230304,0.035656613238961354,0.031068834860824013,0.02504582669874338,0.03785537948281888,0.027229303867006328,330.01508798531876,0.06632394628907261
t4,0.037471277161790384,0.02492143120691811,0.03449889741195944,0.03551642232407707,0.03067073788183599,0.026084775463312285,0.039655823260097464,0.028294305302662786,326.11409395362233,0.06621314618049648
t5,0.036625262040064326,0.024837379418691345,0.03445222854272557,0.03546620287527505,0.0312307722302334,0.025513130687250363,0.03961060177317432,0.027639425956742465,312.2495517923899,0.06641674750633622
t6,0.03244373398501424,0.024713903908510658,0.03420893463589854,0.03525536038730116,0.0319042603982096,0.024713533225640683,0.039120005977052716,0.024498750677248046,275.4628323420948,0.06712630659193097
t7,0.032540672584385616,0.02463819800890761,0.034039680248071594,0.0351855728738738,0.0319833129879573,0.024534361171601883,0.03862551245415837,0.024498868152789288,250.77649057078563,0.06766616161319888
t8,0.032692597589768786,0.024537418569179254,0.03385593582231978,0.03494807910972675,0.03205682657446755,0.02485207237086641,0.038466798702008,0.024503009212014887,234.08617288482398,0.06767218833475895
t9,0.03274722354131887,0.02447790902579757,0.03381253065338268,0.034862971182675985,0.0320132639790789,0.0252088861775084,0.03843365195553375,0.024503817161073284,230.65462039060634,0.06758929082214547
t10,0.032793659107967166,0.02429586457966981,0.033693851347266206,0.03466392357838237,0.03198187038492831,0.02570322110361858,0.03832425143063332,0.024506815546386534,225.4213132338392,0.06728843894709138
t11,0.03275205749968096,0.024308532288024605,0.03371084242252165,0.03471832589523383,0.0320797553444684,0.025821553577324033,0.03834048379648359,0.024504804021990834,232.6335204517144,0.06697587324297388
t12,0.032709027581553474,0.024215140225258412,0.03377653833842233,0.03476100451531322,0.03186207128727094,0.026264958312952575,0.03837167932709105,0.02448973352358671,241.34267358986136,0.06684440295478465
t13,0.03268064059534942,0.02430697312430401,0.033796523906370605,0.034804543263671044,0.031811179536371297,0.026588444965206813,0.03839919774733459,0.02448221384819667,245.9307213828525,0.06675595495135664
t14,0.03266022137414965,0.024349173165783007,0.03383460907161831,0.03485587459422455,0.031584906494234,0.02671450638836166,0.038434833703074246,0.02448401796524455,249.6347503859605,0.06675726848478965
t15,0.032667438256866334,0.02439933389028011,0.03381944436899878,0.03481178914324792,0.0315143912927178,0.026647420586565274,0.03841674507205265,0.024490399091662163,244.30672956849574,0.06686919046257526
t16,0.032562097244720666,0.024644414169871315,0.03394146054181224,0.035024229404704,0.03150746229880513,0.02630424746903955,0.03854538324801597,0.024476499390311903,249.48563347518927,0.06725265834619054
t17,0.032603171192217645,0.024551833757765915,0.03386638113970228,0.03489156379352046,0.032125780756996125,0.026005163040549582,0.03849900222413952,0.024486682697470355,241.03049671832372,0.06728594266687414
t18,0.03264923893468997,0.024391841073158876,0.03376670554417601,0.03471138203060066,0.032492428989490826,0.026118574011301774,0.0383958009071325,0.024490307479699467,232.98328186745127,0.06715682398855245
t19,0.0326071682346663,0.024432577846409224,0.03384468484220654,0.03480201170586434,0.03244061807326096,0.026500833680061304,0.038302911522069015,0.02444986224597983,237.57073288305904,0.06734557323652099
t20,0.03271859154956255,0.024508205514693647,0.03377224047812295,0.03471164546458109,0.03252092399000791,0.025314998225385046,0.036516133209133356,0.024485702695309,225.22945680024205,0.0675918950737808
t21,0.03259970683542843,0.024636404585039892,0.03392347978794201,0.03483362183204687,0.03233664592944929,0.025603743227389033,0.03653131079592913,0.024470862258014238,237.4552384183513,0.06746468874680543
t22,0.032369735547225324,0.024728690195045318,0.03406545490719812,0.03494796108733912,0.03228003614629346,0.02703632275200353,0.03821331046904997,0.024384574801878993,257.4592828300652,0.06701434583847563
t23,0.03233711332089225,0.02503355747640138,0.034307785051588206,0.03529046000537804,0.032143960436543155,0.026990365473234502,0.03839918689172529,0.02441662524672748,283.5289807623929,0.06690750373375864
t24,0.03239989057078821,0.025108909401057672,0.034402046627406827,0.03542543745327276,0.03196371813006266,0.02575116113584827,0.03699455815965657,0.024432646991928493,290.3882553550794,0.0670698894683081
t25,0.03244533062622608,0.025094975650916444,0.034437576636965526,0.035508668629523454,0.031808834556546844,0.025845211150782633,0.03714234953381059,0.024441570624751,297.8917303074609,0.06700853620570009
t26,0.03595100271135469,0.025059632126500465,0.034469157361405434,0.03559318570162523,0.03143513763639208,0.025799407419469244,0.03711921784326767,0.02701924821656957,301.3660477843968,0.06668321104162328
t27,0.036094197090424114,0.02504573429297723,0.03444521552365831,0.03558624366350992,0.0311388418826131,0.02617426243491778,0.037208898887861386,0.027087628994979705,298.9976521641086,0.06673729287861851
t28,0.037512320054275156,0.024925505636862327,0.03437043548442841,0.0355139031384919,0.03090703499683749,0.027687372215063677,0.03890516777295139,0.02807113942392129,296.4961651804495,0.0665158808757502
t29,0.03236422067994949,0.024928455898205894,0.03425606097615355,0.03539976754690663,0.03153810796120153,0.027979128780167922,0.03896434388861632,0.02420882500977856,282.98325872305645,0.06721523454099948
t30,0.03264042760739203,0.024621161556759932,0.03375013033761041,0.03474274151876689,0.03220446818976588,0.027946738276977554,0.038672526526860644,0.024276175721915032,235.06847192887676,0.06703187340019397
t31,0.03280022552448607,0.024545850631675862,0.03345430139572762,0.03465997662759571,0.032387081459129864,0.027906432887515074,0.03834535314369259,0.024368012317059956,207.23009650356548,0.06790750346562971
t32,0.03293384793269029,0.02453332119983941,0.03334529390734113,0.034565052327847824,0.0324508637810905,0.02794793737089612,0.03808951740509102,0.024414108043109606,199.0975704119288,0.06787299408198776
t33,0.0329778309089826,0.024426241380677227,0.033334620735638976,0.034579554885769116,0.0322807865392599,0.028194890170402224,0.03804754103640405,0.024396396562051465,199.10942974318064,0.06779445999903654
t34,0.032975321150305006,0.024047684918103777,0.03328199580560948,0.03448502235900972,0.03209765450502728,0.0284823394675644,0.03792065680100212,0.024391989543389468,198.3612486708991,0.06770091061903058
t35,0.03288227336449415,0.024423141764475565,0.033274166854770575,0.03448259986024119,0.03269277643441581,0.028484083940270112,0.037948404812070964,0.024372311524342098,203.3979096827476,0.06719578764493082
