,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.4438400155675958,0.5235568691466822,0.45533475326468453,0.4869493132725186,0.5168211580073612,0.3616750586220487,0.5086491695968703,0.44459499299662175,124.00009411808615,0.46303171471149773
t1,0.0005231434699099033,0.0006200846927159695,0.0005370473220934692,0.0005762486298084906,0.0006119475830282712,0.00042737504755083157,0.0006032280487095719,0.0005257164223986872,0.14761591915309244,0.0005474372444231829
t2,0.00052294583130299,0.0006200441251316425,0.0005371055494317387,0.0005762457251904907,0.0006120297298546723,0.00042625139500314325,0.000603412544118308,0.000525811673881134,0.14761581964789378,0.0005474575141400975
t3,0.0005229216803878666,0.0006200117892584162,0.0005370907029978403,0.000576234329720048,0.0006120262969445408,0.00042742189490970893,0.000603472618948729,0.0005258601883202719,0.14761580540393027,0.0005474778276491721
t4,0.000522934576659678,0.0006199907436659637,0.000537049031792283,0.0005762233698864124,0.0006120085963970957,0.000426385050212667,0.0006035132782759386,0.0005258942049751752,0.1476158097739391,0.0005475005956782902
t5,0.0005229013858493853,0.000619967661935951,0.0005370001327715272,0.0005762136737825628,0.0006119817655318147,0.0004244746295853902,0.0006035361340208209,0.000525877419238207,0.14761578577311113,0.0005474943991641199
t6,0.0005227583620659546,0.000619934540939335,0.0005369307253438329,0.0005761825754754126,0.0006119396194282169,0.00042517545084596686,0.0006035074641562396,0.00052578369114784,0.14761569848253725,0.0005474256749406571
t7,0.0005227182708072637,0.0006198977774705918,0.0005368976907263096,0.0005761571257301789,0.0006118669270425563,0.0004242880155397539,0.0006035665179795008,0.0005257670469070543,0.14761563940171604,0.0005473709431122892
t8,0.0005227117864600868,0.0006198570776536267,0.0005368676502207323,0.0005761129646112738,0.0006117963971123981,0.00042442609565161184,0.0006036133944033501,0.0005257352858774122,0.1476155934840262,0.00054731244138812
t9,0.0005227294780259386,0.0006198394465554283,0.0005368939707694056,0.0005760949838151825,0.0006117482788288396,0.0004241511163657978,0.0006036417979813286,0.0005257102369879524,0.14761558592071114,0.0005472736064275681
t10,0.0005227310929057835,0.0006198219010953436,0.0005369244698152115,0.0005760693637007508,0.0006116757152361531,0.0004243053430969125,0.0006035699577302579,0.0005256846679376474,0.14761560009213112,0.0005472381783376118
t11,0.0005227838790643547,0.0006198703997231486,0.0005370872087684438,0.0005761065684487368,0.0006116958507506114,0.00042379021616616055,0.0006035362818184761,0.0005256839234654979,0.14761564831613505,0.0005472484525829693
t12,0.0005228369343929162,0.0006198747720249639,0.0005371499918162708,0.000576119996511946,0.0006116611302739182,0.00042441076276981504,0.000603528874368903,0.0005256968073160115,0.14761567601247141,0.0005472724350598328
t13,0.000522842942238608,0.0006198928579668367,0.0005371513863519765,0.0005761290052045435,0.0006116669511745514,0.0004243846720113728,0.0006035265714780328,0.0005257375924420474,0.1476156733518575,0.0005472684415670168
t14,0.0005228343301852207,0.000619892456473884,0.0005371397471770015,0.000576127751502328,0.0006117261067308086,0.0004242926332689188,0.0006035435785916551,0.0005257812424479449,0.1476156463197926,0.000547259975137623
t15,0.0005227827557570681,0.0006198805119960389,0.0005370962329146308,0.0005761100082091476,0.0006117340394274719,0.00042431318801951717,0.0006035691945989656,0.0005258323837178298,0.1476156097976359,0.0005472332730568552
t16,0.0005227302834236623,0.0006199140965893204,0.0005370819761751856,0.0005761293807066536,0.0006117877251177882,0.00042404897323959374,0.0006036422493846743,0.0005258828842869059,0.14761560168164295,0.0005472303328452509
t17,0.0005226631201113839,0.0006198898165540642,0.0005370399855698126,0.0005761011659614223,0.0006117936927520865,0.00042408254656212726,0.0006037145668482509,0.0005258349081866254,0.14761558459177795,0.0005471979729301424
t18,0.0005226166789917697,0.0006198647578166611,0.0005370043480742058,0.0005760678156085694,0.0006117854648719742,0.00042407923495022594,0.0006037162626683757,0.0005257919695014152,0.14761556627434366,0.0005471573658566596
t19,0.0005226277978760991,0.0006198694588812685,0.0005369897143286993,0.0005760721392003348,0.0006118017663375331,0.0004246409820168762,0.0006036360339226012,0.0005257905935998924,0.14761559456590415,0.0005471682120941711
t20,0.0005226067987947937,0.0006198343830760136,0.000536942768493609,0.0005760410024394869,0.0006117956645998389,0.00042443704667519496,0.0006034022978502025,0.0005257572887532465,0.1476156000176334,0.0005471291600980743
t21,0.0005226398412364733,0.0006198899422522066,0.000537008874604867,0.0005760940022748504,0.000611887273775726,0.0004245884955532278,0.0006031866612410913,0.000525772398781989,0.14761567532968745,0.0005471768368650791
t22,0.0005226906032912766,0.0006199521206663018,0.0005371113912629251,0.0005761558583533671,0.000611957544564261,0.0004244890926447643,0.0006030349174583318,0.0005257907895990075,0.14761575327886828,0.0005472533714497502
t23,0.0005227866088287309,0.000620020408490946,0.000537250461926727,0.000576223698682952,0.0006120233696152925,0.0004245140921676761,0.0006028165944836282,0.0005258379922895797,0.14761577830574535,0.0005473091185278887
t24,0.0005228489738139265,0.0006200248628870531,0.0005372759708460985,0.0005762366420130153,0.0006120367366192674,0.0004247308295182758,0.0006026468196643307,0.0005258053742477546,0.14761580723672482,0.0005473224774393357
t25,0.0005229049107179474,0.0006200244722996667,0.0005372849588704858,0.0005762497122131704,0.0006120462147975853,0.00042490992794130155,0.00060255788408774,0.0005258295133691909,0.14761590418073375,0.0005473332971853059
t26,0.0005229739270568708,0.0006200372750556675,0.0005372796894011456,0.0005762578958113855,0.0006120734037754465,0.00042478242955471446,0.0006024647545172954,0.0005257812988330904,0.147615914657468,0.0005473440455440917
t27,0.0005230047635527333,0.0006200344435399101,0.0005372953648876478,0.0005762525971656257,0.000612058783534644,0.0004246306737725671,0.0006024053144935913,0.0005257202483238637,0.14761590456142676,0.000547342889755836
t28,0.0005230506127886165,0.0006200310465088719,0.0005372752816269304,0.0005762437255027633,0.0006120273450752058,0.0004247218568767715,0.0006023662303567183,0.000525817666147519,0.1476158297329666,0.0005473326038266278
t29,0.0005230080912099677,0.0006200156096961925,0.0005372366385816911,0.0005762247975624937,0.0006119957978347424,0.0004246876964677154,0.0006022906210610449,0.000525741775852612,0.14761580402619845,0.0005472950010135029
t30,0.0005229185523296178,0.0006199352405751159,0.0005371105104750342,0.0005761346349594256,0.0006118975677047899,0.00042437851703070053,0.0006021792035834221,0.0005256798960250646,0.14761571646876825,0.0005471581753438064
t31,0.0005227662286434463,0.0006198483441966349,0.0005369331202236491,0.0005760431967592484,0.0006117913806102249,0.0004238178927259804,0.0006020576959446794,0.000525582658556629,0.14761561315640495,0.0005470063165436721
t32,0.0005226966829737593,0.0006197914081788207,0.0005368573443718346,0.0005759782221600088,0.0006116990140141199,0.0004233936256848957,0.0006019971345722167,0.0005255607229606498,0.1476155720031426,0.000546909769641551
