Global_conventional_diesel_price_per_mmbtu,Conventional_diesel_co2_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,,122,15694,8816,3150
,,,,123,15694,8816,3150
,,,,124,15694,8816,3150
,,,,125,15694,8816,3150
,,,,126,15694,8816,3150
,,,,127,15694,8816,3150
,,,,128,15694,8816,3150
,,,,129,15694,8816,3150
,,,,130,15694,8816,3150
,,,,131,15694,8816,3150
,,,,132,15694,8816,3150
,,,,133,15694,8816,3150
,,,,134,15694,8816,3150
,,,,135,15694,8816,3150
,,,,136,15694,8816,3150
,,,,137,15694,8816,3150
,,,,138,15694,8816,3150
,,,,139,15694,8816,3150
,,,,140,15694,8816,3150
,,,,141,15694,8816,3150
,,,,142,15694,8816,3150
,,,,143,15694,8816,3150
,,,,144,15694,8816,3150
,,,,145,15694,8816,3150
,,,,146,15694,8816,3150
,,,,147,15694,8816,3150
,,,,148,15694,8816,3150
,,,,149,15694,8816,3150
,,,,150,15694,8816,3150
,,,,151,15694,8816,3150
,,,,152,15694,8816,3150
,,,,153,15694,8816,3150
,,,,154,15694,8816,3150
,,,,155,15694,8816,3150
,,,,156,15694,8816,3150
,,,,157,15694,8816,3150
,,,,158,15694,8816,3150
,,,,159,15694,8816,3150
,,,,160,15694,8816,3150
,,,,161,15694,8816,3150
,,,,162,15694,8816,3150
,,,,163,15694,8816,3150
,,,,164,15694,8816,3150
,,,,165,15694,8816,3150
,,,,166,15694,8816,3150
,,,,167,15694,8816,3150
,,,,168,15694,8816,3150
,,,,169,15694,8816,3150
,,,,170,15694,8816,3150
,,,,171,15694,8816,3150
,,,,172,15694,8816,3150
,,,,173,15694,8816,3150
,,,,174,15694,8816,3150
,,,,175,15694,8816,3150
,,,,176,15694,8816,3150
,,,,177,15694,8816,3150
,,,,178,15694,8816,3150
,,,,179,15694,8816,3150
,,,,180,15694,8816,3150
,,,,181,15694,8816,3150
,,,,182,15694,8816,3150
,,,,183,15694,8816,3150
,,,,184,15694,8816,3150
,,,,185,15694,8816,3150
,,,,186,15694,8816,3150
,,,,187,15694,8816,3150
,,,,188,15694,8816,3150
,,,,189,15694,8816,3150
,,,,190,15694,8816,3150
,,,,191,15694,8816,3150
,,,,192,15694,8816,3150
,,,,193,15694,8816,3150
,,,,194,15694,8816,3150
,,,,195,15694,8816,3150
,,,,196,15694,8816,3150
,,,,197,15694,8816,3150
,,,,198,15694,8816,3150
,,,,199,15694,8816,3150
,,,,200,15694,8816,3150
,,,,201,15694,8816,3150
,,,,202,15694,8816,3150
,,,,203,15694,8816,3150
,,,,204,15694,8816,3150
,,,,205,15694,8816,3150
,,,,206,15694,8816,3150
,,,,207,15694,8816,3150
,,,,208,15694,8816,3150
,,,,209,15694,8816,3150
,,,,210,15694,8816,3150
,,,,211,15694,8816,3150
,,,,212,15694,8816,3150
,,,,213,15694,8816,3150
,,,,214,15694,8816,3150
,,,,215,15694,8816,3150
,,,,216,15694,8816,3150
,,,,217,15694,8816,3150
,,,,218,15694,8816,3150
,,,,219,15694,8816,3150
,,,,220,15694,8816,3150
,,,,221,15694,8816,3150
,,,,222,15694,8816,3150
,,,,223,15694,8816,3150
,,,,224,15694,8816,3150
,,,,225,15694,8816,3150
,,,,226,15694,8816,3150
,,,,227,15694,8816,3150
,,,,228,15694,8816,3150
,,,,229,15694,8816,3150
,,,,230,15694,8816,3150
,,,,231,15694,8816,3150
,,,,232,15694,8816,3150
,,,,233,15694,8816,3150
,,,,234,15694,8816,3150
,,,,235,15694,8816,3150
,,,,236,15694,8816,3150
,,,,237,15694,8816,3150
,,,,238,15694,8816,3150
,,,,239,15694,8816,3150
,,,,240,15694,8816,3150
,,,,241,15694,8816,3150
,,,,242,15694,8816,3150
,,,,243,15694,8816,3150
,,,,244,15694,8816,3150
,,,,245,15694,8816,3150
,,,,246,15694,8816,3150
,,,,247,15694,8816,3150
,,,,248,15694,8816,3150
,,,,249,15694,8816,3150
,,,,250,15694,8816,3150
,,,,251,15694,8816,3150
,,,,252,15694,8816,3150
,,,,253,15694,8816,3150
,,,,254,15694,8816,3150
,,,,255,15694,8816,3150
,,,,256,15694,8816,3150
,,,,257,15694,8816,3150
,,,,258,15694,8816,3150
,,,,259,15694,8816,3150
,,,,260,15694,8816,3150
,,,,261,15694,8816,3150
,,,,262,15694,8816,3150
,,,,263,15694,8816,3150
,,,,264,15694,8816,3150
,,,,265,15694,8816,3150
,,,,266,15694,8816,3150
,,,,267,15694,8816,3150
,,,,268,15694,8816,3150
,,,,269,15694,8816,3150
,,,,270,15694,8816,3150
,,,,271,15694,8816,3150
,,,,272,15694,8816,3150
,,,,273,15694,8816,3150
,,,,274,15694,8816,3150
,,,,275,15694,8816,3150
,,,,276,15694,8816,3150
,,,,277,15694,8816,3150
,,,,278,15694,8816,3150
,,,,279,15694,8816,3150
,,,,280,15694,8816,3150
,,,,281,15694,8816,3150
,,,,282,15694,8816,3150
,,,,283,15694,8816,3150
,,,,284,15694,8816,3150
,,,,285,15694,8816,3150
,,,,286,15694,8816,3150
,,,,287,15694,8816,3150
,,,,288,15694,8816,3150
,,,,289,15694,8816,3150
,,,,290,15694,8816,3150
,,,,291,15694,8816,3150
,,,,292,15694,8816,3150
,,,,293,15694,8816,3150
,,,,294,15694,8816,3150
,,,,295,15694,8816,3150
,,,,296,15694,8816,3150
,,,,297,15694,8816,3150
,,,,298,15694,8816,3150
,,,,299,15694,8816,3150
,,,,300,15694,8816,3150
,,,,301,15694,8816,3150
,,,,302,15694,8816,3150
,,,,303,15694,8816,3150
,,,,304,15694,8816,3150
,,,,305,15694,8816,3150
,,,,306,15694,8816,3150
,,,,307,15694,8816,3150
,,,,308,15694,8816,3150
,,,,309,15694,8816,3150
,,,,310,15694,8816,3150
,,,,311,15694,8816,3150
,,,,312,15694,8816,3150
,,,,313,15694,8816,3150
,,,,314,15694,8816,3150
,,,,315,15694,8816,3150
,,,,316,15694,8816,3150
,,,,317,15694,8816,3150
,,,,318,15694,8816,3150
,,,,319,15694,8816,3150
,,,,320,15694,8816,3150
,,,,321,15694,8816,3150
,,,,322,15694,8816,3150
,,,,323,15694,8816,3150
,,,,324,15694,8816,3150
,,,,325,15694,8816,3150
,,,,326,15694,8816,3150
,,,,327,15694,8816,3150
,,,,328,15694,8816,3150
,,,,329,15694,8816,3150
,,,,330,15694,8816,3150
,,,,331,15694,8816,3150
,,,,332,15694,8816,3150
,,,,333,15694,8816,3150
,,,,334,15694,8816,3150
,,,,335,15694,8816,3150
,,,,336,15694,8816,3150
,,,,337,15694,8816,3150
,,,,338,15694,8816,3150
,,,,339,15694,8816,3150
,,,,340,15694,8816,3150
,,,,341,15694,8816,3150
,,,,342,15694,8816,3150
,,,,343,15694,8816,3150
,,,,344,15694,8816,3150
,,,,345,15694,8816,3150
,,,,346,15694,8816,3150
,,,,347,15694,8816,3150
,,,,348,15694,8816,3150
,,,,349,15694,8816,3150
,,,,350,15694,8816,3150
,,,,351,15694,8816,3150
,,,,352,15694,8816,3150
,,,,353,15694,8816,3150
,,,,354,15694,8816,3150
,,,,355,15694,8816,3150
,,,,356,15694,8816,3150
,,,,357,15694,8816,3150
,,,,358,15694,8816,3150
,,,,359,15694,8816,3150
,,,,360,15694,8816,3150
,,,,361,15694,8816,3150
,,,,362,15694,8816,3150
,,,,363,15694,8816,3150
,,,,364,15694,8816,3150
,,,,365,15694,8816,3150
,,,,366,15694,8816,3150
,,,,367,15694,8816,3150
,,,,368,15694,8816,3150
,,,,369,15694,8816,3150
,,,,370,15694,8816,3150
,,,,371,15694,8816,3150
,,,,372,15694,8816,3150
,,,,373,15694,8816,3150
,,,,374,15694,8816,3150
,,,,375,15694,8816,3150
,,,,376,15694,8816,3150
,,,,377,15694,8816,3150
,,,,378,15694,8816,3150
,,,,379,15694,8816,3150
,,,,380,15694,8816,3150
,,,,381,15694,8816,3150
,,,,382,15694,8816,3150
,,,,383,15694,8816,3150
,,,,384,15694,8816,3150
,,,,385,15694,8816,3150
,,,,386,15694,8816,3150
,,,,387,15694,8816,3150
,,,,388,15694,8816,3150
,,,,389,15694,8816,3150
,,,,390,15694,8816,3150
,,,,391,15694,8816,3150
,,,,392,15694,8816,3150
,,,,393,15694,8816,3150
,,,,394,15694,8816,3150
,,,,395,15694,8816,3150
,,,,396,15694,8816,3150
,,,,397,15694,8816,3150
,,,,398,15694,8816,3150
,,,,399,15694,8816,3150
,,,,400,15694,8816,3150
,,,,401,15694,8816,3150
,,,,402,15694,8816,3150
,,,,403,15694,8816,3150
,,,,404,15694,8816,3150
,,,,405,15694,8816,3150
,,,,406,15694,8816,3150
,,,,407,15694,8816,3150
,,,,408,15694,8816,3150
,,,,409,15694,8816,3150
,,,,410,15694,8816,3150
,,,,411,15694,8816,3150
,,,,412,15694,8816,3150
,,,,413,15694,8816,3150
,,,,414,15694,8816,3150
,,,,415,15694,8816,3150
,,,,416,15694,8816,3150
,,,,417,15694,8816,3150
,,,,418,15694,8816,3150
,,,,419,15694,8816,3150
,,,,420,15694,8816,3150
,,,,421,15694,8816,3150
,,,,422,15694,8816,3150
,,,,423,15694,8816,3150
,,,,424,15694,8816,3150
,,,,425,15694,8816,3150
,,,,426,15694,8816,3150
,,,,427,15694,8816,3150
,,,,428,15694,8816,3150
,,,,429,15694,8816,3150
,,,,430,15694,8816,3150
,,,,431,15694,8816,3150
,,,,432,15694,8816,3150
,,,,433,15694,8816,3150
,,,,434,15694,8816,3150
,,,,435,15694,8816,3150
,,,,436,15694,8816,3150
,,,,437,15694,8816,3150
,,,,438,15694,8816,3150
,,,,439,15694,8816,3150
,,,,440,15694,8816,3150
,,,,441,15694,8816,3150
,,,,442,15694,8816,3150
,,,,443,15694,8816,3150
,,,,444,15694,8816,3150
,,,,445,15694,8816,3150
,,,,446,15694,8816,3150
,,,,447,15694,8816,3150
,,,,448,15694,8816,3150
,,,,449,15694,8816,3150
,,,,450,15694,8816,3150
,,,,451,15694,8816,3150
,,,,452,15694,8816,3150
,,,,453,15694,8816,3150
,,,,454,15694,8816,3150
,,,,455,15694,8816,3150
,,,,456,15694,8816,3150
,,,,457,15694,8816,3150
,,,,458,15694,8816,3150
,,,,459,15694,8816,3150
,,,,460,15694,8816,3150
,,,,461,15694,8816,3150
,,,,462,15694,8816,3150
,,,,463,15694,8816,3150
,,,,464,15694,8816,3150
,,,,465,15694,8816,3150
,,,,466,15694,8816,3150
,,,,467,15694,8816,3150
,,,,468,15694,8816,3150
,,,,469,15694,8816,3150
,,,,470,15694,8816,3150
,,,,471,15694,8816,3150
,,,,472,15694,8816,3150
,,,,473,15694,8816,3150
,,,,474,15694,8816,3150
,,,,475,15694,8816,3150
,,,,476,15694,8816,3150
,,,,477,15694,8816,3150
,,,,478,15694,8816,3150
,,,,479,15694,8816,3150
,,,,480,15694,8816,3150
,,,,481,15694,8816,3150
,,,,482,15694,8816,3150
,,,,483,15694,8816,3150
,,,,484,15694,8816,3150
,,,,485,15694,8816,3150
,,,,486,15694,8816,3150
,,,,487,15694,8816,3150
,,,,488,15694,8816,3150
,,,,489,15694,8816,3150
,,,,490,15694,8816,3150
,,,,491,15694,8816,3150
,,,,492,15694,8816,3150
,,,,493,15694,8816,3150
,,,,494,15694,8816,3150
,,,,495,15694,8816,3150
,,,,496,15694,8816,3150
,,,,497,15694,8816,3150
,,,,498,15694,8816,3150
,,,,499,15694,8816,3150
,,,,500,15694,8816,3150
,,,,501,15694,8816,3150
,,,,502,15694,8816,3150
,,,,503,15694,8816,3150
,,,,504,15694,8816,3150
,,,,505,15694,8816,3150
,,,,506,15694,8816,3150
,,,,507,15694,8816,3150
,,,,508,15694,8816,3150
,,,,509,15694,8816,3150
,,,,510,15694,8816,3150
,,,,511,15694,8816,3150
,,,,512,15694,8816,3150
,,,,513,15694,8816,3150
,,,,514,15694,8816,3150
,,,,515,15694,8816,3150
,,,,516,15694,8816,3150
,,,,517,15694,8816,3150
,,,,518,15694,8816,3150
,,,,519,15694,8816,3150
,,,,520,15694,8816,3150
,,,,521,15694,8816,3150
,,,,522,15694,8816,3150
,,,,523,15694,8816,3150
,,,,524,15694,8816,3150
,,,,525,15694,8816,3150
,,,,526,15694,8816,3150
,,,,527,15694,8816,3150
,,,,528,15694,8816,3150
,,,,529,15694,8816,3150
,,,,530,15694,8816,3150
,,,,531,15694,8816,3150
,,,,532,15694,8816,3150
,,,,533,15694,8816,3150
,,,,534,15694,8816,3150
,,,,535,15694,8816,3150
,,,,536,15694,8816,3150
,,,,537,15694,8816,3150
,,,,538,15694,8816,3150
,,,,539,15694,8816,3150
,,,,540,15694,8816,3150
,,,,541,15694,8816,3150
,,,,542,15694,8816,3150
,,,,543,15694,8816,3150
,,,,544,15694,8816,3150
,,,,545,15694,8816,3150
,,,,546,15694,8816,3150
,,,,547,15694,8816,3150
,,,,548,15694,8816,3150
,,,,549,15694,8816,3150
,,,,550,15694,8816,3150
,,,,551,15694,8816,3150
,,,,552,15694,8816,3150
,,,,553,15694,8816,3150
,,,,554,15694,8816,3150
,,,,555,15694,8816,3150
,,,,556,15694,8816,3150
,,,,557,15694,8816,3150
,,,,558,15694,8816,3150
,,,,559,15694,8816,3150
,,,,560,15694,8816,3150
,,,,561,15694,8816,3150
,,,,562,15694,8816,3150
,,,,563,15694,8816,3150
,,,,564,15694,8816,3150
,,,,565,15694,8816,3150
,,,,566,15694,8816,3150
,,,,567,15694,8816,3150
,,,,568,15694,8816,3150
,,,,569,15694,8816,3150
,,,,570,15694,8816,3150
,,,,571,15694,8816,3150
,,,,572,15694,8816,3150
,,,,573,15694,8816,3150
,,,,574,15694,8816,3150
,,,,575,15694,8816,3150
,,,,576,15694,8816,3150
,,,,577,15694,8816,3150
,,,,578,15694,8816,3150
,,,,579,15694,8816,3150
,,,,580,15694,8816,3150
,,,,581,15694,8816,3150
,,,,582,15694,8816,3150
,,,,583,15694,8816,3150
,,,,584,15694,8816,3150
,,,,585,15694,8816,3150
,,,,586,15694,8816,3150
,,,,587,15694,8816,3150
,,,,588,15694,8816,3150
,,,,589,15694,8816,3150
,,,,590,15694,8816,3150
,,,,591,15694,8816,3150
,,,,592,15694,8816,3150
,,,,593,15694,8816,3150
,,,,594,15694,8816,3150
,,,,595,15694,8816,3150
,,,,596,15694,8816,3150
,,,,597,15694,8816,3150
,,,,598,15694,8816,3150
,,,,599,15694,8816,3150
,,,,600,15694,8816,3150
,,,,601,15694,8816,3150
,,,,602,15694,8816,3150
,,,,603,15694,8816,3150
,,,,604,15694,8816,3150
,,,,605,15694,8816,3150
,,,,606,15694,8816,3150
,,,,607,15694,8816,3150
,,,,608,15694,8816,3150
,,,,609,15694,8816,3150
,,,,610,15694,8816,3150
,,,,611,15694,8816,3150
,,,,612,15694,8816,3150
,,,,613,15694,8816,3150
,,,,614,15694,8816,3150
,,,,615,15694,8816,3150
,,,,616,15694,8816,3150
,,,,617,15694,8816,3150
,,,,618,15694,8816,3150
,,,,619,15694,8816,3150
,,,,620,15694,8816,3150
,,,,621,15694,8816,3150
,,,,622,15694,8816,3150
,,,,623,15694,8816,3150
,,,,624,15694,8816,3150
,,,,625,15694,8816,3150
,,,,626,15694,8816,3150
,,,,627,15694,8816,3150
,,,,628,15694,8816,3150
,,,,629,15694,8816,3150
,,,,630,15694,8816,3150
,,,,631,15694,8816,3150
,,,,632,15694,8816,3150
,,,,633,15694,8816,3150
,,,,634,15694,8816,3150
,,,,635,15694,8816,3150
,,,,636,15694,8816,3150
,,,,637,15694,8816,3150
,,,,638,15694,8816,3150
,,,,639,15694,8816,3150
,,,,640,15694,8816,3150
,,,,641,15694,8816,3150
,,,,642,15694,8816,3150
,,,,643,15694,8816,3150
,,,,644,15694,8816,3150
,,,,645,15694,8816,3150
,,,,646,15694,8816,3150
,,,,647,15694,8816,3150
,,,,648,15694,8816,3150
,,,,649,15694,8816,3150
,,,,650,15694,8816,3150
,,,,651,15694,8816,3150
,,,,652,15694,8816,3150
,,,,653,15694,8816,3150
,,,,654,15694,8816,3150
,,,,655,15694,8816,3150
,,,,656,15694,8816,3150
,,,,657,15694,8816,3150
,,,,658,15694,8816,3150
,,,,659,15694,8816,3150
,,,,660,15694,8816,3150
,,,,661,15694,8816,3150
,,,,662,15694,8816,3150
,,,,663,15694,8816,3150
,,,,664,15694,8816,3150
,,,,665,15694,8816,3150
,,,,666,15694,8816,3150
,,,,667,15694,8816,3150
,,,,668,15694,8816,3150
,,,,669,15694,8816,3150
,,,,670,15694,8816,3150
,,,,671,15694,8816,3150
,,,,672,15694,8816,3150
,,,,673,15694,8816,3150
,,,,674,15694,8816,3150
,,,,675,15694,8816,3150
,,,,676,15694,8816,3150
,,,,677,15694,8816,3150
,,,,678,15694,8816,3150
,,,,679,15694,8816,3150
,,,,680,15694,8816,3150
,,,,681,15694,8816,3150
,,,,682,15694,8816,3150
,,,,683,15694,8816,3150
,,,,684,15694,8816,3150
,,,,685,15694,8816,3150
,,,,686,15694,8816,3150
,,,,687,15694,8816,3150
,,,,688,15694,8816,3150
,,,,689,15694,8816,3150
,,,,690,15694,8816,3150
,,,,691,15694,8816,3150
,,,,692,15694,8816,3150
,,,,693,15694,8816,3150
,,,,694,15694,8816,3150
,,,,695,15694,8816,3150
,,,,696,15694,8816,3150
,,,,697,15694,8816,3150
,,,,698,15694,8816,3150
,,,,699,15694,8816,3150
,,,,700,15694,8816,3150
,,,,701,15694,8816,3150
,,,,702,15694,8816,3150
,,,,703,15694,8816,3150
,,,,704,15694,8816,3150
,,,,705,15694,8816,3150
,,,,706,15694,8816,3150
,,,,707,15694,8816,3150
,,,,708,15694,8816,3150
,,,,709,15694,8816,3150
,,,,710,15694,8816,3150
,,,,711,15694,8816,3150
,,,,712,15694,8816,3150
,,,,713,15694,8816,3150
,,,,714,15694,8816,3150
,,,,715,15694,8816,3150
,,,,716,15694,8816,3150
,,,,717,15694,8816,3150
,,,,718,15694,8816,3150
,,,,719,15694,8816,3150
,,,,720,15694,8816,3150
,,,,721,15694,8816,3150
,,,,722,15694,8816,3150
,,,,723,15694,8816,3150
,,,,724,15694,8816,3150
,,,,725,15694,8816,3150
,,,,726,15694,8816,3150
,,,,727,15694,8816,3150
,,,,728,15694,8816,3150
,,,,729,15694,8816,3150
,,,,730,15694,8816,3150
,,,,731,15694,8816,3150
,,,,732,15694,8816,3150
,,,,733,15694,8816,3150
,,,,734,15694,8816,3150
,,,,735,15694,8816,3150
,,,,736,15694,8816,3150
,,,,737,15694,8816,3150
,,,,738,15694,8816,3150
,,,,739,15694,8816,3150
,,,,740,15694,8816,3150
,,,,741,15694,8816,3150
,,,,742,15694,8816,3150
,,,,743,15694,8816,3150
,,,,744,15694,8816,3150
,,,,745,15694,8816,3150
,,,,746,15694,8816,3150
,,,,747,15694,8816,3150
,,,,748,15694,8816,3150
,,,,749,15694,8816,3150
,,,,750,15694,8816,3150
,,,,751,15694,8816,3150
,,,,752,15694,8816,3150
,,,,753,15694,8816,3150
,,,,754,15694,8816,3150
,,,,755,15694,8816,3150
,,,,756,15694,8816,3150
,,,,757,15694,8816,3150
,,,,758,15694,8816,3150
,,,,759,15694,8816,3150
,,,,760,15694,8816,3150
,,,,761,15694,8816,3150
,,,,762,15694,8816,3150
,,,,763,15694,8816,3150
,,,,764,15694,8816,3150
,,,,765,15694,8816,3150
,,,,766,15694,8816,3150
,,,,767,15694,8816,3150
,,,,768,15694,8816,3150
,,,,769,15694,8816,3150
,,,,770,15694,8816,3150
,,,,771,15694,8816,3150
,,,,772,15694,8816,3150
,,,,773,15694,8816,3150
,,,,774,15694,8816,3150
,,,,775,15694,8816,3150
,,,,776,15694,8816,3150
,,,,777,15694,8816,3150
,,,,778,15694,8816,3150
,,,,779,15694,8816,3150
,,,,780,15694,8816,3150
,,,,781,15694,8816,3150
,,,,782,15694,8816,3150
,,,,783,15694,8816,3150
,,,,784,15694,8816,3150
,,,,785,15694,8816,3150
,,,,786,15694,8816,3150
,,,,787,15694,8816,3150
,,,,788,15694,8816,3150
,,,,789,15694,8816,3150
,,,,790,15694,8816,3150
,,,,791,15694,8816,3150
,,,,792,15694,8816,3150
,,,,793,15694,8816,3150
,,,,794,15694,8816,3150
,,,,795,15694,8816,3150
,,,,796,15694,8816,3150
,,,,797,15694,8816,3150
,,,,798,15694,8816,3150
,,,,799,15694,8816,3150
,,,,800,15694,8816,3150
,,,,801,15694,8816,3150
,,,,802,15694,8816,3150
,,,,803,15694,8816,3150
,,,,804,15694,8816,3150
,,,,805,15694,8816,3150
,,,,806,15694,8816,3150
,,,,807,15694,8816,3150
,,,,808,15694,8816,3150
,,,,809,15694,8816,3150
,,,,810,15694,8816,3150
,,,,811,15694,8816,3150
,,,,812,15694,8816,3150
,,,,813,15694,8816,3150
,,,,814,15694,8816,3150
,,,,815,15694,8816,3150
,,,,816,15694,8816,3150
,,,,817,15694,8816,3150
,,,,818,15694,8816,3150
,,,,819,15694,8816,3150
,,,,820,15694,8816,3150
,,,,821,15694,8816,3150
,,,,822,15694,8816,3150
,,,,823,15694,8816,3150
,,,,824,15694,8816,3150
,,,,825,15694,8816,3150
,,,,826,15694,8816,3150
,,,,827,15694,8816,3150
,,,,828,15694,8816,3150
,,,,829,15694,8816,3150
,,,,830,15694,8816,3150
,,,,831,15694,8816,3150
,,,,832,15694,8816,3150
,,,,833,15694,8816,3150
,,,,834,15694,8816,3150
,,,,835,15694,8816,3150
,,,,836,15694,8816,3150
,,,,837,15694,8816,3150
,,,,838,15694,8816,3150
,,,,839,15694,8816,3150
,,,,840,15694,8816,3150
,,,,841,15694,8816,3150
,,,,842,15694,8816,3150
,,,,843,15694,8816,3150
,,,,844,15694,8816,3150
,,,,845,15694,8816,3150
,,,,846,15694,8816,3150
,,,,847,15694,8816,3150
,,,,848,15694,8816,3150
,,,,849,15694,8816,3150
,,,,850,15694,8816,3150
,,,,851,15694,8816,3150
,,,,852,15694,8816,3150
,,,,853,15694,8816,3150
,,,,854,15694,8816,3150
,,,,855,15694,8816,3150
,,,,856,15694,8816,3150
,,,,857,15694,8816,3150
,,,,858,15694,8816,3150
,,,,859,15694,8816,3150
,,,,860,15694,8816,3150
,,,,861,15694,8816,3150
,,,,862,15694,8816,3150
,,,,863,15694,8816,3150
,,,,864,15694,8816,3150
,,,,865,15694,8816,3150
,,,,866,15694,8816,3150
,,,,867,15694,8816,3150
,,,,868,15694,8816,3150
,,,,869,15694,8816,3150
,,,,870,15694,8816,3150
,,,,871,15694,8816,3150
,,,,872,15694,8816,3150
,,,,873,15694,8816,3150
,,,,874,15694,8816,3150
,,,,875,15694,8816,3150
,,,,876,15694,8816,3150
,,,,877,15694,8816,3150
,,,,878,15694,8816,3150
,,,,879,15694,8816,3150
,,,,880,15694,8816,3150
,,,,881,15694,8816,3150
,,,,882,15694,8816,3150
,,,,883,15694,8816,3150
,,,,884,15694,8816,3150
,,,,885,15694,8816,3150
,,,,886,15694,8816,3150
,,,,887,15694,8816,3150
,,,,888,15694,8816,3150
,,,,889,15694,8816,3150
,,,,890,15694,8816,3150
,,,,891,15694,8816,3150
,,,,892,15694,8816,3150
,,,,893,15694,8816,3150
,,,,894,15694,8816,3150
,,,,895,15694,8816,3150
,,,,896,15694,8816,3150
,,,,897,15694,8816,3150
,,,,898,15694,8816,3150
,,,,899,15694,8816,3150
,,,,900,15694,8816,3150
,,,,901,15694,8816,3150
,,,,902,15694,8816,3150
,,,,903,15694,8816,3150
,,,,904,15694,8816,3150
,,,,905,15694,8816,3150
,,,,906,15694,8816,3150
,,,,907,15694,8816,3150
,,,,908,15694,8816,3150
,,,,909,15694,8816,3150
,,,,910,15694,8816,3150
,,,,911,15694,8816,3150
,,,,912,15694,8816,3150
,,,,913,15694,8816,3150
,,,,914,15694,8816,3150
,,,,915,15694,8816,3150
,,,,916,15694,8816,3150
