Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1,Load_H2_MW_z2,Load_H2_MW_z3
,,,,,,,494,14771,7366,1812
,,,,,,,495,14771,7366,1812
,,,,,,,496,14771,7366,1812
,,,,,,,497,14771,7366,1812
,,,,,,,498,14771,7366,1812
,,,,,,,499,14771,7366,1812
,,,,,,,500,14771,7366,1812
,,,,,,,501,14771,7366,1812
,,,,,,,502,14771,7366,1812
,,,,,,,503,14771,7366,1812
,,,,,,,504,14771,7366,1812
,,,,,,,505,14771,7366,1812
,,,,,,,506,14771,7366,1812
,,,,,,,507,14771,7366,1812
,,,,,,,508,14771,7366,1812
,,,,,,,509,14771,7366,1812
,,,,,,,510,14771,7366,1812
,,,,,,,511,14771,7366,1812
,,,,,,,512,14771,7366,1812
,,,,,,,513,14771,7366,1812
,,,,,,,514,14771,7366,1812
,,,,,,,515,14771,7366,1812
,,,,,,,516,14771,7366,1812
,,,,,,,517,14771,7366,1812
,,,,,,,518,14771,7366,1812
,,,,,,,519,14771,7366,1812
,,,,,,,520,14771,7366,1812
,,,,,,,521,14771,7366,1812
,,,,,,,522,14771,7366,1812
,,,,,,,523,14771,7366,1812
,,,,,,,524,14771,7366,1812
,,,,,,,525,14771,7366,1812
,,,,,,,526,14771,7366,1812
,,,,,,,527,14771,7366,1812
,,,,,,,528,14771,7366,1812
,,,,,,,529,14771,7366,1812
,,,,,,,530,14771,7366,1812
,,,,,,,531,14771,7366,1812
,,,,,,,532,14771,7366,1812
,,,,,,,533,14771,7366,1812
,,,,,,,534,14771,7366,1812
,,,,,,,535,14771,7366,1812
,,,,,,,536,14771,7366,1812
,,,,,,,537,14771,7366,1812
,,,,,,,538,14771,7366,1812
,,,,,,,539,14771,7366,1812
,,,,,,,540,14771,7366,1812
,,,,,,,541,14771,7366,1812
,,,,,,,542,14771,7366,1812
,,,,,,,543,14771,7366,1812
,,,,,,,544,14771,7366,1812
,,,,,,,545,14771,7366,1812
,,,,,,,546,14771,7366,1812
,,,,,,,547,14771,7366,1812
,,,,,,,548,14771,7366,1812
,,,,,,,549,14771,7366,1812
,,,,,,,550,14771,7366,1812
,,,,,,,551,14771,7366,1812
,,,,,,,552,14771,7366,1812
,,,,,,,553,14771,7366,1812
,,,,,,,554,14771,7366,1812
,,,,,,,555,14771,7366,1812
,,,,,,,556,14771,7366,1812
,,,,,,,557,14771,7366,1812
,,,,,,,558,14771,7366,1812
,,,,,,,559,14771,7366,1812
,,,,,,,560,14771,7366,1812
,,,,,,,561,14771,7366,1812
,,,,,,,562,14771,7366,1812
,,,,,,,563,14771,7366,1812
,,,,,,,564,14771,7366,1812
,,,,,,,565,14771,7366,1812
,,,,,,,566,14771,7366,1812
,,,,,,,567,14771,7366,1812
,,,,,,,568,14771,7366,1812
,,,,,,,569,14771,7366,1812
,,,,,,,570,14771,7366,1812
,,,,,,,571,14771,7366,1812
,,,,,,,572,14771,7366,1812
,,,,,,,573,14771,7366,1812
,,,,,,,574,14771,7366,1812
,,,,,,,575,14771,7366,1812
,,,,,,,576,14771,7366,1812
,,,,,,,577,14771,7366,1812
,,,,,,,578,14771,7366,1812
,,,,,,,579,14771,7366,1812
,,,,,,,580,14771,7366,1812
,,,,,,,581,14771,7366,1812
,,,,,,,582,14771,7366,1812
,,,,,,,583,14771,7366,1812
,,,,,,,584,14771,7366,1812
,,,,,,,585,14771,7366,1812
,,,,,,,586,14771,7366,1812
,,,,,,,587,14771,7366,1812
,,,,,,,588,14771,7366,1812
,,,,,,,589,14771,7366,1812
,,,,,,,590,14771,7366,1812
,,,,,,,591,14771,7366,1812
,,,,,,,592,14771,7366,1812
,,,,,,,593,14771,7366,1812
,,,,,,,594,14771,7366,1812
,,,,,,,595,14771,7366,1812
,,,,,,,596,14771,7366,1812
