Global_conventional_gasoline_price_per_mmbtu,Conventional_gasoline_co2_per_mmbtu,Syn_gasoline_co2_per_mmbtu,Bio_gasoline_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,,1852,18195,11896,7059
,,,,1853,18195,11896,7059
,,,,1854,18195,11896,7059
,,,,1855,18195,11896,7059
,,,,1856,18195,11896,7059
,,,,1857,18195,11896,7059
,,,,1858,18195,11896,7059
,,,,1859,18195,11896,7059
,,,,1860,18195,11896,7059
,,,,1861,18195,11896,7059
,,,,1862,18195,11896,7059
,,,,1863,18195,11896,7059
,,,,1864,18195,11896,7059
,,,,1865,18195,11896,7059
,,,,1866,18195,11896,7059
,,,,1867,18195,11896,7059
,,,,1868,18195,11896,7059
,,,,1869,18195,11896,7059
,,,,1870,18195,11896,7059
,,,,1871,18195,11896,7059
,,,,1872,18195,11896,7059
,,,,1873,18195,11896,7059
,,,,1874,18195,11896,7059
,,,,1875,18195,11896,7059
,,,,1876,18195,11896,7059
,,,,1877,18195,11896,7059
,,,,1878,18195,11896,7059
,,,,1879,18195,11896,7059
,,,,1880,18195,11896,7059
,,,,1881,18195,11896,7059
,,,,1882,18195,11896,7059
,,,,1883,18195,11896,7059
,,,,1884,18195,11896,7059
,,,,1885,18195,11896,7059
,,,,1886,18195,11896,7059
,,,,1887,18195,11896,7059
,,,,1888,18195,11896,7059
,,,,1889,18195,11896,7059
,,,,1890,18195,11896,7059
,,,,1891,18195,11896,7059
,,,,1892,18195,11896,7059
,,,,1893,18195,11896,7059
,,,,1894,18195,11896,7059
,,,,1895,18195,11896,7059
,,,,1896,18195,11896,7059
,,,,1897,18195,11896,7059
,,,,1898,18195,11896,7059
,,,,1899,18195,11896,7059
,,,,1900,18195,11896,7059
,,,,1901,18195,11896,7059
,,,,1902,18195,11896,7059
,,,,1903,18195,11896,7059
,,,,1904,18195,11896,7059
,,,,1905,18195,11896,7059
,,,,1906,18195,11896,7059
,,,,1907,18195,11896,7059
,,,,1908,18195,11896,7059
,,,,1909,18195,11896,7059
,,,,1910,18195,11896,7059
,,,,1911,18195,11896,7059
,,,,1912,18195,11896,7059
,,,,1913,18195,11896,7059
,,,,1914,18195,11896,7059
,,,,1915,18195,11896,7059
,,,,1916,18195,11896,7059
,,,,1917,18195,11896,7059
,,,,1918,18195,11896,7059
,,,,1919,18195,11896,7059
,,,,1920,18195,11896,7059
,,,,1921,18195,11896,7059
,,,,1922,18195,11896,7059
,,,,1923,18195,11896,7059
,,,,1924,18195,11896,7059
,,,,1925,18195,11896,7059
,,,,1926,18195,11896,7059
,,,,1927,18195,11896,7059
,,,,1928,18195,11896,7059
,,,,1929,18195,11896,7059
,,,,1930,18195,11896,7059
,,,,1931,18195,11896,7059
,,,,1932,18195,11896,7059
,,,,1933,18195,11896,7059
,,,,1934,18195,11896,7059
,,,,1935,18195,11896,7059
,,,,1936,18195,11896,7059
,,,,1937,18195,11896,7059
,,,,1938,18195,11896,7059
,,,,1939,18195,11896,7059
,,,,1940,18195,11896,7059
,,,,1941,18195,11896,7059
,,,,1942,18195,11896,7059
,,,,1943,18195,11896,7059
,,,,1944,18195,11896,7059
,,,,1945,18195,11896,7059
,,,,1946,18195,11896,7059
,,,,1947,18195,11896,7059
,,,,1948,18195,11896,7059
,,,,1949,18195,11896,7059
,,,,1950,18195,11896,7059
,,,,1951,18195,11896,7059
,,,,1952,18195,11896,7059
,,,,1953,18195,11896,7059
,,,,1954,18195,11896,7059
,,,,1955,18195,11896,7059
,,,,1956,18195,11896,7059
,,,,1957,18195,11896,7059
,,,,1958,18195,11896,7059
,,,,1959,18195,11896,7059
,,,,1960,18195,11896,7059
,,,,1961,18195,11896,7059
,,,,1962,18195,11896,7059
,,,,1963,18195,11896,7059
,,,,1964,18195,11896,7059
,,,,1965,18195,11896,7059
,,,,1966,18195,11896,7059
,,,,1967,18195,11896,7059
,,,,1968,18195,11896,7059
,,,,1969,18195,11896,7059
,,,,1970,18195,11896,7059
,,,,1971,18195,11896,7059
,,,,1972,18195,11896,7059
,,,,1973,18195,11896,7059
,,,,1974,18195,11896,7059
,,,,1975,18195,11896,7059
,,,,1976,18195,11896,7059
,,,,1977,18195,11896,7059
,,,,1978,18195,11896,7059
,,,,1979,18195,11896,7059
,,,,1980,18195,11896,7059
,,,,1981,18195,11896,7059
,,,,1982,18195,11896,7059
,,,,1983,18195,11896,7059
,,,,1984,18195,11896,7059
,,,,1985,18195,11896,7059
,,,,1986,18195,11896,7059
,,,,1987,18195,11896,7059
,,,,1988,18195,11896,7059
,,,,1989,18195,11896,7059
,,,,1990,18195,11896,7059
,,,,1991,18195,11896,7059
,,,,1992,18195,11896,7059
,,,,1993,18195,11896,7059
,,,,1994,18195,11896,7059
,,,,1995,18195,11896,7059
,,,,1996,18195,11896,7059
,,,,1997,18195,11896,7059
,,,,1998,18195,11896,7059
,,,,1999,18195,11896,7059
,,,,2000,18195,11896,7059
,,,,2001,18195,11896,7059
,,,,2002,18195,11896,7059
,,,,2003,18195,11896,7059
,,,,2004,18195,11896,7059
,,,,2005,18195,11896,7059
,,,,2006,18195,11896,7059
,,,,2007,18195,11896,7059
,,,,2008,18195,11896,7059
,,,,2009,18195,11896,7059
,,,,2010,18195,11896,7059
,,,,2011,18195,11896,7059
,,,,2012,18195,11896,7059
,,,,2013,18195,11896,7059
,,,,2014,18195,11896,7059
,,,,2015,18195,11896,7059
,,,,2016,18195,11896,7059
,,,,2017,18195,11896,7059
,,,,2018,18195,11896,7059
,,,,2019,18195,11896,7059
,,,,2020,18195,11896,7059
,,,,2021,18195,11896,7059
,,,,2022,18195,11896,7059
,,,,2023,18195,11896,7059
,,,,2024,18195,11896,7059
,,,,2025,18195,11896,7059
,,,,2026,18195,11896,7059
,,,,2027,18195,11896,7059
,,,,2028,18195,11896,7059
,,,,2029,18195,11896,7059
,,,,2030,18195,11896,7059
,,,,2031,18195,11896,7059
,,,,2032,18195,11896,7059
,,,,2033,18195,11896,7059
,,,,2034,18195,11896,7059
,,,,2035,18195,11896,7059
,,,,2036,18195,11896,7059
,,,,2037,18195,11896,7059
,,,,2038,18195,11896,7059
,,,,2039,18195,11896,7059
,,,,2040,18195,11896,7059
,,,,2041,18195,11896,7059
,,,,2042,18195,11896,7059
,,,,2043,18195,11896,7059
,,,,2044,18195,11896,7059
,,,,2045,18195,11896,7059
,,,,2046,18195,11896,7059
,,,,2047,18195,11896,7059
,,,,2048,18195,11896,7059
,,,,2049,18195,11896,7059
,,,,2050,18195,11896,7059
,,,,2051,18195,11896,7059
,,,,2052,18195,11896,7059
,,,,2053,18195,11896,7059
,,,,2054,18195,11896,7059
,,,,2055,18195,11896,7059
,,,,2056,18195,11896,7059
,,,,2057,18195,11896,7059
,,,,2058,18195,11896,7059
,,,,2059,18195,11896,7059
,,,,2060,18195,11896,7059
,,,,2061,18195,11896,7059
,,,,2062,18195,11896,7059
,,,,2063,18195,11896,7059
,,,,2064,18195,11896,7059
,,,,2065,18195,11896,7059
,,,,2066,18195,11896,7059
,,,,2067,18195,11896,7059
,,,,2068,18195,11896,7059
,,,,2069,18195,11896,7059
,,,,2070,18195,11896,7059
,,,,2071,18195,11896,7059
,,,,2072,18195,11896,7059
,,,,2073,18195,11896,7059
,,,,2074,18195,11896,7059
,,,,2075,18195,11896,7059
,,,,2076,18195,11896,7059
,,,,2077,18195,11896,7059
,,,,2078,18195,11896,7059
,,,,2079,18195,11896,7059
,,,,2080,18195,11896,7059
,,,,2081,18195,11896,7059
,,,,2082,18195,11896,7059
,,,,2083,18195,11896,7059
,,,,2084,18195,11896,7059
,,,,2085,18195,11896,7059
,,,,2086,18195,11896,7059
,,,,2087,18195,11896,7059
,,,,2088,18195,11896,7059
,,,,2089,18195,11896,7059
,,,,2090,18195,11896,7059
,,,,2091,18195,11896,7059
,,,,2092,18195,11896,7059
,,,,2093,18195,11896,7059
,,,,2094,18195,11896,7059
,,,,2095,18195,11896,7059
,,,,2096,18195,11896,7059
,,,,2097,18195,11896,7059
,,,,2098,18195,11896,7059
,,,,2099,18195,11896,7059
,,,,2100,18195,11896,7059
,,,,2101,18195,11896,7059
,,,,2102,18195,11896,7059
,,,,2103,18195,11896,7059
,,,,2104,18195,11896,7059
,,,,2105,18195,11896,7059
,,,,2106,18195,11896,7059
,,,,2107,18195,11896,7059
,,,,2108,18195,11896,7059
,,,,2109,18195,11896,7059
,,,,2110,18195,11896,7059
,,,,2111,18195,11896,7059
,,,,2112,18195,11896,7059
,,,,2113,18195,11896,7059
,,,,2114,18195,11896,7059
,,,,2115,18195,11896,7059
,,,,2116,18195,11896,7059
,,,,2117,18195,11896,7059
,,,,2118,18195,11896,7059
,,,,2119,18195,11896,7059
,,,,2120,18195,11896,7059
,,,,2121,18195,11896,7059
,,,,2122,18195,11896,7059
,,,,2123,18195,11896,7059
,,,,2124,18195,11896,7059
,,,,2125,18195,11896,7059
,,,,2126,18195,11896,7059
,,,,2127,18195,11896,7059
,,,,2128,18195,11896,7059
,,,,2129,18195,11896,7059
,,,,2130,18195,11896,7059
,,,,2131,18195,11896,7059
,,,,2132,18195,11896,7059
,,,,2133,18195,11896,7059
,,,,2134,18195,11896,7059
,,,,2135,18195,11896,7059
,,,,2136,18195,11896,7059
,,,,2137,18195,11896,7059
,,,,2138,18195,11896,7059
,,,,2139,18195,11896,7059
,,,,2140,18195,11896,7059
,,,,2141,18195,11896,7059
,,,,2142,18195,11896,7059
,,,,2143,18195,11896,7059
,,,,2144,18195,11896,7059
,,,,2145,18195,11896,7059
,,,,2146,18195,11896,7059
,,,,2147,18195,11896,7059
,,,,2148,18195,11896,7059
,,,,2149,18195,11896,7059
,,,,2150,18195,11896,7059
,,,,2151,18195,11896,7059
,,,,2152,18195,11896,7059
,,,,2153,18195,11896,7059
,,,,2154,18195,11896,7059
,,,,2155,18195,11896,7059
,,,,2156,18195,11896,7059
,,,,2157,18195,11896,7059
,,,,2158,18195,11896,7059
,,,,2159,18195,11896,7059
,,,,2160,18195,11896,7059
,,,,2161,18195,11896,7059
,,,,2162,18195,11896,7059
,,,,2163,18195,11896,7059
,,,,2164,18195,11896,7059
,,,,2165,18195,11896,7059
,,,,2166,18195,11896,7059
,,,,2167,18195,11896,7059
,,,,2168,18195,11896,7059
,,,,2169,18195,11896,7059
,,,,2170,18195,11896,7059
,,,,2171,18195,11896,7059
,,,,2172,18195,11896,7059
,,,,2173,18195,11896,7059
,,,,2174,18195,11896,7059
,,,,2175,18195,11896,7059
,,,,2176,18195,11896,7059
,,,,2177,18195,11896,7059
,,,,2178,18195,11896,7059
,,,,2179,18195,11896,7059
,,,,2180,18195,11896,7059
,,,,2181,18195,11896,7059
,,,,2182,18195,11896,7059
,,,,2183,18195,11896,7059
,,,,2184,18195,11896,7059
,,,,2185,18195,11896,7059
,,,,2186,18195,11896,7059
,,,,2187,18195,11896,7059
,,,,2188,18195,11896,7059
,,,,2189,18195,11896,7059
,,,,2190,18195,11896,7059
,,,,2191,18195,11896,7059
,,,,2192,18195,11896,7059
,,,,2193,18195,11896,7059
,,,,2194,18195,11896,7059
,,,,2195,18195,11896,7059
,,,,2196,18195,11896,7059
,,,,2197,18195,11896,7059
,,,,2198,18195,11896,7059
,,,,2199,18195,11896,7059
,,,,2200,18195,11896,7059
,,,,2201,18195,11896,7059
,,,,2202,18195,11896,7059
,,,,2203,18195,11896,7059
,,,,2204,18195,11896,7059
,,,,2205,18195,11896,7059
,,,,2206,18195,11896,7059
,,,,2207,18195,11896,7059
,,,,2208,18195,11896,7059
,,,,2209,18195,11896,7059
,,,,2210,18195,11896,7059
,,,,2211,18195,11896,7059
,,,,2212,18195,11896,7059
,,,,2213,18195,11896,7059
,,,,2214,18195,11896,7059
,,,,2215,18195,11896,7059
,,,,2216,18195,11896,7059
,,,,2217,18195,11896,7059
,,,,2218,18195,11896,7059
,,,,2219,18195,11896,7059
,,,,2220,18195,11896,7059
,,,,2221,18195,11896,7059
,,,,2222,18195,11896,7059
,,,,2223,18195,11896,7059
,,,,2224,18195,11896,7059
,,,,2225,18195,11896,7059
,,,,2226,18195,11896,7059
,,,,2227,18195,11896,7059
,,,,2228,18195,11896,7059
,,,,2229,18195,11896,7059
,,,,2230,18195,11896,7059
,,,,2231,18195,11896,7059
,,,,2232,18195,11896,7059
,,,,2233,18195,11896,7059
,,,,2234,18195,11896,7059
,,,,2235,18195,11896,7059
,,,,2236,18195,11896,7059
,,,,2237,18195,11896,7059
,,,,2238,18195,11896,7059
,,,,2239,18195,11896,7059
,,,,2240,18195,11896,7059
,,,,2241,18195,11896,7059
,,,,2242,18195,11896,7059
,,,,2243,18195,11896,7059
,,,,2244,18195,11896,7059
,,,,2245,18195,11896,7059
,,,,2246,18195,11896,7059
,,,,2247,18195,11896,7059
,,,,2248,18195,11896,7059
,,,,2249,18195,11896,7059
,,,,2250,18195,11896,7059
,,,,2251,18195,11896,7059
,,,,2252,18195,11896,7059
,,,,2253,18195,11896,7059
,,,,2254,18195,11896,7059
,,,,2255,18195,11896,7059
,,,,2256,18195,11896,7059
,,,,2257,18195,11896,7059
,,,,2258,18195,11896,7059
,,,,2259,18195,11896,7059
,,,,2260,18195,11896,7059
,,,,2261,18195,11896,7059
,,,,2262,18195,11896,7059
,,,,2263,18195,11896,7059
,,,,2264,18195,11896,7059
,,,,2265,18195,11896,7059
,,,,2266,18195,11896,7059
,,,,2267,18195,11896,7059
,,,,2268,18195,11896,7059
,,,,2269,18195,11896,7059
,,,,2270,18195,11896,7059
,,,,2271,18195,11896,7059
,,,,2272,18195,11896,7059
,,,,2273,18195,11896,7059
,,,,2274,18195,11896,7059
,,,,2275,18195,11896,7059
,,,,2276,18195,11896,7059
,,,,2277,18195,11896,7059
,,,,2278,18195,11896,7059
,,,,2279,18195,11896,7059
,,,,2280,18195,11896,7059
,,,,2281,18195,11896,7059
,,,,2282,18195,11896,7059
,,,,2283,18195,11896,7059
,,,,2284,18195,11896,7059
,,,,2285,18195,11896,7059
,,,,2286,18195,11896,7059
,,,,2287,18195,11896,7059
,,,,2288,18195,11896,7059
,,,,2289,18195,11896,7059
,,,,2290,18195,11896,7059
,,,,2291,18195,11896,7059
,,,,2292,18195,11896,7059
,,,,2293,18195,11896,7059
,,,,2294,18195,11896,7059
,,,,2295,18195,11896,7059
,,,,2296,18195,11896,7059
,,,,2297,18195,11896,7059
,,,,2298,18195,11896,7059
,,,,2299,18195,11896,7059
,,,,2300,18195,11896,7059
,,,,2301,18195,11896,7059
,,,,2302,18195,11896,7059
,,,,2303,18195,11896,7059
,,,,2304,18195,11896,7059
,,,,2305,18195,11896,7059
,,,,2306,18195,11896,7059
,,,,2307,18195,11896,7059
,,,,2308,18195,11896,7059
,,,,2309,18195,11896,7059
,,,,2310,18195,11896,7059
,,,,2311,18195,11896,7059
,,,,2312,18195,11896,7059
,,,,2313,18195,11896,7059
,,,,2314,18195,11896,7059
,,,,2315,18195,11896,7059
,,,,2316,18195,11896,7059
,,,,2317,18195,11896,7059
,,,,2318,18195,11896,7059
,,,,2319,18195,11896,7059
,,,,2320,18195,11896,7059
,,,,2321,18195,11896,7059
,,,,2322,18195,11896,7059
,,,,2323,18195,11896,7059
,,,,2324,18195,11896,7059
,,,,2325,18195,11896,7059
,,,,2326,18195,11896,7059
,,,,2327,18195,11896,7059
,,,,2328,18195,11896,7059
,,,,2329,18195,11896,7059
,,,,2330,18195,11896,7059
,,,,2331,18195,11896,7059
,,,,2332,18195,11896,7059
,,,,2333,18195,11896,7059
,,,,2334,18195,11896,7059
,,,,2335,18195,11896,7059
,,,,2336,18195,11896,7059
,,,,2337,18195,11896,7059
,,,,2338,18195,11896,7059
,,,,2339,18195,11896,7059
,,,,2340,18195,11896,7059
,,,,2341,18195,11896,7059
,,,,2342,18195,11896,7059
,,,,2343,18195,11896,7059
,,,,2344,18195,11896,7059
,,,,2345,18195,11896,7059
,,,,2346,18195,11896,7059
,,,,2347,18195,11896,7059
,,,,2348,18195,11896,7059
,,,,2349,18195,11896,7059
,,,,2350,18195,11896,7059
,,,,2351,18195,11896,7059
,,,,2352,18195,11896,7059
,,,,2353,18195,11896,7059
,,,,2354,18195,11896,7059
,,,,2355,18195,11896,7059
,,,,2356,18195,11896,7059
,,,,2357,18195,11896,7059
,,,,2358,18195,11896,7059
,,,,2359,18195,11896,7059
,,,,2360,18195,11896,7059
,,,,2361,18195,11896,7059
,,,,2362,18195,11896,7059
,,,,2363,18195,11896,7059
,,,,2364,18195,11896,7059
,,,,2365,18195,11896,7059
,,,,2366,18195,11896,7059
,,,,2367,18195,11896,7059
,,,,2368,18195,11896,7059
,,,,2369,18195,11896,7059
,,,,2370,18195,11896,7059
,,,,2371,18195,11896,7059
,,,,2372,18195,11896,7059
,,,,2373,18195,11896,7059
,,,,2374,18195,11896,7059
,,,,2375,18195,11896,7059
,,,,2376,18195,11896,7059
,,,,2377,18195,11896,7059
,,,,2378,18195,11896,7059
,,,,2379,18195,11896,7059
,,,,2380,18195,11896,7059
,,,,2381,18195,11896,7059
,,,,2382,18195,11896,7059
,,,,2383,18195,11896,7059
,,,,2384,18195,11896,7059
,,,,2385,18195,11896,7059
,,,,2386,18195,11896,7059
,,,,2387,18195,11896,7059
,,,,2388,18195,11896,7059
,,,,2389,18195,11896,7059
,,,,2390,18195,11896,7059
,,,,2391,18195,11896,7059
,,,,2392,18195,11896,7059
,,,,2393,18195,11896,7059
,,,,2394,18195,11896,7059
,,,,2395,18195,11896,7059
,,,,2396,18195,11896,7059
,,,,2397,18195,11896,7059
,,,,2398,18195,11896,7059
,,,,2399,18195,11896,7059
,,,,2400,18195,11896,7059
,,,,2401,18195,11896,7059
,,,,2402,18195,11896,7059
,,,,2403,18195,11896,7059
,,,,2404,18195,11896,7059
,,,,2405,18195,11896,7059
,,,,2406,18195,11896,7059
,,,,2407,18195,11896,7059
,,,,2408,18195,11896,7059
,,,,2409,18195,11896,7059
,,,,2410,18195,11896,7059
,,,,2411,18195,11896,7059
,,,,2412,18195,11896,7059
,,,,2413,18195,11896,7059
,,,,2414,18195,11896,7059
,,,,2415,18195,11896,7059
,,,,2416,18195,11896,7059
,,,,2417,18195,11896,7059
,,,,2418,18195,11896,7059
,,,,2419,18195,11896,7059
,,,,2420,18195,11896,7059
,,,,2421,18195,11896,7059
,,,,2422,18195,11896,7059
,,,,2423,18195,11896,7059
,,,,2424,18195,11896,7059
,,,,2425,18195,11896,7059
,,,,2426,18195,11896,7059
,,,,2427,18195,11896,7059
,,,,2428,18195,11896,7059
,,,,2429,18195,11896,7059
,,,,2430,18195,11896,7059
,,,,2431,18195,11896,7059
,,,,2432,18195,11896,7059
,,,,2433,18195,11896,7059
,,,,2434,18195,11896,7059
,,,,2435,18195,11896,7059
,,,,2436,18195,11896,7059
,,,,2437,18195,11896,7059
,,,,2438,18195,11896,7059
,,,,2439,18195,11896,7059
,,,,2440,18195,11896,7059
,,,,2441,18195,11896,7059
,,,,2442,18195,11896,7059
,,,,2443,18195,11896,7059
,,,,2444,18195,11896,7059
,,,,2445,18195,11896,7059
,,,,2446,18195,11896,7059
,,,,2447,18195,11896,7059
,,,,2448,18195,11896,7059
,,,,2449,18195,11896,7059
,,,,2450,18195,11896,7059
,,,,2451,18195,11896,7059
,,,,2452,18195,11896,7059
,,,,2453,18195,11896,7059
,,,,2454,18195,11896,7059
,,,,2455,18195,11896,7059
,,,,2456,18195,11896,7059
,,,,2457,18195,11896,7059
,,,,2458,18195,11896,7059
,,,,2459,18195,11896,7059
,,,,2460,18195,11896,7059
,,,,2461,18195,11896,7059
,,,,2462,18195,11896,7059
,,,,2463,18195,11896,7059
,,,,2464,18195,11896,7059
,,,,2465,18195,11896,7059
,,,,2466,18195,11896,7059
,,,,2467,18195,11896,7059
,,,,2468,18195,11896,7059
,,,,2469,18195,11896,7059
,,,,2470,18195,11896,7059
,,,,2471,18195,11896,7059
,,,,2472,18195,11896,7059
,,,,2473,18195,11896,7059
,,,,2474,18195,11896,7059
,,,,2475,18195,11896,7059
,,,,2476,18195,11896,7059
,,,,2477,18195,11896,7059
,,,,2478,18195,11896,7059
,,,,2479,18195,11896,7059
,,,,2480,18195,11896,7059
,,,,2481,18195,11896,7059
,,,,2482,18195,11896,7059
,,,,2483,18195,11896,7059
,,,,2484,18195,11896,7059
,,,,2485,18195,11896,7059
,,,,2486,18195,11896,7059
,,,,2487,18195,11896,7059
,,,,2488,18195,11896,7059
,,,,2489,18195,11896,7059
,,,,2490,18195,11896,7059
,,,,2491,18195,11896,7059
,,,,2492,18195,11896,7059
,,,,2493,18195,11896,7059
,,,,2494,18195,11896,7059
,,,,2495,18195,11896,7059
,,,,2496,18195,11896,7059
,,,,2497,18195,11896,7059
,,,,2498,18195,11896,7059
,,,,2499,18195,11896,7059
,,,,2500,18195,11896,7059
,,,,2501,18195,11896,7059
,,,,2502,18195,11896,7059
,,,,2503,18195,11896,7059
,,,,2504,18195,11896,7059
,,,,2505,18195,11896,7059
,,,,2506,18195,11896,7059
,,,,2507,18195,11896,7059
,,,,2508,18195,11896,7059
,,,,2509,18195,11896,7059
,,,,2510,18195,11896,7059
,,,,2511,18195,11896,7059
,,,,2512,18195,11896,7059
,,,,2513,18195,11896,7059
,,,,2514,18195,11896,7059
,,,,2515,18195,11896,7059
,,,,2516,18195,11896,7059
,,,,2517,18195,11896,7059
,,,,2518,18195,11896,7059
,,,,2519,18195,11896,7059
,,,,2520,18195,11896,7059
,,,,2521,18195,11896,7059
,,,,2522,18195,11896,7059
,,,,2523,18195,11896,7059
,,,,2524,18195,11896,7059
,,,,2525,18195,11896,7059
,,,,2526,18195,11896,7059
,,,,2527,18195,11896,7059
,,,,2528,18195,11896,7059
,,,,2529,18195,11896,7059
,,,,2530,18195,11896,7059
,,,,2531,18195,11896,7059
,,,,2532,18195,11896,7059
,,,,2533,18195,11896,7059
,,,,2534,18195,11896,7059
,,,,2535,18195,11896,7059
,,,,2536,18195,11896,7059
,,,,2537,18195,11896,7059
,,,,2538,18195,11896,7059
,,,,2539,18195,11896,7059
,,,,2540,18195,11896,7059
,,,,2541,18195,11896,7059
,,,,2542,18195,11896,7059
,,,,2543,18195,11896,7059
,,,,2544,18195,11896,7059
,,,,2545,18195,11896,7059
,,,,2546,18195,11896,7059
,,,,2547,18195,11896,7059
,,,,2548,18195,11896,7059
,,,,2549,18195,11896,7059
,,,,2550,18195,11896,7059
,,,,2551,18195,11896,7059
,,,,2552,18195,11896,7059
,,,,2553,18195,11896,7059
,,,,2554,18195,11896,7059
,,,,2555,18195,11896,7059
,,,,2556,18195,11896,7059
,,,,2557,18195,11896,7059
,,,,2558,18195,11896,7059
,,,,2559,18195,11896,7059
,,,,2560,18195,11896,7059
,,,,2561,18195,11896,7059
,,,,2562,18195,11896,7059
,,,,2563,18195,11896,7059
,,,,2564,18195,11896,7059
,,,,2565,18195,11896,7059
,,,,2566,18195,11896,7059
,,,,2567,18195,11896,7059
,,,,2568,18195,11896,7059
,,,,2569,18195,11896,7059
,,,,2570,18195,11896,7059
,,,,2571,18195,11896,7059
,,,,2572,18195,11896,7059
,,,,2573,18195,11896,7059
,,,,2574,18195,11896,7059
,,,,2575,18195,11896,7059
,,,,2576,18195,11896,7059
,,,,2577,18195,11896,7059
,,,,2578,18195,11896,7059
,,,,2579,18195,11896,7059
,,,,2580,18195,11896,7059
,,,,2581,18195,11896,7059
,,,,2582,18195,11896,7059
,,,,2583,18195,11896,7059
,,,,2584,18195,11896,7059
,,,,2585,18195,11896,7059
,,,,2586,18195,11896,7059
,,,,2587,18195,11896,7059
,,,,2588,18195,11896,7059
,,,,2589,18195,11896,7059
,,,,2590,18195,11896,7059
,,,,2591,18195,11896,7059
,,,,2592,18195,11896,7059
,,,,2593,18195,11896,7059
,,,,2594,18195,11896,7059
,,,,2595,18195,11896,7059
,,,,2596,18195,11896,7059
,,,,2597,18195,11896,7059
,,,,2598,18195,11896,7059
,,,,2599,18195,11896,7059
,,,,2600,18195,11896,7059
,,,,2601,18195,11896,7059
,,,,2602,18195,11896,7059
,,,,2603,18195,11896,7059
,,,,2604,18195,11896,7059
,,,,2605,18195,11896,7059
,,,,2606,18195,11896,7059
,,,,2607,18195,11896,7059
,,,,2608,18195,11896,7059
,,,,2609,18195,11896,7059
,,,,2610,18195,11896,7059
,,,,2611,18195,11896,7059
,,,,2612,18195,11896,7059
,,,,2613,18195,11896,7059
,,,,2614,18195,11896,7059
,,,,2615,18195,11896,7059
,,,,2616,18195,11896,7059
,,,,2617,18195,11896,7059
,,,,2618,18195,11896,7059
,,,,2619,18195,11896,7059
,,,,2620,18195,11896,7059
,,,,2621,18195,11896,7059
,,,,2622,18195,11896,7059
,,,,2623,18195,11896,7059
,,,,2624,18195,11896,7059
,,,,2625,18195,11896,7059
,,,,2626,18195,11896,7059
,,,,2627,18195,11896,7059
,,,,2628,18195,11896,7059
,,,,2629,18195,11896,7059
,,,,2630,18195,11896,7059
,,,,2631,18195,11896,7059
,,,,2632,18195,11896,7059
,,,,2633,18195,11896,7059
,,,,2634,18195,11896,7059
,,,,2635,18195,11896,7059
,,,,2636,18195,11896,7059
,,,,2637,18195,11896,7059
,,,,2638,18195,11896,7059
,,,,2639,18195,11896,7059
,,,,2640,18195,11896,7059
,,,,2641,18195,11896,7059
,,,,2642,18195,11896,7059
,,,,2643,18195,11896,7059
,,,,2644,18195,11896,7059
,,,,2645,18195,11896,7059
,,,,2646,18195,11896,7059
,,,,2647,18195,11896,7059
,,,,2648,18195,11896,7059
,,,,2649,18195,11896,7059
,,,,2650,18195,11896,7059
,,,,2651,18195,11896,7059
,,,,2652,18195,11896,7059
,,,,2653,18195,11896,7059
,,,,2654,18195,11896,7059
,,,,2655,18195,11896,7059
,,,,2656,18195,11896,7059
,,,,2657,18195,11896,7059
,,,,2658,18195,11896,7059
,,,,2659,18195,11896,7059
,,,,2660,18195,11896,7059
,,,,2661,18195,11896,7059
,,,,2662,18195,11896,7059
,,,,2663,18195,11896,7059
,,,,2664,18195,11896,7059
,,,,2665,18195,11896,7059
,,,,2666,18195,11896,7059
,,,,2667,18195,11896,7059
,,,,2668,18195,11896,7059
,,,,2669,18195,11896,7059
,,,,2670,18195,11896,7059
,,,,2671,18195,11896,7059
,,,,2672,18195,11896,7059
,,,,2673,18195,11896,7059
,,,,2674,18195,11896,7059
,,,,2675,18195,11896,7059
,,,,2676,18195,11896,7059
,,,,2677,18195,11896,7059
,,,,2678,18195,11896,7059
,,,,2679,18195,11896,7059
,,,,2680,18195,11896,7059
,,,,2681,18195,11896,7059
,,,,2682,18195,11896,7059
,,,,2683,18195,11896,7059
,,,,2684,18195,11896,7059
,,,,2685,18195,11896,7059
,,,,2686,18195,11896,7059
,,,,2687,18195,11896,7059
,,,,2688,18195,11896,7059
,,,,2689,18195,11896,7059
,,,,2690,18195,11896,7059
,,,,2691,18195,11896,7059
,,,,2692,18195,11896,7059
,,,,2693,18195,11896,7059
,,,,2694,18195,11896,7059
,,,,2695,18195,11896,7059
,,,,2696,18195,11896,7059
,,,,2697,18195,11896,7059
,,,,2698,18195,11896,7059
,,,,2699,18195,11896,7059
,,,,2700,18195,11896,7059
,,,,2701,18195,11896,7059
,,,,2702,18195,11896,7059
,,,,2703,18195,11896,7059
,,,,2704,18195,11896,7059
,,,,2705,18195,11896,7059
,,,,2706,18195,11896,7059
,,,,2707,18195,11896,7059
,,,,2708,18195,11896,7059
,,,,2709,18195,11896,7059
,,,,2710,18195,11896,7059
,,,,2711,18195,11896,7059
,,,,2712,18195,11896,7059
,,,,2713,18195,11896,7059
,,,,2714,18195,11896,7059
,,,,2715,18195,11896,7059
,,,,2716,18195,11896,7059
,,,,2717,18195,11896,7059
,,,,2718,18195,11896,7059
