Conventional_ng_co2_per_mmbtu,Syn_ng_co2_per_mmbtu,Bio_ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,2287,51899,38971,19417
,,,2288,51899,38971,19417
,,,2289,51899,38971,19417
,,,2290,51899,38971,19417
,,,2291,51899,38971,19417
,,,2292,51899,38971,19417
,,,2293,51899,38971,19417
,,,2294,51899,38971,19417
,,,2295,51899,38971,19417
,,,2296,51899,38971,19417
,,,2297,51899,38971,19417
,,,2298,51899,38971,19417
,,,2299,51899,38971,19417
,,,2300,51899,38971,19417
,,,2301,51899,38971,19417
,,,2302,51899,38971,19417
,,,2303,51899,38971,19417
,,,2304,51899,38971,19417
,,,2305,51899,38971,19417
,,,2306,51899,38971,19417
,,,2307,51899,38971,19417
,,,2308,51899,38971,19417
,,,2309,51899,38971,19417
,,,2310,51899,38971,19417
,,,2311,51899,38971,19417
,,,2312,51899,38971,19417
,,,2313,51899,38971,19417
,,,2314,51899,38971,19417
,,,2315,51899,38971,19417
,,,2316,51899,38971,19417
,,,2317,51899,38971,19417
,,,2318,51899,38971,19417
,,,2319,51899,38971,19417
,,,2320,51899,38971,19417
,,,2321,51899,38971,19417
,,,2322,51899,38971,19417
,,,2323,51899,38971,19417
,,,2324,51899,38971,19417
,,,2325,51899,38971,19417
,,,2326,51899,38971,19417
,,,2327,51899,38971,19417
,,,2328,51899,38971,19417
,,,2329,51899,38971,19417
,,,2330,51899,38971,19417
,,,2331,51899,38971,19417
,,,2332,51899,38971,19417
,,,2333,51899,38971,19417
,,,2334,51899,38971,19417
,,,2335,51899,38971,19417
,,,2336,51899,38971,19417
,,,2337,51899,38971,19417
,,,2338,51899,38971,19417
,,,2339,51899,38971,19417
,,,2340,51899,38971,19417
,,,2341,51899,38971,19417
,,,2342,51899,38971,19417
,,,2343,51899,38971,19417
,,,2344,51899,38971,19417
,,,2345,51899,38971,19417
,,,2346,51899,38971,19417
,,,2347,51899,38971,19417
,,,2348,51899,38971,19417
,,,2349,51899,38971,19417
,,,2350,51899,38971,19417
,,,2351,51899,38971,19417
,,,2352,51899,38971,19417
,,,2353,51899,38971,19417
,,,2354,51899,38971,19417
,,,2355,51899,38971,19417
,,,2356,51899,38971,19417
,,,2357,51899,38971,19417
,,,2358,51899,38971,19417
,,,2359,51899,38971,19417
,,,2360,51899,38971,19417
,,,2361,51899,38971,19417
,,,2362,51899,38971,19417
,,,2363,51899,38971,19417
,,,2364,51899,38971,19417
,,,2365,51899,38971,19417
,,,2366,51899,38971,19417
,,,2367,51899,38971,19417
,,,2368,51899,38971,19417
,,,2369,51899,38971,19417
,,,2370,51899,38971,19417
,,,2371,51899,38971,19417
,,,2372,51899,38971,19417
,,,2373,51899,38971,19417
,,,2374,51899,38971,19417
,,,2375,51899,38971,19417
,,,2376,51899,38971,19417
,,,2377,51899,38971,19417
,,,2378,51899,38971,19417
,,,2379,51899,38971,19417
,,,2380,51899,38971,19417
,,,2381,51899,38971,19417
,,,2382,51899,38971,19417
,,,2383,51899,38971,19417
,,,2384,51899,38971,19417
,,,2385,51899,38971,19417
,,,2386,51899,38971,19417
,,,2387,51899,38971,19417
,,,2388,51899,38971,19417
,,,2389,51899,38971,19417
,,,2390,51899,38971,19417
,,,2391,51899,38971,19417
,,,2392,51899,38971,19417
,,,2393,51899,38971,19417
,,,2394,51899,38971,19417
,,,2395,51899,38971,19417
,,,2396,51899,38971,19417
,,,2397,51899,38971,19417
,,,2398,51899,38971,19417
,,,2399,51899,38971,19417
,,,2400,51899,38971,19417
,,,2401,51899,38971,19417
,,,2402,51899,38971,19417
,,,2403,51899,38971,19417
,,,2404,51899,38971,19417
,,,2405,51899,38971,19417
,,,2406,51899,38971,19417
,,,2407,51899,38971,19417
,,,2408,51899,38971,19417
,,,2409,51899,38971,19417
,,,2410,51899,38971,19417
,,,2411,51899,38971,19417
,,,2412,51899,38971,19417
,,,2413,51899,38971,19417
,,,2414,51899,38971,19417
,,,2415,51899,38971,19417
,,,2416,51899,38971,19417
,,,2417,51899,38971,19417
,,,2418,51899,38971,19417
,,,2419,51899,38971,19417
,,,2420,51899,38971,19417
,,,2421,51899,38971,19417
,,,2422,51899,38971,19417
,,,2423,51899,38971,19417
,,,2424,51899,38971,19417
,,,2425,51899,38971,19417
,,,2426,51899,38971,19417
,,,2427,51899,38971,19417
,,,2428,51899,38971,19417
,,,2429,51899,38971,19417
,,,2430,51899,38971,19417
,,,2431,51899,38971,19417
,,,2432,51899,38971,19417
,,,2433,51899,38971,19417
,,,2434,51899,38971,19417
,,,2435,51899,38971,19417
,,,2436,51899,38971,19417
,,,2437,51899,38971,19417
,,,2438,51899,38971,19417
,,,2439,51899,38971,19417
,,,2440,51899,38971,19417
,,,2441,51899,38971,19417
,,,2442,51899,38971,19417
,,,2443,51899,38971,19417
,,,2444,51899,38971,19417
,,,2445,51899,38971,19417
,,,2446,51899,38971,19417
,,,2447,51899,38971,19417
,,,2448,51899,38971,19417
,,,2449,51899,38971,19417
,,,2450,51899,38971,19417
,,,2451,51899,38971,19417
,,,2452,51899,38971,19417
,,,2453,51899,38971,19417
,,,2454,51899,38971,19417
,,,2455,51899,38971,19417
,,,2456,51899,38971,19417
,,,2457,51899,38971,19417
,,,2458,51899,38971,19417
,,,2459,51899,38971,19417
,,,2460,51899,38971,19417
,,,2461,51899,38971,19417
,,,2462,51899,38971,19417
,,,2463,51899,38971,19417
,,,2464,51899,38971,19417
,,,2465,51899,38971,19417
,,,2466,51899,38971,19417
,,,2467,51899,38971,19417
,,,2468,51899,38971,19417
,,,2469,51899,38971,19417
,,,2470,51899,38971,19417
,,,2471,51899,38971,19417
,,,2472,51899,38971,19417
,,,2473,51899,38971,19417
,,,2474,51899,38971,19417
,,,2475,51899,38971,19417
,,,2476,51899,38971,19417
,,,2477,51899,38971,19417
,,,2478,51899,38971,19417
,,,2479,51899,38971,19417
,,,2480,51899,38971,19417
,,,2481,51899,38971,19417
,,,2482,51899,38971,19417
,,,2483,51899,38971,19417
,,,2484,51899,38971,19417
,,,2485,51899,38971,19417
,,,2486,51899,38971,19417
,,,2487,51899,38971,19417
,,,2488,51899,38971,19417
,,,2489,51899,38971,19417
,,,2490,51899,38971,19417
,,,2491,51899,38971,19417
,,,2492,51899,38971,19417
,,,2493,51899,38971,19417
,,,2494,51899,38971,19417
,,,2495,51899,38971,19417
,,,2496,51899,38971,19417
,,,2497,51899,38971,19417
,,,2498,51899,38971,19417
,,,2499,51899,38971,19417
,,,2500,51899,38971,19417
,,,2501,51899,38971,19417
,,,2502,51899,38971,19417
,,,2503,51899,38971,19417
,,,2504,51899,38971,19417
,,,2505,51899,38971,19417
,,,2506,51899,38971,19417
,,,2507,51899,38971,19417
,,,2508,51899,38971,19417
,,,2509,51899,38971,19417
,,,2510,51899,38971,19417
,,,2511,51899,38971,19417
,,,2512,51899,38971,19417
,,,2513,51899,38971,19417
,,,2514,51899,38971,19417
,,,2515,51899,38971,19417
,,,2516,51899,38971,19417
,,,2517,51899,38971,19417
,,,2518,51899,38971,19417
,,,2519,51899,38971,19417
,,,2520,51899,38971,19417
,,,2521,51899,38971,19417
,,,2522,51899,38971,19417
,,,2523,51899,38971,19417
,,,2524,51899,38971,19417
,,,2525,51899,38971,19417
,,,2526,51899,38971,19417
,,,2527,51899,38971,19417
,,,2528,51899,38971,19417
,,,2529,51899,38971,19417
,,,2530,51899,38971,19417
,,,2531,51899,38971,19417
,,,2532,51899,38971,19417
,,,2533,51899,38971,19417
,,,2534,51899,38971,19417
,,,2535,51899,38971,19417
,,,2536,51899,38971,19417
,,,2537,51899,38971,19417
,,,2538,51899,38971,19417
,,,2539,51899,38971,19417
,,,2540,51899,38971,19417
,,,2541,51899,38971,19417
,,,2542,51899,38971,19417
,,,2543,51899,38971,19417
,,,2544,51899,38971,19417
,,,2545,51899,38971,19417
,,,2546,51899,38971,19417
,,,2547,51899,38971,19417
,,,2548,51899,38971,19417
,,,2549,51899,38971,19417
,,,2550,51899,38971,19417
,,,2551,51899,38971,19417
,,,2552,51899,38971,19417
,,,2553,51899,38971,19417
,,,2554,51899,38971,19417
,,,2555,51899,38971,19417
,,,2556,51899,38971,19417
,,,2557,51899,38971,19417
,,,2558,51899,38971,19417
,,,2559,51899,38971,19417
,,,2560,51899,38971,19417
,,,2561,51899,38971,19417
,,,2562,51899,38971,19417
,,,2563,51899,38971,19417
,,,2564,51899,38971,19417
,,,2565,51899,38971,19417
,,,2566,51899,38971,19417
,,,2567,51899,38971,19417
,,,2568,51899,38971,19417
,,,2569,51899,38971,19417
,,,2570,51899,38971,19417
,,,2571,51899,38971,19417
,,,2572,51899,38971,19417
,,,2573,51899,38971,19417
,,,2574,51899,38971,19417
,,,2575,51899,38971,19417
,,,2576,51899,38971,19417
,,,2577,51899,38971,19417
,,,2578,51899,38971,19417
,,,2579,51899,38971,19417
,,,2580,51899,38971,19417
,,,2581,51899,38971,19417
,,,2582,51899,38971,19417
,,,2583,51899,38971,19417
,,,2584,51899,38971,19417
,,,2585,51899,38971,19417
,,,2586,51899,38971,19417
,,,2587,51899,38971,19417
,,,2588,51899,38971,19417
,,,2589,51899,38971,19417
,,,2590,51899,38971,19417
,,,2591,51899,38971,19417
,,,2592,51899,38971,19417
,,,2593,51899,38971,19417
,,,2594,51899,38971,19417
,,,2595,51899,38971,19417
,,,2596,51899,38971,19417
,,,2597,51899,38971,19417
,,,2598,51899,38971,19417
,,,2599,51899,38971,19417
,,,2600,51899,38971,19417
,,,2601,51899,38971,19417
,,,2602,51899,38971,19417
,,,2603,51899,38971,19417
,,,2604,51899,38971,19417
,,,2605,51899,38971,19417
,,,2606,51899,38971,19417
,,,2607,51899,38971,19417
,,,2608,51899,38971,19417
,,,2609,51899,38971,19417
,,,2610,51899,38971,19417
,,,2611,51899,38971,19417
,,,2612,51899,38971,19417
,,,2613,51899,38971,19417
,,,2614,51899,38971,19417
,,,2615,51899,38971,19417
,,,2616,51899,38971,19417
,,,2617,51899,38971,19417
,,,2618,51899,38971,19417
,,,2619,51899,38971,19417
,,,2620,51899,38971,19417
,,,2621,51899,38971,19417
,,,2622,51899,38971,19417
,,,2623,51899,38971,19417
,,,2624,51899,38971,19417
,,,2625,51899,38971,19417
,,,2626,51899,38971,19417
,,,2627,51899,38971,19417
,,,2628,51899,38971,19417
,,,2629,51899,38971,19417
,,,2630,51899,38971,19417
,,,2631,51899,38971,19417
,,,2632,51899,38971,19417
,,,2633,51899,38971,19417
,,,2634,51899,38971,19417
,,,2635,51899,38971,19417
,,,2636,51899,38971,19417
,,,2637,51899,38971,19417
,,,2638,51899,38971,19417
,,,2639,51899,38971,19417
,,,2640,51899,38971,19417
,,,2641,51899,38971,19417
,,,2642,51899,38971,19417
,,,2643,51899,38971,19417
,,,2644,51899,38971,19417
,,,2645,51899,38971,19417
,,,2646,51899,38971,19417
,,,2647,51899,38971,19417
,,,2648,51899,38971,19417
,,,2649,51899,38971,19417
,,,2650,51899,38971,19417
,,,2651,51899,38971,19417
,,,2652,51899,38971,19417
,,,2653,51899,38971,19417
,,,2654,51899,38971,19417
,,,2655,51899,38971,19417
,,,2656,51899,38971,19417
,,,2657,51899,38971,19417
,,,2658,51899,38971,19417
,,,2659,51899,38971,19417
,,,2660,51899,38971,19417
,,,2661,51899,38971,19417
,,,2662,51899,38971,19417
,,,2663,51899,38971,19417
,,,2664,51899,38971,19417
,,,2665,51899,38971,19417
,,,2666,51899,38971,19417
,,,2667,51899,38971,19417
,,,2668,51899,38971,19417
,,,2669,51899,38971,19417
,,,2670,51899,38971,19417
,,,2671,51899,38971,19417
,,,2672,51899,38971,19417
,,,2673,51899,38971,19417
,,,2674,51899,38971,19417
,,,2675,51899,38971,19417
,,,2676,51899,38971,19417
,,,2677,51899,38971,19417
,,,2678,51899,38971,19417
,,,2679,51899,38971,19417
,,,2680,51899,38971,19417
,,,2681,51899,38971,19417
,,,2682,51899,38971,19417
,,,2683,51899,38971,19417
,,,2684,51899,38971,19417
,,,2685,51899,38971,19417
,,,2686,51899,38971,19417
,,,2687,51899,38971,19417
,,,2688,51899,38971,19417
,,,2689,51899,38971,19417
,,,2690,51899,38971,19417
,,,2691,51899,38971,19417
,,,2692,51899,38971,19417
,,,2693,51899,38971,19417
,,,2694,51899,38971,19417
,,,2695,51899,38971,19417
,,,2696,51899,38971,19417
,,,2697,51899,38971,19417
,,,2698,51899,38971,19417
,,,2699,51899,38971,19417
,,,2700,51899,38971,19417
,,,2701,51899,38971,19417
,,,2702,51899,38971,19417
,,,2703,51899,38971,19417
,,,2704,51899,38971,19417
,,,2705,51899,38971,19417
,,,2706,51899,38971,19417
,,,2707,51899,38971,19417
,,,2708,51899,38971,19417
,,,2709,51899,38971,19417
,,,2710,51899,38971,19417
,,,2711,51899,38971,19417
,,,2712,51899,38971,19417
,,,2713,51899,38971,19417
,,,2714,51899,38971,19417
,,,2715,51899,38971,19417
,,,2716,51899,38971,19417
,,,2717,51899,38971,19417
,,,2718,51899,38971,19417
,,,2719,51899,38971,19417
,,,2720,51899,38971,19417
,,,2721,51899,38971,19417
,,,2722,51899,38971,19417
,,,2723,51899,38971,19417
,,,2724,51899,38971,19417
,,,2725,51899,38971,19417
,,,2726,51899,38971,19417
,,,2727,51899,38971,19417
,,,2728,51899,38971,19417
,,,2729,51899,38971,19417
,,,2730,51899,38971,19417
,,,2731,51899,38971,19417
,,,2732,51899,38971,19417
,,,2733,51899,38971,19417
,,,2734,51899,38971,19417
,,,2735,51899,38971,19417
,,,2736,51899,38971,19417
,,,2737,51899,38971,19417
,,,2738,51899,38971,19417
,,,2739,51899,38971,19417
,,,2740,51899,38971,19417
,,,2741,51899,38971,19417
,,,2742,51899,38971,19417
,,,2743,51899,38971,19417
,,,2744,51899,38971,19417
,,,2745,51899,38971,19417
,,,2746,51899,38971,19417
,,,2747,51899,38971,19417
,,,2748,51899,38971,19417
,,,2749,51899,38971,19417
,,,2750,51899,38971,19417
,,,2751,51899,38971,19417
,,,2752,51899,38971,19417
,,,2753,51899,38971,19417
,,,2754,51899,38971,19417
,,,2755,51899,38971,19417
,,,2756,51899,38971,19417
,,,2757,51899,38971,19417
,,,2758,51899,38971,19417
,,,2759,51899,38971,19417
,,,2760,51899,38971,19417
,,,2761,51899,38971,19417
,,,2762,51899,38971,19417
,,,2763,51899,38971,19417
,,,2764,51899,38971,19417
,,,2765,51899,38971,19417
,,,2766,51899,38971,19417
,,,2767,51899,38971,19417
,,,2768,51899,38971,19417
,,,2769,51899,38971,19417
,,,2770,51899,38971,19417
,,,2771,51899,38971,19417
,,,2772,51899,38971,19417
,,,2773,51899,38971,19417
,,,2774,51899,38971,19417
,,,2775,51899,38971,19417
,,,2776,51899,38971,19417
,,,2777,51899,38971,19417
,,,2778,51899,38971,19417
,,,2779,51899,38971,19417
,,,2780,51899,38971,19417
,,,2781,51899,38971,19417
,,,2782,51899,38971,19417
,,,2783,51899,38971,19417
,,,2784,51899,38971,19417
,,,2785,51899,38971,19417
,,,2786,51899,38971,19417
,,,2787,51899,38971,19417
,,,2788,51899,38971,19417
,,,2789,51899,38971,19417
,,,2790,51899,38971,19417
,,,2791,51899,38971,19417
,,,2792,51899,38971,19417
,,,2793,51899,38971,19417
,,,2794,51899,38971,19417
,,,2795,51899,38971,19417
,,,2796,51899,38971,19417
,,,2797,51899,38971,19417
,,,2798,51899,38971,19417
,,,2799,51899,38971,19417
,,,2800,51899,38971,19417
,,,2801,51899,38971,19417
,,,2802,51899,38971,19417
,,,2803,51899,38971,19417
,,,2804,51899,38971,19417
,,,2805,51899,38971,19417
,,,2806,51899,38971,19417
,,,2807,51899,38971,19417
,,,2808,51899,38971,19417
,,,2809,51899,38971,19417
,,,2810,51899,38971,19417
,,,2811,51899,38971,19417
,,,2812,51899,38971,19417
,,,2813,51899,38971,19417
,,,2814,51899,38971,19417
,,,2815,51899,38971,19417
,,,2816,51899,38971,19417
,,,2817,51899,38971,19417
,,,2818,51899,38971,19417
,,,2819,51899,38971,19417
,,,2820,51899,38971,19417
,,,2821,51899,38971,19417
,,,2822,51899,38971,19417
,,,2823,51899,38971,19417
,,,2824,51899,38971,19417
,,,2825,51899,38971,19417
,,,2826,51899,38971,19417
,,,2827,51899,38971,19417
,,,2828,51899,38971,19417
,,,2829,51899,38971,19417
,,,2830,51899,38971,19417
,,,2831,51899,38971,19417
,,,2832,51899,38971,19417
,,,2833,51899,38971,19417
,,,2834,51899,38971,19417
,,,2835,51899,38971,19417
,,,2836,51899,38971,19417
,,,2837,51899,38971,19417
,,,2838,51899,38971,19417
,,,2839,51899,38971,19417
,,,2840,51899,38971,19417
,,,2841,51899,38971,19417
,,,2842,51899,38971,19417
,,,2843,51899,38971,19417
,,,2844,51899,38971,19417
,,,2845,51899,38971,19417
,,,2846,51899,38971,19417
,,,2847,51899,38971,19417
,,,2848,51899,38971,19417
,,,2849,51899,38971,19417
,,,2850,51899,38971,19417
,,,2851,51899,38971,19417
,,,2852,51899,38971,19417
,,,2853,51899,38971,19417
,,,2854,51899,38971,19417
,,,2855,51899,38971,19417
,,,2856,51899,38971,19417
,,,2857,51899,38971,19417
,,,2858,51899,38971,19417
,,,2859,51899,38971,19417
,,,2860,51899,38971,19417
,,,2861,51899,38971,19417
,,,2862,51899,38971,19417
,,,2863,51899,38971,19417
,,,2864,51899,38971,19417
,,,2865,51899,38971,19417
,,,2866,51899,38971,19417
,,,2867,51899,38971,19417
,,,2868,51899,38971,19417
,,,2869,51899,38971,19417
,,,2870,51899,38971,19417
,,,2871,51899,38971,19417
,,,2872,51899,38971,19417
,,,2873,51899,38971,19417
,,,2874,51899,38971,19417
,,,2875,51899,38971,19417
,,,2876,51899,38971,19417
,,,2877,51899,38971,19417
,,,2878,51899,38971,19417
,,,2879,51899,38971,19417
,,,2880,51899,38971,19417
,,,2881,51899,38971,19417
,,,2882,51899,38971,19417
,,,2883,51899,38971,19417
,,,2884,51899,38971,19417
,,,2885,51899,38971,19417
,,,2886,51899,38971,19417
,,,2887,51899,38971,19417
,,,2888,51899,38971,19417
,,,2889,51899,38971,19417
,,,2890,51899,38971,19417
,,,2891,51899,38971,19417
,,,2892,51899,38971,19417
,,,2893,51899,38971,19417
,,,2894,51899,38971,19417
,,,2895,51899,38971,19417
,,,2896,51899,38971,19417
,,,2897,51899,38971,19417
,,,2898,51899,38971,19417
,,,2899,51899,38971,19417
,,,2900,51899,38971,19417
,,,2901,51899,38971,19417
,,,2902,51899,38971,19417
,,,2903,51899,38971,19417
,,,2904,51899,38971,19417
,,,2905,51899,38971,19417
,,,2906,51899,38971,19417
,,,2907,51899,38971,19417
,,,2908,51899,38971,19417
,,,2909,51899,38971,19417
,,,2910,51899,38971,19417
,,,2911,51899,38971,19417
,,,2912,51899,38971,19417
,,,2913,51899,38971,19417
,,,2914,51899,38971,19417
,,,2915,51899,38971,19417
,,,2916,51899,38971,19417
,,,2917,51899,38971,19417
,,,2918,51899,38971,19417
,,,2919,51899,38971,19417
,,,2920,51899,38971,19417
,,,2921,51899,38971,19417
,,,2922,51899,38971,19417
,,,2923,51899,38971,19417
,,,2924,51899,38971,19417
,,,2925,51899,38971,19417
,,,2926,51899,38971,19417
,,,2927,51899,38971,19417
,,,2928,51899,38971,19417
,,,2929,51899,38971,19417
,,,2930,51899,38971,19417
,,,2931,51899,38971,19417
,,,2932,51899,38971,19417
,,,2933,51899,38971,19417
,,,2934,51899,38971,19417
,,,2935,51899,38971,19417
,,,2936,51899,38971,19417
,,,2937,51899,38971,19417
,,,2938,51899,38971,19417
,,,2939,51899,38971,19417
,,,2940,51899,38971,19417
,,,2941,51899,38971,19417
,,,2942,51899,38971,19417
,,,2943,51899,38971,19417
,,,2944,51899,38971,19417
,,,2945,51899,38971,19417
,,,2946,51899,38971,19417
,,,2947,51899,38971,19417
,,,2948,51899,38971,19417
,,,2949,51899,38971,19417
,,,2950,51899,38971,19417
,,,2951,51899,38971,19417
,,,2952,51899,38971,19417
,,,2953,51899,38971,19417
,,,2954,51899,38971,19417
,,,2955,51899,38971,19417
,,,2956,51899,38971,19417
,,,2957,51899,38971,19417
,,,2958,51899,38971,19417
,,,2959,51899,38971,19417
,,,2960,51899,38971,19417
,,,2961,51899,38971,19417
,,,2962,51899,38971,19417
,,,2963,51899,38971,19417
,,,2964,51899,38971,19417
,,,2965,51899,38971,19417
,,,2966,51899,38971,19417
,,,2967,51899,38971,19417
,,,2968,51899,38971,19417
,,,2969,51899,38971,19417
,,,2970,51899,38971,19417
,,,2971,51899,38971,19417
,,,2972,51899,38971,19417
,,,2973,51899,38971,19417
,,,2974,51899,38971,19417
,,,2975,51899,38971,19417
,,,2976,51899,38971,19417
,,,2977,51899,38971,19417
,,,2978,51899,38971,19417
,,,2979,51899,38971,19417
,,,2980,51899,38971,19417
,,,2981,51899,38971,19417
,,,2982,51899,38971,19417
,,,2983,51899,38971,19417
,,,2984,51899,38971,19417
,,,2985,51899,38971,19417
,,,2986,51899,38971,19417
,,,2987,51899,38971,19417
,,,2988,51899,38971,19417
,,,2989,51899,38971,19417
,,,2990,51899,38971,19417
,,,2991,51899,38971,19417
,,,2992,51899,38971,19417
,,,2993,51899,38971,19417
,,,2994,51899,38971,19417
,,,2995,51899,38971,19417
,,,2996,51899,38971,19417
,,,2997,51899,38971,19417
,,,2998,51899,38971,19417
,,,2999,51899,38971,19417
,,,3000,51899,38971,19417
,,,3001,51899,38971,19417
,,,3002,51899,38971,19417
,,,3003,51899,38971,19417
,,,3004,51899,38971,19417
,,,3005,51899,38971,19417
,,,3006,51899,38971,19417
,,,3007,51899,38971,19417
,,,3008,51899,38971,19417
,,,3009,51899,38971,19417
,,,3010,51899,38971,19417
,,,3011,51899,38971,19417
,,,3012,51899,38971,19417
,,,3013,51899,38971,19417
,,,3014,51899,38971,19417
,,,3015,51899,38971,19417
,,,3016,51899,38971,19417
,,,3017,51899,38971,19417
,,,3018,51899,38971,19417
,,,3019,51899,38971,19417
,,,3020,51899,38971,19417
,,,3021,51899,38971,19417
,,,3022,51899,38971,19417
,,,3023,51899,38971,19417
,,,3024,51899,38971,19417
,,,3025,51899,38971,19417
,,,3026,51899,38971,19417
,,,3027,51899,38971,19417
,,,3028,51899,38971,19417
,,,3029,51899,38971,19417
,,,3030,51899,38971,19417
,,,3031,51899,38971,19417
,,,3032,51899,38971,19417
,,,3033,51899,38971,19417
,,,3034,51899,38971,19417
,,,3035,51899,38971,19417
,,,3036,51899,38971,19417
,,,3037,51899,38971,19417
,,,3038,51899,38971,19417
,,,3039,51899,38971,19417
,,,3040,51899,38971,19417
,,,3041,51899,38971,19417
,,,3042,51899,38971,19417
,,,3043,51899,38971,19417
,,,3044,51899,38971,19417
,,,3045,51899,38971,19417
,,,3046,51899,38971,19417
,,,3047,51899,38971,19417
,,,3048,51899,38971,19417
,,,3049,51899,38971,19417
,,,3050,51899,38971,19417
,,,3051,51899,38971,19417
,,,3052,51899,38971,19417
,,,3053,51899,38971,19417
,,,3054,51899,38971,19417
,,,3055,51899,38971,19417
,,,3056,51899,38971,19417
,,,3057,51899,38971,19417
,,,3058,51899,38971,19417
,,,3059,51899,38971,19417
,,,3060,51899,38971,19417
,,,3061,51899,38971,19417
,,,3062,51899,38971,19417
,,,3063,51899,38971,19417
,,,3064,51899,38971,19417
,,,3065,51899,38971,19417
,,,3066,51899,38971,19417
,,,3067,51899,38971,19417
,,,3068,51899,38971,19417
,,,3069,51899,38971,19417
,,,3070,51899,38971,19417
,,,3071,51899,38971,19417
,,,3072,51899,38971,19417
,,,3073,51899,38971,19417
,,,3074,51899,38971,19417
,,,3075,51899,38971,19417
,,,3076,51899,38971,19417
,,,3077,51899,38971,19417
,,,3078,51899,38971,19417
,,,3079,51899,38971,19417
,,,3080,51899,38971,19417
,,,3081,51899,38971,19417
,,,3082,51899,38971,19417
,,,3083,51899,38971,19417
,,,3084,51899,38971,19417
,,,3085,51899,38971,19417
,,,3086,51899,38971,19417
,,,3087,51899,38971,19417
,,,3088,51899,38971,19417
,,,3089,51899,38971,19417
,,,3090,51899,38971,19417
,,,3091,51899,38971,19417
,,,3092,51899,38971,19417
,,,3093,51899,38971,19417
,,,3094,51899,38971,19417
,,,3095,51899,38971,19417
,,,3096,51899,38971,19417
,,,3097,51899,38971,19417
,,,3098,51899,38971,19417
,,,3099,51899,38971,19417
,,,3100,51899,38971,19417
,,,3101,51899,38971,19417
,,,3102,51899,38971,19417
,,,3103,51899,38971,19417
,,,3104,51899,38971,19417
,,,3105,51899,38971,19417
,,,3106,51899,38971,19417
,,,3107,51899,38971,19417
,,,3108,51899,38971,19417
,,,3109,51899,38971,19417
,,,3110,51899,38971,19417
,,,3111,51899,38971,19417
,,,3112,51899,38971,19417
,,,3113,51899,38971,19417
,,,3114,51899,38971,19417
,,,3115,51899,38971,19417
,,,3116,51899,38971,19417
,,,3117,51899,38971,19417
,,,3118,51899,38971,19417
,,,3119,51899,38971,19417
,,,3120,51899,38971,19417
,,,3121,51899,38971,19417
,,,3122,51899,38971,19417
,,,3123,51899,38971,19417
,,,3124,51899,38971,19417
,,,3125,51899,38971,19417
,,,3126,51899,38971,19417
,,,3127,51899,38971,19417
,,,3128,51899,38971,19417
,,,3129,51899,38971,19417
,,,3130,51899,38971,19417
,,,3131,51899,38971,19417
,,,3132,51899,38971,19417
,,,3133,51899,38971,19417
,,,3134,51899,38971,19417
,,,3135,51899,38971,19417
,,,3136,51899,38971,19417
,,,3137,51899,38971,19417
,,,3138,51899,38971,19417
,,,3139,51899,38971,19417
,,,3140,51899,38971,19417
,,,3141,51899,38971,19417
,,,3142,51899,38971,19417
,,,3143,51899,38971,19417
,,,3144,51899,38971,19417
,,,3145,51899,38971,19417
,,,3146,51899,38971,19417
,,,3147,51899,38971,19417
,,,3148,51899,38971,19417
,,,3149,51899,38971,19417
,,,3150,51899,38971,19417
,,,3151,51899,38971,19417
,,,3152,51899,38971,19417
,,,3153,51899,38971,19417
,,,3154,51899,38971,19417
,,,3155,51899,38971,19417
,,,3156,51899,38971,19417
,,,3157,51899,38971,19417
,,,3158,51899,38971,19417
,,,3159,51899,38971,19417
,,,3160,51899,38971,19417
,,,3161,51899,38971,19417
,,,3162,51899,38971,19417
,,,3163,51899,38971,19417
,,,3164,51899,38971,19417
,,,3165,51899,38971,19417
,,,3166,51899,38971,19417
,,,3167,51899,38971,19417
,,,3168,51899,38971,19417
,,,3169,51899,38971,19417
,,,3170,51899,38971,19417
,,,3171,51899,38971,19417
,,,3172,51899,38971,19417
,,,3173,51899,38971,19417
,,,3174,51899,38971,19417
,,,3175,51899,38971,19417
,,,3176,51899,38971,19417
,,,3177,51899,38971,19417
,,,3178,51899,38971,19417
,,,3179,51899,38971,19417
,,,3180,51899,38971,19417
,,,3181,51899,38971,19417
,,,3182,51899,38971,19417
,,,3183,51899,38971,19417
,,,3184,51899,38971,19417
,,,3185,51899,38971,19417
,,,3186,51899,38971,19417
,,,3187,51899,38971,19417
,,,3188,51899,38971,19417
,,,3189,51899,38971,19417
,,,3190,51899,38971,19417
,,,3191,51899,38971,19417
,,,3192,51899,38971,19417
,,,3193,51899,38971,19417
,,,3194,51899,38971,19417
,,,3195,51899,38971,19417
,,,3196,51899,38971,19417
,,,3197,51899,38971,19417
,,,3198,51899,38971,19417
,,,3199,51899,38971,19417
,,,3200,51899,38971,19417
,,,3201,51899,38971,19417
,,,3202,51899,38971,19417
,,,3203,51899,38971,19417
,,,3204,51899,38971,19417
,,,3205,51899,38971,19417
,,,3206,51899,38971,19417
,,,3207,51899,38971,19417
,,,3208,51899,38971,19417
,,,3209,51899,38971,19417
,,,3210,51899,38971,19417
,,,3211,51899,38971,19417
,,,3212,51899,38971,19417
