Conventional_ng_co2_per_mmbtu,Syn_ng_co2_per_mmbtu,Bio_ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,250,51899,38971,19417
,,,251,51899,38971,19417
,,,252,51899,38971,19417
,,,253,51899,38971,19417
,,,254,51899,38971,19417
,,,255,51899,38971,19417
,,,256,51899,38971,19417
,,,257,51899,38971,19417
,,,258,51899,38971,19417
,,,259,51899,38971,19417
,,,260,51899,38971,19417
,,,261,51899,38971,19417
,,,262,51899,38971,19417
,,,263,51899,38971,19417
,,,264,51899,38971,19417
,,,265,51899,38971,19417
,,,266,51899,38971,19417
,,,267,51899,38971,19417
,,,268,51899,38971,19417
,,,269,51899,38971,19417
,,,270,51899,38971,19417
,,,271,51899,38971,19417
,,,272,51899,38971,19417
,,,273,51899,38971,19417
,,,274,51899,38971,19417
,,,275,51899,38971,19417
,,,276,51899,38971,19417
,,,277,51899,38971,19417
,,,278,51899,38971,19417
,,,279,51899,38971,19417
,,,280,51899,38971,19417
,,,281,51899,38971,19417
,,,282,51899,38971,19417
,,,283,51899,38971,19417
,,,284,51899,38971,19417
,,,285,51899,38971,19417
,,,286,51899,38971,19417
,,,287,51899,38971,19417
,,,288,51899,38971,19417
,,,289,51899,38971,19417
,,,290,51899,38971,19417
,,,291,51899,38971,19417
,,,292,51899,38971,19417
,,,293,51899,38971,19417
,,,294,51899,38971,19417
,,,295,51899,38971,19417
,,,296,51899,38971,19417
,,,297,51899,38971,19417
,,,298,51899,38971,19417
,,,299,51899,38971,19417
,,,300,51899,38971,19417
,,,301,51899,38971,19417
,,,302,51899,38971,19417
,,,303,51899,38971,19417
,,,304,51899,38971,19417
,,,305,51899,38971,19417
,,,306,51899,38971,19417
,,,307,51899,38971,19417
,,,308,51899,38971,19417
,,,309,51899,38971,19417
,,,310,51899,38971,19417
,,,311,51899,38971,19417
,,,312,51899,38971,19417
,,,313,51899,38971,19417
,,,314,51899,38971,19417
,,,315,51899,38971,19417
,,,316,51899,38971,19417
,,,317,51899,38971,19417
,,,318,51899,38971,19417
,,,319,51899,38971,19417
,,,320,51899,38971,19417
,,,321,51899,38971,19417
,,,322,51899,38971,19417
,,,323,51899,38971,19417
,,,324,51899,38971,19417
,,,325,51899,38971,19417
,,,326,51899,38971,19417
,,,327,51899,38971,19417
,,,328,51899,38971,19417
,,,329,51899,38971,19417
,,,330,51899,38971,19417
,,,331,51899,38971,19417
,,,332,51899,38971,19417
,,,333,51899,38971,19417
,,,334,51899,38971,19417
,,,335,51899,38971,19417
,,,336,51899,38971,19417
,,,337,51899,38971,19417
,,,338,51899,38971,19417
,,,339,51899,38971,19417
,,,340,51899,38971,19417
,,,341,51899,38971,19417
,,,342,51899,38971,19417
,,,343,51899,38971,19417
,,,344,51899,38971,19417
,,,345,51899,38971,19417
,,,346,51899,38971,19417
,,,347,51899,38971,19417
,,,348,51899,38971,19417
,,,349,51899,38971,19417
,,,350,51899,38971,19417
,,,351,51899,38971,19417
,,,352,51899,38971,19417
,,,353,51899,38971,19417
,,,354,51899,38971,19417
,,,355,51899,38971,19417
,,,356,51899,38971,19417
,,,357,51899,38971,19417
,,,358,51899,38971,19417
,,,359,51899,38971,19417
,,,360,51899,38971,19417
,,,361,51899,38971,19417
,,,362,51899,38971,19417
,,,363,51899,38971,19417
,,,364,51899,38971,19417
,,,365,51899,38971,19417
,,,366,51899,38971,19417
,,,367,51899,38971,19417
,,,368,51899,38971,19417
,,,369,51899,38971,19417
,,,370,51899,38971,19417
,,,371,51899,38971,19417
,,,372,51899,38971,19417
,,,373,51899,38971,19417
,,,374,51899,38971,19417
,,,375,51899,38971,19417
,,,376,51899,38971,19417
,,,377,51899,38971,19417
,,,378,51899,38971,19417
,,,379,51899,38971,19417
,,,380,51899,38971,19417
,,,381,51899,38971,19417
,,,382,51899,38971,19417
,,,383,51899,38971,19417
,,,384,51899,38971,19417
,,,385,51899,38971,19417
,,,386,51899,38971,19417
,,,387,51899,38971,19417
,,,388,51899,38971,19417
,,,389,51899,38971,19417
,,,390,51899,38971,19417
,,,391,51899,38971,19417
,,,392,51899,38971,19417
,,,393,51899,38971,19417
,,,394,51899,38971,19417
,,,395,51899,38971,19417
,,,396,51899,38971,19417
,,,397,51899,38971,19417
,,,398,51899,38971,19417
,,,399,51899,38971,19417
,,,400,51899,38971,19417
,,,401,51899,38971,19417
,,,402,51899,38971,19417
,,,403,51899,38971,19417
,,,404,51899,38971,19417
,,,405,51899,38971,19417
,,,406,51899,38971,19417
,,,407,51899,38971,19417
,,,408,51899,38971,19417
,,,409,51899,38971,19417
,,,410,51899,38971,19417
,,,411,51899,38971,19417
,,,412,51899,38971,19417
,,,413,51899,38971,19417
,,,414,51899,38971,19417
,,,415,51899,38971,19417
,,,416,51899,38971,19417
,,,417,51899,38971,19417
,,,418,51899,38971,19417
,,,419,51899,38971,19417
,,,420,51899,38971,19417
,,,421,51899,38971,19417
,,,422,51899,38971,19417
,,,423,51899,38971,19417
,,,424,51899,38971,19417
,,,425,51899,38971,19417
,,,426,51899,38971,19417
,,,427,51899,38971,19417
,,,428,51899,38971,19417
,,,429,51899,38971,19417
,,,430,51899,38971,19417
,,,431,51899,38971,19417
,,,432,51899,38971,19417
,,,433,51899,38971,19417
,,,434,51899,38971,19417
,,,435,51899,38971,19417
,,,436,51899,38971,19417
,,,437,51899,38971,19417
,,,438,51899,38971,19417
,,,439,51899,38971,19417
,,,440,51899,38971,19417
,,,441,51899,38971,19417
,,,442,51899,38971,19417
,,,443,51899,38971,19417
,,,444,51899,38971,19417
,,,445,51899,38971,19417
,,,446,51899,38971,19417
,,,447,51899,38971,19417
,,,448,51899,38971,19417
,,,449,51899,38971,19417
,,,450,51899,38971,19417
,,,451,51899,38971,19417
,,,452,51899,38971,19417
,,,453,51899,38971,19417
,,,454,51899,38971,19417
,,,455,51899,38971,19417
,,,456,51899,38971,19417
,,,457,51899,38971,19417
,,,458,51899,38971,19417
,,,459,51899,38971,19417
,,,460,51899,38971,19417
,,,461,51899,38971,19417
,,,462,51899,38971,19417
,,,463,51899,38971,19417
,,,464,51899,38971,19417
,,,465,51899,38971,19417
,,,466,51899,38971,19417
,,,467,51899,38971,19417
,,,468,51899,38971,19417
,,,469,51899,38971,19417
,,,470,51899,38971,19417
,,,471,51899,38971,19417
,,,472,51899,38971,19417
,,,473,51899,38971,19417
,,,474,51899,38971,19417
,,,475,51899,38971,19417
,,,476,51899,38971,19417
,,,477,51899,38971,19417
,,,478,51899,38971,19417
,,,479,51899,38971,19417
,,,480,51899,38971,19417
,,,481,51899,38971,19417
,,,482,51899,38971,19417
,,,483,51899,38971,19417
,,,484,51899,38971,19417
,,,485,51899,38971,19417
,,,486,51899,38971,19417
,,,487,51899,38971,19417
,,,488,51899,38971,19417
,,,489,51899,38971,19417
,,,490,51899,38971,19417
,,,491,51899,38971,19417
,,,492,51899,38971,19417
,,,493,51899,38971,19417
,,,494,51899,38971,19417
,,,495,51899,38971,19417
,,,496,51899,38971,19417
,,,497,51899,38971,19417
,,,498,51899,38971,19417
,,,499,51899,38971,19417
,,,500,51899,38971,19417
,,,501,51899,38971,19417
,,,502,51899,38971,19417
,,,503,51899,38971,19417
,,,504,51899,38971,19417
,,,505,51899,38971,19417
,,,506,51899,38971,19417
,,,507,51899,38971,19417
,,,508,51899,38971,19417
,,,509,51899,38971,19417
,,,510,51899,38971,19417
,,,511,51899,38971,19417
,,,512,51899,38971,19417
,,,513,51899,38971,19417
,,,514,51899,38971,19417
,,,515,51899,38971,19417
,,,516,51899,38971,19417
,,,517,51899,38971,19417
,,,518,51899,38971,19417
,,,519,51899,38971,19417
,,,520,51899,38971,19417
,,,521,51899,38971,19417
,,,522,51899,38971,19417
,,,523,51899,38971,19417
,,,524,51899,38971,19417
,,,525,51899,38971,19417
,,,526,51899,38971,19417
,,,527,51899,38971,19417
,,,528,51899,38971,19417
,,,529,51899,38971,19417
,,,530,51899,38971,19417
,,,531,51899,38971,19417
,,,532,51899,38971,19417
,,,533,51899,38971,19417
,,,534,51899,38971,19417
,,,535,51899,38971,19417
,,,536,51899,38971,19417
,,,537,51899,38971,19417
,,,538,51899,38971,19417
,,,539,51899,38971,19417
,,,540,51899,38971,19417
,,,541,51899,38971,19417
,,,542,51899,38971,19417
,,,543,51899,38971,19417
,,,544,51899,38971,19417
,,,545,51899,38971,19417
,,,546,51899,38971,19417
,,,547,51899,38971,19417
,,,548,51899,38971,19417
,,,549,51899,38971,19417
,,,550,51899,38971,19417
,,,551,51899,38971,19417
,,,552,51899,38971,19417
,,,553,51899,38971,19417
,,,554,51899,38971,19417
,,,555,51899,38971,19417
,,,556,51899,38971,19417
,,,557,51899,38971,19417
,,,558,51899,38971,19417
,,,559,51899,38971,19417
,,,560,51899,38971,19417
,,,561,51899,38971,19417
,,,562,51899,38971,19417
,,,563,51899,38971,19417
,,,564,51899,38971,19417
,,,565,51899,38971,19417
,,,566,51899,38971,19417
,,,567,51899,38971,19417
,,,568,51899,38971,19417
,,,569,51899,38971,19417
,,,570,51899,38971,19417
,,,571,51899,38971,19417
,,,572,51899,38971,19417
,,,573,51899,38971,19417
,,,574,51899,38971,19417
,,,575,51899,38971,19417
,,,576,51899,38971,19417
,,,577,51899,38971,19417
,,,578,51899,38971,19417
,,,579,51899,38971,19417
,,,580,51899,38971,19417
,,,581,51899,38971,19417
,,,582,51899,38971,19417
,,,583,51899,38971,19417
,,,584,51899,38971,19417
,,,585,51899,38971,19417
,,,586,51899,38971,19417
,,,587,51899,38971,19417
,,,588,51899,38971,19417
,,,589,51899,38971,19417
,,,590,51899,38971,19417
,,,591,51899,38971,19417
,,,592,51899,38971,19417
,,,593,51899,38971,19417
,,,594,51899,38971,19417
,,,595,51899,38971,19417
,,,596,51899,38971,19417
,,,597,51899,38971,19417
,,,598,51899,38971,19417
,,,599,51899,38971,19417
,,,600,51899,38971,19417
,,,601,51899,38971,19417
,,,602,51899,38971,19417
,,,603,51899,38971,19417
,,,604,51899,38971,19417
,,,605,51899,38971,19417
,,,606,51899,38971,19417
,,,607,51899,38971,19417
,,,608,51899,38971,19417
,,,609,51899,38971,19417
,,,610,51899,38971,19417
,,,611,51899,38971,19417
,,,612,51899,38971,19417
,,,613,51899,38971,19417
,,,614,51899,38971,19417
,,,615,51899,38971,19417
,,,616,51899,38971,19417
,,,617,51899,38971,19417
,,,618,51899,38971,19417
,,,619,51899,38971,19417
,,,620,51899,38971,19417
,,,621,51899,38971,19417
,,,622,51899,38971,19417
,,,623,51899,38971,19417
,,,624,51899,38971,19417
,,,625,51899,38971,19417
,,,626,51899,38971,19417
,,,627,51899,38971,19417
,,,628,51899,38971,19417
,,,629,51899,38971,19417
,,,630,51899,38971,19417
,,,631,51899,38971,19417
,,,632,51899,38971,19417
,,,633,51899,38971,19417
,,,634,51899,38971,19417
,,,635,51899,38971,19417
,,,636,51899,38971,19417
,,,637,51899,38971,19417
,,,638,51899,38971,19417
,,,639,51899,38971,19417
,,,640,51899,38971,19417
,,,641,51899,38971,19417
,,,642,51899,38971,19417
,,,643,51899,38971,19417
,,,644,51899,38971,19417
,,,645,51899,38971,19417
,,,646,51899,38971,19417
,,,647,51899,38971,19417
,,,648,51899,38971,19417
,,,649,51899,38971,19417
,,,650,51899,38971,19417
,,,651,51899,38971,19417
,,,652,51899,38971,19417
,,,653,51899,38971,19417
,,,654,51899,38971,19417
,,,655,51899,38971,19417
,,,656,51899,38971,19417
,,,657,51899,38971,19417
,,,658,51899,38971,19417
,,,659,51899,38971,19417
,,,660,51899,38971,19417
,,,661,51899,38971,19417
,,,662,51899,38971,19417
,,,663,51899,38971,19417
,,,664,51899,38971,19417
,,,665,51899,38971,19417
,,,666,51899,38971,19417
,,,667,51899,38971,19417
,,,668,51899,38971,19417
,,,669,51899,38971,19417
,,,670,51899,38971,19417
,,,671,51899,38971,19417
,,,672,51899,38971,19417
,,,673,51899,38971,19417
,,,674,51899,38971,19417
,,,675,51899,38971,19417
,,,676,51899,38971,19417
,,,677,51899,38971,19417
,,,678,51899,38971,19417
,,,679,51899,38971,19417
,,,680,51899,38971,19417
,,,681,51899,38971,19417
,,,682,51899,38971,19417
,,,683,51899,38971,19417
,,,684,51899,38971,19417
,,,685,51899,38971,19417
,,,686,51899,38971,19417
,,,687,51899,38971,19417
,,,688,51899,38971,19417
,,,689,51899,38971,19417
,,,690,51899,38971,19417
,,,691,51899,38971,19417
,,,692,51899,38971,19417
,,,693,51899,38971,19417
,,,694,51899,38971,19417
,,,695,51899,38971,19417
,,,696,51899,38971,19417
,,,697,51899,38971,19417
,,,698,51899,38971,19417
,,,699,51899,38971,19417
,,,700,51899,38971,19417
,,,701,51899,38971,19417
,,,702,51899,38971,19417
,,,703,51899,38971,19417
,,,704,51899,38971,19417
,,,705,51899,38971,19417
,,,706,51899,38971,19417
,,,707,51899,38971,19417
,,,708,51899,38971,19417
,,,709,51899,38971,19417
,,,710,51899,38971,19417
,,,711,51899,38971,19417
,,,712,51899,38971,19417
,,,713,51899,38971,19417
,,,714,51899,38971,19417
,,,715,51899,38971,19417
,,,716,51899,38971,19417
,,,717,51899,38971,19417
,,,718,51899,38971,19417
,,,719,51899,38971,19417
,,,720,51899,38971,19417
,,,721,51899,38971,19417
,,,722,51899,38971,19417
,,,723,51899,38971,19417
,,,724,51899,38971,19417
,,,725,51899,38971,19417
,,,726,51899,38971,19417
,,,727,51899,38971,19417
,,,728,51899,38971,19417
,,,729,51899,38971,19417
,,,730,51899,38971,19417
,,,731,51899,38971,19417
,,,732,51899,38971,19417
,,,733,51899,38971,19417
,,,734,51899,38971,19417
,,,735,51899,38971,19417
,,,736,51899,38971,19417
,,,737,51899,38971,19417
,,,738,51899,38971,19417
,,,739,51899,38971,19417
,,,740,51899,38971,19417
,,,741,51899,38971,19417
,,,742,51899,38971,19417
,,,743,51899,38971,19417
,,,744,51899,38971,19417
,,,745,51899,38971,19417
,,,746,51899,38971,19417
,,,747,51899,38971,19417
,,,748,51899,38971,19417
,,,749,51899,38971,19417
,,,750,51899,38971,19417
,,,751,51899,38971,19417
,,,752,51899,38971,19417
,,,753,51899,38971,19417
,,,754,51899,38971,19417
,,,755,51899,38971,19417
,,,756,51899,38971,19417
,,,757,51899,38971,19417
,,,758,51899,38971,19417
,,,759,51899,38971,19417
,,,760,51899,38971,19417
,,,761,51899,38971,19417
,,,762,51899,38971,19417
,,,763,51899,38971,19417
,,,764,51899,38971,19417
,,,765,51899,38971,19417
,,,766,51899,38971,19417
,,,767,51899,38971,19417
,,,768,51899,38971,19417
,,,769,51899,38971,19417
,,,770,51899,38971,19417
,,,771,51899,38971,19417
,,,772,51899,38971,19417
,,,773,51899,38971,19417
,,,774,51899,38971,19417
,,,775,51899,38971,19417
,,,776,51899,38971,19417
,,,777,51899,38971,19417
,,,778,51899,38971,19417
,,,779,51899,38971,19417
,,,780,51899,38971,19417
,,,781,51899,38971,19417
,,,782,51899,38971,19417
,,,783,51899,38971,19417
,,,784,51899,38971,19417
,,,785,51899,38971,19417
,,,786,51899,38971,19417
,,,787,51899,38971,19417
,,,788,51899,38971,19417
,,,789,51899,38971,19417
,,,790,51899,38971,19417
,,,791,51899,38971,19417
,,,792,51899,38971,19417
,,,793,51899,38971,19417
,,,794,51899,38971,19417
,,,795,51899,38971,19417
,,,796,51899,38971,19417
,,,797,51899,38971,19417
,,,798,51899,38971,19417
,,,799,51899,38971,19417
,,,800,51899,38971,19417
,,,801,51899,38971,19417
,,,802,51899,38971,19417
,,,803,51899,38971,19417
,,,804,51899,38971,19417
,,,805,51899,38971,19417
,,,806,51899,38971,19417
,,,807,51899,38971,19417
,,,808,51899,38971,19417
,,,809,51899,38971,19417
,,,810,51899,38971,19417
,,,811,51899,38971,19417
,,,812,51899,38971,19417
,,,813,51899,38971,19417
,,,814,51899,38971,19417
,,,815,51899,38971,19417
,,,816,51899,38971,19417
,,,817,51899,38971,19417
,,,818,51899,38971,19417
,,,819,51899,38971,19417
,,,820,51899,38971,19417
,,,821,51899,38971,19417
,,,822,51899,38971,19417
,,,823,51899,38971,19417
,,,824,51899,38971,19417
,,,825,51899,38971,19417
,,,826,51899,38971,19417
,,,827,51899,38971,19417
,,,828,51899,38971,19417
,,,829,51899,38971,19417
,,,830,51899,38971,19417
,,,831,51899,38971,19417
,,,832,51899,38971,19417
,,,833,51899,38971,19417
,,,834,51899,38971,19417
,,,835,51899,38971,19417
,,,836,51899,38971,19417
,,,837,51899,38971,19417
,,,838,51899,38971,19417
,,,839,51899,38971,19417
,,,840,51899,38971,19417
,,,841,51899,38971,19417
,,,842,51899,38971,19417
,,,843,51899,38971,19417
,,,844,51899,38971,19417
,,,845,51899,38971,19417
,,,846,51899,38971,19417
,,,847,51899,38971,19417
,,,848,51899,38971,19417
,,,849,51899,38971,19417
,,,850,51899,38971,19417
,,,851,51899,38971,19417
,,,852,51899,38971,19417
,,,853,51899,38971,19417
,,,854,51899,38971,19417
,,,855,51899,38971,19417
,,,856,51899,38971,19417
,,,857,51899,38971,19417
,,,858,51899,38971,19417
,,,859,51899,38971,19417
,,,860,51899,38971,19417
,,,861,51899,38971,19417
,,,862,51899,38971,19417
,,,863,51899,38971,19417
,,,864,51899,38971,19417
,,,865,51899,38971,19417
,,,866,51899,38971,19417
,,,867,51899,38971,19417
,,,868,51899,38971,19417
,,,869,51899,38971,19417
,,,870,51899,38971,19417
,,,871,51899,38971,19417
,,,872,51899,38971,19417
,,,873,51899,38971,19417
,,,874,51899,38971,19417
,,,875,51899,38971,19417
,,,876,51899,38971,19417
,,,877,51899,38971,19417
,,,878,51899,38971,19417
,,,879,51899,38971,19417
,,,880,51899,38971,19417
,,,881,51899,38971,19417
,,,882,51899,38971,19417
,,,883,51899,38971,19417
,,,884,51899,38971,19417
,,,885,51899,38971,19417
,,,886,51899,38971,19417
,,,887,51899,38971,19417
,,,888,51899,38971,19417
,,,889,51899,38971,19417
,,,890,51899,38971,19417
,,,891,51899,38971,19417
,,,892,51899,38971,19417
,,,893,51899,38971,19417
,,,894,51899,38971,19417
,,,895,51899,38971,19417
,,,896,51899,38971,19417
,,,897,51899,38971,19417
,,,898,51899,38971,19417
,,,899,51899,38971,19417
,,,900,51899,38971,19417
,,,901,51899,38971,19417
,,,902,51899,38971,19417
,,,903,51899,38971,19417
,,,904,51899,38971,19417
,,,905,51899,38971,19417
,,,906,51899,38971,19417
,,,907,51899,38971,19417
,,,908,51899,38971,19417
,,,909,51899,38971,19417
,,,910,51899,38971,19417
,,,911,51899,38971,19417
,,,912,51899,38971,19417
,,,913,51899,38971,19417
,,,914,51899,38971,19417
,,,915,51899,38971,19417
,,,916,51899,38971,19417
,,,917,51899,38971,19417
,,,918,51899,38971,19417
,,,919,51899,38971,19417
,,,920,51899,38971,19417
,,,921,51899,38971,19417
,,,922,51899,38971,19417
,,,923,51899,38971,19417
,,,924,51899,38971,19417
,,,925,51899,38971,19417
,,,926,51899,38971,19417
,,,927,51899,38971,19417
,,,928,51899,38971,19417
,,,929,51899,38971,19417
,,,930,51899,38971,19417
,,,931,51899,38971,19417
,,,932,51899,38971,19417
,,,933,51899,38971,19417
,,,934,51899,38971,19417
,,,935,51899,38971,19417
,,,936,51899,38971,19417
,,,937,51899,38971,19417
,,,938,51899,38971,19417
,,,939,51899,38971,19417
,,,940,51899,38971,19417
,,,941,51899,38971,19417
,,,942,51899,38971,19417
,,,943,51899,38971,19417
,,,944,51899,38971,19417
,,,945,51899,38971,19417
,,,946,51899,38971,19417
,,,947,51899,38971,19417
,,,948,51899,38971,19417
,,,949,51899,38971,19417
,,,950,51899,38971,19417
,,,951,51899,38971,19417
,,,952,51899,38971,19417
,,,953,51899,38971,19417
,,,954,51899,38971,19417
,,,955,51899,38971,19417
,,,956,51899,38971,19417
,,,957,51899,38971,19417
,,,958,51899,38971,19417
,,,959,51899,38971,19417
,,,960,51899,38971,19417
,,,961,51899,38971,19417
,,,962,51899,38971,19417
,,,963,51899,38971,19417
,,,964,51899,38971,19417
,,,965,51899,38971,19417
,,,966,51899,38971,19417
,,,967,51899,38971,19417
,,,968,51899,38971,19417
,,,969,51899,38971,19417
,,,970,51899,38971,19417
,,,971,51899,38971,19417
,,,972,51899,38971,19417
,,,973,51899,38971,19417
,,,974,51899,38971,19417
,,,975,51899,38971,19417
,,,976,51899,38971,19417
,,,977,51899,38971,19417
,,,978,51899,38971,19417
,,,979,51899,38971,19417
,,,980,51899,38971,19417
,,,981,51899,38971,19417
,,,982,51899,38971,19417
,,,983,51899,38971,19417
,,,984,51899,38971,19417
,,,985,51899,38971,19417
