Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,2.4855156104380817e-5,4.092487814276958,4.092462959120854
Fuel_cell_1.0,1.0,0,8.844559096076871e-6,0.04030139637890265,0.04029255181980657
CCGT-H2_2.0,2.0,0,2.4854098055834936e-5,1236.602988069644,1236.602963215546
Fuel_cell_2.0,2.0,0,8.84983260282578e-6,0.04294632607273729,0.04293747624013446
CCGT-H2_3.0,3.0,0,2.4830511723597847e-5,196.70229871771068,196.70227388719894
Fuel_cell_3.0,3.0,0,8.849977170139707e-6,0.04179807076571563,0.04178922078854549
CCGT-H2_4.0,4.0,0,2.484837480051955e-5,206.3120410860569,206.3120162376821
Fuel_cell_4.0,4.0,0,8.85278256519206e-6,0.04162931294211955,0.04162046015955436
CCGT-H2_5.0,5.0,0,2.4852061845636185e-5,0.26501269158910257,0.2649878395272569
Fuel_cell_5.0,5.0,0,8.873986315709436e-6,0.034387754936735224,0.034378880950419514
CCGT-H2_6.0,6.0,0,2.478194781983529e-5,1165.9926725899568,1165.992647808009
Fuel_cell_6.0,6.0,0,8.872422420536515e-6,0.04262129893669396,0.042612426514273424
CCGT-H2_7.0,7.0,0,2.4844065111693233e-5,11721.20943633861,11721.209411494545
Fuel_cell_7.0,7.0,0,8.851881132549344e-6,0.045341668581236026,0.04533281670010348
CCGT-H2_8.0,8.0,0,2.4843503033454825e-5,12815.324148417145,12815.324123573642
Fuel_cell_8.0,8.0,0,8.85210363528904e-6,0.04836665036931073,0.04835779826567544
CCGT-H2_9.0,9.0,0,2.4849131503854263e-5,0.10802771879622988,0.10800286966472603
Fuel_cell_9.0,9.0,0,8.860314856405428e-6,0.016989919585597587,0.016981059270741183
CCGT-H2_10.0,10.0,0,2.4809401039982465e-5,73.85735344672004,73.857328637319
Fuel_cell_10.0,10.0,0,8.869767777804276e-6,0.04335291395416195,0.04334404418638415
Total,n/a,0,0.0003369458786113178,27420.86420220303,27420.863865257146
