Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1,1,2000,1,8760,1,1,8936.480641,52272.96487,2963.416625,2263.224777,58628.00786,1097.331577,44699.32408,15817.10934,14687.07357,15343.82546
,2,0.9,0.04,1800,,,,2,8437.556316,50386.90534,2783.253055,2125.629996,55927.19056,1077.782708,43903.00943,15056.50713,14506.6974,15078.1612
,3,0.55,0.024,1100,,,,3,8040.661505,48594.65758,2662.600527,2033.485077,52556.15013,1012.497257,41243.63498,14319.45728,14345.71653,14853.29183
,4,0.2,0.003,400,,,,4,7712.591491,46818.16424,2524.646794,1928.126855,49962.2248,928.5268939,37823.1388,13634.57337,14259.60284,14534.69902
,,,,,,,,5,7571.235488,44973.51901,2464.95416,1882.538311,48637.89248,854.179898,34794.64629,13320.98526,14199.6728,14640.97002
,,,,,,,,6,7481.914537,41729.75583,2556.077186,1952.130917,47795.31756,814.3898767,33173.8171,13327.43195,14450.06733,14826.84079
,,,,,,,,7,7059.699734,39958.47331,2605.125597,1989.59024,46419.80115,797.9825311,32505.47102,13417.45706,14833.90213,14925.05496
,,,,,,,,8,7137.242165,40981.23778,2568.440707,1961.573203,45980.39121,805.4079283,32807.94134,13916.2126,15176.22893,15190.71921
,,,,,,,,9,7345.382375,43880.52315,2704.582409,2065.54754,47728.51537,825.2086797,33614.51633,14482.85431,15422.54906,15322.05884
,,,,,,,,10,7893.836139,48472.45571,2965.63433,2264.918484,50411.43417,923.8744011,37633.62153,15745.46339,15953.78457,15963.03075
,,,,,,,,11,8222.371176,52607.24816,2983.569165,2278.615702,52344.85533,1008.353527,41074.84198,16597.50411,16378.54133,16344.11468
,,,,,,,,12,8502.95234,54450.11899,3016.993175,2304.142336,55078.94757,1072.425761,43684.79651,16953.56015,16463.88059,16600.82396
,,,,,,,,13,8371.334266,54512.81314,3008.840978,2297.916327,52481.57105,1114.655336,45404.99986,16914.76805,16539.52221,16668.48377
,,,,,,,,14,8205.026158,54454.64244,3036.558449,2319.084755,50696.41604,1121.251112,45673.67593,16724.96386,16690.80544,16984.89288
,,,,,,,,15,8155.031696,55241.39331,3111.55867,2376.36403,49983.33413,1130.098228,46034.05935,16531.00337,17139.80632,17672.43595
,,,,,,,,16,8138.151701,56932.87962,3373.062629,2576.080206,50119.35459,1137.831386,46349.06616,16725.86882,17413.47519,18105.06603
,,,,,,,,17,8931.941322,61143.39852,3664.096089,2798.348697,55695.62063,1269.84898,51726.74537,18919.00778,17595.79089,18324.96041
,,,,,,,,18,9212.522486,62916.15232,3638.009056,2778.425471,57989.98603,1339.392723,54559.57949,19370.65863,17366.92651,18186.6558
,,,,,,,,19,9134.980056,61609.81288,3426.867133,2617.17186,58507.43411,1305.150368,53164.73206,19155.91666,17134.18307,17839.40178
,,,,,,,,20,9086.838798,60710.95356,3262.872733,2491.925823,58381.68087,1286.271934,52395.72724,18919.03576,17006.36605,17546.16816
,,,,,,,,21,8921.550986,59346.96594,3129.176689,2389.81929,56259.11491,1220.919063,49733.60651,18030.97381,16619.43009,16945.18985
,,,,,,,,22,9423.536196,59244.99314,2884.610756,2203.039046,59769.98358,1151.366893,46900.42915,17022.37927,16367.29137,16329.28657
,,,,,,,,23,9479.652429,54921.50169,2698.740647,2061.08606,58477.62109,1067.812272,43496.86805,15826.7514,15773.79562,15654.67847
,,,,,,,,24,9294.881873,54839.26487,3221.524481,2460.347275,57922.40073,1048.508409,42710.53358,15373.31859,15641.70886,15860.32586
,,,,,,,,25,8785.883835,52207.93551,3159.214878,2412.760098,57546.51774,1036.677277,42228.59756,14447.4906,15351.25948,15503.027
,,,,,,,,26,8428.780534,51319.73027,3111.11691,2376.02665,55558.28152,1021.916996,41627.34394,14047.10074,15137.91133,15368.70238
