Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1,Load_H2_MW_z2,Load_H2_MW_z3,Load_H2_MW_z4,Load_H2_MW_z5,Load_H2_MW_z6,Load_H2_MW_z7,Load_H2_MW_z8,Load_H2_MW_z9,Load_H2_MW_z10
,,,,,,,128,40.137052618960006,696.8221348594001,14.329205680020001,10.94352140332,279.52829999908005,13.671685814160002,556.9101689976001,125.10797324278,49.09528672994,101.11798224088001
,,,,,,,129,40.137052618960006,696.8221348594001,14.329205680020001,10.94352140332,279.52829999908005,13.671685814160002,556.9101689976001,125.10797324278,49.09528672994,101.11798224088001
,,,,,,,130,120.41115785688,2090.4664041844003,42.98761700068,32.83056424934001,838.5849000760002,41.0150574031,1670.7305073866,375.32391968896,147.28586015044002,303.35394668326
,,,,,,,131,120.41115785688,2090.4664041844003,42.98761700068,32.83056424934001,838.5849000760002,41.0150574031,1670.7305073866,375.32391968896,147.28586015044002,303.35394668326
,,,,,,,132,120.41115785688,2090.4664041844003,42.98761700068,32.83056424934001,838.5849000760002,41.0150574031,1670.7305073866,375.32391968896,147.28586015044002,303.35394668326
,,,,,,,133,120.41115785688,2090.4664041844003,42.98761700068,32.83056424934001,838.5849000760002,41.0150574031,1670.7305073866,375.32391968896,147.28586015044002,303.35394668326
,,,,,,,134,120.41115785688,2090.4664041844003,42.98761700068,32.83056424934001,838.5849000760002,41.0150574031,1670.7305073866,375.32391968896,147.28586015044002,303.35394668326
,,,,,,,135,120.41115785688,2090.4664041844003,42.98761700068,32.83056424934001,838.5849000760002,41.0150574031,1670.7305073866,375.32391968896,147.28586015044002,303.35394668326
,,,,,,,136,40.137052618960006,696.8221348594001,14.329205680020001,10.94352140332,279.52829999908005,13.671685814160002,556.9101689976001,125.10797324278,49.09528672994,101.11798224088001
,,,,,,,137,40.137052618960006,696.8221348594001,14.329205680020001,10.94352140332,279.52829999908005,13.671685814160002,556.9101689976001,125.10797324278,49.09528672994,101.11798224088001
,,,,,,,138,40.137052618960006,696.8221348594001,14.329205680020001,10.94352140332,279.52829999908005,13.671685814160002,556.9101689976001,125.10797324278,49.09528672994,101.11798224088001
,,,,,,,139,40.137052618960006,696.8221348594001,14.329205680020001,10.94352140332,279.52829999908005,13.671685814160002,556.9101689976001,125.10797324278,49.09528672994,101.11798224088001
,,,,,,,140,160.54821047584002,2787.28853865,57.31682268070001,43.77408565266,1118.1132002326,54.686743177880004,2227.6406763842,500.43189281360003,196.38114684100003,404.471928806
,,,,,,,141,160.54821047584002,2787.28853865,57.31682268070001,43.77408565266,1118.1132002326,54.686743177880004,2227.6406763842,500.43189281360003,196.38114684100003,404.471928806
,,,,,,,142,160.54821047584002,2787.28853865,57.31682268070001,43.77408565266,1118.1132002326,54.686743177880004,2227.6406763842,500.43189281360003,196.38114684100003,404.471928806
,,,,,,,143,160.54821047584002,2787.28853865,57.31682268070001,43.77408565266,1118.1132002326,54.686743177880004,2227.6406763842,500.43189281360003,196.38114684100003,404.471928806
,,,,,,,144,441.50757872980006,7665.043482272001,157.62126240146003,120.37873555466001,3074.8113001474003,150.38854375886,6126.011862124001,1376.1877056312,540.0481539112,1112.2978044134002
,,,,,,,145,534.2876825594,9275.805252604001,190.74440177848,145.67558686538,3720.9639935402006,181.99177175014,7413.355596526001,1665.3850921774003,653.5359535056001,1346.0403505692
,,,,,,,146,534.2876825594,9275.805252604001,190.74440177848,145.67558686538,3720.9639935402006,181.99177175014,7413.355596526001,1665.3850921774003,653.5359535056001,1346.0403505692
,,,,,,,147,534.2876825594,9275.805252604001,190.74440177848,145.67558686538,3720.9639935402006,181.99177175014,7413.355596526001,1665.3850921774003,653.5359535056001,1346.0403505692
,,,,,,,148,427.43014589,7420.644200508001,152.59552143066,116.54046950018001,2976.7711951472,145.59341738436,5930.684474858001,1332.3080735844003,522.828762962,1076.8322803766
,,,,,,,149,320.57260949626,5565.48315235,114.44664104346,87.40535213498,2232.5783963604003,109.19506305796,4448.013357128,999.2310553852,392.12157218212,807.624210184
,,,,,,,150,213.71507298438001,3710.3221006478,76.29776069564001,58.270234730400006,1488.3855975736,72.79670869218,2965.3422382166004,666.1540367922001,261.41438144162004,538.4161403852
,,,,,,,151,53.42876825594001,927.5805252604001,19.0744401936,14.567558682600001,372.09639935402004,18.1991771632,741.3355596526001,166.53850921774003,65.35359535056001,134.60403505692
,,,,,,,152,53.42876825594001,927.5805252604001,19.0744401936,14.567558682600001,372.09639935402004,18.1991771632,741.3355596526001,166.53850921774003,65.35359535056001,134.60403505692
,,,,,,,153,53.42876825594001,927.5805252604001,19.0744401936,14.567558682600001,372.09639935402004,18.1991771632,741.3355596526001,166.53850921774003,65.35359535056001,134.60403505692
,,,,,,,154,160.28630472844,2782.7415753874,57.22332054142001,43.702676047800004,1116.2891981802002,54.59753152898,2224.006678564,499.6155276926,196.06078609106,403.812105092
,,,,,,,155,160.28630472844,2782.7415753874,57.22332054142001,43.702676047800004,1116.2891981802002,54.59753152898,2224.006678564,499.6155276926,196.06078609106,403.812105092
,,,,,,,156,160.28630472844,2782.7415753874,57.22332054142001,43.702676047800004,1116.2891981802002,54.59753152898,2224.006678564,499.6155276926,196.06078609106,403.812105092
,,,,,,,157,160.28630472844,2782.7415753874,57.22332054142001,43.702676047800004,1116.2891981802002,54.59753152898,2224.006678564,499.6155276926,196.06078609106,403.812105092
,,,,,,,158,160.28630472844,2782.7415753874,57.22332054142001,43.702676047800004,1116.2891981802002,54.59753152898,2224.006678564,499.6155276926,196.06078609106,403.812105092
,,,,,,,159,160.28630472844,2782.7415753874,57.22332054142001,43.702676047800004,1116.2891981802002,54.59753152898,2224.006678564,499.6155276926,196.06078609106,403.812105092
,,,,,,,160,53.42876825594001,927.5805252604001,19.0744401936,14.567558682600001,372.09639935402004,18.1991771632,741.3355596526001,166.53850921774003,65.35359535056001,134.60403505692
