Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1,Load_H2_MW_z2,Load_H2_MW_z3,Load_H2_MW_z4,Load_H2_MW_z5,Load_H2_MW_z6,Load_H2_MW_z7,Load_H2_MW_z8,Load_H2_MW_z9,Load_H2_MW_z10
,,,,,,,2627,160.95416436462003,2794.3363319630002,57.46175104384,43.8847705461,1120.9404030594,54.825021243520005,2233.2733730252003,501.6972588496,196.87770603688003,405.49465575960005
,,,,,,,2628,160.95416436462003,2794.3363319630002,57.46175104384,43.8847705461,1120.9404030594,54.825021243520005,2233.2733730252003,501.6972588496,196.87770603688003,405.49465575960005
,,,,,,,2629,160.95416436462003,2794.3363319630002,57.46175104384,43.8847705461,1120.9404030594,54.825021243520005,2233.2733730252003,501.6972588496,196.87770603688003,405.49465575960005
,,,,,,,2630,160.95416436462003,2794.3363319630002,57.46175104384,43.8847705461,1120.9404030594,54.825021243520005,2233.2733730252003,501.6972588496,196.87770603688003,405.49465575960005
,,,,,,,2631,160.95416436462003,2794.3363319630002,57.46175104384,43.8847705461,1120.9404030594,54.825021243520005,2233.2733730252003,501.6972588496,196.87770603688003,405.49465575960005
,,,,,,,2632,53.65138812154,931.4454438564001,19.153917027740004,14.6282568487,373.6468010198,18.2750070943,744.4244575438,167.23241966904,65.62590202542,135.16488521382
,,,,,,,2633,53.65138812154,931.4454438564001,19.153917027740004,14.6282568487,373.6468010198,18.2750070943,744.4244575438,167.23241966904,65.62590202542,135.16488521382
,,,,,,,2634,53.65138812154,931.4454438564001,19.153917027740004,14.6282568487,373.6468010198,18.2750070943,744.4244575438,167.23241966904,65.62590202542,135.16488521382
,,,,,,,2635,53.65138812154,931.4454438564001,19.153917027740004,14.6282568487,373.6468010198,18.2750070943,744.4244575438,167.23241966904,65.62590202542,135.16488521382
,,,,,,,2636,214.60555244678002,3725.7817758194,76.6156680322,58.5130273948,1494.5872040792,73.10002833782,2977.6978309628003,668.9296785974,262.50360802292005,540.6595410128
,,,,,,,2637,214.60555244678002,3725.7817758194,76.6156680322,58.5130273948,1494.5872040792,73.10002833782,2977.6978309628003,668.9296785974,262.50360802292005,540.6595410128
,,,,,,,2638,214.60555244678002,3725.7817758194,76.6156680322,58.5130273948,1494.5872040792,73.10002833782,2977.6978309628003,668.9296785974,262.50360802292005,540.6595410128
,,,,,,,2639,214.60555244678002,3725.7817758194,76.6156680322,58.5130273948,1494.5872040792,73.10002833782,2977.6978309628003,668.9296785974,262.50360802292005,540.6595410128
,,,,,,,2640,590.1652692188001,10245.899883208,210.69308710824,160.9108253357,4110.114810824,201.02507787978,8188.669036526,1839.5566164382,721.8849219252,1486.8137373914
,,,,,,,2641,454.8865962432001,7897.317528144001,162.3976642948,124.02657603556001,3167.9874001996004,154.9457723242,6311.648583548001,1417.8903632344002,556.4132493172001,1146.0037985462
,,,,,,,2642,454.8865962432001,7897.317528144001,162.3976642948,124.02657603556001,3167.9874001996004,154.9457723242,6311.648583548001,1417.8903632344002,556.4132493172001,1146.0037985462
,,,,,,,2643,454.8865962432001,7897.317528144001,162.3976642948,124.02657603556001,3167.9874001996004,154.9457723242,6311.648583548001,1417.8903632344002,556.4132493172001,1146.0037985462
,,,,,,,2644,363.90927707332,6317.854020940001,129.91813143584002,99.2212608442,2534.3899203172,123.95661785936,5049.318867626001,1134.31229043,445.13059937500003,916.8030387582002
,,,,,,,2645,272.9319577853,4738.390517674,97.43859857688001,74.41594561346,1900.7924400410002,92.96746339452001,3786.9891501288002,850.7342180194,333.84794962970005,687.6022789702001
,,,,,,,2646,181.95463853666,3158.9270104700004,64.95906571792001,49.6106304221,1267.1949601586,61.97830892968,2524.6594334192,567.156145215,222.56529976626004,458.401519576
,,,,,,,2647,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2648,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2649,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2650,136.46597891234,2369.1952580494003,48.719299288440006,37.207972826420004,950.3962202174001,46.483731697260005,1893.4945750644001,425.3671088128,166.92397483454002,343.80113956386003
,,,,,,,2651,136.46597891234,2369.1952580494003,48.719299288440006,37.207972826420004,950.3962202174001,46.483731697260005,1893.4945750644001,425.3671088128,166.92397483454002,343.80113956386003
,,,,,,,2652,136.46597891234,2369.1952580494003,48.719299288440006,37.207972826420004,950.3962202174001,46.483731697260005,1893.4945750644001,425.3671088128,166.92397483454002,343.80113956386003
,,,,,,,2653,136.46597891234,2369.1952580494003,48.719299288440006,37.207972826420004,950.3962202174001,46.483731697260005,1893.4945750644001,425.3671088128,166.92397483454002,343.80113956386003
,,,,,,,2654,136.46597891234,2369.1952580494003,48.719299288440006,37.207972826420004,950.3962202174001,46.483731697260005,1893.4945750644001,425.3671088128,166.92397483454002,343.80113956386003
,,,,,,,2655,136.46597891234,2369.1952580494003,48.719299288440006,37.207972826420004,950.3962202174001,46.483731697260005,1893.4945750644001,425.3671088128,166.92397483454002,343.80113956386003
,,,,,,,2656,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2657,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2658,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2659,45.48865962432,789.7317528144001,16.239766429480003,12.402657595680001,316.79874001996,15.49457723242,631.1648583548,141.78903632344,55.64132493172001,114.60037985462
,,,,,,,2660,181.95463853666,3158.9270104700004,64.95906571792001,49.6106304221,1267.1949601586,61.97830892968,2524.6594334192,567.156145215,222.56529976626004,458.401519576
,,,,,,,2661,181.95463853666,3158.9270104700004,64.95906571792001,49.6106304221,1267.1949601586,61.97830892968,2524.6594334192,567.156145215,222.56529976626004,458.401519576
,,,,,,,2662,181.95463853666,3158.9270104700004,64.95906571792001,49.6106304221,1267.1949601586,61.97830892968,2524.6594334192,567.156145215,222.56529976626004,458.401519576
,,,,,,,2663,181.95463853666,3158.9270104700004,64.95906571792001,49.6106304221,1267.1949601586,61.97830892968,2524.6594334192,567.156145215,222.56529976626004,458.401519576
,,,,,,,2664,500.37525610380004,8687.049277808,178.63743072428,136.42923363124,3484.7861401408004,170.44034955662,6942.813443478,1559.6793996366002,612.0545744852,1260.6041784402
,,,,,,,2665,605.5260399452001,10512.579286022,216.1769886639,165.09899844218,4217.092526196,206.2573413142,8401.803008346,1887.4364377748002,740.6740807972001,1525.5123972330002
,,,,,,,2666,605.5260399452001,10512.579286022,216.1769886639,165.09899844218,4217.092526196,206.2573413142,8401.803008346,1887.4364377748002,740.6740807972001,1525.5123972330002
,,,,,,,2667,605.5260399452001,10512.579286022,216.1769886639,165.09899844218,4217.092526196,206.2573413142,8401.803008346,1887.4364377748002,740.6740807972001,1525.5123972330002
,,,,,,,2668,484.4208322712,8410.06342803,172.94159093112003,132.07919876162,3373.6740209568,165.00587305136003,6721.442408252001,1509.9491502986,592.539264559,1220.4099177864002
,,,,,,,2669,363.31562408525997,6307.547570038,129.70619319834,99.05939908106001,2530.2555157176002,123.75440478852,5041.081804220001,1132.4618628224,444.40444832080004,915.3074383398
,,,,,,,2670,242.21041605684002,4205.031712046,86.47079546556002,66.03959936112001,1686.8370104784,82.50293652568001,3360.7212033384003,754.9745749524,296.26963231888004,610.2049588932001
,,,,,,,2671,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2672,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2673,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2674,181.65781202294,3153.7737854128004,64.85309661886001,49.529699520840005,1265.1277578588001,61.87720239426,2520.5409025038,566.2309314112,222.20222423916,457.65371936680003
,,,,,,,2675,181.65781202294,3153.7737854128004,64.85309661886001,49.529699520840005,1265.1277578588001,61.87720239426,2520.5409025038,566.2309314112,222.20222423916,457.65371936680003
,,,,,,,2676,181.65781202294,3153.7737854128004,64.85309661886001,49.529699520840005,1265.1277578588001,61.87720239426,2520.5409025038,566.2309314112,222.20222423916,457.65371936680003
,,,,,,,2677,181.65781202294,3153.7737854128004,64.85309661886001,49.529699520840005,1265.1277578588001,61.87720239426,2520.5409025038,566.2309314112,222.20222423916,457.65371936680003
,,,,,,,2678,181.65781202294,3153.7737854128004,64.85309661886001,49.529699520840005,1265.1277578588001,61.87720239426,2520.5409025038,566.2309314112,222.20222423916,457.65371936680003
,,,,,,,2679,181.65781202294,3153.7737854128004,64.85309661886001,49.529699520840005,1265.1277578588001,61.87720239426,2520.5409025038,566.2309314112,222.20222423916,457.65371936680003
,,,,,,,2680,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2681,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2682,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2683,60.552603994520005,1051.2579286022,21.61769888608,16.509899840280003,421.7092526196,20.625734131420003,840.1803008346001,188.74364377748,74.06740807972001,152.55123972330003
,,,,,,,2684,242.21041605684002,4205.031712046,86.47079546556002,66.03959936112001,1686.8370104784,82.50293652568001,3360.7212033384003,754.9745749524,296.26963231888004,610.2049588932001
,,,,,,,2685,242.21041605684002,4205.031712046,86.47079546556002,66.03959936112001,1686.8370104784,82.50293652568001,3360.7212033384003,754.9745749524,296.26963231888004,610.2049588932001
,,,,,,,2686,242.21041605684002,4205.031712046,86.47079546556002,66.03959936112001,1686.8370104784,82.50293652568001,3360.7212033384003,754.9745749524,296.26963231888004,610.2049588932001
,,,,,,,2687,242.21041605684002,4205.031712046,86.47079546556002,66.03959936112001,1686.8370104784,82.50293652568001,3360.7212033384003,754.9745749524,296.26963231888004,610.2049588932001
,,,,,,,2688,666.078644176,11563.837215018,237.79468754998,181.60889828246002,4638.801778028001,226.88307544562002,9241.983310362,2076.1800817098,814.7414887194,1678.0636371532003
,,,,,,,2689,570.6489275366,9907.075331956,203.72561800822,155.58961984786,3974.19626483,194.37732287072,7917.875628740001,1778.7237998794,698.0127060676001,1437.645874621
,,,,,,,2690,570.6489275366,9907.075331956,203.72561800822,155.58961984786,3974.19626483,194.37732287072,7917.875628740001,1778.7237998794,698.0127060676001,1437.645874621
,,,,,,,2691,570.6489275366,9907.075331956,203.72561800822,155.58961984786,3974.19626483,194.37732287072,7917.875628740001,1778.7237998794,698.0127060676001,1437.645874621
,,,,,,,2692,456.5191421868,7925.660263202001,162.98049439870002,124.47169589404001,3179.3570122578003,155.50185832808,6334.3005029920005,1422.9790397460001,558.4101650116,1150.1166996968
,,,,,,,2693,342.38935652196,5944.245198386001,122.23537078918001,93.35377190084002,2384.5177592918003,116.62639374606002,4750.725377244,1067.2342800064,418.8076235618,862.5875247726001
,,,,,,,2694,228.25957101464002,3962.8301335700003,81.49024717966,62.235847947020005,1589.6785063258,77.75092916404,3167.1502518898,711.4895198730001,279.20508242704005,575.0583498484
,,,,,,,2695,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2696,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2697,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2698,171.19467826098,2972.1225991930005,61.11768541428001,46.67688595042001,1192.2588798428,58.31319685334,2375.362688622,533.6171400032,209.40381182028003,431.2937621894
,,,,,,,2699,171.19467826098,2972.1225991930005,61.11768541428001,46.67688595042001,1192.2588798428,58.31319685334,2375.362688622,533.6171400032,209.40381182028003,431.2937621894
,,,,,,,2700,171.19467826098,2972.1225991930005,61.11768541428001,46.67688595042001,1192.2588798428,58.31319685334,2375.362688622,533.6171400032,209.40381182028003,431.2937621894
,,,,,,,2701,171.19467826098,2972.1225991930005,61.11768541428001,46.67688595042001,1192.2588798428,58.31319685334,2375.362688622,533.6171400032,209.40381182028003,431.2937621894
,,,,,,,2702,171.19467826098,2972.1225991930005,61.11768541428001,46.67688595042001,1192.2588798428,58.31319685334,2375.362688622,533.6171400032,209.40381182028003,431.2937621894
,,,,,,,2703,171.19467826098,2972.1225991930005,61.11768541428001,46.67688595042001,1192.2588798428,58.31319685334,2375.362688622,533.6171400032,209.40381182028003,431.2937621894
,,,,,,,2704,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2705,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2706,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2707,57.064892753660004,990.7075331956,20.372561804760004,15.558961996600003,397.41962648300006,19.43773227132,791.7875628740001,177.87237998794,69.80127060676001,143.7645874621
,,,,,,,2708,228.25957101464002,3962.8301335700003,81.49024717966,62.235847947020005,1589.6785063258,77.75092916404,3167.1502518898,711.4895198730001,279.20508242704005,575.0583498484
,,,,,,,2709,228.25957101464002,3962.8301335700003,81.49024717966,62.235847947020005,1589.6785063258,77.75092916404,3167.1502518898,711.4895198730001,279.20508242704005,575.0583498484
,,,,,,,2710,228.25957101464002,3962.8301335700003,81.49024717966,62.235847947020005,1589.6785063258,77.75092916404,3167.1502518898,711.4895198730001,279.20508242704005,575.0583498484
,,,,,,,2711,228.25957101464002,3962.8301335700003,81.49024717966,62.235847947020005,1589.6785063258,77.75092916404,3167.1502518898,711.4895198730001,279.20508242704005,575.0583498484
,,,,,,,2712,627.7138204084,10897.782864364,224.09817981298002,171.14858184446,4371.615893282,213.81505518142,8709.663191614,1956.5961797492002,767.8139765956,1581.4104618862
,,,,,,,2713,611.4625698258001,10615.643787166002,218.29637092076,166.71761607358,4258.436572192,208.27947210136003,8484.173626654001,1905.9407166074002,747.9355913392,1540.468401417
,,,,,,,2714,611.4625698258001,10615.643787166002,218.29637092076,166.71761607358,4258.436572192,208.27947210136003,8484.173626654001,1905.9407166074002,747.9355913392,1540.468401417
,,,,,,,2715,611.4625698258001,10615.643787166002,218.29637092076,166.71761607358,4258.436572192,208.27947210136003,8484.173626654001,1905.9407166074002,747.9355913392,1540.468401417
,,,,,,,2716,489.1700559394001,8492.515031308001,174.63709671298,133.37409286674,3406.7492565722,166.62357769684002,6787.338899748,1524.7525731284002,598.3484729926,1232.3747211336001
,,,,,,,2717,366.87754197424005,6369.386271512,130.97782254458002,100.03056965990001,2555.0619425276,124.96768325294,5090.50417678,1143.5644300432002,448.76135464600003,924.2810408502
,,,,,,,2718,244.58502796970004,4246.257515654001,87.31854837618,66.68704641368001,1703.3746280892,83.31178884842001,3393.6694502678006,762.3762865642001,299.17423653568,616.1873605668001
,,,,,,,2719,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2720,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2721,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2722,183.43877098712002,3184.6931361498005,65.4889112526,50.01528481026,1277.5309712638,62.48384164616,2545.2520879962,571.7822150216001,224.38067740176,462.14052022820005
,,,,,,,2723,183.43877098712002,3184.6931361498005,65.4889112526,50.01528481026,1277.5309712638,62.48384164616,2545.2520879962,571.7822150216001,224.38067740176,462.14052022820005
,,,,,,,2724,183.43877098712002,3184.6931361498005,65.4889112526,50.01528481026,1277.5309712638,62.48384164616,2545.2520879962,571.7822150216001,224.38067740176,462.14052022820005
,,,,,,,2725,183.43877098712002,3184.6931361498005,65.4889112526,50.01528481026,1277.5309712638,62.48384164616,2545.2520879962,571.7822150216001,224.38067740176,462.14052022820005
,,,,,,,2726,183.43877098712002,3184.6931361498005,65.4889112526,50.01528481026,1277.5309712638,62.48384164616,2545.2520879962,571.7822150216001,224.38067740176,462.14052022820005
,,,,,,,2727,183.43877098712002,3184.6931361498005,65.4889112526,50.01528481026,1277.5309712638,62.48384164616,2545.2520879962,571.7822150216001,224.38067740176,462.14052022820005
,,,,,,,2728,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2729,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2730,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2731,61.146256982580006,1061.5643787166,21.8296370842,16.671761603420002,425.84365721920005,20.827947202260003,848.4173626654,190.59407166074,74.79355913392,154.04684014170002
,,,,,,,2732,244.58502796970004,4246.257515654001,87.31854837618,66.68704641368001,1703.3746280892,83.31178884842001,3393.6694502678006,762.3762865642001,299.17423653568,616.1873605668001
,,,,,,,2733,244.58502796970004,4246.257515654001,87.31854837618,66.68704641368001,1703.3746280892,83.31178884842001,3393.6694502678006,762.3762865642001,299.17423653568,616.1873605668001
,,,,,,,2734,244.58502796970004,4246.257515654001,87.31854837618,66.68704641368001,1703.3746280892,83.31178884842001,3393.6694502678006,762.3762865642001,299.17423653568,616.1873605668001
,,,,,,,2735,244.58502796970004,4246.257515654001,87.31854837618,66.68704641368001,1703.3746280892,83.31178884842001,3393.6694502678006,762.3762865642001,299.17423653568,616.1873605668001
,,,,,,,2736,672.6088267690001,11677.208167064002,240.12600800496003,183.38937767700003,4684.280227836,229.10741934300003,9332.590988138001,2096.53478815,822.7291503156001,1694.5152413618002
,,,,,,,2737,625.561828243,10860.42198329,223.32990373650003,170.561832958,4356.62867651,213.08203275040003,8679.803842182,1949.8883787856,765.1816791718,1575.9889105664001
,,,,,,,2738,625.561828243,10860.42198329,223.32990373650003,170.561832958,4356.62867651,213.08203275040003,8679.803842182,1949.8883787856,765.1816791718,1575.9889105664001
,,,,,,,2739,625.561828243,10860.42198329,223.32990373650003,170.561832958,4356.62867651,213.08203275040003,8679.803842182,1949.8883787856,765.1816791718,1575.9889105664001
,,,,,,,2740,500.4494625944001,8688.337586632,178.66392298920002,136.4494663664,3485.3029408142,170.46562620032,6943.843072958,1559.910703186,612.1453434162,1260.7911282956
,,,,,,,2741,375.3370969458,6516.253189974,133.9979422419,102.33709977480001,2613.9772055122003,127.84921965024,5207.882307672,1169.9330271926,459.1090072668,945.5933464186
,,,,,,,2742,250.22473129720004,4344.168793316,89.33196149460001,68.2247331832,1742.6514702102002,85.23281310016,3471.9215372666004,779.955351593,306.07267162934005,630.3955641478
,,,,,,,2743,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2744,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2745,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2746,187.6685484729,3258.1265945932005,66.99897110126,51.168549887400005,1306.988602953,63.92460982512,2603.9411530484,584.9665137932001,229.55450371216,472.79667301240005
,,,,,,,2747,187.6685484729,3258.1265945932005,66.99897110126,51.168549887400005,1306.988602953,63.92460982512,2603.9411530484,584.9665137932001,229.55450371216,472.79667301240005
,,,,,,,2748,187.6685484729,3258.1265945932005,66.99897110126,51.168549887400005,1306.988602953,63.92460982512,2603.9411530484,584.9665137932001,229.55450371216,472.79667301240005
,,,,,,,2749,187.6685484729,3258.1265945932005,66.99897110126,51.168549887400005,1306.988602953,63.92460982512,2603.9411530484,584.9665137932001,229.55450371216,472.79667301240005
,,,,,,,2750,187.6685484729,3258.1265945932005,66.99897110126,51.168549887400005,1306.988602953,63.92460982512,2603.9411530484,584.9665137932001,229.55450371216,472.79667301240005
,,,,,,,2751,187.6685484729,3258.1265945932005,66.99897110126,51.168549887400005,1306.988602953,63.92460982512,2603.9411530484,584.9665137932001,229.55450371216,472.79667301240005
,,,,,,,2752,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2753,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2754,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2755,62.55618282430001,1086.042198329,22.33299035396,17.0561832958,435.66286765100006,21.30820327504,867.9803842182,194.98883787856,76.51816791718001,157.59889105664
,,,,,,,2756,250.22473129720004,4344.168793316,89.33196149460001,68.2247331832,1742.6514702102002,85.23281310016,3471.9215372666004,779.955351593,306.07267162934005,630.3955641478
,,,,,,,2757,250.22473129720004,4344.168793316,89.33196149460001,68.2247331832,1742.6514702102002,85.23281310016,3471.9215372666004,779.955351593,306.07267162934005,630.3955641478
,,,,,,,2758,250.22473129720004,4344.168793316,89.33196149460001,68.2247331832,1742.6514702102002,85.23281310016,3471.9215372666004,779.955351593,306.07267162934005,630.3955641478
,,,,,,,2759,250.22473129720004,4344.168793316,89.33196149460001,68.2247331832,1742.6514702102002,85.23281310016,3471.9215372666004,779.955351593,306.07267162934005,630.3955641478
,,,,,,,2760,688.1180108704001,11946.46417965,245.66289409046001,187.61801625380002,4792.291542192,234.39023602544,9547.784226794001,2144.8772165854,841.6998470496001,1733.5878017018001
,,,,,,,2761,631.4983581236002,10963.486484434,225.44928599336,172.1804505894,4397.972718568,215.10416357694,8762.174460490001,1968.3926576182,772.4431897138,1590.9449143566
,,,,,,,2762,631.4983581236002,10963.486484434,225.44928599336,172.1804505894,4397.972718568,215.10416357694,8762.174460490001,1968.3926576182,772.4431897138,1590.9449143566
,,,,,,,2763,631.4983581236002,10963.486484434,225.44928599336,172.1804505894,4397.972718568,215.10416357694,8762.174460490001,1968.3926576182,772.4431897138,1590.9449143566
,,,,,,,2764,505.1986862626,8770.789185972,180.35942877105998,137.74436047152,3518.3781764296004,172.08333084580002,7009.739568392,1574.7141260158,617.9545518498,1272.7559316428
,,,,,,,2765,378.89901483478,6578.091891448,135.26957158814,103.30827035364,2638.7836323222,129.06249815404001,5257.304676294,1181.0355944134,463.46591359200005,954.5669485352001
,,,,,,,2766,252.59934321006003,4385.394592986,90.17971440522,68.87218023576,1759.1890882148002,86.04166542290001,3504.869784196,787.3570632048,308.97727584614006,636.3779658214
,,,,,,,2767,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2768,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2769,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2770,189.4495073977,3289.0459453302,67.63478577438,51.65413517682,1319.3918159642,64.53124907702001,2628.652338147,590.5177974036001,231.73295687476002,477.28347426760007
,,,,,,,2771,189.4495073977,3289.0459453302,67.63478577438,51.65413517682,1319.3918159642,64.53124907702001,2628.652338147,590.5177974036001,231.73295687476002,477.28347426760007
,,,,,,,2772,189.4495073977,3289.0459453302,67.63478577438,51.65413517682,1319.3918159642,64.53124907702001,2628.652338147,590.5177974036001,231.73295687476002,477.28347426760007
,,,,,,,2773,189.4495073977,3289.0459453302,67.63478577438,51.65413517682,1319.3918159642,64.53124907702001,2628.652338147,590.5177974036001,231.73295687476002,477.28347426760007
,,,,,,,2774,189.4495073977,3289.0459453302,67.63478577438,51.65413517682,1319.3918159642,64.53124907702001,2628.652338147,590.5177974036001,231.73295687476002,477.28347426760007
,,,,,,,2775,189.4495073977,3289.0459453302,67.63478577438,51.65413517682,1319.3918159642,64.53124907702001,2628.652338147,590.5177974036001,231.73295687476002,477.28347426760007
,,,,,,,2776,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2777,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2778,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2779,63.14983581236001,1096.3486484434,22.544928591460003,17.21804505894,439.7972718568,21.510416345880003,876.217446049,196.83926576182,77.24431897138001,159.09449143566002
,,,,,,,2780,252.59934321006003,4385.394592986,90.17971440522,68.87218023576,1759.1890882148002,86.04166542290001,3504.869784196,787.3570632048,308.97727584614006,636.3779658214
,,,,,,,2781,252.59934321006003,4385.394592986,90.17971440522,68.87218023576,1759.1890882148002,86.04166542290001,3504.869784196,787.3570632048,308.97727584614006,636.3779658214
,,,,,,,2782,252.59934321006003,4385.394592986,90.17971440522,68.87218023576,1759.1890882148002,86.04166542290001,3504.869784196,787.3570632048,308.97727584614006,636.3779658214
,,,,,,,2783,252.59934321006003,4385.394592986,90.17971440522,68.87218023576,1759.1890882148002,86.04166542290001,3504.869784196,787.3570632048,308.97727584614006,636.3779658214
,,,,,,,2784,694.6481938572,12059.835131696,247.99421458482,189.39849564834003,4837.7699920000005,236.61457992282,9638.391908508,2165.2319234194,849.6875086458,1750.0394059104
,,,,,,,2785,536.5138812154,9314.454438564,191.53917011988003,146.282568487,3736.4680101980002,182.75007078548,7444.2445754380005,1672.3241966904,656.2590202542,1351.6488521382
,,,,,,,2786,536.5138812154,9314.454438564,191.53917011988003,146.282568487,3736.4680101980002,182.75007078548,7444.2445754380005,1672.3241966904,656.2590202542,1351.6488521382
