Conventional_ethanol_co2_per_mmbtu,Conventional_ethanol_price_per_mmbtu,Bio_ethanol_co2_per_mmbtu,Time_Index,Load_mmbtu_z1
,,,106,1569.36
,,,107,1569.36
,,,108,1569.36
,,,109,1569.36
,,,110,1569.36
,,,111,1569.36
,,,112,1569.36
,,,113,1569.36
,,,114,1569.36
,,,115,1569.36
,,,116,1569.36
,,,117,1569.36
,,,118,1569.36
,,,119,1569.36
,,,120,1569.36
,,,121,1569.36
,,,122,1569.36
,,,123,1569.36
,,,124,1569.36
,,,125,1569.36
,,,126,1569.36
,,,127,1569.36
,,,128,1569.36
,,,129,1569.36
,,,130,1569.36
,,,131,1569.36
,,,132,1569.36
,,,133,1569.36
,,,134,1569.36
,,,135,1569.36
,,,136,1569.36
,,,137,1569.36
,,,138,1569.36
,,,139,1569.36
,,,140,1569.36
,,,141,1569.36
,,,142,1569.36
,,,143,1569.36
,,,144,1569.36
,,,145,1569.36
,,,146,1569.36
,,,147,1569.36
,,,148,1569.36
,,,149,1569.36
,,,150,1569.36
,,,151,1569.36
,,,152,1569.36
,,,153,1569.36
,,,154,1569.36
,,,155,1569.36
,,,156,1569.36
,,,157,1569.36
,,,158,1569.36
,,,159,1569.36
,,,160,1569.36
,,,161,1569.36
,,,162,1569.36
,,,163,1569.36
,,,164,1569.36
,,,165,1569.36
,,,166,1569.36
,,,167,1569.36
,,,168,1569.36
,,,169,1569.36
,,,170,1569.36
,,,171,1569.36
,,,172,1569.36
,,,173,1569.36
,,,174,1569.36
,,,175,1569.36
,,,176,1569.36
,,,177,1569.36
,,,178,1569.36
,,,179,1569.36
,,,180,1569.36
,,,181,1569.36
,,,182,1569.36
,,,183,1569.36
,,,184,1569.36
,,,185,1569.36
,,,186,1569.36
,,,187,1569.36
,,,188,1569.36
,,,189,1569.36
,,,190,1569.36
,,,191,1569.36
,,,192,1569.36
,,,193,1569.36
,,,194,1569.36
,,,195,1569.36
,,,196,1569.36
,,,197,1569.36
,,,198,1569.36
,,,199,1569.36
,,,200,1569.36
,,,201,1569.36
,,,202,1569.36
,,,203,1569.36
,,,204,1569.36
,,,205,1569.36
,,,206,1569.36
,,,207,1569.36
,,,208,1569.36
,,,209,1569.36
,,,210,1569.36
,,,211,1569.36
,,,212,1569.36
,,,213,1569.36
,,,214,1569.36
,,,215,1569.36
,,,216,1569.36
,,,217,1569.36
,,,218,1569.36
,,,219,1569.36
,,,220,1569.36
,,,221,1569.36
,,,222,1569.36
,,,223,1569.36
,,,224,1569.36
,,,225,1569.36
,,,226,1569.36
,,,227,1569.36
,,,228,1569.36
,,,229,1569.36
,,,230,1569.36
,,,231,1569.36
,,,232,1569.36
,,,233,1569.36
,,,234,1569.36
,,,235,1569.36
,,,236,1569.36
,,,237,1569.36
,,,238,1569.36
,,,239,1569.36
,,,240,1569.36
,,,241,1569.36
,,,242,1569.36
,,,243,1569.36
,,,244,1569.36
,,,245,1569.36
,,,246,1569.36
,,,247,1569.36
,,,248,1569.36
,,,249,1569.36
,,,250,1569.36
,,,251,1569.36
,,,252,1569.36
,,,253,1569.36
,,,254,1569.36
,,,255,1569.36
,,,256,1569.36
,,,257,1569.36
,,,258,1569.36
,,,259,1569.36
,,,260,1569.36
,,,261,1569.36
,,,262,1569.36
,,,263,1569.36
,,,264,1569.36
,,,265,1569.36
,,,266,1569.36
,,,267,1569.36
,,,268,1569.36
,,,269,1569.36
,,,270,1569.36
,,,271,1569.36
,,,272,1569.36
,,,273,1569.36
,,,274,1569.36
,,,275,1569.36
,,,276,1569.36
,,,277,1569.36
,,,278,1569.36
,,,279,1569.36
,,,280,1569.36
,,,281,1569.36
,,,282,1569.36
,,,283,1569.36
,,,284,1569.36
,,,285,1569.36
,,,286,1569.36
,,,287,1569.36
,,,288,1569.36
,,,289,1569.36
,,,290,1569.36
,,,291,1569.36
,,,292,1569.36
,,,293,1569.36
,,,294,1569.36
,,,295,1569.36
,,,296,1569.36
,,,297,1569.36
,,,298,1569.36
,,,299,1569.36
,,,300,1569.36
,,,301,1569.36
,,,302,1569.36
,,,303,1569.36
,,,304,1569.36
,,,305,1569.36
,,,306,1569.36
,,,307,1569.36
,,,308,1569.36
,,,309,1569.36
,,,310,1569.36
,,,311,1569.36
,,,312,1569.36
,,,313,1569.36
,,,314,1569.36
,,,315,1569.36
,,,316,1569.36
,,,317,1569.36
,,,318,1569.36
,,,319,1569.36
,,,320,1569.36
,,,321,1569.36
,,,322,1569.36
,,,323,1569.36
,,,324,1569.36
,,,325,1569.36
,,,326,1569.36
,,,327,1569.36
,,,328,1569.36
,,,329,1569.36
,,,330,1569.36
,,,331,1569.36
,,,332,1569.36
,,,333,1569.36
,,,334,1569.36
,,,335,1569.36
,,,336,1569.36
,,,337,1569.36
,,,338,1569.36
,,,339,1569.36
,,,340,1569.36
,,,341,1569.36
,,,342,1569.36
,,,343,1569.36
,,,344,1569.36
,,,345,1569.36
,,,346,1569.36
,,,347,1569.36
,,,348,1569.36
,,,349,1569.36
,,,350,1569.36
,,,351,1569.36
,,,352,1569.36
,,,353,1569.36
,,,354,1569.36
,,,355,1569.36
,,,356,1569.36
,,,357,1569.36
,,,358,1569.36
,,,359,1569.36
,,,360,1569.36
,,,361,1569.36
,,,362,1569.36
,,,363,1569.36
,,,364,1569.36
,,,365,1569.36
,,,366,1569.36
,,,367,1569.36
,,,368,1569.36
,,,369,1569.36
,,,370,1569.36
,,,371,1569.36
,,,372,1569.36
,,,373,1569.36
,,,374,1569.36
,,,375,1569.36
,,,376,1569.36
,,,377,1569.36
,,,378,1569.36
,,,379,1569.36
,,,380,1569.36
,,,381,1569.36
,,,382,1569.36
,,,383,1569.36
,,,384,1569.36
,,,385,1569.36
,,,386,1569.36
,,,387,1569.36
,,,388,1569.36
,,,389,1569.36
,,,390,1569.36
,,,391,1569.36
,,,392,1569.36
,,,393,1569.36
,,,394,1569.36
,,,395,1569.36
,,,396,1569.36
,,,397,1569.36
,,,398,1569.36
,,,399,1569.36
,,,400,1569.36
,,,401,1569.36
,,,402,1569.36
,,,403,1569.36
,,,404,1569.36
,,,405,1569.36
,,,406,1569.36
,,,407,1569.36
,,,408,1569.36
,,,409,1569.36
,,,410,1569.36
,,,411,1569.36
,,,412,1569.36
,,,413,1569.36
,,,414,1569.36
,,,415,1569.36
,,,416,1569.36
,,,417,1569.36
,,,418,1569.36
,,,419,1569.36
,,,420,1569.36
,,,421,1569.36
,,,422,1569.36
,,,423,1569.36
,,,424,1569.36
,,,425,1569.36
,,,426,1569.36
,,,427,1569.36
,,,428,1569.36
,,,429,1569.36
,,,430,1569.36
,,,431,1569.36
,,,432,1569.36
,,,433,1569.36
,,,434,1569.36
,,,435,1569.36
,,,436,1569.36
,,,437,1569.36
,,,438,1569.36
,,,439,1569.36
,,,440,1569.36
,,,441,1569.36
,,,442,1569.36
,,,443,1569.36
,,,444,1569.36
,,,445,1569.36
,,,446,1569.36
,,,447,1569.36
,,,448,1569.36
,,,449,1569.36
,,,450,1569.36
,,,451,1569.36
,,,452,1569.36
,,,453,1569.36
,,,454,1569.36
,,,455,1569.36
,,,456,1569.36
,,,457,1569.36
,,,458,1569.36
,,,459,1569.36
,,,460,1569.36
,,,461,1569.36
,,,462,1569.36
,,,463,1569.36
,,,464,1569.36
,,,465,1569.36
,,,466,1569.36
,,,467,1569.36
,,,468,1569.36
,,,469,1569.36
,,,470,1569.36
,,,471,1569.36
,,,472,1569.36
,,,473,1569.36
,,,474,1569.36
,,,475,1569.36
,,,476,1569.36
,,,477,1569.36
,,,478,1569.36
,,,479,1569.36
,,,480,1569.36
,,,481,1569.36
,,,482,1569.36
,,,483,1569.36
,,,484,1569.36
,,,485,1569.36
,,,486,1569.36
,,,487,1569.36
,,,488,1569.36
,,,489,1569.36
,,,490,1569.36
,,,491,1569.36
,,,492,1569.36
,,,493,1569.36
,,,494,1569.36
,,,495,1569.36
,,,496,1569.36
,,,497,1569.36
,,,498,1569.36
,,,499,1569.36
,,,500,1569.36
,,,501,1569.36
,,,502,1569.36
,,,503,1569.36
,,,504,1569.36
,,,505,1569.36
,,,506,1569.36
,,,507,1569.36
,,,508,1569.36
,,,509,1569.36
,,,510,1569.36
,,,511,1569.36
,,,512,1569.36
,,,513,1569.36
,,,514,1569.36
,,,515,1569.36
,,,516,1569.36
,,,517,1569.36
,,,518,1569.36
,,,519,1569.36
,,,520,1569.36
,,,521,1569.36
,,,522,1569.36
,,,523,1569.36
,,,524,1569.36
,,,525,1569.36
,,,526,1569.36
,,,527,1569.36
,,,528,1569.36
,,,529,1569.36
,,,530,1569.36
,,,531,1569.36
,,,532,1569.36
,,,533,1569.36
,,,534,1569.36
,,,535,1569.36
,,,536,1569.36
,,,537,1569.36
,,,538,1569.36
,,,539,1569.36
,,,540,1569.36
,,,541,1569.36
,,,542,1569.36
,,,543,1569.36
,,,544,1569.36
,,,545,1569.36
,,,546,1569.36
,,,547,1569.36
,,,548,1569.36
,,,549,1569.36
,,,550,1569.36
,,,551,1569.36
,,,552,1569.36
,,,553,1569.36
,,,554,1569.36
,,,555,1569.36
,,,556,1569.36
,,,557,1569.36
,,,558,1569.36
,,,559,1569.36
,,,560,1569.36
,,,561,1569.36
,,,562,1569.36
,,,563,1569.36
,,,564,1569.36
,,,565,1569.36
,,,566,1569.36
,,,567,1569.36
,,,568,1569.36
,,,569,1569.36
,,,570,1569.36
,,,571,1569.36
,,,572,1569.36
,,,573,1569.36
,,,574,1569.36
,,,575,1569.36
,,,576,1569.36
,,,577,1569.36
,,,578,1569.36
,,,579,1569.36
,,,580,1569.36
,,,581,1569.36
,,,582,1569.36
,,,583,1569.36
,,,584,1569.36
,,,585,1569.36
,,,586,1569.36
,,,587,1569.36
,,,588,1569.36
,,,589,1569.36
,,,590,1569.36
,,,591,1569.36
,,,592,1569.36
,,,593,1569.36
,,,594,1569.36
,,,595,1569.36
,,,596,1569.36
,,,597,1569.36
,,,598,1569.36
,,,599,1569.36
,,,600,1569.36
,,,601,1569.36
,,,602,1569.36
,,,603,1569.36
,,,604,1569.36
,,,605,1569.36
,,,606,1569.36
,,,607,1569.36
,,,608,1569.36
,,,609,1569.36
,,,610,1569.36
,,,611,1569.36
,,,612,1569.36
,,,613,1569.36
,,,614,1569.36
,,,615,1569.36
,,,616,1569.36
,,,617,1569.36
,,,618,1569.36
,,,619,1569.36
,,,620,1569.36
,,,621,1569.36
,,,622,1569.36
,,,623,1569.36
,,,624,1569.36
,,,625,1569.36
,,,626,1569.36
,,,627,1569.36
,,,628,1569.36
,,,629,1569.36
,,,630,1569.36
,,,631,1569.36
,,,632,1569.36
,,,633,1569.36
,,,634,1569.36
,,,635,1569.36
,,,636,1569.36
,,,637,1569.36
,,,638,1569.36
,,,639,1569.36
,,,640,1569.36
,,,641,1569.36
,,,642,1569.36
,,,643,1569.36
,,,644,1569.36
,,,645,1569.36
,,,646,1569.36
,,,647,1569.36
,,,648,1569.36
,,,649,1569.36
,,,650,1569.36
,,,651,1569.36
,,,652,1569.36
,,,653,1569.36
,,,654,1569.36
,,,655,1569.36
,,,656,1569.36
,,,657,1569.36
,,,658,1569.36
,,,659,1569.36
,,,660,1569.36
,,,661,1569.36
,,,662,1569.36
,,,663,1569.36
,,,664,1569.36
,,,665,1569.36
,,,666,1569.36
,,,667,1569.36
,,,668,1569.36
,,,669,1569.36
,,,670,1569.36
,,,671,1569.36
,,,672,1569.36
,,,673,1569.36
,,,674,1569.36
,,,675,1569.36
,,,676,1569.36
,,,677,1569.36
,,,678,1569.36
,,,679,1569.36
,,,680,1569.36
,,,681,1569.36
,,,682,1569.36
,,,683,1569.36
,,,684,1569.36
,,,685,1569.36
,,,686,1569.36
,,,687,1569.36
,,,688,1569.36
,,,689,1569.36
,,,690,1569.36
,,,691,1569.36
,,,692,1569.36
,,,693,1569.36
,,,694,1569.36
,,,695,1569.36
,,,696,1569.36
,,,697,1569.36
,,,698,1569.36
,,,699,1569.36
,,,700,1569.36
,,,701,1569.36
,,,702,1569.36
,,,703,1569.36
,,,704,1569.36
,,,705,1569.36
,,,706,1569.36
,,,707,1569.36
,,,708,1569.36
,,,709,1569.36
,,,710,1569.36
,,,711,1569.36
,,,712,1569.36
,,,713,1569.36
,,,714,1569.36
,,,715,1569.36
,,,716,1569.36
,,,717,1569.36
,,,718,1569.36
,,,719,1569.36
,,,720,1569.36
,,,721,1569.36
,,,722,1569.36
,,,723,1569.36
,,,724,1569.36
,,,725,1569.36
,,,726,1569.36
,,,727,1569.36
,,,728,1569.36
,,,729,1569.36
,,,730,1569.36
,,,731,1569.36
,,,732,1569.36
,,,733,1569.36
,,,734,1569.36
,,,735,1569.36
,,,736,1569.36
,,,737,1569.36
,,,738,1569.36
,,,739,1569.36
,,,740,1569.36
,,,741,1569.36
,,,742,1569.36
,,,743,1569.36
,,,744,1569.36
,,,745,1569.36
,,,746,1569.36
,,,747,1569.36
,,,748,1569.36
,,,749,1569.36
,,,750,1569.36
,,,751,1569.36
,,,752,1569.36
,,,753,1569.36
,,,754,1569.36
,,,755,1569.36
,,,756,1569.36
,,,757,1569.36
,,,758,1569.36
,,,759,1569.36
,,,760,1569.36
,,,761,1569.36
,,,762,1569.36
,,,763,1569.36
,,,764,1569.36
,,,765,1569.36
,,,766,1569.36
,,,767,1569.36
,,,768,1569.36
,,,769,1569.36
,,,770,1569.36
,,,771,1569.36
,,,772,1569.36
,,,773,1569.36
,,,774,1569.36
,,,775,1569.36
,,,776,1569.36
,,,777,1569.36
,,,778,1569.36
,,,779,1569.36
,,,780,1569.36
,,,781,1569.36
,,,782,1569.36
,,,783,1569.36
,,,784,1569.36
,,,785,1569.36
,,,786,1569.36
,,,787,1569.36
,,,788,1569.36
,,,789,1569.36
,,,790,1569.36
,,,791,1569.36
,,,792,1569.36
,,,793,1569.36
,,,794,1569.36
,,,795,1569.36
,,,796,1569.36
,,,797,1569.36
,,,798,1569.36
,,,799,1569.36
,,,800,1569.36
,,,801,1569.36
,,,802,1569.36
,,,803,1569.36
,,,804,1569.36
,,,805,1569.36
,,,806,1569.36
,,,807,1569.36
,,,808,1569.36
,,,809,1569.36
,,,810,1569.36
,,,811,1569.36
,,,812,1569.36
,,,813,1569.36
,,,814,1569.36
,,,815,1569.36
,,,816,1569.36
,,,817,1569.36
,,,818,1569.36
,,,819,1569.36
,,,820,1569.36
,,,821,1569.36
,,,822,1569.36
,,,823,1569.36
,,,824,1569.36
,,,825,1569.36
,,,826,1569.36
,,,827,1569.36
,,,828,1569.36
,,,829,1569.36
,,,830,1569.36
,,,831,1569.36
,,,832,1569.36
,,,833,1569.36
,,,834,1569.36
,,,835,1569.36
,,,836,1569.36
,,,837,1569.36
,,,838,1569.36
,,,839,1569.36
,,,840,1569.36
,,,841,1569.36
,,,842,1569.36
,,,843,1569.36
,,,844,1569.36
,,,845,1569.36
,,,846,1569.36
,,,847,1569.36
,,,848,1569.36
,,,849,1569.36
,,,850,1569.36
,,,851,1569.36
,,,852,1569.36
,,,853,1569.36
,,,854,1569.36
,,,855,1569.36
,,,856,1569.36
,,,857,1569.36
,,,858,1569.36
,,,859,1569.36
,,,860,1569.36
,,,861,1569.36
,,,862,1569.36
,,,863,1569.36
,,,864,1569.36
,,,865,1569.36
,,,866,1569.36
,,,867,1569.36
,,,868,1569.36
,,,869,1569.36
,,,870,1569.36
,,,871,1569.36
,,,872,1569.36
,,,873,1569.36
,,,874,1569.36
,,,875,1569.36
,,,876,1569.36
,,,877,1569.36
,,,878,1569.36
,,,879,1569.36
,,,880,1569.36
,,,881,1569.36
,,,882,1569.36
,,,883,1569.36
,,,884,1569.36
,,,885,1569.36
,,,886,1569.36
,,,887,1569.36
,,,888,1569.36
,,,889,1569.36
,,,890,1569.36
,,,891,1569.36
,,,892,1569.36
,,,893,1569.36
,,,894,1569.36
,,,895,1569.36
,,,896,1569.36
,,,897,1569.36
,,,898,1569.36
,,,899,1569.36
,,,900,1569.36
,,,901,1569.36
,,,902,1569.36
,,,903,1569.36
,,,904,1569.36
,,,905,1569.36
,,,906,1569.36
,,,907,1569.36
,,,908,1569.36
,,,909,1569.36
,,,910,1569.36
,,,911,1569.36
,,,912,1569.36
,,,913,1569.36
,,,914,1569.36
,,,915,1569.36
,,,916,1569.36
,,,917,1569.36
,,,918,1569.36
,,,919,1569.36
,,,920,1569.36
,,,921,1569.36
,,,922,1569.36
,,,923,1569.36
,,,924,1569.36
,,,925,1569.36
,,,926,1569.36
,,,927,1569.36
,,,928,1569.36
,,,929,1569.36
,,,930,1569.36
,,,931,1569.36
,,,932,1569.36
,,,933,1569.36
,,,934,1569.36
,,,935,1569.36
,,,936,1569.36
,,,937,1569.36
,,,938,1569.36
,,,939,1569.36
,,,940,1569.36
,,,941,1569.36
,,,942,1569.36
,,,943,1569.36
,,,944,1569.36
,,,945,1569.36
,,,946,1569.36
,,,947,1569.36
,,,948,1569.36
,,,949,1569.36
,,,950,1569.36
,,,951,1569.36
,,,952,1569.36
,,,953,1569.36
,,,954,1569.36
,,,955,1569.36
,,,956,1569.36
,,,957,1569.36
,,,958,1569.36
,,,959,1569.36
,,,960,1569.36
,,,961,1569.36
,,,962,1569.36
,,,963,1569.36
,,,964,1569.36
,,,965,1569.36
,,,966,1569.36
,,,967,1569.36
,,,968,1569.36
,,,969,1569.36
,,,970,1569.36
,,,971,1569.36
,,,972,1569.36
,,,973,1569.36
,,,974,1569.36
,,,975,1569.36
,,,976,1569.36
,,,977,1569.36
,,,978,1569.36
,,,979,1569.36
,,,980,1569.36
,,,981,1569.36
,,,982,1569.36
,,,983,1569.36
,,,984,1569.36
,,,985,1569.36
,,,986,1569.36
,,,987,1569.36
,,,988,1569.36
,,,989,1569.36
,,,990,1569.36
,,,991,1569.36
,,,992,1569.36
,,,993,1569.36
,,,994,1569.36
,,,995,1569.36
,,,996,1569.36
,,,997,1569.36
,,,998,1569.36
,,,999,1569.36
,,,1000,1569.36
,,,1001,1569.36
,,,1002,1569.36
,,,1003,1569.36
,,,1004,1569.36
,,,1005,1569.36
,,,1006,1569.36
,,,1007,1569.36
,,,1008,1569.36
,,,1009,1569.36
,,,1010,1569.36
,,,1011,1569.36
,,,1012,1569.36
,,,1013,1569.36
,,,1014,1569.36
,,,1015,1569.36
,,,1016,1569.36
,,,1017,1569.36
,,,1018,1569.36
,,,1019,1569.36
,,,1020,1569.36
,,,1021,1569.36
,,,1022,1569.36
,,,1023,1569.36
,,,1024,1569.36
,,,1025,1569.36
,,,1026,1569.36
,,,1027,1569.36
,,,1028,1569.36
,,,1029,1569.36
,,,1030,1569.36
,,,1031,1569.36
,,,1032,1569.36
,,,1033,1569.36
,,,1034,1569.36
,,,1035,1569.36
,,,1036,1569.36
,,,1037,1569.36
,,,1038,1569.36
,,,1039,1569.36
,,,1040,1569.36
,,,1041,1569.36
,,,1042,1569.36
,,,1043,1569.36
,,,1044,1569.36
,,,1045,1569.36
,,,1046,1569.36
,,,1047,1569.36
,,,1048,1569.36
,,,1049,1569.36
,,,1050,1569.36
,,,1051,1569.36
,,,1052,1569.36
,,,1053,1569.36
,,,1054,1569.36
,,,1055,1569.36
,,,1056,1569.36
,,,1057,1569.36
,,,1058,1569.36
,,,1059,1569.36
,,,1060,1569.36
,,,1061,1569.36
,,,1062,1569.36
,,,1063,1569.36
,,,1064,1569.36
,,,1065,1569.36
,,,1066,1569.36
,,,1067,1569.36
,,,1068,1569.36
,,,1069,1569.36
,,,1070,1569.36
,,,1071,1569.36
,,,1072,1569.36
,,,1073,1569.36
,,,1074,1569.36
,,,1075,1569.36
,,,1076,1569.36
,,,1077,1569.36
,,,1078,1569.36
,,,1079,1569.36
,,,1080,1569.36
,,,1081,1569.36
,,,1082,1569.36
,,,1083,1569.36
,,,1084,1569.36
,,,1085,1569.36
,,,1086,1569.36
,,,1087,1569.36
,,,1088,1569.36
,,,1089,1569.36
,,,1090,1569.36
,,,1091,1569.36
,,,1092,1569.36
,,,1093,1569.36
,,,1094,1569.36
,,,1095,1569.36
,,,1096,1569.36
,,,1097,1569.36
,,,1098,1569.36
,,,1099,1569.36
,,,1100,1569.36
,,,1101,1569.36
,,,1102,1569.36
,,,1103,1569.36
,,,1104,1569.36
,,,1105,1569.36
,,,1106,1569.36
,,,1107,1569.36
,,,1108,1569.36
,,,1109,1569.36
,,,1110,1569.36
,,,1111,1569.36
,,,1112,1569.36
,,,1113,1569.36
,,,1114,1569.36
,,,1115,1569.36
,,,1116,1569.36
,,,1117,1569.36
,,,1118,1569.36
,,,1119,1569.36
,,,1120,1569.36
,,,1121,1569.36
,,,1122,1569.36
,,,1123,1569.36
,,,1124,1569.36
,,,1125,1569.36
,,,1126,1569.36
,,,1127,1569.36
,,,1128,1569.36
,,,1129,1569.36
,,,1130,1569.36
,,,1131,1569.36
,,,1132,1569.36
,,,1133,1569.36
,,,1134,1569.36
,,,1135,1569.36
,,,1136,1569.36
,,,1137,1569.36
,,,1138,1569.36
,,,1139,1569.36
,,,1140,1569.36
,,,1141,1569.36
,,,1142,1569.36
,,,1143,1569.36
,,,1144,1569.36
,,,1145,1569.36
,,,1146,1569.36
,,,1147,1569.36
,,,1148,1569.36
,,,1149,1569.36
,,,1150,1569.36
,,,1151,1569.36
,,,1152,1569.36
,,,1153,1569.36
,,,1154,1569.36
,,,1155,1569.36
,,,1156,1569.36
,,,1157,1569.36
,,,1158,1569.36
,,,1159,1569.36
,,,1160,1569.36
,,,1161,1569.36
,,,1162,1569.36
,,,1163,1569.36
,,,1164,1569.36
,,,1165,1569.36
,,,1166,1569.36
,,,1167,1569.36
,,,1168,1569.36
,,,1169,1569.36
,,,1170,1569.36
,,,1171,1569.36
,,,1172,1569.36
,,,1173,1569.36
,,,1174,1569.36
,,,1175,1569.36
,,,1176,1569.36
,,,1177,1569.36
,,,1178,1569.36
,,,1179,1569.36
,,,1180,1569.36
,,,1181,1569.36
,,,1182,1569.36
,,,1183,1569.36
,,,1184,1569.36
,,,1185,1569.36
,,,1186,1569.36
,,,1187,1569.36
,,,1188,1569.36
,,,1189,1569.36
,,,1190,1569.36
,,,1191,1569.36
,,,1192,1569.36
,,,1193,1569.36
,,,1194,1569.36
,,,1195,1569.36
,,,1196,1569.36
,,,1197,1569.36
,,,1198,1569.36
,,,1199,1569.36
,,,1200,1569.36
,,,1201,1569.36
,,,1202,1569.36
,,,1203,1569.36
,,,1204,1569.36
,,,1205,1569.36
,,,1206,1569.36
,,,1207,1569.36
,,,1208,1569.36
,,,1209,1569.36
,,,1210,1569.36
,,,1211,1569.36
,,,1212,1569.36
,,,1213,1569.36
,,,1214,1569.36
,,,1215,1569.36
,,,1216,1569.36
,,,1217,1569.36
,,,1218,1569.36
,,,1219,1569.36
,,,1220,1569.36
,,,1221,1569.36
,,,1222,1569.36
,,,1223,1569.36
,,,1224,1569.36
,,,1225,1569.36
,,,1226,1569.36
,,,1227,1569.36
,,,1228,1569.36
,,,1229,1569.36
,,,1230,1569.36
,,,1231,1569.36
,,,1232,1569.36
,,,1233,1569.36
,,,1234,1569.36
,,,1235,1569.36
,,,1236,1569.36
,,,1237,1569.36
,,,1238,1569.36
,,,1239,1569.36
,,,1240,1569.36
,,,1241,1569.36
,,,1242,1569.36
,,,1243,1569.36
,,,1244,1569.36
,,,1245,1569.36
,,,1246,1569.36
,,,1247,1569.36
,,,1248,1569.36
,,,1249,1569.36
,,,1250,1569.36
,,,1251,1569.36
,,,1252,1569.36
,,,1253,1569.36
,,,1254,1569.36
,,,1255,1569.36
,,,1256,1569.36
,,,1257,1569.36
,,,1258,1569.36
,,,1259,1569.36
,,,1260,1569.36
,,,1261,1569.36
,,,1262,1569.36
,,,1263,1569.36
,,,1264,1569.36
,,,1265,1569.36
,,,1266,1569.36
,,,1267,1569.36
,,,1268,1569.36
,,,1269,1569.36
,,,1270,1569.36
,,,1271,1569.36
,,,1272,1569.36
,,,1273,1569.36
,,,1274,1569.36
,,,1275,1569.36
,,,1276,1569.36
,,,1277,1569.36
,,,1278,1569.36
,,,1279,1569.36
,,,1280,1569.36
,,,1281,1569.36
,,,1282,1569.36
,,,1283,1569.36
,,,1284,1569.36
,,,1285,1569.36
,,,1286,1569.36
,,,1287,1569.36
,,,1288,1569.36
,,,1289,1569.36
,,,1290,1569.36
,,,1291,1569.36
,,,1292,1569.36
,,,1293,1569.36
,,,1294,1569.36
,,,1295,1569.36
,,,1296,1569.36
,,,1297,1569.36
,,,1298,1569.36
,,,1299,1569.36
,,,1300,1569.36
,,,1301,1569.36
,,,1302,1569.36
,,,1303,1569.36
,,,1304,1569.36
,,,1305,1569.36
,,,1306,1569.36
,,,1307,1569.36
,,,1308,1569.36
,,,1309,1569.36
,,,1310,1569.36
,,,1311,1569.36
,,,1312,1569.36
,,,1313,1569.36
,,,1314,1569.36
,,,1315,1569.36
,,,1316,1569.36
,,,1317,1569.36
,,,1318,1569.36
,,,1319,1569.36
,,,1320,1569.36
,,,1321,1569.36
,,,1322,1569.36
,,,1323,1569.36
,,,1324,1569.36
,,,1325,1569.36
,,,1326,1569.36
,,,1327,1569.36
,,,1328,1569.36
,,,1329,1569.36
,,,1330,1569.36
,,,1331,1569.36
,,,1332,1569.36
,,,1333,1569.36
,,,1334,1569.36
,,,1335,1569.36
,,,1336,1569.36
,,,1337,1569.36
,,,1338,1569.36
,,,1339,1569.36
,,,1340,1569.36
,,,1341,1569.36
,,,1342,1569.36
,,,1343,1569.36
,,,1344,1569.36
,,,1345,1569.36
,,,1346,1569.36
,,,1347,1569.36
,,,1348,1569.36
