Time_Index,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
3968,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.678388696,1,1,1,1,1,0.713548432,0.697141694,0.765792432,0.177205756,0.703749564,0.892984559,0.812724842,0.558213414,0.187271131,0.205317855,0.080034863,0.342720935,0.472845067,0.137512179,0.069435131,0.312719964
3969,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.742639116,1,1,1,1,1,0.779448957,0.794630316,0.831462447,0.281238091,0.79811213,0.92615282,0.856040625,0.585591428,0.188460418,0.165713114,0.08282255,0.328465277,0.230082328,0.118201081,0.06071512,0.264899703
3970,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.770744959,1,1,1,1,1,0.799602611,0.829270075,0.849722547,0.396400658,0.849188444,0.920043933,0.851044111,0.595345603,0.153423743,0.136028906,0.053749242,0.337872274,0.209713979,0.086124949,0.031760101,0.259697356
3971,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.782499134,1,1,1,1,1,0.816973564,0.836837438,0.847491656,0.517205609,0.874008974,0.872654403,0.837172789,0.614652964,0.153139497,0.118413187,0.071688109,0.345208912,0.215894226,0.069067489,0.008350624,0.323723965
3972,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.772004404,1,1,1,1,1,0.820832788,0.796698555,0.835115852,0.635565986,0.878345689,0.812626085,0.824409592,0.556353644,0.155712425,0.116877112,0.101431663,0.408326757,0.241929536,0.081032344,0.015807225,0.369098691
3973,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.74401189,1,1,1,1,1,0.797577659,0.680791382,0.81190912,0.688510515,0.861870532,0.767449751,0.817127668,0.517387809,0.198056168,0.131127986,0.173392163,0.502155786,0.259847477,0.092204591,0.050656854,0.448323995
3974,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.691251236,1,1,1,1,1,0.752243769,0.534795561,0.771418214,0.635974888,0.840758308,0.720578739,0.768158428,0.481858106,0.292751166,0.183149234,0.254976867,0.532069762,0.226546659,0.084755522,0.084595256,0.514620083
3975,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.633667228,1,1,1,1,1,0.721444432,0.404899897,0.714579686,0.519508037,0.831340243,0.681245708,0.72592882,0.434069896,0.380772864,0.26971085,0.311315069,0.504907614,0.190214766,0.070611556,0.116015567,0.594071792
3976,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.555008431,1,1,1,1,1,0.686047485,0.285876519,0.61269246,0.423660946,0.800350571,0.603844298,0.624429495,0.359379297,0.441387899,0.38020492,0.363747477,0.408930005,0.191125393,0.057993914,0.112194906,0.602473464
3977,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.425185305,1,1,1,1,1,0.574546894,0.196766679,0.440849255,0.333208489,0.71390775,0.447750114,0.431312838,0.228467955,0.479593395,0.411595128,0.41061734,0.347249082,0.214803739,0.055097754,0.076723884,0.569260765
3978,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.214079572,1,1,1,1,1,0.331407871,0.072590659,0.17939821,0.199093294,0.501843075,0.170818039,0.163888094,0.106182761,0.489608731,0.464950517,0.450356531,0.278930563,0.249185669,0.071594917,0.10148964,0.520070401
3979,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.032779108,1,1,1,1,1,0.050273501,0.002625722,0.012907307,0.046299079,0.119989253,0.008821246,0.008609051,0.024937476,0.499912205,0.487246794,0.471228617,0.327750733,0.220933752,0.143199067,0.163208549,0.389579002
3980,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.570044239,0.413345011,0.484931921,0.443301238,0.263911583,0.292445662,0.226941907,0.458433594
3981,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.580119724,0.372535698,0.402512139,0.521301193,0.302517879,0.450161092,0.306705085,0.534317952
3982,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.546012826,0.356949274,0.394301282,0.566803537,0.330212672,0.561380405,0.41333119,0.547284694
3983,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.550233695,0.369638752,0.455585061,0.574109331,0.317153934,0.561469018,0.477231709,0.559255879
3984,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.52069158,0.437243995,0.470734025,0.548070817,0.36516083,0.530678618,0.448776389,0.564803286
3985,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.482854645,0.424056138,0.425970402,0.509887843,0.408743116,0.475355099,0.374417108,0.564442374
3986,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.531437395,0.39964838,0.380078909,0.452594063,0.384051574,0.421467579,0.39059241,0.547331856
3987,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.53302224,0.406980406,0.406272528,0.397088571,0.357078675,0.36761102,0.365503141,0.499462104
3988,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.491953425,0.396395515,0.382849117,0.346363975,0.383344904,0.330525381,0.332077078,0.416061029
3989,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.0164519,1,1,1,1,1,0.006273858,0.00494122,0.00835884,0.03372451,0,0.03387885,0.014050183,0.016044123,0.425332281,0.397270917,0.355372395,0.288143243,0.434685139,0.313769357,0.297701879,0.317744813
3990,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.202872316,1,1,1,1,1,0.190314448,0.125254905,0.152972456,0.372412144,0.133426135,0.217693262,0.154199429,0.241755998,0.400087392,0.34660601,0.326349969,0.220560308,0.457927795,0.264170076,0.246879987,0.235122337
3991,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.510207795,1,1,1,1,1,0.524660582,0.373689871,0.443362681,0.756291662,0.536756497,0.459877554,0.37184607,0.591674212,0.227944329,0.182801788,0.30074624,0.12008097,0.331233524,0.161086843,0.109860409,0.128393168
3992,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.677805878,1,1,1,1,1,0.683822939,0.585977373,0.648263183,0.872303911,0.707341515,0.609809525,0.560240881,0.750475311,0.097486696,0.190855797,0.314136492,0.055255004,0.141714059,0.187183528,0.113283159,0.0415053
3993,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.78113346,1,1,1,1,1,0.732299019,0.736218666,0.787118376,0.910339399,0.79292616,0.731956903,0.706093363,0.851126223,0.082734104,0.187658868,0.348066611,0.069560983,0.132914227,0.215414598,0.109935236,0.047416082
3994,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.828887904,1,1,1,1,1,0.751366575,0.831928957,0.860647931,0.895877809,0.817588027,0.791661225,0.797003398,0.893489925,0.097410309,0.132463807,0.368335608,0.110396648,0.113255455,0.227596425,0.15002767,0.052795116
3995,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.843061797,1,1,1,1,1,0.783132344,0.866957118,0.873232078,0.870191377,0.807904102,0.810051276,0.869471951,0.893510306,0.06857981,0.128721573,0.311184258,0.136562229,0.101457999,0.265203558,0.255309515,0.04659149
3996,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.843663367,1,1,1,1,1,0.796965548,0.877154232,0.873919398,0.842747441,0.798176419,0.802579184,0.904745704,0.903344339,0.048328063,0.162163564,0.249856719,0.164075199,0.094866518,0.316655337,0.346244257,0.044848132
3997,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.835653891,1,1,1,1,1,0.772815823,0.868336346,0.858756163,0.843420962,0.803704034,0.788145845,0.90320427,0.906992921,0.043340361,0.142781393,0.248158985,0.202267463,0.096909496,0.400461787,0.387809955,0.048314246
3998,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.807418842,1,1,1,1,1,0.724927732,0.84364865,0.83313092,0.82198356,0.788811395,0.759959858,0.884504946,0.866909815,0.049021075,0.120391541,0.206156258,0.251115514,0.105259007,0.461420951,0.410034032,0.062942262
3999,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.756457122,1,1,1,1,1,0.673521056,0.796153884,0.784804589,0.767525244,0.744190411,0.705225195,0.854979566,0.800751809,0.044993828,0.122028473,0.159719706,0.296350603,0.150023277,0.471013612,0.442469908,0.087257317
4000,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.672701083,1,1,1,1,1,0.563654576,0.7104347,0.684220097,0.683977423,0.668668282,0.62584182,0.770253807,0.752093303,0.036514272,0.146644996,0.154143413,0.324580643,0.239637704,0.458797049,0.454127692,0.104309498
4001,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.541948547,1,1,1,1,1,0.438197831,0.52118453,0.505807394,0.574947821,0.566625977,0.513864292,0.643647769,0.642077992,0.034742121,0.210650516,0.153811644,0.325090539,0.32413657,0.440598547,0.447082947,0.147712797
4002,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.285038195,1,1,1,1,1,0.225186834,0.181446085,0.237657829,0.390099627,0.372988118,0.250495605,0.312751195,0.348245416,0.047769595,0.280349367,0.166044993,0.285663374,0.429690046,0.429628473,0.412357076,0.192735839
4003,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.042386359,1,1,1,1,1,0.032901441,0.006384223,0.024650994,0.091676262,0.083716864,0.021351247,0.026116311,0.062185251,0.091039385,0.303923072,0.223437638,0.304624908,0.481585561,0.411513208,0.25583682,0.213863349
4004,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.00E+00,1,1,1,1,1,0,0,0,0,0,0,0,0.00E+00,0.206160883,0.318182712,0.299700282,0.402681514,0.578832522,0.449434956,0.248962459,0.281347008
4005,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.289602705,0.264194644,0.295136744,0.487365639,0.601046609,0.463357966,0.312833976,0.324529078
4006,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.337850842,0.244813315,0.298082799,0.557784257,0.617914349,0.468338039,0.403197306,0.407304064
4007,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.394718542,0.254640853,0.349558278,0.589380611,0.617735053,0.466434619,0.47962042,0.46095872
4008,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.427930469,0.24494161,0.398102466,0.561198701,0.650221315,0.466902521,0.49364216,0.495536664
4009,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.384275681,0.253561417,0.442266616,0.506691004,0.686717475,0.44906754,0.456754381,0.481644977
4010,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.330089347,0.218231219,0.47825424,0.426618255,0.704831362,0.426263991,0.423858982,0.452299006
4011,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.289410322,0.151233488,0.489938497,0.396777858,0.688709077,0.438688331,0.387279316,0.432596785
4012,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.24360873,0.14641044,0.464809823,0.45572882,0.662453112,0.448491571,0.377542672,0.445306922
4013,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.019527296,1,1,1,1,1,0.002699691,0.011206361,0.012665515,0.012897832,0.00E+00,0.060013113,0.02775281,0.003186636,0.205154017,0.18436431,0.398991461,0.485600466,0.64202674,0.43804361,0.358630079,0.438308229
4014,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.187972074,1,1,1,1,1,0.095617336,0.224743562,0.193588869,0.166542607,0.114832442,0.336584521,0.252589049,0.038006439,0.220793858,0.123567311,0.319366944,0.519401787,0.615096589,0.342323441,0.304214334,0.419594792
4015,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.427790415,1,1,1,1,1,0.290979283,0.570155482,0.445526512,0.433447465,0.482988642,0.541748395,0.519177383,0.10592596,0.141107507,0.045743941,0.091281363,0.429141213,0.482634246,0.169278987,0.092384242,0.361528525
4016,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.55474009,1,1,1,1,1,0.371646545,0.736232529,0.592970947,0.616556926,0.669839664,0.620330629,0.634549519,0.195664738,0.059813815,0.034569371,0.040342078,0.349129999,0.236729677,0.11304486,0.047510455,0.23420147
4017,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.640233978,1,1,1,1,1,0.439979427,0.806411943,0.684212958,0.734859,0.760564922,0.692021023,0.726672473,0.286257529,0.077274726,0.045006614,0.039230327,0.319511805,0.269165427,0.080093437,0.028382062,0.290734822
4018,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.691411166,1,1,1,1,1,0.516064262,0.837914966,0.72605261,0.783973838,0.798165819,0.727576766,0.776074105,0.384304524,0.093521073,0.041101904,0.040741816,0.366586773,0.285625914,0.085001261,0.024277636,0.298721213
4019,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.719189454,1,1,1,1,1,0.531560684,0.848403652,0.748521243,0.820182451,0.819121924,0.730427124,0.749386359,0.52254702,0.07082305,0.053597999,0.064920489,0.411665158,0.289491182,0.110313884,0.021869679,0.299391701
4020,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.720920298,1,1,1,1,1,0.467997794,0.831820721,0.760546249,0.81889864,0.829565918,0.708320426,0.698007592,0.666188631,0.066979112,0.107267365,0.094253461,0.406920183,0.311654503,0.117052996,0.02647815,0.279980666
4021,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.698225846,1,1,1,1,1,0.396258534,0.79523539,0.751213218,0.78576829,0.828676794,0.670949979,0.649925761,0.722306806,0.093879998,0.180139728,0.100236525,0.384040971,0.353741602,0.111637625,0.02757165,0.267234831
4022,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.655135746,1,1,1,1,1,0.373981177,0.692623541,0.700407892,0.723175182,0.811661368,0.630412629,0.635135369,0.693683888,0.130755856,0.249202147,0.108372947,0.36046379,0.400260853,0.108666376,0.038600058,0.27545717
4023,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.581006907,1,1,1,1,1,0.348886909,0.532715531,0.551518037,0.584188753,0.788734194,0.607947477,0.592286598,0.647544985,0.201943613,0.272029657,0.113386944,0.357170254,0.443993696,0.11276548,0.056450913,0.289923315
4024,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.484195262,1,1,1,1,1,0.289640338,0.357917073,0.347549635,0.398968032,0.744292065,0.56987594,0.49734239,0.653962914,0.23967331,0.236535807,0.118973504,0.345872493,0.482831219,0.134378843,0.08333337,0.282100727
4025,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.379530678,1,1,1,1,1,0.257045563,0.220848321,0.196470647,0.279149263,0.681034648,0.451766554,0.334726515,0.596365049,0.253497026,0.265772912,0.161940916,0.337836644,0.504194445,0.188190702,0.151455986,0.298214819
4026,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.212627809,1,1,1,1,1,0.180438931,0.07390498,0.09154596,0.164923703,0.504917678,0.191809788,0.120900735,0.384453481,0.249710204,0.278593668,0.223775439,0.367209996,0.541438579,0.170513303,0.228089003,0.326007851
4027,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.03729403,1,1,1,1,1,0.029381763,0.002832161,0.008876843,0.037151884,0.125263945,0.013118825,0.007655747,0.088179441,0.281820393,0.230053914,0.322298676,0.347480934,0.524345229,0.203850067,0.294776048,0.368892793
4028,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.384166837,0.210273085,0.35026963,0.500766133,0.648272206,0.264178096,0.410305228,0.564388202
4029,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.476068277,0.254254812,0.335556992,0.611381288,0.720728396,0.327717115,0.379769059,0.646950854
4030,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.538134314,0.244297888,0.331719302,0.669551777,0.746819051,0.369537247,0.369439225,0.656994864
4031,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.565023852,0.227964184,0.329028123,0.669549458,0.756064783,0.40505099,0.415331232,0.666833435
4032,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.585306292,0.273492208,0.334597942,0.626389059,0.750285842,0.457014061,0.474519099,0.678216736
4033,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.609136675,0.279096138,0.35944638,0.644030758,0.740408914,0.479745342,0.545317095,0.681591106
4034,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.620783027,0.278239937,0.391885113,0.605561792,0.734947179,0.495867815,0.567211388,0.663213529
4035,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.620032428,0.276825883,0.421213257,0.53039292,0.725892102,0.542781234,0.57707549,0.684958375
4036,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.601679178,0.257838929,0.436891878,0.404532264,0.704079077,0.569908874,0.602506532,0.695109973
4037,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.011335496,1,1,1,1,1,0.005288722,0.014266581,0.00847932,0.001873544,0.00E+00,0.028669971,0.015516046,0.006563688,0.58420992,0.229412058,0.46348981,0.340872204,0.693554698,0.587145945,0.608497708,0.673697053
4038,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.160861666,1,1,1,1,1,0.173975998,0.264655322,0.149143833,0.017366403,0.124564183,0.219206528,0.183367728,0.138148177,0.580842562,0.194858122,0.439769759,0.343786046,0.672875171,0.508155626,0.531298276,0.644012611
4039,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.406462478,1,1,1,1,1,0.477360787,0.631611063,0.371266682,0.027846865,0.452915205,0.505001438,0.446298742,0.329257744,0.389773896,0.091735369,0.221780001,0.243029741,0.593123525,0.250290698,0.271418089,0.594207435
4040,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.526955136,1,1,1,1,1,0.589445774,0.778175767,0.495215836,0.071459004,0.597626651,0.6429979,0.624846744,0.421348406,0.317185321,0.081718495,0.204784327,0.228275987,0.470396281,0.220111085,0.286605604,0.582857312
4041,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.633633414,1,1,1,1,1,0.707259106,0.842971496,0.605023026,0.207530494,0.746810239,0.760169077,0.720519141,0.466669307,0.332955898,0.075645198,0.215185588,0.262014957,0.505602304,0.224622268,0.262898374,0.583370577
4042,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.711322236,1,1,1,1,1,0.780825227,0.860740039,0.714208,0.355490498,0.82170058,0.844022985,0.819150254,0.468162459,0.323952752,0.090834589,0.222912321,0.282728527,0.49655439,0.239315873,0.252605107,0.587281022
4043,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.712161834,1,1,1,1,1,0.820095221,0.841255876,0.76571586,0.348337925,0.833724735,0.841501651,0.864443921,0.359119458,0.330348905,0.098448139,0.233951374,0.24607366,0.475638565,0.256025728,0.245038941,0.578618856
4044,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.70549826,1,1,1,1,1,0.834521307,0.811902388,0.811730657,0.353816497,0.842121516,0.809699929,0.868910423,0.294426647,0.350196392,0.123389192,0.243860653,0.225651252,0.459129023,0.289171657,0.252059914,0.599098036
4045,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.698357526,1,1,1,1,1,0.815478819,0.75737379,0.831207222,0.44136025,0.851218323,0.75496491,0.827213128,0.298736874,0.366755718,0.182619012,0.254623746,0.256388404,0.456343199,0.329318716,0.229028455,0.597916184
4046,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.677285592,1,1,1,1,1,0.780397162,0.68891075,0.821337472,0.573477,0.840564128,0.633764573,0.759500407,0.354162142,0.387785869,0.240972067,0.269523339,0.289553493,0.459475952,0.400270492,0.237763705,0.608815496
4047,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.646448561,1,1,1,1,1,0.72822579,0.572967967,0.786558346,0.660410326,0.830972403,0.510656024,0.664044788,0.484673994,0.417123717,0.283227116,0.306861591,0.407671118,0.478275818,0.448170064,0.30187945,0.628200378
4048,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.58393723,1,1,1,1,1,0.6404249,0.434365159,0.693731732,0.65772952,0.7942608,0.425649418,0.558114074,0.533835707,0.433799804,0.284816833,0.349902899,0.4780761,0.506724242,0.470410763,0.383105577,0.651585341
4049,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.483579172,1,1,1,1,1,0.566909089,0.291195855,0.528305576,0.588053301,0.703674506,0.326653645,0.405678663,0.513667613,0.460127917,0.298328358,0.407080021,0.412474219,0.547855351,0.498695386,0.463443535,0.678965905
4050,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.273156647,1,1,1,1,1,0.348246688,0.107169439,0.253479703,0.345986486,0.496369088,0.142109553,0.161358392,0.374970795,0.499314708,0.331787276,0.436245655,0.301136379,0.568650035,0.42668888,0.54248829,0.689891764
4051,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.047721482,1,1,1,1,1,0.062225856,0.005666745,0.024508738,0.07611126,0.120496713,0.010196002,0.010893467,0.087853534,0.481069346,0.362028304,0.470135012,0.233145067,0.549660887,0.413486049,0.609645098,0.609136049
4052,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.636382046,0.397231228,0.545072087,0.255779644,0.688998625,0.472824286,0.517905198,0.655807764
4053,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.695531582,0.424714927,0.513154751,0.283918118,0.740521592,0.535113517,0.360588842,0.677737871
4054,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.705522995,0.410745955,0.523467273,0.312678666,0.762745877,0.599787781,0.404001224,0.671380122
4055,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.700715228,0.398169955,0.470748697,0.305106106,0.771977525,0.634595368,0.407287094,0.681975097
4056,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.69814432,0.412732255,0.494715732,0.324891759,0.773455167,0.639162078,0.317529939,0.672682712
4057,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.685416072,0.420595946,0.517287654,0.323439706,0.774740753,0.652854518,0.332346035,0.666800328
4058,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.67123772,0.417124405,0.543967844,0.311491753,0.771968668,0.658003108,0.356851957,0.665411066
4059,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.661401166,0.40770202,0.580938887,0.320159176,0.769081666,0.660165632,0.393847415,0.688914141
4060,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.639252642,0.402822427,0.586789555,0.354293175,0.761009572,0.654773809,0.45233438,0.725855316
4061,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.019044182,1,1,1,1,1,0.005929125,0.016606462,0.01737106,0.003324219,0.00E+00,0.052596587,0.032873731,0.004711485,0.598480388,0.366676634,0.579879936,0.390186643,0.74621282,0.646383835,0.498296443,0.73836023
4062,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.20873148,1,1,1,1,1,0.184381257,0.284424923,0.27974026,0.020644895,0.123542973,0.322297305,0.319687853,0.089428749,0.565293182,0.326212675,0.551287333,0.401664905,0.733718226,0.597794846,0.439267718,0.747293496
4063,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.470603795,1,1,1,1,1,0.504580061,0.65835657,0.620672962,0.040113023,0.491262286,0.573442031,0.626700167,0.233251788,0.455632329,0.153039789,0.421619016,0.330352792,0.696008592,0.471935239,0.263166441,0.72106529
4064,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.58920665,1,1,1,1,1,0.612079788,0.795055283,0.735454651,0.120294017,0.663082807,0.659870658,0.75423796,0.391699184,0.40241113,0.132211992,0.396839816,0.260398492,0.551626739,0.427198234,0.223529861,0.67975205
4065,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.67340925,1,1,1,1,1,0.735602934,0.853162595,0.809399772,0.261834232,0.801252486,0.664716735,0.804923237,0.518149479,0.374222063,0.113001909,0.363725448,0.262174739,0.579124476,0.414467626,0.267188677,0.70352297
4066,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.735991376,1,1,1,1,1,0.842193052,0.871129311,0.853669416,0.438912821,0.845750877,0.697538907,0.822745351,0.574611249,0.362253914,0.116333139,0.337904125,0.308328075,0.571045755,0.44339433,0.332990954,0.713780402
4067,0.154725838,1,1,1,1,1,1,1,1,1,0.154725838,0.772210242,1,1,1,1,1,0.870356423,0.870632332,0.867639292,0.60986942,0.878610268,0.728614073,0.81450972,0.578603021,0.355856029,0.111927277,0.330739956,0.455481658,0.53185525,0.470751838,0.381936579,0.727685216
