Time_Index,None,MIDAT_reference_naturalgas,NE_reference_naturalgas,NE_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,MIDAT_reference_uranium
4664,0,4.01,4.93,0.82,4.12,0.82,0.82
4665,0,4.01,4.93,0.82,4.12,0.82,0.82
4666,0,4.01,4.93,0.82,4.12,0.82,0.82
4667,0,4.01,4.93,0.82,4.12,0.82,0.82
4668,0,4.01,4.93,0.82,4.12,0.82,0.82
4669,0,4.01,4.93,0.82,4.12,0.82,0.82
4670,0,4.01,4.93,0.82,4.12,0.82,0.82
4671,0,4.01,4.93,0.82,4.12,0.82,0.82
4672,0,4.01,4.93,0.82,4.12,0.82,0.82
4673,0,4.01,4.93,0.82,4.12,0.82,0.82
4674,0,4.01,4.93,0.82,4.12,0.82,0.82
4675,0,4.01,4.93,0.82,4.12,0.82,0.82
4676,0,4.01,4.93,0.82,4.12,0.82,0.82
4677,0,4.01,4.93,0.82,4.12,0.82,0.82
4678,0,4.01,4.93,0.82,4.12,0.82,0.82
4679,0,4.01,4.93,0.82,4.12,0.82,0.82
4680,0,4.01,4.93,0.82,4.12,0.82,0.82
4681,0,4.01,4.93,0.82,4.12,0.82,0.82
4682,0,4.01,4.93,0.82,4.12,0.82,0.82
4683,0,4.01,4.93,0.82,4.12,0.82,0.82
4684,0,4.01,4.93,0.82,4.12,0.82,0.82
4685,0,4.01,4.93,0.82,4.12,0.82,0.82
4686,0,4.01,4.93,0.82,4.12,0.82,0.82
4687,0,4.01,4.93,0.82,4.12,0.82,0.82
4688,0,4.01,4.93,0.82,4.12,0.82,0.82
4689,0,4.01,4.93,0.82,4.12,0.82,0.82
4690,0,4.01,4.93,0.82,4.12,0.82,0.82
4691,0,4.01,4.93,0.82,4.12,0.82,0.82
4692,0,4.01,4.93,0.82,4.12,0.82,0.82
4693,0,4.01,4.93,0.82,4.12,0.82,0.82
4694,0,4.01,4.93,0.82,4.12,0.82,0.82
4695,0,4.01,4.93,0.82,4.12,0.82,0.82
4696,0,4.01,4.93,0.82,4.12,0.82,0.82
4697,0,4.01,4.93,0.82,4.12,0.82,0.82
4698,0,4.01,4.93,0.82,4.12,0.82,0.82
4699,0,4.01,4.93,0.82,4.12,0.82,0.82
4700,0,4.01,4.93,0.82,4.12,0.82,0.82
4701,0,4.01,4.93,0.82,4.12,0.82,0.82
4702,0,4.01,4.93,0.82,4.12,0.82,0.82
4703,0,4.01,4.93,0.82,4.12,0.82,0.82
4704,0,4.01,4.93,0.82,4.12,0.82,0.82
4705,0,4.01,4.93,0.82,4.12,0.82,0.82
4706,0,4.01,4.93,0.82,4.12,0.82,0.82
4707,0,4.01,4.93,0.82,4.12,0.82,0.82
4708,0,4.01,4.93,0.82,4.12,0.82,0.82
4709,0,4.01,4.93,0.82,4.12,0.82,0.82
4710,0,4.01,4.93,0.82,4.12,0.82,0.82
4711,0,4.01,4.93,0.82,4.12,0.82,0.82
4712,0,4.01,4.93,0.82,4.12,0.82,0.82
4713,0,4.01,4.93,0.82,4.12,0.82,0.82
4714,0,4.01,4.93,0.82,4.12,0.82,0.82
4715,0,4.01,4.93,0.82,4.12,0.82,0.82
4716,0,4.01,4.93,0.82,4.12,0.82,0.82
4717,0,4.01,4.93,0.82,4.12,0.82,0.82
4718,0,4.01,4.93,0.82,4.12,0.82,0.82
4719,0,4.01,4.93,0.82,4.12,0.82,0.82
4720,0,4.01,4.93,0.82,4.12,0.82,0.82
4721,0,4.01,4.93,0.82,4.12,0.82,0.82
4722,0,4.01,4.93,0.82,4.12,0.82,0.82
4723,0,4.01,4.93,0.82,4.12,0.82,0.82
4724,0,4.01,4.93,0.82,4.12,0.82,0.82
4725,0,4.01,4.93,0.82,4.12,0.82,0.82
4726,0,4.01,4.93,0.82,4.12,0.82,0.82
4727,0,4.01,4.93,0.82,4.12,0.82,0.82
4728,0,4.01,4.93,0.82,4.12,0.82,0.82
4729,0,4.01,4.93,0.82,4.12,0.82,0.82
4730,0,4.01,4.93,0.82,4.12,0.82,0.82
4731,0,4.01,4.93,0.82,4.12,0.82,0.82
4732,0,4.01,4.93,0.82,4.12,0.82,0.82
4733,0,4.01,4.93,0.82,4.12,0.82,0.82
4734,0,4.01,4.93,0.82,4.12,0.82,0.82
4735,0,4.01,4.93,0.82,4.12,0.82,0.82
4736,0,4.01,4.93,0.82,4.12,0.82,0.82
4737,0,4.01,4.93,0.82,4.12,0.82,0.82
4738,0,4.01,4.93,0.82,4.12,0.82,0.82
4739,0,4.01,4.93,0.82,4.12,0.82,0.82
4740,0,4.01,4.93,0.82,4.12,0.82,0.82
4741,0,4.01,4.93,0.82,4.12,0.82,0.82
4742,0,4.01,4.93,0.82,4.12,0.82,0.82
4743,0,4.01,4.93,0.82,4.12,0.82,0.82
4744,0,4.01,4.93,0.82,4.12,0.82,0.82
4745,0,4.01,4.93,0.82,4.12,0.82,0.82
4746,0,4.01,4.93,0.82,4.12,0.82,0.82
4747,0,4.01,4.93,0.82,4.12,0.82,0.82
4748,0,4.01,4.93,0.82,4.12,0.82,0.82
4749,0,4.01,4.93,0.82,4.12,0.82,0.82
4750,0,4.01,4.93,0.82,4.12,0.82,0.82
4751,0,4.01,4.93,0.82,4.12,0.82,0.82
4752,0,4.01,4.93,0.82,4.12,0.82,0.82
4753,0,4.01,4.93,0.82,4.12,0.82,0.82
4754,0,4.01,4.93,0.82,4.12,0.82,0.82
4755,0,4.01,4.93,0.82,4.12,0.82,0.82
4756,0,4.01,4.93,0.82,4.12,0.82,0.82
4757,0,4.01,4.93,0.82,4.12,0.82,0.82
4758,0,4.01,4.93,0.82,4.12,0.82,0.82
4759,0,4.01,4.93,0.82,4.12,0.82,0.82
4760,0,4.01,4.93,0.82,4.12,0.82,0.82
4761,0,4.01,4.93,0.82,4.12,0.82,0.82
4762,0,4.01,4.93,0.82,4.12,0.82,0.82
4763,0,4.01,4.93,0.82,4.12,0.82,0.82
4764,0,4.01,4.93,0.82,4.12,0.82,0.82
4765,0,4.01,4.93,0.82,4.12,0.82,0.82
4766,0,4.01,4.93,0.82,4.12,0.82,0.82
4767,0,4.01,4.93,0.82,4.12,0.82,0.82
4768,0,4.01,4.93,0.82,4.12,0.82,0.82
4769,0,4.01,4.93,0.82,4.12,0.82,0.82
4770,0,4.01,4.93,0.82,4.12,0.82,0.82
4771,0,4.01,4.93,0.82,4.12,0.82,0.82
4772,0,4.01,4.93,0.82,4.12,0.82,0.82
4773,0,4.01,4.93,0.82,4.12,0.82,0.82
4774,0,4.01,4.93,0.82,4.12,0.82,0.82
4775,0,4.01,4.93,0.82,4.12,0.82,0.82
4776,0,4.01,4.93,0.82,4.12,0.82,0.82
4777,0,4.01,4.93,0.82,4.12,0.82,0.82
4778,0,4.01,4.93,0.82,4.12,0.82,0.82
4779,0,4.01,4.93,0.82,4.12,0.82,0.82
4780,0,4.01,4.93,0.82,4.12,0.82,0.82
4781,0,4.01,4.93,0.82,4.12,0.82,0.82
4782,0,4.01,4.93,0.82,4.12,0.82,0.82
4783,0,4.01,4.93,0.82,4.12,0.82,0.82
4784,0,4.01,4.93,0.82,4.12,0.82,0.82
4785,0,4.01,4.93,0.82,4.12,0.82,0.82
4786,0,4.01,4.93,0.82,4.12,0.82,0.82
4787,0,4.01,4.93,0.82,4.12,0.82,0.82
4788,0,4.01,4.93,0.82,4.12,0.82,0.82
4789,0,4.01,4.93,0.82,4.12,0.82,0.82
4790,0,4.01,4.93,0.82,4.12,0.82,0.82
4791,0,4.01,4.93,0.82,4.12,0.82,0.82
4792,0,4.01,4.93,0.82,4.12,0.82,0.82
4793,0,4.01,4.93,0.82,4.12,0.82,0.82
4794,0,4.01,4.93,0.82,4.12,0.82,0.82
4795,0,4.01,4.93,0.82,4.12,0.82,0.82
4796,0,4.01,4.93,0.82,4.12,0.82,0.82
4797,0,4.01,4.93,0.82,4.12,0.82,0.82
4798,0,4.01,4.93,0.82,4.12,0.82,0.82
4799,0,4.01,4.93,0.82,4.12,0.82,0.82
4800,0,4.01,4.93,0.82,4.12,0.82,0.82
4801,0,4.01,4.93,0.82,4.12,0.82,0.82
4802,0,4.01,4.93,0.82,4.12,0.82,0.82
4803,0,4.01,4.93,0.82,4.12,0.82,0.82
4804,0,4.01,4.93,0.82,4.12,0.82,0.82
4805,0,4.01,4.93,0.82,4.12,0.82,0.82
4806,0,4.01,4.93,0.82,4.12,0.82,0.82
4807,0,4.01,4.93,0.82,4.12,0.82,0.82
4808,0,4.01,4.93,0.82,4.12,0.82,0.82
4809,0,4.01,4.93,0.82,4.12,0.82,0.82
4810,0,4.01,4.93,0.82,4.12,0.82,0.82
4811,0,4.01,4.93,0.82,4.12,0.82,0.82
4812,0,4.01,4.93,0.82,4.12,0.82,0.82
4813,0,4.01,4.93,0.82,4.12,0.82,0.82
4814,0,4.01,4.93,0.82,4.12,0.82,0.82
4815,0,4.01,4.93,0.82,4.12,0.82,0.82
4816,0,4.01,4.93,0.82,4.12,0.82,0.82
4817,0,4.01,4.93,0.82,4.12,0.82,0.82
4818,0,4.01,4.93,0.82,4.12,0.82,0.82
4819,0,4.01,4.93,0.82,4.12,0.82,0.82
4820,0,4.01,4.93,0.82,4.12,0.82,0.82
4821,0,4.01,4.93,0.82,4.12,0.82,0.82
4822,0,4.01,4.93,0.82,4.12,0.82,0.82
4823,0,4.01,4.93,0.82,4.12,0.82,0.82
4824,0,4.01,4.93,0.82,4.12,0.82,0.82
4825,0,4.01,4.93,0.82,4.12,0.82,0.82
4826,0,4.01,4.93,0.82,4.12,0.82,0.82
4827,0,4.01,4.93,0.82,4.12,0.82,0.82
4828,0,4.01,4.93,0.82,4.12,0.82,0.82
4829,0,4.01,4.93,0.82,4.12,0.82,0.82
4830,0,4.01,4.93,0.82,4.12,0.82,0.82
4831,0,4.01,4.93,0.82,4.12,0.82,0.82
4832,0,4.01,4.93,0.82,4.12,0.82,0.82
4833,0,4.01,4.93,0.82,4.12,0.82,0.82
4834,0,4.01,4.93,0.82,4.12,0.82,0.82
4835,0,4.01,4.93,0.82,4.12,0.82,0.82
4836,0,4.01,4.93,0.82,4.12,0.82,0.82
4837,0,4.01,4.93,0.82,4.12,0.82,0.82
4838,0,4.01,4.93,0.82,4.12,0.82,0.82
4839,0,4.01,4.93,0.82,4.12,0.82,0.82
4840,0,4.01,4.93,0.82,4.12,0.82,0.82
4841,0,4.01,4.93,0.82,4.12,0.82,0.82
4842,0,4.01,4.93,0.82,4.12,0.82,0.82
4843,0,4.01,4.93,0.82,4.12,0.82,0.82
4844,0,4.01,4.93,0.82,4.12,0.82,0.82
4845,0,4.01,4.93,0.82,4.12,0.82,0.82
4846,0,4.01,4.93,0.82,4.12,0.82,0.82
4847,0,4.01,4.93,0.82,4.12,0.82,0.82
4848,0,4.01,4.93,0.82,4.12,0.82,0.82
4849,0,4.01,4.93,0.82,4.12,0.82,0.82
4850,0,4.01,4.93,0.82,4.12,0.82,0.82
4851,0,4.01,4.93,0.82,4.12,0.82,0.82
4852,0,4.01,4.93,0.82,4.12,0.82,0.82
4853,0,4.01,4.93,0.82,4.12,0.82,0.82
4854,0,4.01,4.93,0.82,4.12,0.82,0.82
4855,0,4.01,4.93,0.82,4.12,0.82,0.82
4856,0,4.01,4.93,0.82,4.12,0.82,0.82
4857,0,4.01,4.93,0.82,4.12,0.82,0.82
4858,0,4.01,4.93,0.82,4.12,0.82,0.82
4859,0,4.01,4.93,0.82,4.12,0.82,0.82
4860,0,4.01,4.93,0.82,4.12,0.82,0.82
4861,0,4.01,4.93,0.82,4.12,0.82,0.82
4862,0,4.01,4.93,0.82,4.12,0.82,0.82
4863,0,4.01,4.93,0.82,4.12,0.82,0.82
4864,0,4.01,4.93,0.82,4.12,0.82,0.82
4865,0,4.01,4.93,0.82,4.12,0.82,0.82
4866,0,4.01,4.93,0.82,4.12,0.82,0.82
4867,0,4.01,4.93,0.82,4.12,0.82,0.82
4868,0,4.01,4.93,0.82,4.12,0.82,0.82
4869,0,4.01,4.93,0.82,4.12,0.82,0.82
4870,0,4.01,4.93,0.82,4.12,0.82,0.82
4871,0,4.01,4.93,0.82,4.12,0.82,0.82
4872,0,4.01,4.93,0.82,4.12,0.82,0.82
4873,0,4.01,4.93,0.82,4.12,0.82,0.82
4874,0,4.01,4.93,0.82,4.12,0.82,0.82
4875,0,4.01,4.93,0.82,4.12,0.82,0.82
4876,0,4.01,4.93,0.82,4.12,0.82,0.82
4877,0,4.01,4.93,0.82,4.12,0.82,0.82
4878,0,4.01,4.93,0.82,4.12,0.82,0.82
4879,0,4.01,4.93,0.82,4.12,0.82,0.82
4880,0,4.01,4.93,0.82,4.12,0.82,0.82
4881,0,4.01,4.93,0.82,4.12,0.82,0.82
4882,0,4.01,4.93,0.82,4.12,0.82,0.82
4883,0,4.01,4.93,0.82,4.12,0.82,0.82
4884,0,4.01,4.93,0.82,4.12,0.82,0.82
4885,0,4.01,4.93,0.82,4.12,0.82,0.82
4886,0,4.01,4.93,0.82,4.12,0.82,0.82
4887,0,4.01,4.93,0.82,4.12,0.82,0.82
4888,0,4.01,4.93,0.82,4.12,0.82,0.82
4889,0,4.01,4.93,0.82,4.12,0.82,0.82
4890,0,4.01,4.93,0.82,4.12,0.82,0.82
4891,0,4.01,4.93,0.82,4.12,0.82,0.82
4892,0,4.01,4.93,0.82,4.12,0.82,0.82
4893,0,4.01,4.93,0.82,4.12,0.82,0.82
4894,0,4.01,4.93,0.82,4.12,0.82,0.82
4895,0,4.01,4.93,0.82,4.12,0.82,0.82
4896,0,4.01,4.93,0.82,4.12,0.82,0.82
4897,0,4.01,4.93,0.82,4.12,0.82,0.82
4898,0,4.01,4.93,0.82,4.12,0.82,0.82
4899,0,4.01,4.93,0.82,4.12,0.82,0.82
4900,0,4.01,4.93,0.82,4.12,0.82,0.82
4901,0,4.01,4.93,0.82,4.12,0.82,0.82
4902,0,4.01,4.93,0.82,4.12,0.82,0.82
4903,0,4.01,4.93,0.82,4.12,0.82,0.82
4904,0,4.01,4.93,0.82,4.12,0.82,0.82
4905,0,4.01,4.93,0.82,4.12,0.82,0.82
4906,0,4.01,4.93,0.82,4.12,0.82,0.82
4907,0,4.01,4.93,0.82,4.12,0.82,0.82
4908,0,4.01,4.93,0.82,4.12,0.82,0.82
4909,0,4.01,4.93,0.82,4.12,0.82,0.82
4910,0,4.01,4.93,0.82,4.12,0.82,0.82
4911,0,4.01,4.93,0.82,4.12,0.82,0.82
4912,0,4.01,4.93,0.82,4.12,0.82,0.82
4913,0,4.01,4.93,0.82,4.12,0.82,0.82
4914,0,4.01,4.93,0.82,4.12,0.82,0.82
4915,0,4.01,4.93,0.82,4.12,0.82,0.82
4916,0,4.01,4.93,0.82,4.12,0.82,0.82
4917,0,4.01,4.93,0.82,4.12,0.82,0.82
4918,0,4.01,4.93,0.82,4.12,0.82,0.82
4919,0,4.01,4.93,0.82,4.12,0.82,0.82
4920,0,4.01,4.93,0.82,4.12,0.82,0.82
4921,0,4.01,4.93,0.82,4.12,0.82,0.82
4922,0,4.01,4.93,0.82,4.12,0.82,0.82
4923,0,4.01,4.93,0.82,4.12,0.82,0.82
4924,0,4.01,4.93,0.82,4.12,0.82,0.82
4925,0,4.01,4.93,0.82,4.12,0.82,0.82
4926,0,4.01,4.93,0.82,4.12,0.82,0.82
4927,0,4.01,4.93,0.82,4.12,0.82,0.82
4928,0,4.01,4.93,0.82,4.12,0.82,0.82
4929,0,4.01,4.93,0.82,4.12,0.82,0.82
4930,0,4.01,4.93,0.82,4.12,0.82,0.82
4931,0,4.01,4.93,0.82,4.12,0.82,0.82
4932,0,4.01,4.93,0.82,4.12,0.82,0.82
4933,0,4.01,4.93,0.82,4.12,0.82,0.82
4934,0,4.01,4.93,0.82,4.12,0.82,0.82
4935,0,4.01,4.93,0.82,4.12,0.82,0.82
4936,0,4.01,4.93,0.82,4.12,0.82,0.82
4937,0,4.01,4.93,0.82,4.12,0.82,0.82
4938,0,4.01,4.93,0.82,4.12,0.82,0.82
4939,0,4.01,4.93,0.82,4.12,0.82,0.82
4940,0,4.01,4.93,0.82,4.12,0.82,0.82
4941,0,4.01,4.93,0.82,4.12,0.82,0.82
4942,0,4.01,4.93,0.82,4.12,0.82,0.82
4943,0,4.01,4.93,0.82,4.12,0.82,0.82
4944,0,4.01,4.93,0.82,4.12,0.82,0.82
4945,0,4.01,4.93,0.82,4.12,0.82,0.82
4946,0,4.01,4.93,0.82,4.12,0.82,0.82
4947,0,4.01,4.93,0.82,4.12,0.82,0.82
4948,0,4.01,4.93,0.82,4.12,0.82,0.82
4949,0,4.01,4.93,0.82,4.12,0.82,0.82
4950,0,4.01,4.93,0.82,4.12,0.82,0.82
4951,0,4.01,4.93,0.82,4.12,0.82,0.82
4952,0,4.01,4.93,0.82,4.12,0.82,0.82
4953,0,4.01,4.93,0.82,4.12,0.82,0.82
4954,0,4.01,4.93,0.82,4.12,0.82,0.82
4955,0,4.01,4.93,0.82,4.12,0.82,0.82
4956,0,4.01,4.93,0.82,4.12,0.82,0.82
4957,0,4.01,4.93,0.82,4.12,0.82,0.82
4958,0,4.01,4.93,0.82,4.12,0.82,0.82
4959,0,4.01,4.93,0.82,4.12,0.82,0.82
4960,0,4.01,4.93,0.82,4.12,0.82,0.82
4961,0,4.01,4.93,0.82,4.12,0.82,0.82
4962,0,4.01,4.93,0.82,4.12,0.82,0.82
4963,0,4.01,4.93,0.82,4.12,0.82,0.82
4964,0,4.01,4.93,0.82,4.12,0.82,0.82
4965,0,4.01,4.93,0.82,4.12,0.82,0.82
4966,0,4.01,4.93,0.82,4.12,0.82,0.82
4967,0,4.01,4.93,0.82,4.12,0.82,0.82
4968,0,4.01,4.93,0.82,4.12,0.82,0.82
4969,0,4.01,4.93,0.82,4.12,0.82,0.82
4970,0,4.01,4.93,0.82,4.12,0.82,0.82
4971,0,4.01,4.93,0.82,4.12,0.82,0.82
4972,0,4.01,4.93,0.82,4.12,0.82,0.82
4973,0,4.01,4.93,0.82,4.12,0.82,0.82
4974,0,4.01,4.93,0.82,4.12,0.82,0.82
4975,0,4.01,4.93,0.82,4.12,0.82,0.82
4976,0,4.01,4.93,0.82,4.12,0.82,0.82
4977,0,4.01,4.93,0.82,4.12,0.82,0.82
4978,0,4.01,4.93,0.82,4.12,0.82,0.82
4979,0,4.01,4.93,0.82,4.12,0.82,0.82
4980,0,4.01,4.93,0.82,4.12,0.82,0.82
4981,0,4.01,4.93,0.82,4.12,0.82,0.82
4982,0,4.01,4.93,0.82,4.12,0.82,0.82
4983,0,4.01,4.93,0.82,4.12,0.82,0.82
4984,0,4.01,4.93,0.82,4.12,0.82,0.82
4985,0,4.01,4.93,0.82,4.12,0.82,0.82
4986,0,4.01,4.93,0.82,4.12,0.82,0.82
4987,0,4.01,4.93,0.82,4.12,0.82,0.82
4988,0,4.01,4.93,0.82,4.12,0.82,0.82
4989,0,4.01,4.93,0.82,4.12,0.82,0.82
4990,0,4.01,4.93,0.82,4.12,0.82,0.82
4991,0,4.01,4.93,0.82,4.12,0.82,0.82
4992,0,4.01,4.93,0.82,4.12,0.82,0.82
4993,0,4.01,4.93,0.82,4.12,0.82,0.82
4994,0,4.01,4.93,0.82,4.12,0.82,0.82
4995,0,4.01,4.93,0.82,4.12,0.82,0.82
4996,0,4.01,4.93,0.82,4.12,0.82,0.82
4997,0,4.01,4.93,0.82,4.12,0.82,0.82
4998,0,4.01,4.93,0.82,4.12,0.82,0.82
4999,0,4.01,4.93,0.82,4.12,0.82,0.82
5000,0,4.01,4.93,0.82,4.12,0.82,0.82
5001,0,4.01,4.93,0.82,4.12,0.82,0.82
5002,0,4.01,4.93,0.82,4.12,0.82,0.82
5003,0,4.01,4.93,0.82,4.12,0.82,0.82
5004,0,4.01,4.93,0.82,4.12,0.82,0.82
5005,0,4.01,4.93,0.82,4.12,0.82,0.82
5006,0,4.01,4.93,0.82,4.12,0.82,0.82
5007,0,4.01,4.93,0.82,4.12,0.82,0.82
5008,0,4.01,4.93,0.82,4.12,0.82,0.82
5009,0,4.01,4.93,0.82,4.12,0.82,0.82
5010,0,4.01,4.93,0.82,4.12,0.82,0.82
5011,0,4.01,4.93,0.82,4.12,0.82,0.82
5012,0,4.01,4.93,0.82,4.12,0.82,0.82
5013,0,4.01,4.93,0.82,4.12,0.82,0.82
5014,0,4.01,4.93,0.82,4.12,0.82,0.82
5015,0,4.01,4.93,0.82,4.12,0.82,0.82
5016,0,4.01,4.93,0.82,4.12,0.82,0.82
5017,0,4.01,4.93,0.82,4.12,0.82,0.82
5018,0,4.01,4.93,0.82,4.12,0.82,0.82
5019,0,4.01,4.93,0.82,4.12,0.82,0.82
5020,0,4.01,4.93,0.82,4.12,0.82,0.82
5021,0,4.01,4.93,0.82,4.12,0.82,0.82
5022,0,4.01,4.93,0.82,4.12,0.82,0.82
5023,0,4.01,4.93,0.82,4.12,0.82,0.82
5024,0,4.01,4.93,0.82,4.12,0.82,0.82
5025,0,4.01,4.93,0.82,4.12,0.82,0.82
5026,0,4.01,4.93,0.82,4.12,0.82,0.82
5027,0,4.01,4.93,0.82,4.12,0.82,0.82
5028,0,4.01,4.93,0.82,4.12,0.82,0.82
5029,0,4.01,4.93,0.82,4.12,0.82,0.82
5030,0,4.01,4.93,0.82,4.12,0.82,0.82
5031,0,4.01,4.93,0.82,4.12,0.82,0.82
5032,0,4.01,4.93,0.82,4.12,0.82,0.82
5033,0,4.01,4.93,0.82,4.12,0.82,0.82
5034,0,4.01,4.93,0.82,4.12,0.82,0.82
5035,0,4.01,4.93,0.82,4.12,0.82,0.82
5036,0,4.01,4.93,0.82,4.12,0.82,0.82
5037,0,4.01,4.93,0.82,4.12,0.82,0.82
5038,0,4.01,4.93,0.82,4.12,0.82,0.82
5039,0,4.01,4.93,0.82,4.12,0.82,0.82
5040,0,4.01,4.93,0.82,4.12,0.82,0.82
5041,0,4.01,4.93,0.82,4.12,0.82,0.82
5042,0,4.01,4.93,0.82,4.12,0.82,0.82
5043,0,4.01,4.93,0.82,4.12,0.82,0.82
5044,0,4.01,4.93,0.82,4.12,0.82,0.82
5045,0,4.01,4.93,0.82,4.12,0.82,0.82
5046,0,4.01,4.93,0.82,4.12,0.82,0.82
5047,0,4.01,4.93,0.82,4.12,0.82,0.82
5048,0,4.01,4.93,0.82,4.12,0.82,0.82
5049,0,4.01,4.93,0.82,4.12,0.82,0.82
5050,0,4.01,4.93,0.82,4.12,0.82,0.82
5051,0,4.01,4.93,0.82,4.12,0.82,0.82
5052,0,4.01,4.93,0.82,4.12,0.82,0.82
5053,0,4.01,4.93,0.82,4.12,0.82,0.82
5054,0,4.01,4.93,0.82,4.12,0.82,0.82
5055,0,4.01,4.93,0.82,4.12,0.82,0.82
5056,0,4.01,4.93,0.82,4.12,0.82,0.82
5057,0,4.01,4.93,0.82,4.12,0.82,0.82
5058,0,4.01,4.93,0.82,4.12,0.82,0.82
5059,0,4.01,4.93,0.82,4.12,0.82,0.82
5060,0,4.01,4.93,0.82,4.12,0.82,0.82
5061,0,4.01,4.93,0.82,4.12,0.82,0.82
5062,0,4.01,4.93,0.82,4.12,0.82,0.82
5063,0,4.01,4.93,0.82,4.12,0.82,0.82
5064,0,4.01,4.93,0.82,4.12,0.82,0.82
5065,0,4.01,4.93,0.82,4.12,0.82,0.82
5066,0,4.01,4.93,0.82,4.12,0.82,0.82
5067,0,4.01,4.93,0.82,4.12,0.82,0.82
5068,0,4.01,4.93,0.82,4.12,0.82,0.82
5069,0,4.01,4.93,0.82,4.12,0.82,0.82
5070,0,4.01,4.93,0.82,4.12,0.82,0.82
5071,0,4.01,4.93,0.82,4.12,0.82,0.82
5072,0,4.01,4.93,0.82,4.12,0.82,0.82
5073,0,4.01,4.93,0.82,4.12,0.82,0.82
5074,0,4.01,4.93,0.82,4.12,0.82,0.82
5075,0,4.01,4.93,0.82,4.12,0.82,0.82
5076,0,4.01,4.93,0.82,4.12,0.82,0.82
5077,0,4.01,4.93,0.82,4.12,0.82,0.82
5078,0,4.01,4.93,0.82,4.12,0.82,0.82
5079,0,4.01,4.93,0.82,4.12,0.82,0.82
5080,0,4.01,4.93,0.82,4.12,0.82,0.82
5081,0,4.01,4.93,0.82,4.12,0.82,0.82
5082,0,4.01,4.93,0.82,4.12,0.82,0.82
5083,0,4.01,4.93,0.82,4.12,0.82,0.82
5084,0,4.01,4.93,0.82,4.12,0.82,0.82
5085,0,4.01,4.93,0.82,4.12,0.82,0.82
5086,0,4.01,4.93,0.82,4.12,0.82,0.82
5087,0,4.01,4.93,0.82,4.12,0.82,0.82
5088,0,4.01,4.93,0.82,4.12,0.82,0.82
5089,0,4.01,4.93,0.82,4.12,0.82,0.82
5090,0,4.01,4.93,0.82,4.12,0.82,0.82
5091,0,4.01,4.93,0.82,4.12,0.82,0.82
5092,0,4.01,4.93,0.82,4.12,0.82,0.82
5093,0,4.01,4.93,0.82,4.12,0.82,0.82
5094,0,4.01,4.93,0.82,4.12,0.82,0.82
5095,0,4.01,4.93,0.82,4.12,0.82,0.82
5096,0,4.01,4.93,0.82,4.12,0.82,0.82
5097,0,4.01,4.93,0.82,4.12,0.82,0.82
5098,0,4.01,4.93,0.82,4.12,0.82,0.82
5099,0,4.01,4.93,0.82,4.12,0.82,0.82
5100,0,4.01,4.93,0.82,4.12,0.82,0.82
5101,0,4.01,4.93,0.82,4.12,0.82,0.82
5102,0,4.01,4.93,0.82,4.12,0.82,0.82
5103,0,4.01,4.93,0.82,4.12,0.82,0.82
5104,0,4.01,4.93,0.82,4.12,0.82,0.82
5105,0,4.01,4.93,0.82,4.12,0.82,0.82
5106,0,4.01,4.93,0.82,4.12,0.82,0.82
5107,0,4.01,4.93,0.82,4.12,0.82,0.82
5108,0,4.01,4.93,0.82,4.12,0.82,0.82
5109,0,4.01,4.93,0.82,4.12,0.82,0.82
5110,0,4.01,4.93,0.82,4.12,0.82,0.82
5111,0,4.01,4.93,0.82,4.12,0.82,0.82
5112,0,4.01,4.93,0.82,4.12,0.82,0.82
5113,0,4.01,4.93,0.82,4.12,0.82,0.82
5114,0,4.01,4.93,0.82,4.12,0.82,0.82
5115,0,4.01,4.93,0.82,4.12,0.82,0.82
5116,0,4.01,4.93,0.82,4.12,0.82,0.82
5117,0,4.01,4.93,0.82,4.12,0.82,0.82
5118,0,4.01,4.93,0.82,4.12,0.82,0.82
5119,0,4.01,4.93,0.82,4.12,0.82,0.82
5120,0,4.01,4.93,0.82,4.12,0.82,0.82
5121,0,4.01,4.93,0.82,4.12,0.82,0.82
5122,0,4.01,4.93,0.82,4.12,0.82,0.82
5123,0,4.01,4.93,0.82,4.12,0.82,0.82
5124,0,4.01,4.93,0.82,4.12,0.82,0.82
5125,0,4.01,4.93,0.82,4.12,0.82,0.82
5126,0,4.01,4.93,0.82,4.12,0.82,0.82
5127,0,4.01,4.93,0.82,4.12,0.82,0.82
5128,0,4.01,4.93,0.82,4.12,0.82,0.82
5129,0,4.01,4.93,0.82,4.12,0.82,0.82
5130,0,4.01,4.93,0.82,4.12,0.82,0.82
5131,0,4.01,4.93,0.82,4.12,0.82,0.82
5132,0,4.01,4.93,0.82,4.12,0.82,0.82
5133,0,4.01,4.93,0.82,4.12,0.82,0.82
5134,0,4.01,4.93,0.82,4.12,0.82,0.82
5135,0,4.01,4.93,0.82,4.12,0.82,0.82
5136,0,4.01,4.93,0.82,4.12,0.82,0.82
5137,0,4.01,4.93,0.82,4.12,0.82,0.82
5138,0,4.01,4.93,0.82,4.12,0.82,0.82
5139,0,4.01,4.93,0.82,4.12,0.82,0.82
5140,0,4.01,4.93,0.82,4.12,0.82,0.82
5141,0,4.01,4.93,0.82,4.12,0.82,0.82
5142,0,4.01,4.93,0.82,4.12,0.82,0.82
5143,0,4.01,4.93,0.82,4.12,0.82,0.82
