Time_Index,None,MIDAT_reference_naturalgas,NE_reference_naturalgas,NE_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,MIDAT_reference_uranium
2195,0,4.01,4.93,0.82,4.12,0.82,0.82
2196,0,4.01,4.93,0.82,4.12,0.82,0.82
2197,0,4.01,4.93,0.82,4.12,0.82,0.82
2198,0,4.01,4.93,0.82,4.12,0.82,0.82
2199,0,4.01,4.93,0.82,4.12,0.82,0.82
2200,0,4.01,4.93,0.82,4.12,0.82,0.82
2201,0,4.01,4.93,0.82,4.12,0.82,0.82
2202,0,4.01,4.93,0.82,4.12,0.82,0.82
2203,0,4.01,4.93,0.82,4.12,0.82,0.82
2204,0,4.01,4.93,0.82,4.12,0.82,0.82
2205,0,4.01,4.93,0.82,4.12,0.82,0.82
2206,0,4.01,4.93,0.82,4.12,0.82,0.82
2207,0,4.01,4.93,0.82,4.12,0.82,0.82
2208,0,4.01,4.93,0.82,4.12,0.82,0.82
2209,0,4.01,4.93,0.82,4.12,0.82,0.82
2210,0,4.01,4.93,0.82,4.12,0.82,0.82
2211,0,4.01,4.93,0.82,4.12,0.82,0.82
2212,0,4.01,4.93,0.82,4.12,0.82,0.82
2213,0,4.01,4.93,0.82,4.12,0.82,0.82
2214,0,4.01,4.93,0.82,4.12,0.82,0.82
2215,0,4.01,4.93,0.82,4.12,0.82,0.82
2216,0,4.01,4.93,0.82,4.12,0.82,0.82
2217,0,4.01,4.93,0.82,4.12,0.82,0.82
2218,0,4.01,4.93,0.82,4.12,0.82,0.82
2219,0,4.01,4.93,0.82,4.12,0.82,0.82
2220,0,4.01,4.93,0.82,4.12,0.82,0.82
2221,0,4.01,4.93,0.82,4.12,0.82,0.82
2222,0,4.01,4.93,0.82,4.12,0.82,0.82
2223,0,4.01,4.93,0.82,4.12,0.82,0.82
2224,0,4.01,4.93,0.82,4.12,0.82,0.82
2225,0,4.01,4.93,0.82,4.12,0.82,0.82
2226,0,4.01,4.93,0.82,4.12,0.82,0.82
2227,0,4.01,4.93,0.82,4.12,0.82,0.82
2228,0,4.01,4.93,0.82,4.12,0.82,0.82
2229,0,4.01,4.93,0.82,4.12,0.82,0.82
2230,0,4.01,4.93,0.82,4.12,0.82,0.82
2231,0,4.01,4.93,0.82,4.12,0.82,0.82
2232,0,4.01,4.93,0.82,4.12,0.82,0.82
2233,0,4.01,4.93,0.82,4.12,0.82,0.82
2234,0,4.01,4.93,0.82,4.12,0.82,0.82
2235,0,4.01,4.93,0.82,4.12,0.82,0.82
2236,0,4.01,4.93,0.82,4.12,0.82,0.82
2237,0,4.01,4.93,0.82,4.12,0.82,0.82
2238,0,4.01,4.93,0.82,4.12,0.82,0.82
2239,0,4.01,4.93,0.82,4.12,0.82,0.82
2240,0,4.01,4.93,0.82,4.12,0.82,0.82
2241,0,4.01,4.93,0.82,4.12,0.82,0.82
2242,0,4.01,4.93,0.82,4.12,0.82,0.82
2243,0,4.01,4.93,0.82,4.12,0.82,0.82
2244,0,4.01,4.93,0.82,4.12,0.82,0.82
2245,0,4.01,4.93,0.82,4.12,0.82,0.82
2246,0,4.01,4.93,0.82,4.12,0.82,0.82
2247,0,4.01,4.93,0.82,4.12,0.82,0.82
2248,0,4.01,4.93,0.82,4.12,0.82,0.82
2249,0,4.01,4.93,0.82,4.12,0.82,0.82
2250,0,4.01,4.93,0.82,4.12,0.82,0.82
2251,0,4.01,4.93,0.82,4.12,0.82,0.82
2252,0,4.01,4.93,0.82,4.12,0.82,0.82
2253,0,4.01,4.93,0.82,4.12,0.82,0.82
2254,0,4.01,4.93,0.82,4.12,0.82,0.82
2255,0,4.01,4.93,0.82,4.12,0.82,0.82
2256,0,4.01,4.93,0.82,4.12,0.82,0.82
2257,0,4.01,4.93,0.82,4.12,0.82,0.82
2258,0,4.01,4.93,0.82,4.12,0.82,0.82
2259,0,4.01,4.93,0.82,4.12,0.82,0.82
2260,0,4.01,4.93,0.82,4.12,0.82,0.82
2261,0,4.01,4.93,0.82,4.12,0.82,0.82
2262,0,4.01,4.93,0.82,4.12,0.82,0.82
2263,0,4.01,4.93,0.82,4.12,0.82,0.82
2264,0,4.01,4.93,0.82,4.12,0.82,0.82
2265,0,4.01,4.93,0.82,4.12,0.82,0.82
2266,0,4.01,4.93,0.82,4.12,0.82,0.82
2267,0,4.01,4.93,0.82,4.12,0.82,0.82
2268,0,4.01,4.93,0.82,4.12,0.82,0.82
2269,0,4.01,4.93,0.82,4.12,0.82,0.82
2270,0,4.01,4.93,0.82,4.12,0.82,0.82
2271,0,4.01,4.93,0.82,4.12,0.82,0.82
2272,0,4.01,4.93,0.82,4.12,0.82,0.82
2273,0,4.01,4.93,0.82,4.12,0.82,0.82
2274,0,4.01,4.93,0.82,4.12,0.82,0.82
2275,0,4.01,4.93,0.82,4.12,0.82,0.82
2276,0,4.01,4.93,0.82,4.12,0.82,0.82
2277,0,4.01,4.93,0.82,4.12,0.82,0.82
2278,0,4.01,4.93,0.82,4.12,0.82,0.82
2279,0,4.01,4.93,0.82,4.12,0.82,0.82
2280,0,4.01,4.93,0.82,4.12,0.82,0.82
2281,0,4.01,4.93,0.82,4.12,0.82,0.82
2282,0,4.01,4.93,0.82,4.12,0.82,0.82
2283,0,4.01,4.93,0.82,4.12,0.82,0.82
2284,0,4.01,4.93,0.82,4.12,0.82,0.82
2285,0,4.01,4.93,0.82,4.12,0.82,0.82
2286,0,4.01,4.93,0.82,4.12,0.82,0.82
2287,0,4.01,4.93,0.82,4.12,0.82,0.82
2288,0,4.01,4.93,0.82,4.12,0.82,0.82
2289,0,4.01,4.93,0.82,4.12,0.82,0.82
2290,0,4.01,4.93,0.82,4.12,0.82,0.82
2291,0,4.01,4.93,0.82,4.12,0.82,0.82
2292,0,4.01,4.93,0.82,4.12,0.82,0.82
2293,0,4.01,4.93,0.82,4.12,0.82,0.82
2294,0,4.01,4.93,0.82,4.12,0.82,0.82
2295,0,4.01,4.93,0.82,4.12,0.82,0.82
2296,0,4.01,4.93,0.82,4.12,0.82,0.82
2297,0,4.01,4.93,0.82,4.12,0.82,0.82
2298,0,4.01,4.93,0.82,4.12,0.82,0.82
2299,0,4.01,4.93,0.82,4.12,0.82,0.82
2300,0,4.01,4.93,0.82,4.12,0.82,0.82
2301,0,4.01,4.93,0.82,4.12,0.82,0.82
2302,0,4.01,4.93,0.82,4.12,0.82,0.82
2303,0,4.01,4.93,0.82,4.12,0.82,0.82
2304,0,4.01,4.93,0.82,4.12,0.82,0.82
2305,0,4.01,4.93,0.82,4.12,0.82,0.82
2306,0,4.01,4.93,0.82,4.12,0.82,0.82
2307,0,4.01,4.93,0.82,4.12,0.82,0.82
2308,0,4.01,4.93,0.82,4.12,0.82,0.82
2309,0,4.01,4.93,0.82,4.12,0.82,0.82
2310,0,4.01,4.93,0.82,4.12,0.82,0.82
2311,0,4.01,4.93,0.82,4.12,0.82,0.82
2312,0,4.01,4.93,0.82,4.12,0.82,0.82
2313,0,4.01,4.93,0.82,4.12,0.82,0.82
2314,0,4.01,4.93,0.82,4.12,0.82,0.82
2315,0,4.01,4.93,0.82,4.12,0.82,0.82
2316,0,4.01,4.93,0.82,4.12,0.82,0.82
2317,0,4.01,4.93,0.82,4.12,0.82,0.82
2318,0,4.01,4.93,0.82,4.12,0.82,0.82
2319,0,4.01,4.93,0.82,4.12,0.82,0.82
2320,0,4.01,4.93,0.82,4.12,0.82,0.82
2321,0,4.01,4.93,0.82,4.12,0.82,0.82
2322,0,4.01,4.93,0.82,4.12,0.82,0.82
2323,0,4.01,4.93,0.82,4.12,0.82,0.82
2324,0,4.01,4.93,0.82,4.12,0.82,0.82
2325,0,4.01,4.93,0.82,4.12,0.82,0.82
2326,0,4.01,4.93,0.82,4.12,0.82,0.82
2327,0,4.01,4.93,0.82,4.12,0.82,0.82
2328,0,4.01,4.93,0.82,4.12,0.82,0.82
2329,0,4.01,4.93,0.82,4.12,0.82,0.82
2330,0,4.01,4.93,0.82,4.12,0.82,0.82
2331,0,4.01,4.93,0.82,4.12,0.82,0.82
2332,0,4.01,4.93,0.82,4.12,0.82,0.82
2333,0,4.01,4.93,0.82,4.12,0.82,0.82
2334,0,4.01,4.93,0.82,4.12,0.82,0.82
2335,0,4.01,4.93,0.82,4.12,0.82,0.82
2336,0,4.01,4.93,0.82,4.12,0.82,0.82
2337,0,4.01,4.93,0.82,4.12,0.82,0.82
2338,0,4.01,4.93,0.82,4.12,0.82,0.82
2339,0,4.01,4.93,0.82,4.12,0.82,0.82
2340,0,4.01,4.93,0.82,4.12,0.82,0.82
2341,0,4.01,4.93,0.82,4.12,0.82,0.82
2342,0,4.01,4.93,0.82,4.12,0.82,0.82
2343,0,4.01,4.93,0.82,4.12,0.82,0.82
2344,0,4.01,4.93,0.82,4.12,0.82,0.82
2345,0,4.01,4.93,0.82,4.12,0.82,0.82
2346,0,4.01,4.93,0.82,4.12,0.82,0.82
2347,0,4.01,4.93,0.82,4.12,0.82,0.82
2348,0,4.01,4.93,0.82,4.12,0.82,0.82
2349,0,4.01,4.93,0.82,4.12,0.82,0.82
2350,0,4.01,4.93,0.82,4.12,0.82,0.82
2351,0,4.01,4.93,0.82,4.12,0.82,0.82
2352,0,4.01,4.93,0.82,4.12,0.82,0.82
2353,0,4.01,4.93,0.82,4.12,0.82,0.82
2354,0,4.01,4.93,0.82,4.12,0.82,0.82
2355,0,4.01,4.93,0.82,4.12,0.82,0.82
2356,0,4.01,4.93,0.82,4.12,0.82,0.82
2357,0,4.01,4.93,0.82,4.12,0.82,0.82
2358,0,4.01,4.93,0.82,4.12,0.82,0.82
2359,0,4.01,4.93,0.82,4.12,0.82,0.82
2360,0,4.01,4.93,0.82,4.12,0.82,0.82
2361,0,4.01,4.93,0.82,4.12,0.82,0.82
2362,0,4.01,4.93,0.82,4.12,0.82,0.82
2363,0,4.01,4.93,0.82,4.12,0.82,0.82
2364,0,4.01,4.93,0.82,4.12,0.82,0.82
2365,0,4.01,4.93,0.82,4.12,0.82,0.82
2366,0,4.01,4.93,0.82,4.12,0.82,0.82
2367,0,4.01,4.93,0.82,4.12,0.82,0.82
2368,0,4.01,4.93,0.82,4.12,0.82,0.82
2369,0,4.01,4.93,0.82,4.12,0.82,0.82
2370,0,4.01,4.93,0.82,4.12,0.82,0.82
2371,0,4.01,4.93,0.82,4.12,0.82,0.82
2372,0,4.01,4.93,0.82,4.12,0.82,0.82
2373,0,4.01,4.93,0.82,4.12,0.82,0.82
2374,0,4.01,4.93,0.82,4.12,0.82,0.82
2375,0,4.01,4.93,0.82,4.12,0.82,0.82
2376,0,4.01,4.93,0.82,4.12,0.82,0.82
2377,0,4.01,4.93,0.82,4.12,0.82,0.82
2378,0,4.01,4.93,0.82,4.12,0.82,0.82
2379,0,4.01,4.93,0.82,4.12,0.82,0.82
2380,0,4.01,4.93,0.82,4.12,0.82,0.82
2381,0,4.01,4.93,0.82,4.12,0.82,0.82
2382,0,4.01,4.93,0.82,4.12,0.82,0.82
2383,0,4.01,4.93,0.82,4.12,0.82,0.82
2384,0,4.01,4.93,0.82,4.12,0.82,0.82
2385,0,4.01,4.93,0.82,4.12,0.82,0.82
2386,0,4.01,4.93,0.82,4.12,0.82,0.82
2387,0,4.01,4.93,0.82,4.12,0.82,0.82
2388,0,4.01,4.93,0.82,4.12,0.82,0.82
2389,0,4.01,4.93,0.82,4.12,0.82,0.82
2390,0,4.01,4.93,0.82,4.12,0.82,0.82
2391,0,4.01,4.93,0.82,4.12,0.82,0.82
2392,0,4.01,4.93,0.82,4.12,0.82,0.82
2393,0,4.01,4.93,0.82,4.12,0.82,0.82
2394,0,4.01,4.93,0.82,4.12,0.82,0.82
2395,0,4.01,4.93,0.82,4.12,0.82,0.82
2396,0,4.01,4.93,0.82,4.12,0.82,0.82
2397,0,4.01,4.93,0.82,4.12,0.82,0.82
2398,0,4.01,4.93,0.82,4.12,0.82,0.82
2399,0,4.01,4.93,0.82,4.12,0.82,0.82
2400,0,4.01,4.93,0.82,4.12,0.82,0.82
2401,0,4.01,4.93,0.82,4.12,0.82,0.82
2402,0,4.01,4.93,0.82,4.12,0.82,0.82
2403,0,4.01,4.93,0.82,4.12,0.82,0.82
2404,0,4.01,4.93,0.82,4.12,0.82,0.82
2405,0,4.01,4.93,0.82,4.12,0.82,0.82
2406,0,4.01,4.93,0.82,4.12,0.82,0.82
2407,0,4.01,4.93,0.82,4.12,0.82,0.82
2408,0,4.01,4.93,0.82,4.12,0.82,0.82
2409,0,4.01,4.93,0.82,4.12,0.82,0.82
2410,0,4.01,4.93,0.82,4.12,0.82,0.82
2411,0,4.01,4.93,0.82,4.12,0.82,0.82
2412,0,4.01,4.93,0.82,4.12,0.82,0.82
2413,0,4.01,4.93,0.82,4.12,0.82,0.82
2414,0,4.01,4.93,0.82,4.12,0.82,0.82
2415,0,4.01,4.93,0.82,4.12,0.82,0.82
2416,0,4.01,4.93,0.82,4.12,0.82,0.82
2417,0,4.01,4.93,0.82,4.12,0.82,0.82
2418,0,4.01,4.93,0.82,4.12,0.82,0.82
2419,0,4.01,4.93,0.82,4.12,0.82,0.82
2420,0,4.01,4.93,0.82,4.12,0.82,0.82
2421,0,4.01,4.93,0.82,4.12,0.82,0.82
2422,0,4.01,4.93,0.82,4.12,0.82,0.82
2423,0,4.01,4.93,0.82,4.12,0.82,0.82
2424,0,4.01,4.93,0.82,4.12,0.82,0.82
2425,0,4.01,4.93,0.82,4.12,0.82,0.82
2426,0,4.01,4.93,0.82,4.12,0.82,0.82
2427,0,4.01,4.93,0.82,4.12,0.82,0.82
2428,0,4.01,4.93,0.82,4.12,0.82,0.82
2429,0,4.01,4.93,0.82,4.12,0.82,0.82
2430,0,4.01,4.93,0.82,4.12,0.82,0.82
2431,0,4.01,4.93,0.82,4.12,0.82,0.82
2432,0,4.01,4.93,0.82,4.12,0.82,0.82
2433,0,4.01,4.93,0.82,4.12,0.82,0.82
2434,0,4.01,4.93,0.82,4.12,0.82,0.82
2435,0,4.01,4.93,0.82,4.12,0.82,0.82
2436,0,4.01,4.93,0.82,4.12,0.82,0.82
2437,0,4.01,4.93,0.82,4.12,0.82,0.82
2438,0,4.01,4.93,0.82,4.12,0.82,0.82
2439,0,4.01,4.93,0.82,4.12,0.82,0.82
2440,0,4.01,4.93,0.82,4.12,0.82,0.82
2441,0,4.01,4.93,0.82,4.12,0.82,0.82
2442,0,4.01,4.93,0.82,4.12,0.82,0.82
2443,0,4.01,4.93,0.82,4.12,0.82,0.82
2444,0,4.01,4.93,0.82,4.12,0.82,0.82
2445,0,4.01,4.93,0.82,4.12,0.82,0.82
2446,0,4.01,4.93,0.82,4.12,0.82,0.82
2447,0,4.01,4.93,0.82,4.12,0.82,0.82
2448,0,4.01,4.93,0.82,4.12,0.82,0.82
2449,0,4.01,4.93,0.82,4.12,0.82,0.82
2450,0,4.01,4.93,0.82,4.12,0.82,0.82
2451,0,4.01,4.93,0.82,4.12,0.82,0.82
2452,0,4.01,4.93,0.82,4.12,0.82,0.82
2453,0,4.01,4.93,0.82,4.12,0.82,0.82
2454,0,4.01,4.93,0.82,4.12,0.82,0.82
2455,0,4.01,4.93,0.82,4.12,0.82,0.82
2456,0,4.01,4.93,0.82,4.12,0.82,0.82
2457,0,4.01,4.93,0.82,4.12,0.82,0.82
2458,0,4.01,4.93,0.82,4.12,0.82,0.82
2459,0,4.01,4.93,0.82,4.12,0.82,0.82
2460,0,4.01,4.93,0.82,4.12,0.82,0.82
2461,0,4.01,4.93,0.82,4.12,0.82,0.82
2462,0,4.01,4.93,0.82,4.12,0.82,0.82
2463,0,4.01,4.93,0.82,4.12,0.82,0.82
2464,0,4.01,4.93,0.82,4.12,0.82,0.82
2465,0,4.01,4.93,0.82,4.12,0.82,0.82
2466,0,4.01,4.93,0.82,4.12,0.82,0.82
2467,0,4.01,4.93,0.82,4.12,0.82,0.82
2468,0,4.01,4.93,0.82,4.12,0.82,0.82
2469,0,4.01,4.93,0.82,4.12,0.82,0.82
2470,0,4.01,4.93,0.82,4.12,0.82,0.82
2471,0,4.01,4.93,0.82,4.12,0.82,0.82
2472,0,4.01,4.93,0.82,4.12,0.82,0.82
2473,0,4.01,4.93,0.82,4.12,0.82,0.82
2474,0,4.01,4.93,0.82,4.12,0.82,0.82
2475,0,4.01,4.93,0.82,4.12,0.82,0.82
2476,0,4.01,4.93,0.82,4.12,0.82,0.82
2477,0,4.01,4.93,0.82,4.12,0.82,0.82
2478,0,4.01,4.93,0.82,4.12,0.82,0.82
2479,0,4.01,4.93,0.82,4.12,0.82,0.82
2480,0,4.01,4.93,0.82,4.12,0.82,0.82
2481,0,4.01,4.93,0.82,4.12,0.82,0.82
2482,0,4.01,4.93,0.82,4.12,0.82,0.82
2483,0,4.01,4.93,0.82,4.12,0.82,0.82
2484,0,4.01,4.93,0.82,4.12,0.82,0.82
2485,0,4.01,4.93,0.82,4.12,0.82,0.82
2486,0,4.01,4.93,0.82,4.12,0.82,0.82
2487,0,4.01,4.93,0.82,4.12,0.82,0.82
2488,0,4.01,4.93,0.82,4.12,0.82,0.82
2489,0,4.01,4.93,0.82,4.12,0.82,0.82
2490,0,4.01,4.93,0.82,4.12,0.82,0.82
2491,0,4.01,4.93,0.82,4.12,0.82,0.82
2492,0,4.01,4.93,0.82,4.12,0.82,0.82
2493,0,4.01,4.93,0.82,4.12,0.82,0.82
2494,0,4.01,4.93,0.82,4.12,0.82,0.82
2495,0,4.01,4.93,0.82,4.12,0.82,0.82
2496,0,4.01,4.93,0.82,4.12,0.82,0.82
2497,0,4.01,4.93,0.82,4.12,0.82,0.82
2498,0,4.01,4.93,0.82,4.12,0.82,0.82
2499,0,4.01,4.93,0.82,4.12,0.82,0.82
2500,0,4.01,4.93,0.82,4.12,0.82,0.82
2501,0,4.01,4.93,0.82,4.12,0.82,0.82
2502,0,4.01,4.93,0.82,4.12,0.82,0.82
2503,0,4.01,4.93,0.82,4.12,0.82,0.82
2504,0,4.01,4.93,0.82,4.12,0.82,0.82
2505,0,4.01,4.93,0.82,4.12,0.82,0.82
2506,0,4.01,4.93,0.82,4.12,0.82,0.82
2507,0,4.01,4.93,0.82,4.12,0.82,0.82
2508,0,4.01,4.93,0.82,4.12,0.82,0.82
2509,0,4.01,4.93,0.82,4.12,0.82,0.82
2510,0,4.01,4.93,0.82,4.12,0.82,0.82
2511,0,4.01,4.93,0.82,4.12,0.82,0.82
2512,0,4.01,4.93,0.82,4.12,0.82,0.82
2513,0,4.01,4.93,0.82,4.12,0.82,0.82
2514,0,4.01,4.93,0.82,4.12,0.82,0.82
2515,0,4.01,4.93,0.82,4.12,0.82,0.82
2516,0,4.01,4.93,0.82,4.12,0.82,0.82
2517,0,4.01,4.93,0.82,4.12,0.82,0.82
2518,0,4.01,4.93,0.82,4.12,0.82,0.82
2519,0,4.01,4.93,0.82,4.12,0.82,0.82
2520,0,4.01,4.93,0.82,4.12,0.82,0.82
2521,0,4.01,4.93,0.82,4.12,0.82,0.82
2522,0,4.01,4.93,0.82,4.12,0.82,0.82
2523,0,4.01,4.93,0.82,4.12,0.82,0.82
2524,0,4.01,4.93,0.82,4.12,0.82,0.82
2525,0,4.01,4.93,0.82,4.12,0.82,0.82
2526,0,4.01,4.93,0.82,4.12,0.82,0.82
2527,0,4.01,4.93,0.82,4.12,0.82,0.82
2528,0,4.01,4.93,0.82,4.12,0.82,0.82
2529,0,4.01,4.93,0.82,4.12,0.82,0.82
2530,0,4.01,4.93,0.82,4.12,0.82,0.82
2531,0,4.01,4.93,0.82,4.12,0.82,0.82
2532,0,4.01,4.93,0.82,4.12,0.82,0.82
2533,0,4.01,4.93,0.82,4.12,0.82,0.82
2534,0,4.01,4.93,0.82,4.12,0.82,0.82
2535,0,4.01,4.93,0.82,4.12,0.82,0.82
2536,0,4.01,4.93,0.82,4.12,0.82,0.82
2537,0,4.01,4.93,0.82,4.12,0.82,0.82
2538,0,4.01,4.93,0.82,4.12,0.82,0.82
2539,0,4.01,4.93,0.82,4.12,0.82,0.82
2540,0,4.01,4.93,0.82,4.12,0.82,0.82
2541,0,4.01,4.93,0.82,4.12,0.82,0.82
2542,0,4.01,4.93,0.82,4.12,0.82,0.82
2543,0,4.01,4.93,0.82,4.12,0.82,0.82
2544,0,4.01,4.93,0.82,4.12,0.82,0.82
2545,0,4.01,4.93,0.82,4.12,0.82,0.82
2546,0,4.01,4.93,0.82,4.12,0.82,0.82
2547,0,4.01,4.93,0.82,4.12,0.82,0.82
2548,0,4.01,4.93,0.82,4.12,0.82,0.82
2549,0,4.01,4.93,0.82,4.12,0.82,0.82
2550,0,4.01,4.93,0.82,4.12,0.82,0.82
2551,0,4.01,4.93,0.82,4.12,0.82,0.82
2552,0,4.01,4.93,0.82,4.12,0.82,0.82
2553,0,4.01,4.93,0.82,4.12,0.82,0.82
2554,0,4.01,4.93,0.82,4.12,0.82,0.82
2555,0,4.01,4.93,0.82,4.12,0.82,0.82
2556,0,4.01,4.93,0.82,4.12,0.82,0.82
2557,0,4.01,4.93,0.82,4.12,0.82,0.82
2558,0,4.01,4.93,0.82,4.12,0.82,0.82
2559,0,4.01,4.93,0.82,4.12,0.82,0.82
2560,0,4.01,4.93,0.82,4.12,0.82,0.82
2561,0,4.01,4.93,0.82,4.12,0.82,0.82
2562,0,4.01,4.93,0.82,4.12,0.82,0.82
2563,0,4.01,4.93,0.82,4.12,0.82,0.82
2564,0,4.01,4.93,0.82,4.12,0.82,0.82
2565,0,4.01,4.93,0.82,4.12,0.82,0.82
2566,0,4.01,4.93,0.82,4.12,0.82,0.82
2567,0,4.01,4.93,0.82,4.12,0.82,0.82
2568,0,4.01,4.93,0.82,4.12,0.82,0.82
2569,0,4.01,4.93,0.82,4.12,0.82,0.82
2570,0,4.01,4.93,0.82,4.12,0.82,0.82
2571,0,4.01,4.93,0.82,4.12,0.82,0.82
2572,0,4.01,4.93,0.82,4.12,0.82,0.82
2573,0,4.01,4.93,0.82,4.12,0.82,0.82
2574,0,4.01,4.93,0.82,4.12,0.82,0.82
2575,0,4.01,4.93,0.82,4.12,0.82,0.82
2576,0,4.01,4.93,0.82,4.12,0.82,0.82
2577,0,4.01,4.93,0.82,4.12,0.82,0.82
2578,0,4.01,4.93,0.82,4.12,0.82,0.82
2579,0,4.01,4.93,0.82,4.12,0.82,0.82
2580,0,4.01,4.93,0.82,4.12,0.82,0.82
2581,0,4.01,4.93,0.82,4.12,0.82,0.82
2582,0,4.01,4.93,0.82,4.12,0.82,0.82
2583,0,4.01,4.93,0.82,4.12,0.82,0.82
2584,0,4.01,4.93,0.82,4.12,0.82,0.82
2585,0,4.01,4.93,0.82,4.12,0.82,0.82
2586,0,4.01,4.93,0.82,4.12,0.82,0.82
2587,0,4.01,4.93,0.82,4.12,0.82,0.82
2588,0,4.01,4.93,0.82,4.12,0.82,0.82
2589,0,4.01,4.93,0.82,4.12,0.82,0.82
2590,0,4.01,4.93,0.82,4.12,0.82,0.82
2591,0,4.01,4.93,0.82,4.12,0.82,0.82
2592,0,4.01,4.93,0.82,4.12,0.82,0.82
2593,0,4.01,4.93,0.82,4.12,0.82,0.82
2594,0,4.01,4.93,0.82,4.12,0.82,0.82
2595,0,4.01,4.93,0.82,4.12,0.82,0.82
2596,0,4.01,4.93,0.82,4.12,0.82,0.82
2597,0,4.01,4.93,0.82,4.12,0.82,0.82
2598,0,4.01,4.93,0.82,4.12,0.82,0.82
2599,0,4.01,4.93,0.82,4.12,0.82,0.82
2600,0,4.01,4.93,0.82,4.12,0.82,0.82
2601,0,4.01,4.93,0.82,4.12,0.82,0.82
2602,0,4.01,4.93,0.82,4.12,0.82,0.82
2603,0,4.01,4.93,0.82,4.12,0.82,0.82
2604,0,4.01,4.93,0.82,4.12,0.82,0.82
2605,0,4.01,4.93,0.82,4.12,0.82,0.82
2606,0,4.01,4.93,0.82,4.12,0.82,0.82
2607,0,4.01,4.93,0.82,4.12,0.82,0.82
2608,0,4.01,4.93,0.82,4.12,0.82,0.82
2609,0,4.01,4.93,0.82,4.12,0.82,0.82
2610,0,4.01,4.93,0.82,4.12,0.82,0.82
2611,0,4.01,4.93,0.82,4.12,0.82,0.82
2612,0,4.01,4.93,0.82,4.12,0.82,0.82
2613,0,4.01,4.93,0.82,4.12,0.82,0.82
2614,0,4.01,4.93,0.82,4.12,0.82,0.82
2615,0,4.01,4.93,0.82,4.12,0.82,0.82
2616,0,4.01,4.93,0.82,4.12,0.82,0.82
2617,0,4.01,4.93,0.82,4.12,0.82,0.82
2618,0,4.01,4.93,0.82,4.12,0.82,0.82
2619,0,4.01,4.93,0.82,4.12,0.82,0.82
2620,0,4.01,4.93,0.82,4.12,0.82,0.82
2621,0,4.01,4.93,0.82,4.12,0.82,0.82
2622,0,4.01,4.93,0.82,4.12,0.82,0.82
2623,0,4.01,4.93,0.82,4.12,0.82,0.82
2624,0,4.01,4.93,0.82,4.12,0.82,0.82
2625,0,4.01,4.93,0.82,4.12,0.82,0.82
2626,0,4.01,4.93,0.82,4.12,0.82,0.82
2627,0,4.01,4.93,0.82,4.12,0.82,0.82
2628,0,4.01,4.93,0.82,4.12,0.82,0.82
2629,0,4.01,4.93,0.82,4.12,0.82,0.82
2630,0,4.01,4.93,0.82,4.12,0.82,0.82
2631,0,4.01,4.93,0.82,4.12,0.82,0.82
2632,0,4.01,4.93,0.82,4.12,0.82,0.82
2633,0,4.01,4.93,0.82,4.12,0.82,0.82
2634,0,4.01,4.93,0.82,4.12,0.82,0.82
2635,0,4.01,4.93,0.82,4.12,0.82,0.82
2636,0,4.01,4.93,0.82,4.12,0.82,0.82
2637,0,4.01,4.93,0.82,4.12,0.82,0.82
2638,0,4.01,4.93,0.82,4.12,0.82,0.82
2639,0,4.01,4.93,0.82,4.12,0.82,0.82
2640,0,4.01,4.93,0.82,4.12,0.82,0.82
2641,0,4.01,4.93,0.82,4.12,0.82,0.82
2642,0,4.01,4.93,0.82,4.12,0.82,0.82
2643,0,4.01,4.93,0.82,4.12,0.82,0.82
2644,0,4.01,4.93,0.82,4.12,0.82,0.82
2645,0,4.01,4.93,0.82,4.12,0.82,0.82
2646,0,4.01,4.93,0.82,4.12,0.82,0.82
2647,0,4.01,4.93,0.82,4.12,0.82,0.82
2648,0,4.01,4.93,0.82,4.12,0.82,0.82
2649,0,4.01,4.93,0.82,4.12,0.82,0.82
2650,0,4.01,4.93,0.82,4.12,0.82,0.82
2651,0,4.01,4.93,0.82,4.12,0.82,0.82
2652,0,4.01,4.93,0.82,4.12,0.82,0.82
2653,0,4.01,4.93,0.82,4.12,0.82,0.82
2654,0,4.01,4.93,0.82,4.12,0.82,0.82
2655,0,4.01,4.93,0.82,4.12,0.82,0.82
2656,0,4.01,4.93,0.82,4.12,0.82,0.82
2657,0,4.01,4.93,0.82,4.12,0.82,0.82
2658,0,4.01,4.93,0.82,4.12,0.82,0.82
2659,0,4.01,4.93,0.82,4.12,0.82,0.82
2660,0,4.01,4.93,0.82,4.12,0.82,0.82
2661,0,4.01,4.93,0.82,4.12,0.82,0.82
2662,0,4.01,4.93,0.82,4.12,0.82,0.82
2663,0,4.01,4.93,0.82,4.12,0.82,0.82
2664,0,4.01,4.93,0.82,4.12,0.82,0.82
2665,0,4.01,4.93,0.82,4.12,0.82,0.82
2666,0,4.01,4.93,0.82,4.12,0.82,0.82
2667,0,4.01,4.93,0.82,4.12,0.82,0.82
2668,0,4.01,4.93,0.82,4.12,0.82,0.82
2669,0,4.01,4.93,0.82,4.12,0.82,0.82
2670,0,4.01,4.93,0.82,4.12,0.82,0.82
2671,0,4.01,4.93,0.82,4.12,0.82,0.82
2672,0,4.01,4.93,0.82,4.12,0.82,0.82
2673,0,4.01,4.93,0.82,4.12,0.82,0.82
2674,0,4.01,4.93,0.82,4.12,0.82,0.82
