Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3
133,28.53,28.53,28.53,28.53
134,28.53,28.53,28.53,28.53
135,28.53,28.53,28.53,28.53
136,28.53,28.53,28.53,28.53
137,28.53,28.53,28.53,28.53
138,28.53,28.53,28.53,28.53
139,28.53,28.53,28.53,28.53
140,28.53,28.53,28.53,28.53
141,28.53,28.53,28.53,28.53
142,28.53,28.53,28.53,28.53
143,28.53,28.53,28.53,28.53
144,28.53,28.53,28.53,28.53
145,28.53,28.53,28.53,28.53
146,28.53,28.53,28.53,28.53
147,28.53,28.53,28.53,28.53
148,28.53,28.53,28.53,28.53
149,28.53,28.53,28.53,28.53
150,28.53,28.53,28.53,28.53
151,28.53,28.53,28.53,28.53
152,28.53,28.53,28.53,28.53
153,28.53,28.53,28.53,28.53
154,28.53,28.53,28.53,28.53
155,28.53,28.53,28.53,28.53
156,28.53,28.53,28.53,28.53
157,28.53,28.53,28.53,28.53
158,28.53,28.53,28.53,28.53
159,28.53,28.53,28.53,28.53
160,28.53,28.53,28.53,28.53
161,28.53,28.53,28.53,28.53
162,28.53,28.53,28.53,28.53
163,28.53,28.53,28.53,28.53
164,28.53,28.53,28.53,28.53
165,28.53,28.53,28.53,28.53
166,28.53,28.53,28.53,28.53
167,28.53,28.53,28.53,28.53
168,28.53,28.53,28.53,28.53
169,28.53,28.53,28.53,28.53
170,28.53,28.53,28.53,28.53
171,28.53,28.53,28.53,28.53
172,28.53,28.53,28.53,28.53
173,28.53,28.53,28.53,28.53
174,28.53,28.53,28.53,28.53
175,28.53,28.53,28.53,28.53
176,28.53,28.53,28.53,28.53
177,28.53,28.53,28.53,28.53
178,28.53,28.53,28.53,28.53
179,28.53,28.53,28.53,28.53
180,28.53,28.53,28.53,28.53
181,28.53,28.53,28.53,28.53
182,28.53,28.53,28.53,28.53
183,28.53,28.53,28.53,28.53
184,28.53,28.53,28.53,28.53
185,28.53,28.53,28.53,28.53
186,28.53,28.53,28.53,28.53
187,28.53,28.53,28.53,28.53
188,28.53,28.53,28.53,28.53
189,28.53,28.53,28.53,28.53
190,28.53,28.53,28.53,28.53
191,28.53,28.53,28.53,28.53
192,28.53,28.53,28.53,28.53
193,28.53,28.53,28.53,28.53
194,28.53,28.53,28.53,28.53
195,28.53,28.53,28.53,28.53
196,28.53,28.53,28.53,28.53
197,28.53,28.53,28.53,28.53
198,28.53,28.53,28.53,28.53
199,28.53,28.53,28.53,28.53
200,28.53,28.53,28.53,28.53
201,28.53,28.53,28.53,28.53
202,28.53,28.53,28.53,28.53
203,28.53,28.53,28.53,28.53
204,28.53,28.53,28.53,28.53
205,28.53,28.53,28.53,28.53
206,28.53,28.53,28.53,28.53
207,28.53,28.53,28.53,28.53
208,28.53,28.53,28.53,28.53
209,28.53,28.53,28.53,28.53
210,28.53,28.53,28.53,28.53
211,28.53,28.53,28.53,28.53
212,28.53,28.53,28.53,28.53
213,28.53,28.53,28.53,28.53
214,28.53,28.53,28.53,28.53
215,28.53,28.53,28.53,28.53
216,28.53,28.53,28.53,28.53
217,28.53,28.53,28.53,28.53
218,28.53,28.53,28.53,28.53
219,28.53,28.53,28.53,28.53
220,28.53,28.53,28.53,28.53
221,28.53,28.53,28.53,28.53
222,28.53,28.53,28.53,28.53
223,28.53,28.53,28.53,28.53
224,28.53,28.53,28.53,28.53
225,28.53,28.53,28.53,28.53
226,28.53,28.53,28.53,28.53
227,28.53,28.53,28.53,28.53
228,28.53,28.53,28.53,28.53
229,28.53,28.53,28.53,28.53
230,28.53,28.53,28.53,28.53
231,28.53,28.53,28.53,28.53
232,28.53,28.53,28.53,28.53
233,28.53,28.53,28.53,28.53
234,28.53,28.53,28.53,28.53
235,28.53,28.53,28.53,28.53
236,28.53,28.53,28.53,28.53
237,28.53,28.53,28.53,28.53
238,28.53,28.53,28.53,28.53
239,28.53,28.53,28.53,28.53
240,28.53,28.53,28.53,28.53
241,28.53,28.53,28.53,28.53
242,28.53,28.53,28.53,28.53
243,28.53,28.53,28.53,28.53
244,28.53,28.53,28.53,28.53
245,28.53,28.53,28.53,28.53
246,28.53,28.53,28.53,28.53
247,28.53,28.53,28.53,28.53
248,28.53,28.53,28.53,28.53
249,28.53,28.53,28.53,28.53
250,28.53,28.53,28.53,28.53
251,28.53,28.53,28.53,28.53
252,28.53,28.53,28.53,28.53
253,28.53,28.53,28.53,28.53
254,28.53,28.53,28.53,28.53
255,28.53,28.53,28.53,28.53
256,28.53,28.53,28.53,28.53
257,28.53,28.53,28.53,28.53
258,28.53,28.53,28.53,28.53
259,28.53,28.53,28.53,28.53
260,28.53,28.53,28.53,28.53
261,28.53,28.53,28.53,28.53
262,28.53,28.53,28.53,28.53
263,28.53,28.53,28.53,28.53
264,28.53,28.53,28.53,28.53
265,28.53,28.53,28.53,28.53
266,28.53,28.53,28.53,28.53
267,28.53,28.53,28.53,28.53
268,28.53,28.53,28.53,28.53
269,28.53,28.53,28.53,28.53
270,28.53,28.53,28.53,28.53
271,28.53,28.53,28.53,28.53
272,28.53,28.53,28.53,28.53
273,28.53,28.53,28.53,28.53
274,28.53,28.53,28.53,28.53
275,28.53,28.53,28.53,28.53
276,28.53,28.53,28.53,28.53
277,28.53,28.53,28.53,28.53
278,28.53,28.53,28.53,28.53
279,28.53,28.53,28.53,28.53
280,28.53,28.53,28.53,28.53
281,28.53,28.53,28.53,28.53
282,28.53,28.53,28.53,28.53
283,28.53,28.53,28.53,28.53
284,28.53,28.53,28.53,28.53
285,28.53,28.53,28.53,28.53
286,28.53,28.53,28.53,28.53
287,28.53,28.53,28.53,28.53
288,28.53,28.53,28.53,28.53
289,28.53,28.53,28.53,28.53
290,28.53,28.53,28.53,28.53
291,28.53,28.53,28.53,28.53
292,28.53,28.53,28.53,28.53
293,28.53,28.53,28.53,28.53
294,28.53,28.53,28.53,28.53
295,28.53,28.53,28.53,28.53
296,28.53,28.53,28.53,28.53
297,28.53,28.53,28.53,28.53
298,28.53,28.53,28.53,28.53
299,28.53,28.53,28.53,28.53
300,28.53,28.53,28.53,28.53
301,28.53,28.53,28.53,28.53
302,28.53,28.53,28.53,28.53
303,28.53,28.53,28.53,28.53
304,28.53,28.53,28.53,28.53
305,28.53,28.53,28.53,28.53
306,28.53,28.53,28.53,28.53
307,28.53,28.53,28.53,28.53
308,28.53,28.53,28.53,28.53
309,28.53,28.53,28.53,28.53
310,28.53,28.53,28.53,28.53
311,28.53,28.53,28.53,28.53
312,28.53,28.53,28.53,28.53
313,28.53,28.53,28.53,28.53
314,28.53,28.53,28.53,28.53
315,28.53,28.53,28.53,28.53
316,28.53,28.53,28.53,28.53
317,28.53,28.53,28.53,28.53
318,28.53,28.53,28.53,28.53
319,28.53,28.53,28.53,28.53
320,28.53,28.53,28.53,28.53
321,28.53,28.53,28.53,28.53
322,28.53,28.53,28.53,28.53
323,28.53,28.53,28.53,28.53
324,28.53,28.53,28.53,28.53
325,28.53,28.53,28.53,28.53
326,28.53,28.53,28.53,28.53
327,28.53,28.53,28.53,28.53
328,28.53,28.53,28.53,28.53
329,28.53,28.53,28.53,28.53
330,28.53,28.53,28.53,28.53
331,28.53,28.53,28.53,28.53
332,28.53,28.53,28.53,28.53
333,28.53,28.53,28.53,28.53
334,28.53,28.53,28.53,28.53
335,28.53,28.53,28.53,28.53
336,28.53,28.53,28.53,28.53
337,28.53,28.53,28.53,28.53
338,28.53,28.53,28.53,28.53
339,28.53,28.53,28.53,28.53
340,28.53,28.53,28.53,28.53
341,28.53,28.53,28.53,28.53
342,28.53,28.53,28.53,28.53
343,28.53,28.53,28.53,28.53
344,28.53,28.53,28.53,28.53
345,28.53,28.53,28.53,28.53
346,28.53,28.53,28.53,28.53
347,28.53,28.53,28.53,28.53
348,28.53,28.53,28.53,28.53
349,28.53,28.53,28.53,28.53
350,28.53,28.53,28.53,28.53
351,28.53,28.53,28.53,28.53
352,28.53,28.53,28.53,28.53
353,28.53,28.53,28.53,28.53
354,28.53,28.53,28.53,28.53
355,28.53,28.53,28.53,28.53
356,28.53,28.53,28.53,28.53
357,28.53,28.53,28.53,28.53
358,28.53,28.53,28.53,28.53
359,28.53,28.53,28.53,28.53
360,28.53,28.53,28.53,28.53
361,28.53,28.53,28.53,28.53
362,28.53,28.53,28.53,28.53
363,28.53,28.53,28.53,28.53
364,28.53,28.53,28.53,28.53
365,28.53,28.53,28.53,28.53
366,28.53,28.53,28.53,28.53
367,28.53,28.53,28.53,28.53
368,28.53,28.53,28.53,28.53
369,28.53,28.53,28.53,28.53
370,28.53,28.53,28.53,28.53
371,28.53,28.53,28.53,28.53
372,28.53,28.53,28.53,28.53
373,28.53,28.53,28.53,28.53
374,28.53,28.53,28.53,28.53
375,28.53,28.53,28.53,28.53
376,28.53,28.53,28.53,28.53
377,28.53,28.53,28.53,28.53
378,28.53,28.53,28.53,28.53
379,28.53,28.53,28.53,28.53
380,28.53,28.53,28.53,28.53
381,28.53,28.53,28.53,28.53
382,28.53,28.53,28.53,28.53
383,28.53,28.53,28.53,28.53
384,28.53,28.53,28.53,28.53
385,28.53,28.53,28.53,28.53
386,28.53,28.53,28.53,28.53
387,28.53,28.53,28.53,28.53
388,28.53,28.53,28.53,28.53
389,28.53,28.53,28.53,28.53
390,28.53,28.53,28.53,28.53
391,28.53,28.53,28.53,28.53
392,28.53,28.53,28.53,28.53
393,28.53,28.53,28.53,28.53
394,28.53,28.53,28.53,28.53
395,28.53,28.53,28.53,28.53
396,28.53,28.53,28.53,28.53
397,28.53,28.53,28.53,28.53
398,28.53,28.53,28.53,28.53
399,28.53,28.53,28.53,28.53
400,28.53,28.53,28.53,28.53
401,28.53,28.53,28.53,28.53
402,28.53,28.53,28.53,28.53
403,28.53,28.53,28.53,28.53
404,28.53,28.53,28.53,28.53
405,28.53,28.53,28.53,28.53
406,28.53,28.53,28.53,28.53
407,28.53,28.53,28.53,28.53
408,28.53,28.53,28.53,28.53
409,28.53,28.53,28.53,28.53
410,28.53,28.53,28.53,28.53
411,28.53,28.53,28.53,28.53
412,28.53,28.53,28.53,28.53
413,28.53,28.53,28.53,28.53
414,28.53,28.53,28.53,28.53
415,28.53,28.53,28.53,28.53
416,28.53,28.53,28.53,28.53
417,28.53,28.53,28.53,28.53
418,28.53,28.53,28.53,28.53
419,28.53,28.53,28.53,28.53
420,28.53,28.53,28.53,28.53
421,28.53,28.53,28.53,28.53
422,28.53,28.53,28.53,28.53
423,28.53,28.53,28.53,28.53
424,28.53,28.53,28.53,28.53
425,28.53,28.53,28.53,28.53
426,28.53,28.53,28.53,28.53
427,28.53,28.53,28.53,28.53
428,28.53,28.53,28.53,28.53
429,28.53,28.53,28.53,28.53
430,28.53,28.53,28.53,28.53
431,28.53,28.53,28.53,28.53
432,28.53,28.53,28.53,28.53
433,28.53,28.53,28.53,28.53
434,28.53,28.53,28.53,28.53
435,28.53,28.53,28.53,28.53
436,28.53,28.53,28.53,28.53
437,28.53,28.53,28.53,28.53
438,28.53,28.53,28.53,28.53
439,28.53,28.53,28.53,28.53
440,28.53,28.53,28.53,28.53
441,28.53,28.53,28.53,28.53
442,28.53,28.53,28.53,28.53
443,28.53,28.53,28.53,28.53
444,28.53,28.53,28.53,28.53
445,28.53,28.53,28.53,28.53
446,28.53,28.53,28.53,28.53
447,28.53,28.53,28.53,28.53
448,28.53,28.53,28.53,28.53
449,28.53,28.53,28.53,28.53
450,28.53,28.53,28.53,28.53
451,28.53,28.53,28.53,28.53
452,28.53,28.53,28.53,28.53
453,28.53,28.53,28.53,28.53
454,28.53,28.53,28.53,28.53
455,28.53,28.53,28.53,28.53
456,28.53,28.53,28.53,28.53
457,28.53,28.53,28.53,28.53
458,28.53,28.53,28.53,28.53
459,28.53,28.53,28.53,28.53
460,28.53,28.53,28.53,28.53
461,28.53,28.53,28.53,28.53
462,28.53,28.53,28.53,28.53
463,28.53,28.53,28.53,28.53
464,28.53,28.53,28.53,28.53
465,28.53,28.53,28.53,28.53
466,28.53,28.53,28.53,28.53
467,28.53,28.53,28.53,28.53
468,28.53,28.53,28.53,28.53
469,28.53,28.53,28.53,28.53
470,28.53,28.53,28.53,28.53
471,28.53,28.53,28.53,28.53
472,28.53,28.53,28.53,28.53
473,28.53,28.53,28.53,28.53
474,28.53,28.53,28.53,28.53
475,28.53,28.53,28.53,28.53
476,28.53,28.53,28.53,28.53
477,28.53,28.53,28.53,28.53
478,28.53,28.53,28.53,28.53
479,28.53,28.53,28.53,28.53
480,28.53,28.53,28.53,28.53
481,28.53,28.53,28.53,28.53
482,28.53,28.53,28.53,28.53
483,28.53,28.53,28.53,28.53
484,28.53,28.53,28.53,28.53
485,28.53,28.53,28.53,28.53
486,28.53,28.53,28.53,28.53
487,28.53,28.53,28.53,28.53
488,28.53,28.53,28.53,28.53
489,28.53,28.53,28.53,28.53
490,28.53,28.53,28.53,28.53
491,28.53,28.53,28.53,28.53
492,28.53,28.53,28.53,28.53
493,28.53,28.53,28.53,28.53
494,28.53,28.53,28.53,28.53
495,28.53,28.53,28.53,28.53
496,28.53,28.53,28.53,28.53
497,28.53,28.53,28.53,28.53
498,28.53,28.53,28.53,28.53
499,28.53,28.53,28.53,28.53
500,28.53,28.53,28.53,28.53
501,28.53,28.53,28.53,28.53
502,28.53,28.53,28.53,28.53
503,28.53,28.53,28.53,28.53
504,28.53,28.53,28.53,28.53
505,28.53,28.53,28.53,28.53
506,28.53,28.53,28.53,28.53
507,28.53,28.53,28.53,28.53
508,28.53,28.53,28.53,28.53
509,28.53,28.53,28.53,28.53
510,28.53,28.53,28.53,28.53
511,28.53,28.53,28.53,28.53
512,28.53,28.53,28.53,28.53
513,28.53,28.53,28.53,28.53
514,28.53,28.53,28.53,28.53
515,28.53,28.53,28.53,28.53
516,28.53,28.53,28.53,28.53
517,28.53,28.53,28.53,28.53
518,28.53,28.53,28.53,28.53
519,28.53,28.53,28.53,28.53
520,28.53,28.53,28.53,28.53
521,28.53,28.53,28.53,28.53
522,28.53,28.53,28.53,28.53
523,28.53,28.53,28.53,28.53
524,28.53,28.53,28.53,28.53
525,28.53,28.53,28.53,28.53
526,28.53,28.53,28.53,28.53
527,28.53,28.53,28.53,28.53
528,28.53,28.53,28.53,28.53
529,28.53,28.53,28.53,28.53
530,28.53,28.53,28.53,28.53
531,28.53,28.53,28.53,28.53
532,28.53,28.53,28.53,28.53
533,28.53,28.53,28.53,28.53
534,28.53,28.53,28.53,28.53
535,28.53,28.53,28.53,28.53
536,28.53,28.53,28.53,28.53
537,28.53,28.53,28.53,28.53
538,28.53,28.53,28.53,28.53
539,28.53,28.53,28.53,28.53
540,28.53,28.53,28.53,28.53
541,28.53,28.53,28.53,28.53
542,28.53,28.53,28.53,28.53
543,28.53,28.53,28.53,28.53
544,28.53,28.53,28.53,28.53
545,28.53,28.53,28.53,28.53
546,28.53,28.53,28.53,28.53
547,28.53,28.53,28.53,28.53
548,28.53,28.53,28.53,28.53
549,28.53,28.53,28.53,28.53
550,28.53,28.53,28.53,28.53
551,28.53,28.53,28.53,28.53
552,28.53,28.53,28.53,28.53
553,28.53,28.53,28.53,28.53
554,28.53,28.53,28.53,28.53
555,28.53,28.53,28.53,28.53
556,28.53,28.53,28.53,28.53
557,28.53,28.53,28.53,28.53
558,28.53,28.53,28.53,28.53
559,28.53,28.53,28.53,28.53
560,28.53,28.53,28.53,28.53
561,28.53,28.53,28.53,28.53
562,28.53,28.53,28.53,28.53
563,28.53,28.53,28.53,28.53
564,28.53,28.53,28.53,28.53
565,28.53,28.53,28.53,28.53
566,28.53,28.53,28.53,28.53
567,28.53,28.53,28.53,28.53
568,28.53,28.53,28.53,28.53
569,28.53,28.53,28.53,28.53
570,28.53,28.53,28.53,28.53
571,28.53,28.53,28.53,28.53
572,28.53,28.53,28.53,28.53
573,28.53,28.53,28.53,28.53
574,28.53,28.53,28.53,28.53
575,28.53,28.53,28.53,28.53
576,28.53,28.53,28.53,28.53
577,28.53,28.53,28.53,28.53
578,28.53,28.53,28.53,28.53
579,28.53,28.53,28.53,28.53
580,28.53,28.53,28.53,28.53
581,28.53,28.53,28.53,28.53
582,28.53,28.53,28.53,28.53
583,28.53,28.53,28.53,28.53
584,28.53,28.53,28.53,28.53
585,28.53,28.53,28.53,28.53
586,28.53,28.53,28.53,28.53
587,28.53,28.53,28.53,28.53
588,28.53,28.53,28.53,28.53
589,28.53,28.53,28.53,28.53
590,28.53,28.53,28.53,28.53
591,28.53,28.53,28.53,28.53
592,28.53,28.53,28.53,28.53
593,28.53,28.53,28.53,28.53
594,28.53,28.53,28.53,28.53
595,28.53,28.53,28.53,28.53
596,28.53,28.53,28.53,28.53
597,28.53,28.53,28.53,28.53
598,28.53,28.53,28.53,28.53
599,28.53,28.53,28.53,28.53
600,28.53,28.53,28.53,28.53
601,28.53,28.53,28.53,28.53
602,28.53,28.53,28.53,28.53
603,28.53,28.53,28.53,28.53
604,28.53,28.53,28.53,28.53
605,28.53,28.53,28.53,28.53
606,28.53,28.53,28.53,28.53
607,28.53,28.53,28.53,28.53
608,28.53,28.53,28.53,28.53
609,28.53,28.53,28.53,28.53
610,28.53,28.53,28.53,28.53
611,28.53,28.53,28.53,28.53
612,28.53,28.53,28.53,28.53
613,28.53,28.53,28.53,28.53
614,28.53,28.53,28.53,28.53
615,28.53,28.53,28.53,28.53
616,28.53,28.53,28.53,28.53
617,28.53,28.53,28.53,28.53
618,28.53,28.53,28.53,28.53
619,28.53,28.53,28.53,28.53
620,28.53,28.53,28.53,28.53
621,28.53,28.53,28.53,28.53
622,28.53,28.53,28.53,28.53
623,28.53,28.53,28.53,28.53
624,28.53,28.53,28.53,28.53
625,28.53,28.53,28.53,28.53
626,28.53,28.53,28.53,28.53
627,28.53,28.53,28.53,28.53
628,28.53,28.53,28.53,28.53
629,28.53,28.53,28.53,28.53
630,28.53,28.53,28.53,28.53
631,28.53,28.53,28.53,28.53
632,28.53,28.53,28.53,28.53
633,28.53,28.53,28.53,28.53
634,28.53,28.53,28.53,28.53
635,28.53,28.53,28.53,28.53
636,28.53,28.53,28.53,28.53
637,28.53,28.53,28.53,28.53
638,28.53,28.53,28.53,28.53
639,28.53,28.53,28.53,28.53
640,28.53,28.53,28.53,28.53
641,28.53,28.53,28.53,28.53
642,28.53,28.53,28.53,28.53
643,28.53,28.53,28.53,28.53
644,28.53,28.53,28.53,28.53
645,28.53,28.53,28.53,28.53
646,28.53,28.53,28.53,28.53
647,28.53,28.53,28.53,28.53
648,28.53,28.53,28.53,28.53
649,28.53,28.53,28.53,28.53
650,28.53,28.53,28.53,28.53
651,28.53,28.53,28.53,28.53
652,28.53,28.53,28.53,28.53
653,28.53,28.53,28.53,28.53
654,28.53,28.53,28.53,28.53
655,28.53,28.53,28.53,28.53
656,28.53,28.53,28.53,28.53
657,28.53,28.53,28.53,28.53
658,28.53,28.53,28.53,28.53
659,28.53,28.53,28.53,28.53
660,28.53,28.53,28.53,28.53
661,28.53,28.53,28.53,28.53
662,28.53,28.53,28.53,28.53
663,28.53,28.53,28.53,28.53
664,28.53,28.53,28.53,28.53
665,28.53,28.53,28.53,28.53
666,28.53,28.53,28.53,28.53
667,28.53,28.53,28.53,28.53
668,28.53,28.53,28.53,28.53
669,28.53,28.53,28.53,28.53
670,28.53,28.53,28.53,28.53
671,28.53,28.53,28.53,28.53
672,28.53,28.53,28.53,28.53
673,28.53,28.53,28.53,28.53
674,28.53,28.53,28.53,28.53
675,28.53,28.53,28.53,28.53
676,28.53,28.53,28.53,28.53
677,28.53,28.53,28.53,28.53
678,28.53,28.53,28.53,28.53
679,28.53,28.53,28.53,28.53
680,28.53,28.53,28.53,28.53
681,28.53,28.53,28.53,28.53
682,28.53,28.53,28.53,28.53
683,28.53,28.53,28.53,28.53
684,28.53,28.53,28.53,28.53
685,28.53,28.53,28.53,28.53
686,28.53,28.53,28.53,28.53
687,28.53,28.53,28.53,28.53
688,28.53,28.53,28.53,28.53
689,28.53,28.53,28.53,28.53
690,28.53,28.53,28.53,28.53
691,28.53,28.53,28.53,28.53
692,28.53,28.53,28.53,28.53
693,28.53,28.53,28.53,28.53
694,28.53,28.53,28.53,28.53
695,28.53,28.53,28.53,28.53
696,28.53,28.53,28.53,28.53
697,28.53,28.53,28.53,28.53
698,28.53,28.53,28.53,28.53
699,28.53,28.53,28.53,28.53
700,28.53,28.53,28.53,28.53
701,28.53,28.53,28.53,28.53
702,28.53,28.53,28.53,28.53
703,28.53,28.53,28.53,28.53
704,28.53,28.53,28.53,28.53
705,28.53,28.53,28.53,28.53
706,28.53,28.53,28.53,28.53
707,28.53,28.53,28.53,28.53
708,28.53,28.53,28.53,28.53
709,28.53,28.53,28.53,28.53
710,28.53,28.53,28.53,28.53
711,28.53,28.53,28.53,28.53
712,28.53,28.53,28.53,28.53
713,28.53,28.53,28.53,28.53
714,28.53,28.53,28.53,28.53
715,28.53,28.53,28.53,28.53
716,28.53,28.53,28.53,28.53
717,28.53,28.53,28.53,28.53
718,28.53,28.53,28.53,28.53
719,28.53,28.53,28.53,28.53
720,28.53,28.53,28.53,28.53
721,28.53,28.53,28.53,28.53
722,28.53,28.53,28.53,28.53
723,28.53,28.53,28.53,28.53
724,28.53,28.53,28.53,28.53
725,28.53,28.53,28.53,28.53
726,28.53,28.53,28.53,28.53
727,28.53,28.53,28.53,28.53
728,28.53,28.53,28.53,28.53
729,28.53,28.53,28.53,28.53
730,28.53,28.53,28.53,28.53
731,28.53,28.53,28.53,28.53
732,28.53,28.53,28.53,28.53
733,28.53,28.53,28.53,28.53
734,28.53,28.53,28.53,28.53
735,28.53,28.53,28.53,28.53
736,28.53,28.53,28.53,28.53
737,28.53,28.53,28.53,28.53
738,28.53,28.53,28.53,28.53
739,28.53,28.53,28.53,28.53
740,28.53,28.53,28.53,28.53
741,28.53,28.53,28.53,28.53
742,28.53,28.53,28.53,28.53
743,28.53,28.53,28.53,28.53
744,28.53,28.53,28.53,28.53
745,28.53,28.53,28.53,28.53
746,28.53,28.53,28.53,28.53
747,28.53,28.53,28.53,28.53
748,28.53,28.53,28.53,28.53
749,28.53,28.53,28.53,28.53
750,28.53,28.53,28.53,28.53
751,28.53,28.53,28.53,28.53
752,28.53,28.53,28.53,28.53
753,28.53,28.53,28.53,28.53
754,28.53,28.53,28.53,28.53
755,28.53,28.53,28.53,28.53
756,28.53,28.53,28.53,28.53
757,28.53,28.53,28.53,28.53
758,28.53,28.53,28.53,28.53
759,28.53,28.53,28.53,28.53
760,28.53,28.53,28.53,28.53
761,28.53,28.53,28.53,28.53
762,28.53,28.53,28.53,28.53
763,28.53,28.53,28.53,28.53
764,28.53,28.53,28.53,28.53
765,28.53,28.53,28.53,28.53
766,28.53,28.53,28.53,28.53
767,28.53,28.53,28.53,28.53
768,28.53,28.53,28.53,28.53
769,28.53,28.53,28.53,28.53
770,28.53,28.53,28.53,28.53
771,28.53,28.53,28.53,28.53
