Pipelines,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t1,51.041750112786254,9.663594303830903,8.508168818770423,170.42369351560677,10.52890283549031,88.32821805163525,81.56927308787613,18.843716532743862,8.548140074981262,174.61584369865912,53.40313849892067,18.936179449820028,8.399679045560061,16.96302032724368,403.9407366090405,298.151240497437,25.287090931480748,3.7066830261732595,6.70382063582586,6.876208408026419,11.599072834815539,14.340485281216353,57.648633168156444,9.354676526949952,6.1168154650862006,6.2392056115260575,9.436638308201157,8.833508890428,24.159988717190075,48.49711255993236,10.394589675424955,47.02410343298151,21.840834428981683,8.558860317141853,6.679409433946447,207.10079114441908,10.180869248062313,10.829155683003219,6.387923707298057,157.0447068187261,39.752306289244,9.24451356938601,264.5915315155532,10.24616197812843,15.939996695043874
t2,47.41669837946945,9.597731058575837,8.399279931587564,165.7519778427579,10.191330979578884,84.49799717036773,81.04953041480678,18.68350907170371,8.469206171418946,170.54903397181437,50.611902383310046,18.031401312357374,8.199056086242827,16.44602255169227,374.6273583184877,288.97253998410326,24.831653071846855,3.8356743946646668,6.664116875157024,6.73992955981378,11.272513290530167,14.355725563857833,57.34117772264624,9.302852410642204,6.052042266957776,6.119814192687498,9.19033432933645,8.785293184737577,23.91437859123934,47.85133333083673,10.062690436136172,45.212949128320425,20.760691840353886,8.488043428390888,6.626372706963279,198.46362582110464,9.873632080978915,10.525274345811312,6.264635350125196,152.0299891652769,38.50884665118454,9.03079995300519,260.90593716860707,10.17183163706937,15.757590697372612
t3,43.795322039758574,9.533491486967183,8.291061122526063,161.01470826604347,9.853534954892035,80.66749479022197,80.73195576183758,18.52331074284043,8.390413979848724,166.4957179558225,47.81502518137695,17.1263070487419,7.998919301660818,15.93022166032158,345.0939325963965,279.8041259465692,24.379230319779033,3.964993423656181,6.625094253286073,6.603870679306905,10.94733394492907,14.372952900273706,57.044569279306984,9.254938942613947,5.987551876671956,6.000555060638598,8.944981236219407,8.737920114585386,23.676621692308807,47.22945506009799,9.73051490118181,43.4022163270006,19.682800909880548,8.41715308469038,6.573381684915951,190.30951574695777,9.566255387311827,10.220003094249607,6.139596055865615,147.1497813903077,37.26541708735779,8.816938208718515,257.2053112278848,10.097898051286089,15.576582635263735
t4,40.199961037844844,9.481626356948997,8.197834100731082,158.2711620122759,9.519732600099495,76.85376648186447,80.99422251480023,18.372147326940166,8.313996900952699,163.29550477526377,45.635949861685276,16.20730710015451,7.800134577238741,15.414614958967581,322.52544512251944,271.75187779915365,23.92192374346306,4.1108402191222115,6.585260554733397,6.470138811965542,10.622133589017663,14.399131887835594,56.804385583135826,9.21186373075026,5.922206174535673,5.883347844878166,8.699872574646887,8.69797162621147,23.471953672383883,46.585654798411035,9.399041456671384,41.59121933666789,18.590765751887403,8.346855147552454,6.520322739446771,184.21792963167752,9.261734185812358,9.91821214700003,6.018224040564675,142.6279466779335,36.024142883504894,8.603249606881143,255.29339065268803,10.026081878190212,15.399072165351315
t5,36.94897233318983,9.468352676015142,8.149420887732196,157.0395269104125,9.197304025356427,73.22426905287686,81.8680616770584,18.242586584498596,8.25352563955188,160.94138949157602,44.09233157682247,15.259336526778357,7.601195643275391,14.901777402686548,307.2431996061227,265.9931820191144,23.54410716126298,4.268224302359982,6.54391058134569,6.335989164022529,10.302024069505851,14.425529136021218,56.609006099589955,9.192576338467227,5.854911315877,5.766096776546395,8.458873478122136,8.659327111370972,23.301603724520113,46.02607145076637,9.066764399486594,39.7844401584347,17.441948426923915,8.276950884122506,6.470833259034959,186.28021256693827,8.957322115602475,9.616518873612824,5.8972170922681375,138.29114396656792,34.792872537287,8.39527899602219,253.98750447841516,9.966163679233816,15.239030901820488
t6,37.40060313392293,9.443485154692114,8.105363085642828,157.0403360677331,8.87998842754237,70.60912961050785,83.15699983363199,18.123928327819982,8.228117532242052,170.87473464875535,44.54948664340955,15.308672202947673,7.4168206862857184,14.42867277038037,304.1663484872291,264.7639734094858,23.59197280794649,4.338819407197155,6.527175747923024,6.1789797676883325,9.96309342905337,14.424714936218075,56.31386559230554,9.196125581840718,5.8262549120950915,5.641424070612336,8.210616302428623,8.615380705340055,23.10026198292596,46.05272756619477,8.761739422842128,38.0424824097214,17.373669145862575,8.227273842370103,6.452798547137309,189.1439375281208,8.654272771303194,9.318113531934085,5.785796917690583,134.27864671695292,33.56406192128588,8.198117546879306,252.9961886450441,9.951727156105427,15.15871715663838
t7,36.493002306045405,9.354812137635518,7.989379870244873,145.7072697203851,8.538322890582574,74.32890834210673,79.21622673061594,18.01475980114573,8.188911973429892,182.05415277425988,45.76169884710034,15.359164139527644,7.234872996692971,14.470729250882906,321.025756415232,267.54134386584707,23.65987221790264,4.59887054637009,6.516352790561612,6.025744106195763,9.974831370604592,14.434159841609922,56.267166678225344,9.222518184850742,5.805900143454105,5.521940111005051,8.228455040322984,8.592939629207436,23.151412809191044,46.1620018645112,8.456846915629432,38.051795625958775,17.30995879791265,8.191837103029586,6.438268786673762,208.5302877562687,8.34313227794127,9.024296787785977,5.676924343743232,134.61843494072014,33.52241334845478,8.204857498994988,252.83591877457079,9.93854209673997,15.124726001455763
t8,35.632384267899624,9.254532503855039,7.880773849077995,134.1014874551007,8.201821935593738,70.86068359223466,75.3314749931869,17.90580613123726,8.149855828055024,186.87443408340226,46.98751714307285,15.411152576855919,7.058373957903969,14.038039352840583,338.9256284931231,270.38472381009166,23.727949587509528,4.803528647010714,6.495932705290064,5.869170369944655,9.711437830254003,14.413835622428754,56.17301893832546,9.227929864512587,5.785854175769637,5.406185817052339,8.050598205555612,8.567696451621304,23.204738552823823,46.274081906452366,8.155890976079444,36.374683407595775,17.244869600523028,8.156342510817732,6.423759534362842,226.02559007180346,8.035911466184885,8.733358793849487,5.589024640412669,128.3949329980834,32.46965357834244,8.157629385901123,252.67405823548054,9.924766113424386,15.091033700073366
t9,34.801712432410426,9.141613333172167,7.774064895282073,122.41974824714609,7.846554943074792,66.99196023072464,71.42434056110046,17.79714655082623,8.110883735621528,186.60165895547942,48.2260283394271,15.46330465510241,6.86522230180573,13.5640559408067,356.98178235504747,273.23506489654903,23.79631783134935,4.970664636696276,6.467862404200951,5.680461207648676,9.354847571356347,14.373320048330909,56.059364836359556,9.223235543452434,5.765867277669109,5.270236616257741,7.8052954273710435,8.543695267382647,23.257608152030038,46.3866854793704,7.837573129706679,34.624814251833655,17.182698002237466,8.120901332839273,6.409327545193031,216.1701118646282,7.710965669693436,8.407106823777026,5.452464773030362,122.04643890909054,31.246801071281222,7.954079696979897,252.51375333694446,9.911714158123067,15.057673863474506
t10,33.87903825763429,8.994154732220935,7.645357210473172,110.75235925950079,7.490668969638962,63.12258746499861,59.24263007207991,17.645986031238632,8.070229806704582,185.80484663202228,49.109550554788456,15.512454875275889,6.671984676586471,13.08951472916629,367.23407024695723,274.00461198433413,23.86100011620644,4.885485040664335,6.428043576144724,5.489005064999339,8.992142196825627,14.264837036919417,55.735834431633585,9.205125195530933,5.7399693889927095,5.131525494021824,7.555762985168348,8.497854082406793,23.10288739272188,46.44983459765803,7.519292574259775,32.876529994881906,17.107202439874996,8.07267466667172,6.3941519461381775,205.1220868482637,7.383393643748259,8.077915395407436,5.316040918233483,115.64968713998735,30.006250113702407,7.750392429674734,251.69026574314626,9.895205936973964,14.991324188609363
