Pipelines,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t11,32.964564010251244,8.846993229394357,7.516197981389036,99.06964213556839,7.1347805558982795,59.25251350854154,47.060648476571465,17.494762726936486,8.029530610134007,184.99417013546153,50.00701698476152,15.560617214386095,6.478583255585425,12.614065951822838,377.87721713344575,274.7798791347273,23.92521482224469,4.799890112746982,6.388073610128704,5.297291571518584,8.62913987412738,14.154982303073547,55.411540284830394,9.18695690760217,5.7138058302709345,4.992476382714303,7.305748083566817,8.450396577973434,22.94551061616051,46.510768366023925,7.20082775518587,31.12754981030665,17.0282235847716,8.024274911566684,6.378919462244091,194.01805083026647,7.055093323351102,7.748585564548319,5.179483463151362,109.2495806556966,28.76558295723656,7.546613287070712,250.86345943556017,9.878285109357044,14.925324074418697
t12,32.062764464626326,8.70014473963441,7.386814563309472,87.3557971792802,6.780747982602312,55.4029366801883,34.932432194881955,17.34385063709481,7.988887392453773,184.20698829749585,50.924981390691926,15.608423358396935,6.287115455482212,12.147603730410752,388.84003554661484,275.5737938800689,23.98979245690088,4.721108177204644,6.348373715031685,5.108010664262668,8.278515256033685,14.048512252607408,55.09043062635619,9.169201536718754,5.687916387667979,4.85543432497543,7.067523984941038,8.404703237370441,22.790505809300086,46.571935135012765,6.884251175414886,29.390040668352086,16.951660153143166,7.9762171501390275,6.363818483637092,194.16887138839348,6.729325768592736,7.422224780738938,5.046748655241913,102.86743784470525,27.539303544354485,7.360702340540012,250.03724304694003,9.861873095819695,14.860106643916524
t13,31.17856733520257,8.555412330813823,7.260144076230395,75.55872113268315,6.426905412884387,51.54717341593625,22.89720685956796,17.193810964309442,7.94859958146254,183.43442762071325,51.86001445257372,15.656794466199988,6.09569339519271,11.67573915538116,400.17447800102195,276.4484599987813,24.055418676783894,4.640195389009232,6.308861717944069,4.917245347994721,7.9197842455482315,13.944041517159171,54.76893401573927,9.151571276189136,5.662414752868947,4.717498502836802,6.823340267360903,8.360789610672782,22.639198310375274,46.63544151347791,6.567988983347032,27.647183252250592,16.878092311905224,7.928387015120497,6.3489121825010875,198.21126767385945,6.403729384722788,7.092767930484792,4.9100235323463215,96.47952022558502,26.304407322663735,7.175826503454017,249.20808671987962,9.845795602028598,14.795191065462584
t14,30.30303385329093,8.411252796224495,7.133882508533235,63.72419081307624,6.079045078151442,47.695852810188185,10.90896309241711,17.043982783158466,7.908372391155524,182.67985386941396,52.82125867945307,15.706740988062087,5.909472286186595,11.208295255687448,411.9964653480444,277.3855840669126,24.121785252575155,4.559147536704586,6.269430121715866,4.735015446330631,7.564965812713959,13.843333907791205,54.44774572609582,9.134113897666566,5.63712805967748,4.586874560152276,6.580730316417206,8.319793581804513,22.490627545027305,46.70078499565323,6.256882642115565,25.910753401682083,16.80866905329274,7.880669318550201,6.3340939275904935,204.46216594958952,6.084726258786255,6.774657140713128,4.789958583787166,90.09714895270567,25.075118135613614,6.989562867472162,248.37640130701067,9.830064939226729,14.73054541801905
t15,29.5356843604416,8.284503907469633,7.0295314537143625,58.6093019599848,5.734935209974703,43.851014763783404,10.818803323959605,16.901442927706245,7.871434257634893,181.9536052785639,53.81188083821256,15.755626117137451,5.723150951284238,10.741374252472227,424.1771403810767,278.36750144715404,24.18887080760555,4.478839333412294,6.23071969495168,4.552677933465885,7.209893996598241,13.744115467993417,54.12712419870587,9.116920421194493,5.612096799937057,4.456121898279523,6.338151707611214,8.277472867006974,22.34360834693228,46.76703883256241,5.946794088451605,24.177054312971556,16.73878581088684,7.833746482749231,6.319751276434874,211.30569229101505,5.76624726474952,6.456347641602619,4.669489085989153,83.72900821807951,23.846111853092843,6.803262720644773,247.54165392061768,9.81491974163865,14.666105299778822
t16,31.7536259491493,8.247406554914313,7.007237639307583,63.85002011390875,5.412928521783955,43.02598056241273,17.018047483919677,16.833064517696407,7.853596901848005,181.73348989307485,55.19306058498534,15.853758029097744,5.535292596009238,10.278399663899092,445.4557984608797,281.6005900472963,24.260928850695787,4.656934589535475,6.229188713494885,4.37020261229805,6.8653511009630535,13.70307006733022,54.01244608924486,9.113924038906267,5.609869292936853,4.325390595053969,6.105725262389854,8.254856117226657,22.39709453777474,46.88437400057273,5.665708793139836,23.045172787497556,16.739139293570066,7.818672746197075,6.316691297347926,226.48521349069316,5.445805079359114,6.136735220082839,4.542836932728668,77.35258330578748,22.64114867913559,6.619381594638121,247.37739654357955,9.801482262540238,14.634579086643708
t17,31.07572549126754,8.175756059424582,6.949479514545119,67.02931973805782,5.052748803862308,39.1785754994852,22.98167706211028,16.74444132556609,7.824760013469615,181.5394775959813,56.602342781608264,15.953629704119393,5.326631381455676,9.786080792491505,467.3234021087689,284.71986561751356,24.331084757607165,4.848919224821596,6.224041642438659,4.162583366062599,6.489266192962457,13.666552358741347,53.89805056121135,9.111297200513686,5.605942799652838,4.172404712338995,5.84017643288378,8.234315898346539,22.443305814296384,46.99782587607387,5.356268633868571,21.57014622491987,16.742592353605026,7.799019939694629,6.311206018473736,201.3701964447668,5.103840695449794,5.790400442288396,4.388811662351108,70.93955534581521,21.398674091396288,6.398493137495959,247.21262071239002,9.788397851488025,14.603473840297855
t18,30.23994593504477,8.063973534178185,6.841347514031013,55.550278754187225,4.680729682778834,35.28145557190501,19.058186444084757,16.63634930817518,7.786375306847685,181.3643547296448,58.030779294686816,16.006511036978065,5.118044264811946,9.295374652540662,490.66723619367394,287.91885007104617,24.40261675219767,5.038999898683744,6.1966532408737365,3.9546743820857184,6.112844928200068,13.635220004314434,53.78263521243176,9.108705058627947,5.586100205960719,4.019581681421984,5.575138566667265,8.215265371971352,22.49155254611297,47.114873210237164,5.02156804703911,19.798432822771506,16.683707103733365,7.763698414726043,6.2969586950549274,175.90416557749933,4.762922659002989,5.443804261754349,4.23456521678113,64.54361049251435,20.155965932399997,6.177500699875649,247.05043523305278,9.776262737442627,14.572504586036287
t19,29.40580087350155,7.9501159641705454,6.729365864175127,44.13380872945074,4.3080898475749665,31.381828349252196,15.125098874947183,16.527806222491208,7.74768272726358,181.20386394693227,59.50693437159377,16.060855341933294,4.909165272125554,8.804321782763518,514.9157052849614,291.1231011403095,24.474376643656672,5.232962111310814,6.169340760295061,3.7467747925774013,5.736441211375838,13.606326605800602,53.66787081270873,9.106305171133776,5.565848321890451,3.866373162161188,5.309187738086183,8.196997231651517,22.533954769531906,47.22742676741822,4.686668046843748,18.025955365203266,16.625651565717114,7.728360945043381,6.282698558315305,150.35910859260207,4.422032313475877,5.097089007593354,4.080221121493515,58.14626679119222,18.91314198127082,5.956445054673066,246.88928061112443,9.764270003579341,14.541635606844585
t20,28.48089359886662,7.848539174551192,6.600329128525006,32.1144006651784,3.9353498665052635,27.48449226154367,2.279613256406231,16.37364323683173,7.7031063751826085,186.0227379873739,60.14591336749238,16.117519388549862,4.699849071000685,8.313385477124795,517.5951695666317,289.92151285596685,24.528423405143602,5.30419874600847,6.150505505493581,3.544094905690313,5.366738653810238,13.585359374414576,53.371723415847015,9.104089069096808,5.539007295044408,3.7097166074649577,5.037666345818314,8.148627524002972,22.35762573647872,47.26567395693244,4.352355183106227,16.258944538730272,16.550804316569348,7.679669748976618,6.264990609321893,123.61088928668,4.077005988979506,4.746566545034128,3.9240703387044804,51.694813541369626,17.65149149408002,5.732690981908382,245.82796674331772,9.742290889372773,14.465913351090789
t21,28.956859723901022,7.829985445049389,6.559754515988667,32.12722442137893,3.5889931408360605,24.966414013503567,3.406120598753824,16.25769296542432,7.677871885211612,196.0500954566635,60.71961915851239,16.16136815252929,4.49097785751742,7.823532506674145,518.7631742434331,288.423225653827,24.580006325617717,5.3957147007716655,6.140186045865493,3.3462644263880055,5.0039172232595375,13.594233522374564,53.089633627979325,9.11234612881418,5.513442038614375,3.5533138343485153,4.767288661595301,8.107929930619429,22.176517354734425,47.29873667055467,4.02571100933973,14.524084993606852,16.47984845992088,7.6360358109429765,6.250239842548529,97.38215740716659,3.743664365276453,4.396899631290769,3.7685843120606126,46.95945443566004,16.394264481285106,5.51049825262334,244.7691898526255,9.727025178228503,14.389642451190124
t22,29.538574767609582,7.811713783872409,6.519428570842566,32.13912895528673,3.2430912714462568,22.335667903031734,4.164175759231046,16.141974851118537,7.652248610051211,206.0677661991017,61.215235195974984,16.20615563727597,4.282610666259261,7.332710562626112,521.535162641388,286.68638836234646,24.630106333539054,5.495944631946975,6.129791494612536,3.149914333300264,4.640113955024626,13.602827058183353,52.8101055436314,9.119887774935673,5.4881355795743065,3.3982050562177504,4.496446843949549,8.067466334384148,21.999292994585318,47.330676164595616,3.6992980354533236,12.786505924919572,16.40902193869157,7.592571151304414,6.2352251927720905,85.11170359918992,3.410071458246414,4.049507880525684,3.6150459571122027,41.81545055102404,15.135857052476833,5.289778615199447,243.70667454483345,9.710701895382048,14.313088941310799
t23,29.96671796384826,7.79306775148091,6.478873431563239,32.147483810318036,2.8970936174098716,19.804645864608744,4.724519835687177,16.026163996776607,7.625989035317284,216.05424290513787,61.556198605069184,16.24859475390007,4.0737455197740555,6.8412570081166715,525.5442436415675,284.6699044638121,24.676279332199652,5.59750113953581,6.119211196298744,2.9534262877094446,4.277061250384591,13.610449377408138,52.53203742041684,9.127038633539966,5.462885964205851,3.2431335026971433,4.226429030934388,8.026489426970949,21.824184519559537,47.35995745613899,3.372637085868724,11.048177772173673,16.33769707490822,7.549031988944635,6.2197564622591495,73.10688546400777,3.075903021524661,3.702167034132972,3.4613089713362424,36.31980894657568,13.879212041509621,5.070288300096171,242.6374579893887,9.693136583747034,14.235251773545858
t24,26.30335786875877,7.691631685688836,6.371234409310639,26.102375413501278,2.5333072996272,15.950793900640098,4.264875248484295,15.87032426851493,7.532391962474726,212.25041917724874,58.55000004408259,15.335905084488983,3.8361789122987244,6.287236693233896,493.49154850958683,275.34430731562367,23.949043023012862,5.559555899286536,6.057720014810981,2.750214051431211,3.9018723278543557,13.556376419219324,52.094229269464336,8.979404608702472,5.398250801065983,3.0859198632081615,3.953190799121331,7.971879603787651,21.573944107298185,45.38917054269739,3.0152562079399865,9.219039977302398,15.310822369277036,7.479640698071986,6.159812817364264,58.28810051078597,2.7394667084722446,3.3534402518551953,3.299309698408247,30.270893287440728,12.617224325458752,4.833604480753821,237.4192185561128,9.589702873273419,13.99796939642287
t25,22.639902051596028,7.595193289315604,6.267739339047073,20.346503194082345,2.1749779199552033,12.211557671730453,3.7119221708545136,15.72041681254828,7.4426702382077154,208.57417539686608,55.62307061551373,14.424780713994744,3.598485670558718,5.733071494087206,462.569589244335,266.0837674157394,23.2232029740828,5.522351803492012,5.99573323684491,2.5466117541518267,3.526080687757173,13.499494662552358,51.660157765995635,8.83244493525181,5.333846407593378,2.928628261326268,3.6799516587755794,7.916578556350497,21.3271382825371,43.42592770343543,2.657568693766187,7.389801817587075,14.282058320072261,7.410362120482054,6.0998124157645375,43.56665887382842,2.402667086825292,3.004593199995738,3.137428839497788,24.234935138959166,11.355300219673559,4.59690511237806,232.55419687796308,9.486127673947998,13.760944319763023
t26,18.97263389030571,7.497984945111895,6.164154405037093,14.715700432799334,1.8159366868927458,8.466724177691777,2.9886870274957116,15.570249192794439,7.352624038984056,204.90333069237593,52.69558473083687,13.513650873708286,3.360643504644481,5.178704496166084,431.6776326610736,256.8279298971959,22.49711947426266,5.483349335816256,5.933349865159889,2.3426464836770045,3.1497616683178613,13.44137951703892,51.22591613670876,8.685676714455102,5.2692402438931545,2.7710903630182417,3.4064299074694033,7.861265592413594,21.081085455405006,41.46668743269897,2.299338175746623,5.560109101686847,13.253043850699148,7.341013910529026,6.039548989229404,28.896667815516782,2.0652418387010973,2.6554369258061636,2.975413777518818,18.19116708322061,10.09325670233993,4.360086822301685,227.68331569490275,9.382245042744794,13.52435864369526
t27,15.303114524971523,7.401452335813398,6.061252499194444,9.359333850583633,1.4563701066757646,4.726974502191119,1.9645871562973554,15.421198268903657,7.263409915656872,201.23222661224855,49.7746522822081,12.602019840784395,3.1228866313597288,4.624456757408346,400.81302951550254,247.58824379363656,21.77031978421304,5.451485399817298,5.870881262546433,2.138522208131196,2.7731665780294987,13.384855366215083,50.7953503073343,8.539866941561955,5.20493429481036,2.6135660275487607,3.132802981702378,7.8069580398669665,20.838831745116998,39.51085617965801,1.940696293666599,3.7299577191385946,12.222886001133805,7.272156556700308,5.979706144098899,14.26171324208242,1.7274287845596863,2.3063242915934383,2.813471703252898,12.142453702309151,8.831550576763203,4.123531834070868,222.78762578989193,9.279398690812384,13.290008162866387
t28,11.625280912539509,7.313131766584463,5.965460233926677,5.639551584113235,1.1011818456311429,1.9405592542659094,0.8896835026968458,15.281147439229281,7.178127154939394,198.4535831153631,47.520360392218215,11.677712727549965,2.8850995951782723,4.0704587359449835,378.036889247111,239.20489812534723,21.026765056258512,5.440980177184838,5.807297153422911,1.9345831718566462,2.3971931455105246,13.33479386178251,50.39351230658702,8.397572313939449,5.139218023945025,2.4564764859842825,2.859999067894229,7.757554130947166,20.605776778103202,37.54092338312769,1.58051633077374,1.8993557118830915,11.160043560537364,7.203518901802038,5.919660142620738,0.5321648395473498,1.3897351341598352,1.9575537486858148,2.6513788689789837,6.110549740108645,7.572562903604682,3.886185906227751,220.2038908967001,9.178123404483621,13.061143460604027
t29,7.959326928817719,7.2349859019773,5.88201655912055,3.0614182285119833,0.7608840606784528,0.03932071862061312,0.20573201325173868,15.149833927367144,7.104559709985612,196.5755816648711,45.945439271357884,10.718629891734142,2.6586269661566626,3.5211228053074257,363.5147954209983,232.95844661728648,20.33154491361031,5.446870775031733,5.742646096133828,1.748511498986071,2.0277715558182265,13.28660142370888,50.02960985622905,8.286031493242575,5.071955492364732,2.313218665296398,2.5946571584716036,7.710228910678444,20.395454753838596,35.61154194763132,1.2291790129676037,0.07288813415380523,10.030120650560095,7.135132566314946,5.863952376747351,0.0045559228074562915,1.0640705701146511,1.616869916423797,2.6239282590429767,0.05172298140242077,6.324331565767958,3.6587030314552287,218.6230773644672,9.093958854459482,12.862269231226367
t30,8.489678240250232,7.187727910899102,5.8514017579922415,3.0849010080801205,0.8434603282191724,2.48173873009107,0.20055568032073665,15.046933357570941,7.068704646842698,198.16598745856547,45.68225270502829,10.76347306802424,2.7062672930326017,3.646003386924092,361.0245490416199,229.9716071819401,20.267478834131982,5.4172456942315135,5.7049077568633635,1.818530128628318,2.202816488206375,13.20577171847546,49.68388729725589,8.226165677115914,5.0457207088308635,2.3542138445296192,2.679234046503097,7.665775563466205,20.218620172504913,35.53839709049886,1.2805516704393205,1.01661495211,9.95740877005141,7.087678530738108,5.834627573344359,5.834443120877626,1.1439907537214706,1.7803054750386182,2.674508542486926,4.324785550933296,6.930005298858265,3.7167397590744384,217.47078884818856,9.052598835037626,12.747002611246172
t31,10.169121368368913,7.2444979209898595,5.875726933308509,3.475400524214732,1.083928474266858,4.445289342865326,7.153906455810423,15.032506287792256,7.071291456894644,199.15406582606406,46.16570017766122,10.817305078580787,2.7831730810166166,3.767423943280368,369.4373166934657,230.43257665681656,20.321533683629983,5.542660142642859,5.6656681772926225,1.931499423215169,2.3669613819110187,13.483168494589496,49.51886298510985,8.202299562080785,5.02752787420182,2.4267572896369867,2.763552649709969,7.697286341129631,20.244375462971355,35.639544045992274,1.4327994389149992,1.6675999838849793,9.97349161794514,7.05380000759112,5.819419618689566,17.651423166240455,1.3830371817182876,2.0183252572669814,2.755518337910983,7.565789647850785,7.4446322422653095,3.777416588672856,217.34427539338046,9.061673311299117,12.704105891151283
t32,11.813659417381718,7.30337416265549,5.900387776414334,3.84728914290893,1.2788367839254977,6.0940733972257295,14.22598126108815,15.018898059518571,7.0741754285401095,200.13837181482114,46.66232725254563,10.87180013539434,2.8468691239296176,3.8863983366931865,378.3123267006074,230.89501446800142,20.376218149319918,5.691894104844789,5.626415328047897,2.0252211015732144,2.528564455170443,13.697703839895155,49.35452417732189,8.178674655310408,5.0093532005611126,2.4824423064714267,2.846647667713711,7.7227905051474215,20.269668817125375,35.740763319503564,1.5411062627591838,2.2018251415958057,9.988738697186918,7.020231732478238,5.804358890302255,29.133686880217432,1.5660119857343233,2.230228326571532,2.8159133987120883,10.306781510635167,7.943526308605984,3.838006765309621,217.19876297768857,9.060338736768728,12.661532630609134
t33,13.414026025001842,7.363849256816876,5.924834036659048,4.195918880491364,1.467733364545506,7.584398946297895,21.40896413057512,15.006620511615932,7.0775721443151784,201.1162608726355,47.16984354334933,10.927042518767824,2.910688221591718,4.0057654826200695,387.4479693986912,231.36859780223494,20.432017140169002,5.854492777529908,5.58665245681662,2.1181599921684797,2.6876746728886407,14.017177881900945,49.189677044088356,8.154983652988882,4.990878502598799,2.53788801822149,2.9288650956320508,7.75484813279567,20.2917772796507,35.83996279898409,1.6462646590038332,2.6785081564542668,10.005261925172713,6.9864093204270805,5.789164872650398,40.56220105675982,1.7561435715034663,2.440869379118819,2.876128875746589,12.813069768783471,8.43910310842136,3.8989137160773857,217.0763649904606,9.07107277151424,12.618997101118511
t34,14.807433135568584,7.345095207661573,5.9235310754227175,4.318720497308682,1.5823653186904747,8.748171105679225,21.409862539498157,14.935152053078419,7.072526127453325,201.49766982919533,47.279718268792394,10.978732781565743,2.9639541283412667,4.123123906480582,392.3791719944745,229.77934172871963,20.481329335981076,5.736187160951268,5.539785891271582,2.188056583748937,2.839396633161557,13.887074875122916,48.84602092197914,8.122706411678875,4.967802005349493,2.580762784581589,3.006138414231363,7.720433289355764,20.15534250168481,35.89739073060789,1.7117225717744273,3.1021864765675056,9.946138556084668,6.941164029256049,5.772802950075404,46.77079443953061,1.8581846445148735,2.6087621459076984,2.924002520745751,14.498561812502519,8.901897157370657,3.958756329353954,216.14960525771718,9.058386364724416,12.548037006776758
t35,16.196218499032327,7.324871624468815,5.92182520546658,4.451457247448025,1.693332503197214,9.827481665266811,21.407890989700704,14.862372595845248,7.066855419602765,201.8715954967285,47.387233954158454,11.021876901767326,3.0166729221382904,4.238643482771712,397.547940099927,228.18938550422635,20.53050646569772,5.641477706728159,5.498449500422192,2.257271659403079,2.9881908083452102,13.758520648386126,48.503849489819444,8.090873011223064,4.9469924820965305,2.6233240135027063,3.082069124503024,7.686199584481712,20.019773424858972,35.95483907199845,1.7813698356261458,3.495964081411085,9.888804349720854,6.901945281032189,5.760100171016181,52.8393539721517,1.9589410202181765,2.776115578293382,2.9720040121572664,16.080017778492454,9.358803495239645,4.018469528097637,215.22184900701907,9.046354051672159,12.477219545749577
t36,17.57429269914606,7.304482948767513,5.919970793731218,4.581369408103425,1.8015219945022687,10.847386591891782,21.423543477250966,14.789555204985707,7.061147284991394,202.2730229256397,47.50283408780429,11.0646008874785,3.069152551983353,4.3533537973967436,402.9509885909662,226.60159320384875,20.5798203595526,5.553601748541947,5.4566500362079084,2.3257937082621876,3.1342087710992965,13.632260565612885,48.15954602355008,8.058206199774297,4.9258178184368395,2.6655113445067604,3.15669399652186,7.652791239317654,19.88150889321965,36.01045352412508,1.8493034173331244,3.8663096299975077,9.831884495165355,6.862542032703509,5.747352063123602,58.823530174337776,2.0582684982606545,2.942219787087908,3.0197213731440913,17.58503516989658,9.817153280683375,4.078183373423965,214.29342257893808,9.035086202865742,12.406387100551934
t37,18.95279846959914,7.284230937370705,5.918001676510864,4.709334826220855,1.9079645553792919,11.822264953222936,21.411877452668737,14.717228482725261,7.055514306393455,202.68174873890422,47.62880515766269,11.108237197999793,3.1215308467434464,4.467314105397078,408.5085846057179,224.9999225643575,20.62923415774116,5.488216267790648,5.415114856277886,2.3941426958840735,3.2786496061904002,13.478257415243908,47.818357760891395,8.025726906898672,4.904695275872957,2.7076099141663565,3.230618986650857,7.61101531969,19.744464588375518,36.064898233535196,1.9165164162389479,4.2205173331778765,9.767681532571716,6.823927775221666,5.735026234319227,64.78172530359718,2.147196865564962,3.108456425611794,3.0679124046895287,19.021558010735166,10.27713696709578,4.138555654303487,213.35286373013764,9.013952877574633,12.335978384338105
