Resource,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,Total
t58,3276.9,0.0,604.8000000000001,0.0,5348.7,639.0089999999999,740.4390000000001,922.7789999999999,158.39999999999998,1594.4040000000002,13646.416303925122,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1889.0819999999999,1539.252,0.0,10300.311000000002,3295.296,9594.36,0.0,729.5471049600001,1330.1999999999998,82.81450844999999,89.43966912599998,314.33659389,45.5966940609,422.00541891,0.0,955.2528954,0.0,156.14710783200002,273.257438706,0.0,525.914685585,1832.7,0.0,0.0,55233.0,3.51,4.365,0.0,5578.308,4385.286000000001,3768.5969999999998,446.07988962,124.10576316,125.86976864639998,131.11434234,0.0,258.3797886936,14.523932497499997,18170.870112000004,0.0,3977.554319100001,4059.0019663822072,7252.360524899999,3845.4376732560004,3204.5313943800006,0.0,4650.57618516,1264.2877770750001,1419.90256152,8325.000000000002,0.0,991.06451948411,436.5,434.86650000000003,403.047,1012.5,1848.6000000000001,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1803.06,0.0,0.0,1298.0,5487.685915626021,0.0,19762.564355182025,10685.264347282424,0.0,0.0,0.0,0.0,0.0,274785.15201815264
t59,3276.9,0.0,604.8000000000001,0.0,5348.7,547.7220000000001,710.01,686.169,158.39999999999998,1465.128,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1819.1160000000002,1259.388,0.0,9809.82,3295.296,9594.36,0.0,729.5471049600001,1330.1999999999998,79.50192811199999,82.81450844999999,296.87344978500005,55.72929274110001,422.00541891,0.0,955.2528954,0.0,151.80968817000002,281.93227802999996,0.0,457.31711789999997,1832.7,0.0,0.0,55233.0,3.3750000000000004,4.32,0.0,5113.449,4385.286000000001,4503.933,446.07988962,124.10576316,115.3806212592,131.11434234,0.0,234.34445951279997,23.238291995999994,18170.870112000004,0.0,3977.554319100001,2900.8231161832023,7252.360524899999,3845.4376732560004,3097.713681234,0.0,5996.79560718,1264.2877770750001,1774.8782019000002,8325.000000000002,0.0,1486.596779226165,436.5,392.4405000000001,413.6535,972.0,2204.1000000000004,288.9,288.90000000000003,0.0,0.0,165.67200000000003,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1622.7540000000001,0.0,0.0,1298.0,5101.535372926197,0.0,19324.969799971575,10575.69415250073,1254.3851604120298,0.0,0.0,0.0,0.0,275675.7342892133
t60,3276.9,0.0,604.8000000000001,0.0,5348.7,547.7220000000001,699.867,828.135,158.39999999999998,1077.3000000000002,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1539.252,1224.405,0.0,10790.802000000001,3295.296,9114.642,0.0,729.5471049600001,1330.1999999999998,72.876767436,89.43966912599998,279.41030567999996,65.8618914213,422.00541891,0.0,955.2528954,0.0,130.12258986,238.55808141,0.0,388.71955021499997,1832.7,0.0,0.0,55233.0,3.24,4.23,0.0,5268.401999999999,4385.286000000001,4412.016,446.07988962,124.10576316,114.0694778358,131.11434234,0.0,225.33121107000002,29.047864994999994,18170.870112000004,0.0,3977.554319100001,3289.3888377316707,7252.360524899999,3792.028816683,3097.713681234,0.0,5752.02843954,1264.2877770750001,1893.2034153600002,8325.000000000002,0.0,1486.596779226165,436.5,424.26000000000005,434.86650000000003,1134.0,2133.0000000000005,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1622.7540000000001,0.0,0.0,1298.0,4119.0340800312415,0.0,18876.773108154644,10178.703403049632,455.5833963867193,0.0,0.0,0.0,0.0,273277.2219749135
t61,3276.9,0.0,604.8000000000001,0.0,5348.7,578.151,699.867,993.7620000000001,158.39999999999998,732.564,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1294.371,1224.405,0.0,10790.802000000001,3295.296,7195.77,65.35278734518677,729.5471049600001,1330.1999999999998,62.939026422,96.064829802,244.48401747,60.7955920812,422.00541891,0.0,955.2528954,0.0,108.43549155,190.84646512800003,0.0,342.987838425,1832.7,0.0,0.0,55233.0,3.105,4.095,0.0,5268.401999999999,4385.286000000001,3952.4309999999996,446.07988962,124.10576316,112.75833441239999,131.11434234,0.0,222.3267949224,31.952651494499996,18170.870112000004,0.0,3977.554319100001,4131.670582900576,7252.360524899999,3685.211103537,2990.8959680880002,0.0,5384.877688080001,1264.2877770750001,1656.55298844,8325.000000000002,0.0,1486.596779226165,436.5,413.6535,424.26000000000005,1134.0,1350.9000000000003,288.9,288.90000000000003,0.0,0.0,165.67200000000003,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1532.6009999999999,0.0,0.0,1298.0,2961.3132125764505,0.0,18676.528786515635,9810.477623419789,3009.365231099353,0.0,0.0,0.0,0.0,270341.798401403
t62,3276.9,0.0,604.8000000000001,0.0,5348.7,557.8649999999999,639.0089999999999,970.101,158.39999999999998,689.472,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1224.405,1154.439,0.0,10300.311000000002,3295.296,7675.487999999999,97.40216882702865,729.5471049600001,1330.1999999999998,53.00128540799999,99.37741014,192.094585155,65.8618914213,422.00541891,0.0,955.2528954,0.0,95.42323256400002,169.15936681799997,0.0,320.12198252999997,3259.921234342139,0.0,0.0,55233.0,3.0149999999999997,4.005,0.0,5578.308,4385.286000000001,3584.763,446.07988962,124.10576316,112.75833441239999,129.8031989166,0.0,219.32237877479997,46.47658399199999,18170.870112000004,0.0,3977.554319100001,4727.340702109527,7252.360524899999,3471.5756772449995,2830.6693983689997,0.0,4895.3433528000005,1264.2877770750001,1774.8782019000002,8325.000000000002,0.0,1486.596779226165,436.5,413.6535,413.6535,1053.0000000000002,995.4000000000001,288.9,288.90000000000003,0.0,0.0,165.67200000000003,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1532.6009999999999,0.0,0.0,1298.0,0.0,0.0,18565.448857722116,9584.069379735447,2251.450085830159,0.0,0.0,0.0,0.0,266689.995854366
t63,3276.9,0.0,604.8000000000001,0.0,5348.7,608.58,699.867,1064.7450000000001,158.39999999999998,560.196,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1119.456,1189.422,0.0,10790.802000000001,3295.296,5756.616,89.14105201994744,729.5471049600001,1330.1999999999998,46.376124732,96.064829802,157.168296945,45.5966940609,422.00541891,0.0,955.2528954,0.0,86.74839324,156.14710783200002,0.0,297.256126635,1832.7,0.0,0.0,55233.0,3.105,4.095,0.0,6043.1669999999995,4385.286000000001,2849.427,446.07988962,124.10576316,110.1360475656,129.8031989166,0.0,219.32237877479997,46.47658399199999,18170.870112000004,152.95159327219739,3977.554319100001,5055.300000000001,7252.360524899999,3364.7579640989998,2884.078254942,0.0,4650.57618516,1264.2877770750001,1419.90256152,8325.000000000002,0.0,1486.596779226165,436.5,456.07950000000005,434.86650000000003,1215.0,782.1,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1532.6009999999999,0.0,0.0,1298.0,618.3236327437216,0.0,18427.706290898717,9713.170250602265,2216.1604096003675,0.0,0.0,0.0,0.0,263892.6085227076
t64,3276.9,0.0,604.8000000000001,0.0,5348.7,598.437,669.438,1064.7450000000001,158.39999999999998,474.01200000000006,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1154.439,1154.439,0.0,10300.311000000002,3295.296,3837.7439999999997,70.83842069323238,729.5471049600001,1330.1999999999998,39.750964055999994,89.43966912599998,139.70515283999998,30.3977960406,422.00541891,0.0,955.2528954,0.0,91.085812902,160.48452749400002,0.0,342.987838425,3010.6262844154185,0.0,0.0,55233.0,3.195,4.1850000000000005,0.0,6353.072999999999,4385.286000000001,2022.1740000000002,446.07988962,124.10576316,107.51376071879999,129.8031989166,0.0,213.31354647959998,40.667010993,18170.870112000004,728.7972279413275,3977.554319100001,5055.300000000001,7252.360524899999,3311.3491075260004,2777.2605417960003,0.0,4405.80901752,1264.2877770750001,1183.2521346,8325.000000000002,0.0,1486.596779226165,436.5,477.2925000000001,456.07950000000005,1255.5,711.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1532.6009999999999,0.0,0.0,1298.0,0.0,0.0,18391.629074877943,9767.122853352572,3288.31530506197,0.0,0.0,0.0,0.0,262410.73379112955
t65,3276.9,0.0,604.8000000000001,0.0,5348.7,639.0089999999999,720.153,1017.423,158.39999999999998,172.368,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1189.422,1154.439,0.0,8828.838000000002,3295.296,479.71799999999996,309.8405908974103,729.5471049600001,1330.1999999999998,33.12580338,79.50192811199999,122.242008735,0.0,422.00541891,0.0,955.2528954,0.0,91.085812902,156.14710783200002,0.0,342.987838425,5498.1,0.0,0.0,55233.0,3.3750000000000004,4.275,0.0,6662.979,4385.286000000001,919.17,446.07988962,124.10576316,106.20261729539999,129.8031989166,0.0,204.30029803679997,26.1430784955,18170.870112000004,2585.018264580296,3977.554319100001,5055.300000000001,7252.360524899999,3257.940250953,2884.078254942,0.0,4405.80901752,1264.2877770750001,591.6260673,8325.000000000002,0.0,1486.596779226165,436.5,498.50550000000004,498.50550000000004,1053.0000000000002,213.3,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1622.7540000000001,0.0,0.0,1298.0,1544.4090627810008,0.0,18679.297635894865,10824.512139945728,9422.0,0.0,0.0,0.0,0.0,268993.3245222981
t66,3276.9,0.0,604.8000000000001,0.0,5348.7,649.1519999999999,760.7250000000001,946.4399999999999,158.39999999999998,0.0,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1259.388,1224.405,0.0,8338.347,3295.296,0.0,309.8405908974103,729.5471049600001,1330.1999999999998,29.813223041999997,72.876767436,104.77886463,0.0,422.00541891,0.0,955.2528954,0.0,99.760652226,151.80968817000002,0.0,411.58540611,5498.1,0.0,0.0,55233.0,3.51,4.32,0.0,6198.119999999999,4385.286000000001,0.0,446.07988962,124.10576316,103.5803304486,129.8031989166,0.0,183.2693850036,0.0,18170.870112000004,5572.45352030113,3977.554319100001,5055.300000000001,7252.360524899999,3257.940250953,3044.304824661,0.0,4038.6582660599997,1264.2877770750001,0.0,8325.000000000002,3542.180557422332,1486.596779226165,436.5,509.112,530.325,1174.5,0.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1712.907,0.0,0.0,1298.0,6655.0,0.0,18969.81438023257,11306.73827381129,9422.0,4655.0,0.0,0.0,0.0,282892.478725675
t67,3276.9,0.0,604.8000000000001,0.0,5348.7,639.0089999999999,750.5820000000001,922.7789999999999,158.39999999999998,0.0,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1259.388,1224.405,0.0,9319.329000000002,3295.296,0.0,309.8405908974103,729.5471049600001,1330.1999999999998,29.813223041999997,69.56418709799999,104.77886463,0.0,422.00541891,0.0,955.2528954,0.0,108.43549155,143.134848846,0.0,480.18297379499995,5498.1,0.0,0.0,55233.0,3.735,4.365,0.0,6817.932,4385.286000000001,0.0,446.07988962,124.10576316,103.5803304486,129.8031989166,0.0,165.24288811799997,0.0,18170.870112000004,5572.45352030113,3977.554319100001,5055.300000000001,7252.360524899999,3311.3491075260004,3204.5313943800006,0.0,4038.6582660599997,1264.2877770750001,0.0,8325.000000000002,1334.650483165484,1486.596779226165,436.5,540.9315000000001,572.751,1336.5,0.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1712.907,0.0,0.0,1298.0,6655.0,0.0,18834.050066111784,10570.48841421092,9422.0,4655.0,35.208634303,0.0,0.0,281902.3995287534
t68,3276.9,0.0,604.8000000000001,0.0,5348.7,679.581,781.0109999999999,970.101,158.39999999999998,0.0,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1294.371,1154.439,0.0,9809.82,3295.296,0.0,0.0,729.5471049600001,1330.1999999999998,29.813223041999997,62.939026422,104.77886463,0.0,422.00541891,0.0,955.2528954,0.0,117.110330874,143.134848846,0.0,525.914685585,1832.7,0.0,0.0,55233.0,3.825,4.365,0.0,6972.885,4385.286000000001,0.0,446.07988962,124.10576316,107.51376071879999,128.4920554932,0.0,168.2473042656,0.0,18170.870112000004,4404.317690886658,3977.554319100001,5055.300000000001,7252.360524899999,3364.7579640989998,3364.7579640989998,0.0,4283.4254337,1247.430606714,0.0,8325.000000000002,0.0,1486.596779226165,436.5,572.751,593.964,1417.5,0.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1712.907,0.0,0.0,1298.0,6387.972036619643,0.0,18497.012637029915,9942.628167354198,7338.94456659135,0.0,0.0,0.0,0.0,268777.0429352489
t69,3276.9,0.0,604.8000000000001,0.0,5348.7,730.296,841.869,1041.084,158.39999999999998,0.0,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1259.388,1049.49,0.0,10300.311000000002,3295.296,0.0,0.0,729.5471049600001,1330.1999999999998,26.500642703999993,56.313865746,104.77886463,0.0,422.00541891,0.0,955.2528954,0.0,121.447750536,143.134848846,0.0,525.914685585,1832.7,0.0,0.0,55233.0,3.87,4.365,0.0,6817.932,4385.286000000001,0.0,446.07988962,124.10576316,104.89147387199999,125.86976864639998,0.0,162.23847197039998,0.0,18170.870112000004,1251.087485760697,3977.554319100001,5055.300000000001,7252.360524899999,3418.166820672,3524.984533818,0.0,4283.4254337,1247.430606714,0.0,8325.000000000002,0.0,1486.596779226165,436.5,583.3575000000001,583.3575000000001,1458.0,0.0,288.9,288.90000000000003,0.0,0.0,220.896,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1622.7540000000001,0.0,0.0,1298.0,3114.091791381749,0.0,18063.05695922727,8891.38358617348,1535.4194224247742,0.0,0.0,0.0,0.0,255614.15478068628
t70,3276.9,0.0,604.8000000000001,0.0,5348.7,770.8680000000002,872.298,1041.084,158.39999999999998,0.0,13572.354842763427,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1224.405,944.5409999999999,0.0,10300.311000000002,3295.296,0.0,0.0,729.5471049600001,1237.3350187682286,26.500642703999993,53.00128540799999,87.315720525,0.0,422.00541891,0.0,955.2528954,0.0,117.110330874,147.47226850799998,0.0,480.18297379499995,1832.7,0.0,0.0,55233.0,3.87,4.365,0.0,6817.932,4385.286000000001,0.0,446.07988962,124.10576316,99.6469001784,121.93633837619998,0.0,153.22522352759998,0.0,18170.870112000004,0.0,3977.554319100001,3370.2000000000007,7252.360524899999,3364.7579640989998,3631.802246964,0.0,4283.4254337,1247.430606714,0.0,8325.000000000002,0.0,991.06451948411,436.5,593.964,551.5380000000001,1458.0,0.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1532.6009999999999,0.0,0.0,1298.0,4411.601562926376,0.0,17488.74853310508,7915.551079698963,0.0,0.0,0.0,0.0,0.0,249260.77548117173
t71,2376.1009321993015,0.0,604.8000000000001,0.0,5348.7,730.296,831.726,922.7789999999999,158.39999999999998,0.0,10767.249874056699,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1224.405,769.626,0.0,8828.838000000002,3295.296,0.0,0.0,729.5471049600001,1019.8074755211777,26.500642703999993,39.750964055999994,104.77886463,0.0,422.00541891,0.0,955.2528954,0.0,112.77291121200001,182.171625804,0.0,411.58540611,5326.291920251288,0.0,0.0,55233.0,3.735,4.32,0.0,6043.1669999999995,4385.286000000001,0.0,446.07988962,82.73717544,82.6020356742,108.82490414219998,0.0,141.2075589372,0.0,17434.821992877587,0.0,3977.554319100001,2808.5,7252.360524899999,3044.304824661,3151.1225378070003,0.0,3671.5075146000004,1247.430606714,0.0,8325.000000000002,0.0,825.8870995700916,436.5,487.899,466.68600000000004,1255.5,0.0,288.9,288.90000000000003,0.0,0.0,220.896,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1352.295,0.0,0.0,1298.0,0.0,0.0,16705.413233556934,6907.597608309341,0.0,0.0,0.0,0.0,0.0,236467.6108227264
t72,1743.7578457882053,0.0,604.8000000000001,0.0,5348.7,710.01,841.869,946.4399999999999,158.39999999999998,0.0,6992.921156630512,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1189.422,699.66,0.0,9319.329000000002,3295.296,0.0,0.0,729.5471049600001,928.3931768597121,23.188062366,33.12580338,87.315720525,0.0,422.00541891,0.0,955.2528954,0.0,104.098071888,169.15936681799997,0.0,388.71955021499997,1832.7,0.0,0.0,55233.0,3.69,4.32,0.0,6043.1669999999995,4385.286000000001,0.0,446.07988962,68.9476462,83.9131790976,103.5803304486,0.0,135.198726642,0.0,12002.885487680258,0.0,3977.554319100001,2808.5,7252.360524899999,3044.304824661,3204.5313943800006,0.0,3426.74034696,1247.430606714,0.0,8108.75839372396,0.0,825.8870995700916,436.5,477.2925000000001,424.26000000000005,1336.5,0.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,1171.989,0.0,0.0,1298.0,0.0,0.0,16221.297993602313,6410.362952348233,0.0,0.0,0.0,0.0,0.0,221778.42535039084
t73,1319.9922915649597,0.0,604.8000000000001,0.0,5348.7,689.724,770.8680000000002,970.101,158.39999999999998,0.0,4791.299999999999,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,1119.456,664.677,0.0,9809.82,3295.296,0.0,0.0,729.5471049600001,895.8923645057954,19.875482027999997,29.813223041999997,52.389432315,0.0,422.00541891,0.0,955.2528954,0.0,91.085812902,138.79742918399998,0.0,388.71955021499997,1832.7,0.0,0.0,55233.0,3.645,4.32,0.0,6043.1669999999995,4385.286000000001,0.0,446.07988962,68.9476462,86.53546594439999,98.335756755,0.0,144.2119750848,0.0,11255.155954524895,0.0,3977.554319100001,2808.5,7252.360524899999,2990.8959680880002,3151.1225378070003,0.0,3426.74034696,1247.430606714,0.0,7409.404562655928,0.0,825.8870995700916,436.5,477.2925000000001,381.83400000000006,1377.0,0.0,288.9,288.90000000000003,0.0,0.0,193.28400000000002,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,991.683,0.0,0.0,1298.0,0.0,0.0,15929.8318872945,6363.516667316766,0.0,0.0,0.0,0.0,0.0,217285.42867456446
t74,908.7372954488376,0.0,604.8000000000001,0.0,5348.7,679.581,740.4390000000001,1017.423,158.39999999999998,0.0,4791.299999999999,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,944.5409999999999,594.711,0.0,9319.329000000002,3295.296,0.0,0.0,729.5471049600001,877.6460381255363,16.56290169,23.188062366,52.389432315,0.0,422.00541891,0.0,955.2528954,0.0,78.07355391600001,112.77291121200001,0.0,365.85369432,1832.7,0.0,0.0,55233.0,3.69,4.365,0.0,6353.072999999999,4385.286000000001,0.0,446.07988962,68.9476462,83.9131790976,95.7134699082,0.0,141.2075589372,0.0,11168.686065316497,0.0,3977.554319100001,2808.5,7252.360524899999,2937.487111515,2937.487111515,0.0,3426.74034696,1247.430606714,0.0,7017.496368479767,0.0,825.8870995700916,436.5,487.899,360.62100000000004,1417.5,0.0,288.9,288.90000000000003,0.0,0.0,165.67200000000003,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,901.53,0.0,0.0,1298.0,0.0,0.0,15784.652897772405,6347.751259957187,0.0,0.0,0.0,0.0,0.0,215362.97372522863
t75,908.7372954488375,0.0,604.8000000000001,0.0,5348.7,740.4390000000001,781.0109999999999,1064.7450000000001,158.39999999999998,0.0,4791.299999999999,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,874.575,594.711,0.0,9809.82,3295.296,0.0,0.0,729.5471049600001,891.461753996389,16.56290169,23.188062366,52.389432315,0.0,422.00541891,0.0,955.2528954,0.0,65.06129493,95.42323256400002,0.0,320.12198252999997,1832.7,0.0,0.0,55233.0,3.69,4.365,0.0,6508.025999999999,4385.286000000001,0.0,446.07988962,68.9476462,79.9797488274,94.4023264848,0.0,129.1898943468,0.0,10935.918686411955,0.0,3977.554319100001,2808.5,7252.360524899999,2830.6693983689997,2723.851685223,0.0,3304.35676314,1247.430606714,0.0,6513.6875206637915,0.0,825.8870995700916,436.5,509.112,350.0145,1458.0,0.0,288.9,288.90000000000003,0.0,0.0,138.06,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,811.3770000000001,0.0,0.0,1298.0,0.0,0.0,15852.139659084069,6570.265632656911,0.0,0.0,0.0,0.0,0.0,215051.59323742436
t76,908.7372954488375,0.0,604.8000000000001,0.0,5348.7,770.8680000000002,841.869,1112.067,158.39999999999998,0.0,13122.762524626058,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,839.592,594.711,0.0,9809.82,3295.296,0.0,0.0,729.5471049600001,918.7615421787715,16.56290169,23.188062366,69.85257641999999,0.0,422.00541891,0.0,955.2528954,0.0,60.723875268,91.085812902,0.0,320.12198252999997,1832.7,0.0,0.0,55233.0,3.69,4.41,0.0,6662.979,4385.286000000001,0.0,446.07988962,68.9476462,76.0463185572,90.4688962146,0.0,120.17664590399998,0.0,10455.789127172042,0.0,3977.554319100001,2808.5,7252.360524899999,2777.2605417960003,2510.216258931,0.0,3181.9731793200003,1247.430606714,0.0,6433.18352913442,0.0,825.8870995700916,436.5,519.7185000000001,339.408,1498.5000000000002,0.0,288.9,288.90000000000003,0.0,0.0,138.06,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,811.3770000000001,0.0,0.0,1298.0,0.0,0.0,15947.07984992307,6865.347984689219,0.0,0.0,0.0,0.0,0.0,223141.34887144767
t77,908.7372954488375,0.0,604.8000000000001,0.0,5348.7,760.7250000000001,882.441,1135.728,158.39999999999998,0.0,6269.543229452559,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,874.575,629.694,0.0,10300.311000000002,3295.296,0.0,0.0,729.5471049600001,1023.9883816147645,19.875482027999997,26.500642703999993,87.315720525,0.0,422.00541891,0.0,955.2528954,0.0,60.723875268,95.42323256400002,0.0,342.987838425,1832.7,0.0,0.0,55233.0,3.69,4.41,0.0,6508.025999999999,4299.3,0.0,446.07988962,68.9476462,70.80174486359999,83.9131790976,0.0,111.1633974612,0.0,9976.308497017157,0.0,3977.554319100001,2808.5,7252.360524899999,2670.44282865,2456.8074023579998,0.0,2937.2060116800003,1247.430606714,0.0,7060.885507418632,0.0,825.8870995700916,436.5,530.325,339.408,1498.5000000000002,0.0,288.9,288.90000000000003,0.0,0.0,138.06,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,721.2239999999998,0.0,0.0,1298.0,0.0,0.0,16461.655273198456,7894.766916287549,0.0,0.0,0.0,0.0,0.0,218005.11792243877
t78,2024.8210787689814,0.0,604.8000000000001,0.0,5348.7,750.5820000000001,912.8700000000001,1183.05,158.39999999999998,0.0,11689.867722453673,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,944.5409999999999,769.626,0.0,11281.293,3295.296,0.0,0.0,729.5471049600001,1330.1999999999998,19.875482027999997,26.500642703999993,87.315720525,0.0,422.00541891,0.0,955.2528954,0.0,60.723875268,95.42323256400002,0.0,320.12198252999997,1832.7,0.0,0.0,55233.0,3.69,4.41,0.0,6508.025999999999,4299.3,0.0,446.07988962,68.9476462,64.2460277466,76.0463185572,0.0,105.154565166,0.0,11240.70660746944,0.0,3977.554319100001,2808.5,7252.360524899999,2617.033972077,2456.8074023579998,0.0,2814.8224278599996,1247.430606714,0.0,8325.000000000002,0.0,825.8870995700916,436.5,562.1445,371.2275,1498.5000000000002,0.0,288.9,288.90000000000003,0.0,0.0,138.06,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,721.2239999999998,0.0,0.0,1298.0,5294.8715672092685,0.0,17874.364136164862,10292.930335546216,0.0,0.0,0.0,0.0,0.0,237585.03156337264
t79,3276.9,0.0,604.8000000000001,0.0,5348.7,770.8680000000002,933.156,1206.711,158.39999999999998,0.0,14373.900000000001,0.0,7560.000000000001,0.0,18438.3,7302.600000000001,944.5409999999999,839.592,0.0,11281.293,3295.296,0.0,0.0,729.5471049600001,1330.1999999999998,19.875482027999997,29.813223041999997,104.77886463,0.0,422.00541891,0.0,955.2528954,0.0,60.723875268,99.760652226,0.0,297.256126635,5498.1,0.0,0.0,55233.0,3.6,4.365,0.0,6353.072999999999,4299.3,0.0,446.07988962,82.73717544,56.379167206199995,66.8683145934,0.0,93.13690057560001,0.0,17142.087288620314,0.0,3977.554319100001,3112.0722306784724,7252.360524899999,2510.216258931,2510.216258931,0.0,2692.4388440400003,1247.430606714,0.0,8325.000000000002,0.0,1291.9673103193454,436.5,583.3575000000001,413.6535,1498.5000000000002,0.0,288.9,288.90000000000003,0.0,0.0,138.06,0.0,1800.0,2016.092961002332,0.0,6183.900000000001,0.0,0.0,0.0,631.0709999999999,0.0,0.0,1298.0,4033.5806123578113,0.0,19127.57375906377,11844.04884184149,3588.20010078577,0.0,0.0,0.0,0.0,256752.5920078195
